ID;Regions;Periods;GDPMarketPrices_1;GDPPerCapita_2;GDPVolumeChanges_3;GrossValueAddedVolumeChanges_4;ValueAddedAtBasicPrices_5;CompensationOfEmployees_6;FullTimeEquivalentFteTotal_7;FullTimeEquivalentFteEmployee_8;FullTimeEquivalentFteSelfEmployed_9;EmployedPersonsTotal_10;Employee_11;SelfEmployed_12;HoursWorkedTotal_13;HoursWorkedEmployee_14;HoursWorkedSelfEmployed_15
14;The Netherlands;2009;630173;38122.0;-3.7;-3.3;564180;312320;7076.5;6006.0;1070.5;8839.7;7452.9;1386.8;12646.5;10142.0;2504.5
15;The Netherlands;2010;643022;38700.0;1.3;1.5;575705;311900;7034.8;5949.2;1085.6;8779.0;7390.8;1388.2;12555.2;10031.6;2523.7
16;The Netherlands;2011;656013;39299.0;1.8;2.1;589169;319887;7072.7;5952.7;1120.0;8849.6;7437.2;1412.4;12661.9;10104.3;2557.6
17;The Netherlands;2012;658232;39286.0;-1.0;-0.7;593115;324274;7027.7;5895.8;1131.9;8827.1;7391.8;1435.3;12549.5;9969.6;2579.9
18;The Netherlands;2013;665567;39607.0;0.0;0.4;598320;325151;6940.9;5799.6;1141.3;8718.8;7276.5;1442.3;12439.2;9847.4;2591.9
19;The Netherlands;2014;678627;40239.0;1.6;1.7;609309;328743;6929.8;5765.1;1164.7;8705.6;7233.7;1471.9;12523.8;9859.5;2664.3
20;The Netherlands;2015;699175;41274.0;2.1;1.9;627626;330994;7010.6;5809.5;1201.1;8775.7;7296.2;1479.5;12623.5;9895.9;2727.6
21;The Netherlands;2016;720175;42288.0;2.4;2.2;644312;342642;7155.5;5920.8;1234.8;8908.7;7408.5;1500.2;12927.8;10122.2;2805.6
22;The Netherlands;2017;750861;43830.0;2.8;2.8;671934;354478;7332.2;6070.3;1262.0;9115.9;7596.9;1519.1;13228.2;10366.9;2861.3
23;The Netherlands;2018;787273;45688.0;2.3;2.2;703557;372900;7550.7;6258.1;1292.5;9361.5;7815.8;1545.7;13583.2;10664.5;2918.6
24;The Netherlands;2019;829767;47839.0;2.3;2.4;739508;393062;7737.1;6403.8;1333.3;9572.7;7993.0;1579.7;13943.5;10938.0;3005.6
25;The Netherlands;2020;816463;46812.0;-3.9;-4.0;726149;406330;7638.0;6378.1;1260.0;9524.2;7936.0;1588.1;13354.0;10542.3;2811.7
26;The Netherlands;2021;891550;50850.0;6.3;6.7;791730;423799;7875.0;6527.4;1347.6;9690.4;8056.4;1634.0;13974.6;10983.9;2990.7
27;The Netherlands;2022;993820;56145.0;5.0;5.7;888174;454769;8164.3;6744.1;1420.3;10069.1;8342.0;1727.1;14526.0;11362.0;3164.0
28;The Netherlands;2023;1067599;59719.0;0.1;0.1;962084;489593;8326.5;6856.1;1470.5;10233.0;8451.9;1781.1;14722.6;11478.4;3244.2
29;Noord-Nederland (LD);1995;30742;18919.0;;;27921;14001;581.1;459.6;121.4;700.4;535.0;165.4;1073.8;779.6;294.2
30;Noord-Nederland (LD);1996;32921;20188.0;5.3;5.0;29745;14404;589.5;467.8;121.7;707.6;545.4;162.2;1095.8;798.8;297.0
31;Noord-Nederland (LD);1997;34417;21019.0;1.2;1.4;31053;15107;602.8;480.1;122.7;722.5;560.0;162.5;1107.8;812.9;294.9
32;Noord-Nederland (LD);1998;35676;21693.0;2.2;2.2;32156;16001;613.6;491.2;122.4;731.3;572.2;159.1;1118.1;826.5;291.6
33;Noord-Nederland (LD);1999;36493;22082.0;1.6;1.3;32705;17110;624.8;504.1;120.7;746.9;591.0;155.9;1143.1;849.5;293.5
34;Noord-Nederland (LD);2000;39954;24007.0;3.0;3.3;35870;18363;627.6;511.7;115.9;753.2;602.3;150.9;1145.1;855.8;289.2
35;Noord-Nederland (LD);2001;43499;25915.0;2.9;3.0;38773;19434;624.8;516.7;108.2;750.2;610.5;139.8;1135.8;866.8;268.9
36;Noord-Nederland (LD);2002;44921;26585.0;0.8;0.7;40119;20519;629.1;521.1;108.0;763.4;621.3;142.1;1138.5;872.8;265.7
37;Noord-Nederland (LD);2003;46558;27445.0;0.8;0.8;41556;21207;626.7;517.8;109.0;764.6;621.3;143.3;1132.8;870.0;262.8
38;Noord-Nederland (LD);2004;47249;27791.0;0.7;0.8;42094;21532;621.9;512.4;109.5;755.1;613.1;142.0;1133.9;868.0;265.8
39;Noord-Nederland (LD);2005;50631;29764.0;2.5;2.5;45058;21789;625.0;511.2;113.8;763.4;616.2;147.1;1133.1;858.0;275.2
40;Noord-Nederland (LD);2006;54440;31998.0;1.7;1.6;48381;22278;629.5;512.2;117.3;769.2;617.9;151.3;1137.8;854.3;283.5
41;Noord-Nederland (LD);2007;56425;33125.0;1.8;1.9;50253;23453;641.2;521.7;119.5;784.0;632.2;151.8;1158.6;871.0;287.5
42;Noord-Nederland (LD);2008;62370;36542.0;4.5;4.9;55558;24830;650.5;530.6;119.9;794.8;642.8;152.0;1170.6;886.3;284.2
43;Noord-Nederland (LD);2009;58307;34070.0;-3.6;-3.3;52201;25045;635.7;518.0;117.6;778.8;629.9;148.9;1140.7;862.9;277.8
44;Noord-Nederland (LD);2010;60103;35028.0;3.4;3.6;53811;24867;634.0;514.9;119.1;805.6;653.3;152.3;1134.1;854.4;279.7
45;Noord-Nederland (LD);2011;61868;36005.0;-0.2;0.1;55564;25497;638.1;515.5;122.5;811.0;656.7;154.3;1144.6;861.4;283.2
46;Noord-Nederland (LD);2012;63376;36875.0;-1.6;-1.4;57106;25737;630.3;507.2;123.1;806.1;650.3;155.8;1127.6;843.7;283.9
47;Noord-Nederland (LD);2013;64555;37570.0;1.3;1.7;58033;25586;618.8;495.1;123.8;791.3;635.7;155.7;1110.4;826.7;283.7
48;Noord-Nederland (LD);2014;61413;35738.0;-3.1;-3.0;55140;25821;615.5;491.6;123.9;793.3;635.8;157.6;1112.3;825.4;286.9
49;Noord-Nederland (LD);2015;59234;34467.0;-1.8;-2.0;53173;26035;620.7;494.8;125.8;789.6;633.1;156.5;1117.6;828.3;289.3
50;Noord-Nederland (LD);2016;58186;33823.0;1.3;1.1;52056;26790;628.9;500.3;128.6;800.2;642.1;158.1;1136.9;840.9;296.0
51;Noord-Nederland (LD);2017;60292;35007.0;1.2;1.2;53955;27484;641.4;511.1;130.3;816.9;658.2;158.8;1157.9;858.5;299.5
52;Noord-Nederland (LD);2018;62457;36248.0;-0.3;-0.3;55816;28774;656.3;524.3;132.0;831.5;672.1;159.4;1180.8;879.1;301.8
53;Noord-Nederland (LD);2019;64790;37523.0;1.0;1.1;57742;30314;672.4;536.8;135.6;849.5;687.1;162.3;1212.5;902.6;309.9
54;Noord-Nederland (LD);2020;62889;36324.0;-4.4;-4.6;55932;31653;666.2;539.6;126.7;848.7;689.2;159.6;1166.9;880.5;286.4
55;Noord-Nederland (LD);2021;69514;40007.0;5.0;5.4;61731;32856;686.3;553.8;132.5;866.9;705.5;161.5;1215.8;918.6;297.2
56;Noord-Nederland (LD);2022;81956;46837.0;2.8;3.4;73244;34888;706.9;567.8;139.1;898.5;728.5;170.0;1255.1;942.3;312.8
57;Noord-Nederland (LD);2023;84799;48112.0;-4.4;-4.4;76418;37485;718.1;574.6;143.5;911.9;737.0;174.9;1269.3;949.5;319.9
58;Oost-Nederland (LD);1995;57537;18035.0;;;52257;29493;1168.3;964.3;204.1;1417.4;1140.7;276.7;2131.0;1638.3;492.6
59;Oost-Nederland (LD);1996;59748;18588.0;2.6;2.3;53985;30438;1188.7;980.3;208.4;1439.1;1162.8;276.2;2184.9;1677.1;507.8
60;Oost-Nederland (LD);1997;63926;19735.0;4.2;4.4;57678;31959;1210.3;1001.0;209.2;1462.0;1187.6;274.4;2203.3;1700.4;502.8
61;Oost-Nederland (LD);1998;68462;20949.0;4.8;4.7;61707;34326;1244.3;1038.4;206.0;1496.5;1230.1;266.4;2245.2;1754.8;490.3
62;Oost-Nederland (LD);1999;72916;22103.0;5.0;4.7;65348;37025;1278.5;1074.4;204.1;1544.9;1281.4;263.5;2312.3;1818.6;493.7
63;Oost-Nederland (LD);2000;78470;23552.0;4.5;4.8;70449;40135;1300.8;1100.4;200.4;1578.1;1318.2;259.9;2342.8;1847.8;494.9
64;Oost-Nederland (LD);2001;84092;24973.0;3.1;3.2;74956;42718;1319.4;1123.2;196.2;1604.8;1348.6;256.1;2371.7;1889.8;482.0
65;Oost-Nederland (LD);2002;87348;25699.0;-0.3;-0.3;78011;44679;1319.3;1124.1;195.3;1618.9;1360.3;258.6;2364.8;1889.4;475.4
66;Oost-Nederland (LD);2003;90177;26348.0;1.0;1.0;80487;46416;1315.1;1120.3;194.8;1625.8;1367.6;258.2;2355.6;1890.1;465.5
67;Oost-Nederland (LD);2004;92536;26901.0;1.3;1.4;82439;46955;1304.0;1105.5;198.5;1606.9;1347.2;259.7;2360.3;1882.9;477.4
68;Oost-Nederland (LD);2005;95942;27780.0;2.2;2.2;85382;47893;1316.3;1110.5;205.8;1629.3;1361.6;267.7;2368.7;1874.7;494.0
69;Oost-Nederland (LD);2006;102967;29717.0;4.8;4.7;91506;49690;1345.1;1132.2;212.9;1666.0;1390.3;275.6;2412.3;1902.3;509.9
70;Oost-Nederland (LD);2007;109450;31486.0;3.8;3.9;97478;52781;1389.7;1166.7;223.0;1725.3;1439.9;285.5;2494.9;1963.1;531.8
71;Oost-Nederland (LD);2008;114035;32663.0;2.1;2.4;101581;56093;1413.4;1186.9;226.5;1751.1;1462.9;288.2;2532.6;1998.7;534.0
72;Oost-Nederland (LD);2009;112297;32006.0;-2.0;-1.6;100537;57303;1401.0;1175.4;225.6;1738.8;1452.5;286.3;2501.2;1972.5;528.7
73;Oost-Nederland (LD);2010;113425;32185.0;0.5;0.7;101551;57276;1396.3;1168.4;227.9;1781.7;1487.5;294.2;2496.1;1963.3;532.8
74;Oost-Nederland (LD);2011;116430;32913.0;2.8;3.2;104567;58798;1405.8;1171.2;234.5;1802.5;1504.4;298.1;2521.7;1983.3;538.4
75;Oost-Nederland (LD);2012;114983;32401.0;-2.0;-1.8;103608;59484;1393.2;1156.2;237.0;1797.9;1495.4;302.6;2490.8;1948.2;542.7
76;Oost-Nederland (LD);2013;115344;32433.0;-1.1;-0.7;103690;59279;1374.4;1134.3;240.2;1764.3;1459.3;305.0;2465.8;1918.3;547.5
77;Oost-Nederland (LD);2014;117867;33070.0;1.5;1.6;105828;59571;1364.6;1122.7;241.9;1753.2;1444.1;309.1;2471.0;1914.7;556.3
78;Oost-Nederland (LD);2015;121321;33923.0;2.6;2.4;108906;59995;1378.8;1131.3;247.5;1751.0;1441.6;309.4;2487.0;1920.8;566.2
79;Oost-Nederland (LD);2016;125846;35020.0;2.4;2.2;112589;62110;1406.5;1151.7;254.8;1779.4;1465.8;313.6;2548.0;1965.1;582.9
80;Oost-Nederland (LD);2017;130960;36244.0;2.3;2.3;117194;64053;1438.5;1178.0;260.5;1825.2;1507.5;317.6;2604.0;2009.0;595.0
81;Oost-Nederland (LD);2018;137917;37951.0;2.6;2.5;123251;67397;1483.6;1217.9;265.7;1876.9;1555.3;321.6;2678.0;2074.5;603.5
82;Oost-Nederland (LD);2019;146245;39978.0;2.7;2.8;130337;71042;1521.9;1248.5;273.4;1919.5;1591.5;327.9;2751.6;2131.3;620.3
83;Oost-Nederland (LD);2020;145960;39648.0;-2.9;-3.1;129815;73664;1508.9;1249.5;259.4;1910.0;1582.5;327.5;2647.4;2065.5;581.9
84;Oost-Nederland (LD);2021;158473;42781.0;6.3;6.7;140730;76896;1562.2;1286.1;276.0;1953.0;1617.6;335.3;2780.6;2164.8;615.8
85;Oost-Nederland (LD);2022;174941;46776.0;5.0;5.7;156344;82187;1615.9;1325.7;290.2;2025.6;1672.0;353.6;2880.0;2230.5;649.4
86;Oost-Nederland (LD);2023;190621;50485.0;0.2;0.2;171781;88141;1642.2;1342.4;299.8;2055.7;1691.6;364.1;2910.0;2245.2;664.8
87;West-Nederland (LD);1995;171455;23719.0;;;155721;87873;2915.6;2499.8;415.9;3625.9;3029.1;596.8;5308.3;4285.5;1022.8
88;West-Nederland (LD);1996;178790;24650.0;3.2;2.9;161545;91611;2999.9;2563.9;436.0;3721.4;3109.0;612.4;5507.8;4424.8;1083.0
89;West-Nederland (LD);1997;191879;26338.0;4.6;4.7;173124;97090;3104.3;2656.5;447.8;3853.1;3224.7;628.4;5645.7;4553.5;1092.2
90;West-Nederland (LD);1998;206927;28240.0;5.6;5.5;186511;104260;3196.7;2756.7;440.0;3946.6;3335.3;611.3;5777.0;4705.0;1072.1
91;West-Nederland (LD);1999;220622;29921.0;5.1;4.8;197726;112357;3281.6;2843.6;438.0;4061.7;3456.7;605.0;5942.3;4863.1;1079.2
92;West-Nederland (LD);2000;235889;31782.0;4.1;4.3;211779;121619;3335.3;2909.9;425.4;4136.6;3550.5;586.1;5992.8;4937.0;1055.8
93;West-Nederland (LD);2001;250880;33566.0;1.9;2.0;223625;127927;3408.0;2983.1;424.9;4247.2;3654.1;593.1;6103.7;5060.8;1043.0
94;West-Nederland (LD);2002;263715;35059.0;0.8;0.8;235526;134455;3396.0;2977.6;418.4;4267.3;3676.1;591.2;6061.2;5046.1;1015.0
95;West-Nederland (LD);2003;269560;35646.0;-0.1;-0.1;240597;137277;3339.8;2924.6;415.2;4220.6;3638.9;581.7;5966.2;4972.6;993.7
96;West-Nederland (LD);2004;278575;36681.0;2.0;2.1;248179;139281;3312.7;2884.5;428.3;4168.5;3575.6;592.9;5983.1;4955.6;1027.5
97;West-Nederland (LD);2005;289284;37978.0;2.2;2.2;257443;141707;3319.3;2881.8;437.6;4190.4;3590.7;599.7;5962.0;4912.2;1049.8
98;West-Nederland (LD);2006;305091;39973.0;3.5;3.4;271132;146102;3397.9;2935.9;462.1;4286.4;3661.5;624.9;6088.0;4980.3;1107.7
99;West-Nederland (LD);2007;324967;42455.0;4.5;4.6;289420;154617;3486.6;3001.0;485.6;4405.6;3756.4;649.2;6255.5;5096.1;1159.4
100;West-Nederland (LD);2008;337482;43859.0;2.0;2.3;300625;163087;3547.2;3054.2;493.0;4474.9;3820.9;654.0;6355.0;5195.6;1159.4
101;West-Nederland (LD);2009;328134;42348.0;-4.1;-3.8;293771;165629;3520.5;3024.0;496.5;4454.1;3796.7;657.5;6293.9;5134.2;1159.7
102;West-Nederland (LD);2010;335017;42931.0;1.0;1.2;299944;165258;3485.2;2980.8;504.4;4296.9;3657.3;639.6;6196.4;5028.1;1168.3
103;West-Nederland (LD);2011;339581;43229.0;1.6;1.9;304979;169270;3500.5;2976.9;523.5;4320.4;3665.2;655.1;6243.3;5052.7;1190.6
104;West-Nederland (LD);2012;341023;43180.0;-0.6;-0.4;307287;171471;3483.7;2953.1;530.6;4314.9;3646.7;668.2;6198.4;4993.3;1205.1
105;West-Nederland (LD);2013;346191;43636.0;0.4;0.8;311213;172488;3446.4;2911.3;535.1;4285.8;3613.7;672.1;6156.7;4945.5;1211.3
106;West-Nederland (LD);2014;357843;44846.0;2.8;2.8;321292;174883;3454.4;2899.8;554.6;4284.1;3591.7;692.3;6225.5;4961.9;1263.6
107;West-Nederland (LD);2015;373086;46438.0;2.8;2.6;334907;176354;3503.9;2927.2;576.7;4345.4;3644.6;700.8;6291.2;4988.5;1302.7
108;West-Nederland (LD);2016;385299;47604.0;2.4;2.2;344711;182505;3580.3;2985.4;594.9;4412.2;3698.4;713.8;6447.7;5103.4;1344.3
109;West-Nederland (LD);2017;401353;49198.0;3.0;3.0;359165;189024;3670.9;3060.6;610.2;4507.7;3781.3;726.3;6602.0;5226.3;1375.7
110;West-Nederland (LD);2018;421224;51236.0;2.6;2.5;376433;199073;3786.5;3156.0;630.5;4641.3;3895.4;745.9;6793.7;5376.8;1416.9
111;West-Nederland (LD);2019;445164;53702.0;2.5;2.6;396740;210121;3883.9;3232.2;651.7;4747.5;3983.6;763.9;6980.5;5519.2;1461.4
112;West-Nederland (LD);2020;436066;52262.0;-4.3;-4.4;387830;217020;3831.8;3213.6;618.2;4733.2;3955.7;777.5;6686.1;5311.9;1374.2
113;West-Nederland (LD);2021;473823;56470.0;6.2;6.6;420773;226631;3947.5;3280.8;666.7;4800.9;3994.2;806.7;6990.9;5516.0;1474.9
114;West-Nederland (LD);2022;527029;62162.0;6.0;6.7;471004;244263;4105.8;3401.3;704.5;4996.5;4141.8;854.7;7297.2;5732.0;1565.2
115;West-Nederland (LD);2023;567000;66142.0;1.1;1.1;510961;263810;4204.6;3473.7;730.9;5086.8;4203.9;882.8;7426.2;5818.7;1607.5
116;Zuid-Nederland (LD);1995;68157;19957.0;;;61903;34050;1280.3;1072.6;207.6;1533.5;1252.1;281.4;2337.5;1833.0;504.6
117;Zuid-Nederland (LD);1996;71304;20775.0;3.6;3.3;64426;35395;1306.0;1097.1;208.9;1562.5;1283.5;279.0;2402.6;1888.5;514.1
118;Zuid-Nederland (LD);1997;76735;22250.0;4.9;5.0;69235;37343;1354.0;1136.7;217.3;1620.0;1332.1;288.0;2467.3;1942.0;525.3
119;Zuid-Nederland (LD);1998;81347;23462.0;3.7;3.7;73321;39938;1395.6;1181.1;214.5;1662.6;1382.7;279.9;2525.4;2008.5;516.9
120;Zuid-Nederland (LD);1999;87668;25141.0;6.5;6.2;78570;43013;1429.6;1219.1;210.4;1709.7;1435.7;274.0;2590.7;2076.8;513.9
121;Zuid-Nederland (LD);2000;94350;26900.0;4.8;5.0;84707;46534;1452.9;1245.6;207.2;1743.6;1473.4;270.2;2618.3;2105.8;512.5
122;Zuid-Nederland (LD);2001;100092;28386.0;2.3;2.3;89218;48964;1469.9;1263.6;206.3;1771.9;1502.0;269.9;2644.5;2137.8;506.8
123;Zuid-Nederland (LD);2002;103027;29118.0;-0.8;-0.9;92014;51380;1465.9;1261.2;204.8;1783.4;1511.3;272.1;2628.7;2130.5;498.2
124;Zuid-Nederland (LD);2003;104909;29600.0;-0.2;-0.2;93636;52916;1448.3;1246.6;201.6;1773.5;1506.1;267.4;2595.9;2113.7;482.2
125;Zuid-Nederland (LD);2004;108804;30673.0;2.5;2.6;96932;53786;1442.1;1235.0;207.0;1759.7;1487.5;272.2;2610.8;2114.2;496.6
126;Zuid-Nederland (LD);2005;112633;31746.0;2.1;2.1;100235;54345;1436.6;1227.3;209.3;1760.2;1486.9;273.3;2585.5;2083.7;501.8
127;Zuid-Nederland (LD);2006;119068;33565.0;3.4;3.3;105815;56478;1470.4;1251.6;218.9;1802.0;1518.2;283.8;2640.2;2115.6;524.6
128;Zuid-Nederland (LD);2007;125818;35465.0;3.3;3.4;112056;59554;1513.8;1284.9;228.9;1858.3;1564.6;293.8;2720.6;2174.8;545.8
129;Zuid-Nederland (LD);2008;130504;36732.0;1.9;2.2;116251;63574;1546.1;1313.7;232.3;1894.4;1598.4;296.0;2771.4;2225.4;546.0
130;Zuid-Nederland (LD);2009;126335;35467.0;-3.6;-3.2;113105;64114;1516.2;1285.5;230.7;1864.6;1570.5;294.1;2705.6;2167.3;538.3
131;Zuid-Nederland (LD);2010;129935;36377.0;2.2;2.3;116332;64264;1516.2;1282.1;234.2;1891.5;1589.5;302.0;2723.8;2180.9;542.9
132;Zuid-Nederland (LD);2011;133317;37221.0;2.6;3.0;119733;66080;1525.5;1286.1;239.4;1912.5;1607.8;304.8;2747.7;2202.3;545.4
133;Zuid-Nederland (LD);2012;133535;37198.0;-0.5;-0.2;120325;67335;1517.6;1276.4;241.2;1905.0;1596.3;308.8;2728.0;2179.7;548.3
134;Zuid-Nederland (LD);2013;134545;37414.0;-0.7;-0.3;120951;67518;1498.2;1255.9;242.3;1874.0;1564.5;309.5;2701.1;2151.8;549.4
135;Zuid-Nederland (LD);2014;137380;38129.0;1.2;1.2;123347;68207;1492.4;1248.1;244.3;1871.8;1559.0;312.8;2710.1;2152.6;557.5
136;Zuid-Nederland (LD);2015;141956;39314.0;1.9;1.7;127429;68360;1504.4;1253.3;251.1;1886.6;1573.8;312.9;2723.0;2153.6;569.4
137;Zuid-Nederland (LD);2016;148510;40996.0;3.1;3.0;132866;70981;1537.1;1280.6;256.5;1913.9;1599.1;314.7;2790.7;2208.3;582.4
138;Zuid-Nederland (LD);2017;155779;42823.0;3.3;3.3;139404;73680;1578.8;1317.8;261.0;1963.2;1646.9;316.3;2859.9;2268.8;591.1
139;Zuid-Nederland (LD);2018;163151;44660.0;2.4;2.4;145802;77417;1621.8;1357.5;264.3;2009.2;1690.3;318.8;2926.6;2330.1;596.5
140;Zuid-Nederland (LD);2019;171446;46708.0;2.0;2.1;152796;81364;1656.7;1384.1;272.6;2053.9;1728.5;325.5;2995.4;2381.5;614.0
141;Zuid-Nederland (LD);2020;170277;46208.0;-3.2;-3.4;151441;83806;1629.3;1373.6;255.7;2030.3;1706.7;323.6;2850.7;2281.5;569.2
142;Zuid-Nederland (LD);2021;186446;50384.0;6.9;7.3;165571;87240;1677.3;1405.0;272.3;2067.8;1737.3;330.5;2984.4;2381.7;602.8
143;Zuid-Nederland (LD);2022;200300;53658.0;3.5;4.2;179008;93233;1733.9;1447.4;286.5;2146.5;1797.7;348.8;3090.6;2454.1;636.5
144;Zuid-Nederland (LD);2023;217728;57810.0;0.2;0.2;196209;99954;1759.8;1463.5;296.2;2176.7;1817.3;359.3;3114.3;2462.3;652.0
145;Extra-Regio (LD);1995;2141;0.0;;;1944;143;3.2;3.2;0.0;3.3;3.3;0.0;5.2;5.2;0.0
146;Extra-Regio (LD);1996;2537;0.0;13.7;13.4;2293;134;3.0;3.0;0.0;3.1;3.1;0.0;5.0;4.9;0.0
147;Extra-Regio (LD);1997;2704;0.0;-0.4;-0.3;2439;136;2.9;2.9;0.0;3.0;3.0;0.0;4.7;4.7;0.0
148;Extra-Regio (LD);1998;2427;0.0;-6.6;-6.6;2187;141;2.9;2.9;0.0;3.0;2.9;0.0;4.6;4.6;0.0
149;Extra-Regio (LD);1999;2444;0.0;7.3;7.0;2191;140;2.9;2.9;0.0;3.0;3.0;0.0;4.6;4.6;0.0
150;Extra-Regio (LD);2000;3528;0.0;3.9;4.1;3168;146;2.8;2.8;0.0;2.9;2.9;0.0;4.4;4.4;0.0
151;Extra-Regio (LD);2001;4378;0.0;4.3;4.3;3902;151;2.8;2.8;0.0;2.9;2.9;0.0;4.5;4.5;0.0
152;Extra-Regio (LD);2002;3890;0.0;-4.2;-4.2;3474;156;2.9;2.8;0.0;3.0;3.0;0.0;4.6;4.6;0.0
153;Extra-Regio (LD);2003;3697;0.0;-9.7;-9.7;3300;165;2.8;2.8;0.0;3.0;3.0;0.0;4.6;4.6;0.0
154;Extra-Regio (LD);2004;4409;0.0;21.2;21.3;3928;173;2.9;2.9;0.0;3.1;3.1;0.0;4.6;4.6;0.0
155;Extra-Regio (LD);2005;4633;0.0;-15.2;-15.2;4123;177;2.9;2.9;0.0;3.1;3.1;0.0;4.6;4.6;0.0
156;Extra-Regio (LD);2006;5878;0.0;3.0;2.9;5223;204;3.0;3.0;0.0;3.3;3.3;0.0;4.9;4.9;0.0
157;Extra-Regio (LD);2007;6115;0.0;4.5;4.5;5446;217;3.1;3.1;0.0;3.3;3.3;0.0;5.0;5.0;0.0
158;Extra-Regio (LD);2008;6909;0.0;-8.1;-7.8;6154;224;3.1;3.1;0.0;3.3;3.3;0.0;5.0;5.0;0.0
159;Extra-Regio (LD);2009;5100;0.0;-10.5;-10.1;4566;228;3.1;3.1;0.0;3.3;3.3;0.0;5.0;5.0;0.0
160;Extra-Regio (LD);2010;4542;0.0;-7.1;-6.9;4067;235;3.0;3.0;0.0;3.3;3.3;0.0;4.9;4.9;0.0
161;Extra-Regio (LD);2011;4816;0.0;-9.3;-9.0;4325;243;2.9;2.9;0.0;3.1;3.1;0.0;4.7;4.7;0.0
162;Extra-Regio (LD);2012;5315;0.0;-3.8;-3.6;4789;247;2.9;2.9;0.0;3.1;3.1;0.0;4.6;4.6;0.0
163;Extra-Regio (LD);2013;4931;0.0;-5.2;-4.8;4433;280;3.1;3.1;0.0;3.4;3.4;0.0;5.2;5.2;0.0
164;Extra-Regio (LD);2014;4124;0.0;-6.1;-6.1;3703;261;2.9;2.9;0.0;3.1;3.1;0.0;4.8;4.8;0.0
165;Extra-Regio (LD);2015;3577;0.0;-2.9;-3.1;3211;250;2.9;2.9;0.0;3.1;3.1;0.0;4.7;4.7;0.0
166;Extra-Regio (LD);2016;2334;0.0;-3.6;-3.8;2089;256;2.7;2.7;0.0;3.0;3.0;0.0;4.5;4.5;0.0
167;Extra-Regio (LD);2017;2476;0.0;-5.3;-5.3;2216;236;2.7;2.7;0.0;2.9;2.9;0.0;4.4;4.4;0.0
168;Extra-Regio (LD);2018;2523;0.0;-12.1;-12.1;2255;240;2.5;2.5;0.0;2.7;2.7;0.0;4.0;4.0;0.0
169;Extra-Regio (LD);2019;2123;0.0;-8.5;-8.4;1892;221;2.1;2.1;0.0;2.3;2.3;0.0;3.5;3.5;0.0
170;Extra-Regio (LD);2020;1271;;-15.9;-16.1;1130;188;1.8;1.8;0.0;1.9;1.9;0.0;2.9;2.9;0.0
171;Extra-Regio (LD);2021;3294;;5.3;5.7;2925;176;1.7;1.7;0.0;1.8;1.8;0.0;2.8;2.8;0.0
