ID;Geslacht;Leeftijd;Migratieachtergrond;VoornaamsteInkomstenbron;Opleidingsniveau;Perioden;TotaalAantalVrijwilligers_1;SchoolJeugdEnBuurthuisScouting_2;VerzorgingOfVerpleging_3;SportHobbyOfCultuur_4;KerkOfLevensbeschouwing_5;VakbondPolitiekOfActiegroep_6;AndereOrganisatie_7;TotaalUrenVrijwilligerswerk_8;SchoolJeugdEnBuurthuisScouting_9;VerzorgingOfVerpleging_10;SportHobbyOfCultuur_11;KerkOfLevensbeschouwing_12;VakbondPolitiekOfActiegroep_13;AndereOrganisatie_14;PercentageVrijwilligers_15
38;1100;Totaal 18 jaar of ouder;1000;0;Opleidingsniveau onbekend;2003;5.0;;;;;;;;;;;;;;
39;1100;Totaal 18 jaar of ouder;1000;0;Opleidingsniveau onbekend;2004;7.0;;;;;;;;;;;;;;
40;1100;Totaal 18 jaar of ouder;1000;0;Opleidingsniveau onbekend;2005;5.0;;;;;;;;;;;;;;
41;1100;Totaal 18 jaar of ouder;1000;0;Opleidingsniveau onbekend;2006;7.0;;;;;;;;;;;;;;
42;1100;Totaal 18 jaar of ouder;1000;0;Opleidingsniveau onbekend;2007;9.0;;;;;;;;;;;;;;
43;1100;Totaal 18 jaar of ouder;1000;0;Opleidingsniveau onbekend;2008;;;;;;;;;;;;;;;
44;1100;Totaal 18 jaar of ouder;1000;0;Opleidingsniveau onbekend;2009;;;;;;;;;;;;;;;
45;1100;Totaal 18 jaar of ouder;1000;1;Totaal opleidingsniveau;2001;1195.0;291.0;95.0;472.0;235.0;69.0;140.0;4.0;3.0;3.5;4.1;3.7;4.1;3.8;18.0
46;1100;Totaal 18 jaar of ouder;1000;1;Totaal opleidingsniveau;2002;1275.0;285.0;100.0;503.0;249.0;60.0;196.0;3.8;2.9;2.9;4.1;3.2;3.7;3.4;19.0
47;1100;Totaal 18 jaar of ouder;1000;1;Totaal opleidingsniveau;2003;1331.0;313.0;105.0;543.0;256.0;59.0;197.0;3.6;2.5;2.7;3.9;3.0;3.3;3.1;19.0
48;1100;Totaal 18 jaar of ouder;1000;1;Totaal opleidingsniveau;2004;1372.0;304.0;109.0;570.0;267.0;61.0;199.0;3.7;2.6;2.8;3.8;3.4;3.4;3.4;20.0
49;1100;Totaal 18 jaar of ouder;1000;1;Totaal opleidingsniveau;2005;1363.0;299.0;116.0;589.0;252.0;54.0;196.0;3.8;2.7;2.7;3.9;3.3;3.7;3.4;20.0
50;1100;Totaal 18 jaar of ouder;1000;1;Totaal opleidingsniveau;2006;1465.0;325.0;129.0;628.0;270.0;65.0;215.0;3.7;2.5;2.9;3.9;3.3;3.7;3.2;21.0
51;1100;Totaal 18 jaar of ouder;1000;1;Totaal opleidingsniveau;2007;1446.0;310.0;130.0;600.0;275.0;59.0;229.0;3.6;2.5;2.8;3.8;3.1;3.5;3.2;20.0
52;1100;Totaal 18 jaar of ouder;1000;1;Totaal opleidingsniveau;2008;1506.0;322.0;134.0;626.0;285.0;61.0;251.0;3.6;2.4;2.8;3.7;3.3;3.4;3.3;21.0
53;1100;Totaal 18 jaar of ouder;1000;1;Totaal opleidingsniveau;2009;1543.0;338.0;135.0;657.0;281.0;57.0;256.0;3.6;2.5;2.7;3.7;3.1;4.0;3.0;22.0
54;1100;Totaal 18 jaar of ouder;1000;1;Lager opleidingsniveau;2001;239.0;54.0;24.0;103.0;40.0;9.0;24.0;4.4;3.4;3.1;4.7;4.1;4.6;4.4;12.0
55;1100;Totaal 18 jaar of ouder;1000;1;Lager opleidingsniveau;2002;244.0;51.0;24.0;103.0;43.0;8.0;36.0;4.1;2.9;3.6;4.5;3.5;3.7;3.1;13.0
56;1100;Totaal 18 jaar of ouder;1000;1;Lager opleidingsniveau;2003;240.0;52.0;23.0;104.0;40.0;8.0;30.0;3.9;2.8;2.8;4.7;2.8;3.5;3.1;13.0
57;1100;Totaal 18 jaar of ouder;1000;1;Lager opleidingsniveau;2004;252.0;53.0;27.0;111.0;43.0;6.0;32.0;3.8;3.1;2.9;4.1;3.1;3.7;3.3;15.0
58;1100;Totaal 18 jaar of ouder;1000;1;Lager opleidingsniveau;2005;240.0;45.0;28.0;115.0;37.0;;28.0;4.0;3.3;3.2;4.3;3.2;;3.8;14.0
59;1100;Totaal 18 jaar of ouder;1000;1;Lager opleidingsniveau;2006;230.0;48.0;30.0;103.0;37.0;5.0;28.0;4.1;3.0;3.2;4.5;2.9;4.2;3.7;14.0
60;1100;Totaal 18 jaar of ouder;1000;1;Lager opleidingsniveau;2007;224.0;43.0;27.0;99.0;39.0;5.0;31.0;3.9;2.8;3.0;4.3;3.2;3.1;3.5;14.0
61;1100;Totaal 18 jaar of ouder;1000;1;Lager opleidingsniveau;2008;229.0;41.0;25.0;102.0;40.0;5.0;38.0;3.9;2.6;3.3;4.1;3.7;3.3;3.4;13.0
62;1100;Totaal 18 jaar of ouder;1000;1;Lager opleidingsniveau;2009;231.0;48.0;24.0;104.0;36.0;6.0;32.0;4.0;3.1;3.7;4.3;3.0;5.0;3.3;14.0
63;1100;Totaal 18 jaar of ouder;1000;1;Middelbaar opleidingsniveau;2001;565.0;144.0;44.0;224.0;109.0;30.0;65.0;4.1;3.0;3.6;4.1;3.5;4.0;4.1;18.0
64;1100;Totaal 18 jaar of ouder;1000;1;Middelbaar opleidingsniveau;2002;594.0;140.0;49.0;239.0;112.0;24.0;85.0;3.9;3.1;2.8;4.1;3.1;3.2;3.9;19.0
65;1100;Totaal 18 jaar of ouder;1000;1;Middelbaar opleidingsniveau;2003;625.0;158.0;51.0;256.0;116.0;23.0;91.0;3.6;2.5;2.6;3.8;3.0;3.3;3.4;20.0
66;1100;Totaal 18 jaar of ouder;1000;1;Middelbaar opleidingsniveau;2004;582.0;137.0;44.0;241.0;116.0;21.0;80.0;3.7;2.7;2.9;3.9;3.4;4.0;3.3;20.0
67;1100;Totaal 18 jaar of ouder;1000;1;Middelbaar opleidingsniveau;2005;604.0;147.0;50.0;253.0;111.0;21.0;86.0;3.8;2.7;2.9;3.9;3.5;3.4;3.5;20.0
68;1100;Totaal 18 jaar of ouder;1000;1;Middelbaar opleidingsniveau;2006;645.0;154.0;56.0;274.0;121.0;25.0;87.0;3.7;2.6;2.9;3.9;3.5;3.8;3.0;21.0
69;1100;Totaal 18 jaar of ouder;1000;1;Middelbaar opleidingsniveau;2007;639.0;156.0;62.0;261.0;122.0;21.0;90.0;3.7;2.5;2.9;3.8;3.2;3.9;3.4;20.0
70;1100;Totaal 18 jaar of ouder;1000;1;Middelbaar opleidingsniveau;2008;660.0;155.0;64.0;275.0;122.0;23.0;95.0;3.7;2.6;2.7;3.9;3.4;3.9;3.5;21.0
71;1100;Totaal 18 jaar of ouder;1000;1;Middelbaar opleidingsniveau;2009;669.0;159.0;64.0;290.0;122.0;19.0;102.0;3.6;2.6;2.6;3.6;2.9;4.1;3.1;22.0
72;1100;Totaal 18 jaar of ouder;1000;1;Hoger opleidingsniveau;2001;390.0;92.0;27.0;143.0;86.0;29.0;51.0;3.8;2.8;3.5;3.5;3.9;4.1;3.2;23.0
73;1100;Totaal 18 jaar of ouder;1000;1;Hoger opleidingsniveau;2002;435.0;94.0;28.0;160.0;94.0;28.0;74.0;3.6;2.6;2.5;3.8;3.3;4.0;3.0;24.0
74;1100;Totaal 18 jaar of ouder;1000;1;Hoger opleidingsniveau;2003;464.0;102.0;31.0;182.0;100.0;28.0;76.0;3.4;2.5;2.7;3.6;3.0;3.2;2.9;24.0
75;1100;Totaal 18 jaar of ouder;1000;1;Hoger opleidingsniveau;2004;537.0;113.0;38.0;218.0;109.0;35.0;87.0;3.6;2.3;2.6;3.5;3.6;2.9;3.4;25.0
76;1100;Totaal 18 jaar of ouder;1000;1;Hoger opleidingsniveau;2005;517.0;106.0;38.0;221.0;103.0;29.0;81.0;3.6;2.4;2.2;3.7;3.3;3.9;3.1;25.0
77;1100;Totaal 18 jaar of ouder;1000;1;Hoger opleidingsniveau;2006;587.0;123.0;43.0;251.0;113.0;36.0;100.0;3.5;2.2;2.8;3.5;3.2;3.5;3.1;27.0
78;1100;Totaal 18 jaar of ouder;1000;1;Hoger opleidingsniveau;2007;581.0;111.0;41.0;240.0;115.0;33.0;107.0;3.4;2.3;2.4;3.4;3.0;3.2;3.0;25.0
79;1100;Totaal 18 jaar of ouder;1000;1;Hoger opleidingsniveau;2008;616.0;126.0;45.0;249.0;123.0;34.0;118.0;3.3;2.3;2.6;3.3;3.1;3.0;3.0;26.0
80;1100;Totaal 18 jaar of ouder;1000;1;Hoger opleidingsniveau;2009;641.0;131.0;47.0;263.0;123.0;32.0;122.0;3.4;2.2;2.2;3.6;3.4;3.7;2.8;27.0
81;1100;Totaal 18 jaar of ouder;1000;1;Opleidingsniveau onbekend;2001;;;;;;;;;;;;;;;
82;1100;Totaal 18 jaar of ouder;1000;1;Opleidingsniveau onbekend;2002;;;;;;;;;;;;;;;
83;1100;Totaal 18 jaar of ouder;1000;1;Opleidingsniveau onbekend;2003;;;;;;;;;;;;;;;
84;1100;Totaal 18 jaar of ouder;1000;1;Opleidingsniveau onbekend;2004;;;;;;;;;;;;;;;
85;1100;Totaal 18 jaar of ouder;1000;1;Opleidingsniveau onbekend;2005;;;;;;;;;;;;;;;
86;1100;Totaal 18 jaar of ouder;1000;1;Opleidingsniveau onbekend;2006;;;;;;;;;;;;;;;
87;1100;Totaal 18 jaar of ouder;1000;1;Opleidingsniveau onbekend;2007;;;;;;;;;;;;;;;
88;1100;Totaal 18 jaar of ouder;1000;1;Opleidingsniveau onbekend;2008;;;;;;;;;;;;;;;
89;1100;Totaal 18 jaar of ouder;1000;1;Opleidingsniveau onbekend;2009;;;;;;;;;;;;;;;
90;1100;Totaal 18 jaar of ouder;1000;2;Totaal opleidingsniveau;2001;1089.0;267.0;85.0;435.0;212.0;57.0;126.0;4.1;3.1;3.4;4.2;3.7;4.2;3.9;18.0
91;1100;Totaal 18 jaar of ouder;1000;2;Totaal opleidingsniveau;2002;1158.0;260.0;92.0;461.0;224.0;50.0;175.0;3.9;2.9;2.9;4.2;3.3;3.8;3.5;19.0
92;1100;Totaal 18 jaar of ouder;1000;2;Totaal opleidingsniveau;2003;1199.0;283.0;96.0;497.0;231.0;48.0;171.0;3.6;2.6;2.6;3.9;3.0;3.4;3.1;19.0
93;1100;Totaal 18 jaar of ouder;1000;2;Totaal opleidingsniveau;2004;1232.0;274.0;98.0;518.0;240.0;49.0;175.0;3.7;2.6;2.9;3.8;3.5;3.5;3.4;20.0
94;1100;Totaal 18 jaar of ouder;1000;2;Totaal opleidingsniveau;2005;1227.0;269.0;104.0;531.0;229.0;44.0;171.0;3.8;2.7;2.7;4.0;3.4;3.8;3.3;20.0
95;1100;Totaal 18 jaar of ouder;1000;2;Totaal opleidingsniveau;2006;1308.0;289.0;116.0;570.0;241.0;53.0;187.0;3.7;2.5;2.9;3.9;3.3;3.9;3.2;21.0
96;1100;Totaal 18 jaar of ouder;1000;2;Totaal opleidingsniveau;2007;1291.0;279.0;115.0;540.0;246.0;47.0;201.0;3.6;2.5;2.7;3.8;3.1;3.6;3.3;20.0
97;1100;Totaal 18 jaar of ouder;1000;2;Totaal opleidingsniveau;2008;1348.0;291.0;122.0;564.0;255.0;49.0;218.0;3.6;2.5;2.8;3.7;3.3;3.6;3.2;21.0
98;1100;Totaal 18 jaar of ouder;1000;2;Totaal opleidingsniveau;2009;1378.0;305.0;121.0;598.0;249.0;44.0;219.0;3.6;2.5;2.6;3.7;3.1;3.9;2.9;21.0
99;1100;Totaal 18 jaar of ouder;1000;2;Lager opleidingsniveau;2001;221.0;51.0;21.0;96.0;35.0;8.0;23.0;4.4;3.5;3.1;4.8;4.1;4.5;4.5;12.0
100;1100;Totaal 18 jaar of ouder;1000;2;Lager opleidingsniveau;2002;224.0;47.0;21.0;97.0;37.0;6.0;33.0;4.1;3.0;3.6;4.6;3.5;4.1;3.2;13.0
101;1100;Totaal 18 jaar of ouder;1000;2;Lager opleidingsniveau;2003;217.0;47.0;21.0;96.0;35.0;6.0;26.0;3.9;2.9;2.8;4.7;2.9;3.7;3.1;13.0
102;1100;Totaal 18 jaar of ouder;1000;2;Lager opleidingsniveau;2004;227.0;49.0;24.0;102.0;36.0;5.0;28.0;3.9;3.1;3.0;4.2;3.2;3.9;3.4;15.0
103;1100;Totaal 18 jaar of ouder;1000;2;Lager opleidingsniveau;2005;216.0;42.0;25.0;103.0;32.0;;24.0;4.1;3.4;3.3;4.4;3.3;;3.8;14.0
104;1100;Totaal 18 jaar of ouder;1000;2;Lager opleidingsniveau;2006;203.0;42.0;27.0;93.0;30.0;;25.0;4.2;3.0;3.2;4.7;2.9;;3.9;14.0
105;1100;Totaal 18 jaar of ouder;1000;2;Lager opleidingsniveau;2007;200.0;39.0;24.0;90.0;33.0;;27.0;4.0;2.9;3.0;4.4;3.3;;3.6;14.0
106;1100;Totaal 18 jaar of ouder;1000;2;Lager opleidingsniveau;2008;204.0;37.0;23.0;93.0;33.0;;32.0;3.9;2.6;3.4;4.2;3.8;;3.0;13.0
107;1100;Totaal 18 jaar of ouder;1000;2;Lager opleidingsniveau;2009;210.0;44.0;23.0;94.0;31.0;;29.0;4.0;3.1;3.8;4.4;3.0;;3.3;14.0
108;1100;Totaal 18 jaar of ouder;1000;2;Middelbaar opleidingsniveau;2001;512.0;132.0;40.0;206.0;95.0;24.0;59.0;4.1;3.1;3.4;4.2;3.4;4.4;4.2;18.0
109;1100;Totaal 18 jaar of ouder;1000;2;Middelbaar opleidingsniveau;2002;533.0;125.0;45.0;217.0;99.0;19.0;77.0;3.9;3.2;2.8;4.2;3.2;3.2;3.9;19.0
110;1100;Totaal 18 jaar of ouder;1000;2;Middelbaar opleidingsniveau;2003;559.0;143.0;47.0;231.0;104.0;19.0;78.0;3.6;2.5;2.6;3.8;3.0;3.5;3.3;20.0
111;1100;Totaal 18 jaar of ouder;1000;2;Middelbaar opleidingsniveau;2004;522.0;124.0;40.0;218.0;104.0;17.0;70.0;3.8;2.7;3.0;4.0;3.5;4.2;3.3;20.0
112;1100;Totaal 18 jaar of ouder;1000;2;Middelbaar opleidingsniveau;2005;541.0;132.0;44.0;227.0;101.0;16.0;76.0;3.8;2.8;2.9;3.9;3.5;3.5;3.4;20.0
113;1100;Totaal 18 jaar of ouder;1000;2;Middelbaar opleidingsniveau;2006;578.0;138.0;52.0;250.0;106.0;20.0;76.0;3.8;2.7;2.8;4.0;3.5;4.0;3.0;21.0
114;1100;Totaal 18 jaar of ouder;1000;2;Middelbaar opleidingsniveau;2007;564.0;139.0;54.0;233.0;105.0;16.0;79.0;3.7;2.6;2.7;3.9;3.0;4.1;3.4;20.0
115;1100;Totaal 18 jaar of ouder;1000;2;Middelbaar opleidingsniveau;2008;590.0;140.0;58.0;246.0;107.0;18.0;84.0;3.8;2.6;2.7;4.0;3.3;4.3;3.5;21.0
116;1100;Totaal 18 jaar of ouder;1000;2;Middelbaar opleidingsniveau;2009;598.0;145.0;58.0;265.0;106.0;15.0;86.0;3.6;2.6;2.6;3.7;3.0;4.5;3.0;22.0
117;1100;Totaal 18 jaar of ouder;1000;2;Hoger opleidingsniveau;2001;356.0;84.0;24.0;132.0;81.0;26.0;45.0;3.8;2.8;3.5;3.6;3.9;4.0;3.2;23.0
118;1100;Totaal 18 jaar of ouder;1000;2;Hoger opleidingsniveau;2002;399.0;87.0;26.0;147.0;88.0;24.0;65.0;3.7;2.6;2.5;3.9;3.3;4.1;3.1;24.0
119;1100;Totaal 18 jaar of ouder;1000;2;Hoger opleidingsniveau;2003;422.0;93.0;28.0;168.0;92.0;23.0;67.0;3.4;2.5;2.5;3.6;3.0;3.3;2.8;24.0
120;1100;Totaal 18 jaar of ouder;1000;2;Hoger opleidingsniveau;2004;482.0;101.0;33.0;197.0;101.0;28.0;76.0;3.5;2.3;2.6;3.5;3.5;3.0;3.4;25.0
121;1100;Totaal 18 jaar of ouder;1000;2;Hoger opleidingsniveau;2005;468.0;95.0;34.0;201.0;95.0;25.0;71.0;3.6;2.4;2.2;3.8;3.2;4.0;3.0;25.0
122;1100;Totaal 18 jaar of ouder;1000;2;Hoger opleidingsniveau;2006;525.0;108.0;37.0;227.0;104.0;30.0;86.0;3.5;2.2;2.8;3.5;3.2;3.7;3.0;27.0
123;1100;Totaal 18 jaar of ouder;1000;2;Hoger opleidingsniveau;2007;525.0;101.0;36.0;216.0;109.0;27.0;95.0;3.4;2.3;2.4;3.4;3.0;3.4;3.1;26.0
124;1100;Totaal 18 jaar of ouder;1000;2;Hoger opleidingsniveau;2008;552.0;114.0;40.0;225.0;114.0;28.0;102.0;3.3;2.3;2.6;3.2;3.1;3.0;3.0;26.0
125;1100;Totaal 18 jaar of ouder;1000;2;Hoger opleidingsniveau;2009;569.0;115.0;41.0;239.0;111.0;25.0;104.0;3.4;2.1;2.1;3.6;3.3;3.7;2.8;27.0
126;1100;Totaal 18 jaar of ouder;1000;2;Opleidingsniveau onbekend;2001;;;;;;;;;;;;;;;
127;1100;Totaal 18 jaar of ouder;1000;2;Opleidingsniveau onbekend;2002;;;;;;;;;;;;;;;
128;1100;Totaal 18 jaar of ouder;1000;2;Opleidingsniveau onbekend;2003;;;;;;;;;;;;;;;
129;1100;Totaal 18 jaar of ouder;1000;2;Opleidingsniveau onbekend;2004;;;;;;;;;;;;;;;
130;1100;Totaal 18 jaar of ouder;1000;2;Opleidingsniveau onbekend;2005;;;;;;;;;;;;;;;
131;1100;Totaal 18 jaar of ouder;1000;2;Opleidingsniveau onbekend;2006;;;;;;;;;;;;;;;
132;1100;Totaal 18 jaar of ouder;1000;2;Opleidingsniveau onbekend;2007;;;;;;;;;;;;;;;
133;1100;Totaal 18 jaar of ouder;1000;2;Opleidingsniveau onbekend;2008;;;;;;;;;;;;;;;
134;1100;Totaal 18 jaar of ouder;1000;2;Opleidingsniveau onbekend;2009;;;;;;;;;;;;;;;
135;1100;Totaal 18 jaar of ouder;1000;3;Totaal opleidingsniveau;2001;106.0;24.0;10.0;37.0;23.0;11.0;13.0;3.7;2.3;3.9;3.1;4.1;3.6;3.5;17.0
136;1100;Totaal 18 jaar of ouder;1000;3;Totaal opleidingsniveau;2002;117.0;25.0;8.0;42.0;25.0;10.0;22.0;3.3;2.3;2.7;3.4;2.8;3.2;2.7;17.0
137;1100;Totaal 18 jaar of ouder;1000;3;Totaal opleidingsniveau;2003;132.0;30.0;10.0;46.0;25.0;12.0;25.0;3.5;1.8;3.3;3.7;3.1;2.7;3.6;20.0
138;1100;Totaal 18 jaar of ouder;1000;3;Totaal opleidingsniveau;2004;140.0;30.0;12.0;51.0;27.0;12.0;24.0;3.4;2.1;2.5;3.6;3.1;3.0;3.3;21.0
139;1100;Totaal 18 jaar of ouder;1000;3;Totaal opleidingsniveau;2005;136.0;30.0;12.0;58.0;23.0;9.0;25.0;3.6;2.2;2.8;3.2;3.1;3.2;4.0;20.0
140;1100;Totaal 18 jaar of ouder;1000;3;Totaal opleidingsniveau;2006;156.0;36.0;12.0;57.0;30.0;12.0;28.0;3.4;2.3;3.1;3.5;3.1;2.7;3.2;21.0
141;1100;Totaal 18 jaar of ouder;1000;3;Totaal opleidingsniveau;2007;155.0;31.0;16.0;60.0;29.0;12.0;27.0;3.5;2.2;3.2;3.4;3.7;2.8;2.8;21.0
142;1100;Totaal 18 jaar of ouder;1000;3;Totaal opleidingsniveau;2008;158.0;31.0;12.0;63.0;30.0;12.0;33.0;3.6;2.1;2.7;3.3;3.6;2.6;3.7;21.0
