ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;TotaleOppervlakte_4;TotaalVerkeersterrein_5;Spoorterrein_6;Wegverkeersterrein_7;Vliegveld_8;TotaalBebouwdTerrein_9;Woonterrein_10;TerreinVoorDetailhandelEnHoreca_11;TerreinVoorOpenbareVoorzieningen_12;TerreinVoorSociaalCultureleVoorz_13;Bedrijventerrein_14;TotaalSemiBebouwdTerrein_15;Stortplaats_16;Wrakkenopslagplaats_17;Begraafplaats_18;Delfstofwinplaats_19;Bouwterrein_20;SemiVerhardOverigTerrein_21;TotaalRecreatieterrein_22;ParkEnPlantsoen_23;Sportterrein_24;Volkstuin_25;DagrecreatiefTerrein_26;VerblijfsrecreatiefTerrein_27;TotaalAgrarischTerrein_28;TerreinVoorGlastuinbouw_29;OverigAgrarischTerrein_30;TotaalBosEnOpenNatuurlijkTerrein_31;Bos_32;OpenDroogNatuurlijkTerrein_33;OpenNatNatuurlijkTerrein_34;TotaalBinnenwater_35;IJsselmeerMarkermeer_36;AfgeslotenZeearm_37;RijnEnMaas_38;Randmeer_39;Spaarbekken_40;RecreatiefBinnenwater_41;BinnenwaterVoorDelfstofwinning_42;VloeiEnOfSlibveld_43;OverigBinnenwater_44;TotaalBuitenwater_45;WaddenzeeEemsDollard_46;Oosterschelde_47;Westerschelde_48;Noordzee_49
4272;Wijk 01 Dronten west;Dronten                                 ;Wijk      ;WK030301  ;493;25;11;13;0;229;133;5;0;12;79;94;0;0;0;0;94;0;56;39;10;7;0;0;69;0;69;5;5;0;0;16;0;0;0;0;0;2;0;0;13;0;0;0;0;0
4273;Poort van Dronten;Dronten                                 ;Buurt     ;BU03030101;120;10;6;4;0;8;0;0;0;0;8;43;0;0;0;0;43;0;0;0;0;0;0;0;53;0;53;0;0;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0
4274;Business Zone Delta;Dronten                                 ;Buurt     ;BU03030102;104;7;5;2;0;75;3;4;0;0;68;14;0;0;0;0;14;0;9;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4275;De Gilden;Dronten                                 ;Buurt     ;BU03030103;125;2;0;2;0;57;55;0;0;2;0;34;0;0;0;0;34;0;9;9;0;0;0;0;13;0;13;5;5;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0
4276;De Munten;Dronten                                 ;Buurt     ;BU03030104;119;5;0;5;0;72;71;1;0;0;0;3;0;0;0;0;3;0;32;18;7;7;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;2;0;0;3;0;0;0;0;0
4277;De Drieslag;Dronten                                 ;Buurt     ;BU03030105;25;0;0;0;0;17;4;0;0;10;2;0;0;0;0;0;0;0;7;7;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4278;Wijk 02 Dronten Noord;Dronten                                 ;Wijk      ;WK030302  ;227;12;7;5;0;126;25;2;5;0;94;26;0;0;5;0;21;0;4;4;0;0;0;0;2;0;2;42;42;0;0;14;0;0;0;0;0;1;0;0;13;0;0;0;0;0
4279;Pioniersweg;Dronten                                 ;Buurt     ;BU03030210;49;3;2;1;0;34;2;0;3;0;28;2;0;0;0;0;2;0;2;2;0;0;0;0;0;0;0;3;3;0;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0
4280;Houtwijk;Dronten                                 ;Buurt     ;BU03030211;58;5;5;1;0;41;0;0;1;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4281;Hanzekwartier;Dronten                                 ;Buurt     ;BU03030212;46;2;1;2;0;23;0;2;0;0;21;10;0;0;0;0;10;0;1;1;0;0;0;0;2;0;2;2;2;0;0;7;0;0;0;0;0;0;0;0;7;0;0;0;0;0
4282;De Oeverloperwijk;Dronten                                 ;Buurt     ;BU03030213;73;2;0;1;0;29;24;0;0;0;5;14;0;0;5;0;9;0;2;2;0;0;0;0;0;0;0;27;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4283;Wijk 03 Dronten Midden;Dronten                                 ;Wijk      ;WK030303  ;306;6;0;6;0;161;123;15;1;21;0;0;0;0;0;0;0;0;74;34;36;4;0;0;0;0;0;53;53;0;0;13;0;0;0;0;0;2;0;0;11;0;0;0;0;0
4284;Centrum Dronten;Dronten                                 ;Buurt     ;BU03030320;41;1;0;1;0;31;8;13;1;9;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;4;0;0;0;0;0
4285;Oud-Dronten;Dronten                                 ;Buurt     ;BU03030321;88;1;0;1;0;73;61;0;0;12;0;0;0;0;0;0;0;0;13;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
4286;De Fazant;Dronten                                 ;Buurt     ;BU03030322;39;2;0;2;0;21;21;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4287;Bungalowpark;Dronten                                 ;Buurt     ;BU03030323;123;2;0;2;0;23;23;0;0;0;0;0;0;0;0;0;0;0;49;17;33;0;0;0;0;0;0;42;42;0;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0
4288;De Boeg;Dronten                                 ;Buurt     ;BU03030324;16;0;0;0;0;12;10;2;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4289;Wijk 04 Dronten Zuid;Dronten                                 ;Wijk      ;WK030304  ;363;10;0;10;0;184;182;0;0;2;0;0;0;0;0;0;0;0;125;42;82;1;0;0;23;0;23;17;16;0;0;4;0;0;0;0;0;2;0;0;3;0;0;0;0;0
4290;De Landmaten;Dronten                                 ;Buurt     ;BU03030430;58;3;0;3;0;36;36;0;0;0;0;0;0;0;0;0;0;0;15;14;0;1;0;0;0;0;0;4;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
4291;De Manege;Dronten                                 ;Buurt     ;BU03030431;71;2;0;2;0;42;41;0;0;1;0;0;0;0;0;0;0;0;22;17;5;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4292;De Lancaster;Dronten                                 ;Buurt     ;BU03030432;17;0;0;0;0;16;14;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4293;De Landstreken;Dronten                                 ;Buurt     ;BU03030433;26;1;0;1;0;23;23;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4294;De Kruidentuin;Dronten                                 ;Buurt     ;BU03030434;41;1;0;1;0;32;32;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4295;Golfresidentie;Dronten                                 ;Buurt     ;BU03030435;150;3;0;3;0;35;35;0;0;0;0;0;0;0;0;0;0;0;77;0;77;0;0;0;23;0;23;9;9;0;0;4;0;0;0;0;0;2;0;0;2;0;0;0;0;0
4296;Wijk 05 Buitengebied Dronten;Dronten                                 ;Wijk      ;WK030305  ;12785;232;29;202;0;54;2;3;13;21;15;53;0;0;0;0;19;33;148;34;5;4;36;71;10280;0;10280;1826;1644;96;86;192;0;0;0;3;0;2;0;0;186;0;0;0;0;0
4297;AZC;Dronten                                 ;Buurt     ;BU03030548;18;0;0;0;0;17;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4298;Ketelhaven;Dronten                                 ;Buurt     ;BU03030549;45;2;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;4;36;0;0;0;4;32;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4299;Buitengebied Dronten;Dronten                                 ;Buurt     ;BU03030550;12722;230;29;201;0;38;2;3;13;4;15;49;0;0;0;0;19;30;112;34;5;4;32;38;10276;0;10276;1825;1643;96;86;192;0;0;0;3;0;2;0;0;186;0;0;0;0;0
4300;Wijk 06 Biddinghuizen;Dronten                                 ;Wijk      ;WK030306  ;13262;234;0;214;20;192;91;2;15;2;82;46;0;0;0;0;36;9;615;25;191;4;233;162;10402;0;10402;1570;1406;115;50;203;0;0;0;1;0;10;0;0;192;0;0;0;0;0
4301;Oud-Biddinghuizen Buiten;Dronten                                 ;Buurt     ;BU03030601;12;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4302;Oud-Biddinghuizen;Dronten                                 ;Buurt     ;BU03030602;31;1;0;1;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4303;De Kaai;Dronten                                 ;Buurt     ;BU03030603;14;0;0;0;0;10;7;0;0;0;4;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4304;Centrum Biddinghuizen;Dronten                                 ;Buurt     ;BU03030604;5;0;0;0;0;4;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4305;De Baan;Dronten                                 ;Buurt     ;BU03030605;28;0;0;0;0;23;23;1;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4306;Bremerpark;Dronten                                 ;Buurt     ;BU03030606;36;1;0;1;0;21;21;0;0;0;0;0;0;0;0;0;0;0;13;4;9;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4307;De Graafschap;Dronten                                 ;Buurt     ;BU03030607;47;2;0;2;0;1;1;0;0;0;0;11;0;0;0;0;11;0;9;4;0;4;0;0;24;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4308;Noorderbaan;Dronten                                 ;Buurt     ;BU03030608;47;1;0;1;0;35;0;0;0;0;35;7;0;0;0;0;7;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0
4309;Oldebroekerweg;Dronten                                 ;Buurt     ;BU03030609;28;0;0;0;0;19;0;0;0;0;19;5;0;0;0;0;5;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4310;Buitengebied Biddinghuizen;Dronten                                 ;Buurt     ;BU03030620;13014;228;0;208;20;41;0;0;15;2;23;23;0;0;0;0;14;9;579;4;181;0;233;162;10374;0;10374;1569;1404;115;50;201;0;0;0;1;0;9;0;0;191;0;0;0;0;0
4311;Wijk 07 Swifterbant;Dronten                                 ;Wijk      ;WK030307  ;6424;143;18;126;0;180;114;2;0;11;53;55;0;0;0;0;40;15;53;20;26;6;2;0;5643;0;5643;281;254;0;27;69;0;0;0;0;0;1;0;0;68;0;0;0;0;0
4312;Kampbuurt;Dronten                                 ;Buurt     ;BU03030701;19;0;0;0;0;14;14;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4313;Centrum Swifterbant;Dronten                                 ;Buurt     ;BU03030702;5;0;0;0;0;4;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4314;Oud-Swifterbant;Dronten                                 ;Buurt     ;BU03030703;58;2;0;2;0;36;27;0;0;8;0;0;0;0;0;0;0;0;20;4;16;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4315;Spelbuurt;Dronten                                 ;Buurt     ;BU03030704;31;0;0;0;0;25;24;0;0;1;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4316;Bloemenbuurt;Dronten                                 ;Buurt     ;BU03030705;55;2;0;2;0;45;45;0;0;0;0;3;0;0;0;0;3;0;3;3;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4317;De Kolk;Dronten                                 ;Buurt     ;BU03030706;28;1;0;1;0;19;0;0;0;0;19;4;0;0;0;0;4;0;2;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0
4318;Tarpan;Dronten                                 ;Buurt     ;BU03030707;23;0;0;0;0;15;0;0;0;0;15;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
4319;Bedrijventerrein Spelwijk;Dronten                                 ;Buurt     ;BU03030708;20;1;0;1;0;18;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4320;Buitengebied Swifterbant;Dronten                                 ;Buurt     ;BU03030720;6185;138;18;120;0;3;3;0;0;0;0;41;0;0;0;0;26;15;18;2;10;6;0;0;5643;0;5643;276;250;0;27;65;0;0;0;0;0;0;0;0;65;0;0;0;0;0
4321;Groot water;Dronten                                 ;Wijk      ;WK030399  ;8529;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;3;3;1;0;0;0;1;0;0;0;0;3;1;1;1;8519;3261;0;0;5178;0;20;0;59;1;0;0;0;0;0
4322;Groot binnenwater;Dronten                                 ;Buurt     ;BU03039997;8529;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;3;3;1;0;0;0;1;0;0;0;0;3;1;1;1;8519;3261;0;0;5178;0;20;0;59;1;0;0;0;0;0
4323;Druten;Druten                                  ;Gemeente  ;GM0225    ;4246;132;0;132;0;511;329;18;10;22;132;80;0;0;3;34;43;0;82;30;28;1;21;2;2754;3;2751;193;160;23;11;494;0;0;212;0;0;25;79;0;178;0;0;0;0;0
4324;Druten;Druten                                  ;Wijk      ;WK022500  ;1075;31;0;31;0;343;205;16;7;22;93;32;0;0;3;1;29;0;16;14;2;0;0;0;354;0;354;57;41;15;1;241;0;0;132;0;0;0;0;0;110;0;0;0;0;0
4325;Druten;Druten                                  ;Buurt     ;BU02250001;206;8;0;8;0;144;111;11;0;18;5;13;0;0;1;0;12;0;10;10;1;0;0;0;16;0;16;11;11;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0
4326;Druten Zuid;Druten                                  ;Buurt     ;BU02250002;74;3;0;3;0;67;57;0;0;4;6;2;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4327;Druten Bouwing;Druten                                  ;Buurt     ;BU02250003;54;2;0;2;0;39;37;2;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4328;Druten Westerhout;Druten                                  ;Buurt     ;BU02250004;140;4;0;4;0;53;0;4;3;0;46;13;0;0;0;0;13;0;1;0;1;0;0;0;55;0;55;7;7;0;0;7;0;0;0;0;0;0;0;0;7;0;0;0;0;0
4329;Druten Buitengebied;Druten                                  ;Buurt     ;BU02250005;52;9;0;9;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;36;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4330;Drutense Waarden;Druten                                  ;Buurt     ;BU02250006;549;5;0;5;0;36;0;0;0;0;36;4;0;0;0;1;3;0;0;0;0;0;0;0;237;0;237;36;20;15;1;231;0;0;132;0;0;0;0;0;100;0;0;0;0;0
4331;Puiflijk;Druten                                  ;Wijk      ;WK022501  ;555;20;0;20;0;38;34;0;3;0;1;1;0;0;0;0;1;0;4;0;4;0;0;0;469;3;465;22;22;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0
4332;Puiflijk;Druten                                  ;Buurt     ;BU02250101;44;2;0;2;0;32;32;0;0;0;0;1;0;0;0;0;1;0;4;0;4;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4333;Puiflijk Buitengebied;Druten                                  ;Buurt     ;BU02250102;511;18;0;18;0;6;2;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;463;3;460;22;22;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0
4334;Afferden;Druten                                  ;Wijk      ;WK022502  ;832;25;0;25;0;39;27;0;0;0;12;8;0;0;0;7;1;0;31;13;14;1;0;2;623;0;623;22;8;4;10;85;0;0;31;0;0;1;17;0;35;0;0;0;0;0
4335;Afferden;Druten                                  ;Buurt     ;BU02250201;92;4;0;4;0;25;25;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;59;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4336;Afferden Buitengebied;Druten                                  ;Buurt     ;BU02250202;565;19;0;19;0;1;1;0;0;0;0;1;0;0;0;0;1;0;28;13;11;1;0;2;487;0;487;18;8;0;10;10;0;0;0;0;0;1;0;0;9;0;0;0;0;0
4337;Afferdense Waarden;Druten                                  ;Buurt     ;BU02250203;175;2;0;2;0;12;0;0;0;0;12;7;0;0;0;7;0;0;0;0;0;0;0;0;77;0;77;4;0;4;0;74;0;0;31;0;0;0;17;0;26;0;0;0;0;0
4338;Deest;Druten                                  ;Wijk      ;WK022503  ;558;26;0;26;0;57;34;0;0;0;23;38;0;0;0;26;12;0;13;0;3;0;10;0;262;0;262;13;9;4;0;149;0;0;49;0;0;14;62;0;24;0;0;0;0;0
4339;Deest;Druten                                  ;Buurt     ;BU02250301;90;4;0;4;0;51;34;0;0;0;18;1;0;0;0;0;1;0;4;0;3;0;1;0;27;0;27;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4340;Deest Buitengebied;Druten                                  ;Buurt     ;BU02250302;306;19;0;19;0;1;0;0;0;0;1;26;0;0;0;26;0;0;9;0;0;0;9;0;172;0;172;1;1;0;0;78;0;0;0;0;0;14;62;0;2;0;0;0;0;0
4341;Deestse Waarden;Druten                                  ;Buurt     ;BU02250303;162;2;0;2;0;4;0;0;0;0;4;11;0;0;0;0;11;0;0;0;0;0;0;0;63;0;63;10;6;4;0;71;0;0;49;0;0;0;0;0;22;0;0;0;0;0
4342;Horssen;Druten                                  ;Wijk      ;WK022504  ;1225;31;0;31;0;35;29;2;0;0;4;0;0;0;0;0;0;0;17;3;5;0;10;0;1046;0;1046;79;79;0;0;17;0;0;0;0;0;9;0;0;8;0;0;0;0;0
4343;Horssen;Druten                                  ;Buurt     ;BU02250401;53;3;0;3;0;29;29;0;0;0;0;0;0;0;0;0;0;0;7;2;4;0;0;0;14;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4344;Horssen Molenhoek;Druten                                  ;Buurt     ;BU02250402;42;2;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4345;Horssen Buitengebied;Druten                                  ;Buurt     ;BU02250403;1131;26;0;26;0;5;0;2;0;0;2;0;0;0;0;0;0;0;11;0;0;0;10;0;994;0;994;79;79;0;0;16;0;0;0;0;0;9;0;0;7;0;0;0;0;0
4346;Duiven;Duiven                                  ;Gemeente  ;GM0226    ;3519;155;12;143;0;713;403;26;27;9;248;64;0;1;2;6;54;0;128;84;42;3;0;0;2304;13;2291;25;17;0;8;131;0;0;27;0;0;5;12;0;87;0;0;0;0;0
4347;Wijk 01 Bedrijventerrein;Duiven                                  ;Wijk      ;WK022601  ;404;42;0;42;0;251;0;15;24;0;212;45;0;0;0;0;45;0;4;4;0;0;0;0;49;0;49;4;4;0;0;9;0;0;0;0;0;0;0;0;9;0;0;0;0;0
4348;Bedrijventerrein;Duiven                                  ;Buurt     ;BU02260101;404;42;0;42;0;251;0;15;24;0;212;45;0;0;0;0;45;0;4;4;0;0;0;0;49;0;49;4;4;0;0;9;0;0;0;0;0;0;0;0;9;0;0;0;0;0
4349;Wijk 02 Buitengebied;Duiven                                  ;Wijk      ;WK022602  ;869;37;0;37;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;817;0;817;6;6;0;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0
4350;Het Broek;Duiven                                  ;Buurt     ;BU02260201;869;37;0;37;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;817;0;817;6;6;0;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0
4351;Wijk 03 Duiven-Noord;Duiven                                  ;Wijk      ;WK022603  ;514;19;2;17;0;257;225;6;3;1;22;7;0;0;1;0;6;0;56;24;32;0;0;0;169;0;169;1;1;0;0;4;0;0;0;0;0;1;0;0;3;0;0;0;0;0
4352;West;Duiven                                  ;Buurt     ;BU02260301;229;8;1;7;0;57;54;0;0;0;4;0;0;0;0;0;0;0;31;5;26;0;0;0;129;0;129;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0
4353;Oud Zuid;Duiven                                  ;Buurt     ;BU02260302;50;4;1;3;0;41;38;0;0;0;2;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
4354;Centrum;Duiven                                  ;Buurt     ;BU02260303;24;1;0;1;0;21;14;5;2;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4355;De Vergert;Duiven                                  ;Buurt     ;BU02260304;55;3;0;3;0;47;35;0;0;1;11;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4356;De Nieuweling;Duiven                                  ;Buurt     ;BU02260305;42;1;0;1;0;24;21;0;0;0;3;5;0;0;1;0;4;0;10;6;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
4357;De Ploen;Duiven                                  ;Buurt     ;BU02260306;48;0;0;0;0;13;13;0;0;0;1;2;0;0;0;0;2;0;0;0;0;0;0;0;31;0;31;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4358;Noord;Duiven                                  ;Buurt     ;BU02260307;34;1;0;1;0;28;26;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4359;Lommerweide;Duiven                                  ;Buurt     ;BU02260308;31;1;0;1;0;24;24;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4360;Wijk 04 Duiven-Zuid;Duiven                                  ;Wijk      ;WK022604  ;288;13;3;10;0;136;124;4;0;7;1;2;0;0;0;0;2;0;55;51;2;3;0;0;74;0;74;0;0;0;0;8;0;0;0;0;0;4;0;0;5;0;0;0;0;0
4361;Zuidwest;Duiven                                  ;Buurt     ;BU02260401;169;9;2;7;0;52;47;0;0;4;0;2;0;0;0;0;2;0;50;46;1;3;0;0;51;0;51;0;0;0;0;5;0;0;0;0;0;4;0;0;1;0;0;0;0;0
4362;Zuidoost;Duiven                                  ;Buurt     ;BU02260402;119;4;1;3;0;84;76;4;0;3;1;0;0;0;0;0;0;0;5;5;0;0;0;0;23;0;23;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0
4363;Wijk 05 Groessen;Duiven                                  ;Wijk      ;WK022605  ;910;37;7;30;0;43;33;2;0;0;9;2;0;0;1;0;1;0;7;2;5;0;0;0;782;12;771;10;3;0;8;29;0;0;0;0;0;0;0;0;29;0;0;0;0;0
4364;Groessen;Duiven                                  ;Buurt     ;BU02260501;910;37;7;30;0;43;33;2;0;0;9;2;0;0;1;0;1;0;7;2;5;0;0;0;782;12;771;10;3;0;8;29;0;0;0;0;0;0;0;0;29;0;0;0;0;0
4365;Wijk 06 Loo;Duiven                                  ;Wijk      ;WK022606  ;533;7;0;7;0;24;21;0;0;0;3;7;0;0;0;6;0;0;4;1;3;0;0;0;412;1;411;3;3;0;0;75;0;0;27;0;0;0;12;0;36;0;0;0;0;0
4366;Loo Gld;Duiven                                  ;Buurt     ;BU02260601;533;7;0;7;0;24;21;0;0;0;3;7;0;0;0;6;0;0;4;1;3;0;0;0;412;1;411;3;3;0;0;75;0;0;27;0;0;0;12;0;36;0;0;0;0;0
4367;Echt-Susteren;Echt-Susteren                           ;Gemeente  ;GM1711    ;10462;348;28;320;0;1060;754;21;24;52;209;170;0;2;8;64;96;1;199;31;97;1;2;68;7047;0;7047;1478;1472;3;2;160;0;0;38;0;0;8;39;0;75;0;0;0;0;0
4368;Wijk 01 Susteren;Echt-Susteren                           ;Wijk      ;WK171101  ;764;47;7;40;0;177;127;5;15;4;26;1;0;0;1;0;0;0;10;4;6;0;0;0;407;0;407;116;116;0;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0
4369;Baakhoven;Echt-Susteren                           ;Buurt     ;BU17110101;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4370;In de Mehre;Echt-Susteren                           ;Buurt     ;BU17110102;17;0;0;0;0;13;13;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4371;Mariaveld;Echt-Susteren                           ;Buurt     ;BU17110103;51;4;3;1;0;36;34;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4372;Middelveld;Echt-Susteren                           ;Buurt     ;BU17110104;27;1;0;1;0;23;22;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4373;Munsterveld;Echt-Susteren                           ;Buurt     ;BU17110105;34;1;0;1;0;28;26;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4374;Susteren Centrum;Echt-Susteren                           ;Buurt     ;BU17110106;29;1;0;1;0;26;22;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4375;Verspreide huizen Susteren;Echt-Susteren                           ;Buurt     ;BU17110107;571;38;4;34;0;22;1;0;14;0;7;0;0;0;0;0;0;0;4;0;4;0;0;0;394;0;394;106;106;0;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0
4376;Wolfskoul;Echt-Susteren                           ;Buurt     ;BU17110108;10;0;0;0;0;10;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
