ID;Leeftijd;Perioden;TotaalBevolking_1;Mannen_2;Vrouwen_3
0;Totaal  leeftijd;2007;16353972;8084924;8269048
1;Totaal  leeftijd;2008;16376893;8094658;8282235
2;Totaal  leeftijd;2009;16403023;8106767;8296256
3;Totaal  leeftijd;2010;16432518;8121343;8311175
4;Totaal  leeftijd;2011;16464311;8137747;8326564
5;Totaal  leeftijd;2012;16497252;8155246;8342006
6;Totaal  leeftijd;2013;16530447;8173079;8357368
7;Totaal  leeftijd;2014;16563247;8190731;8372516
8;Totaal  leeftijd;2015;16595400;8208023;8387377
9;Totaal  leeftijd;2016;16626987;8224951;8402036
10;Totaal  leeftijd;2017;16657923;8241442;8416481
11;Totaal  leeftijd;2018;16688340;8257623;8430717
12;Totaal  leeftijd;2019;16718354;8273506;8444848
13;Totaal  leeftijd;2020;16747887;8289000;8458887
14;Totaal  leeftijd;2021;16776829;8303999;8472830
15;Totaal  leeftijd;2022;16804979;8318373;8486606
16;Totaal  leeftijd;2023;16832108;8331974;8500134
17;Totaal  leeftijd;2024;16858001;8344686;8513315
18;Totaal  leeftijd;2025;16882465;8356409;8526056
19;Totaal  leeftijd;2026;16905262;8367018;8538244
20;Totaal  leeftijd;2027;16926194;8376418;8549776
21;Totaal  leeftijd;2028;16945060;8384544;8560516
22;Totaal  leeftijd;2029;16961647;8391328;8570319
23;Totaal  leeftijd;2030;16975873;8396768;8579105
24;Totaal  leeftijd;2031;16987508;8400796;8586712
25;Totaal  leeftijd;2032;16996424;8403413;8593011
26;Totaal  leeftijd;2033;17002463;8404539;8597924
27;Totaal  leeftijd;2034;17005458;8404105;8601353
28;Totaal  leeftijd;2035;17005390;8402146;8603244
29;Totaal  leeftijd;2036;17002294;8398696;8603598
30;Totaal  leeftijd;2037;16996218;8393819;8602399
31;Totaal  leeftijd;2038;16987483;8387728;8599755
32;Totaal  leeftijd;2039;16976303;8380548;8595755
33;Totaal  leeftijd;2040;16963081;8372507;8590574
34;Totaal  leeftijd;2041;16948169;8363811;8584358
35;Totaal  leeftijd;2042;16931970;8354650;8577320
36;Totaal  leeftijd;2043;16914898;8345236;8569662
37;Totaal  leeftijd;2044;16897315;8335764;8561551
38;Totaal  leeftijd;2045;16879513;8326383;8553130
39;Totaal  leeftijd;2046;16861847;8317261;8544586
40;Totaal  leeftijd;2047;16844552;8308498;8536054
41;Totaal  leeftijd;2048;16827900;8300240;8527660
42;Totaal  leeftijd;2049;16812032;8292557;8519475
43;Totaal  leeftijd;2050;16797096;8285549;8511547
44;0;2007;184411;94419;89992
45;0;2008;181763;93061;88702
46;0;2009;179842;92079;87762
47;0;2010;178481;91384;87097
48;0;2011;177303;90778;86524
49;0;2012;176293;90268;86026
50;0;2013;175697;89962;85736
51;0;2014;175509;89866;85643
52;0;2015;175725;89976;85749
53;0;2016;176240;90240;86000
54;0;2017;176993;90627;86366
55;0;2018;177871;91077;86794
56;0;2019;178975;91644;87331
57;0;2020;180086;92215;87872
58;0;2021;181161;92766;88394
59;0;2022;182151;93275;88876
60;0;2023;182995;93707;89288
61;0;2024;183703;94071;89632
62;0;2025;184318;94387;89931
63;0;2026;184779;94625;90154
64;0;2027;185106;94792;90314
65;0;2028;185337;94912;90425
66;0;2029;185402;94946;90456
67;0;2030;185400;94945;90455
68;0;2031;185169;94827;90341
69;0;2032;184814;94647;90168
70;0;2033;184268;94368;89900
71;0;2034;183521;93985;89536
72;0;2035;182650;93540;89110
73;0;2036;181689;93048;88641
74;0;2037;180624;92502;88122
75;0;2038;179606;91981;87625
76;0;2039;178609;91471;87138
77;0;2040;177745;91029;86717
78;0;2041;177024;90660;86363
79;0;2042;176454;90369;86086
80;0;2043;176098;90186;85912
81;0;2044;175920;90096;85824
82;0;2045;175903;90088;85816
83;0;2046;176103;90191;85912
84;0;2047;176393;90341;86052
85;0;2048;176852;90575;86277
86;0;2049;177387;90850;86537
87;0;2050;178007;91169;86838
88;1;2007;186876;95653;91222
89;1;2008;184247;94236;90011
90;1;2009;181696;92928;88767
91;1;2010;179858;91993;87865
92;1;2011;178567;91337;87230
93;1;2012;177446;90765;86681
94;1;2013;176485;90279;86206
95;1;2014;175926;89992;85934
96;1;2015;175762;89907;85855
97;1;2016;175994;90026;85968
98;1;2017;176517;90295;86222
99;1;2018;177273;90684;86589
100;1;2019;178153;91136;87017
101;1;2020;179257;91704;87552
102;1;2021;180368;92275;88093
103;1;2022;181444;92828;88616
104;1;2023;182435;93337;89098
105;1;2024;183281;93771;89510
106;1;2025;183994;94138;89856
107;1;2026;184613;94456;90157
108;1;2027;185081;94698;90383
109;1;2028;185413;94868;90545
110;1;2029;185653;94993;90659
111;1;2030;185727;95032;90695
112;1;2031;185733;95036;90698
113;1;2032;185513;94924;90589
114;1;2033;185168;94749;90419
115;1;2034;184635;94478;90158
116;1;2035;183904;94102;89802
117;1;2036;183046;93665;89380
118;1;2037;182099;93180;88919
119;1;2038;181050;92643;88408
120;1;2039;180048;92131;87917
121;1;2040;179063;91626;87437
122;1;2041;178214;91192;87021
123;1;2042;177501;90829;86672
124;1;2043;176943;90543;86400
125;1;2044;176595;90366;86230
126;1;2045;176425;90279;86146
127;1;2046;176411;90273;86139
128;1;2047;176616;90379;86237
129;1;2048;176907;90530;86377
130;1;2049;177366;90765;86601
131;1;2050;177901;91041;86861
132;2;2007;193406;98671;94735
133;2;2008;186485;95353;91133
134;2;2009;183986;94007;89979
135;2;2010;181523;92749;88774
136;2;2011;179759;91856;87902
137;2;2012;178522;91230;87291
138;2;2013;177452;90686;86766
139;2;2014;176530;90220;86310
140;2;2015;175997;89946;86051
141;2;2016;175850;89870;85980
142;2;2017;176094;89996;86098
143;2;2018;176622;90268;86353
144;2;2019;177380;90660;86720
145;2;2020;178261;91112;87149
146;2;2021;179366;91681;87684
147;2;2022;180478;92253;88224
148;2;2023;181555;92807;88748
149;2;2024;182548;93317;89230
150;2;2025;183398;93754;89644
151;2;2026;184116;94124;89992
152;2;2027;184739;94444;90295
153;2;2028;185215;94691;90524
154;2;2029;185554;94865;90689
155;2;2030;185803;94995;90808
156;2;2031;185886;95038;90848
157;2;2032;185903;95048;90855
158;2;2033;185692;94941;90751
159;2;2034;185362;94773;90589
160;2;2035;184841;94507;90333
161;2;2036;184122;94139;89983
162;2;2037;183279;93710;89569
163;2;2038;182349;93234;89115
164;2;2039;181315;92704;88612
165;2;2040;180328;92201;88127
166;2;2041;179357;91703;87654
167;2;2042;178518;91275;87244
168;2;2043;177818;90918;86901
169;2;2044;177269;90636;86633
170;2;2045;176932;90465;86467
171;2;2046;176767;90382;86385
172;2;2047;176759;90379;86380
173;2;2048;176965;90486;86479
174;2;2049;177258;90639;86619
175;2;2050;177716;90874;86842
176;3;2007;200158;102444;97714
177;3;2008;192771;98318;94453
178;3;2009;186008;95081;90927
179;3;2010;183631;93804;89827
180;3;2011;181249;92593;88656
181;3;2012;179550;91734;87816
182;3;2013;178362;91134;87227
183;3;2014;177331;90609;86722
184;3;2015;176438;90157;86281
185;3;2016;175928;89894;86034
186;3;2017;175793;89825;85968
187;3;2018;176044;89956;86088
188;3;2019;176577;90231;86345
189;3;2020;177338;90625;86713
190;3;2021;178223;91080;87143
191;3;2022;179329;91651;87678
192;3;2023;180442;92223;88219
193;3;2024;181521;92779;88743
194;3;2025;182517;93291;89226
195;3;2026;183371;93730;89641
196;3;2027;184096;94104;89992
197;3;2028;184723;94425;90298
198;3;2029;185208;94677;90531
199;3;2030;185553;94854;90699
200;3;2031;185810;94988;90822
201;3;2032;185904;95037;90867
202;3;2033;185932;95053;90879
203;3;2034;185732;94951;90781
204;3;2035;185413;94790;90624
205;3;2036;184906;94530;90376
206;3;2037;184204;94171;90032
207;3;2038;183374;93749;89625
208;3;2039;182458;93280;89178
209;3;2040;181440;92757;88683
210;3;2041;180466;92261;88205
211;3;2042;179512;91772;87740
212;3;2043;178686;91351;87335
213;3;2044;177996;90999;86997
214;3;2045;177456;90723;86734
215;3;2046;177126;90556;86570
216;3;2047;176969;90476;86493
217;3;2048;176966;90477;86489
218;3;2049;177175;90585;86589
219;3;2050;177470;90741;86729
