ID;Leeftijd;Perioden;TotaalBevolking_1;Mannen_2;Vrouwen_3
220;4;2007;201359;103112;98247
221;4;2008;199365;102048;97318
222;4;2009;192079;97987;94092
223;4;2010;185463;94825;90639
224;4;2011;183186;93601;89585
225;4;2012;180872;92426;88447
226;4;2013;179226;91591;87635
227;4;2014;178075;91009;87066
228;4;2015;177072;90497;86575
229;4;2016;176202;90056;86146
230;4;2017;175706;89801;85905
231;4;2018;175582;89738;85845
232;4;2019;175841;89873;85968
233;4;2020;176377;90150;86227
234;4;2021;177142;90546;86597
235;4;2022;178032;91004;87028
236;4;2023;179141;91575;87566
237;4;2024;180257;92149;88108
238;4;2025;181338;92706;88633
239;4;2026;182338;93219;89119
240;4;2027;183197;93660;89536
241;4;2028;183927;94038;89890
242;4;2029;184561;94361;90199
243;4;2030;185054;94617;90436
244;4;2031;185408;94798;90609
245;4;2032;185673;94935;90738
246;4;2033;185776;94989;90786
247;4;2034;185816;95010;90806
248;4;2035;185627;94913;90714
249;4;2036;185319;94757;90562
250;4;2037;184826;94504;90322
251;4;2038;184137;94152;89985
252;4;2039;183320;93736;89584
253;4;2040;182418;93273;89145
254;4;2041;181416;92759;88657
255;4;2042;180456;92269;88186
256;4;2043;179515;91787;87728
257;4;2044;178701;91372;87329
258;4;2045;178021;91025;86996
259;4;2046;177492;90754;86738
260;4;2047;177169;90590;86579
261;4;2048;177018;90514;86504
262;4;2049;177019;90518;86501
263;4;2050;177228;90627;86602
264;5;2007;203065;103806;99259
265;5;2008;200588;102744;97844
266;5;2009;198651;101709;96941
267;5;2010;191464;97713;93750
268;5;2011;184980;94615;90365
269;5;2012;182787;93437;89349
270;5;2013;180530;92288;88242
271;5;2014;178919;91470;87449
272;5;2015;177796;90900;86896
273;5;2016;176817;90399;86417
274;5;2017;175964;89966;85998
275;5;2018;175481;89719;85762
276;5;2019;175367;89660;85707
277;5;2020;175634;89800;85834
278;5;2021;176177;90080;86097
279;5;2022;176946;90477;86469
280;5;2023;177840;90937;86903
281;5;2024;178953;91510;87443
282;5;2025;180072;92085;87987
283;5;2026;181158;92644;88515
284;5;2027;182163;93159;89004
285;5;2028;183026;93601;89425
286;5;2029;183765;93983;89782
287;5;2030;184405;94309;90096
288;5;2031;184906;94568;90338
289;5;2032;185270;94754;90516
290;5;2033;185545;94895;90650
291;5;2034;185656;94952;90704
292;5;2035;185708;94979;90729
293;5;2036;185530;94886;90644
294;5;2037;185234;94736;90498
295;5;2038;184754;94489;90265
296;5;2039;184080;94143;89937
297;5;2040;183275;93733;89542
298;5;2041;182388;93278;89110
299;5;2042;181401;92770;88631
300;5;2043;180453;92287;88167
301;5;2044;179526;91811;87714
302;5;2045;178724;91401;87322
303;5;2046;178053;91059;86994
304;5;2047;177533;90793;86741
305;5;2048;177217;90630;86586
306;5;2049;177071;90558;86514
307;5;2050;177077;90564;86513
308;6;2007;206396;105292;101104
309;6;2008;202384;103474;98910
310;6;2009;199992;102454;97539
311;6;2010;198119;101454;96665
312;6;2011;191015;97512;93503
313;6;2012;184642;94467;90175
314;6;2013;182511;93324;89188
315;6;2014;180291;92192;88099
316;6;2015;178708;91386;87322
317;6;2016;177605;90826;86779
318;6;2017;176643;90333;86310
319;6;2018;175805;89907;85898
320;6;2019;175331;89665;85666
321;6;2020;175228;89612;85616
322;6;2021;175503;89756;85747
323;6;2022;176051;90039;86012
324;6;2023;176824;90438;86386
325;6;2024;177724;90901;86823
326;6;2025;178839;91475;87364
327;6;2026;179961;92052;87909
328;6;2027;181051;92612;88439
329;6;2028;182060;93130;88930
330;6;2029;182929;93574;89354
331;6;2030;183675;93958;89716
332;6;2031;184322;94288;90035
333;6;2032;184830;94550;90280
334;6;2033;185202;94741;90461
335;6;2034;185486;94885;90602
336;6;2035;185608;94947;90661
337;6;2036;185667;94977;90690
338;6;2037;185501;94890;90611
339;6;2038;185215;94744;90471
340;6;2039;184746;94502;90244
341;6;2040;184085;94163;89922
342;6;2041;183294;93760;89534
343;6;2042;182418;93309;89108
344;6;2043;181444;92809;88635
345;6;2044;180508;92330;88178
346;6;2045;179591;91860;87731
347;6;2046;178799;91456;87343
348;6;2047;178139;91118;87021
349;6;2048;177624;90855;86769
350;6;2049;177315;90697;86619
351;6;2050;177175;90627;86548
352;7;2007;201664;103373;98292
353;7;2008;205789;104986;100803
354;7;2009;201898;103236;98661
355;7;2010;199586;102257;97330
356;7;2011;197767;101286;96481
357;7;2012;190737;97393;93344
358;7;2013;184444;94387;90057
359;7;2014;182357;93267;89090
360;7;2015;180161;92148;88013
361;7;2016;178595;91350;87245
362;7;2017;177508;90798;86710
363;7;2018;176559;90311;86248
364;7;2019;175731;89892;85840
365;7;2020;175267;89654;85612
366;7;2021;175172;89607;85566
367;7;2022;175453;89754;85699
368;7;2023;176006;90040;85966
369;7;2024;176783;90442;86342
370;7;2025;177687;90906;86781
371;7;2026;178806;91482;87324
372;7;2027;179931;92060;87870
373;7;2028;181024;92623;88401
374;7;2029;182037;93142;88895
375;7;2030;182911;93590;89321
376;7;2031;183661;93977;89684
377;7;2032;184315;94308;90006
378;7;2033;184829;94574;90255
379;7;2034;185206;94767;90439
380;7;2035;185500;94916;90584
381;7;2036;185628;94982;90647
382;7;2037;185696;95016;90680
383;7;2038;185538;94933;90605
384;7;2039;185262;94793;90470
385;7;2040;184804;94556;90248
386;7;2041;184150;94220;89930
387;7;2042;183371;93824;89548
388;7;2043;182505;93379;89127
389;7;2044;181542;92884;88658
390;7;2045;180616;92410;88206
391;7;2046;179710;91947;87763
392;7;2047;178926;91546;87380
393;7;2048;178272;91212;87061
394;7;2049;177766;90953;86813
395;7;2050;177461;90797;86664
396;8;2007;200291;102484;97807
397;8;2008;201141;103104;98037
398;8;2009;205328;104749;100579
399;8;2010;201547;103062;98485
400;8;2011;199304;102117;97187
401;8;2012;197523;101169;96355
402;8;2013;190543;97309;93235
403;8;2014;184309;94329;89979
404;8;2015;182253;93226;89027
405;8;2016;180078;92118;87961
406;8;2017;178524;91326;87198
407;8;2018;177449;90779;86670
408;8;2019;176511;90299;86211
409;8;2020;175694;89885;85809
410;8;2021;175238;89653;85585
411;8;2022;175150;89609;85541
412;8;2023;175438;89760;85678
413;8;2024;175997;90050;85947
414;8;2025;176778;90454;86324
415;8;2026;177687;90920;86766
416;8;2027;178809;91498;87310
417;8;2028;179935;92077;87857
418;8;2029;181032;92642;88390
419;8;2030;182047;93163;88885
420;8;2031;182928;93613;89315
421;8;2032;183683;94003;89680
422;8;2033;184340;94336;90004
423;8;2034;184862;94605;90257
424;8;2035;185245;94802;90444
425;8;2036;185546;94953;90593
426;8;2037;185681;95023;90658
427;8;2038;185757;95061;90695
428;8;2039;185608;94983;90625
429;8;2040;185340;94846;90494
430;8;2041;184889;94614;90275
431;8;2042;184245;94282;89963
432;8;2043;183474;93890;89584
433;8;2044;182617;93450;89167
434;8;2045;181663;92960;88703
435;8;2046;180746;92491;88254
436;8;2047;179850;92033;87817
437;8;2048;179072;91636;87436
438;8;2049;178424;91304;87120
439;8;2050;177924;91049;86875
440;9;2007;194260;99000;95260
441;9;2008;199867;102281;97587
442;9;2009;200806;102956;97850
443;9;2010;205053;104635;100419
444;9;2011;201364;102999;98365
445;9;2012;199174;102080;97094
446;9;2013;197417;101147;96270
447;9;2014;190470;97308;93163
448;9;2015;184281;94349;89933
449;9;2016;182249;93259;88990
450;9;2017;180088;92157;87931
451;9;2018;178545;91370;87174
452;9;2019;177479;90828;86651
453;9;2020;176549;90353;86196
454;9;2021;175743;89945;85798
455;9;2022;175295;89716;85579
456;9;2023;175214;89676;85538
457;9;2024;175508;89830;85677
458;9;2025;176071;90123;85948
459;9;2026;176856;90529;86327
460;9;2027;177768;90997;86771
461;9;2028;178892;91576;87316
462;9;2029;180022;92157;87865
463;9;2030;181121;92723;88397
464;9;2031;182141;93246;88895
465;9;2032;183025;93698;89326
466;9;2033;183785;94091;89694
467;9;2034;184445;94426;90019
468;9;2035;184974;94697;90276
469;9;2036;185362;94896;90466
470;9;2037;185666;95049;90617
471;9;2038;185809;95123;90686
472;9;2039;185892;95165;90727
473;9;2040;185751;95091;90660
474;9;2041;185490;94957;90533
475;9;2042;185047;94729;90318
476;9;2043;184411;94402;90009
477;9;2044;183647;94013;89634
478;9;2045;182799;93577;89222
479;9;2046;181853;93092;88761
480;9;2047;180942;92627;88315
481;9;2048;180056;92173;87883
482;9;2049;179284;91779;87504
483;9;2050;178640;91451;87190
484;10;2007;192975;99277;93698
485;10;2008;193930;98852;95078
486;10;2009;199608;102164;97444
487;10;2010;200629;102891;97739
488;10;2011;204925;104597;100328
489;10;2012;201306;103000;98307
490;10;2013;199149;102099;97051
491;10;2014;197401;101169;96232
492;10;2015;190477;97346;93131
493;10;2016;184327;94405;89922
494;10;2017;182314;93326;88988
495;10;2018;180163;92228;87935
496;10;2019;178630;91446;87183
497;10;2020;177573;90908;86665
498;10;2021;176651;90437;86214
499;10;2022;175855;90034;85821
500;10;2023;175414;89809;85604
501;10;2024;175339;89772;85567
502;10;2025;175638;89929;85709
503;10;2026;176206;90225;85981
504;10;2027;176994;90632;86362
505;10;2028;177909;91102;86807
506;10;2029;179036;91682;87354
507;10;2030;180169;92264;87905
508;10;2031;181270;92831;88438
509;10;2032;182292;93355;88938
510;10;2033;183181;93809;89371
511;10;2034;183946;94204;89742
512;10;2035;184610;94540;90070
513;10;2036;185144;94816;90328
514;10;2037;185536;95016;90520
515;10;2038;185847;95172;90675
516;10;2039;185995;95249;90747
517;10;2040;186083;95293;90791
518;10;2041;185947;95221;90727
519;10;2042;185693;95091;90602
520;10;2043;185259;94868;90391
521;10;2044;184629;94544;90085
522;10;2045;183872;94158;89714
523;10;2046;183032;93727;89306
524;10;2047;182090;93244;88847
525;10;2048;181188;92783;88405
526;10;2049;180309;92333;87976
527;10;2050;179540;91941;87598
528;11;2007;193463;98921;94542
529;11;2008;192708;99146;93561
530;11;2009;193745;98773;94972
531;11;2010;199490;102113;97376
532;11;2011;200578;102881;97698
533;11;2012;204907;104605;100301
534;11;2013;201341;103036;98306
535;11;2014;199202;102143;97060
536;11;2015;197458;101217;96242
537;11;2016;190552;97406;93146
538;11;2017;184430;94478;89952
539;11;2018;182434;93408;89025
540;11;2019;180291;92316;87976
541;11;2020;178764;91537;87228
542;11;2021;177718;91003;86714
543;11;2022;176803;90536;86267
544;11;2023;176014;90136;85879
545;11;2024;175579;89914;85665
546;11;2025;175509;89879;85630
547;11;2026;175813;90038;85774
548;11;2027;176386;90336;86049
549;11;2028;177175;90744;86431
550;11;2029;178092;91215;86878
551;11;2030;179223;91796;87426
552;11;2031;180358;92380;87978
553;11;2032;181461;92947;88514
554;11;2033;182485;93472;89013
555;11;2034;183377;93928;89449
556;11;2035;184144;94323;89821
557;11;2036;184813;94662;90152
558;11;2037;185352;94939;90413
559;11;2038;185747;95141;90606
560;11;2039;186063;95299;90764
561;11;2040;186215;95377;90838
562;11;2041;186309;95425;90884
563;11;2042;186178;95355;90823
564;11;2043;185929;95227;90702
565;11;2044;185501;95007;90493
566;11;2045;184878;94687;90191
567;11;2046;184126;94304;89822
568;11;2047;183291;93875;89416
569;11;2048;182357;93396;88961
570;11;2049;181461;92938;88522
571;11;2050;180585;92490;88094
572;12;2007;199155;101843;97313
573;12;2008;193273;98816;94457
574;12;2009;192581;99072;93509
575;12;2010;193696;98747;94949
576;12;2011;199497;102114;97383
577;12;2012;200634;102912;97723
578;12;2013;204980;104644;100336
579;12;2014;201450;103092;98358
580;12;2015;199322;102205;97117
581;12;2016;197580;101280;96299
582;12;2017;190691;97483;93207
583;12;2018;184591;94566;90025
584;12;2019;182607;93504;89103
585;12;2020;180474;92416;88058
586;12;2021;178953;91640;87313
587;12;2022;177915;91111;86803
588;12;2023;177008;90648;86361
589;12;2024;176225;90251;85975
590;12;2025;175794;90031;85763
591;12;2026;175730;90000;85730
592;12;2027;176036;90160;85877
593;12;2028;176612;90460;86152
594;12;2029;177405;90868;86537
595;12;2030;178325;91341;86984
596;12;2031;179456;91923;87533
597;12;2032;180593;92508;88085
598;12;2033;181699;93076;88623
599;12;2034;182725;93602;89123
600;12;2035;183621;94060;89561
601;12;2036;184391;94456;89935
602;12;2037;185063;94796;90267
603;12;2038;185605;95075;90530
604;12;2039;186004;95279;90725
605;12;2040;186323;95439;90884
606;12;2041;186480;95519;90961
607;12;2042;186578;95569;91010
608;12;2043;186451;95501;90950
609;12;2044;186207;95376;90831
610;12;2045;185783;95159;90624
611;12;2046;185164;94840;90324
612;12;2047;184418;94460;89958
613;12;2048;183589;94034;89554
614;12;2049;182659;93558;89101
615;12;2050;181770;93105;88665
616;13;2007;198886;101581;97304
617;13;2008;199003;101750;97253
618;13;2009;193223;98782;94441
619;13;2010;192587;99067;93520
620;13;2011;193769;98787;94982
621;13;2012;199615;102171;97444
622;13;2013;200789;102992;97797
623;13;2014;205140;104727;100413
624;13;2015;201636;103189;98447
625;13;2016;199516;102305;97211
626;13;2017;197772;101382;96390
627;13;2018;190896;97596;93299
628;13;2019;184819;94690;90129
629;13;2020;182846;93634;89213
630;13;2021;180721;92550;88171
631;13;2022;179207;91778;87429
632;13;2023;178173;91251;86922
633;13;2024;177275;90793;86482
634;13;2025;176500;90399;86101
635;13;2026;176073;90181;85892
636;13;2027;176013;90153;85861
637;13;2028;176322;90314;86008
638;13;2029;176902;90616;86286
639;13;2030;177697;91026;86672
640;13;2031;178621;91500;87121
641;13;2032;179753;92083;87671
642;13;2033;180893;92669;88224
643;13;2034;182002;93239;88763
644;13;2035;183028;93765;89264
645;13;2036;183928;94224;89704
646;13;2037;184702;94622;90080
647;13;2038;185378;94965;90413
648;13;2039;185921;95245;90676
649;13;2040;186323;95451;90872
650;13;2041;186647;95613;91034
651;13;2042;186808;95695;91113
652;13;2043;186910;95746;91164
653;13;2044;186787;95681;91105
654;13;2045;186547;95559;90988
655;13;2046;186128;95344;90784
656;13;2047;185513;95028;90485
657;13;2048;184772;94650;90122
658;13;2049;183948;94227;89720
659;13;2050;183021;93753;89268
660;14;2007;201165;103020;98145
661;14;2008;198804;101530;97274
662;14;2009;198997;101742;97255
663;14;2010;193311;98827;94484
664;14;2011;192723;99136;93587
665;14;2012;193952;98887;95065
666;14;2013;199824;102282;97542
667;14;2014;201021;103115;97907
668;14;2015;205373;104850;100524
669;14;2016;201890;103323;98566
670;14;2017;199775;102441;97334
671;14;2018;198028;101518;96510
672;14;2019;191161;97741;93420
673;14;2020;185105;94844;90261
674;14;2021;183142;93793;89349
675;14;2022;181022;92712;88310
676;14;2023;179515;91944;87571
677;14;2024;178487;91420;87067
678;14;2025;177595;90964;86631
679;14;2026;176825;90573;86252
680;14;2027;176404;90358;86046
681;14;2028;176346;90332;86015
682;14;2029;176659;90495;86164
683;14;2030;177240;90797;86443
684;14;2031;178039;91208;86831
685;14;2032;178965;91684;87281
686;14;2033;180099;92267;87832
687;14;2034;181239;92853;88386
688;14;2035;182351;93425;88926
689;14;2036;183381;93952;89429
690;14;2037;184282;94413;89870
691;14;2038;185058;94811;90247
692;14;2039;185736;95154;90582
693;14;2040;186281;95435;90846
694;14;2041;186687;95643;91044
695;14;2042;187012;95806;91206
696;14;2043;187178;95890;91288
697;14;2044;187283;95942;91340
698;14;2045;187163;95879;91283
699;14;2046;186927;95759;91168
700;14;2047;186511;95546;90965
701;14;2048;185900;95232;90667
702;14;2049;185163;94856;90307
703;14;2050;184343;94436;89906
704;15;2007;204098;104283;99815
705;15;2008;201142;102985;98157
706;15;2009;198868;101547;97321
707;15;2010;199134;101802;97333
708;15;2011;193522;98926;94596
709;15;2012;192966;99252;93714
710;15;2013;194225;99022;95203
711;15;2014;200111;102419;97692
712;15;2015;201323;103261;98062
713;15;2016;205672;104996;100676
714;15;2017;202205;103479;98726
715;15;2018;200094;102598;97496
716;15;2019;198347;101676;96671
717;15;2020;191486;97905;93581
718;15;2021;185446;95016;90430
719;15;2022;183493;93971;89522
720;15;2023;181377;92892;88485
721;15;2024;179877;92127;87750
722;15;2025;178853;91604;87248
723;15;2026;177967;91152;86815
724;15;2027;177200;90763;86438
725;15;2028;176783;90549;86234
726;15;2029;176729;90525;86205
727;15;2030;177045;90689;86356
728;15;2031;177630;90993;86637
729;15;2032;178430;91405;87025
730;15;2033;179357;91881;87476
731;15;2034;180492;92463;88028
732;15;2035;181634;93051;88583
733;15;2036;182748;93623;89124
734;15;2037;183779;94151;89628
735;15;2038;184682;94613;90069
736;15;2039;185459;95011;90448
737;15;2040;186141;95356;90785
738;15;2041;186687;95637;91050
739;15;2042;187096;95847;91248
740;15;2043;187423;96011;91412
741;15;2044;187592;96096;91495
742;15;2045;187698;96150;91548
743;15;2046;187580;96088;91492
744;15;2047;187348;95969;91379
745;15;2048;186933;95757;91176
746;15;2049;186324;95444;90879
747;15;2050;185591;95071;90520
748;16;2007;204717;104921;99796
749;16;2008;204113;104261;99852
750;16;2009;201224;102999;98225
751;16;2010;199032;101609;97424
752;16;2011;199354;101894;97459
753;16;2012;193800;99052;94748
754;16;2013;193262;99385;93877
755;16;2014;194537;99166;95371
756;16;2015;200432;102564;97867
757;16;2016;201656;103414;98242
758;16;2017;206002;105148;100854
759;16;2018;202547;103638;98909
760;16;2019;200438;102758;97680
761;16;2020;198689;101837;96853
762;16;2021;191837;98075;93762
763;16;2022;185812;95192;90620
764;16;2023;183866;94152;89715
765;16;2024;181756;93075;88681
766;16;2025;180261;92313;87948
767;16;2026;179241;91793;87448
768;16;2027;178360;91342;87017
769;16;2028;177597;90954;86643
770;16;2029;177182;90742;86440
771;16;2030;177133;90720;86412
772;16;2031;177450;90886;86564
773;16;2032;178037;91191;86846
774;16;2033;178839;91603;87235
775;16;2034;179767;92080;87687
776;16;2035;180901;92663;88238
777;16;2036;182044;93250;88794
778;16;2037;183159;93823;89336
779;16;2038;184192;94352;89840
780;16;2039;185096;94814;90282
781;16;2040;185874;95213;90661
782;16;2041;186558;95560;90999
783;16;2042;187105;95841;91264
784;16;2043;187515;96052;91463
785;16;2044;187844;96216;91628
786;16;2045;188016;96303;91713
787;16;2046;188123;96358;91765
788;16;2047;188008;96298;91710
789;16;2048;187777;96180;91597
790;16;2049;187365;95969;91396
791;16;2050;186758;95658;91100
792;17;2007;197125;100476;96650
793;17;2008;204811;104921;99890
794;17;2009;204283;104308;99975
795;17;2010;201459;103081;98378
796;17;2011;199336;101731;97605
797;17;2012;199695;102036;97659
798;17;2013;194183;99217;94966
799;17;2014;193653;99552;94101
800;17;2015;194939;99343;95597
801;17;2016;200839;102739;98100
802;17;2017;202072;103596;98476
803;17;2018;206412;105327;101085
804;17;2019;202969;103825;99145
805;17;2020;200863;102946;97917
806;17;2021;199109;102025;97084
807;17;2022;192263;98269;93994
808;17;2023;186252;95393;90858
809;17;2024;184313;94357;89956
810;17;2025;182208;93282;88926
811;17;2026;180717;92523;88193
812;17;2027;179700;92005;87694
813;17;2028;178821;91556;87265
814;17;2029;178063;91171;86892
815;17;2030;177650;90961;86690
816;17;2031;177604;90940;86664
817;17;2032;177921;91106;86816
818;17;2033;178509;91410;87098
819;17;2034;179312;91824;87488
820;17;2035;180241;92301;87940
821;17;2036;181375;92883;88492
822;17;2037;182518;93471;89047
823;17;2038;183633;94045;89589
824;17;2039;184667;94574;90093
825;17;2040;185570;95037;90533
826;17;2041;186349;95436;90913
827;17;2042;187034;95783;91251
828;17;2043;187582;96065;91517
829;17;2044;187993;96277;91716
830;17;2045;188322;96441;91881
831;17;2046;188495;96529;91966
832;17;2047;188605;96586;92019
833;17;2048;188490;96527;91963
834;17;2049;188260;96409;91851
835;17;2050;187848;96200;91649
