ID;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6;EmployedPersons_7;Jobs_8;EmployedPersonsSeasonalAdjusted_9;JobsSeasonalAdjusted_10
1198;Total;K Financial institutions;2024 4th quarter;223.0;223.0;231.0;231.0;91.0;88.0;4.0;4.0;1.0;1.0
1199;Total;K Financial institutions;2024;221.0;;230.0;;349.0;;4.0;5.0;;
1200;Total;L Renting, buying, selling real estate;1995 1st quarter;55.0;57.0;60.0;62.0;23.0;23.0;;;;
1201;Total;L Renting, buying, selling real estate;1995 2nd quarter;58.0;58.0;62.0;63.0;22.0;23.0;;;1.0;1.0
1202;Total;L Renting, buying, selling real estate;1995 3rd quarter;61.0;60.0;67.0;65.0;23.0;24.0;;;2.0;2.0
1203;Total;L Renting, buying, selling real estate;1995 4th quarter;61.0;60.0;67.0;65.0;27.0;24.0;;;0.0;0.0
1204;Total;L Renting, buying, selling real estate;1995;59.0;;64.0;;95.0;;;;;
1205;Total;L Renting, buying, selling real estate;1996 1st quarter;58.0;60.0;63.0;65.0;25.0;25.0;3.0;3.0;0.0;1.0
1206;Total;L Renting, buying, selling real estate;1996 2nd quarter;60.0;60.0;65.0;66.0;24.0;25.0;2.0;3.0;1.0;1.0
1207;Total;L Renting, buying, selling real estate;1996 3rd quarter;62.0;61.0;68.0;67.0;24.0;25.0;1.0;2.0;1.0;1.0
1208;Total;L Renting, buying, selling real estate;1996 4th quarter;63.0;61.0;68.0;66.0;28.0;25.0;1.0;2.0;0.0;-1.0
1209;Total;L Renting, buying, selling real estate;1996;61.0;;66.0;;100.0;;2.0;2.0;;
1210;Total;L Renting, buying, selling real estate;1997 1st quarter;60.0;62.0;62.0;65.0;24.0;25.0;2.0;-1.0;1.0;-2.0
1211;Total;L Renting, buying, selling real estate;1997 2nd quarter;61.0;62.0;63.0;64.0;24.0;25.0;2.0;-2.0;0.0;-1.0
1212;Total;L Renting, buying, selling real estate;1997 3rd quarter;64.0;63.0;67.0;65.0;23.0;25.0;2.0;-2.0;1.0;2.0
1213;Total;L Renting, buying, selling real estate;1997 4th quarter;67.0;65.0;70.0;68.0;28.0;26.0;4.0;2.0;2.0;3.0
1214;Total;L Renting, buying, selling real estate;1997;63.0;;65.0;;99.0;;2.0;-1.0;;
1215;Total;L Renting, buying, selling real estate;1998 1st quarter;65.0;67.0;69.0;71.0;26.0;26.0;5.0;7.0;2.0;3.0
1216;Total;L Renting, buying, selling real estate;1998 2nd quarter;67.0;68.0;72.0;72.0;25.0;26.0;6.0;8.0;0.0;1.0
1217;Total;L Renting, buying, selling real estate;1998 3rd quarter;68.0;67.0;72.0;72.0;24.0;26.0;4.0;6.0;-1.0;-1.0
1218;Total;L Renting, buying, selling real estate;1998 4th quarter;68.0;66.0;72.0;71.0;28.0;26.0;1.0;3.0;-1.0;-1.0
1219;Total;L Renting, buying, selling real estate;1998;67.0;;71.0;;103.0;;4.0;6.0;;
1220;Total;L Renting, buying, selling real estate;1999 1st quarter;63.0;65.0;68.0;70.0;26.0;26.0;-2.0;-1.0;-1.0;0.0
1221;Total;L Renting, buying, selling real estate;1999 2nd quarter;66.0;66.0;71.0;71.0;25.0;26.0;-1.0;-1.0;1.0;0.0
1222;Total;L Renting, buying, selling real estate;1999 3rd quarter;67.0;67.0;72.0;71.0;24.0;26.0;-1.0;-1.0;1.0;1.0
1223;Total;L Renting, buying, selling real estate;1999 4th quarter;69.0;67.0;74.0;72.0;29.0;27.0;1.0;1.0;1.0;1.0
1224;Total;L Renting, buying, selling real estate;1999;66.0;;71.0;;105.0;;-1.0;0.0;;
1225;Total;L Renting, buying, selling real estate;2000 1st quarter;66.0;68.0;71.0;73.0;26.0;26.0;2.0;3.0;0.0;0.0
1226;Total;L Renting, buying, selling real estate;2000 2nd quarter;68.0;68.0;73.0;73.0;25.0;26.0;2.0;3.0;0.0;1.0
1227;Total;L Renting, buying, selling real estate;2000 3rd quarter;69.0;68.0;74.0;74.0;23.0;26.0;1.0;2.0;0.0;1.0
1228;Total;L Renting, buying, selling real estate;2000 4th quarter;69.0;68.0;75.0;74.0;28.0;26.0;1.0;1.0;0.0;0.0
1229;Total;L Renting, buying, selling real estate;2000;68.0;;73.0;;103.0;;2.0;2.0;;
1230;Total;L Renting, buying, selling real estate;2001 1st quarter;67.0;69.0;72.0;73.0;26.0;26.0;2.0;1.0;0.0;0.0
1231;Total;L Renting, buying, selling real estate;2001 2nd quarter;71.0;70.0;75.0;75.0;25.0;26.0;3.0;2.0;2.0;1.0
1232;Total;L Renting, buying, selling real estate;2001 3rd quarter;72.0;72.0;76.0;76.0;24.0;27.0;3.0;2.0;1.0;1.0
1233;Total;L Renting, buying, selling real estate;2001 4th quarter;73.0;73.0;77.0;77.0;29.0;27.0;4.0;2.0;1.0;1.0
1234;Total;L Renting, buying, selling real estate;2001;71.0;;75.0;;105.0;;3.0;2.0;;
1235;Total;L Renting, buying, selling real estate;2002 1st quarter;76.0;76.0;80.0;80.0;28.0;28.0;8.0;9.0;3.0;3.0
1236;Total;L Renting, buying, selling real estate;2002 2nd quarter;74.0;74.0;78.0;79.0;26.0;27.0;3.0;3.0;-1.0;-1.0
1237;Total;L Renting, buying, selling real estate;2002 3rd quarter;73.0;74.0;77.0;78.0;24.0;26.0;1.0;1.0;-1.0;-1.0
1238;Total;L Renting, buying, selling real estate;2002 4th quarter;76.0;73.0;80.0;78.0;30.0;28.0;3.0;3.0;0.0;-1.0
1239;Total;L Renting, buying, selling real estate;2002;74.0;;79.0;;109.0;;4.0;4.0;;
1240;Total;L Renting, buying, selling real estate;2003 1st quarter;73.0;74.0;77.0;78.0;28.0;27.0;-2.0;-3.0;1.0;0.0
1241;Total;L Renting, buying, selling real estate;2003 2nd quarter;73.0;74.0;77.0;78.0;26.0;27.0;-1.0;-1.0;0.0;0.0
1242;Total;L Renting, buying, selling real estate;2003 3rd quarter;76.0;75.0;80.0;79.0;25.0;27.0;3.0;3.0;1.0;1.0
1243;Total;L Renting, buying, selling real estate;2003 4th quarter;76.0;76.0;81.0;81.0;30.0;28.0;1.0;1.0;1.0;1.0
1244;Total;L Renting, buying, selling real estate;2003;75.0;;79.0;;109.0;;0.0;0.0;;
1245;Total;L Renting, buying, selling real estate;2004 1st quarter;75.0;75.0;81.0;81.0;29.0;28.0;1.0;3.0;-1.0;0.0
1246;Total;L Renting, buying, selling real estate;2004 2nd quarter;75.0;75.0;81.0;81.0;27.0;28.0;2.0;4.0;0.0;0.0
1247;Total;L Renting, buying, selling real estate;2004 3rd quarter;75.0;75.0;81.0;81.0;26.0;28.0;-1.0;1.0;0.0;0.0
1248;Total;L Renting, buying, selling real estate;2004 4th quarter;74.0;74.0;80.0;80.0;30.0;28.0;-2.0;-1.0;0.0;0.0
1249;Total;L Renting, buying, selling real estate;2004;75.0;;81.0;;111.0;;0.0;2.0;;
1250;Total;L Renting, buying, selling real estate;2005 1st quarter;74.0;75.0;81.0;81.0;28.0;28.0;0.0;1.0;1.0;1.0
1251;Total;L Renting, buying, selling real estate;2005 2nd quarter;76.0;76.0;82.0;82.0;27.0;28.0;1.0;1.0;1.0;1.0
1252;Total;L Renting, buying, selling real estate;2005 3rd quarter;76.0;76.0;83.0;83.0;27.0;29.0;1.0;2.0;0.0;1.0
1253;Total;L Renting, buying, selling real estate;2005 4th quarter;75.0;75.0;82.0;82.0;30.0;28.0;1.0;2.0;-1.0;-1.0
1254;Total;L Renting, buying, selling real estate;2005;75.0;;82.0;;112.0;;1.0;1.0;;
1255;Total;L Renting, buying, selling real estate;2006 1st quarter;75.0;75.0;82.0;82.0;29.0;28.0;0.0;1.0;0.0;0.0
1256;Total;L Renting, buying, selling real estate;2006 2nd quarter;77.0;76.0;84.0;83.0;27.0;28.0;1.0;2.0;0.0;1.0
1257;Total;L Renting, buying, selling real estate;2006 3rd quarter;76.0;77.0;84.0;85.0;26.0;28.0;0.0;1.0;2.0;2.0
1258;Total;L Renting, buying, selling real estate;2006 4th quarter;78.0;78.0;86.0;86.0;30.0;28.0;3.0;4.0;0.0;1.0
1259;Total;L Renting, buying, selling real estate;2006;77.0;;84.0;;112.0;;1.0;2.0;;
1260;Total;L Renting, buying, selling real estate;2007 1st quarter;79.0;79.0;87.0;87.0;30.0;29.0;4.0;5.0;1.0;2.0
1261;Total;L Renting, buying, selling real estate;2007 2nd quarter;80.0;80.0;88.0;88.0;28.0;29.0;3.0;4.0;1.0;1.0
1262;Total;L Renting, buying, selling real estate;2007 3rd quarter;79.0;79.0;88.0;88.0;27.0;29.0;2.0;4.0;0.0;0.0
1263;Total;L Renting, buying, selling real estate;2007 4th quarter;81.0;80.0;89.0;88.0;31.0;29.0;3.0;3.0;1.0;1.0
1264;Total;L Renting, buying, selling real estate;2007;80.0;;88.0;;116.0;;3.0;4.0;;
1265;Total;L Renting, buying, selling real estate;2008 1st quarter;80.0;80.0;88.0;89.0;30.0;30.0;1.0;1.0;0.0;1.0
1266;Total;L Renting, buying, selling real estate;2008 2nd quarter;82.0;82.0;92.0;91.0;29.0;30.0;2.0;3.0;1.0;2.0
1267;Total;L Renting, buying, selling real estate;2008 3rd quarter;81.0;82.0;91.0;93.0;29.0;30.0;3.0;4.0;1.0;2.0
1268;Total;L Renting, buying, selling real estate;2008 4th quarter;86.0;84.0;97.0;95.0;33.0;31.0;5.0;7.0;2.0;3.0
1269;Total;L Renting, buying, selling real estate;2008;82.0;;92.0;;120.0;;3.0;4.0;;
1270;Total;L Renting, buying, selling real estate;2009 1st quarter;83.0;84.0;94.0;95.0;32.0;31.0;3.0;6.0;0.0;0.0
1271;Total;L Renting, buying, selling real estate;2009 2nd quarter;84.0;83.0;95.0;94.0;29.0;30.0;1.0;3.0;-1.0;-1.0
1272;Total;L Renting, buying, selling real estate;2009 3rd quarter;81.0;82.0;91.0;92.0;28.0;30.0;-1.0;0.0;-1.0;-1.0
1273;Total;L Renting, buying, selling real estate;2009 4th quarter;83.0;83.0;94.0;94.0;32.0;30.0;-3.0;-3.0;1.0;2.0
1274;Total;L Renting, buying, selling real estate;2009;83.0;;94.0;;121.0;;0.0;2.0;;
1275;Total;L Renting, buying, selling real estate;2010 1st quarter;79.0;80.0;93.0;92.0;30.0;29.0;-4.0;-1.0;-3.0;-2.0
1276;Total;L Renting, buying, selling real estate;2010 2nd quarter;81.0;80.0;94.0;93.0;27.0;29.0;-3.0;-1.0;0.0;1.0
1277;Total;L Renting, buying, selling real estate;2010 3rd quarter;78.0;79.0;91.0;91.0;27.0;29.0;-3.0;-1.0;-1.0;-2.0
1278;Total;L Renting, buying, selling real estate;2010 4th quarter;77.0;77.0;88.0;89.0;31.0;29.0;-6.0;-6.0;-2.0;-2.0
1279;Total;L Renting, buying, selling real estate;2010;79.0;;91.0;;116.0;;-4.0;-2.0;;
1280;Total;L Renting, buying, selling real estate;2011 1st quarter;77.0;77.0;90.0;89.0;30.0;29.0;-2.0;-2.0;0.0;0.0
1281;Total;L Renting, buying, selling real estate;2011 2nd quarter;77.0;78.0;90.0;90.0;26.0;27.0;-4.0;-4.0;1.0;1.0
1282;Total;L Renting, buying, selling real estate;2011 3rd quarter;79.0;79.0;92.0;92.0;28.0;30.0;1.0;1.0;1.0;2.0
1283;Total;L Renting, buying, selling real estate;2011 4th quarter;81.0;79.0;95.0;92.0;31.0;29.0;4.0;7.0;0.0;0.0
1284;Total;L Renting, buying, selling real estate;2011;79.0;;92.0;;115.0;;0.0;1.0;;
1285;Total;L Renting, buying, selling real estate;2012 1st quarter;75.0;77.0;87.0;89.0;29.0;29.0;-2.0;-3.0;-2.0;-3.0
1286;Total;L Renting, buying, selling real estate;2012 2nd quarter;76.0;76.0;89.0;89.0;26.0;28.0;-1.0;0.0;-1.0;0.0
1287;Total;L Renting, buying, selling real estate;2012 3rd quarter;76.0;76.0;89.0;90.0;26.0;28.0;-3.0;-3.0;0.0;0.0
1288;Total;L Renting, buying, selling real estate;2012 4th quarter;77.0;76.0;92.0;90.0;30.0;28.0;-3.0;-3.0;0.0;0.0
1289;Total;L Renting, buying, selling real estate;2012;76.0;;89.0;;111.0;;-2.0;-2.0;;
1290;Total;L Renting, buying, selling real estate;2013 1st quarter;75.0;76.0;88.0;90.0;28.0;28.0;0.0;1.0;0.0;0.0
1291;Total;L Renting, buying, selling real estate;2013 2nd quarter;75.0;75.0;89.0;88.0;27.0;28.0;-1.0;-1.0;-1.0;-2.0
1292;Total;L Renting, buying, selling real estate;2013 3rd quarter;73.0;74.0;83.0;85.0;25.0;27.0;-3.0;-6.0;-1.0;-3.0
1293;Total;L Renting, buying, selling real estate;2013 4th quarter;74.0;73.0;86.0;83.0;29.0;28.0;-4.0;-6.0;-1.0;-2.0
1294;Total;L Renting, buying, selling real estate;2013;74.0;;86.0;;110.0;;-2.0;-3.0;;
1295;Total;L Renting, buying, selling real estate;2014 1st quarter;73.0;73.0;83.0;84.0;28.0;27.0;-2.0;-6.0;0.0;0.0
1296;Total;L Renting, buying, selling real estate;2014 2nd quarter;73.0;73.0;84.0;84.0;27.0;27.0;-3.0;-4.0;0.0;0.0
1297;Total;L Renting, buying, selling real estate;2014 3rd quarter;74.0;74.0;86.0;86.0;25.0;27.0;1.0;3.0;1.0;2.0
1298;Total;L Renting, buying, selling real estate;2014 4th quarter;74.0;74.0;88.0;87.0;29.0;27.0;0.0;2.0;1.0;1.0
1299;Total;L Renting, buying, selling real estate;2014;73.0;;85.0;;109.0;;-1.0;-1.0;;
1300;Total;L Renting, buying, selling real estate;2015 1st quarter;74.0;74.0;87.0;87.0;29.0;28.0;1.0;4.0;0.0;0.0
1301;Total;L Renting, buying, selling real estate;2015 2nd quarter;74.0;73.0;87.0;86.0;25.0;26.0;1.0;3.0;-1.0;-1.0
1302;Total;L Renting, buying, selling real estate;2015 3rd quarter;73.0;72.0;85.0;84.0;26.0;28.0;0.0;-1.0;-1.0;-2.0
1303;Total;L Renting, buying, selling real estate;2015 4th quarter;71.0;72.0;81.0;83.0;28.0;26.0;-3.0;-7.0;-1.0;-1.0
1304;Total;L Renting, buying, selling real estate;2015;73.0;;85.0;;108.0;;0.0;0.0;;
1305;Total;L Renting, buying, selling real estate;2016 1st quarter;72.0;72.0;83.0;84.0;27.0;27.0;-2.0;-4.0;0.0;1.0
1306;Total;L Renting, buying, selling real estate;2016 2nd quarter;74.0;73.0;88.0;85.0;27.0;27.0;1.0;1.0;1.0;2.0
1307;Total;L Renting, buying, selling real estate;2016 3rd quarter;73.0;74.0;85.0;87.0;26.0;28.0;-1.0;0.0;1.0;1.0
1308;Total;L Renting, buying, selling real estate;2016 4th quarter;75.0;75.0;88.0;87.0;29.0;28.0;4.0;7.0;1.0;1.0
1309;Total;L Renting, buying, selling real estate;2016;74.0;;86.0;;109.0;;0.0;1.0;;
1310;Total;L Renting, buying, selling real estate;2017 1st quarter;76.0;76.0;86.0;88.0;29.0;28.0;4.0;3.0;1.0;0.0
1311;Total;L Renting, buying, selling real estate;2017 2nd quarter;77.0;75.0;90.0;88.0;28.0;29.0;2.0;2.0;0.0;0.0
1312;Total;L Renting, buying, selling real estate;2017 3rd quarter;73.0;75.0;85.0;87.0;26.0;28.0;1.0;0.0;-1.0;-1.0
1313;Total;L Renting, buying, selling real estate;2017 4th quarter;73.0;74.0;86.0;86.0;29.0;28.0;-2.0;-2.0;-1.0;-1.0
1314;Total;L Renting, buying, selling real estate;2017;75.0;;87.0;;111.0;;1.0;1.0;;
1315;Total;L Renting, buying, selling real estate;2018 1st quarter;74.0;74.0;84.0;85.0;29.0;28.0;-2.0;-2.0;0.0;-1.0
1316;Total;L Renting, buying, selling real estate;2018 2nd quarter;76.0;75.0;86.0;85.0;27.0;28.0;-1.0;-3.0;1.0;0.0
1317;Total;L Renting, buying, selling real estate;2018 3rd quarter;74.0;75.0;84.0;86.0;26.0;28.0;0.0;-1.0;0.0;1.0
1318;Total;L Renting, buying, selling real estate;2018 4th quarter;76.0;75.0;88.0;86.0;30.0;28.0;3.0;1.0;0.0;0.0
1319;Total;L Renting, buying, selling real estate;2018;75.0;;86.0;;112.0;;0.0;-1.0;;
1320;Total;L Renting, buying, selling real estate;2019 1st quarter;74.0;75.0;85.0;86.0;28.0;27.0;0.0;1.0;0.0;0.0
1321;Total;L Renting, buying, selling real estate;2019 2nd quarter;75.0;75.0;86.0;86.0;27.0;27.0;-1.0;0.0;0.0;0.0
1322;Total;L Renting, buying, selling real estate;2019 3rd quarter;75.0;76.0;85.0;87.0;26.0;28.0;1.0;0.0;1.0;1.0
1323;Total;L Renting, buying, selling real estate;2019 4th quarter;79.0;77.0;90.0;87.0;32.0;30.0;3.0;3.0;1.0;0.0
1324;Total;L Renting, buying, selling real estate;2019;76.0;;87.0;;112.0;;1.0;1.0;;
1325;Total;L Renting, buying, selling real estate;2020 1st quarter;75.0;77.0;84.0;87.0;28.0;27.0;0.0;-1.0;0.0;0.0
1326;Total;L Renting, buying, selling real estate;2020 2nd quarter;77.0;75.0;88.0;86.0;28.0;29.0;2.0;2.0;-2.0;-2.0
1327;Total;L Renting, buying, selling real estate;2020 3rd quarter;75.0;76.0;85.0;87.0;25.0;28.0;1.0;0.0;1.0;2.0
1328;Total;L Renting, buying, selling real estate;2020 4th quarter;78.0;78.0;90.0;90.0;31.0;29.0;-1.0;0.0;1.0;2.0
1329;Total;L Renting, buying, selling real estate;2020;76.0;;87.0;;112.0;;1.0;0.0;;
1330;Total;L Renting, buying, selling real estate;2021 1st quarter;79.0;78.0;93.0;91.0;32.0;30.0;4.0;9.0;1.0;1.0
1331;Total;L Renting, buying, selling real estate;2021 2nd quarter;77.0;78.0;88.0;89.0;29.0;29.0;0.0;0.0;0.0;-2.0
1332;Total;L Renting, buying, selling real estate;2021 3rd quarter;77.0;77.0;87.0;87.0;25.0;28.0;1.0;2.0;-1.0;-2.0
1333;Total;L Renting, buying, selling real estate;2021 4th quarter;75.0;76.0;85.0;86.0;30.0;28.0;-3.0;-5.0;-1.0;-1.0
1334;Total;L Renting, buying, selling real estate;2021;77.0;;88.0;;116.0;;1.0;1.0;;
1335;Total;L Renting, buying, selling real estate;2022 1st quarter;77.0;77.0;88.0;87.0;30.0;29.0;-2.0;-6.0;1.0;1.0
1336;Total;L Renting, buying, selling real estate;2022 2nd quarter;79.0;79.0;90.0;90.0;28.0;29.0;2.0;2.0;2.0;3.0
1337;Total;L Renting, buying, selling real estate;2022 3rd quarter;80.0;80.0;91.0;91.0;28.0;30.0;3.0;5.0;1.0;2.0
1338;Total;L Renting, buying, selling real estate;2022 4th quarter;79.0;80.0;92.0;92.0;31.0;29.0;4.0;7.0;0.0;0.0
1339;Total;L Renting, buying, selling real estate;2022;79.0;;90.0;;118.0;;2.0;2.0;;
1340;Total;L Renting, buying, selling real estate;2023 1st quarter;81.0;81.0;92.0;92.0;31.0;30.0;3.0;4.0;1.0;0.0
1341;Total;L Renting, buying, selling real estate;2023 2nd quarter;80.0;80.0;91.0;91.0;29.0;30.0;1.0;1.0;0.0;-1.0
1342;Total;L Renting, buying, selling real estate;2023 3rd quarter;82.0;80.0;95.0;91.0;29.0;32.0;2.0;3.0;0.0;0.0
1343;Total;L Renting, buying, selling real estate;2023 4th quarter;80.0;81.0;92.0;92.0;31.0;30.0;1.0;0.0;1.0;1.0
1344;Total;L Renting, buying, selling real estate;2023;81.0;;92.0;;120.0;;2.0;2.0;;
1345;Total;L Renting, buying, selling real estate;2024 1st quarter;81.0;81.0;92.0;92.0;31.0;30.0;0.0;-1.0;0.0;1.0
1346;Total;L Renting, buying, selling real estate;2024 2nd quarter;84.0;83.0;95.0;95.0;30.0;31.0;3.0;5.0;2.0;2.0
1347;Total;L Renting, buying, selling real estate;2024 3rd quarter;85.0;84.0;96.0;96.0;30.0;32.0;3.0;2.0;1.0;2.0
1348;Total;L Renting, buying, selling real estate;2024 4th quarter;85.0;85.0;98.0;97.0;34.0;32.0;4.0;6.0;1.0;1.0
1349;Total;L Renting, buying, selling real estate;2024;84.0;;95.0;;125.0;;3.0;3.0;;
1350;Total;M-N Business services;1995 1st quarter;1231.0;1254.0;1432.0;1456.0;390.0;380.0;;;;
1351;Total;M-N Business services;1995 2nd quarter;1277.0;1264.0;1482.0;1468.0;373.0;386.0;;;10.0;13.0
1352;Total;M-N Business services;1995 3rd quarter;1304.0;1280.0;1513.0;1485.0;366.0;397.0;;;16.0;17.0
1353;Total;M-N Business services;1995 4th quarter;1296.0;1310.0;1505.0;1522.0;435.0;415.0;;;30.0;37.0
1354;Total;M-N Business services;1995;1277.0;;1483.0;;1565.0;;;;;
1355;Total;M-N Business services;1996 1st quarter;1319.0;1344.0;1527.0;1554.0;429.0;420.0;88.0;95.0;34.0;32.0
1356;Total;M-N Business services;1996 2nd quarter;1375.0;1361.0;1591.0;1576.0;411.0;424.0;99.0;109.0;17.0;22.0
1357;Total;M-N Business services;1996 3rd quarter;1404.0;1376.0;1622.0;1591.0;402.0;433.0;100.0;109.0;15.0;16.0
1358;Total;M-N Business services;1996 4th quarter;1376.0;1392.0;1589.0;1607.0;470.0;446.0;79.0;84.0;15.0;16.0
1359;Total;M-N Business services;1996;1369.0;;1582.0;;1712.0;;91.0;99.0;;
1360;Total;M-N Business services;1997 1st quarter;1380.0;1407.0;1591.0;1621.0;446.0;444.0;61.0;64.0;16.0;13.0
1361;Total;M-N Business services;1997 2nd quarter;1444.0;1429.0;1660.0;1644.0;441.0;451.0;69.0;69.0;22.0;23.0
1362;Total;M-N Business services;1997 3rd quarter;1482.0;1452.0;1702.0;1668.0;421.0;454.0;78.0;80.0;23.0;24.0
1363;Total;M-N Business services;1997 4th quarter;1447.0;1463.0;1663.0;1681.0;480.0;457.0;72.0;74.0;12.0;13.0
1364;Total;M-N Business services;1997;1439.0;;1654.0;;1788.0;;70.0;72.0;;
1365;Total;M-N Business services;1998 1st quarter;1442.0;1474.0;1665.0;1699.0;470.0;463.0;62.0;74.0;10.0;18.0
1366;Total;M-N Business services;1998 2nd quarter;1505.0;1488.0;1736.0;1717.0;455.0;468.0;61.0;76.0;14.0;18.0
1367;Total;M-N Business services;1998 3rd quarter;1531.0;1499.0;1765.0;1730.0;438.0;474.0;49.0;63.0;11.0;12.0
1368;Total;M-N Business services;1998 4th quarter;1488.0;1511.0;1718.0;1746.0;503.0;476.0;41.0;55.0;12.0;17.0
1369;Total;M-N Business services;1998;1492.0;;1721.0;;1866.0;;53.0;67.0;;
1370;Total;M-N Business services;1999 1st quarter;1512.0;1540.0;1748.0;1777.0;494.0;485.0;70.0;83.0;29.0;31.0
1371;Total;M-N Business services;1999 2nd quarter;1564.0;1547.0;1807.0;1789.0;475.0;488.0;59.0;72.0;7.0;13.0
1372;Total;M-N Business services;1999 3rd quarter;1586.0;1551.0;1832.0;1794.0;453.0;492.0;55.0;67.0;4.0;4.0
1373;Total;M-N Business services;1999 4th quarter;1538.0;1549.0;1778.0;1788.0;528.0;495.0;50.0;60.0;-3.0;-5.0
1374;Total;M-N Business services;1999;1550.0;;1792.0;;1950.0;;58.0;70.0;;
1375;Total;M-N Business services;2000 1st quarter;1509.0;1547.0;1742.0;1785.0;516.0;496.0;-3.0;-6.0;-2.0;-3.0
1376;Total;M-N Business services;2000 2nd quarter;1572.0;1555.0;1810.0;1793.0;491.0;504.0;7.0;3.0;9.0;8.0
1377;Total;M-N Business services;2000 3rd quarter;1600.0;1564.0;1841.0;1801.0;452.0;498.0;14.0;9.0;9.0;8.0
1378;Total;M-N Business services;2000 4th quarter;1554.0;1568.0;1788.0;1800.0;518.0;497.0;16.0;9.0;4.0;-1.0
1379;Total;M-N Business services;2000;1559.0;;1795.0;;1977.0;;9.0;4.0;;
1380;Total;M-N Business services;2001 1st quarter;1533.0;1569.0;1750.0;1793.0;518.0;501.0;24.0;8.0;1.0;-7.0
1381;Total;M-N Business services;2001 2nd quarter;1582.0;1567.0;1802.0;1787.0;487.0;502.0;10.0;-9.0;-2.0;-6.0
1382;Total;M-N Business services;2001 3rd quarter;1601.0;1566.0;1823.0;1783.0;453.0;500.0;1.0;-18.0;-2.0;-4.0
1383;Total;M-N Business services;2001 4th quarter;1550.0;1565.0;1766.0;1779.0;528.0;500.0;-4.0;-22.0;-1.0;-4.0
1384;Total;M-N Business services;2001;1567.0;;1785.0;;1986.0;;8.0;-10.0;;
1385;Total;M-N Business services;2002 1st quarter;1534.0;1568.0;1737.0;1777.0;509.0;497.0;1.0;-13.0;3.0;-2.0
1386;Total;M-N Business services;2002 2nd quarter;1582.0;1567.0;1793.0;1774.0;480.0;497.0;0.0;-9.0;-1.0;-3.0
1387;Total;M-N Business services;2002 3rd quarter;1593.0;1566.0;1804.0;1772.0;450.0;492.0;-8.0;-18.0;-1.0;-1.0
1388;Total;M-N Business services;2002 4th quarter;1548.0;1562.0;1753.0;1767.0;518.0;490.0;-3.0;-12.0;-4.0;-6.0
1389;Total;M-N Business services;2002;1564.0;;1772.0;;1957.0;;-2.0;-13.0;;
1390;Total;M-N Business services;2003 1st quarter;1516.0;1543.0;1712.0;1743.0;499.0;486.0;-18.0;-25.0;-19.0;-23.0
1391;Total;M-N Business services;2003 2nd quarter;1540.0;1533.0;1739.0;1731.0;465.0;482.0;-42.0;-53.0;-10.0;-12.0
1392;Total;M-N Business services;2003 3rd quarter;1561.0;1528.0;1763.0;1727.0;445.0;486.0;-32.0;-41.0;-5.0;-4.0
1393;Total;M-N Business services;2003 4th quarter;1518.0;1539.0;1714.0;1741.0;511.0;484.0;-30.0;-39.0;12.0;14.0
1394;Total;M-N Business services;2003;1534.0;;1732.0;;1920.0;;-31.0;-40.0;;
1395;Total;M-N Business services;2004 1st quarter;1484.0;1505.0;1704.0;1728.0;506.0;488.0;-32.0;-8.0;-34.0;-13.0
1396;Total;M-N Business services;2004 2nd quarter;1529.0;1522.0;1755.0;1746.0;471.0;490.0;-11.0;16.0;16.0;18.0
1397;Total;M-N Business services;2004 3rd quarter;1559.0;1529.0;1788.0;1755.0;450.0;490.0;-2.0;25.0;7.0;9.0
1398;Total;M-N Business services;2004 4th quarter;1518.0;1534.0;1742.0;1762.0;530.0;493.0;1.0;28.0;5.0;7.0
1399;Total;M-N Business services;2004;1523.0;;1747.0;;1957.0;;-11.0;15.0;;
1400;Total;M-N Business services;2005 1st quarter;1526.0;1546.0;1757.0;1779.0;508.0;493.0;42.0;53.0;12.0;17.0
1401;Total;M-N Business services;2005 2nd quarter;1565.0;1559.0;1800.0;1792.0;483.0;496.0;36.0;45.0;12.0;13.0
