ID;BedrijfstakkenEnSectoren;TypeKapitaalgoederen;Perioden;KapitaalgoederenvoorraadBeginbalans_1;Herwaardering_2;InvestInVasteActivaProdEnInvoer_3;Afschrijvingen_4;HandelEnOverigeMutaties_5;StatistischVerschil_6;KapitaalgoederenvoorraadEindbalans_7;VolumeIndexcijfers2021100_8
696;Totale binnenlandse sectoren;Totaal vervoermiddelen;1995;35331.0;35.0;6434.0;5130.0;-660.0;0.0;36010.0;58.2
697;Totale binnenlandse sectoren;Totaal vervoermiddelen;1996;36010.0;161.0;6556.0;5152.0;-834.0;-1.0;36740.0;59.1
698;Totale binnenlandse sectoren;Totaal vervoermiddelen;1997;36740.0;-53.0;6441.0;5186.0;-615.0;1.0;37328.0;60.2
699;Totale binnenlandse sectoren;Totaal vervoermiddelen;1998;37328.0;727.0;7634.0;5412.0;-966.0;0.0;39311.0;62.2
700;Totale binnenlandse sectoren;Totaal vervoermiddelen;1999;39311.0;235.0;8186.0;5647.0;-1098.0;0.0;40987.0;64.4
701;Totale binnenlandse sectoren;Totaal vervoermiddelen;2000;40987.0;865.0;8509.0;6059.0;-1070.0;1.0;43233.0;66.6
702;Totale binnenlandse sectoren;Totaal vervoermiddelen;2001;43233.0;33.0;8600.0;6348.0;-1700.0;0.0;43818.0;67.4
703;Totale binnenlandse sectoren;Totaal vervoermiddelen;2002;43818.0;998.0;7932.0;6489.0;-1755.0;-1.0;44503.0;66.9
704;Totale binnenlandse sectoren;Totaal vervoermiddelen;2003;44503.0;329.0;9291.0;6580.0;-2103.0;0.0;45440.0;67.8
705;Totale binnenlandse sectoren;Totaal vervoermiddelen;2004;45440.0;357.0;9128.0;6693.0;-2167.0;1.0;46066.0;68.2
706;Totale binnenlandse sectoren;Totaal vervoermiddelen;2005;46066.0;1099.0;9272.0;6854.0;-2534.0;0.0;47049.0;68.1
707;Totale binnenlandse sectoren;Totaal vervoermiddelen;2006;47049.0;615.0;10508.0;6953.0;-2631.0;-1.0;48587.0;69.4
708;Totale binnenlandse sectoren;Totaal vervoermiddelen;2007;48587.0;661.0;11056.0;7136.0;-2914.0;0.0;50254.0;70.8
709;Totale binnenlandse sectoren;Totaal vervoermiddelen;2008;50254.0;447.0;11841.0;7242.0;-2866.0;0.0;52434.0;73.2
710;Totale binnenlandse sectoren;Totaal vervoermiddelen;2009;52434.0;839.0;9247.0;7281.0;-2867.0;1.0;52373.0;72.0
711;Totale binnenlandse sectoren;Totaal vervoermiddelen;2010;52373.0;782.0;9209.0;7099.0;-2991.0;1.0;52275.0;70.8
712;Totale binnenlandse sectoren;Totaal vervoermiddelen;2011;52275.0;-243.0;11573.0;7071.0;-3182.0;0.0;53352.0;72.6
713;Totale binnenlandse sectoren;Totaal vervoermiddelen;2012;53352.0;771.0;11450.0;7284.0;-2755.0;0.0;55534.0;74.5
714;Totale binnenlandse sectoren;Totaal vervoermiddelen;2013;55534.0;432.0;10499.0;7435.0;-2753.0;0.0;56277.0;74.9
715;Totale binnenlandse sectoren;Totaal vervoermiddelen;2014;56277.0;722.0;9945.0;7479.0;-3043.0;0.0;56422.0;74.1
716;Totale binnenlandse sectoren;Totaal vervoermiddelen;2015;56422.0;1874.0;14026.0;7949.0;-3147.0;0.0;61226.0;77.9
717;Totale binnenlandse sectoren;Totaal vervoermiddelen;2016;61226.0;556.0;14784.0;8340.0;-2783.0;-1.0;65442.0;82.5
718;Totale binnenlandse sectoren;Totaal vervoermiddelen;2017;65442.0;303.0;17141.0;8895.0;-2625.0;1.0;71367.0;89.5
719;Totale binnenlandse sectoren;Totaal vervoermiddelen;2018;71367.0;237.0;16331.0;9692.0;-3228.0;0.0;75015.0;93.8
720;Totale binnenlandse sectoren;Totaal vervoermiddelen;2019;75015.0;1998.0;20380.0;10607.0;-3496.0;-1.0;83289.0;101.4
721;Totale binnenlandse sectoren;Totaal vervoermiddelen;2020;83289.0;1412.0;14502.0;11228.0;-3665.0;0.0;84310.0;101.0
722;Totale binnenlandse sectoren;Totaal vervoermiddelen;2021;84310.0;1931.0;15150.0;11499.0;-4479.0;0.0;85413.0;100.0
723;Totale binnenlandse sectoren;Totaal vervoermiddelen;2022;85413.0;5729.0;16195.0;12098.0;-4886.0;-1.0;90352.0;99.1
724;Totale binnenlandse sectoren;Totaal vervoermiddelen;2023;90352.0;3944.0;20064.0;12648.0;-5233.0;0.0;96479.0;101.4
725;Totale binnenlandse sectoren;Personenauto's;1995;9971.0;-47.0;2941.0;2303.0;-554.0;0.0;10008.0;42.7
726;Totale binnenlandse sectoren;Personenauto's;1996;10008.0;153.0;3318.0;2319.0;-364.0;0.0;10796.0;45.4
727;Totale binnenlandse sectoren;Personenauto's;1997;10796.0;-58.0;3695.0;2416.0;-398.0;0.0;11619.0;49.1
728;Totale binnenlandse sectoren;Personenauto's;1998;11619.0;129.0;4183.0;2602.0;-716.0;0.0;12613.0;52.8
729;Totale binnenlandse sectoren;Personenauto's;1999;12613.0;18.0;4863.0;2788.0;-764.0;0.0;13942.0;58.2
730;Totale binnenlandse sectoren;Personenauto's;2000;13942.0;479.0;4993.0;3113.0;-800.0;0.0;15501.0;62.6
731;Totale binnenlandse sectoren;Personenauto's;2001;15501.0;230.0;5250.0;3369.0;-1130.0;0.0;16482.0;65.6
732;Totale binnenlandse sectoren;Personenauto's;2002;16482.0;136.0;4963.0;3482.0;-1152.0;0.0;16947.0;66.9
733;Totale binnenlandse sectoren;Personenauto's;2003;16947.0;85.0;5053.0;3571.0;-1364.0;1.0;17151.0;67.4
734;Totale binnenlandse sectoren;Personenauto's;2004;17151.0;285.0;5617.0;3657.0;-1539.0;0.0;17857.0;69.0
735;Totale binnenlandse sectoren;Personenauto's;2005;17857.0;400.0;5871.0;3784.0;-1696.0;0.0;18648.0;70.5
736;Totale binnenlandse sectoren;Personenauto's;2006;18648.0;353.0;6419.0;3908.0;-1656.0;0.0;19856.0;73.6
737;Totale binnenlandse sectoren;Personenauto's;2007;19856.0;295.0;7111.0;4068.0;-1759.0;1.0;21436.0;78.3
738;Totale binnenlandse sectoren;Personenauto's;2008;21436.0;-433.0;6612.0;4081.0;-1921.0;0.0;21613.0;80.6
739;Totale binnenlandse sectoren;Personenauto's;2009;21613.0;154.0;4695.0;4012.0;-2018.0;1.0;20433.0;75.7
740;Totale binnenlandse sectoren;Personenauto's;2010;20433.0;27.0;5252.0;3788.0;-2250.0;0.0;19674.0;72.8
741;Totale binnenlandse sectoren;Personenauto's;2011;19674.0;-280.0;6428.0;3749.0;-2105.0;1.0;19969.0;74.9
742;Totale binnenlandse sectoren;Personenauto's;2012;19969.0;136.0;6493.0;3866.0;-1555.0;0.0;21177.0;78.9
743;Totale binnenlandse sectoren;Personenauto's;2013;21177.0;40.0;5772.0;3985.0;-1550.0;-1.0;21453.0;79.8
744;Totale binnenlandse sectoren;Personenauto's;2014;21453.0;111.0;5627.0;4031.0;-1967.0;0.0;21193.0;78.4
745;Totale binnenlandse sectoren;Personenauto's;2015;21193.0;212.0;8029.0;4292.0;-2222.0;0.0;22920.0;84.0
746;Totale binnenlandse sectoren;Personenauto's;2016;22920.0;426.0;7066.0;4467.0;-2017.0;1.0;23929.0;86.1
747;Totale binnenlandse sectoren;Personenauto's;2017;23929.0;347.0;7848.0;4684.0;-1723.0;0.0;25717.0;91.2
748;Totale binnenlandse sectoren;Personenauto's;2018;25717.0;871.0;9333.0;5230.0;-2328.0;0.0;28363.0;97.2
749;Totale binnenlandse sectoren;Personenauto's;2019;28363.0;668.0;10852.0;5738.0;-2696.0;1.0;31450.0;105.4
750;Totale binnenlandse sectoren;Personenauto's;2020;31450.0;1189.0;8605.0;6119.0;-2746.0;-1.0;32378.0;104.5
751;Totale binnenlandse sectoren;Personenauto's;2021;32378.0;1117.0;8065.0;6216.0;-3294.0;0.0;32050.0;100.0
752;Totale binnenlandse sectoren;Personenauto's;2022;32050.0;2122.0;8340.0;6356.0;-3871.0;0.0;32285.0;94.5
753;Totale binnenlandse sectoren;Personenauto's;2023;32285.0;967.0;10522.0;6381.0;-3736.0;0.0;33657.0;95.6
754;Totale binnenlandse sectoren;Overige wegvervoermiddelen;1995;7329.0;-83.0;1422.0;1478.0;-64.0;-1.0;7125.0;54.4
755;Totale binnenlandse sectoren;Overige wegvervoermiddelen;1996;7125.0;34.0;1528.0;1447.0;-205.0;0.0;7035.0;53.4
756;Totale binnenlandse sectoren;Overige wegvervoermiddelen;1997;7035.0;-86.0;1527.0;1394.0;-182.0;0.0;6900.0;53.0
757;Totale binnenlandse sectoren;Overige wegvervoermiddelen;1998;6900.0;-49.0;1940.0;1399.0;-239.0;1.0;7154.0;55.4
758;Totale binnenlandse sectoren;Overige wegvervoermiddelen;1999;7154.0;-5.0;2097.0;1443.0;-194.0;0.0;7609.0;58.9
759;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2000;7609.0;161.0;1851.0;1519.0;-241.0;0.0;7861.0;59.6
760;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2001;7861.0;40.0;2126.0;1558.0;-428.0;0.0;8041.0;60.7
761;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2002;8041.0;52.0;1874.0;1565.0;-485.0;0.0;7917.0;59.4
762;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2003;7917.0;28.0;1978.0;1544.0;-609.0;-1.0;7769.0;58.1
763;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2004;7769.0;47.0;2120.0;1543.0;-529.0;-1.0;7863.0;58.4
764;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2005;7863.0;110.0;2043.0;1550.0;-711.0;0.0;7755.0;56.8
765;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2006;7755.0;50.0;2356.0;1521.0;-847.0;1.0;7794.0;56.7
766;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2007;7794.0;177.0;2536.0;1551.0;-1032.0;0.0;7924.0;56.4
767;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2008;7924.0;238.0;3125.0;1613.0;-841.0;1.0;8834.0;61.0
768;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2009;8834.0;37.0;2157.0;1645.0;-763.0;-1.0;8619.0;59.3
769;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2010;8619.0;258.0;1999.0;1630.0;-650.0;0.0;8596.0;57.4
770;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2011;8596.0;98.0;2679.0;1637.0;-937.0;0.0;8799.0;58.1
771;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2012;8799.0;119.0;2819.0;1671.0;-1028.0;-1.0;9037.0;58.9
772;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2013;9037.0;128.0;2605.0;1686.0;-1029.0;1.0;9056.0;58.2
773;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2014;9056.0;-28.0;2658.0;1655.0;-875.0;0.0;9156.0;59.0
774;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2015;9156.0;26.0;3021.0;1713.0;-836.0;0.0;9654.0;62.0
775;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2016;9654.0;79.0;3541.0;1816.0;-620.0;0.0;10838.0;69.1
776;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2017;10838.0;-40.0;3782.0;1978.0;-721.0;0.0;11881.0;76.0
777;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2018;11881.0;-12.0;4280.0;2173.0;-772.0;-1.0;13203.0;84.6
778;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2019;13203.0;165.0;4560.0;2416.0;-738.0;1.0;14775.0;93.5
779;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2020;14775.0;234.0;3717.0;2598.0;-767.0;-1.0;15360.0;95.7
780;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2021;15360.0;207.0;4542.0;2752.0;-1083.0;0.0;16274.0;100.0
781;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2022;16274.0;822.0;4530.0;2987.0;-912.0;1.0;17728.0;103.7
782;Totale binnenlandse sectoren;Overige wegvervoermiddelen;2023;17728.0;1151.0;5719.0;3346.0;-1321.0;-1.0;19930.0;109.5
783;Totale binnenlandse sectoren;Treinen en trams;1995;2635.0;18.0;297.0;193.0;0.0;0.0;2757.0;64.3
784;Totale binnenlandse sectoren;Treinen en trams;1996;2757.0;68.0;260.0;204.0;0.0;0.0;2881.0;65.6
785;Totale binnenlandse sectoren;Treinen en trams;1997;2881.0;41.0;183.0;209.0;0.0;0.0;2896.0;65.0
786;Totale binnenlandse sectoren;Treinen en trams;1998;2896.0;71.0;176.0;213.0;0.0;0.0;2930.0;64.2
787;Totale binnenlandse sectoren;Treinen en trams;1999;2930.0;16.0;66.0;210.0;0.0;0.0;2802.0;61.1
788;Totale binnenlandse sectoren;Treinen en trams;2000;2802.0;62.0;172.0;210.0;0.0;0.0;2826.0;60.3
789;Totale binnenlandse sectoren;Treinen en trams;2001;2826.0;124.0;200.0;218.0;0.0;0.0;2932.0;59.9
790;Totale binnenlandse sectoren;Treinen en trams;2002;2932.0;125.0;269.0;228.0;0.0;0.0;3098.0;60.7
791;Totale binnenlandse sectoren;Treinen en trams;2003;3098.0;66.0;527.0;243.0;0.0;-1.0;3447.0;66.1
792;Totale binnenlandse sectoren;Treinen en trams;2004;3447.0;203.0;484.0;274.0;0.0;-1.0;3859.0;69.9
793;Totale binnenlandse sectoren;Treinen en trams;2005;3859.0;128.0;435.0;295.0;0.0;1.0;4128.0;72.4
794;Totale binnenlandse sectoren;Treinen en trams;2006;4128.0;42.0;394.0;306.0;0.0;-1.0;4257.0;73.9
795;Totale binnenlandse sectoren;Treinen en trams;2007;4257.0;72.0;310.0;315.0;0.0;0.0;4324.0;73.8
796;Totale binnenlandse sectoren;Treinen en trams;2008;4324.0;161.0;414.0;331.0;0.0;0.0;4568.0;75.2
797;Totale binnenlandse sectoren;Treinen en trams;2009;4568.0;175.0;578.0;354.0;0.0;0.0;4967.0;78.7
798;Totale binnenlandse sectoren;Treinen en trams;2010;4967.0;154.0;434.0;375.0;0.0;-1.0;5179.0;79.6
799;Totale binnenlandse sectoren;Treinen en trams;2011;5179.0;124.0;441.0;389.0;0.0;0.0;5355.0;80.4
800;Totale binnenlandse sectoren;Treinen en trams;2012;5355.0;171.0;509.0;408.0;0.0;0.0;5627.0;81.9
801;Totale binnenlandse sectoren;Treinen en trams;2013;5627.0;138.0;481.0;424.0;0.0;0.0;5822.0;82.7
802;Totale binnenlandse sectoren;Treinen en trams;2014;5822.0;189.0;422.0;441.0;0.0;0.0;5992.0;82.4
803;Totale binnenlandse sectoren;Treinen en trams;2015;5992.0;160.0;405.0;452.0;0.0;0.0;6105.0;81.8
804;Totale binnenlandse sectoren;Treinen en trams;2016;6105.0;83.0;542.0;460.0;0.0;1.0;6271.0;82.9
805;Totale binnenlandse sectoren;Treinen en trams;2017;6271.0;39.0;1701.0;503.0;0.0;0.0;7508.0;98.6
806;Totale binnenlandse sectoren;Treinen en trams;2018;7508.0;-45.0;463.0;536.0;0.0;0.0;7390.0;97.7
807;Totale binnenlandse sectoren;Treinen en trams;2019;7390.0;261.0;655.0;559.0;0.0;0.0;7747.0;98.9
808;Totale binnenlandse sectoren;Treinen en trams;2020;7747.0;119.0;628.0;574.0;0.0;-1.0;7919.0;99.6
809;Totale binnenlandse sectoren;Treinen en trams;2021;7919.0;134.0;624.0;589.0;0.0;0.0;8088.0;100.0
810;Totale binnenlandse sectoren;Treinen en trams;2022;8088.0;400.0;475.0;617.0;0.0;0.0;8346.0;98.3
811;Totale binnenlandse sectoren;Treinen en trams;2023;8346.0;275.0;464.0;630.0;0.0;-1.0;8454.0;96.4
812;Totale binnenlandse sectoren;Schepen;1995;9140.0;168.0;632.0;513.0;-18.0;1.0;9410.0;66.0
813;Totale binnenlandse sectoren;Schepen;1996;9410.0;-71.0;762.0;519.0;-1.0;0.0;9581.0;67.7
814;Totale binnenlandse sectoren;Schepen;1997;9581.0;-45.0;478.0;524.0;0.0;0.0;9490.0;67.4
815;Totale binnenlandse sectoren;Schepen;1998;9490.0;510.0;741.0;558.0;0.0;0.0;10183.0;68.6
816;Totale binnenlandse sectoren;Schepen;1999;10183.0;115.0;844.0;577.0;0.0;-1.0;10564.0;70.4
817;Totale binnenlandse sectoren;Schepen;2000;10564.0;65.0;564.0;590.0;0.0;1.0;10604.0;70.2
818;Totale binnenlandse sectoren;Schepen;2001;10604.0;-325.0;443.0;572.0;0.0;-1.0;10149.0;69.3
819;Totale binnenlandse sectoren;Schepen;2002;10149.0;628.0;463.0;606.0;0.0;1.0;10635.0;68.4
820;Totale binnenlandse sectoren;Schepen;2003;10635.0;244.0;575.0;620.0;0.0;1.0;10835.0;68.1
821;Totale binnenlandse sectoren;Schepen;2004;10835.0;-212.0;472.0;607.0;0.0;0.0;10488.0;67.3
822;Totale binnenlandse sectoren;Schepen;2005;10488.0;206.0;522.0;617.0;0.0;1.0;10600.0;66.7
823;Totale binnenlandse sectoren;Schepen;2006;10600.0;77.0;772.0;625.0;0.0;0.0;10824.0;67.6
824;Totale binnenlandse sectoren;Schepen;2007;10824.0;-11.0;1048.0;637.0;0.0;0.0;11224.0;70.2
825;Totale binnenlandse sectoren;Schepen;2008;11224.0;208.0;1326.0;672.0;0.0;0.0;12086.0;74.2
826;Totale binnenlandse sectoren;Schepen;2009;12086.0;279.0;922.0;707.0;0.0;0.0;12580.0;75.5
827;Totale binnenlandse sectoren;Schepen;2010;12580.0;207.0;1188.0;735.0;0.0;-1.0;13239.0;78.1
828;Totale binnenlandse sectoren;Schepen;2011;13239.0;-207.0;1388.0;749.0;0.0;0.0;13671.0;82.0
829;Totale binnenlandse sectoren;Schepen;2012;13671.0;-86.0;848.0;762.0;0.0;0.0;13671.0;82.5
830;Totale binnenlandse sectoren;Schepen;2013;13671.0;182.0;1041.0;783.0;0.0;0.0;14111.0;84.0
831;Totale binnenlandse sectoren;Schepen;2014;14111.0;278.0;777.0;808.0;0.0;1.0;14359.0;83.8
832;Totale binnenlandse sectoren;Schepen;2015;14359.0;164.0;1098.0;826.0;0.0;0.0;14795.0;85.4
833;Totale binnenlandse sectoren;Schepen;2016;14795.0;-169.0;1100.0;831.0;0.0;-1.0;14894.0;87.0
834;Totale binnenlandse sectoren;Schepen;2017;14894.0;-339.0;1832.0;841.0;-13.0;1.0;15534.0;92.8
835;Totale binnenlandse sectoren;Schepen;2018;15534.0;-288.0;1004.0;851.0;0.0;0.0;15399.0;93.7
836;Totale binnenlandse sectoren;Schepen;2019;15399.0;176.0;2447.0;899.0;0.0;0.0;17123.0;103.1
837;Totale binnenlandse sectoren;Schepen;2020;17123.0;-35.0;613.0;928.0;0.0;1.0;16774.0;101.2
838;Totale binnenlandse sectoren;Schepen;2021;16774.0;573.0;756.0;956.0;0.0;-1.0;17146.0;100.0
839;Totale binnenlandse sectoren;Schepen;2022;17146.0;494.0;1639.0;999.0;0.0;1.0;18281.0;103.6
840;Totale binnenlandse sectoren;Schepen;2023;18281.0;627.0;1539.0;1062.0;0.0;1.0;19386.0;106.3
841;Totale binnenlandse sectoren;Vliegtuigen;1995;6256.0;-21.0;1142.0;643.0;-24.0;0.0;6710.0;103.8
842;Totale binnenlandse sectoren;Vliegtuigen;1996;6710.0;-23.0;688.0;664.0;-263.0;-1.0;6447.0;100.1
843;Totale binnenlandse sectoren;Vliegtuigen;1997;6447.0;96.0;558.0;643.0;-35.0;0.0;6423.0;98.3
844;Totale binnenlandse sectoren;Vliegtuigen;1998;6423.0;65.0;594.0;639.0;-11.0;0.0;6432.0;97.4
845;Totale binnenlandse sectoren;Vliegtuigen;1999;6432.0;91.0;316.0;629.0;-140.0;1.0;6071.0;90.7
846;Totale binnenlandse sectoren;Vliegtuigen;2000;6071.0;99.0;929.0;627.0;-29.0;-1.0;6442.0;94.7
847;Totale binnenlandse sectoren;Vliegtuigen;2001;6442.0;-37.0;581.0;631.0;-142.0;1.0;6214.0;91.8
848;Totale binnenlandse sectoren;Vliegtuigen;2002;6214.0;56.0;363.0;607.0;-118.0;-1.0;5907.0;86.5
849;Totale binnenlandse sectoren;Vliegtuigen;2003;5907.0;-94.0;1158.0;602.0;-130.0;0.0;6239.0;92.9
850;Totale binnenlandse sectoren;Vliegtuigen;2004;6239.0;35.0;435.0;612.0;-99.0;0.0;5998.0;88.8
851;Totale binnenlandse sectoren;Vliegtuigen;2005;5998.0;253.0;401.0;608.0;-127.0;1.0;5918.0;84.1
852;Totale binnenlandse sectoren;Vliegtuigen;2006;5918.0;93.0;567.0;593.0;-129.0;1.0;5857.0;81.9
853;Totale binnenlandse sectoren;Vliegtuigen;2007;5857.0;127.0;51.0;565.0;-123.0;-1.0;5346.0;73.2
854;Totale binnenlandse sectoren;Vliegtuigen;2008;5346.0;272.0;364.0;545.0;-104.0;0.0;5333.0;69.5
855;Totale binnenlandse sectoren;Vliegtuigen;2009;5333.0;195.0;895.0;562.0;-86.0;-1.0;5774.0;72.5
856;Totale binnenlandse sectoren;Vliegtuigen;2010;5774.0;136.0;336.0;570.0;-91.0;1.0;5586.0;68.6
857;Totale binnenlandse sectoren;Vliegtuigen;2011;5586.0;22.0;637.0;547.0;-141.0;1.0;5558.0;68.0
858;Totale binnenlandse sectoren;Vliegtuigen;2012;5558.0;431.0;781.0;576.0;-172.0;-1.0;6021.0;68.3
859;Totale binnenlandse sectoren;Vliegtuigen;2013;6021.0;-57.0;600.0;556.0;-174.0;1.0;5835.0;66.8
860;Totale binnenlandse sectoren;Vliegtuigen;2014;5835.0;172.0;461.0;545.0;-202.0;0.0;5721.0;63.7
861;Totale binnenlandse sectoren;Vliegtuigen;2015;5721.0;1312.0;1473.0;666.0;-89.0;0.0;7751.0;70.2
862;Totale binnenlandse sectoren;Vliegtuigen;2016;7751.0;136.0;2535.0;767.0;-146.0;1.0;9510.0;84.6
863;Totale binnenlandse sectoren;Vliegtuigen;2017;9510.0;296.0;1978.0;889.0;-168.0;0.0;10727.0;92.5
864;Totale binnenlandse sectoren;Vliegtuigen;2018;10727.0;-289.0;1251.0;902.0;-128.0;0.0;10659.0;94.5
865;Totale binnenlandse sectoren;Vliegtuigen;2019;10659.0;727.0;1866.0;995.0;-62.0;0.0;12195.0;101.2
866;Totale binnenlandse sectoren;Vliegtuigen;2020;12195.0;-94.0;939.0;1008.0;-152.0;0.0;11880.0;99.4
867;Totale binnenlandse sectoren;Vliegtuigen;2021;11880.0;-101.0;1163.0;986.0;-102.0;0.0;11854.0;100.0
868;Totale binnenlandse sectoren;Vliegtuigen;2022;11854.0;1891.0;1211.0;1139.0;-103.0;-1.0;13713.0;99.8
869;Totale binnenlandse sectoren;Vliegtuigen;2023;13713.0;924.0;1820.0;1229.0;-176.0;0.0;15052.0;102.6
870;Totale binnenlandse sectoren;Computers;1995;6040.0;-831.0;2427.0;1606.0;0.0;0.0;6030.0;5.9
871;Totale binnenlandse sectoren;Computers;1996;6030.0;-1130.0;2902.0;1574.0;0.0;0.0;6228.0;7.5
872;Totale binnenlandse sectoren;Computers;1997;6228.0;-50.0;3107.0;1900.0;0.0;0.0;7385.0;9.0
873;Totale binnenlandse sectoren;Computers;1998;7385.0;-1522.0;3348.0;1845.0;0.0;-1.0;7365.0;11.3
874;Totale binnenlandse sectoren;Computers;1999;7365.0;-1285.0;3852.0;1937.0;0.0;0.0;7995.0;14.9
875;Totale binnenlandse sectoren;Computers;2000;7995.0;-790.0;3895.0;2207.0;0.0;-1.0;8892.0;18.4
876;Totale binnenlandse sectoren;Computers;2001;8892.0;-1215.0;3997.0;2351.0;0.0;0.0;9323.0;22.3
877;Totale binnenlandse sectoren;Computers;2002;9323.0;-1280.0;3645.0;2431.0;0.0;-1.0;9256.0;25.7
878;Totale binnenlandse sectoren;Computers;2003;9256.0;-1066.0;3812.0;2524.0;0.0;1.0;9479.0;29.7
879;Totale binnenlandse sectoren;Computers;2004;9479.0;-631.0;3758.0;2714.0;0.0;0.0;9892.0;33.2
880;Totale binnenlandse sectoren;Computers;2005;9892.0;-1007.0;3861.0;2764.0;0.0;0.0;9982.0;37.3
881;Totale binnenlandse sectoren;Computers;2006;9982.0;-924.0;3877.0;2827.0;0.0;0.0;10108.0;41.6
882;Totale binnenlandse sectoren;Computers;2007;10108.0;-581.0;4238.0;3000.0;0.0;1.0;10766.0;47.0
883;Totale binnenlandse sectoren;Computers;2008;10766.0;-1047.0;4262.0;3052.0;0.0;-1.0;10928.0;52.9
884;Totale binnenlandse sectoren;Computers;2009;10928.0;-789.0;4144.0;3158.0;0.0;0.0;11125.0;58.0
885;Totale binnenlandse sectoren;Computers;2010;11125.0;-271.0;3938.0;3355.0;0.0;0.0;11437.0;61.1
886;Totale binnenlandse sectoren;Computers;2011;11437.0;-525.0;4163.0;3436.0;0.0;0.0;11639.0;65.2
887;Totale binnenlandse sectoren;Computers;2012;11639.0;-213.0;4156.0;3596.0;0.0;0.0;11986.0;68.4
888;Totale binnenlandse sectoren;Computers;2013;11986.0;-41.0;4129.0;3761.0;0.0;0.0;12313.0;70.5
889;Totale binnenlandse sectoren;Computers;2014;12313.0;-38.0;4071.0;3877.0;0.0;0.0;12469.0;71.6
890;Totale binnenlandse sectoren;Computers;2015;12469.0;-287.0;4104.0;3881.0;0.0;0.0;12405.0;73.0
891;Totale binnenlandse sectoren;Computers;2016;12405.0;-369.0;3991.0;3840.0;0.0;-1.0;12186.0;73.9
892;Totale binnenlandse sectoren;Computers;2017;12186.0;-42.0;4212.0;3901.0;0.0;-1.0;12454.0;75.7
893;Totale binnenlandse sectoren;Computers;2018;12454.0;31.0;4311.0;3999.0;0.0;0.0;12797.0;77.6
894;Totale binnenlandse sectoren;Computers;2019;12797.0;-461.0;5056.0;4019.0;0.0;0.0;13373.0;84.2
895;Totale binnenlandse sectoren;Computers;2020;13373.0;-292.0;5672.0;4229.0;0.0;0.0;14524.0;93.5
896;Totale binnenlandse sectoren;Computers;2021;14524.0;162.0;5647.0;4618.0;0.0;0.0;15715.0;100.0
897;Totale binnenlandse sectoren;Computers;2022;15715.0;863.0;6408.0;5228.0;0.0;0.0;17758.0;107.1
898;Totale binnenlandse sectoren;Computers;2023;17758.0;77.0;5661.0;5525.0;0.0;1.0;17972.0;107.9
899;Totale binnenlandse sectoren;Telecommunicatie apparatuur;1995;946.0;-8.0;428.0;418.0;0.0;0.0;948.0;17.7
900;Totale binnenlandse sectoren;Telecommunicatie apparatuur;1996;948.0;-2.0;498.0;431.0;0.0;1.0;1014.0;19.0
901;Totale binnenlandse sectoren;Telecommunicatie apparatuur;1997;1014.0;-43.0;542.0;443.0;0.0;0.0;1070.0;20.9
902;Totale binnenlandse sectoren;Telecommunicatie apparatuur;1998;1070.0;-33.0;684.0;485.0;0.0;0.0;1236.0;24.9
903;Totale binnenlandse sectoren;Telecommunicatie apparatuur;1999;1236.0;-44.0;778.0;550.0;-2.0;1.0;1419.0;29.7
904;Totale binnenlandse sectoren;Telecommunicatie apparatuur;2000;1419.0;-15.0;766.0;622.0;0.0;0.0;1548.0;32.7
905;Totale binnenlandse sectoren;Telecommunicatie apparatuur;2001;1548.0;-66.0;684.0;643.0;0.0;0.0;1523.0;33.6
906;Totale binnenlandse sectoren;Telecommunicatie apparatuur;2002;1523.0;-78.0;625.0;629.0;0.0;0.0;1441.0;33.5
907;Totale binnenlandse sectoren;Telecommunicatie apparatuur;2003;1441.0;-67.0;674.0;616.0;0.0;0.0;1432.0;34.9
908;Totale binnenlandse sectoren;Telecommunicatie apparatuur;2004;1432.0;-97.0;679.0;601.0;0.0;-1.0;1412.0;37.0
909;Totale binnenlandse sectoren;Telecommunicatie apparatuur;2005;1412.0;-83.0;715.0;602.0;0.0;0.0;1442.0;40.1
