ID;SBI93;Bestemming;Perioden;Omzetontwikkeling_1;Aandeel_2
2030;2100a Papier- en grafische industrie;Binnenland;1997 4e kwartaal;3;94
2031;2100a Papier- en grafische industrie;Binnenland;1997;1;93
2032;2100a Papier- en grafische industrie;Binnenland;1998 januari;-1;91
2033;2100a Papier- en grafische industrie;Binnenland;1998 februari;5;91
2034;2100a Papier- en grafische industrie;Binnenland;1998 maart;11;91
2035;2100a Papier- en grafische industrie;Binnenland;1998 1e kwartaal;5;90
2036;2100a Papier- en grafische industrie;Binnenland;1998 april;5;91
2037;2100a Papier- en grafische industrie;Binnenland;1998 mei;4;91
2038;2100a Papier- en grafische industrie;Binnenland;1998 juni;10;90
2039;2100a Papier- en grafische industrie;Binnenland;1998 2e kwartaal;6;91
2040;2100a Papier- en grafische industrie;Binnenland;1998 juli;6;92
2041;2100a Papier- en grafische industrie;Binnenland;1998 augustus;6;91
2042;2100a Papier- en grafische industrie;Binnenland;1998 september;6;91
2043;2100a Papier- en grafische industrie;Binnenland;1998 3e kwartaal;7;91
2044;2100a Papier- en grafische industrie;Binnenland;1998 oktober;8;90
2045;2100a Papier- en grafische industrie;Binnenland;1998 november;6;90
2046;2100a Papier- en grafische industrie;Binnenland;1998 december;8;89
2047;2100a Papier- en grafische industrie;Binnenland;1998 4e kwartaal;7;89
2048;2100a Papier- en grafische industrie;Binnenland;1998;7;87
2049;2100a Papier- en grafische industrie;Binnenland;1999 januari;-2;97
2050;2100a Papier- en grafische industrie;Binnenland;1999 februari;1;96
2051;2100a Papier- en grafische industrie;Binnenland;1999 maart;6;96
2052;2100a Papier- en grafische industrie;Binnenland;1999 1e kwartaal;2;96
2053;2100a Papier- en grafische industrie;Binnenland;1999 april;-2;97
2054;2100a Papier- en grafische industrie;Binnenland;1999 mei;-1;96
2055;2100a Papier- en grafische industrie;Binnenland;1999 juni;6;97
2056;2100a Papier- en grafische industrie;Binnenland;1999 2e kwartaal;1;97
2057;2100a Papier- en grafische industrie;Binnenland;1999 juli;2;97
2058;2100a Papier- en grafische industrie;Binnenland;1999 augustus;6;96
2059;2100a Papier- en grafische industrie;Binnenland;1999 september;4;96
2060;2100a Papier- en grafische industrie;Binnenland;1999 3e kwartaal;4;96
2061;2100a Papier- en grafische industrie;Binnenland;1999 oktober;-2;97
2062;2100a Papier- en grafische industrie;Binnenland;1999 november;8;97
2063;2100a Papier- en grafische industrie;Binnenland;1999 december;14;97
2064;2100a Papier- en grafische industrie;Binnenland;1999 4e kwartaal;6;97
2065;2100a Papier- en grafische industrie;Binnenland;1999;4;96
2066;2100a Papier- en grafische industrie;Binnenland;2000 januari;5;99
2067;2100a Papier- en grafische industrie;Binnenland;2000 februari;7;98
2068;2100a Papier- en grafische industrie;Binnenland;2000 maart;6;98
2069;2100a Papier- en grafische industrie;Binnenland;2000 1e kwartaal;6;98
2070;2100a Papier- en grafische industrie;Binnenland;2000 april;6;98
2071;2100a Papier- en grafische industrie;Binnenland;2000 mei;21;98
2072;2100a Papier- en grafische industrie;Binnenland;2000 juni;1;98
2073;2100a Papier- en grafische industrie;Binnenland;2000 2e kwartaal;9;98
2074;2100a Papier- en grafische industrie;Binnenland;2000 juli;1;98
2075;2100a Papier- en grafische industrie;Binnenland;2000 augustus;10;98
2076;2100a Papier- en grafische industrie;Binnenland;2000 september;4;98
2077;2100a Papier- en grafische industrie;Binnenland;2000 3e kwartaal;5;98
2078;2100a Papier- en grafische industrie;Binnenland;2000 oktober;9;98
2079;2100a Papier- en grafische industrie;Binnenland;2000 november;6;98
2080;2100a Papier- en grafische industrie;Binnenland;2000 december;-6;98
2081;2100a Papier- en grafische industrie;Binnenland;2000 4e kwartaal;2;98
2082;2100a Papier- en grafische industrie;Binnenland;2000;6;97
2083;2100a Papier- en grafische industrie;Binnenland;2001 januari;9;98
2084;2100a Papier- en grafische industrie;Binnenland;2001 februari;1;96
2085;2100a Papier- en grafische industrie;Binnenland;2001 maart;-2;96
2086;2100a Papier- en grafische industrie;Binnenland;2001 1e kwartaal;3;96
2087;2100a Papier- en grafische industrie;Binnenland;2001 april;1;96
2088;2100a Papier- en grafische industrie;Binnenland;2001 mei;-1;95
2089;2100a Papier- en grafische industrie;Binnenland;2001 juni;1;96
2090;2100a Papier- en grafische industrie;Binnenland;2001 2e kwartaal;1;96
2091;2100a Papier- en grafische industrie;Binnenland;2001 juli;7;95
2092;2100a Papier- en grafische industrie;Binnenland;2001 augustus;0;95
2093;2100a Papier- en grafische industrie;Binnenland;2001 september;-5;95
2094;2100a Papier- en grafische industrie;Binnenland;2001 3e kwartaal;1;94
2095;2100a Papier- en grafische industrie;Binnenland;2001 oktober;2;95
2096;2100a Papier- en grafische industrie;Binnenland;2001 november;-2;96
2097;2100a Papier- en grafische industrie;Binnenland;2001 december;-5;96
2098;2100a Papier- en grafische industrie;Binnenland;2001 4e kwartaal;-1;95
2099;2100a Papier- en grafische industrie;Binnenland;2001;1;94
2100;2100a Papier- en grafische industrie;Binnenland;2002 januari;-5;95
2101;2100a Papier- en grafische industrie;Binnenland;2002 februari;-5;98
2102;2100a Papier- en grafische industrie;Binnenland;2002 maart;-6;97
2103;2100a Papier- en grafische industrie;Binnenland;2002 1e kwartaal;-4;96
2104;2100a Papier- en grafische industrie;Binnenland;2002 april;-3;95
2105;2100a Papier- en grafische industrie;Binnenland;2002 mei;-5;96
2106;2100a Papier- en grafische industrie;Binnenland;2002 juni;-3;95
2107;2100a Papier- en grafische industrie;Binnenland;2002 2e kwartaal;-4;95
2108;2100a Papier- en grafische industrie;Binnenland;2002 juli;-3;95
2109;2100a Papier- en grafische industrie;Binnenland;2002 augustus;-7;95
2110;2100a Papier- en grafische industrie;Binnenland;2002 september;-3;95
2111;2100a Papier- en grafische industrie;Binnenland;2002 3e kwartaal;-4;95
2112;2100a Papier- en grafische industrie;Binnenland;2002 oktober;-5;93
2113;2100a Papier- en grafische industrie;Binnenland;2002 november;-4;93
2114;2100a Papier- en grafische industrie;Binnenland;2002 december;-1;92
2115;2100a Papier- en grafische industrie;Binnenland;2002 4e kwartaal;-4;92
2116;2100a Papier- en grafische industrie;Binnenland;2002;-4;93
2117;2100a Papier- en grafische industrie;Binnenland;2003 januari;-3;95
2118;2100a Papier- en grafische industrie;Binnenland;2003 februari;-3;94
2119;2100a Papier- en grafische industrie;Binnenland;2003 maart;-6;94
2120;2100a Papier- en grafische industrie;Binnenland;2003 1e kwartaal;-4;94
2121;2100a Papier- en grafische industrie;Binnenland;2003 april;1;95
2122;2100a Papier- en grafische industrie;Binnenland;2003 mei;-5;90
2123;2100a Papier- en grafische industrie;Binnenland;2003 juni;-6;90
2124;2100a Papier- en grafische industrie;Binnenland;2003 2e kwartaal;-3;90
2125;2100a Papier- en grafische industrie;Binnenland;2003 juli;-7;91
2126;2100a Papier- en grafische industrie;Binnenland;2003 augustus;-6;90
2127;2100a Papier- en grafische industrie;Binnenland;2003 september;1;88
2128;2100a Papier- en grafische industrie;Binnenland;2003 3e kwartaal;-4;89
2129;2100a Papier- en grafische industrie;Binnenland;2003 oktober;0;89
2130;2100a Papier- en grafische industrie;Binnenland;2003 november;-3;89
2131;2100a Papier- en grafische industrie;Binnenland;2003 december;4;89
2132;2100a Papier- en grafische industrie;Binnenland;2003 4e kwartaal;0;89
2133;2100a Papier- en grafische industrie;Binnenland;2003;-4;87
2134;2100a Papier- en grafische industrie;Binnenland;2004 januari;-6;89
2135;2100a Papier- en grafische industrie;Binnenland;2004 februari;-4;88
2136;2100a Papier- en grafische industrie;Binnenland;2004 maart;3;81
2137;2100a Papier- en grafische industrie;Binnenland;2004 1e kwartaal;-2;81
2138;2100a Papier- en grafische industrie;Binnenland;2004 april;-3;83
2139;2100a Papier- en grafische industrie;Binnenland;2004 mei;-8;83
2140;2100a Papier- en grafische industrie;Binnenland;2004 juni;6;84
2141;2100a Papier- en grafische industrie;Binnenland;2004 2e kwartaal;-2;83
2142;2100a Papier- en grafische industrie;Binnenland;2004 juli;-1;84
2143;2100a Papier- en grafische industrie;Binnenland;2004 augustus;-3;86
2144;2100a Papier- en grafische industrie;Binnenland;2004 september;0;86
2145;2100a Papier- en grafische industrie;Binnenland;2004 3e kwartaal;-1;84
2146;2100a Papier- en grafische industrie;Binnenland;2004 oktober;-7;86
2147;2100a Papier- en grafische industrie;Binnenland;2004 november;2;88
2148;2100a Papier- en grafische industrie;Binnenland;2004 december;6;86
2149;2100a Papier- en grafische industrie;Binnenland;2004 4e kwartaal;0;86
2150;2100a Papier- en grafische industrie;Binnenland;2004;-1;80
2151;2100a Papier- en grafische industrie;Binnenland;2005 januari;-1;87
2152;2100a Papier- en grafische industrie;Binnenland;2005 februari;4;87
2153;2100a Papier- en grafische industrie;Binnenland;2005 maart;2;94
2154;2100a Papier- en grafische industrie;Binnenland;2005 1e kwartaal;2;86
2155;2100a Papier- en grafische industrie;Binnenland;2005 april;2;94
2156;2100a Papier- en grafische industrie;Binnenland;2005 mei;5;94
2157;2100a Papier- en grafische industrie;Binnenland;2005 juni;2;94
2158;2100a Papier- en grafische industrie;Binnenland;2005 2e kwartaal;3;93
2159;2100a Papier- en grafische industrie;Binnenland;2005 juli;-1;94
2160;2100a Papier- en grafische industrie;Binnenland;2005 augustus;6;94
2161;2100a Papier- en grafische industrie;Binnenland;2005 september;4;93
2162;2100a Papier- en grafische industrie;Binnenland;2005 3e kwartaal;3;93
2163;2100a Papier- en grafische industrie;Binnenland;2005 oktober;1;94
2164;2100a Papier- en grafische industrie;Binnenland;2005 november;-2;94
2165;2100a Papier- en grafische industrie;Binnenland;2005 december;-5;91
2166;2100a Papier- en grafische industrie;Binnenland;2005 4e kwartaal;-2;91
2167;2100a Papier- en grafische industrie;Binnenland;2005;3;84
2168;2100a Papier- en grafische industrie;Binnenland;2006 januari;4;90
2169;2100a Papier- en grafische industrie;Binnenland;2006 februari;0;92
2170;2100a Papier- en grafische industrie;Buitenland;1997 januari;-2;97
2171;2100a Papier- en grafische industrie;Buitenland;1997 februari;1;95
2172;2100a Papier- en grafische industrie;Buitenland;1997 maart;1;96
2173;2100a Papier- en grafische industrie;Buitenland;1997 1e kwartaal;1;96
2174;2100a Papier- en grafische industrie;Buitenland;1997 april;14;95
2175;2100a Papier- en grafische industrie;Buitenland;1997 mei;6;96
2176;2100a Papier- en grafische industrie;Buitenland;1997 juni;16;96
2177;2100a Papier- en grafische industrie;Buitenland;1997 2e kwartaal;12;96
2178;2100a Papier- en grafische industrie;Buitenland;1997 juli;11;97
2179;2100a Papier- en grafische industrie;Buitenland;1997 augustus;8;97
2180;2100a Papier- en grafische industrie;Buitenland;1997 september;15;97
2181;2100a Papier- en grafische industrie;Buitenland;1997 3e kwartaal;11;97
2182;2100a Papier- en grafische industrie;Buitenland;1997 oktober;16;97
2183;2100a Papier- en grafische industrie;Buitenland;1997 november;9;97
2184;2100a Papier- en grafische industrie;Buitenland;1997 december;26;97
2185;2100a Papier- en grafische industrie;Buitenland;1997 4e kwartaal;16;97
2186;2100a Papier- en grafische industrie;Buitenland;1997;10;96
2187;2100a Papier- en grafische industrie;Buitenland;1998 januari;8;98
2188;2100a Papier- en grafische industrie;Buitenland;1998 februari;6;98
2189;2100a Papier- en grafische industrie;Buitenland;1998 maart;18;98
2190;2100a Papier- en grafische industrie;Buitenland;1998 1e kwartaal;11;98
2191;2100a Papier- en grafische industrie;Buitenland;1998 april;3;98
2192;2100a Papier- en grafische industrie;Buitenland;1998 mei;2;98
2193;2100a Papier- en grafische industrie;Buitenland;1998 juni;6;98
2194;2100a Papier- en grafische industrie;Buitenland;1998 2e kwartaal;4;98
2195;2100a Papier- en grafische industrie;Buitenland;1998 juli;-1;98
2196;2100a Papier- en grafische industrie;Buitenland;1998 augustus;-1;97
2197;2100a Papier- en grafische industrie;Buitenland;1998 september;1;97
2198;2100a Papier- en grafische industrie;Buitenland;1998 3e kwartaal;0;97
2199;2100a Papier- en grafische industrie;Buitenland;1998 oktober;-6;96
2200;2100a Papier- en grafische industrie;Buitenland;1998 november;6;96
2201;2100a Papier- en grafische industrie;Buitenland;1998 december;-6;96
2202;2100a Papier- en grafische industrie;Buitenland;1998 4e kwartaal;-2;96
2203;2100a Papier- en grafische industrie;Buitenland;1998;3;96
2204;2100a Papier- en grafische industrie;Buitenland;1999 januari;-8;98
2205;2100a Papier- en grafische industrie;Buitenland;1999 februari;-3;98
2206;2100a Papier- en grafische industrie;Buitenland;1999 maart;2;99
2207;2100a Papier- en grafische industrie;Buitenland;1999 1e kwartaal;-3;98
2208;2100a Papier- en grafische industrie;Buitenland;1999 april;-4;99
2209;2100a Papier- en grafische industrie;Buitenland;1999 mei;-4;99
2210;2100a Papier- en grafische industrie;Buitenland;1999 juni;-6;99
2211;2100a Papier- en grafische industrie;Buitenland;1999 2e kwartaal;-5;99
2212;2100a Papier- en grafische industrie;Buitenland;1999 juli;-1;98
2213;2100a Papier- en grafische industrie;Buitenland;1999 augustus;3;98
2214;2100a Papier- en grafische industrie;Buitenland;1999 september;3;99
2215;2100a Papier- en grafische industrie;Buitenland;1999 3e kwartaal;2;98
2216;2100a Papier- en grafische industrie;Buitenland;1999 oktober;-2;99
2217;2100a Papier- en grafische industrie;Buitenland;1999 november;10;99
2218;2100a Papier- en grafische industrie;Buitenland;1999 december;12;99
2219;2100a Papier- en grafische industrie;Buitenland;1999 4e kwartaal;7;98
2220;2100a Papier- en grafische industrie;Buitenland;1999;0;97
2221;2100a Papier- en grafische industrie;Buitenland;2000 januari;7;99
2222;2100a Papier- en grafische industrie;Buitenland;2000 februari;13;99
2223;2100a Papier- en grafische industrie;Buitenland;2000 maart;6;99
2224;2100a Papier- en grafische industrie;Buitenland;2000 1e kwartaal;8;99
2225;2100a Papier- en grafische industrie;Buitenland;2000 april;6;99
2226;2100a Papier- en grafische industrie;Buitenland;2000 mei;28;99
2227;2100a Papier- en grafische industrie;Buitenland;2000 juni;7;99
2228;2100a Papier- en grafische industrie;Buitenland;2000 2e kwartaal;13;99
2229;2100a Papier- en grafische industrie;Buitenland;2000 juli;18;99
2230;2100a Papier- en grafische industrie;Buitenland;2000 augustus;22;99
2231;2100a Papier- en grafische industrie;Buitenland;2000 september;7;99
2232;2100a Papier- en grafische industrie;Buitenland;2000 3e kwartaal;15;99
2233;2100a Papier- en grafische industrie;Buitenland;2000 oktober;18;99
2234;2100a Papier- en grafische industrie;Buitenland;2000 november;12;100
2235;2100a Papier- en grafische industrie;Buitenland;2000 december;-1;100
2236;2100a Papier- en grafische industrie;Buitenland;2000 4e kwartaal;10;99
2237;2100a Papier- en grafische industrie;Buitenland;2000;12;99
2238;2100a Papier- en grafische industrie;Buitenland;2001 januari;20;100
2239;2100a Papier- en grafische industrie;Buitenland;2001 februari;7;100
2240;2100a Papier- en grafische industrie;Buitenland;2001 maart;8;99
2241;2100a Papier- en grafische industrie;Buitenland;2001 1e kwartaal;11;99
2242;2100a Papier- en grafische industrie;Buitenland;2001 april;5;99
2243;2100a Papier- en grafische industrie;Buitenland;2001 mei;2;99
2244;2100a Papier- en grafische industrie;Buitenland;2001 juni;3;100
2245;2100a Papier- en grafische industrie;Buitenland;2001 2e kwartaal;3;100
2246;2100a Papier- en grafische industrie;Buitenland;2001 juli;4;100
2247;2100a Papier- en grafische industrie;Buitenland;2001 augustus;-4;99
2248;2100a Papier- en grafische industrie;Buitenland;2001 september;-2;99
2249;2100a Papier- en grafische industrie;Buitenland;2001 3e kwartaal;-1;99
2250;2100a Papier- en grafische industrie;Buitenland;2001 oktober;3;99
2251;2100a Papier- en grafische industrie;Buitenland;2001 november;-3;99
2252;2100a Papier- en grafische industrie;Buitenland;2001 december;-4;99
2253;2100a Papier- en grafische industrie;Buitenland;2001 4e kwartaal;-1;99
2254;2100a Papier- en grafische industrie;Buitenland;2001;3;99
2255;2100a Papier- en grafische industrie;Buitenland;2002 januari;-1;98
2256;2100a Papier- en grafische industrie;Buitenland;2002 februari;1;98
2257;2100a Papier- en grafische industrie;Buitenland;2002 maart;-2;98
2258;2100a Papier- en grafische industrie;Buitenland;2002 1e kwartaal;-1;98
2259;2100a Papier- en grafische industrie;Buitenland;2002 april;3;98
2260;2100a Papier- en grafische industrie;Buitenland;2002 mei;-8;98
2261;2100a Papier- en grafische industrie;Buitenland;2002 juni;0;98
2262;2100a Papier- en grafische industrie;Buitenland;2002 2e kwartaal;-2;98
2263;2100a Papier- en grafische industrie;Buitenland;2002 juli;-6;98
2264;2100a Papier- en grafische industrie;Buitenland;2002 augustus;-6;98
2265;2100a Papier- en grafische industrie;Buitenland;2002 september;-2;98
2266;2100a Papier- en grafische industrie;Buitenland;2002 3e kwartaal;-4;98
2267;2100a Papier- en grafische industrie;Buitenland;2002 oktober;-8;98
2268;2100a Papier- en grafische industrie;Buitenland;2002 november;-10;98
2269;2100a Papier- en grafische industrie;Buitenland;2002 december;-9;97
2270;2100a Papier- en grafische industrie;Buitenland;2002 4e kwartaal;-9;97
2271;2100a Papier- en grafische industrie;Buitenland;2002;-4;97
2272;2100a Papier- en grafische industrie;Buitenland;2003 januari;-5;97
2273;2100a Papier- en grafische industrie;Buitenland;2003 februari;-6;97
2274;2100a Papier- en grafische industrie;Buitenland;2003 maart;-3;94
2275;2100a Papier- en grafische industrie;Buitenland;2003 1e kwartaal;-5;96
2276;2100a Papier- en grafische industrie;Buitenland;2003 april;-1;99
2277;2100a Papier- en grafische industrie;Buitenland;2003 mei;-3;95
2278;2100a Papier- en grafische industrie;Buitenland;2003 juni;-1;95
2279;2100a Papier- en grafische industrie;Buitenland;2003 2e kwartaal;-1;95
2280;2100a Papier- en grafische industrie;Buitenland;2003 juli;12;96
2281;2100a Papier- en grafische industrie;Buitenland;2003 augustus;3;96
2282;2100a Papier- en grafische industrie;Buitenland;2003 september;6;92
2283;2100a Papier- en grafische industrie;Buitenland;2003 3e kwartaal;8;92
2284;2100a Papier- en grafische industrie;Buitenland;2003 oktober;11;92
2285;2100a Papier- en grafische industrie;Buitenland;2003 november;0;92
2286;2100a Papier- en grafische industrie;Buitenland;2003 december;17;91
2287;2100a Papier- en grafische industrie;Buitenland;2003 4e kwartaal;9;92
