ID;Huishoudensgrootte;LeeftijdReferentiepersoon;Perioden;ParticuliereHuishoudens_1
0;Totaal;Totaal;2025;8466180
1;Totaal;Totaal;2026;8546460
2;Totaal;Totaal;2027;8616792
3;Totaal;Totaal;2028;8680770
4;Totaal;Totaal;2029;8738104
5;Totaal;Totaal;2030;8792765
6;Totaal;Totaal;2031;8844998
7;Totaal;Totaal;2032;8895257
8;Totaal;Totaal;2033;8943656
9;Totaal;Totaal;2034;8989824
10;Totaal;Totaal;2035;9033143
11;Totaal;Totaal;2036;9074114
12;Totaal;Totaal;2037;9112450
13;Totaal;Totaal;2038;9148186
14;Totaal;Totaal;2039;9181464
15;Totaal;Totaal;2040;9212779
16;Totaal;Totaal;2041;9242083
17;Totaal;Totaal;2042;9269448
18;Totaal;Totaal;2043;9294989
19;Totaal;Totaal;2044;9318736
20;Totaal;Totaal;2045;9340956
21;Totaal;Totaal;2046;9361788
22;Totaal;Totaal;2047;9381495
23;Totaal;Totaal;2048;9400441
24;Totaal;Totaal;2049;9418786
25;Totaal;Totaal;2050;9436866
26;Totaal;Totaal;2051;9454992
27;Totaal;Totaal;2052;9473319
28;Totaal;Totaal;2053;9492166
29;Totaal;Totaal;2054;9511694
30;Totaal;Totaal;2055;9532134
31;Totaal;Totaal;2056;9553534
32;Totaal;Totaal;2057;9576033
33;Totaal;Totaal;2058;9599641
34;Totaal;Totaal;2059;9624353
35;Totaal;Totaal;2060;9650249
36;Totaal;Totaal;2061;9677268
37;Totaal;Totaal;2062;9705440
38;Totaal;Totaal;2063;9734789
39;Totaal;Totaal;2064;9765243
40;Totaal;Totaal;2065;9796847
41;Totaal;Totaal;2066;9829525
42;Totaal;Totaal;2067;9863153
43;Totaal;Totaal;2068;9897607
44;Totaal;Totaal;2069;9932693
45;Totaal;Totaal;2070;9968282
46;Totaal;15 tot 20 jaar;2025;63471
47;Totaal;15 tot 20 jaar;2026;59328
48;Totaal;15 tot 20 jaar;2027;56186
49;Totaal;15 tot 20 jaar;2028;53666
50;Totaal;15 tot 20 jaar;2029;50728
51;Totaal;15 tot 20 jaar;2030;49391
52;Totaal;15 tot 20 jaar;2031;48387
53;Totaal;15 tot 20 jaar;2032;47765
54;Totaal;15 tot 20 jaar;2033;47437
55;Totaal;15 tot 20 jaar;2034;47549
56;Totaal;15 tot 20 jaar;2035;47109
57;Totaal;15 tot 20 jaar;2036;47112
58;Totaal;15 tot 20 jaar;2037;46803
59;Totaal;15 tot 20 jaar;2038;46727
60;Totaal;15 tot 20 jaar;2039;46778
61;Totaal;15 tot 20 jaar;2040;46968
62;Totaal;15 tot 20 jaar;2041;47368
63;Totaal;15 tot 20 jaar;2042;46128
64;Totaal;15 tot 20 jaar;2043;45890
65;Totaal;15 tot 20 jaar;2044;46005
66;Totaal;15 tot 20 jaar;2045;46148
67;Totaal;15 tot 20 jaar;2046;46503
68;Totaal;15 tot 20 jaar;2047;47015
69;Totaal;15 tot 20 jaar;2048;47630
70;Totaal;15 tot 20 jaar;2049;48303
71;Totaal;15 tot 20 jaar;2050;48954
72;Totaal;15 tot 20 jaar;2051;49500
73;Totaal;15 tot 20 jaar;2052;49953
74;Totaal;15 tot 20 jaar;2053;50324
75;Totaal;15 tot 20 jaar;2054;50623
76;Totaal;15 tot 20 jaar;2055;50857
77;Totaal;15 tot 20 jaar;2056;51011
78;Totaal;15 tot 20 jaar;2057;51091
79;Totaal;15 tot 20 jaar;2058;51093
80;Totaal;15 tot 20 jaar;2059;51046
81;Totaal;15 tot 20 jaar;2060;50977
82;Totaal;15 tot 20 jaar;2061;50888
83;Totaal;15 tot 20 jaar;2062;50788
84;Totaal;15 tot 20 jaar;2063;50676
85;Totaal;15 tot 20 jaar;2064;50558
86;Totaal;15 tot 20 jaar;2065;50446
87;Totaal;15 tot 20 jaar;2066;50337
88;Totaal;15 tot 20 jaar;2067;50244
89;Totaal;15 tot 20 jaar;2068;50159
90;Totaal;15 tot 20 jaar;2069;50084
91;Totaal;15 tot 20 jaar;2070;50020
92;Totaal;20 tot 25 jaar;2025;387685
93;Totaal;20 tot 25 jaar;2026;393294
94;Totaal;20 tot 25 jaar;2027;391088
95;Totaal;20 tot 25 jaar;2028;382636
96;Totaal;20 tot 25 jaar;2029;370027
97;Totaal;20 tot 25 jaar;2030;358462
98;Totaal;20 tot 25 jaar;2031;350378
99;Totaal;20 tot 25 jaar;2032;345281
100;Totaal;20 tot 25 jaar;2033;342806
101;Totaal;20 tot 25 jaar;2034;339029
102;Totaal;20 tot 25 jaar;2035;335734
103;Totaal;20 tot 25 jaar;2036;332046
104;Totaal;20 tot 25 jaar;2037;329745
105;Totaal;20 tot 25 jaar;2038;328218
106;Totaal;20 tot 25 jaar;2039;327856
107;Totaal;20 tot 25 jaar;2040;326076
108;Totaal;20 tot 25 jaar;2041;325507
109;Totaal;20 tot 25 jaar;2042;325661
110;Totaal;20 tot 25 jaar;2043;325523
111;Totaal;20 tot 25 jaar;2044;325334
112;Totaal;20 tot 25 jaar;2045;324689
113;Totaal;20 tot 25 jaar;2046;324294
114;Totaal;20 tot 25 jaar;2047;319859
115;Totaal;20 tot 25 jaar;2048;320050
116;Totaal;20 tot 25 jaar;2049;321969
117;Totaal;20 tot 25 jaar;2050;324785
118;Totaal;20 tot 25 jaar;2051;328813
119;Totaal;20 tot 25 jaar;2052;333604
120;Totaal;20 tot 25 jaar;2053;338671
121;Totaal;20 tot 25 jaar;2054;343673
122;Totaal;20 tot 25 jaar;2055;348204
123;Totaal;20 tot 25 jaar;2056;352007
124;Totaal;20 tot 25 jaar;2057;355164
125;Totaal;20 tot 25 jaar;2058;357713
126;Totaal;20 tot 25 jaar;2059;359657
127;Totaal;20 tot 25 jaar;2060;360993
128;Totaal;20 tot 25 jaar;2061;361740
129;Totaal;20 tot 25 jaar;2062;361977
130;Totaal;20 tot 25 jaar;2063;361800
131;Totaal;20 tot 25 jaar;2064;361336
132;Totaal;20 tot 25 jaar;2065;360710
133;Totaal;20 tot 25 jaar;2066;359970
134;Totaal;20 tot 25 jaar;2067;359166
135;Totaal;20 tot 25 jaar;2068;358335
136;Totaal;20 tot 25 jaar;2069;357502
137;Totaal;20 tot 25 jaar;2070;356700
138;Totaal;25 tot 30 jaar;2025;589154
139;Totaal;25 tot 30 jaar;2026;601014
140;Totaal;25 tot 30 jaar;2027;612432
141;Totaal;25 tot 30 jaar;2028;623915
142;Totaal;25 tot 30 jaar;2029;631463
143;Totaal;25 tot 30 jaar;2030;633876
144;Totaal;25 tot 30 jaar;2031;628845
145;Totaal;25 tot 30 jaar;2032;622225
146;Totaal;25 tot 30 jaar;2033;613187
147;Totaal;25 tot 30 jaar;2034;605340
148;Totaal;25 tot 30 jaar;2035;600038
149;Totaal;25 tot 30 jaar;2036;597384
150;Totaal;25 tot 30 jaar;2037;594601
151;Totaal;25 tot 30 jaar;2038;592617
152;Totaal;25 tot 30 jaar;2039;586762
153;Totaal;25 tot 30 jaar;2040;582217
154;Totaal;25 tot 30 jaar;2041;576503
155;Totaal;25 tot 30 jaar;2042;573285
156;Totaal;25 tot 30 jaar;2043;570821
157;Totaal;25 tot 30 jaar;2044;569740
158;Totaal;25 tot 30 jaar;2045;567093
159;Totaal;25 tot 30 jaar;2046;565903
160;Totaal;25 tot 30 jaar;2047;567874
161;Totaal;25 tot 30 jaar;2048;566874
162;Totaal;25 tot 30 jaar;2049;565533
163;Totaal;25 tot 30 jaar;2050;563710
164;Totaal;25 tot 30 jaar;2051;562455
165;Totaal;25 tot 30 jaar;2052;556285
166;Totaal;25 tot 30 jaar;2053;557531
167;Totaal;25 tot 30 jaar;2054;561738
168;Totaal;25 tot 30 jaar;2055;567671
169;Totaal;25 tot 30 jaar;2056;575628
