ID;RegioS;Perioden;PersonenMetUitgesprokenSchuldsanering_1
234;Overijssel (PV);2008;2730.0
235;Overijssel (PV);2009;2440.0
236;Overijssel (PV);2010;2385.0
237;Overijssel (PV);2011;2885.0
238;Overijssel (PV);2012;3130.0
239;Overijssel (PV);2013;2905.0
240;Overijssel (PV);2014;2565.0
241;Overijssel (PV);2015;2420.0
242;Overijssel (PV);2016;2410.0
243;Overijssel (PV);2017;2330.0
244;Overijssel (PV);2018;1950.0
245;Overijssel (PV);2019;1530.0
246;Overijssel (PV);2020;1025.0
247;Overijssel (PV);2021;805.0
248;Overijssel (PV);2022;595.0
249;Overijssel (PV);2023;500.0
250;Flevoland (PV);1999;270.0
251;Flevoland (PV);2000;580.0
252;Flevoland (PV);2001;855.0
253;Flevoland (PV);2002;1070.0
254;Flevoland (PV);2003;1105.0
255;Flevoland (PV);2004;1160.0
256;Flevoland (PV);2005;1170.0
257;Flevoland (PV);2006;1360.0
258;Flevoland (PV);2007;1690.0
259;Flevoland (PV);2008;1785.0
260;Flevoland (PV);2009;1680.0
261;Flevoland (PV);2010;1705.0
262;Flevoland (PV);2011;1885.0
263;Flevoland (PV);2012;2040.0
264;Flevoland (PV);2013;1785.0
265;Flevoland (PV);2014;1305.0
266;Flevoland (PV);2015;1075.0
267;Flevoland (PV);2016;1040.0
268;Flevoland (PV);2017;1025.0
269;Flevoland (PV);2018;905.0
270;Flevoland (PV);2019;660.0
271;Flevoland (PV);2020;510.0
272;Flevoland (PV);2021;350.0
273;Flevoland (PV);2022;255.0
274;Flevoland (PV);2023;220.0
275;Gelderland (PV);1999;895.0
276;Gelderland (PV);2000;1920.0
277;Gelderland (PV);2001;2810.0
278;Gelderland (PV);2002;3190.0
279;Gelderland (PV);2003;3520.0
280;Gelderland (PV);2004;4015.0
281;Gelderland (PV);2005;4275.0
282;Gelderland (PV);2006;4170.0
283;Gelderland (PV);2007;3945.0
284;Gelderland (PV);2008;3205.0
285;Gelderland (PV);2009;2590.0
286;Gelderland (PV);2010;2320.0
287;Gelderland (PV);2011;2720.0
288;Gelderland (PV);2012;3280.0
289;Gelderland (PV);2013;3450.0
290;Gelderland (PV);2014;3485.0
291;Gelderland (PV);2015;3605.0
292;Gelderland (PV);2016;3500.0
293;Gelderland (PV);2017;3330.0
294;Gelderland (PV);2018;2750.0
295;Gelderland (PV);2019;2240.0
296;Gelderland (PV);2020;1650.0
297;Gelderland (PV);2021;1165.0
298;Gelderland (PV);2022;830.0
299;Gelderland (PV);2023;745.0
300;Utrecht (PV);1999;340.0
301;Utrecht (PV);2000;915.0
302;Utrecht (PV);2001;1385.0
303;Utrecht (PV);2002;1720.0
304;Utrecht (PV);2003;2065.0
305;Utrecht (PV);2004;2455.0
306;Utrecht (PV);2005;2730.0
307;Utrecht (PV);2006;2690.0
308;Utrecht (PV);2007;2635.0
309;Utrecht (PV);2008;1945.0
310;Utrecht (PV);2009;1470.0
311;Utrecht (PV);2010;1165.0
312;Utrecht (PV);2011;1315.0
313;Utrecht (PV);2012;1430.0
314;Utrecht (PV);2013;1545.0
315;Utrecht (PV);2014;1420.0
316;Utrecht (PV);2015;1395.0
317;Utrecht (PV);2016;1325.0
318;Utrecht (PV);2017;1240.0
319;Utrecht (PV);2018;1040.0
320;Utrecht (PV);2019;835.0
321;Utrecht (PV);2020;565.0
322;Utrecht (PV);2021;385.0
323;Utrecht (PV);2022;290.0
324;Utrecht (PV);2023;265.0
325;Noord-Holland (PV);1999;595.0
326;Noord-Holland (PV);2000;1635.0
327;Noord-Holland (PV);2001;2445.0
328;Noord-Holland (PV);2002;3200.0
329;Noord-Holland (PV);2003;3440.0
330;Noord-Holland (PV);2004;4530.0
331;Noord-Holland (PV);2005;5715.0
332;Noord-Holland (PV);2006;6650.0
333;Noord-Holland (PV);2007;7435.0
334;Noord-Holland (PV);2008;6445.0
335;Noord-Holland (PV);2009;5845.0
336;Noord-Holland (PV);2010;5585.0
337;Noord-Holland (PV);2011;6165.0
338;Noord-Holland (PV);2012;6630.0
339;Noord-Holland (PV);2013;6645.0
340;Noord-Holland (PV);2014;6695.0
341;Noord-Holland (PV);2015;6510.0
342;Noord-Holland (PV);2016;5895.0
343;Noord-Holland (PV);2017;5000.0
344;Noord-Holland (PV);2018;3840.0
345;Noord-Holland (PV);2019;2975.0
346;Noord-Holland (PV);2020;2125.0
347;Noord-Holland (PV);2021;1625.0
348;Noord-Holland (PV);2022;1100.0
349;Noord-Holland (PV);2023;850.0
350;Zuid-Holland (PV);1999;1070.0
351;Zuid-Holland (PV);2000;2060.0
352;Zuid-Holland (PV);2001;2950.0
353;Zuid-Holland (PV);2002;3935.0
354;Zuid-Holland (PV);2003;4570.0
355;Zuid-Holland (PV);2004;5455.0
356;Zuid-Holland (PV);2005;5925.0
357;Zuid-Holland (PV);2006;6820.0
358;Zuid-Holland (PV);2007;7115.0
359;Zuid-Holland (PV);2008;6675.0
360;Zuid-Holland (PV);2009;5905.0
361;Zuid-Holland (PV);2010;5385.0
362;Zuid-Holland (PV);2011;6415.0
363;Zuid-Holland (PV);2012;6995.0
364;Zuid-Holland (PV);2013;7190.0
365;Zuid-Holland (PV);2014;6935.0
366;Zuid-Holland (PV);2015;6250.0
367;Zuid-Holland (PV);2016;5825.0
368;Zuid-Holland (PV);2017;5500.0
369;Zuid-Holland (PV);2018;4780.0
370;Zuid-Holland (PV);2019;3660.0
371;Zuid-Holland (PV);2020;2795.0
372;Zuid-Holland (PV);2021;2100.0
373;Zuid-Holland (PV);2022;1420.0
374;Zuid-Holland (PV);2023;1130.0
375;Zeeland (PV);1999;165.0
376;Zeeland (PV);2000;335.0
377;Zeeland (PV);2001;570.0
378;Zeeland (PV);2002;720.0
379;Zeeland (PV);2003;810.0
380;Zeeland (PV);2004;980.0
381;Zeeland (PV);2005;1060.0
382;Zeeland (PV);2006;1220.0
383;Zeeland (PV);2007;1490.0
384;Zeeland (PV);2008;1345.0
385;Zeeland (PV);2009;970.0
386;Zeeland (PV);2010;705.0
387;Zeeland (PV);2011;695.0
388;Zeeland (PV);2012;885.0
389;Zeeland (PV);2013;1000.0
390;Zeeland (PV);2014;950.0
391;Zeeland (PV);2015;770.0
392;Zeeland (PV);2016;615.0
393;Zeeland (PV);2017;485.0
394;Zeeland (PV);2018;425.0
395;Zeeland (PV);2019;395.0
396;Zeeland (PV);2020;350.0
397;Zeeland (PV);2021;270.0
398;Zeeland (PV);2022;195.0
399;Zeeland (PV);2023;125.0
400;Noord-Brabant (PV);1999;755.0
401;Noord-Brabant (PV);2000;1720.0
402;Noord-Brabant (PV);2001;2495.0
403;Noord-Brabant (PV);2002;3270.0
404;Noord-Brabant (PV);2003;3675.0
405;Noord-Brabant (PV);2004;4445.0
406;Noord-Brabant (PV);2005;4605.0
407;Noord-Brabant (PV);2006;5400.0
408;Noord-Brabant (PV);2007;5995.0
409;Noord-Brabant (PV);2008;5425.0
410;Noord-Brabant (PV);2009;4740.0
411;Noord-Brabant (PV);2010;4565.0
412;Noord-Brabant (PV);2011;4780.0
413;Noord-Brabant (PV);2012;5105.0
414;Noord-Brabant (PV);2013;5125.0
415;Noord-Brabant (PV);2014;4760.0
416;Noord-Brabant (PV);2015;4245.0
417;Noord-Brabant (PV);2016;3600.0
418;Noord-Brabant (PV);2017;2860.0
419;Noord-Brabant (PV);2018;2390.0
420;Noord-Brabant (PV);2019;1920.0
421;Noord-Brabant (PV);2020;1430.0
422;Noord-Brabant (PV);2021;1100.0
423;Noord-Brabant (PV);2022;830.0
424;Noord-Brabant (PV);2023;720.0
425;Limburg (PV);1999;480.0
426;Limburg (PV);2000;1105.0
427;Limburg (PV);2001;1685.0
428;Limburg (PV);2002;1975.0
429;Limburg (PV);2003;2100.0
430;Limburg (PV);2004;2105.0
431;Limburg (PV);2005;2520.0
432;Limburg (PV);2006;2715.0
433;Limburg (PV);2007;2830.0
434;Limburg (PV);2008;2950.0
435;Limburg (PV);2009;2685.0
436;Limburg (PV);2010;2515.0
437;Limburg (PV);2011;2480.0
438;Limburg (PV);2012;2790.0
439;Limburg (PV);2013;3190.0
440;Limburg (PV);2014;3135.0
441;Limburg (PV);2015;2955.0
442;Limburg (PV);2016;2825.0
443;Limburg (PV);2017;2530.0
444;Limburg (PV);2018;2150.0
445;Limburg (PV);2019;1620.0
446;Limburg (PV);2020;1095.0
447;Limburg (PV);2021;720.0
448;Limburg (PV);2022;435.0
449;Limburg (PV);2023;285.0
450;Niet in te delen (PV);1999;545.0
451;Niet in te delen (PV);2000;1195.0
452;Niet in te delen (PV);2001;1810.0
453;Niet in te delen (PV);2002;2285.0
454;Niet in te delen (PV);2003;2490.0
455;Niet in te delen (PV);2004;2945.0
456;Niet in te delen (PV);2005;3190.0
457;Niet in te delen (PV);2006;3165.0
458;Niet in te delen (PV);2007;2970.0
459;Niet in te delen (PV);2008;2365.0
460;Niet in te delen (PV);2009;1790.0
461;Niet in te delen (PV);2010;1525.0
462;Niet in te delen (PV);2011;1420.0
463;Niet in te delen (PV);2012;1355.0
464;Niet in te delen (PV);2013;1295.0
465;Niet in te delen (PV);2014;1210.0
466;Niet in te delen (PV);2015;970.0
467;Niet in te delen (PV);2016;690.0
468;Niet in te delen (PV);2017;385.0
469;Niet in te delen (PV);2018;225.0
470;Niet in te delen (PV);2019;165.0
471;Niet in te delen (PV);2020;125.0
472;Niet in te delen (PV);2021;90.0
473;Niet in te delen (PV);2022;75.0
474;Niet in te delen (PV);2023;70.0
475;Aa en Hunze;1999;
476;Aa en Hunze;2000;10.0
477;Aa en Hunze;2001;30.0
478;Aa en Hunze;2002;35.0
479;Aa en Hunze;2003;40.0
480;Aa en Hunze;2004;35.0
481;Aa en Hunze;2005;20.0
482;Aa en Hunze;2006;25.0
483;Aa en Hunze;2007;35.0
484;Aa en Hunze;2008;30.0
485;Aa en Hunze;2009;25.0
486;Aa en Hunze;2010;35.0
487;Aa en Hunze;2011;50.0
488;Aa en Hunze;2012;65.0
489;Aa en Hunze;2013;60.0
490;Aa en Hunze;2014;60.0
491;Aa en Hunze;2015;65.0
492;Aa en Hunze;2016;65.0
493;Aa en Hunze;2017;65.0
494;Aa en Hunze;2018;45.0
495;Aa en Hunze;2019;35.0
496;Aa en Hunze;2020;25.0
497;Aa en Hunze;2021;20.0
498;Aa en Hunze;2022;10.0
499;Aa en Hunze;2023;10.0
500;Aalburg;1999;
501;Aalburg;2000;
502;Aalburg;2001;
503;Aalburg;2002;
504;Aalburg;2003;
505;Aalburg;2004;10.0
506;Aalburg;2005;10.0
507;Aalburg;2006;10.0
508;Aalburg;2007;10.0
509;Aalburg;2008;15.0
510;Aalburg;2009;
511;Aalburg;2010;10.0
512;Aalburg;2011;10.0
513;Aalburg;2012;10.0
514;Aalburg;2013;15.0
515;Aalburg;2014;15.0
516;Aalburg;2015;15.0
517;Aalburg;2016;15.0
518;Aalburg;2017;
519;Aalburg;2018;10.0
520;Aalburg;2019;
521;Aalburg;2020;
522;Aalburg;2021;
523;Aalburg;2022;
524;Aalburg;2023;
525;Aalsmeer;1999;
526;Aalsmeer;2000;
527;Aalsmeer;2001;15.0
528;Aalsmeer;2002;15.0
529;Aalsmeer;2003;10.0
530;Aalsmeer;2004;10.0
531;Aalsmeer;2005;10.0
532;Aalsmeer;2006;25.0
533;Aalsmeer;2007;25.0
534;Aalsmeer;2008;30.0
535;Aalsmeer;2009;30.0
536;Aalsmeer;2010;20.0
537;Aalsmeer;2011;40.0
538;Aalsmeer;2012;40.0
539;Aalsmeer;2013;30.0
540;Aalsmeer;2014;25.0
541;Aalsmeer;2015;20.0
542;Aalsmeer;2016;20.0
543;Aalsmeer;2017;20.0
544;Aalsmeer;2018;20.0
545;Aalsmeer;2019;15.0
546;Aalsmeer;2020;10.0
547;Aalsmeer;2021;10.0
548;Aalsmeer;2022;10.0
549;Aalsmeer;2023;10.0
550;Aalten;1999;
551;Aalten;2000;15.0
552;Aalten;2001;20.0
553;Aalten;2002;20.0
554;Aalten;2003;25.0
555;Aalten;2004;35.0
556;Aalten;2005;55.0
557;Aalten;2006;50.0
558;Aalten;2007;40.0
559;Aalten;2008;40.0
560;Aalten;2009;30.0
561;Aalten;2010;30.0
562;Aalten;2011;35.0
563;Aalten;2012;40.0
564;Aalten;2013;50.0
565;Aalten;2014;40.0
566;Aalten;2015;55.0
567;Aalten;2016;50.0
568;Aalten;2017;45.0
569;Aalten;2018;35.0
570;Aalten;2019;30.0
571;Aalten;2020;35.0
572;Aalten;2021;20.0
573;Aalten;2022;15.0
574;Aalten;2023;10.0
575;Ter Aar;1999;
576;Ter Aar;2000;
577;Ter Aar;2001;
578;Ter Aar;2002;
579;Ter Aar;2003;
580;Ter Aar;2004;
581;Ter Aar;2005;
582;Ter Aar;2006;10.0
583;Ter Aar;2007;
584;Ter Aar;2008;
585;Ter Aar;2009;
586;Ter Aar;2010;
587;Ter Aar;2011;
588;Ter Aar;2012;
589;Ter Aar;2013;
590;Ter Aar;2014;
591;Ter Aar;2015;
592;Ter Aar;2016;
593;Ter Aar;2017;
594;Ter Aar;2018;
595;Ter Aar;2019;
596;Ter Aar;2020;
597;Ter Aar;2021;
598;Ter Aar;2022;
599;Ter Aar;2023;
600;Abcoude;1999;
601;Abcoude;2000;
602;Abcoude;2001;
603;Abcoude;2002;
604;Abcoude;2003;
605;Abcoude;2004;
606;Abcoude;2005;
607;Abcoude;2006;
608;Abcoude;2007;
609;Abcoude;2008;
610;Abcoude;2009;
611;Abcoude;2010;
612;Abcoude;2011;
613;Abcoude;2012;
614;Abcoude;2013;
615;Abcoude;2014;
616;Abcoude;2015;
617;Abcoude;2016;
618;Abcoude;2017;
619;Abcoude;2018;
620;Abcoude;2019;
621;Abcoude;2020;
622;Abcoude;2021;
623;Abcoude;2022;
624;Abcoude;2023;
625;Achtkarspelen;1999;
626;Achtkarspelen;2000;15.0
627;Achtkarspelen;2001;20.0
628;Achtkarspelen;2002;20.0
629;Achtkarspelen;2003;20.0
630;Achtkarspelen;2004;25.0
631;Achtkarspelen;2005;20.0
632;Achtkarspelen;2006;30.0
633;Achtkarspelen;2007;30.0
634;Achtkarspelen;2008;40.0
635;Achtkarspelen;2009;50.0
636;Achtkarspelen;2010;75.0
637;Achtkarspelen;2011;90.0
638;Achtkarspelen;2012;105.0
639;Achtkarspelen;2013;110.0
640;Achtkarspelen;2014;115.0
641;Achtkarspelen;2015;115.0
642;Achtkarspelen;2016;105.0
643;Achtkarspelen;2017;80.0
644;Achtkarspelen;2018;60.0
645;Achtkarspelen;2019;35.0
646;Achtkarspelen;2020;35.0
647;Achtkarspelen;2021;35.0
648;Achtkarspelen;2022;25.0
649;Achtkarspelen;2023;25.0
650;Akersloot;1999;
651;Akersloot;2000;
652;Akersloot;2001;
653;Akersloot;2002;
654;Akersloot;2003;
655;Akersloot;2004;
656;Akersloot;2005;
657;Akersloot;2006;
658;Akersloot;2007;
659;Akersloot;2008;
660;Akersloot;2009;
661;Akersloot;2010;
662;Akersloot;2011;
663;Akersloot;2012;
664;Akersloot;2013;
665;Akersloot;2014;
666;Akersloot;2015;
667;Akersloot;2016;
668;Akersloot;2017;
669;Akersloot;2018;
670;Akersloot;2019;
671;Akersloot;2020;
672;Akersloot;2021;
673;Akersloot;2022;
674;Akersloot;2023;
675;Alblasserdam;1999;
676;Alblasserdam;2000;
677;Alblasserdam;2001;10.0
678;Alblasserdam;2002;25.0
679;Alblasserdam;2003;20.0
680;Alblasserdam;2004;20.0
681;Alblasserdam;2005;15.0
682;Alblasserdam;2006;25.0
683;Alblasserdam;2007;25.0
684;Alblasserdam;2008;25.0
685;Alblasserdam;2009;20.0
686;Alblasserdam;2010;10.0
687;Alblasserdam;2011;15.0
688;Alblasserdam;2012;15.0
689;Alblasserdam;2013;10.0
690;Alblasserdam;2014;10.0
691;Alblasserdam;2015;30.0
692;Alblasserdam;2016;25.0
693;Alblasserdam;2017;25.0
694;Alblasserdam;2018;20.0
695;Alblasserdam;2019;20.0
696;Alblasserdam;2020;10.0
697;Alblasserdam;2021;10.0
698;Alblasserdam;2022;
699;Alblasserdam;2023;
700;Albrandswaard;1999;
701;Albrandswaard;2000;10.0
702;Albrandswaard;2001;10.0
703;Albrandswaard;2002;10.0
704;Albrandswaard;2003;10.0
705;Albrandswaard;2004;15.0
706;Albrandswaard;2005;20.0
707;Albrandswaard;2006;30.0
708;Albrandswaard;2007;35.0
709;Albrandswaard;2008;25.0
710;Albrandswaard;2009;25.0
711;Albrandswaard;2010;15.0
712;Albrandswaard;2011;15.0
713;Albrandswaard;2012;20.0
714;Albrandswaard;2013;40.0
715;Albrandswaard;2014;40.0
716;Albrandswaard;2015;40.0
717;Albrandswaard;2016;30.0
718;Albrandswaard;2017;30.0
719;Albrandswaard;2018;20.0
720;Albrandswaard;2019;15.0
721;Albrandswaard;2020;15.0
722;Albrandswaard;2021;10.0
723;Albrandswaard;2022;
724;Albrandswaard;2023;10.0
725;Alkemade;1999;
726;Alkemade;2000;
727;Alkemade;2001;
728;Alkemade;2002;
729;Alkemade;2003;
730;Alkemade;2004;
731;Alkemade;2005;
732;Alkemade;2006;10.0
733;Alkemade;2007;10.0
734;Alkemade;2008;10.0
735;Alkemade;2009;
736;Alkemade;2010;
737;Alkemade;2011;
738;Alkemade;2012;
739;Alkemade;2013;
740;Alkemade;2014;
741;Alkemade;2015;
742;Alkemade;2016;
743;Alkemade;2017;
744;Alkemade;2018;
745;Alkemade;2019;
746;Alkemade;2020;
747;Alkemade;2021;
748;Alkemade;2022;
749;Alkemade;2023;
750;Alkmaar;1999;30.0
751;Alkmaar;2000;115.0
752;Alkmaar;2001;180.0
753;Alkmaar;2002;230.0
754;Alkmaar;2003;205.0
755;Alkmaar;2004;220.0
756;Alkmaar;2005;240.0
757;Alkmaar;2006;255.0
758;Alkmaar;2007;265.0
759;Alkmaar;2008;220.0
760;Alkmaar;2009;175.0
761;Alkmaar;2010;160.0
762;Alkmaar;2011;190.0
763;Alkmaar;2012;200.0
764;Alkmaar;2013;185.0
765;Alkmaar;2014;200.0
766;Alkmaar;2015;180.0
767;Alkmaar;2016;165.0
768;Alkmaar;2017;130.0
769;Alkmaar;2018;120.0
770;Alkmaar;2019;100.0
771;Alkmaar;2020;70.0
772;Alkmaar;2021;60.0
773;Alkmaar;2022;35.0
774;Alkmaar;2023;30.0
775;Almelo;1999;110.0
776;Almelo;2000;205.0
777;Almelo;2001;220.0
778;Almelo;2002;220.0
779;Almelo;2003;210.0
780;Almelo;2004;205.0
781;Almelo;2005;215.0
782;Almelo;2006;215.0
