ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
3214;Other taxes;Zuid-Nederland (LD);2018;28.0;8.0
3215;Other taxes;Zuid-Nederland (LD);2019;28.0;8.0
3216;Other taxes;Zuid-Nederland (LD);2020;26.0;7.0
3217;Other taxes;Zuid-Nederland (LD);2021;25.0;7.0
3218;Other taxes;Zuid-Nederland (LD);2022;25.0;7.0
3219;Other taxes;Zuid-Nederland (LD);2023;26.0;7.0
3220;Other taxes;Groningen (PV);2017;2.0;4.0
3221;Other taxes;Groningen (PV);2018;2.0;4.0
3222;Other taxes;Groningen (PV);2019;2.0;4.0
3223;Other taxes;Groningen (PV);2020;2.0;4.0
3224;Other taxes;Groningen (PV);2021;2.0;4.0
3225;Other taxes;Groningen (PV);2022;1.0;2.0
3226;Other taxes;Groningen (PV);2023;1.0;2.0
3227;Other taxes;Fryslân (PV);2017;8.0;12.0
3228;Other taxes;Fryslân (PV);2018;8.0;12.0
3229;Other taxes;Fryslân (PV);2019;8.0;12.0
3230;Other taxes;Fryslân (PV);2020;8.0;12.0
3231;Other taxes;Fryslân (PV);2021;8.0;12.0
3232;Other taxes;Fryslân (PV);2022;9.0;14.0
3233;Other taxes;Fryslân (PV);2023;9.0;14.0
3234;Other taxes;Drenthe (PV);2017;3.0;5.0
3235;Other taxes;Drenthe (PV);2018;3.0;5.0
3236;Other taxes;Drenthe (PV);2019;3.0;6.0
3237;Other taxes;Drenthe (PV);2020;3.0;7.0
3238;Other taxes;Drenthe (PV);2021;3.0;6.0
3239;Other taxes;Drenthe (PV);2022;3.0;6.0
3240;Other taxes;Drenthe (PV);2023;4.0;7.0
3241;Other taxes;Overijssel (PV);2017;9.0;8.0
3242;Other taxes;Overijssel (PV);2018;10.0;8.0
3243;Other taxes;Overijssel (PV);2019;9.0;8.0
3244;Other taxes;Overijssel (PV);2020;8.0;7.0
3245;Other taxes;Overijssel (PV);2021;9.0;7.0
3246;Other taxes;Overijssel (PV);2022;8.0;7.0
3247;Other taxes;Overijssel (PV);2023;7.0;6.0
3248;Other taxes;Flevoland (PV);2017;5.0;12.0
3249;Other taxes;Flevoland (PV);2018;4.0;9.0
3250;Other taxes;Flevoland (PV);2019;2.0;6.0
3251;Other taxes;Flevoland (PV);2020;2.0;5.0
3252;Other taxes;Flevoland (PV);2021;3.0;6.0
3253;Other taxes;Flevoland (PV);2022;3.0;7.0
3254;Other taxes;Flevoland (PV);2023;3.0;7.0
3255;Other taxes;Gelderland (PV);2017;18.0;9.0
3256;Other taxes;Gelderland (PV);2018;17.0;8.0
3257;Other taxes;Gelderland (PV);2019;17.0;8.0
3258;Other taxes;Gelderland (PV);2020;17.0;8.0
3259;Other taxes;Gelderland (PV);2021;17.0;8.0
3260;Other taxes;Gelderland (PV);2022;17.0;8.0
3261;Other taxes;Gelderland (PV);2023;17.0;8.0
3262;Other taxes;Utrecht (PV);2017;8.0;6.0
3263;Other taxes;Utrecht (PV);2018;8.0;6.0
3264;Other taxes;Utrecht (PV);2019;8.0;6.0
3265;Other taxes;Utrecht (PV);2020;8.0;6.0
3266;Other taxes;Utrecht (PV);2021;8.0;6.0
3267;Other taxes;Utrecht (PV);2022;8.0;6.0
3268;Other taxes;Utrecht (PV);2023;8.0;6.0
3269;Other taxes;Noord-Holland (PV);2017;22.0;8.0
3270;Other taxes;Noord-Holland (PV);2018;20.0;7.0
3271;Other taxes;Noord-Holland (PV);2019;18.0;6.0
3272;Other taxes;Noord-Holland (PV);2020;18.0;6.0
3273;Other taxes;Noord-Holland (PV);2021;19.0;7.0
3274;Other taxes;Noord-Holland (PV);2022;23.0;8.0
3275;Other taxes;Noord-Holland (PV);2023;25.0;8.0
3276;Other taxes;Zuid-Holland (PV);2017;23.0;6.0
3277;Other taxes;Zuid-Holland (PV);2018;22.0;6.0
3278;Other taxes;Zuid-Holland (PV);2019;21.0;6.0
3279;Other taxes;Zuid-Holland (PV);2020;21.0;6.0
3280;Other taxes;Zuid-Holland (PV);2021;21.0;6.0
3281;Other taxes;Zuid-Holland (PV);2022;21.0;6.0
3282;Other taxes;Zuid-Holland (PV);2023;19.0;5.0
3283;Other taxes;Zeeland (PV);2017;10.0;27.0
3284;Other taxes;Zeeland (PV);2018;11.0;27.0
3285;Other taxes;Zeeland (PV);2019;11.0;30.0
3286;Other taxes;Zeeland (PV);2020;12.0;31.0
3287;Other taxes;Zeeland (PV);2021;13.0;34.0
3288;Other taxes;Zeeland (PV);2022;17.0;44.0
3289;Other taxes;Zeeland (PV);2023;16.0;41.0
3290;Other taxes;Noord-Brabant (PV);2017;17.0;7.0
3291;Other taxes;Noord-Brabant (PV);2018;17.0;7.0
3292;Other taxes;Noord-Brabant (PV);2019;17.0;7.0
3293;Other taxes;Noord-Brabant (PV);2020;16.0;6.0
3294;Other taxes;Noord-Brabant (PV);2021;15.0;6.0
3295;Other taxes;Noord-Brabant (PV);2022;16.0;6.0
3296;Other taxes;Noord-Brabant (PV);2023;17.0;6.0
3297;Other taxes;Limburg (PV);2017;10.0;9.0
3298;Other taxes;Limburg (PV);2018;11.0;10.0
3299;Other taxes;Limburg (PV);2019;10.0;9.0
3300;Other taxes;Limburg (PV);2020;10.0;9.0
3301;Other taxes;Limburg (PV);2021;10.0;9.0
3302;Other taxes;Limburg (PV);2022;9.0;8.0
3303;Other taxes;Limburg (PV);2023;9.0;8.0
3304;Other taxes;Oost-Groningen (CR);2017;1.0;4.0
3305;Other taxes;Oost-Groningen (CR);2018;1.0;4.0
3306;Other taxes;Oost-Groningen (CR);2019;1.0;4.0
3307;Other taxes;Oost-Groningen (CR);2020;0.0;3.0
3308;Other taxes;Oost-Groningen (CR);2021;0.0;3.0
3309;Other taxes;Oost-Groningen (CR);2022;1.0;5.0
3310;Other taxes;Oost-Groningen (CR);2023;0.0;4.0
3311;Other taxes;Delfzijl en omgeving (CR);2017;0.0;9.0
3312;Other taxes;Delfzijl en omgeving (CR);2018;0.0;9.0
3313;Other taxes;Delfzijl en omgeving (CR);2019;0.0;9.0
3314;Other taxes;Delfzijl en omgeving (CR);2020;0.0;9.0
3315;Other taxes;Delfzijl en omgeving (CR);2021;0.0;1.0
3316;Other taxes;Delfzijl en omgeving (CR);2022;0.0;3.0
3317;Other taxes;Delfzijl en omgeving (CR);2023;0.0;3.0
3318;Other taxes;Overig Groningen (CR);2017;1.0;4.0
3319;Other taxes;Overig Groningen (CR);2018;1.0;4.0
3320;Other taxes;Overig Groningen (CR);2019;1.0;3.0
3321;Other taxes;Overig Groningen (CR);2020;1.0;3.0
3322;Other taxes;Overig Groningen (CR);2021;2.0;4.0
3323;Other taxes;Overig Groningen (CR);2022;0.0;1.0
3324;Other taxes;Overig Groningen (CR);2023;0.0;1.0
3325;Other taxes;Noord-Friesland (CR);2017;3.0;10.0
3326;Other taxes;Noord-Friesland (CR);2018;4.0;11.0
3327;Other taxes;Noord-Friesland (CR);2019;4.0;12.0
3328;Other taxes;Noord-Friesland (CR);2020;4.0;12.0
3329;Other taxes;Noord-Friesland (CR);2021;4.0;12.0
3330;Other taxes;Noord-Friesland (CR);2022;4.0;14.0
3331;Other taxes;Noord-Friesland (CR);2023;5.0;14.0
3332;Other taxes;Zuidwest-Friesland (CR);2017;3.0;23.0
3333;Other taxes;Zuidwest-Friesland (CR);2018;3.0;23.0
3334;Other taxes;Zuidwest-Friesland (CR);2019;3.0;23.0
3335;Other taxes;Zuidwest-Friesland (CR);2020;3.0;23.0
3336;Other taxes;Zuidwest-Friesland (CR);2021;3.0;23.0
3337;Other taxes;Zuidwest-Friesland (CR);2022;4.0;27.0
3338;Other taxes;Zuidwest-Friesland (CR);2023;4.0;27.0
3339;Other taxes;Zuidoost-Friesland (CR);2017;1.0;6.0
3340;Other taxes;Zuidoost-Friesland (CR);2018;1.0;5.0
3341;Other taxes;Zuidoost-Friesland (CR);2019;1.0;5.0
3342;Other taxes;Zuidoost-Friesland (CR);2020;1.0;4.0
3343;Other taxes;Zuidoost-Friesland (CR);2021;1.0;4.0
3344;Other taxes;Zuidoost-Friesland (CR);2022;1.0;5.0
3345;Other taxes;Zuidoost-Friesland (CR);2023;1.0;5.0
3346;Other taxes;Noord-Drenthe (CR);2017;1.0;5.0
3347;Other taxes;Noord-Drenthe (CR);2018;1.0;5.0
3348;Other taxes;Noord-Drenthe (CR);2019;1.0;5.0
3349;Other taxes;Noord-Drenthe (CR);2020;1.0;5.0
3350;Other taxes;Noord-Drenthe (CR);2021;1.0;5.0
3351;Other taxes;Noord-Drenthe (CR);2022;1.0;6.0
3352;Other taxes;Noord-Drenthe (CR);2023;1.0;7.0
3353;Other taxes;Zuidoost-Drenthe (CR);2017;1.0;4.0
3354;Other taxes;Zuidoost-Drenthe (CR);2018;1.0;4.0
3355;Other taxes;Zuidoost-Drenthe (CR);2019;1.0;5.0
3356;Other taxes;Zuidoost-Drenthe (CR);2020;1.0;5.0
3357;Other taxes;Zuidoost-Drenthe (CR);2021;1.0;3.0
3358;Other taxes;Zuidoost-Drenthe (CR);2022;1.0;3.0
3359;Other taxes;Zuidoost-Drenthe (CR);2023;1.0;5.0
3360;Other taxes;Zuidwest-Drenthe (CR);2017;1.0;8.0
3361;Other taxes;Zuidwest-Drenthe (CR);2018;1.0;7.0
3362;Other taxes;Zuidwest-Drenthe (CR);2019;1.0;9.0
3363;Other taxes;Zuidwest-Drenthe (CR);2020;1.0;11.0
3364;Other taxes;Zuidwest-Drenthe (CR);2021;2.0;11.0
3365;Other taxes;Zuidwest-Drenthe (CR);2022;2.0;11.0
3366;Other taxes;Zuidwest-Drenthe (CR);2023;2.0;12.0
3367;Other taxes;Noord-Overijssel (CR);2017;4.0;10.0
3368;Other taxes;Noord-Overijssel (CR);2018;4.0;10.0
3369;Other taxes;Noord-Overijssel (CR);2019;4.0;10.0
3370;Other taxes;Noord-Overijssel (CR);2020;3.0;9.0
3371;Other taxes;Noord-Overijssel (CR);2021;4.0;10.0
3372;Other taxes;Noord-Overijssel (CR);2022;4.0;10.0
3373;Other taxes;Noord-Overijssel (CR);2023;4.0;9.0
3374;Other taxes;Zuidwest-Overijssel (CR);2017;1.0;3.0
3375;Other taxes;Zuidwest-Overijssel (CR);2018;1.0;6.0
3376;Other taxes;Zuidwest-Overijssel (CR);2019;1.0;6.0
3377;Other taxes;Zuidwest-Overijssel (CR);2020;1.0;6.0
3378;Other taxes;Zuidwest-Overijssel (CR);2021;1.0;6.0
3379;Other taxes;Zuidwest-Overijssel (CR);2022;1.0;4.0
3380;Other taxes;Zuidwest-Overijssel (CR);2023;1.0;4.0
3381;Other taxes;Twente (CR);2017;5.0;8.0
3382;Other taxes;Twente (CR);2018;5.0;8.0
3383;Other taxes;Twente (CR);2019;4.0;7.0
3384;Other taxes;Twente (CR);2020;4.0;6.0
3385;Other taxes;Twente (CR);2021;4.0;6.0
3386;Other taxes;Twente (CR);2022;3.0;5.0
3387;Other taxes;Twente (CR);2023;3.0;5.0
3388;Other taxes;Veluwe (CR);2017;9.0;14.0
3389;Other taxes;Veluwe (CR);2018;8.0;11.0
3390;Other taxes;Veluwe (CR);2019;8.0;11.0
3391;Other taxes;Veluwe (CR);2020;8.0;11.0
3392;Other taxes;Veluwe (CR);2021;7.0;10.0
3393;Other taxes;Veluwe (CR);2022;7.0;9.0
3394;Other taxes;Veluwe (CR);2023;9.0;12.0
3395;Other taxes;Achterhoek (CR);2017;2.0;6.0
3396;Other taxes;Achterhoek (CR);2018;3.0;7.0
3397;Other taxes;Achterhoek (CR);2019;3.0;6.0
3398;Other taxes;Achterhoek (CR);2020;3.0;7.0
3399;Other taxes;Achterhoek (CR);2021;3.0;7.0
3400;Other taxes;Achterhoek (CR);2022;3.0;7.0
3401;Other taxes;Achterhoek (CR);2023;3.0;6.0
3402;Other taxes;Arnhem/Nijmegen (CR);2017;5.0;6.0
3403;Other taxes;Arnhem/Nijmegen (CR);2018;5.0;7.0
3404;Other taxes;Arnhem/Nijmegen (CR);2019;5.0;7.0
3405;Other taxes;Arnhem/Nijmegen (CR);2020;5.0;7.0
3406;Other taxes;Arnhem/Nijmegen (CR);2021;6.0;8.0
3407;Other taxes;Arnhem/Nijmegen (CR);2022;6.0;8.0
3408;Other taxes;Arnhem/Nijmegen (CR);2023;4.0;5.0
3409;Other taxes;Zuidwest-Gelderland (CR);2017;2.0;7.0
3410;Other taxes;Zuidwest-Gelderland (CR);2018;2.0;8.0
3411;Other taxes;Zuidwest-Gelderland (CR);2019;2.0;8.0
3412;Other taxes;Zuidwest-Gelderland (CR);2020;2.0;7.0
3413;Other taxes;Zuidwest-Gelderland (CR);2021;2.0;7.0
3414;Other taxes;Zuidwest-Gelderland (CR);2022;2.0;7.0
3415;Other taxes;Zuidwest-Gelderland (CR);2023;2.0;8.0
3416;Other taxes;Utrecht (CR);2017;8.0;6.0
3417;Other taxes;Utrecht (CR);2018;8.0;6.0
3418;Other taxes;Utrecht (CR);2019;8.0;6.0
3419;Other taxes;Utrecht (CR);2020;8.0;6.0
3420;Other taxes;Utrecht (CR);2021;8.0;6.0
3421;Other taxes;Utrecht (CR);2022;8.0;6.0
3422;Other taxes;Utrecht (CR);2023;8.0;6.0
3423;Other taxes;Kop van Noord-Holland (CR);2017;5.0;14.0
3424;Other taxes;Kop van Noord-Holland (CR);2018;5.0;14.0
3425;Other taxes;Kop van Noord-Holland (CR);2019;6.0;15.0
3426;Other taxes;Kop van Noord-Holland (CR);2020;6.0;16.0
3427;Other taxes;Kop van Noord-Holland (CR);2021;6.0;16.0
3428;Other taxes;Kop van Noord-Holland (CR);2022;6.0;16.0
3429;Other taxes;Kop van Noord-Holland (CR);2023;7.0;17.0
3430;Other taxes;Alkmaar en omgeving (CR);2017;5.0;20.0
3431;Other taxes;Alkmaar en omgeving (CR);2018;4.0;18.0
3432;Other taxes;Alkmaar en omgeving (CR);2019;1.0;6.0
3433;Other taxes;Alkmaar en omgeving (CR);2020;1.0;5.0
3434;Other taxes;Alkmaar en omgeving (CR);2021;2.0;8.0
3435;Other taxes;Alkmaar en omgeving (CR);2022;2.0;7.0
3436;Other taxes;Alkmaar en omgeving (CR);2023;3.0;10.0
3437;Other taxes;IJmond (CR);2017;1.0;6.0
3438;Other taxes;IJmond (CR);2018;1.0;6.0
3439;Other taxes;IJmond (CR);2019;1.0;7.0
3440;Other taxes;IJmond (CR);2020;1.0;7.0
3441;Other taxes;IJmond (CR);2021;1.0;7.0
3442;Other taxes;IJmond (CR);2022;2.0;8.0
3443;Other taxes;IJmond (CR);2023;1.0;7.0
3444;Other taxes;Agglomeratie Haarlem (CR);2017;2.0;10.0
3445;Other taxes;Agglomeratie Haarlem (CR);2018;3.0;13.0
3446;Other taxes;Agglomeratie Haarlem (CR);2019;3.0;14.0
3447;Other taxes;Agglomeratie Haarlem (CR);2020;3.0;12.0
3448;Other taxes;Agglomeratie Haarlem (CR);2021;3.0;12.0
3449;Other taxes;Agglomeratie Haarlem (CR);2022;3.0;13.0
3450;Other taxes;Agglomeratie Haarlem (CR);2023;3.0;15.0
3451;Other taxes;Zaanstreek (CR);2017;1.0;6.0
3452;Other taxes;Zaanstreek (CR);2018;1.0;6.0
3453;Other taxes;Zaanstreek (CR);2019;1.0;7.0
3454;Other taxes;Zaanstreek (CR);2020;1.0;7.0
3455;Other taxes;Zaanstreek (CR);2021;1.0;7.0
3456;Other taxes;Zaanstreek (CR);2022;1.0;7.0
3457;Other taxes;Zaanstreek (CR);2023;1.0;4.0
3458;Other taxes;Groot-Amsterdam (CR);2017;6.0;4.0
3459;Other taxes;Groot-Amsterdam (CR);2018;3.0;2.0
3460;Other taxes;Groot-Amsterdam (CR);2019;4.0;3.0
3461;Other taxes;Groot-Amsterdam (CR);2020;4.0;3.0
3462;Other taxes;Groot-Amsterdam (CR);2021;4.0;3.0
3463;Other taxes;Groot-Amsterdam (CR);2022;8.0;6.0
3464;Other taxes;Groot-Amsterdam (CR);2023;9.0;6.0
3465;Other taxes;Het Gooi en Vechtstreek (CR);2017;2.0;7.0
3466;Other taxes;Het Gooi en Vechtstreek (CR);2018;2.0;7.0
3467;Other taxes;Het Gooi en Vechtstreek (CR);2019;2.0;6.0
3468;Other taxes;Het Gooi en Vechtstreek (CR);2020;1.0;5.0
3469;Other taxes;Het Gooi en Vechtstreek (CR);2021;2.0;7.0
3470;Other taxes;Het Gooi en Vechtstreek (CR);2022;2.0;7.0
3471;Other taxes;Het Gooi en Vechtstreek (CR);2023;2.0;6.0
3472;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2017;3.0;7.0
3473;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2018;3.0;6.0
3474;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2019;3.0;6.0
3475;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2020;3.0;7.0
3476;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2021;3.0;7.0
3477;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2022;4.0;8.0
3478;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2023;3.0;7.0
3479;Other taxes;Agglomeratie 's-Gravenhage (CR);2017;5.0;6.0
3480;Other taxes;Agglomeratie 's-Gravenhage (CR);2018;5.0;6.0
3481;Other taxes;Agglomeratie 's-Gravenhage (CR);2019;5.0;5.0
3482;Other taxes;Agglomeratie 's-Gravenhage (CR);2020;5.0;6.0
3483;Other taxes;Agglomeratie 's-Gravenhage (CR);2021;4.0;5.0
3484;Other taxes;Agglomeratie 's-Gravenhage (CR);2022;4.0;5.0
3485;Other taxes;Agglomeratie 's-Gravenhage (CR);2023;3.0;4.0
3486;Other taxes;Delft en Westland (CR);2017;1.0;4.0
3487;Other taxes;Delft en Westland (CR);2018;1.0;4.0
3488;Other taxes;Delft en Westland (CR);2019;1.0;4.0
3489;Other taxes;Delft en Westland (CR);2020;1.0;2.0
3490;Other taxes;Delft en Westland (CR);2021;1.0;4.0
3491;Other taxes;Delft en Westland (CR);2022;1.0;4.0
3492;Other taxes;Delft en Westland (CR);2023;1.0;5.0
3493;Other taxes;Oost-Zuid-Holland (CR);2017;2.0;5.0
3494;Other taxes;Oost-Zuid-Holland (CR);2018;2.0;5.0
3495;Other taxes;Oost-Zuid-Holland (CR);2019;2.0;5.0
3496;Other taxes;Oost-Zuid-Holland (CR);2020;1.0;4.0
3497;Other taxes;Oost-Zuid-Holland (CR);2021;1.0;4.0
3498;Other taxes;Oost-Zuid-Holland (CR);2022;1.0;4.0
3499;Other taxes;Oost-Zuid-Holland (CR);2023;1.0;4.0
3500;Other taxes;Groot-Rijnmond (CR);2017;10.0;7.0
3501;Other taxes;Groot-Rijnmond (CR);2018;8.0;6.0
3502;Other taxes;Groot-Rijnmond (CR);2019;8.0;6.0
3503;Other taxes;Groot-Rijnmond (CR);2020;8.0;6.0
3504;Other taxes;Groot-Rijnmond (CR);2021;9.0;6.0
3505;Other taxes;Groot-Rijnmond (CR);2022;9.0;6.0
3506;Other taxes;Groot-Rijnmond (CR);2023;8.0;6.0
3507;Other taxes;Zuidoost-Zuid-Holland (CR);2017;2.0;6.0
3508;Other taxes;Zuidoost-Zuid-Holland (CR);2018;3.0;7.0
3509;Other taxes;Zuidoost-Zuid-Holland (CR);2019;3.0;7.0
3510;Other taxes;Zuidoost-Zuid-Holland (CR);2020;2.0;7.0
3511;Other taxes;Zuidoost-Zuid-Holland (CR);2021;2.0;6.0
3512;Other taxes;Zuidoost-Zuid-Holland (CR);2022;2.0;5.0
3513;Other taxes;Zuidoost-Zuid-Holland (CR);2023;1.0;3.0
3514;Other taxes;Zeeuwsch-Vlaanderen (CR);2017;3.0;28.0
3515;Other taxes;Zeeuwsch-Vlaanderen (CR);2018;3.0;29.0
3516;Other taxes;Zeeuwsch-Vlaanderen (CR);2019;3.0;31.0
3517;Other taxes;Zeeuwsch-Vlaanderen (CR);2020;4.0;38.0
3518;Other taxes;Zeeuwsch-Vlaanderen (CR);2021;4.0;42.0
3519;Other taxes;Zeeuwsch-Vlaanderen (CR);2022;7.0;69.0
3520;Other taxes;Zeeuwsch-Vlaanderen (CR);2023;6.0;60.0
3521;Other taxes;Overig Zeeland (CR);2017;7.0;27.0
3522;Other taxes;Overig Zeeland (CR);2018;7.0;27.0
3523;Other taxes;Overig Zeeland (CR);2019;8.0;29.0
3524;Other taxes;Overig Zeeland (CR);2020;8.0;29.0
3525;Other taxes;Overig Zeeland (CR);2021;9.0;31.0
3526;Other taxes;Overig Zeeland (CR);2022;10.0;34.0
3527;Other taxes;Overig Zeeland (CR);2023;9.0;33.0
3528;Other taxes;West-Noord-Brabant (CR);2017;4.0;7.0
3529;Other taxes;West-Noord-Brabant (CR);2018;4.0;7.0
3530;Other taxes;West-Noord-Brabant (CR);2019;4.0;7.0
3531;Other taxes;West-Noord-Brabant (CR);2020;3.0;5.0
3532;Other taxes;West-Noord-Brabant (CR);2021;3.0;4.0
3533;Other taxes;West-Noord-Brabant (CR);2022;2.0;4.0
3534;Other taxes;West-Noord-Brabant (CR);2023;3.0;4.0
3535;Other taxes;Midden-Noord-Brabant (CR);2017;5.0;11.0
3536;Other taxes;Midden-Noord-Brabant (CR);2018;5.0;11.0
3537;Other taxes;Midden-Noord-Brabant (CR);2019;5.0;10.0
3538;Other taxes;Midden-Noord-Brabant (CR);2020;5.0;10.0
3539;Other taxes;Midden-Noord-Brabant (CR);2021;5.0;10.0
3540;Other taxes;Midden-Noord-Brabant (CR);2022;5.0;10.0
3541;Other taxes;Midden-Noord-Brabant (CR);2023;5.0;10.0
3542;Other taxes;Noordoost-Noord-Brabant (CR);2017;3.0;5.0
3543;Other taxes;Noordoost-Noord-Brabant (CR);2018;3.0;5.0
3544;Other taxes;Noordoost-Noord-Brabant (CR);2019;3.0;4.0
3545;Other taxes;Noordoost-Noord-Brabant (CR);2020;3.0;4.0
3546;Other taxes;Noordoost-Noord-Brabant (CR);2021;3.0;4.0
3547;Other taxes;Noordoost-Noord-Brabant (CR);2022;3.0;4.0
3548;Other taxes;Noordoost-Noord-Brabant (CR);2023;3.0;5.0
3549;Other taxes;Zuidoost-Noord-Brabant (CR);2017;5.0;6.0
3550;Other taxes;Zuidoost-Noord-Brabant (CR);2018;5.0;6.0
3551;Other taxes;Zuidoost-Noord-Brabant (CR);2019;5.0;6.0
3552;Other taxes;Zuidoost-Noord-Brabant (CR);2020;5.0;6.0
3553;Other taxes;Zuidoost-Noord-Brabant (CR);2021;5.0;6.0
3554;Other taxes;Zuidoost-Noord-Brabant (CR);2022;5.0;7.0
3555;Other taxes;Zuidoost-Noord-Brabant (CR);2023;6.0;8.0
3556;Other taxes;Noord-Limburg (CR);2017;2.0;7.0
3557;Other taxes;Noord-Limburg (CR);2018;2.0;7.0
3558;Other taxes;Noord-Limburg (CR);2019;2.0;7.0
3559;Other taxes;Noord-Limburg (CR);2020;2.0;6.0
3560;Other taxes;Noord-Limburg (CR);2021;1.0;5.0
3561;Other taxes;Noord-Limburg (CR);2022;2.0;5.0
3562;Other taxes;Noord-Limburg (CR);2023;2.0;6.0
3563;Other taxes;Midden-Limburg (CR);2017;2.0;10.0
3564;Other taxes;Midden-Limburg (CR);2018;3.0;11.0
3565;Other taxes;Midden-Limburg (CR);2019;3.0;11.0
3566;Other taxes;Midden-Limburg (CR);2020;2.0;10.0
3567;Other taxes;Midden-Limburg (CR);2021;3.0;11.0
3568;Other taxes;Midden-Limburg (CR);2022;2.0;10.0
3569;Other taxes;Midden-Limburg (CR);2023;2.0;9.0
3570;Other taxes;Zuid-Limburg (CR);2017;6.0;10.0
3571;Other taxes;Zuid-Limburg (CR);2018;6.0;10.0
3572;Other taxes;Zuid-Limburg (CR);2019;6.0;10.0
3573;Other taxes;Zuid-Limburg (CR);2020;6.0;10.0
3574;Other taxes;Zuid-Limburg (CR);2021;6.0;9.0
3575;Other taxes;Zuid-Limburg (CR);2022;6.0;9.0
3576;Other taxes;Zuid-Limburg (CR);2023;5.0;8.0
3577;Other taxes;Flevoland (CR);2017;5.0;12.0
3578;Other taxes;Flevoland (CR);2018;4.0;9.0
3579;Other taxes;Flevoland (CR);2019;2.0;6.0
3580;Other taxes;Flevoland (CR);2020;2.0;5.0
3581;Other taxes;Flevoland (CR);2021;3.0;6.0
3582;Other taxes;Flevoland (CR);2022;3.0;7.0
3583;Other taxes;Flevoland (CR);2023;3.0;7.0
3584;Other taxes;Fewer than 5,000 inhabitants;2017;2.0;186.0
3585;Other taxes;Fewer than 5,000 inhabitants;2018;3.0;207.0
3586;Other taxes;Fewer than 5,000 inhabitants;2019;3.0;225.0
3587;Other taxes;Fewer than 5,000 inhabitants;2020;3.0;235.0
3588;Other taxes;Fewer than 5,000 inhabitants;2021;3.0;243.0
3589;Other taxes;Fewer than 5,000 inhabitants;2022;3.0;265.0
3590;Other taxes;Fewer than 5,000 inhabitants;2023;4.0;274.0
3591;Other taxes;5,000 to 9,999 inhabitants;2017;2.0;13.0
3592;Other taxes;5,000 to 9,999 inhabitants;2018;2.0;13.0
3593;Other taxes;5,000 to 9,999 inhabitants;2019;1.0;18.0
3594;Other taxes;5,000 to 9,999 inhabitants;2020;2.0;22.0
3595;Other taxes;5,000 to 9,999 inhabitants;2021;1.0;27.0
3596;Other taxes;5,000 to 9,999 inhabitants;2022;2.0;28.0
3597;Other taxes;5,000 to 9,999 inhabitants;2023;1.0;26.0
3598;Other taxes;10,000 to 19,999 inhabitants;2017;10.0;7.0
3599;Other taxes;10,000 to 19,999 inhabitants;2018;10.0;8.0
3600;Other taxes;10,000 to 19,999 inhabitants;2019;8.0;8.0
3601;Other taxes;10,000 to 19,999 inhabitants;2020;9.0;9.0
3602;Other taxes;10,000 to 19,999 inhabitants;2021;9.0;9.0
3603;Other taxes;10,000 to 19,999 inhabitants;2022;9.0;10.0
3604;Other taxes;10,000 to 19,999 inhabitants;2023;8.0;10.0
3605;Other taxes;20,000 to 49,999 inhabitants;2017;53.0;9.0
3606;Other taxes;20,000 to 49,999 inhabitants;2018;52.0;9.0
3607;Other taxes;20,000 to 49,999 inhabitants;2019;53.0;9.0
3608;Other taxes;20,000 to 49,999 inhabitants;2020;51.0;9.0
3609;Other taxes;20,000 to 49,999 inhabitants;2021;52.0;9.0
3610;Other taxes;20,000 to 49,999 inhabitants;2022;55.0;9.0
3611;Other taxes;20,000 to 49,999 inhabitants;2023;54.0;9.0
3612;Other taxes;50,000 to 99,999 inhabitants;2017;27.0;8.0
3613;Other taxes;50,000 to 99,999 inhabitants;2018;28.0;8.0
3614;Other taxes;50,000 to 99,999 inhabitants;2019;29.0;8.0
3615;Other taxes;50,000 to 99,999 inhabitants;2020;29.0;8.0
3616;Other taxes;50,000 to 99,999 inhabitants;2021;28.0;7.0
3617;Other taxes;50,000 to 99,999 inhabitants;2022;29.0;7.0
3618;Other taxes;50,000 to 99,999 inhabitants;2023;30.0;7.0
3619;Other taxes;100,000 to 149,999 inhabitants;2017;12.0;8.0
3620;Other taxes;100,000 to 149,999 inhabitants;2018;12.0;7.0
3621;Other taxes;100,000 to 149,999 inhabitants;2019;8.0;6.0
3622;Other taxes;100,000 to 149,999 inhabitants;2020;8.0;5.0
3623;Other taxes;100,000 to 149,999 inhabitants;2021;8.0;5.0
3624;Other taxes;100,000 to 149,999 inhabitants;2022;8.0;5.0
3625;Other taxes;100,000 to 149,999 inhabitants;2023;9.0;6.0
3626;Other taxes;150,000 to 249,999 inhabitants;2017;18.0;8.0
3627;Other taxes;150,000 to 249,999 inhabitants;2018;18.0;8.0
3628;Other taxes;150,000 to 249,999 inhabitants;2019;19.0;8.0
3629;Other taxes;150,000 to 249,999 inhabitants;2020;17.0;7.0
