ID;RegioS;Geslacht;Leeftijd;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
122;Overijssel (PV);Mannen en vrouwen;25 tot 45 jaar;276.6;17.2
123;Overijssel (PV);Mannen en vrouwen;45 tot 65 jaar;218.8;19.3
124;Overijssel (PV);Mannen en vrouwen;65 jaar en ouder;151.2;15.1
125;Overijssel (PV);Man;Totaal leeftijd;391.7;19.9
126;Overijssel (PV);Man;15 tot 25 jaar;41.2;9.6
127;Overijssel (PV);Man;25 tot 45 jaar;153.3;20.3
128;Overijssel (PV);Man;45 tot 65 jaar;133.0;23.4
129;Overijssel (PV);Man;65 jaar en ouder;64.1;18.4
130;Overijssel (PV);Vrouw;Totaal leeftijd;333.4;12.5
131;Overijssel (PV);Vrouw;15 tot 25 jaar;37.3;8.4
132;Overijssel (PV);Vrouw;25 tot 45 jaar;123.3;13.3
133;Overijssel (PV);Vrouw;45 tot 65 jaar;85.8;12.9
134;Overijssel (PV);Vrouw;65 jaar en ouder;87.0;12.7
135;Flevoland (PV);Mannen en vrouwen;Totaal leeftijd;223.3;17.2
136;Flevoland (PV);Mannen en vrouwen;15 tot 25 jaar;24.8;9.5
137;Flevoland (PV);Mannen en vrouwen;25 tot 45 jaar;98.8;18.1
138;Flevoland (PV);Mannen en vrouwen;45 tot 65 jaar;69.2;19.7
139;Flevoland (PV);Mannen en vrouwen;65 jaar en ouder;30.5;15.1
140;Flevoland (PV);Man;Totaal leeftijd;119.1;20.7
141;Flevoland (PV);Man;15 tot 25 jaar;12.7;9.8
142;Flevoland (PV);Man;25 tot 45 jaar;53.3;21.4
143;Flevoland (PV);Man;45 tot 65 jaar;39.6;23.8
144;Flevoland (PV);Man;65 jaar en ouder;13.6;18.5
145;Flevoland (PV);Vrouw;Totaal leeftijd;104.2;13.3
146;Flevoland (PV);Vrouw;15 tot 25 jaar;12.1;9.1
147;Flevoland (PV);Vrouw;25 tot 45 jaar;45.5;14.3
148;Flevoland (PV);Vrouw;45 tot 65 jaar;29.6;14.1
149;Flevoland (PV);Vrouw;65 jaar en ouder;16.9;12.3
150;Gelderland (PV);Mannen en vrouwen;Totaal leeftijd;1307.6;17.2
151;Gelderland (PV);Mannen en vrouwen;15 tot 25 jaar;134.2;8.9
152;Gelderland (PV);Mannen en vrouwen;25 tot 45 jaar;490.3;17.8
153;Gelderland (PV);Mannen en vrouwen;45 tot 65 jaar;413.2;20.1
154;Gelderland (PV);Mannen en vrouwen;65 jaar en ouder;269.9;15.9
155;Gelderland (PV);Man;Totaal leeftijd;696.7;20.9
156;Gelderland (PV);Man;15 tot 25 jaar;68.5;9.5
157;Gelderland (PV);Man;25 tot 45 jaar;268.2;21.1
158;Gelderland (PV);Man;45 tot 65 jaar;245.7;24.4
159;Gelderland (PV);Man;65 jaar en ouder;114.4;19.7
160;Gelderland (PV);Vrouw;Totaal leeftijd;610.9;13.1
161;Gelderland (PV);Vrouw;15 tot 25 jaar;65.8;8.3
162;Gelderland (PV);Vrouw;25 tot 45 jaar;222.1;13.8
163;Gelderland (PV);Vrouw;45 tot 65 jaar;167.5;13.8
164;Gelderland (PV);Vrouw;65 jaar en ouder;155.5;13.2
165;Utrecht (PV);Mannen en vrouwen;Totaal leeftijd;773.0;19.0
166;Utrecht (PV);Mannen en vrouwen;15 tot 25 jaar;79.3;9.0
167;Utrecht (PV);Mannen en vrouwen;25 tot 45 jaar;315.5;19.8
168;Utrecht (PV);Mannen en vrouwen;45 tot 65 jaar;236.0;22.3
169;Utrecht (PV);Mannen en vrouwen;65 jaar en ouder;142.2;17.5
170;Utrecht (PV);Man;Totaal leeftijd;399.3;23.1
171;Utrecht (PV);Man;15 tot 25 jaar;38.8;9.5
172;Utrecht (PV);Man;25 tot 45 jaar;167.9;23.1
173;Utrecht (PV);Man;45 tot 65 jaar;134.0;27.6
174;Utrecht (PV);Man;65 jaar en ouder;58.6;22.0
175;Utrecht (PV);Vrouw;Totaal leeftijd;373.8;14.7
176;Utrecht (PV);Vrouw;15 tot 25 jaar;40.5;8.6
177;Utrecht (PV);Vrouw;25 tot 45 jaar;147.6;16.0
178;Utrecht (PV);Vrouw;45 tot 65 jaar;102.1;15.5
179;Utrecht (PV);Vrouw;65 jaar en ouder;83.6;14.4
180;Noord-Holland (PV);Mannen en vrouwen;Totaal leeftijd;1734.9;18.7
181;Noord-Holland (PV);Mannen en vrouwen;15 tot 25 jaar;150.7;9.4
182;Noord-Holland (PV);Mannen en vrouwen;25 tot 45 jaar;688.6;19.6
183;Noord-Holland (PV);Mannen en vrouwen;45 tot 65 jaar;553.7;21.2
184;Noord-Holland (PV);Mannen en vrouwen;65 jaar en ouder;342.0;16.9
185;Noord-Holland (PV);Man;Totaal leeftijd;895.6;22.3
186;Noord-Holland (PV);Man;15 tot 25 jaar;75.6;9.7
187;Noord-Holland (PV);Man;25 tot 45 jaar;364.4;22.5
188;Noord-Holland (PV);Man;45 tot 65 jaar;312.5;25.6
189;Noord-Holland (PV);Man;65 jaar en ouder;143.0;20.8
190;Noord-Holland (PV);Vrouw;Totaal leeftijd;839.3;14.9
191;Noord-Holland (PV);Vrouw;15 tot 25 jaar;75.0;9.0
192;Noord-Holland (PV);Vrouw;25 tot 45 jaar;324.2;16.2
193;Noord-Holland (PV);Vrouw;45 tot 65 jaar;241.1;15.5
194;Noord-Holland (PV);Vrouw;65 jaar en ouder;198.9;14.1
195;Zuid-Holland (PV);Mannen en vrouwen;Totaal leeftijd;2270.1;18.3
196;Zuid-Holland (PV);Mannen en vrouwen;15 tot 25 jaar;225.9;9.6
197;Zuid-Holland (PV);Mannen en vrouwen;25 tot 45 jaar;871.3;19.1
198;Zuid-Holland (PV);Mannen en vrouwen;45 tot 65 jaar;705.4;21.4
199;Zuid-Holland (PV);Mannen en vrouwen;65 jaar en ouder;467.6;16.3
200;Zuid-Holland (PV);Man;Totaal leeftijd;1187.3;22.0
201;Zuid-Holland (PV);Man;15 tot 25 jaar;114.0;10.0
202;Zuid-Holland (PV);Man;25 tot 45 jaar;470.0;22.3
203;Zuid-Holland (PV);Man;45 tot 65 jaar;409.1;26.0
204;Zuid-Holland (PV);Man;65 jaar en ouder;194.2;20.2
205;Zuid-Holland (PV);Vrouw;Totaal leeftijd;1082.9;14.2
206;Zuid-Holland (PV);Vrouw;15 tot 25 jaar;111.9;9.1
207;Zuid-Holland (PV);Vrouw;25 tot 45 jaar;401.3;15.4
208;Zuid-Holland (PV);Vrouw;45 tot 65 jaar;296.3;15.0
209;Zuid-Holland (PV);Vrouw;65 jaar en ouder;273.4;13.6
210;Zeeland (PV);Mannen en vrouwen;Totaal leeftijd;251.1;17.3
211;Zeeland (PV);Mannen en vrouwen;15 tot 25 jaar;23.2;9.4
212;Zeeland (PV);Mannen en vrouwen;25 tot 45 jaar;85.0;18.0
213;Zeeland (PV);Mannen en vrouwen;45 tot 65 jaar;81.1;20.3
214;Zeeland (PV);Mannen en vrouwen;65 jaar en ouder;61.8;15.6
215;Zeeland (PV);Man;Totaal leeftijd;135.9;21.3
216;Zeeland (PV);Man;15 tot 25 jaar;12.4;10.2
217;Zeeland (PV);Man;25 tot 45 jaar;47.2;21.7
218;Zeeland (PV);Man;45 tot 65 jaar;49.3;24.8
219;Zeeland (PV);Man;65 jaar en ouder;27.0;19.2
220;Zeeland (PV);Vrouw;Totaal leeftijd;115.2;12.7
221;Zeeland (PV);Vrouw;15 tot 25 jaar;10.8;8.5
222;Zeeland (PV);Vrouw;25 tot 45 jaar;37.8;13.3
223;Zeeland (PV);Vrouw;45 tot 65 jaar;31.8;13.3
224;Zeeland (PV);Vrouw;65 jaar en ouder;34.8;12.8
225;Noord-Brabant (PV);Mannen en vrouwen;Totaal leeftijd;1617.0;17.5
226;Noord-Brabant (PV);Mannen en vrouwen;15 tot 25 jaar;161.6;8.9
227;Noord-Brabant (PV);Mannen en vrouwen;25 tot 45 jaar;617.4;18.2
228;Noord-Brabant (PV);Mannen en vrouwen;45 tot 65 jaar;516.1;20.5
229;Noord-Brabant (PV);Mannen en vrouwen;65 jaar en ouder;321.8;15.8
230;Noord-Brabant (PV);Man;Totaal leeftijd;872.6;21.3
231;Noord-Brabant (PV);Man;15 tot 25 jaar;83.5;9.4
232;Noord-Brabant (PV);Man;25 tot 45 jaar;339.1;21.6
233;Noord-Brabant (PV);Man;45 tot 65 jaar;310.5;25.0
234;Noord-Brabant (PV);Man;65 jaar en ouder;139.5;19.4
235;Noord-Brabant (PV);Vrouw;Totaal leeftijd;744.3;13.0
236;Noord-Brabant (PV);Vrouw;15 tot 25 jaar;78.1;8.4
237;Noord-Brabant (PV);Vrouw;25 tot 45 jaar;278.3;14.0
238;Noord-Brabant (PV);Vrouw;45 tot 65 jaar;205.6;13.6
239;Noord-Brabant (PV);Vrouw;65 jaar en ouder;182.3;13.0
240;Limburg (PV);Mannen en vrouwen;Totaal leeftijd;767.2;16.7
241;Limburg (PV);Mannen en vrouwen;15 tot 25 jaar;66.3;8.6
242;Limburg (PV);Mannen en vrouwen;25 tot 45 jaar;269.9;17.2
243;Limburg (PV);Mannen en vrouwen;45 tot 65 jaar;257.0;19.1
244;Limburg (PV);Mannen en vrouwen;65 jaar en ouder;174.0;15.3
245;Limburg (PV);Man;Totaal leeftijd;407.7;20.2
246;Limburg (PV);Man;15 tot 25 jaar;34.0;8.9
247;Limburg (PV);Man;25 tot 45 jaar;145.9;20.4
248;Limburg (PV);Man;45 tot 65 jaar;153.6;23.2
249;Limburg (PV);Man;65 jaar en ouder;74.3;18.6
250;Limburg (PV);Vrouw;Totaal leeftijd;359.6;12.7
251;Limburg (PV);Vrouw;15 tot 25 jaar;32.3;8.2
252;Limburg (PV);Vrouw;25 tot 45 jaar;124.0;13.5
253;Limburg (PV);Vrouw;45 tot 65 jaar;103.4;13.0
254;Limburg (PV);Vrouw;65 jaar en ouder;99.7;12.9
255;Oost-Groningen (CR);Mannen en vrouwen;Totaal leeftijd;103.4;15.4
256;Oost-Groningen (CR);Mannen en vrouwen;15 tot 25 jaar;8.2;8.8
257;Oost-Groningen (CR);Mannen en vrouwen;25 tot 45 jaar;35.7;16.0
258;Oost-Groningen (CR);Mannen en vrouwen;45 tot 65 jaar;33.8;17.7
259;Oost-Groningen (CR);Mannen en vrouwen;65 jaar en ouder;25.6;13.7
260;Oost-Groningen (CR);Man;Totaal leeftijd;55.9;18.4
261;Oost-Groningen (CR);Man;15 tot 25 jaar;4.3;9.6
262;Oost-Groningen (CR);Man;25 tot 45 jaar;19.7;18.8
263;Oost-Groningen (CR);Man;45 tot 65 jaar;21.0;21.0
264;Oost-Groningen (CR);Man;65 jaar en ouder;10.8;16.3
265;Oost-Groningen (CR);Vrouw;Totaal leeftijd;47.5;12.0
266;Oost-Groningen (CR);Vrouw;15 tot 25 jaar;3.9;7.9
267;Oost-Groningen (CR);Vrouw;25 tot 45 jaar;16.0;12.6
268;Oost-Groningen (CR);Vrouw;45 tot 65 jaar;12.9;12.5
269;Oost-Groningen (CR);Vrouw;65 jaar en ouder;14.8;11.9
270;Delfzijl en omgeving (CR);Mannen en vrouwen;Totaal leeftijd;34.5;16.3
271;Delfzijl en omgeving (CR);Mannen en vrouwen;15 tot 25 jaar;2.8;9.4
272;Delfzijl en omgeving (CR);Mannen en vrouwen;25 tot 45 jaar;11.7;16.7
273;Delfzijl en omgeving (CR);Mannen en vrouwen;45 tot 65 jaar;11.4;18.9
274;Delfzijl en omgeving (CR);Mannen en vrouwen;65 jaar en ouder;8.6;14.4
275;Delfzijl en omgeving (CR);Man;Totaal leeftijd;18.8;19.5
276;Delfzijl en omgeving (CR);Man;15 tot 25 jaar;1.5;10.1
277;Delfzijl en omgeving (CR);Man;25 tot 45 jaar;6.6;19.5
278;Delfzijl en omgeving (CR);Man;45 tot 65 jaar;7.1;22.5
279;Delfzijl en omgeving (CR);Man;65 jaar en ouder;3.7;17.5
280;Delfzijl en omgeving (CR);Vrouw;Totaal leeftijd;15.6;12.3
281;Delfzijl en omgeving (CR);Vrouw;15 tot 25 jaar;1.3;8.6
282;Delfzijl en omgeving (CR);Vrouw;25 tot 45 jaar;5.1;13.0
283;Delfzijl en omgeving (CR);Vrouw;45 tot 65 jaar;4.3;13.1
284;Delfzijl en omgeving (CR);Vrouw;65 jaar en ouder;4.9;12.0
285;Overig Groningen (CR);Mannen en vrouwen;Totaal leeftijd;243.4;16.5
286;Overig Groningen (CR);Mannen en vrouwen;15 tot 25 jaar;29.0;8.5
287;Overig Groningen (CR);Mannen en vrouwen;25 tot 45 jaar;93.9;17.2
288;Overig Groningen (CR);Mannen en vrouwen;45 tot 65 jaar;72.7;19.4
289;Overig Groningen (CR);Mannen en vrouwen;65 jaar en ouder;47.8;15.3
290;Overig Groningen (CR);Man;Totaal leeftijd;127.8;19.2
291;Overig Groningen (CR);Man;15 tot 25 jaar;14.2;8.9
292;Overig Groningen (CR);Man;25 tot 45 jaar;50.9;19.2
293;Overig Groningen (CR);Man;45 tot 65 jaar;42.8;22.8
294;Overig Groningen (CR);Man;65 jaar en ouder;19.9;18.5
295;Overig Groningen (CR);Vrouw;Totaal leeftijd;115.6;13.5
296;Overig Groningen (CR);Vrouw;15 tot 25 jaar;14.8;8.2
297;Overig Groningen (CR);Vrouw;25 tot 45 jaar;43.0;14.8
298;Overig Groningen (CR);Vrouw;45 tot 65 jaar;29.9;14.5
299;Overig Groningen (CR);Vrouw;65 jaar en ouder;27.9;13.1
300;Noord-Friesland (CR);Mannen en vrouwen;Totaal leeftijd;215.5;16.2
301;Noord-Friesland (CR);Mannen en vrouwen;15 tot 25 jaar;22.9;9.3
302;Noord-Friesland (CR);Mannen en vrouwen;25 tot 45 jaar;79.2;16.6
303;Noord-Friesland (CR);Mannen en vrouwen;45 tot 65 jaar;67.7;18.8
304;Noord-Friesland (CR);Mannen en vrouwen;65 jaar en ouder;45.7;15.0
305;Noord-Friesland (CR);Man;Totaal leeftijd;117.0;19.2
306;Noord-Friesland (CR);Man;15 tot 25 jaar;11.9;10.0
307;Noord-Friesland (CR);Man;25 tot 45 jaar;44.1;19.2
308;Noord-Friesland (CR);Man;45 tot 65 jaar;41.5;22.3
309;Noord-Friesland (CR);Man;65 jaar en ouder;19.5;18.3
310;Noord-Friesland (CR);Vrouw;Totaal leeftijd;98.5;12.6
311;Noord-Friesland (CR);Vrouw;15 tot 25 jaar;11.0;8.5
312;Noord-Friesland (CR);Vrouw;25 tot 45 jaar;35.1;13.5
313;Noord-Friesland (CR);Vrouw;45 tot 65 jaar;26.2;13.2
314;Noord-Friesland (CR);Vrouw;65 jaar en ouder;26.3;12.6
315;Zuidwest-Friesland (CR);Mannen en vrouwen;Totaal leeftijd;68.4;16.5
316;Zuidwest-Friesland (CR);Mannen en vrouwen;15 tot 25 jaar;6.4;8.5
317;Zuidwest-Friesland (CR);Mannen en vrouwen;25 tot 45 jaar;25.0;16.8
318;Zuidwest-Friesland (CR);Mannen en vrouwen;45 tot 65 jaar;21.9;19.1
319;Zuidwest-Friesland (CR);Mannen en vrouwen;65 jaar en ouder;15.1;15.6
320;Zuidwest-Friesland (CR);Man;Totaal leeftijd;37.5;19.9
321;Zuidwest-Friesland (CR);Man;15 tot 25 jaar;3.4;9.1
322;Zuidwest-Friesland (CR);Man;25 tot 45 jaar;13.9;19.9
323;Zuidwest-Friesland (CR);Man;45 tot 65 jaar;13.5;23.1
324;Zuidwest-Friesland (CR);Man;65 jaar en ouder;6.7;19.2
325;Zuidwest-Friesland (CR);Vrouw;Totaal leeftijd;30.9;12.4
326;Zuidwest-Friesland (CR);Vrouw;15 tot 25 jaar;3.0;7.9
327;Zuidwest-Friesland (CR);Vrouw;25 tot 45 jaar;11.1;13.0
328;Zuidwest-Friesland (CR);Vrouw;45 tot 65 jaar;8.4;12.8
329;Zuidwest-Friesland (CR);Vrouw;65 jaar en ouder;8.5;12.7
330;Zuidoost-Friesland (CR);Mannen en vrouwen;Totaal leeftijd;136.3;16.5
331;Zuidoost-Friesland (CR);Mannen en vrouwen;15 tot 25 jaar;12.4;8.7
332;Zuidoost-Friesland (CR);Mannen en vrouwen;25 tot 45 jaar;48.9;17.0
333;Zuidoost-Friesland (CR);Mannen en vrouwen;45 tot 65 jaar;43.3;19.1
334;Zuidoost-Friesland (CR);Mannen en vrouwen;65 jaar en ouder;31.7;15.2
335;Zuidoost-Friesland (CR);Man;Totaal leeftijd;73.6;19.8
336;Zuidoost-Friesland (CR);Man;15 tot 25 jaar;6.6;9.4
337;Zuidoost-Friesland (CR);Man;25 tot 45 jaar;27.1;19.9
338;Zuidoost-Friesland (CR);Man;45 tot 65 jaar;26.1;23.0
339;Zuidoost-Friesland (CR);Man;65 jaar en ouder;13.7;18.6
340;Zuidoost-Friesland (CR);Vrouw;Totaal leeftijd;62.7;12.6
341;Zuidoost-Friesland (CR);Vrouw;15 tot 25 jaar;5.8;7.9
342;Zuidoost-Friesland (CR);Vrouw;25 tot 45 jaar;21.8;13.3
343;Zuidoost-Friesland (CR);Vrouw;45 tot 65 jaar;17.1;13.2
344;Zuidoost-Friesland (CR);Vrouw;65 jaar en ouder;18.0;12.6
345;Noord-Drenthe (CR);Mannen en vrouwen;Totaal leeftijd;123.8;17.5
346;Noord-Drenthe (CR);Mannen en vrouwen;15 tot 25 jaar;9.7;8.4
347;Noord-Drenthe (CR);Mannen en vrouwen;25 tot 45 jaar;43.6;17.4
348;Noord-Drenthe (CR);Mannen en vrouwen;45 tot 65 jaar;41.9;20.6
349;Noord-Drenthe (CR);Mannen en vrouwen;65 jaar en ouder;28.7;16.2
350;Noord-Drenthe (CR);Man;Totaal leeftijd;65.7;21.2
351;Noord-Drenthe (CR);Man;15 tot 25 jaar;5.2;8.9
352;Noord-Drenthe (CR);Man;25 tot 45 jaar;23.2;20.6
353;Noord-Drenthe (CR);Man;45 tot 65 jaar;24.8;24.9
354;Noord-Drenthe (CR);Man;65 jaar en ouder;12.5;20.1
355;Noord-Drenthe (CR);Vrouw;Totaal leeftijd;58.2;13.3
356;Noord-Drenthe (CR);Vrouw;15 tot 25 jaar;4.5;7.8
357;Noord-Drenthe (CR);Vrouw;25 tot 45 jaar;20.4;13.9
358;Noord-Drenthe (CR);Vrouw;45 tot 65 jaar;17.1;14.3
359;Noord-Drenthe (CR);Vrouw;65 jaar en ouder;16.2;13.1
360;Zuidoost-Drenthe (CR);Mannen en vrouwen;Totaal leeftijd;114.4;15.7
361;Zuidoost-Drenthe (CR);Mannen en vrouwen;15 tot 25 jaar;10.2;8.6
362;Zuidoost-Drenthe (CR);Mannen en vrouwen;25 tot 45 jaar;40.5;16.2
