ID;RegioS;Geslacht;Leeftijd;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
0;Nederland;Mannen en vrouwen;Totaal leeftijd;10794.3;17.7
1;Nederland;Mannen en vrouwen;15 tot 25 jaar;1054.4;9.1
2;Nederland;Mannen en vrouwen;25 tot 45 jaar;4121.8;18.4
3;Nederland;Mannen en vrouwen;45 tot 65 jaar;3407.4;20.5
4;Nederland;Mannen en vrouwen;65 jaar en ouder;2210.8;16.0
5;Nederland;Man;Totaal leeftijd;5709.7;21.3
6;Nederland;Man;15 tot 25 jaar;537.5;9.6
7;Nederland;Man;25 tot 45 jaar;2233.7;21.6
8;Nederland;Man;45 tot 65 jaar;2003.0;24.9
9;Nederland;Man;65 jaar en ouder;935.5;19.7
10;Nederland;Vrouw;Totaal leeftijd;5084.7;13.6
11;Nederland;Vrouw;15 tot 25 jaar;516.9;8.6
12;Nederland;Vrouw;25 tot 45 jaar;1888.2;14.7
13;Nederland;Vrouw;45 tot 65 jaar;1404.4;14.3
14;Nederland;Vrouw;65 jaar en ouder;1275.2;13.3
15;Noord-Nederland (LD);Mannen en vrouwen;Totaal leeftijd;1124.9;16.4
16;Noord-Nederland (LD);Mannen en vrouwen;15 tot 25 jaar;109.9;8.8
17;Noord-Nederland (LD);Mannen en vrouwen;25 tot 45 jaar;408.3;16.9
18;Noord-Nederland (LD);Mannen en vrouwen;45 tot 65 jaar;356.9;19.1
19;Noord-Nederland (LD);Mannen en vrouwen;65 jaar en ouder;249.8;15.1
20;Noord-Nederland (LD);Man;Totaal leeftijd;603.8;19.5
21;Noord-Nederland (LD);Man;15 tot 25 jaar;56.9;9.4
22;Noord-Nederland (LD);Man;25 tot 45 jaar;224.3;19.6
23;Noord-Nederland (LD);Man;45 tot 65 jaar;215.7;22.8
24;Noord-Nederland (LD);Man;65 jaar en ouder;106.9;18.4
25;Noord-Nederland (LD);Vrouw;Totaal leeftijd;521.0;12.7
26;Noord-Nederland (LD);Vrouw;15 tot 25 jaar;53.1;8.1
27;Noord-Nederland (LD);Vrouw;25 tot 45 jaar;183.9;13.6
28;Noord-Nederland (LD);Vrouw;45 tot 65 jaar;141.1;13.5
29;Noord-Nederland (LD);Vrouw;65 jaar en ouder;142.9;12.6
30;Oost-Nederland (LD);Mannen en vrouwen;Totaal leeftijd;2256.1;17.0
31;Oost-Nederland (LD);Mannen en vrouwen;15 tot 25 jaar;237.6;9.0
32;Oost-Nederland (LD);Mannen en vrouwen;25 tot 45 jaar;865.8;17.6
33;Oost-Nederland (LD);Mannen en vrouwen;45 tot 65 jaar;701.2;19.8
34;Oost-Nederland (LD);Mannen en vrouwen;65 jaar en ouder;451.5;15.6
35;Oost-Nederland (LD);Man;Totaal leeftijd;1207.6;20.5
36;Oost-Nederland (LD);Man;15 tot 25 jaar;122.4;9.5
37;Oost-Nederland (LD);Man;25 tot 45 jaar;474.8;20.9
38;Oost-Nederland (LD);Man;45 tot 65 jaar;418.3;24.0
39;Oost-Nederland (LD);Man;65 jaar en ouder;192.1;19.2
40;Oost-Nederland (LD);Vrouw;Totaal leeftijd;1048.5;12.9
41;Oost-Nederland (LD);Vrouw;15 tot 25 jaar;115.1;8.4
42;Oost-Nederland (LD);Vrouw;25 tot 45 jaar;391.0;13.7
43;Oost-Nederland (LD);Vrouw;45 tot 65 jaar;282.9;13.5
44;Oost-Nederland (LD);Vrouw;65 jaar en ouder;259.5;13.0
45;West-Nederland (LD);Mannen en vrouwen;Totaal leeftijd;5029.2;18.5
46;West-Nederland (LD);Mannen en vrouwen;15 tot 25 jaar;479.0;9.4
47;West-Nederland (LD);Mannen en vrouwen;25 tot 45 jaar;1960.4;19.3
48;West-Nederland (LD);Mannen en vrouwen;45 tot 65 jaar;1576.2;21.4
49;West-Nederland (LD);Mannen en vrouwen;65 jaar en ouder;1013.6;16.6
50;West-Nederland (LD);Man;Totaal leeftijd;2618.0;22.2
51;West-Nederland (LD);Man;15 tot 25 jaar;240.7;9.8
52;West-Nederland (LD);Man;25 tot 45 jaar;1049.5;22.5
53;West-Nederland (LD);Man;45 tot 65 jaar;904.9;26.1
54;West-Nederland (LD);Man;65 jaar en ouder;422.8;20.6
55;West-Nederland (LD);Vrouw;Totaal leeftijd;2411.2;14.4
56;West-Nederland (LD);Vrouw;15 tot 25 jaar;238.3;9.0
57;West-Nederland (LD);Vrouw;25 tot 45 jaar;910.9;15.7
58;West-Nederland (LD);Vrouw;45 tot 65 jaar;671.3;15.2
59;West-Nederland (LD);Vrouw;65 jaar en ouder;590.8;13.8
60;Zuid-Nederland (LD);Mannen en vrouwen;Totaal leeftijd;2384.2;17.2
61;Zuid-Nederland (LD);Mannen en vrouwen;15 tot 25 jaar;227.9;8.8
62;Zuid-Nederland (LD);Mannen en vrouwen;25 tot 45 jaar;887.4;17.9
63;Zuid-Nederland (LD);Mannen en vrouwen;45 tot 65 jaar;773.1;20.0
64;Zuid-Nederland (LD);Mannen en vrouwen;65 jaar en ouder;495.9;15.6
65;Zuid-Nederland (LD);Man;Totaal leeftijd;1280.3;21.0
66;Zuid-Nederland (LD);Man;15 tot 25 jaar;117.5;9.3
67;Zuid-Nederland (LD);Man;25 tot 45 jaar;485.0;21.3
68;Zuid-Nederland (LD);Man;45 tot 65 jaar;464.0;24.4
69;Zuid-Nederland (LD);Man;65 jaar en ouder;213.8;19.1
70;Zuid-Nederland (LD);Vrouw;Totaal leeftijd;1103.9;12.9
71;Zuid-Nederland (LD);Vrouw;15 tot 25 jaar;110.4;8.3
72;Zuid-Nederland (LD);Vrouw;25 tot 45 jaar;402.3;13.8
73;Zuid-Nederland (LD);Vrouw;45 tot 65 jaar;309.1;13.4
74;Zuid-Nederland (LD);Vrouw;65 jaar en ouder;282.1;12.9
75;Groningen (PV);Mannen en vrouwen;Totaal leeftijd;381.3;16.2
76;Groningen (PV);Mannen en vrouwen;15 tot 25 jaar;40.0;8.7
77;Groningen (PV);Mannen en vrouwen;25 tot 45 jaar;141.4;16.9
78;Groningen (PV);Mannen en vrouwen;45 tot 65 jaar;117.9;18.9
79;Groningen (PV);Mannen en vrouwen;65 jaar en ouder;82.0;14.7
80;Groningen (PV);Man;Totaal leeftijd;202.5;19.0
81;Groningen (PV);Man;15 tot 25 jaar;20.0;9.1
82;Groningen (PV);Man;25 tot 45 jaar;77.3;19.1
83;Groningen (PV);Man;45 tot 65 jaar;70.8;22.3
84;Groningen (PV);Man;65 jaar en ouder;34.4;17.7
85;Groningen (PV);Vrouw;Totaal leeftijd;178.8;13.0
86;Groningen (PV);Vrouw;15 tot 25 jaar;20.1;8.2
87;Groningen (PV);Vrouw;25 tot 45 jaar;64.1;14.1
88;Groningen (PV);Vrouw;45 tot 65 jaar;47.1;13.8
89;Groningen (PV);Vrouw;65 jaar en ouder;47.6;12.6
90;Friesland (PV);Mannen en vrouwen;Totaal leeftijd;420.2;16.3
91;Friesland (PV);Mannen en vrouwen;15 tot 25 jaar;41.7;9.0
92;Friesland (PV);Mannen en vrouwen;25 tot 45 jaar;153.1;16.8
93;Friesland (PV);Mannen en vrouwen;45 tot 65 jaar;132.9;19.0
94;Friesland (PV);Mannen en vrouwen;65 jaar en ouder;92.5;15.2
95;Friesland (PV);Man;Totaal leeftijd;228.1;19.5
96;Friesland (PV);Man;15 tot 25 jaar;22.0;9.7
97;Friesland (PV);Man;25 tot 45 jaar;85.1;19.5
98;Friesland (PV);Man;45 tot 65 jaar;81.2;22.7
99;Friesland (PV);Man;65 jaar en ouder;39.8;18.6
100;Friesland (PV);Vrouw;Totaal leeftijd;192.2;12.6
101;Friesland (PV);Vrouw;15 tot 25 jaar;19.7;8.2
102;Friesland (PV);Vrouw;25 tot 45 jaar;68.0;13.3
103;Friesland (PV);Vrouw;45 tot 65 jaar;51.7;13.1
104;Friesland (PV);Vrouw;65 jaar en ouder;52.7;12.6
105;Drenthe (PV);Mannen en vrouwen;Totaal leeftijd;323.4;16.7
106;Drenthe (PV);Mannen en vrouwen;15 tot 25 jaar;28.2;8.7
107;Drenthe (PV);Mannen en vrouwen;25 tot 45 jaar;113.8;17.0
108;Drenthe (PV);Mannen en vrouwen;45 tot 65 jaar;106.1;19.6
109;Drenthe (PV);Mannen en vrouwen;65 jaar en ouder;75.3;15.3
110;Drenthe (PV);Man;Totaal leeftijd;173.3;20.2
111;Drenthe (PV);Man;15 tot 25 jaar;14.9;9.3
112;Drenthe (PV);Man;25 tot 45 jaar;62.0;20.1
113;Drenthe (PV);Man;45 tot 65 jaar;63.8;23.6
114;Drenthe (PV);Man;65 jaar en ouder;32.7;18.8
115;Drenthe (PV);Vrouw;Totaal leeftijd;150.1;12.7
116;Drenthe (PV);Vrouw;15 tot 25 jaar;13.3;8.0
117;Drenthe (PV);Vrouw;25 tot 45 jaar;51.9;13.2
118;Drenthe (PV);Vrouw;45 tot 65 jaar;42.3;13.5
119;Drenthe (PV);Vrouw;65 jaar en ouder;42.6;12.7
120;Overijssel (PV);Mannen en vrouwen;Totaal leeftijd;725.1;16.5
121;Overijssel (PV);Mannen en vrouwen;15 tot 25 jaar;78.5;9.0
