ID;Geslacht;Leeftijd;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;TotaalJeugdhulpInNatura_2;TotaalJeugdhulpZonderVerblijf_3;UitgevoerdDoorHetWijkOfBuurtteam_4;TotaalNietUitgevoerd_5;AmbulanteJeugdhulpOpLocatieAanbieder_6;DaghulpOpLocatieVanDeAanbieder_7;JeugdhulpInHetNetwerkVanDeJongere_8;TotaalJeugdhulpMetVerblijf_9;Pleegzorg_10;Gezinsgericht_11;GeslotenPlaatsing_12;AnderVerblijfBijJeugdhulpaanbieder_13;TotaalJeugdbescherming_14;TotaalOndertoezichtstelling_15;Ondertoezichtstelling_16;VoorlopigeOndertoezichtstelling_17;TotaalVoogdij_18;ReguliereVoogdij_19;VoorlopigeVoogdij_20;TijdelijkeVoogdij_21;TotaalJeugdreclassering_22;ToezichtEnBegeleidingGedwongenKader_23;ToezichtEnBegeleidingVrijwillig_24;IndividueleTrajectbegeleidingHardeKern_25;IndividueleTrajectbegeleidingCriem_26;ScholingsEnTrainingsprogramma_27;GedragsbeinvloedendeMaatregel_28;VoorbereidGedragsbeinvloedMaatregel_29
119;Totaal mannen en vrouwen;8 jaar;31 december 2015;19075;18590;17870;1460;16845;14910;1280.0;2050;1445;1090;140.0;;245.0;1670.0;1210.0;1200.0;10.0;470.0;465.0;;;;;;;;;;
120;Totaal mannen en vrouwen;8 jaar;30 juni 2016;20380;19915;18895;2275;17250;15145;1150.0;2225;1680;1160;170.0;10.0;400.0;1780.0;1240.0;1225.0;20.0;540.0;540.0;;;;;;;;;;
121;Totaal mannen en vrouwen;8 jaar;31 december 2016;19975;19485;18455;2495;16640;14370;1165.0;2375;1700;1175;155.0;10.0;415.0;1845.0;1255.0;1235.0;20.0;590.0;585.0;;;;;;;;;;
122;Totaal mannen en vrouwen;8 jaar;30 juni 2017;21285;20860;19915;3225;17685;15640;1330.0;2090;1755;1200;155.0;10.0;445.0;1795.0;1205.0;1190.0;15.0;590.0;585.0;;;;;;;;;;
123;Totaal mannen en vrouwen;8 jaar;31 december 2017;20010;19540;18640;2875;16695;14670;1270.0;2100;1670;1140;155.0;;440.0;1755.0;1220.0;1210.0;10.0;535.0;530.0;;;;;;;;;;
124;Totaal mannen en vrouwen;8 jaar;30 juni 2018;22440;21985;21170;3220;19040;16010;1305.0;3270;1545;1015;240.0;;335.0;1825.0;1310.0;1290.0;15.0;515.0;510.0;;;;;;;;;;
125;Totaal mannen en vrouwen;8 jaar;31 december 2018;22125;21640;20830;3175;18755;15700;1315.0;3330;1535;1010;220.0;;350.0;1875.0;1340.0;1330.0;10.0;535.0;530.0;;;;;;;;;;
126;Totaal mannen en vrouwen;8 jaar;30 juni 2019;22850;22385;21620;3570;19295;16130;1320.0;3515;1525;1035;165.0;10.0;355.0;1880.0;1335.0;1320.0;15.0;545.0;535.0;;;;;;;;;;
127;Totaal mannen en vrouwen;8 jaar;31 december 2019;21395;20885;20140;3365;17895;14865;1265.0;3325;1375;910;185.0;10.0;305.0;1870.0;1360.0;1345.0;15.0;510.0;500.0;;;;;;;;;;
128;Totaal mannen en vrouwen;8 jaar;30 juni 2020;20995;20430;19630;3380;17410;14290;1295.0;3415;1410;925;175.0;;340.0;1950.0;1435.0;1425.0;10.0;520.0;505.0;;;;;;;;;;
129;Totaal mannen en vrouwen;8 jaar;31 december 2020;20225;19635;18815;3335;16585;13545;1320.0;3285;1460;970;180.0;;365.0;2035.0;1510.0;1490.0;20.0;525.0;510.0;;10.0;;;;;;;;
130;Totaal mannen en vrouwen;9 jaar;31 maart 2015;22335;21740;20950;960;20270;18045;1410.0;2310;1590;1110;185.0;15.0;325.0;1920.0;1380.0;1375.0;;540.0;535.0;;;;;;;;;;
131;Totaal mannen en vrouwen;9 jaar;30 juni 2015;23545;22990;22260;1260;21400;19080;1525.0;2455;1565;1095;175.0;10.0;330.0;1890.0;1370.0;1360.0;10.0;520.0;520.0;;;;;;;;;;
132;Totaal mannen en vrouwen;9 jaar;31 december 2015;23770;23250;22525;1655;21390;18995;1510.0;2570;1550;1085;175.0;10.0;330.0;1835.0;1285.0;1275.0;10.0;565.0;560.0;;;;;;;;;;
133;Totaal mannen en vrouwen;9 jaar;30 juni 2016;24700;24255;23200;2500;21420;18890;1390.0;2585;1785;1150;200.0;10.0;480.0;1830.0;1225.0;1205.0;20.0;605.0;600.0;;;;;;;;;;
134;Totaal mannen en vrouwen;9 jaar;31 december 2016;24015;23575;22590;2570;20770;18150;1420.0;2710;1710;1145;185.0;10.0;435.0;1755.0;1195.0;1175.0;20.0;560.0;555.0;;;;;;;;;;
135;Totaal mannen en vrouwen;9 jaar;30 juni 2017;25235;24760;23750;3605;21215;18665;1540.0;2600;1920;1215;190.0;10.0;580.0;1975.0;1355.0;1340.0;15.0;625.0;615.0;10.0;;;;;;;;;
136;Totaal mannen en vrouwen;9 jaar;31 december 2017;24670;24205;23145;3200;20965;18260;1600.0;2685;1910;1225;205.0;10.0;530.0;1960.0;1310.0;1290.0;20.0;650.0;645.0;;;;;;;;;;
137;Totaal mannen en vrouwen;9 jaar;30 juni 2018;26680;26230;25345;3350;23150;19670;1630.0;3620;1755;1170;235.0;;390.0;1945.0;1315.0;1295.0;20.0;635.0;625.0;;;;;;;;;;
138;Totaal mannen en vrouwen;9 jaar;31 december 2018;27115;26655;25825;3385;23685;20090;1630.0;3880;1730;1115;240.0;;425.0;1940.0;1345.0;1335.0;15.0;595.0;590.0;;;;;;;;;;
139;Totaal mannen en vrouwen;9 jaar;30 juni 2019;27215;26765;25945;3885;23500;19845;1425.0;4160;1750;1095;245.0;;470.0;1975.0;1400.0;1380.0;20.0;575.0;570.0;;;;;;;;;;
140;Totaal mannen en vrouwen;9 jaar;31 december 2019;26765;26220;25405;3780;22925;19245;1405.0;4155;1655;1025;220.0;;460.0;2085.0;1485.0;1465.0;20.0;605.0;590.0;;10.0;;;;;;;;
141;Totaal mannen en vrouwen;9 jaar;30 juni 2020;25460;24875;24055;3650;21695;18165;1390.0;3960;1565;990;210.0;;420.0;2140.0;1555.0;1535.0;20.0;585.0;575.0;;;;;;;;;;
142;Totaal mannen en vrouwen;9 jaar;31 december 2020;24525;23960;23130;3365;20930;17400;1420.0;3880;1520;960;205.0;;400.0;2090.0;1505.0;1480.0;20.0;590.0;580.0;;;;;;;;;;
143;Totaal mannen en vrouwen;10 jaar;31 maart 2015;22210;21560;20700;985;20025;17855;1405.0;2315;1710;1160;195.0;30.0;385.0;2095.0;1510.0;1500.0;;590.0;590.0;;;;;;;;;;
144;Totaal mannen en vrouwen;10 jaar;30 juni 2015;23460;22880;22005;1300;21145;18930;1510.0;2440;1750;1180;210.0;30.0;400.0;2040.0;1420.0;1410.0;10.0;625.0;625.0;;;;;;;;;;
145;Totaal mannen en vrouwen;10 jaar;31 december 2015;23510;23015;22190;1705;21005;18730;1595.0;2495;1710;1180;225.0;15.0;350.0;1905.0;1280.0;1275.0;;630.0;625.0;;;;;;;;;;
146;Totaal mannen en vrouwen;10 jaar;30 juni 2016;23835;23410;22395;2375;20760;18305;1555.0;2555;1825;1140;245.0;10.0;515.0;1820.0;1195.0;1185.0;10.0;620.0;620.0;;;;;;;;;;
147;Totaal mannen en vrouwen;10 jaar;31 december 2016;24220;23725;22670;2715;20750;18130;1585.0;2690;1900;1125;255.0;10.0;580.0;1910.0;1270.0;1260.0;10.0;640.0;635.0;;;;;;;;;;
148;Totaal mannen en vrouwen;10 jaar;30 juni 2017;24345;23885;22795;3480;20340;18015;1540.0;2390;2025;1230;230.0;15.0;625.0;1945.0;1280.0;1265.0;15.0;665.0;660.0;;;;;;;;;;
149;Totaal mannen en vrouwen;10 jaar;31 december 2017;23810;23290;22210;3355;19805;17375;1540.0;2465;1985;1225;225.0;15.0;610.0;1955.0;1315.0;1300.0;15.0;635.0;630.0;;;;;;;;;;
150;Totaal mannen en vrouwen;10 jaar;30 juni 2018;25765;25275;24315;3465;22105;18770;1640.0;3620;1925;1190;280.0;10.0;520.0;2095.0;1415.0;1400.0;15.0;680.0;670.0;;;;;;;;;;
151;Totaal mannen en vrouwen;10 jaar;31 december 2018;27085;26585;25660;3435;23500;19975;1715.0;3875;1865;1155;275.0;15.0;490.0;2105.0;1395.0;1380.0;15.0;705.0;700.0;;;;;;;;;;
152;Totaal mannen en vrouwen;10 jaar;30 juni 2019;26745;26265;25310;3755;22925;19350;1560.0;4085;1950;1225;225.0;15.0;570.0;2110.0;1430.0;1415.0;15.0;680.0;670.0;;10.0;;;;;;;;
153;Totaal mannen en vrouwen;10 jaar;31 december 2019;26795;26270;25400;3735;23035;19450;1480.0;4150;1795;1105;235.0;10.0;525.0;2105.0;1460.0;1445.0;20.0;645.0;635.0;;;;;;;;;;
154;Totaal mannen en vrouwen;10 jaar;30 juni 2020;25310;24725;23805;3800;21340;17875;1465.0;3940;1810;1060;260.0;;560.0;2190.0;1540.0;1525.0;20.0;650.0;640.0;;;;;;;;;;
155;Totaal mannen en vrouwen;10 jaar;31 december 2020;25295;24695;23780;3680;21335;17790;1400.0;4020;1740;1050;255.0;10.0;515.0;2250.0;1600.0;1580.0;15.0;655.0;640.0;;10.0;;;;;;;;
156;Totaal mannen en vrouwen;11 jaar;31 maart 2015;20735;20035;19065;940;18395;16370;1375.0;2255;1945;1255;245.0;25.0;485.0;2300.0;1605.0;1590.0;15.0;695.0;690.0;;;;;;;;;;
157;Totaal mannen en vrouwen;11 jaar;30 juni 2015;21605;21010;20085;1240;19270;17215;1455.0;2340;1960;1275;255.0;30.0;475.0;2175.0;1530.0;1515.0;10.0;645.0;640.0;;;;;;;;;;
158;Totaal mannen en vrouwen;11 jaar;31 december 2015;22010;21450;20560;1675;19420;17220;1545.0;2420;1880;1210;245.0;35.0;460.0;2010.0;1340.0;1335.0;10.0;670.0;670.0;;;;;;;;;;
159;Totaal mannen en vrouwen;11 jaar;30 juni 2016;22040;21560;20400;2405;18670;16430;1510.0;2330;2050;1210;265.0;25.0;655.0;1960.0;1245.0;1230.0;15.0;720.0;720.0;;;;;;;;;;
160;Totaal mannen en vrouwen;11 jaar;31 december 2016;22435;21970;20840;2585;19060;16615;1605.0;2520;2040;1225;285.0;15.0;630.0;1930.0;1210.0;1200.0;10.0;720.0;715.0;;;;;;;;;;
161;Totaal mannen en vrouwen;11 jaar;30 juni 2017;22080;21625;20520;3335;18235;16140;1490.0;2250;2105;1210;290.0;15.0;705.0;1930.0;1240.0;1230.0;10.0;690.0;685.0;;;;;;;;;;
162;Totaal mannen en vrouwen;11 jaar;31 december 2017;21890;21370;20215;3135;18090;15855;1485.0;2380;2125;1200;255.0;15.0;750.0;2015.0;1335.0;1320.0;15.0;680.0;675.0;;;;;;;;;;
163;Totaal mannen en vrouwen;11 jaar;30 juni 2018;22955;22500;21430;3210;19300;16435;1470.0;3180;2005;1160;315.0;20.0;570.0;1990.0;1275.0;1260.0;15.0;715.0;705.0;10.0;;;;;;;;;
164;Totaal mannen en vrouwen;11 jaar;31 december 2018;24070;23570;22545;3225;20435;17440;1530.0;3340;1955;1145;300.0;10.0;580.0;2015.0;1320.0;1305.0;15.0;695.0;685.0;;;;;;;;;;
165;Totaal mannen en vrouwen;11 jaar;30 juni 2019;23650;23155;22055;3695;19655;16490;1425.0;3655;2090;1245;265.0;15.0;660.0;2175.0;1430.0;1425.0;10.0;745.0;735.0;;;;;;;;;;
166;Totaal mannen en vrouwen;11 jaar;31 december 2019;24590;24055;23010;3640;20585;17270;1445.0;3770;1990;1170;275.0;15.0;605.0;2215.0;1460.0;1445.0;15.0;760.0;745.0;;;;;;;;;;
167;Totaal mannen en vrouwen;11 jaar;30 juni 2020;23205;22615;21590;3530;19245;16030;1430.0;3770;1930;1185;235.0;15.0;600.0;2245.0;1505.0;1490.0;15.0;740.0;725.0;;10.0;;;;;;;;
168;Totaal mannen en vrouwen;11 jaar;31 december 2020;23690;23035;22055;3575;19670;16280;1455.0;3870;1920;1145;250.0;10.0;615.0;2310.0;1585.0;1570.0;15.0;725.0;715.0;;10.0;;;;;;;;
169;Totaal mannen en vrouwen;12 jaar;31 maart 2015;18100;17430;16370;925;15725;13895;1190.0;2100;1980;1215;260.0;45.0;530.0;2220.0;1545.0;1535.0;10.0;680.0;675.0;;;10.0;;;;;;;
170;Totaal mannen en vrouwen;12 jaar;30 juni 2015;19375;18765;17735;1130;16950;15035;1305.0;2255;2005;1225;290.0;40.0;530.0;2245.0;1525.0;1510.0;15.0;725.0;725.0;;;10.0;;;;;;;
171;Totaal mannen en vrouwen;12 jaar;31 december 2015;19690;19115;18150;1565;17085;15145;1395.0;2300;1965;1245;275.0;30.0;490.0;2125.0;1380.0;1365.0;15.0;750.0;740.0;;;;;;;;;;
172;Totaal mannen en vrouwen;12 jaar;30 juni 2016;20070;19555;18305;2130;16840;14690;1400.0;2245;2195;1285;295.0;50.0;675.0;2085.0;1335.0;1320.0;15.0;750.0;745.0;;;15.0;;;;;;;
173;Totaal mannen en vrouwen;12 jaar;31 december 2016;19680;19165;17975;2430;16260;14100;1450.0;2220;2130;1245;285.0;35.0;670.0;1990.0;1235.0;1230.0;;755.0;750.0;;;;;;;;;;
174;Totaal mannen en vrouwen;12 jaar;30 juni 2017;19910;19465;18240;3190;16060;14185;1335.0;2065;2305;1280;325.0;35.0;795.0;2005.0;1230.0;1220.0;10.0;780.0;775.0;;;10.0;;;;;;;
175;Totaal mannen en vrouwen;12 jaar;31 december 2017;19160;18675;17425;2925;15395;13465;1325.0;2015;2255;1245;350.0;30.0;770.0;2060.0;1290.0;1275.0;15.0;775.0;765.0;;;;;;;;;;
176;Totaal mannen en vrouwen;12 jaar;30 juni 2018;20005;19490;18325;2895;16435;13955;1235.0;2780;2070;1135;345.0;40.0;640.0;2045.0;1310.0;1280.0;25.0;740.0;730.0;;;;;;;;;;
177;Totaal mannen en vrouwen;12 jaar;31 december 2018;20830;20320;19180;2960;17250;14565;1330.0;3000;2060;1130;330.0;20.0;665.0;2050.0;1310.0;1290.0;25.0;740.0;730.0;;;;;;;;;;
178;Totaal mannen en vrouwen;12 jaar;30 juni 2019;20555;20055;18890;3270;16770;13875;1315.0;3280;2165;1230;280.0;30.0;700.0;2100.0;1340.0;1330.0;10.0;760.0;745.0;10.0;10.0;;;;;;;;
179;Totaal mannen en vrouwen;12 jaar;31 december 2019;20280;19730;18620;3115;16535;13685;1220.0;3280;2040;1155;270.0;25.0;670.0;2105.0;1365.0;1350.0;15.0;740.0;730.0;;;;;;;;;;
180;Totaal mannen en vrouwen;12 jaar;30 juni 2020;19980;19380;18245;3160;16180;13305;1300.0;3320;2035;1150;300.0;20.0;650.0;2270.0;1460.0;1450.0;10.0;810.0;795.0;;15.0;10.0;;;;;;;
181;Totaal mannen en vrouwen;12 jaar;31 december 2020;20245;19615;18495;3160;16305;13315;1290.0;3415;2045;1190;275.0;25.0;645.0;2400.0;1580.0;1555.0;25.0;820.0;810.0;;10.0;;;;;;;;
182;Totaal mannen en vrouwen;13 jaar;31 maart 2015;17050;16275;15150;955;14470;12780;1000.0;2050;2150;1210;265.0;65.0;695.0;2400.0;1625.0;1615.0;10.0;775.0;770.0;;;50.0;35.0;10.0;;;;;
183;Totaal mannen en vrouwen;13 jaar;30 juni 2015;17775;17095;16030;1245;15215;13430;1075.0;2160;2110;1180;265.0;70.0;675.0;2260.0;1515.0;1505.0;15.0;745.0;740.0;;;60.0;40.0;20.0;;;;;
184;Totaal mannen en vrouwen;13 jaar;31 december 2015;18205;17580;16470;1575;15365;13510;1170.0;2265;2165;1245;300.0;65.0;655.0;2195.0;1430.0;1420.0;15.0;780.0;780.0;;;45.0;30.0;15.0;;;;;
185;Totaal mannen en vrouwen;13 jaar;30 juni 2016;19185;18625;17195;2200;15705;13585;1230.0;2315;2370;1255;330.0;65.0;855.0;2185.0;1355.0;1335.0;15.0;835.0;830.0;;;60.0;40.0;10.0;;;;;
186;Totaal mannen en vrouwen;13 jaar;31 december 2016;19265;18710;17335;2365;15675;13480;1295.0;2445;2320;1265;310.0;55.0;810.0;2110.0;1290.0;1275.0;10.0;820.0;815.0;;;40.0;30.0;10.0;;;;;
187;Totaal mannen en vrouwen;13 jaar;30 juni 2017;19585;19075;17685;3090;15585;13735;1170.0;2165;2540;1315;330.0;80.0;965.0;2140.0;1325.0;1305.0;20.0;820.0;810.0;10.0;;55.0;40.0;10.0;;;;;
188;Totaal mannen en vrouwen;13 jaar;31 december 2017;18515;17995;16585;2975;14545;12635;1155.0;2150;2445;1285;335.0;75.0;895.0;2105.0;1280.0;1260.0;20.0;825.0;815.0;;;40.0;30.0;;;;;;
189;Totaal mannen en vrouwen;13 jaar;30 juni 2018;19245;18725;17435;2925;15515;13120;1080.0;2770;2285;1195;375.0;75.0;755.0;2130.0;1310.0;1290.0;20.0;820.0;810.0;;;35.0;30.0;;;;;;
190;Totaal mannen en vrouwen;13 jaar;31 december 2018;19925;19390;18135;2825;16350;13895;1130.0;2830;2215;1140;345.0;65.0;770.0;2145.0;1305.0;1285.0;20.0;840.0;820.0;10.0;;40.0;30.0;10.0;;;;;
191;Totaal mannen en vrouwen;13 jaar;30 juni 2019;19615;19055;17765;3275;15555;12920;1050.0;2985;2255;1185;295.0;70.0;790.0;2135.0;1340.0;1310.0;30.0;795.0;785.0;;;45.0;40.0;;;;;;
192;Totaal mannen en vrouwen;13 jaar;31 december 2019;19545;18935;17725;3170;15565;12795;1115.0;3160;2135;1145;305.0;55.0;720.0;2220.0;1435.0;1405.0;30.0;785.0;765.0;;10.0;50.0;40.0;10.0;;;;;
193;Totaal mannen en vrouwen;13 jaar;30 juni 2020;18460;17865;16605;3070;14515;11845;1055.0;3110;2155;1190;270.0;45.0;745.0;2205.0;1390.0;1375.0;15.0;815.0;795.0;;15.0;50.0;50.0;;;;;;
194;Totaal mannen en vrouwen;13 jaar;31 december 2020;18720;18120;16885;2915;14940;12145;1045.0;3245;2130;1145;280.0;45.0;745.0;2215.0;1420.0;1405.0;15.0;800.0;785.0;;10.0;35.0;30.0;;;;;;
195;Totaal mannen en vrouwen;14 jaar;31 maart 2015;17720;16880;15590;1045;14865;13015;970.0;2295;2410;1180;295.0;160.0;910.0;2435.0;1675.0;1650.0;25.0;760.0;755.0;;;280.0;210.0;60.0;;;;;10.0
196;Totaal mannen en vrouwen;14 jaar;30 juni 2015;18845;18085;16785;1355;15830;13930;1035.0;2420;2535;1235;300.0;165.0;970.0;2440.0;1640.0;1620.0;15.0;800.0;800.0;;;280.0;215.0;65.0;10.0;;;;10.0
197;Totaal mannen en vrouwen;14 jaar;31 december 2015;18755;18070;16915;1745;15735;13760;1110.0;2485;2405;1175;305.0;165.0;880.0;2290.0;1465.0;1445.0;25.0;830.0;825.0;;;220.0;160.0;50.0;;;;;
198;Totaal mannen en vrouwen;14 jaar;30 juni 2016;19275;18635;17145;2460;15440;13385;1115.0;2345;2510;1200;295.0;135.0;1020.0;2205.0;1390.0;1365.0;20.0;815.0;810.0;10.0;;250.0;190.0;45.0;;;;;15.0
199;Totaal mannen en vrouwen;14 jaar;31 december 2016;19510;18895;17365;2530;15640;13360;1215.0;2580;2600;1275;320.0;145.0;1005.0;2265.0;1400.0;1375.0;25.0;865.0;855.0;;;205.0;150.0;45.0;;;;;10.0
200;Totaal mannen en vrouwen;14 jaar;30 juni 2017;20860;20315;18720;3200;16625;14595;1110.0;2450;2835;1310;355.0;170.0;1150.0;2330.0;1410.0;1390.0;20.0;920.0;910.0;;;205.0;155.0;40.0;;;;;
201;Totaal mannen en vrouwen;14 jaar;31 december 2017;20050;19505;17905;2990;15875;13815;1120.0;2445;2760;1295;310.0;150.0;1160.0;2220.0;1330.0;1300.0;30.0;895.0;890.0;;;195.0;155.0;35.0;;;;;
202;Totaal mannen en vrouwen;14 jaar;30 juni 2018;20665;20130;18705;3105;16630;14130;1020.0;3035;2545;1205;370.0;150.0;940.0;2265.0;1380.0;1350.0;30.0;885.0;875.0;10.0;;185.0;150.0;30.0;;;;;
203;Totaal mannen en vrouwen;14 jaar;31 december 2018;20825;20275;18915;2975;17015;14470;1030.0;3095;2465;1170;390.0;135.0;885.0;2165.0;1300.0;1270.0;30.0;865.0;855.0;10.0;;150.0;115.0;30.0;;;;;
204;Totaal mannen en vrouwen;14 jaar;30 juni 2019;21115;20530;19035;3375;16860;14110;1085.0;3400;2600;1205;340.0;140.0;1030.0;2240.0;1385.0;1360.0;25.0;860.0;840.0;10.0;10.0;150.0;125.0;25.0;;;;;
205;Totaal mannen en vrouwen;14 jaar;31 december 2019;20820;20195;18760;3260;16600;13785;1005.0;3355;2450;1160;345.0;110.0;940.0;2260.0;1390.0;1365.0;25.0;875.0;855.0;10.0;10.0;180.0;155.0;20.0;;;;;
206;Totaal mannen en vrouwen;14 jaar;30 juni 2020;19320;18685;17280;3095;15190;12420;995.0;3270;2325;1140;325.0;120.0;865.0;2315.0;1460.0;1445.0;15.0;855.0;835.0;10.0;10.0;185.0;155.0;35.0;;;;;
207;Totaal mannen en vrouwen;14 jaar;31 december 2020;19735;19055;17695;3105;15585;12735;1015.0;3275;2280;1135;300.0;95.0;840.0;2385.0;1540.0;1515.0;25.0;845.0;825.0;;15.0;165.0;140.0;25.0;;;;;
208;Totaal mannen en vrouwen;15 jaar;31 maart 2015;18510;17570;16085;1080;15345;13330;880.0;2580;2930;1175;340.0;260.0;1300.0;2600.0;1840.0;1805.0;35.0;760.0;755.0;;;695.0;560.0;120.0;10.0;10.0;;25.0;25.0
209;Totaal mannen en vrouwen;15 jaar;30 juni 2015;19265;18360;16960;1360;16060;14025;950.0;2660;2895;1155;335.0;270.0;1275.0;2545.0;1775.0;1750.0;30.0;770.0;765.0;;;690.0;560.0;110.0;15.0;10.0;;20.0;20.0
210;Totaal mannen en vrouwen;15 jaar;31 december 2015;19805;18950;17585;1860;16300;14240;1070.0;2700;2810;1230;340.0;230.0;1145.0;2445.0;1645.0;1625.0;20.0;805.0;795.0;10.0;;635.0;500.0;135.0;;10.0;;10.0;15.0
211;Totaal mannen en vrouwen;15 jaar;30 juni 2016;20420;19650;17765;2565;16000;13805;1005.0;2550;3130;1250;340.0;270.0;1445.0;2460.0;1540.0;1500.0;40.0;920.0;915.0;;;615.0;480.0;120.0;10.0;;;;30.0
212;Totaal mannen en vrouwen;15 jaar;31 december 2016;20580;19830;18090;2730;16220;13860;1150.0;2695;2945;1195;350.0;235.0;1330.0;2430.0;1530.0;1500.0;30.0;900.0;890.0;;;545.0;435.0;80.0;10.0;10.0;;;15.0
213;Totaal mannen en vrouwen;15 jaar;30 juni 2017;21215;20480;18710;3355;16465;14485;1015.0;2390;3085;1230;310.0;245.0;1455.0;2405.0;1520.0;1495.0;30.0;885.0;875.0;10.0;;540.0;450.0;75.0;15.0;;;;
214;Totaal mannen en vrouwen;15 jaar;31 december 2017;20695;19995;18120;2895;16270;14020;1085.0;2575;3160;1295;370.0;250.0;1405.0;2475.0;1515.0;1475.0;40.0;960.0;950.0;10.0;;495.0;405.0;85.0;;;;;
215;Totaal mannen en vrouwen;15 jaar;30 juni 2018;21990;21275;19575;3240;17450;14855;940.0;3220;2930;1235;420.0;230.0;1170.0;2520.0;1525.0;1495.0;25.0;1000.0;985.0;10.0;10.0;470.0;380.0;80.0;;;;;
216;Totaal mannen en vrouwen;15 jaar;31 december 2018;22540;21830;20235;3085;18280;15585;1045.0;3330;2725;1195;365.0;205.0;1080.0;2450.0;1495.0;1460.0;35.0;955.0;940.0;10.0;10.0;445.0;345.0;80.0;15.0;;;;
217;Totaal mannen en vrouwen;15 jaar;30 juni 2019;22195;21515;19885;3435;17650;14725;1030.0;3530;2905;1275;350.0;215.0;1175.0;2405.0;1470.0;1455.0;20.0;930.0;905.0;10.0;15.0;490.0;400.0;80.0;10.0;;;;
218;Totaal mannen en vrouwen;15 jaar;31 december 2019;21705;20930;19360;3245;17220;14350;995.0;3535;2765;1185;370.0;215.0;1120.0;2405.0;1505.0;1475.0;30.0;895.0;875.0;10.0;10.0;455.0;360.0;75.0;10.0;10.0;;;
219;Totaal mannen en vrouwen;15 jaar;30 juni 2020;20570;19795;18185;3275;15995;13180;985.0;3450;2650;1165;340.0;160.0;1115.0;2395.0;1490.0;1460.0;30.0;905.0;880.0;10.0;15.0;425.0;350.0;85.0;15.0;;;;
220;Totaal mannen en vrouwen;15 jaar;31 december 2020;21000;20255;18645;3090;16560;13610;980.0;3445;2630;1185;345.0;185.0;1035.0;2465.0;1530.0;1500.0;25.0;940.0;915.0;10.0;15.0;415.0;350.0;65.0;15.0;;;;
221;Totaal mannen en vrouwen;16 jaar;31 maart 2015;18240;16960;15300;960;14620;12705;800.0;2380;3215;1160;310.0;325.0;1575.0;2775.0;1990.0;1970.0;20.0;785.0;780.0;;;1260.0;1055.0;195.0;15.0;20.0;;30.0;30.0
222;Totaal mannen en vrouwen;16 jaar;30 juni 2015;19145;17985;16385;1265;15520;13560;855.0;2520;3315;1175;335.0;340.0;1625.0;2710.0;1920.0;1895.0;25.0;790.0;785.0;;;1245.0;1030.0;190.0;20.0;20.0;;25.0;30.0
223;Totaal mannen en vrouwen;16 jaar;31 december 2015;19655;18550;17055;1740;15875;13775;945.0;2670;3120;1135;360.0;300.0;1490.0;2550.0;1725.0;1700.0;30.0;830.0;825.0;;;1155.0;940.0;200.0;15.0;15.0;;30.0;40.0
224;Totaal mannen en vrouwen;16 jaar;30 juni 2016;20495;19440;17370;2420;15660;13405;905.0;2530;3365;1175;340.0;295.0;1730.0;2585.0;1690.0;1655.0;35.0;895.0;890.0;;;1160.0;950.0;140.0;30.0;20.0;;;55.0
225;Totaal mannen en vrouwen;16 jaar;31 december 2016;20880;19855;17835;2665;15930;13640;930.0;2685;3330;1245;335.0;315.0;1615.0;2615.0;1665.0;1640.0;25.0;950.0;935.0;10.0;;1065.0;915.0;115.0;10.0;15.0;;;30.0
226;Totaal mannen en vrouwen;16 jaar;30 juni 2017;21660;20735;18550;3345;16245;14310;910.0;2290;3670;1280;360.0;350.0;1875.0;2655.0;1650.0;1625.0;25.0;1010.0;1000.0;;;1070.0;905.0;150.0;20.0;;;;
227;Totaal mannen en vrouwen;16 jaar;31 december 2017;20905;19970;17915;3180;15740;13575;985.0;2460;3500;1235;365.0;325.0;1790.0;2645.0;1680.0;1655.0;25.0;965.0;955.0;;;965.0;805.0;145.0;20.0;10.0;;;
228;Totaal mannen en vrouwen;16 jaar;30 juni 2018;21920;20960;19105;3005;17120;14580;870.0;3020;3135;1180;375.0;310.0;1410.0;2625.0;1660.0;1640.0;25.0;965.0;950.0;10.0;;920.0;795.0;105.0;15.0;10.0;;;
229;Totaal mannen en vrouwen;16 jaar;31 december 2018;22975;22070;20210;3055;18265;15570;920.0;3240;3125;1215;420.0;280.0;1345.0;2670.0;1630.0;1605.0;25.0;1040.0;1020.0;15.0;;850.0;715.0;110.0;15.0;10.0;;;
230;Totaal mannen en vrouwen;16 jaar;30 juni 2019;22740;21795;19805;3400;17610;14805;890.0;3430;3290;1280;395.0;290.0;1430.0;2740.0;1680.0;1635.0;45.0;1060.0;1035.0;10.0;15.0;885.0;720.0;145.0;30.0;;;;
231;Totaal mannen en vrouwen;16 jaar;31 december 2019;22775;21745;20010;3285;17860;15000;930.0;3510;2945;1225;355.0;220.0;1265.0;2610.0;1590.0;1560.0;30.0;1020.0;1000.0;10.0;10.0;900.0;760.0;110.0;30.0;;;;
232;Totaal mannen en vrouwen;16 jaar;30 juni 2020;21405;20445;18620;3030;16600;13795;900.0;3385;2920;1210;325.0;205.0;1310.0;2605.0;1620.0;1595.0;30.0;985.0;955.0;10.0;20.0;880.0;745.0;155.0;25.0;;;;
