ID;Leeftijd;TweedeNationaliteit;Perioden;PersonenMetNederlandseNationaliteit_1;MannenMetNederlandseNationaliteit_2;VrouwenMetNederlandseNationaliteit_3
25;Totaal alle leeftijden;Totaal Afrikaanse nationaliteiten;2006;278046.0;148214.0;129832.0
26;Totaal alle leeftijden;Totaal Afrikaanse nationaliteiten;2007;290666.0;154183.0;136483.0
27;Totaal alle leeftijden;Totaal Afrikaanse nationaliteiten;2008;302775.0;159768.0;143007.0
28;Totaal alle leeftijden;Totaal Afrikaanse nationaliteiten;2009;314801.0;165492.0;149309.0
29;Totaal alle leeftijden;Totaal Afrikaanse nationaliteiten;2010;328490.0;172075.0;156415.0
30;Totaal alle leeftijden;Totaal Afrikaanse nationaliteiten;2011;342392.0;178540.0;163852.0
31;Totaal alle leeftijden;Totaal Afrikaanse nationaliteiten;2012;357417.0;185643.0;171774.0
32;Totaal alle leeftijden;Totaal Afrikaanse nationaliteiten;2013;371684.0;192114.0;179570.0
33;Totaal alle leeftijden;Totaal Afrikaanse nationaliteiten;2014;383595.0;197889.0;185706.0
34;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;1998;44282.0;21057.0;23225.0
35;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;1999;47344.0;22381.0;24963.0
36;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2000;49819.0;23423.0;26396.0
37;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2001;52612.0;24653.0;27959.0
38;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2002;55106.0;25688.0;29418.0
39;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2003;57827.0;26832.0;30995.0
40;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2004;60007.0;27719.0;32288.0
41;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2005;61721.0;28401.0;33320.0
42;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2006;63592.0;29168.0;34424.0
43;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2007;65031.0;29726.0;35305.0
44;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2008;66780.0;30404.0;36376.0
45;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2009;68739.0;31205.0;37534.0
46;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2010;71022.0;32132.0;38890.0
47;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2011;73269.0;32955.0;40314.0
48;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2012;75599.0;33906.0;41693.0
49;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2013;77895.0;34769.0;43126.0
50;Totaal alle leeftijden;Totaal Amerikaanse nationaliteiten;2014;79526.0;35522.0;44004.0
51;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;1998;52435.0;27137.0;25298.0
52;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;1999;58288.0;30358.0;27930.0
53;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2000;65314.0;34136.0;31178.0
54;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2001;69871.0;36340.0;33531.0
55;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2002;73643.0;38099.0;35544.0
56;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2003;77542.0;39821.0;37721.0
57;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2004;81014.0;41288.0;39726.0
58;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2005;83460.0;42307.0;41153.0
59;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2006;86084.0;43032.0;43052.0
60;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2007;88286.0;43799.0;44487.0
61;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2008;90791.0;44687.0;46104.0
62;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2009;93869.0;45991.0;47878.0
63;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2010;96809.0;47309.0;49500.0
64;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2011;99422.0;48324.0;51098.0
65;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2012;102803.0;49610.0;53193.0
66;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2013;106673.0;51023.0;55650.0
67;Totaal alle leeftijden;Totaal Aziatische nationaliteiten;2014;111748.0;53537.0;58211.0
68;Totaal alle leeftijden;Totaal Europese nationaliteiten;1998;371322.0;176132.0;195190.0
69;Totaal alle leeftijden;Totaal Europese nationaliteiten;1999;409236.0;195667.0;213569.0
70;Totaal alle leeftijden;Totaal Europese nationaliteiten;2000;435613.0;209156.0;226457.0
71;Totaal alle leeftijden;Totaal Europese nationaliteiten;2001;456482.0;219880.0;236602.0
72;Totaal alle leeftijden;Totaal Europese nationaliteiten;2002;473872.0;228592.0;245280.0
73;Totaal alle leeftijden;Totaal Europese nationaliteiten;2003;491877.0;237550.0;254327.0
74;Totaal alle leeftijden;Totaal Europese nationaliteiten;2004;508783.0;245836.0;262947.0
75;Totaal alle leeftijden;Totaal Europese nationaliteiten;2005;523939.0;253177.0;270762.0
76;Totaal alle leeftijden;Totaal Europese nationaliteiten;2006;538029.0;259782.0;278247.0
77;Totaal alle leeftijden;Totaal Europese nationaliteiten;2007;550514.0;265579.0;284935.0
78;Totaal alle leeftijden;Totaal Europese nationaliteiten;2008;564138.0;272014.0;292124.0
79;Totaal alle leeftijden;Totaal Europese nationaliteiten;2009;577034.0;278271.0;298763.0
80;Totaal alle leeftijden;Totaal Europese nationaliteiten;2010;578079.0;278403.0;299676.0
81;Totaal alle leeftijden;Totaal Europese nationaliteiten;2011;590460.0;284292.0;306168.0
82;Totaal alle leeftijden;Totaal Europese nationaliteiten;2012;604520.0;291066.0;313454.0
83;Totaal alle leeftijden;Totaal Europese nationaliteiten;2013;617515.0;297261.0;320254.0
84;Totaal alle leeftijden;Totaal Europese nationaliteiten;2014;628703.0;302838.0;325865.0
85;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;1998;6149.0;2998.0;3151.0
86;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;1999;6283.0;3081.0;3202.0
87;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2000;6373.0;3122.0;3251.0
88;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2001;6452.0;3153.0;3299.0
89;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2002;6544.0;3199.0;3345.0
90;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2003;6647.0;3245.0;3402.0
91;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2004;6722.0;3286.0;3436.0
92;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2005;6766.0;3291.0;3475.0
93;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2006;6801.0;3319.0;3482.0
94;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2007;6821.0;3330.0;3491.0
95;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2008;6841.0;3337.0;3504.0
96;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2009;6893.0;3359.0;3534.0
97;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2010;7057.0;3438.0;3619.0
98;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2011;7106.0;3449.0;3657.0
99;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2012;7178.0;3492.0;3686.0
100;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2013;7242.0;3525.0;3717.0
101;Totaal alle leeftijden;Totaal Oceanische nationaliteiten;2014;7300.0;3561.0;3739.0
102;Totaal alle leeftijden;Europese Unie;1998;151584.0;64766.0;86818.0
103;Totaal alle leeftijden;Europese Unie;1999;157201.0;67825.0;89376.0
104;Totaal alle leeftijden;Europese Unie;2000;162105.0;70511.0;91594.0
105;Totaal alle leeftijden;Europese Unie;2001;167051.0;73220.0;93831.0
106;Totaal alle leeftijden;Europese Unie;2002;171407.0;75650.0;95757.0
107;Totaal alle leeftijden;Europese Unie;2003;176207.0;78236.0;97971.0
108;Totaal alle leeftijden;Europese Unie;2004;181206.0;80985.0;100221.0
109;Totaal alle leeftijden;Europese Unie;2005;211623.0;93042.0;118581.0
110;Totaal alle leeftijden;Europese Unie;2006;216328.0;95451.0;120877.0
111;Totaal alle leeftijden;Europese Unie;2007;226927.0;100148.0;126779.0
112;Totaal alle leeftijden;Europese Unie;2008;232042.0;102680.0;129362.0
113;Totaal alle leeftijden;Europese Unie;2009;237466.0;105519.0;131947.0
114;Totaal alle leeftijden;Europese Unie;2010;242829.0;108524.0;134305.0
115;Totaal alle leeftijden;Europese Unie;2011;249377.0;111864.0;137513.0
116;Totaal alle leeftijden;Europese Unie;2012;256118.0;115351.0;140767.0
117;Totaal alle leeftijden;Europese Unie;2013;266154.0;120307.0;145847.0
118;Totaal alle leeftijden;Europese Unie;2014;268815.0;121902.0;146913.0
119;Totaal alle leeftijden;300;1998;1155.0;641.0;514.0
120;Totaal alle leeftijden;300;1999;2080.0;1161.0;919.0
121;Totaal alle leeftijden;300;2000;3870.0;2138.0;1732.0
122;Totaal alle leeftijden;300;2001;4820.0;2657.0;2163.0
123;Totaal alle leeftijden;300;2002;5545.0;3086.0;2459.0
124;Totaal alle leeftijden;300;2003;6573.0;3664.0;2909.0
125;Totaal alle leeftijden;300;2004;7613.0;4245.0;3368.0
126;Totaal alle leeftijden;300;2005;8412.0;4696.0;3716.0
127;Totaal alle leeftijden;300;2006;8818.0;4881.0;3937.0
128;Totaal alle leeftijden;300;2007;9270.0;5119.0;4151.0
129;Totaal alle leeftijden;300;2008;9797.0;5323.0;4474.0
130;Totaal alle leeftijden;300;2009;10241.0;5521.0;4720.0
131;Totaal alle leeftijden;300;2010;11151.0;5933.0;5218.0
132;Totaal alle leeftijden;300;2011;11471.0;6067.0;5404.0
133;Totaal alle leeftijden;300;2012;11797.0;6177.0;5620.0
134;Totaal alle leeftijden;300;2013;12252.0;6335.0;5917.0
135;Totaal alle leeftijden;300;2014;13461.0;6931.0;6530.0
136;Totaal alle leeftijden;50;1998;77.0;48.0;29.0
137;Totaal alle leeftijden;50;1999;117.0;75.0;42.0
138;Totaal alle leeftijden;50;2000;239.0;152.0;87.0
139;Totaal alle leeftijden;50;2001;297.0;192.0;105.0
140;Totaal alle leeftijden;50;2002;320.0;199.0;121.0
141;Totaal alle leeftijden;50;2003;358.0;217.0;141.0
142;Totaal alle leeftijden;50;2004;389.0;230.0;159.0
143;Totaal alle leeftijden;50;2005;415.0;246.0;169.0
144;Totaal alle leeftijden;50;2006;441.0;258.0;183.0
145;Totaal alle leeftijden;50;2007;468.0;279.0;189.0
146;Totaal alle leeftijden;50;2008;512.0;296.0;216.0
147;Totaal alle leeftijden;50;2009;568.0;318.0;250.0
148;Totaal alle leeftijden;50;2010;567.0;316.0;251.0
149;Totaal alle leeftijden;50;2011;601.0;336.0;265.0
150;Totaal alle leeftijden;50;2012;652.0;357.0;295.0
151;Totaal alle leeftijden;50;2013;715.0;386.0;329.0
152;Totaal alle leeftijden;50;2014;772.0;418.0;354.0
153;Totaal alle leeftijden;100;1998;1404.0;859.0;545.0
154;Totaal alle leeftijden;100;1999;1588.0;986.0;602.0
155;Totaal alle leeftijden;100;2000;1893.0;1190.0;703.0
156;Totaal alle leeftijden;100;2001;2076.0;1317.0;759.0
157;Totaal alle leeftijden;100;2002;2256.0;1430.0;826.0
158;Totaal alle leeftijden;100;2003;2417.0;1524.0;893.0
159;Totaal alle leeftijden;100;2004;2547.0;1594.0;953.0
160;Totaal alle leeftijden;100;2005;2646.0;1641.0;1005.0
161;Totaal alle leeftijden;100;2006;2738.0;1674.0;1064.0
162;Totaal alle leeftijden;100;2007;2813.0;1700.0;1113.0
163;Totaal alle leeftijden;100;2008;2888.0;1727.0;1161.0
164;Totaal alle leeftijden;100;2009;2983.0;1761.0;1222.0
165;Totaal alle leeftijden;100;2010;3125.0;1849.0;1276.0
166;Totaal alle leeftijden;100;2011;3259.0;1912.0;1347.0
167;Totaal alle leeftijden;100;2012;3383.0;1972.0;1411.0
168;Totaal alle leeftijden;100;2013;3513.0;2028.0;1485.0
169;Totaal alle leeftijden;100;2014;3681.0;2139.0;1542.0
170;Totaal alle leeftijden;Amerikaans;1998;9526.0;4631.0;4895.0
171;Totaal alle leeftijden;Amerikaans;1999;10148.0;4930.0;5218.0
172;Totaal alle leeftijden;Amerikaans;2000;10506.0;5101.0;5405.0
173;Totaal alle leeftijden;Amerikaans;2001;10927.0;5305.0;5622.0
174;Totaal alle leeftijden;Amerikaans;2002;11305.0;5497.0;5808.0
175;Totaal alle leeftijden;Amerikaans;2003;11788.0;5734.0;6054.0
176;Totaal alle leeftijden;Amerikaans;2004;12198.0;5922.0;6276.0
177;Totaal alle leeftijden;Amerikaans;2005;12491.0;6050.0;6441.0
178;Totaal alle leeftijden;Amerikaans;2006;12753.0;6191.0;6562.0
179;Totaal alle leeftijden;Amerikaans;2007;12911.0;6265.0;6646.0
180;Totaal alle leeftijden;Amerikaans;2008;13173.0;6404.0;6769.0
181;Totaal alle leeftijden;Amerikaans;2009;13436.0;6532.0;6904.0
182;Totaal alle leeftijden;Amerikaans;2010;13911.0;6735.0;7176.0
183;Totaal alle leeftijden;Amerikaans;2011;14195.0;6857.0;7338.0
184;Totaal alle leeftijden;Amerikaans;2012;14419.0;6967.0;7452.0
185;Totaal alle leeftijden;Amerikaans;2013;14769.0;7106.0;7663.0
186;Totaal alle leeftijden;Amerikaans;2014;15022.0;7261.0;7761.0
187;Totaal alle leeftijden;51;1998;0.0;0.0;0.0
188;Totaal alle leeftijden;51;1999;0.0;0.0;0.0
189;Totaal alle leeftijden;51;2000;0.0;0.0;0.0
190;Totaal alle leeftijden;51;2001;0.0;0.0;0.0
191;Totaal alle leeftijden;51;2002;0.0;0.0;0.0
192;Totaal alle leeftijden;51;2003;0.0;0.0;0.0
193;Totaal alle leeftijden;51;2004;0.0;0.0;0.0
194;Totaal alle leeftijden;51;2005;0.0;0.0;0.0
195;Totaal alle leeftijden;51;2006;0.0;0.0;0.0
196;Totaal alle leeftijden;51;2007;0.0;0.0;0.0
197;Totaal alle leeftijden;51;2008;0.0;0.0;0.0
198;Totaal alle leeftijden;51;2009;0.0;0.0;0.0
199;Totaal alle leeftijden;51;2010;0.0;0.0;0.0
200;Totaal alle leeftijden;51;2011;0.0;0.0;0.0
201;Totaal alle leeftijden;51;2012;0.0;0.0;0.0
202;Totaal alle leeftijden;51;2013;0.0;0.0;0.0
203;Totaal alle leeftijden;51;2014;0.0;0.0;0.0
204;Totaal alle leeftijden;101;1998;350.0;215.0;135.0
205;Totaal alle leeftijden;101;1999;533.0;324.0;209.0
206;Totaal alle leeftijden;101;2000;1059.0;643.0;416.0
207;Totaal alle leeftijden;101;2001;1372.0;819.0;553.0
208;Totaal alle leeftijden;101;2002;1511.0;890.0;621.0
209;Totaal alle leeftijden;101;2003;1614.0;945.0;669.0
210;Totaal alle leeftijden;101;2004;1670.0;978.0;692.0
211;Totaal alle leeftijden;101;2005;1655.0;955.0;700.0
212;Totaal alle leeftijden;101;2006;1623.0;936.0;687.0
213;Totaal alle leeftijden;101;2007;1549.0;894.0;655.0
214;Totaal alle leeftijden;101;2008;1567.0;891.0;676.0
215;Totaal alle leeftijden;101;2009;1570.0;895.0;675.0
216;Totaal alle leeftijden;101;2010;1661.0;952.0;709.0
217;Totaal alle leeftijden;101;2011;1648.0;934.0;714.0
218;Totaal alle leeftijden;101;2012;1707.0;949.0;758.0
219;Totaal alle leeftijden;101;2013;1734.0;958.0;776.0
220;Totaal alle leeftijden;101;2014;1865.0;1017.0;848.0
221;Totaal alle leeftijden;421;1998;2.0;2.0;0.0
222;Totaal alle leeftijden;421;1999;2.0;2.0;0.0
223;Totaal alle leeftijden;421;2000;2.0;2.0;0.0
224;Totaal alle leeftijden;421;2001;2.0;2.0;0.0
225;Totaal alle leeftijden;421;2002;2.0;2.0;0.0
226;Totaal alle leeftijden;421;2003;2.0;2.0;0.0
227;Totaal alle leeftijden;421;2004;2.0;2.0;0.0
228;Totaal alle leeftijden;421;2005;2.0;2.0;0.0
229;Totaal alle leeftijden;421;2006;2.0;2.0;0.0
230;Totaal alle leeftijden;421;2007;4.0;3.0;1.0
231;Totaal alle leeftijden;421;2008;5.0;3.0;2.0
232;Totaal alle leeftijden;421;2009;5.0;3.0;2.0
233;Totaal alle leeftijden;421;2010;4.0;2.0;2.0
234;Totaal alle leeftijden;421;2011;6.0;3.0;3.0
235;Totaal alle leeftijden;421;2012;7.0;3.0;4.0
236;Totaal alle leeftijden;421;2013;7.0;3.0;4.0
237;Totaal alle leeftijden;421;2014;7.0;3.0;4.0
238;Totaal alle leeftijden;250;1998;1070.0;463.0;607.0
239;Totaal alle leeftijden;250;1999;1111.0;488.0;623.0
240;Totaal alle leeftijden;250;2000;1131.0;492.0;639.0
241;Totaal alle leeftijden;250;2001;1179.0;503.0;676.0
242;Totaal alle leeftijden;250;2002;1235.0;523.0;712.0
243;Totaal alle leeftijden;250;2003;1258.0;533.0;725.0
244;Totaal alle leeftijden;250;2004;1286.0;538.0;748.0
245;Totaal alle leeftijden;250;2005;1284.0;538.0;746.0
246;Totaal alle leeftijden;250;2006;1299.0;545.0;754.0
247;Totaal alle leeftijden;250;2007;1286.0;536.0;750.0
248;Totaal alle leeftijden;250;2008;1299.0;531.0;768.0
249;Totaal alle leeftijden;250;2009;1327.0;537.0;790.0
250;Totaal alle leeftijden;250;2010;1353.0;538.0;815.0
251;Totaal alle leeftijden;250;2011;1358.0;527.0;831.0
252;Totaal alle leeftijden;250;2012;1360.0;526.0;834.0
253;Totaal alle leeftijden;250;2013;1385.0;534.0;851.0
254;Totaal alle leeftijden;250;2014;1401.0;545.0;856.0
255;Totaal alle leeftijden;40;1998;33.0;18.0;15.0
256;Totaal alle leeftijden;40;1999;122.0;59.0;63.0
257;Totaal alle leeftijden;40;2000;389.0;179.0;210.0
258;Totaal alle leeftijden;40;2001;491.0;235.0;256.0
259;Totaal alle leeftijden;40;2002;544.0;263.0;281.0
260;Totaal alle leeftijden;40;2003;589.0;284.0;305.0
261;Totaal alle leeftijden;40;2004;601.0;284.0;317.0
262;Totaal alle leeftijden;40;2005;636.0;298.0;338.0
263;Totaal alle leeftijden;40;2006;658.0;303.0;355.0
264;Totaal alle leeftijden;40;2007;697.0;319.0;378.0
265;Totaal alle leeftijden;40;2008;733.0;328.0;405.0
266;Totaal alle leeftijden;40;2009;774.0;343.0;431.0
267;Totaal alle leeftijden;40;2010;842.0;385.0;457.0
268;Totaal alle leeftijden;40;2011;899.0;406.0;493.0
269;Totaal alle leeftijden;40;2012;972.0;434.0;538.0
270;Totaal alle leeftijden;40;2013;1063.0;470.0;593.0
271;Totaal alle leeftijden;40;2014;1171.0;514.0;657.0
272;Totaal alle leeftijden;400;1998;4095.0;2009.0;2086.0
273;Totaal alle leeftijden;400;1999;4183.0;2070.0;2113.0
274;Totaal alle leeftijden;400;2000;4204.0;2079.0;2125.0
275;Totaal alle leeftijden;400;2001;4220.0;2089.0;2131.0
276;Totaal alle leeftijden;400;2002;4255.0;2106.0;2149.0
277;Totaal alle leeftijden;400;2003;4317.0;2138.0;2179.0
278;Totaal alle leeftijden;400;2004;4384.0;2174.0;2210.0
279;Totaal alle leeftijden;400;2005;4403.0;2175.0;2228.0
280;Totaal alle leeftijden;400;2006;4424.0;2187.0;2237.0
281;Totaal alle leeftijden;400;2007;4443.0;2208.0;2235.0
282;Totaal alle leeftijden;400;2008;4468.0;2215.0;2253.0
283;Totaal alle leeftijden;400;2009;4485.0;2215.0;2270.0
284;Totaal alle leeftijden;400;2010;4588.0;2264.0;2324.0
285;Totaal alle leeftijden;400;2011;4601.0;2255.0;2346.0
286;Totaal alle leeftijden;400;2012;4653.0;2299.0;2354.0
287;Totaal alle leeftijden;400;2013;4667.0;2312.0;2355.0
288;Totaal alle leeftijden;400;2014;4697.0;2331.0;2366.0
289;Totaal alle leeftijden;39;1998;1.0;1.0;0.0
290;Totaal alle leeftijden;39;1999;19.0;10.0;9.0
291;Totaal alle leeftijden;39;2000;51.0;23.0;28.0
292;Totaal alle leeftijden;39;2001;83.0;40.0;43.0
293;Totaal alle leeftijden;39;2002;120.0;54.0;66.0
294;Totaal alle leeftijden;39;2003;140.0;62.0;78.0
295;Totaal alle leeftijden;39;2004;152.0;69.0;83.0
296;Totaal alle leeftijden;39;2005;184.0;86.0;98.0
297;Totaal alle leeftijden;39;2006;204.0;92.0;112.0
298;Totaal alle leeftijden;39;2007;231.0;106.0;125.0
299;Totaal alle leeftijden;39;2008;275.0;129.0;146.0
300;Totaal alle leeftijden;39;2009;319.0;145.0;174.0
301;Totaal alle leeftijden;39;2010;347.0;161.0;186.0
302;Totaal alle leeftijden;39;2011;362.0;171.0;191.0
303;Totaal alle leeftijden;39;2012;393.0;187.0;206.0
304;Totaal alle leeftijden;39;2013;424.0;202.0;222.0
305;Totaal alle leeftijden;39;2014;464.0;220.0;244.0
306;Totaal alle leeftijden;200;1998;11.0;7.0;4.0
307;Totaal alle leeftijden;200;1999;12.0;7.0;5.0
308;Totaal alle leeftijden;200;2000;11.0;6.0;5.0
309;Totaal alle leeftijden;200;2001;12.0;6.0;6.0
310;Totaal alle leeftijden;200;2002;12.0;6.0;6.0
311;Totaal alle leeftijden;200;2003;12.0;7.0;5.0
312;Totaal alle leeftijden;200;2004;14.0;7.0;7.0
313;Totaal alle leeftijden;200;2005;14.0;7.0;7.0
314;Totaal alle leeftijden;200;2006;14.0;7.0;7.0
315;Totaal alle leeftijden;200;2007;15.0;7.0;8.0
316;Totaal alle leeftijden;200;2008;14.0;6.0;8.0
317;Totaal alle leeftijden;200;2009;17.0;7.0;10.0
318;Totaal alle leeftijden;200;2010;16.0;6.0;10.0
319;Totaal alle leeftijden;200;2011;17.0;7.0;10.0
320;Totaal alle leeftijden;200;2012;17.0;7.0;10.0
321;Totaal alle leeftijden;200;2013;15.0;6.0;9.0
322;Totaal alle leeftijden;200;2014;16.0;7.0;9.0
323;Totaal alle leeftijden;301;1998;12.0;6.0;6.0
324;Totaal alle leeftijden;301;1999;14.0;7.0;7.0
325;Totaal alle leeftijden;301;2000;15.0;7.0;8.0
326;Totaal alle leeftijden;301;2001;15.0;7.0;8.0
327;Totaal alle leeftijden;301;2002;14.0;6.0;8.0
328;Totaal alle leeftijden;301;2003;14.0;6.0;8.0
329;Totaal alle leeftijden;301;2004;16.0;7.0;9.0
330;Totaal alle leeftijden;301;2005;16.0;7.0;9.0
331;Totaal alle leeftijden;301;2006;14.0;6.0;8.0
332;Totaal alle leeftijden;301;2007;12.0;6.0;6.0
333;Totaal alle leeftijden;301;2008;11.0;7.0;4.0
334;Totaal alle leeftijden;301;2009;10.0;7.0;3.0
335;Totaal alle leeftijden;301;2010;10.0;7.0;3.0
336;Totaal alle leeftijden;301;2011;11.0;7.0;4.0
337;Totaal alle leeftijden;301;2012;14.0;8.0;6.0
338;Totaal alle leeftijden;301;2013;14.0;8.0;6.0
339;Totaal alle leeftijden;301;2014;14.0;8.0;6.0
340;Totaal alle leeftijden;251;1998;49.0;25.0;24.0
341;Totaal alle leeftijden;251;1999;49.0;25.0;24.0
342;Totaal alle leeftijden;251;2000;50.0;26.0;24.0
343;Totaal alle leeftijden;251;2001;53.0;26.0;27.0
344;Totaal alle leeftijden;251;2002;51.0;26.0;25.0
345;Totaal alle leeftijden;251;2003;51.0;25.0;26.0
346;Totaal alle leeftijden;251;2004;56.0;26.0;30.0
347;Totaal alle leeftijden;251;2005;58.0;27.0;31.0
348;Totaal alle leeftijden;251;2006;59.0;27.0;32.0
349;Totaal alle leeftijden;251;2007;60.0;27.0;33.0
350;Totaal alle leeftijden;251;2008;61.0;28.0;33.0
351;Totaal alle leeftijden;251;2009;62.0;31.0;31.0
352;Totaal alle leeftijden;251;2010;62.0;31.0;31.0
353;Totaal alle leeftijden;251;2011;64.0;31.0;33.0
354;Totaal alle leeftijden;251;2012;66.0;32.0;34.0
355;Totaal alle leeftijden;251;2013;67.0;32.0;35.0
356;Totaal alle leeftijden;251;2014;67.0;32.0;35.0
357;Totaal alle leeftijden;52;1998;26322.0;11657.0;14665.0
358;Totaal alle leeftijden;52;1999;26928.0;11968.0;14960.0
359;Totaal alle leeftijden;52;2000;27460.0;12261.0;15199.0
360;Totaal alle leeftijden;52;2001;27967.0;12539.0;15428.0
361;Totaal alle leeftijden;52;2002;28443.0;12795.0;15648.0
362;Totaal alle leeftijden;52;2003;28907.0;13045.0;15862.0
363;Totaal alle leeftijden;52;2004;29448.0;13321.0;16127.0
364;Totaal alle leeftijden;52;2005;29908.0;13558.0;16350.0
365;Totaal alle leeftijden;52;2006;30287.0;13802.0;16485.0
366;Totaal alle leeftijden;52;2007;30725.0;14026.0;16699.0
