ID;Leeftijd;Perioden;TotaalBevolking_1;Mannen_2;Vrouwen_3
0;Totaal over alle leeftijden;2001;15987075;7909855;8077220
1;Totaal over alle leeftijden;2002;16103401;7969307;8134095
2;Totaal over alle leeftijden;2003;16216369;8027155;8189217
3;Totaal over alle leeftijden;2004;16324971;8082884;8242084
4;Totaal over alle leeftijden;2005;16429155;8136411;8292747
5;Totaal over alle leeftijden;2006;16527619;8186905;8340713
6;Totaal over alle leeftijden;2007;16620572;8234532;8386033
7;0;2001;207097;105856;101241
8;0;2002;202364;103615;98749
9;0;2003;201046;102943;98103
10;0;2004;199527;102167;97360
11;0;2005;197798;101283;96516
12;0;2006;195923;100323;95600
13;0;2007;194141;99411;94730
14;1;2001;203155;104153;99002
15;1;2002;207788;106171;101617
16;1;2003;203088;103948;99141
17;1;2004;201768;103276;98492
18;1;2005;200242;102495;97748
19;1;2006;198506;101607;96899
20;1;2007;196626;100646;95980
21;2;2001;201787;103235;98552
22;2;2002;204101;104607;99494
23;2;2003;208740;106628;102112
24;2;2004;204053;104412;99641
25;2;2005;202717;103732;98985
26;2;2006;201182;102944;98238
27;2;2007;199437;102056;97381
28;3;2001;195335;99549;95786
29;3;2002;202699;103661;99037
30;3;2003;205026;105040;99985
31;3;2004;209662;107065;102597
32;3;2005;204986;104853;100133
33;3;2006;203636;104168;99468
34;3;2007;202092;103377;98715
35;4;2001;193711;99598;94113
36;4;2002;196265;99994;96272
37;4;2003;203567;104071;99496
38;4;2004;205898;105451;100447
39;4;2005;210532;107480;103052
40;4;2006;205865;105270;100594
41;4;2007;204499;104581;99917
42;5;2001;194042;99219;94823
43;5;2002;194622;100031;94591
44;5;2003;197137;100416;96721
45;5;2004;204378;104456;99922
46;5;2005;206708;105837;100871
47;5;2006;211328;107861;103467
48;5;2007;206670;105656;101013
49;6;2001;199270;101945;97325
50;6;2002;194936;99646;95290
51;6;2003;195462;100434;95028
52;6;2004;197940;100806;97134
53;6;2005;205123;104812;100311
54;6;2006;207444;106187;101258
55;6;2007;212059;108216;103843
56;7;2001;198685;101497;97188
57;7;2002;200112;102351;97761
58;7;2003;195774;100051;95723
59;7;2004;196247;100813;95434
60;7;2005;198688;101173;97515
61;7;2006;205812;105144;100668
62;7;2007;208128;106519;101609
63;8;2001;200591;102750;97841
64;8;2002;199489;101888;97601
65;8;2003;200908;102742;98166
66;8;2004;196555;100433;96122
67;8;2005;196987;101176;95811
68;8;2006;199383;101518;97865
69;8;2007;206463;105464;100999
70;9;2001;203240;103839;99401
71;9;2002;201367;103130;98237
72;9;2003;200253;102265;97988
73;9;2004;201653;103113;98540
74;9;2005;197295;100801;96494
75;9;2006;197680;101521;96159
76;9;2007;200044;101849;98194
77;10;2001;203705;104455;99250
78;10;2002;203991;104212;99780
79;10;2003;202116;103501;98615
80;10;2004;200986;102631;98354
81;10;2005;202370;103473;98897
82;10;2006;197995;101153;96843
