ID;TypeGefailleerde;RegioS;Perioden;UitgesprokenFaillissementen_1
7680;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2022 2e kwartaal;1
7681;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2022 juli;1
7682;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2022 augustus;2
7683;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2022 september;0
7684;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2022 3e kwartaal;3
7685;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2022 oktober;0
7686;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2022 november;1
7687;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2022 december;0
7688;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2022 4e kwartaal;1
7689;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2022;6
7690;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 januari;0
7691;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 februari;0
7692;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 maart;2
7693;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 1e kwartaal;2
7694;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 april;0
7695;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 mei;0
7696;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 juni;1
7697;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 2e kwartaal;1
7698;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 juli;1
7699;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 augustus;0
7700;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 september;0
7701;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 3e kwartaal;1
7702;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 oktober;0
7703;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 november;0
7704;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 december;0
7705;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023 4e kwartaal;0
7706;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2023;4
7707;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 januari;0
7708;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 februari;1
7709;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 maart;1
7710;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 1e kwartaal;2
7711;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 april;1
7712;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 mei;0
7713;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 juni;0
7714;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 2e kwartaal;1
7715;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 juli;0
7716;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 augustus;1
7717;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 september;1
7718;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 3e kwartaal;2
7719;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 oktober;0
7720;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 november;1
7721;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 december;1
7722;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024 4e kwartaal;2
7723;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2024;7
7724;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2025 januari;0
7725;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2025 februari;1
7726;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2025 maart;0
7727;Totaal natuurlijke personen;Zuidoost-Drenthe (CR);2025 1e kwartaal;1
7728;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 januari;3
7729;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 februari;2
7730;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 maart;4
7731;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 1e kwartaal;9
7732;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 april;2
7733;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 mei;1
7734;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 juni;1
7735;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 2e kwartaal;4
7736;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 juli;3
7737;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 augustus;0
7738;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 september;3
7739;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 3e kwartaal;6
7740;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 oktober;3
7741;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 november;0
7742;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 december;2
7743;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009 4e kwartaal;5
7744;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2009;24
7745;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 januari;0
7746;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 februari;3
7747;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 maart;1
7748;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 1e kwartaal;4
7749;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 april;2
7750;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 mei;1
7751;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 juni;0
7752;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 2e kwartaal;3
7753;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 juli;0
7754;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 augustus;1
7755;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 september;0
7756;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 3e kwartaal;1
7757;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 oktober;0
7758;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 november;2
7759;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 december;3
7760;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010 4e kwartaal;5
7761;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2010;13
7762;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 januari;0
7763;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 februari;3
7764;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 maart;4
7765;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 1e kwartaal;7
7766;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 april;1
7767;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 mei;5
7768;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 juni;3
7769;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 2e kwartaal;9
7770;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 juli;3
7771;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 augustus;4
7772;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 september;5
7773;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 3e kwartaal;12
7774;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 oktober;3
7775;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 november;3
7776;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 december;4
7777;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011 4e kwartaal;10
7778;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2011;38
7779;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 januari;1
7780;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 februari;6
7781;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 maart;2
7782;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 1e kwartaal;9
7783;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 april;4
7784;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 mei;0
7785;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 juni;4
7786;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 2e kwartaal;8
7787;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 juli;3
7788;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 augustus;2
7789;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 september;3
7790;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 3e kwartaal;8
7791;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 oktober;6
7792;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 november;7
7793;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 december;1
7794;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012 4e kwartaal;14
7795;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2012;39
7796;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 januari;4
7797;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 februari;1
7798;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 maart;1
7799;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 1e kwartaal;6
7800;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 april;1
7801;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 mei;0
7802;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 juni;3
7803;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 2e kwartaal;4
7804;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 juli;5
7805;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 augustus;1
7806;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 september;5
7807;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 3e kwartaal;11
7808;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 oktober;2
7809;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 november;1
7810;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 december;2
7811;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013 4e kwartaal;5
7812;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2013;26
7813;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 januari;2
7814;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 februari;1
7815;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 maart;1
7816;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 1e kwartaal;4
7817;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 april;0
7818;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 mei;1
7819;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 juni;0
7820;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 2e kwartaal;1
7821;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 juli;1
7822;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 augustus;0
7823;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 september;1
7824;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 3e kwartaal;2
7825;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 oktober;1
7826;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 november;2
7827;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 december;1
7828;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014 4e kwartaal;4
7829;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2014;11
7830;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 januari;2
7831;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 februari;1
7832;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 maart;0
7833;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 1e kwartaal;3
7834;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 april;1
7835;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 mei;2
7836;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 juni;3
7837;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 2e kwartaal;6
7838;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 juli;5
7839;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 augustus;0
7840;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 september;3
7841;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 3e kwartaal;8
7842;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 oktober;2
7843;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 november;0
7844;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 december;2
7845;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015 4e kwartaal;4
7846;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2015;21
7847;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 januari;0
7848;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 februari;0
7849;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 maart;1
7850;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 1e kwartaal;1
7851;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 april;1
7852;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 mei;0
7853;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 juni;1
7854;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 2e kwartaal;2
7855;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 juli;0
7856;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 augustus;0
7857;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 september;3
7858;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 3e kwartaal;3
7859;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 oktober;1
7860;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 november;2
7861;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 december;0
7862;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016 4e kwartaal;3
7863;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2016;9
7864;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 januari;0
7865;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 februari;1
7866;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 maart;0
7867;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 1e kwartaal;1
7868;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 april;0
7869;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 mei;0
7870;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 juni;0
7871;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 2e kwartaal;0
7872;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 juli;0
7873;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 augustus;1
7874;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 september;0
7875;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 3e kwartaal;1
7876;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 oktober;0
7877;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 november;0
7878;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 december;0
7879;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017 4e kwartaal;0
7880;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2017;2
7881;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 januari;0
7882;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 februari;0
7883;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 maart;1
7884;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 1e kwartaal;1
7885;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 april;2
7886;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 mei;1
7887;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 juni;1
7888;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 2e kwartaal;4
7889;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 juli;3
7890;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 augustus;0
7891;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 september;1
7892;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 3e kwartaal;4
7893;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 oktober;0
7894;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 november;0
7895;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 december;2
7896;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018 4e kwartaal;2
7897;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2018;11
7898;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 januari;0
7899;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 februari;0
7900;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 maart;0
7901;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 1e kwartaal;0
7902;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 april;0
7903;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 mei;0
7904;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 juni;0
7905;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 2e kwartaal;0
7906;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 juli;1
7907;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 augustus;0
7908;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 september;1
7909;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 3e kwartaal;2
7910;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 oktober;2
7911;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 november;0
7912;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 december;0
7913;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019 4e kwartaal;2
7914;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2019;4
7915;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 januari;1
7916;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 februari;1
7917;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 maart;0
7918;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 1e kwartaal;2
7919;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 april;1
7920;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 mei;0
7921;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 juni;0
7922;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 2e kwartaal;1
7923;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 juli;1
7924;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 augustus;0
7925;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 september;0
7926;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 3e kwartaal;1
7927;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 oktober;0
7928;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 november;0
7929;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 december;0
7930;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020 4e kwartaal;0
7931;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2020;4
7932;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 januari;1
7933;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 februari;1
7934;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 maart;0
7935;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 1e kwartaal;2
7936;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 april;0
7937;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 mei;0
7938;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 juni;0
7939;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 2e kwartaal;0
7940;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 juli;0
7941;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 augustus;1
7942;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 september;0
7943;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 3e kwartaal;1
7944;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 oktober;0
7945;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 november;0
7946;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 december;0
7947;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021 4e kwartaal;0
7948;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2021;3
7949;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 januari;0
7950;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 februari;1
7951;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 maart;0
7952;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 1e kwartaal;1
7953;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 april;0
7954;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 mei;0
7955;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 juni;0
7956;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 2e kwartaal;0
7957;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 juli;0
7958;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 augustus;0
7959;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 september;0
7960;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 3e kwartaal;0
7961;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 oktober;0
7962;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 november;0
7963;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 december;2
7964;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022 4e kwartaal;2
7965;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2022;3
7966;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 januari;2
7967;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 februari;1
7968;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 maart;0
7969;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 1e kwartaal;3
7970;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 april;0
7971;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 mei;0
7972;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 juni;1
7973;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 2e kwartaal;1
7974;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 juli;0
7975;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 augustus;0
7976;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 september;2
7977;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 3e kwartaal;2
7978;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 oktober;0
7979;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 november;3
7980;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 december;1
7981;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023 4e kwartaal;4
7982;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2023;10
7983;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 januari;0
7984;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 februari;1
7985;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 maart;1
7986;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 1e kwartaal;2
7987;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 april;1
7988;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 mei;0
7989;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 juni;0
7990;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 2e kwartaal;1
7991;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 juli;0
7992;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 augustus;0
7993;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 september;0
7994;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 3e kwartaal;0
7995;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 oktober;3
7996;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 november;2
7997;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 december;1
7998;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024 4e kwartaal;6
7999;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2024;9
8000;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2025 januari;1
8001;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2025 februari;0
8002;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2025 maart;0
8003;Totaal natuurlijke personen;Zuidwest-Drenthe (CR);2025 1e kwartaal;1
8004;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 januari;1
8005;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 februari;4
8006;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 maart;5
8007;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 1e kwartaal;10
8008;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 april;7
8009;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 mei;11
8010;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 juni;4
8011;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 2e kwartaal;22
8012;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 juli;6
8013;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 augustus;7
8014;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 september;9
8015;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 3e kwartaal;22
8016;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 oktober;7
8017;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 november;3
8018;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 december;9
8019;Totaal natuurlijke personen;Noord-Overijssel (CR);2009 4e kwartaal;19
8020;Totaal natuurlijke personen;Noord-Overijssel (CR);2009;73
8021;Totaal natuurlijke personen;Noord-Overijssel (CR);2010 januari;12
