ID;BedrijfstakkenBranchesSBI2008;GrootteklassenBedrijven;Perioden;TotaalMilieucompartimenten_1;Totaal_2;Totaal_3;CompartimentBodem_4;CompartimentAfval_5;CompartimentGeluid_6;CompartimentLandschap_7;TotaalKosten_8;TotaalKapitaallasten_9;Afschrijvingen_10;Rente_11;LopendeKosten_12;OverigeKosten_13;TotaalKosten_14;TotaalKapitaallasten_15;Afschrijvingen_16;Rente_17;LopendeKosten_18;AfvoerWaterzuiveringsslib_19;TotaalKosten_20;TotaalKapitaallasten_21;Afschrijvingen_22;Rente_23;LopendeKosten_24;AfvoerAfvalLuchtzuiveringsinstallaties_25;TotaalKosten_26;TotaalKapitaallasten_27;Afschrijvingen_28;Rente_29;LopendeKosten_30;Bodemsanering_31;TotaalKosten_32;TotaalKapitaallasten_33;Afschrijvingen_34;Rente_35;LopendeKosten_36;TotaalKosten_37;TotaalKapitaallasten_38;Afschrijvingen_39;Rente_40;LopendeKosten_41;TotaalKosten_42;TotaalKapitaallasten_43;Afschrijvingen_44;Rente_45;LopendeKosten_46;TotaalKosten_47;EigenMilieuonderzoek_48;Personeelskosten_49;ArbeidEigenPersoneel_50;TotaalBetaaldeOverdrachten_51;TotaalMilieuheffingenEnLeges_52;WVOHeffing_53;Rioolrecht_54;HeffingGrondwateronttrekking_55;LegesMilieuvergunningen_56;TotaalAfvoerVanAfvalstoffen_57;GevaarlijkAfval_58;OverigVastAfval_59;TotaalUitbestedeMilieuactiviteiten_60;WaterzuiveringDoorParticulieren_61;SchadebetalingenEnMilieuboeten_62;MilieuonderzoekDoorDerden_63;MilieucoordinatieDoorDerden_64;TotaalOntvangenOverdrachten_65;TotaalMilieucompartimenten_66;Totaal_67;Totaal_68;CompartimentBodem_69;CompartimentAfval_70;CompartimentGeluid_71;CompartimentLandschap_72;CompartimentAlgemeen_73
10;300002;50 tot 200 werknemers;2010;30.0;7.0;17.0;;;1.0;;283.0;145.0;107.0;38.0;94.0;44.0;72.0;31.0;23.0;7.0;31.0;10.0;110.0;71.0;53.0;18.0;38.0;1.0;;;;;10.0;4.0;;;;;9.0;12.0;9.0;7.0;3.0;2.0;;;;;3.0;29.0;13.0;16.0;247.0;136.0;34.0;26.0;6.0;1.0;0.0;88.0;30.0;58.0;14.0;7.0;0.0;3.0;4.0;52.0;367.0;111.0;61.0;32.0;108.0;12.0;8.0;36.0
11;300002;50 tot 200 werknemers;2011;58.0;;41.0;5.0;;;;303.0;153.0;113.0;40.0;;;;;;;34.0;9.0;121.0;78.0;58.0;20.0;;;33.0;20.0;13.0;6.0;11.0;3.0;;;;;10.0;;;;;2.0;;;;;4.0;34.0;16.0;18.0;253.0;;;30.0;6.0;;0.0;95.0;37.0;59.0;17.0;8.0;;;5.0;;398.0;119.0;68.0;33.0;115.0;11.0;8.0;43.0
12;300002;200 en meer werknemers;2008;617.0;35.0;534.0;32.0;4.0;9.0;2.0;960.0;485.0;349.0;136.0;326.0;149.0;222.0;98.0;72.0;26.0;95.0;30.0;452.0;275.0;200.0;75.0;166.0;11.0;101.0;50.0;33.0;17.0;26.0;25.0;51.0;28.0;21.0;7.0;22.0;27.0;21.0;15.0;6.0;6.0;24.0;12.0;8.0;4.0;12.0;83.0;32.0;51.0;581.0;358.0;90.0;64.0;11.0;15.0;1.0;204.0;80.0;124.0;64.0;27.0;7.0;16.0;14.0;313.0;1006.0;322.0;144.0;100.0;253.0;27.0;39.0;121.0
13;300002;200 en meer werknemers;2009;295.0;34.0;220.0;28.0;4.0;8.0;1.0;991.0;541.0;391.0;151.0;293.0;156.0;215.0;101.0;75.0;26.0;90.0;24.0;470.0;322.0;233.0;89.0;137.0;11.0;117.0;54.0;36.0;18.0;27.0;35.0;53.0;30.0;22.0;8.0;23.0;29.0;22.0;16.0;6.0;6.0;22.0;12.0;8.0;4.0;10.0;86.0;34.0;52.0;583.0;329.0;78.0;53.0;10.0;15.0;0.0;195.0;82.0;113.0;56.0;20.0;4.0;20.0;12.0;380.0;941.0;298.0;94.0;116.0;246.0;28.0;37.0;122.0
14;300002;200 en meer werknemers;2010;497.0;48.0;370.0;43.0;18.0;;;961.0;527.0;382.0;144.0;294.0;141.0;208.0;91.0;69.0;22.0;91.0;25.0;478.0;331.0;240.0;91.0;137.0;10.0;102.0;49.0;33.0;16.0;27.0;26.0;49.0;26.0;19.0;7.0;23.0;;;;;5.0;;;;;10.0;79.0;33.0;46.0;560.0;325.0;;52.0;9.0;;0.0;194.0;87.0;107.0;;28.0;2.0;17.0;;435.0;850.0;296.0;46.0;102.0;241.0;24.0;34.0;107.0
15;300002;200 en meer werknemers;2011;415.0;;308.0;39.0;;;;980.0;527.0;383.0;144.0;;;;;;;93.0;23.0;496.0;341.0;248.0;93.0;;;110.0;49.0;33.0;16.0;28.0;33.0;;;;;23.0;;;;;5.0;;;;;11.0;82.0;36.0;47.0;537.0;336.0;;54.0;9.0;;0.0;207.0;94.0;113.0;;24.0;;16.0;11.0;505.0;810.0;286.0;-7.0;109.0;253.0;23.0;35.0;111.0
16;305700;10 en meer werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;305700;10 en meer werknemers;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;305700;10 en meer werknemers;2010;;;;;;;;;;;;35.0;11.0;;;;;11.0;;;;;;;;;;;;5.0;;;;;;3.0;;;;;2.0;;;;;3.0;;;4.0;25.0;;1.0;0.0;0.0;;;22.0;9.0;13.0;;;;2.0;;3.0;144.0;27.0;29.0;25.0;30.0;11.0;11.0;10.0
19;305700;10 en meer werknemers;2011;;;;;;;;;;;;38.0;11.0;;;;;12.0;;;;;;;;;;;;5.0;;;;;;4.0;;;;;2.0;;;;;4.0;7.0;;;;;1.0;;0.0;;;25.0;11.0;14.0;;;;2.0;;3.0;152.0;30.0;31.0;25.0;34.0;11.0;12.0;11.0
20;305700;10 tot 50 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;305700;10 tot 50 werknemers;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;305700;10 tot 50 werknemers;2010;;;;0.0;;;;;;;;6.0;1.0;;;;;;;;;;;;0.0;4.0;3.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;1.0;7.0;2.0;;0.0;;0.0;0.0;;;;1.0;0.0;;;;;22.0;5.0;5.0;4.0;3.0;2.0;2.0;2.0
23;305700;10 tot 50 werknemers;2011;;;;;;;;;;;;6.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;18.0;5.0;5.0;3.0;2.0;2.0;2.0;0.0
24;305700;50 tot 200 werknemers;2008;3.0;1.0;2.0;0.0;0.0;0.0;0.0;31.0;20.0;14.0;6.0;9.0;3.0;6.0;4.0;3.0;1.0;3.0;0.0;8.0;5.0;4.0;1.0;3.0;0.0;6.0;5.0;3.0;2.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;3.0;3.0;2.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;11.0;5.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;35.0;7.0;8.0;6.0;6.0;3.0;3.0;3.0
25;305700;50 tot 200 werknemers;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;305700;50 tot 200 werknemers;2010;;;;;;;;;;;;;1.0;;;;;3.0;0.0;;;;;;;;;;;1.0;;;;;;;;;;;1.0;;;;;1.0;;;;;3.0;0.0;;0.0;;;;;;;;;0.0;;;38.0;8.0;9.0;7.0;5.0;3.0;4.0;1.0
27;305700;50 tot 200 werknemers;2011;;1.0;;;;;0.0;;;;;;2.0;10.0;5.0;4.0;1.0;;;;;;;;;;;;;;;;;;;1.0;;;;;;4.0;;;;;2.0;;;;6.0;0.0;0.0;;;0.0;;;;;;;;;;46.0;10.0;11.0;7.0;8.0;4.0;4.0;2.0
28;305700;200 en meer werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;305700;200 en meer werknemers;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;305700;200 en meer werknemers;2010;;;;;;;;;;;;18.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;0.0;;;;;;;11.0;;;;;;;85.0;14.0;15.0;15.0;23.0;5.0;6.0;7.0
31;305700;200 en meer werknemers;2011;68.0;;;;;;;67.0;39.0;28.0;10.0;19.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.0;0.0;;;;;;;;;;;;;1.0;89.0;15.0;16.0;14.0;24.0;5.0;6.0;8.0
32;305800;10 en meer werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;305800;10 en meer werknemers;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;305800;10 en meer werknemers;2010;;;;;;;;;;;;16.0;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;25.0;0.0;;;;;;;12.0;;;;1.0;1.0;;83.0;13.0;13.0;14.0;24.0;5.0;5.0;9.0
35;305800;10 en meer werknemers;2011;70.0;;;;;7.0;;55.0;30.0;22.0;8.0;15.0;10.0;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;6.0;;;;28.0;0.0;;;;;;;12.0;;;;2.0;;1.0;82.0;13.0;12.0;12.0;26.0;4.0;5.0;10.0
36;305800;10 tot 50 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;305800;10 tot 50 werknemers;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;7.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0
38;305800;10 tot 50 werknemers;2010;;;;0.0;0.0;;0.0;;;;;1.0;1.0;;;;;;;;;;;;0.0;1.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;0.0;;;;;;1.0;0.0;;;0.0;0.0;;;;;0.0;;;;;6.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0
39;305800;10 tot 50 werknemers;2011;;;;;;;;;;;;;0.0;;;;;0.0;;;;;;;;;;;;0.0;;;;;;;;;;;0.0;;;;;0.0;;;;;0.0;0.0;;;;;;;;;;;;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40;305800;50 tot 200 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;305800;50 tot 200 werknemers;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;305800;50 tot 200 werknemers;2010;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;0.0;;;;;0.0;;;;;2.0;0.0;;;;;;;;;;;;;;8.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0
43;305800;50 tot 200 werknemers;2011;;1.0;;;;;0.0;;;;;3.0;1.0;2.0;1.0;1.0;0.0;;;;;;;;;;;;;;0.0;;;;;;;;;;;1.0;;;;;;;;;4.0;0.0;;;0.0;0.0;;;;;;;;0.0;;15.0;2.0;3.0;2.0;4.0;1.0;1.0;2.0
44;305800;200 en meer werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;305800;200 en meer werknemers;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;305800;200 en meer werknemers;2010;;;;;;;;;;;;;9.0;;;;;4.0;;;;;;;0.0;;;;;2.0;;;;;;;;;;;1.0;;;;;1.0;;;;;22.0;0.0;;;;0.0;;;11.0;;;;;;;69.0;10.0;11.0;12.0;22.0;4.0;4.0;7.0
47;305800;200 en meer werknemers;2011;;14.0;;;;;;;;;;12.0;9.0;9.0;5.0;4.0;1.0;;;;;;;;0.0;;;;;1.0;;;;;;1.0;;;;;0.0;;;;;1.0;;;;;23.0;0.0;;;;0.0;;;;;;;;;;66.0;10.0;9.0;10.0;22.0;3.0;4.0;8.0
48;306300;10 en meer werknemers;2008;2.0;0.0;1.0;0.0;0.0;0.0;0.0;22.0;15.0;11.0;4.0;7.0;0.0;5.0;3.0;2.0;1.0;2.0;0.0;6.0;4.0;3.0;1.0;2.0;0.0;4.0;3.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;1.0;2.0;2.0;1.0;1.0;0.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;5.0;6.0;4.0;3.0;2.0;2.0;1.0
49;306300;10 en meer werknemers;2009;1.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;12.0;8.0;3.0;5.0;0.0;4.0;3.0;2.0;1.0;1.0;0.0;5.0;3.0;2.0;1.0;2.0;0.0;3.0;3.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;4.0;4.0;3.0;2.0;2.0;2.0;1.0
50;306300;10 en meer werknemers;2010;1.0;;1.0;;;;;24.0;16.0;12.0;4.0;7.0;0.0;;;;;;;7.0;4.0;3.0;1.0;;;;;;;;;;;;;1.0;;;;;;;;;;;0.0;0.0;0.0;3.0;;0.0;0.0;0.0;;;1.0;0.0;1.0;;0.0;;;0.0;;24.0;6.0;6.0;5.0;3.0;2.0;2.0;0.0
51;306300;10 en meer werknemers;2011;1.0;;;;;;;27.0;17.0;13.0;5.0;9.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;3.0;2.0;0.0;0.0;;;;;;1.0;;;;0.0;;1.0;27.0;7.0;7.0;5.0;3.0;2.0;3.0;0.0
52;306300;10 tot 50 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;306300;10 tot 50 werknemers;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;306300;10 tot 50 werknemers;2010;1.0;0.0;;0.0;;;;10.0;7.0;5.0;2.0;;0.0;2.0;1.0;1.0;0.0;1.0;;;;;;;0.0;2.0;2.0;1.0;0.0;0.0;;;;;;;;;;;0.0;;;;;0.0;;;;;1.0;0.0;;;0.0;0.0;;;1.0;;;0.0;;;0.0;10.0;2.0;3.0;2.0;1.0;1.0;1.0;0.0
55;306300;10 tot 50 werknemers;2011;;0.0;;0.0;0.0;;0.0;;;;;;0.0;2.0;1.0;1.0;0.0;;;;;;;;0.0;2.0;1.0;1.0;0.0;;;1.0;;;;;;;;;0.0;1.0;1.0;0.0;0.0;0.0;;;;;1.0;0.0;;0.0;0.0;;;;;;0.0;;;;;9.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0
56;306300;50 tot 200 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;306300;50 tot 200 werknemers;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;306300;50 tot 200 werknemers;2010;;;;;0.0;;0.0;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;0.0;;;;1.0;0.0;;;0.0;0.0;;;;;;0.0;;;;11.0;3.0;3.0;2.0;1.0;1.0;1.0;0.0
59;306300;50 tot 200 werknemers;2011;;0.0;;;0.0;0.0;0.0;;;;;5.0;0.0;4.0;2.0;2.0;0.0;;;;;;;;0.0;;;;;;;1.0;1.0;1.0;0.0;0.0;1.0;;;;;2.0;;;;;;;0.0;2.0;1.0;0.0;;;0.0;0.0;;;0.0;;;0.0;;;;16.0;4.0;4.0;3.0;2.0;1.0;2.0;0.0
60;306300;200 en meer werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;306300;200 en meer werknemers;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;306300;200 en meer werknemers;2010;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
63;306300;200 en meer werknemers;2011;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;;;;;;;;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
64;307000;10 en meer werknemers;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;32.0;23.0;10.0;14.0;1.0;10.0;7.0;5.0;2.0;4.0;0.0;13.0;8.0;6.0;2.0;5.0;0.0;9.0;7.0;5.0;2.0;2.0;0.0;4.0;3.0;2.0;1.0;1.0;5.0;4.0;3.0;1.0;1.0;5.0;3.0;2.0;1.0;2.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;47.0;10.0;12.0;9.0;4.0;5.0;5.0;1.0
65;307000;10 en meer werknemers;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.0;40.0;29.0;11.0;17.0;1.0;13.0;8.0;6.0;2.0;5.0;0.0;16.0;10.0;8.0;2.0;5.0;0.0;12.0;9.0;6.0;3.0;2.0;0.0;4.0;3.0;2.0;1.0;1.0;6.0;5.0;4.0;1.0;1.0;6.0;5.0;3.0;2.0;2.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;57.0;13.0;15.0;12.0;5.0;6.0;6.0;1.0
