ID;BedrijfstakkenBranchesSBI93;Grootteklasse;Perioden;UitgavenTotaal_1;Totaal_2;BrutoLoonkosten_3;OverigeExploitatiekosten_4;Totaal_5;Gebouwen_6;OverigeInvesteringen_7;Totaal_8;Onderzoekers_9;Assistenten_10;OverigPersoneel_11;Totaal_12;Onderzoekers_13;Assistenten_14;OverigPersoneel_15;ArbeidsjarenTotaal_16;Onderzoekers_17;Assistenten_18;OverigPersoneel_19;BedrijvenEnInstellingenMetEigenRD_20
16;Totaal bedrijfstakken;50 tot 250 werkzame personen;2006;992.0;;;;;;;16930.0;8033.0;5144.0;3753.0;;;;;14356.0;8516.0;3911.0;1928.0;1151.0
17;Totaal bedrijfstakken;50 tot 250 werkzame personen;2007;856.0;769.0;551.0;218.0;87.0;33.0;54.0;12925.0;6681.0;4172.0;2073.0;2127.0;807.0;781.0;538.0;10332.0;5683.0;3245.0;1404.0;903.0
18;Totaal bedrijfstakken;250 of meer werkzame personen;2002;3291.0;3093.0;1733.0;1361.0;197.0;46.0;152.0;31615.0;13454.0;12751.0;5410.0;;;;;27864.0;11885.0;11409.0;4570.0;500.0
19;Totaal bedrijfstakken;250 of meer werkzame personen;2003;3519.0;3277.0;1895.0;1383.0;242.0;51.0;190.0;31171.0;12915.0;13241.0;5015.0;3309.0;958.0;1400.0;951.0;27442.0;11449.0;11858.0;4135.0;465.0
20;Totaal bedrijfstakken;250 of meer werkzame personen;2004;3707.0;;;;;;;35707.0;16027.0;14263.0;5417.0;;;;;29779.0;12763.0;13064.0;3952.0;475.0
21;Totaal bedrijfstakken;250 of meer werkzame personen;2005;3769.0;3426.0;2106.0;1321.0;342.0;89.0;254.0;34133.0;14506.0;14712.0;4915.0;3825.0;1381.0;1494.0;950.0;28753.0;12235.0;12890.0;3627.0;444.0
22;Totaal bedrijfstakken;250 of meer werkzame personen;2006;4068.0;;;;;;;40177.0;21353.0;14484.0;4339.0;;;;;29791.0;14056.0;12211.0;3525.0;441.0
23;Totaal bedrijfstakken;250 of meer werkzame personen;2007;4259.0;3905.0;2537.0;1368.0;354.0;128.0;226.0;38436.0;18603.0;14012.0;5822.0;6894.0;2787.0;2581.0;1526.0;32287.0;16103.0;12324.0;3860.0;417.0
24;D Industrie;Totaal (10 en meer) werkzame personen;2002;3454.0;3266.0;1832.0;1433.0;189.0;29.0;160.0;39943.0;15916.0;17006.0;7021.0;;;;;32468.0;13213.0;14200.0;5055.0;2315.0
25;D Industrie;Totaal (10 en meer) werkzame personen;2003;3750.0;3488.0;2034.0;1454.0;262.0;55.0;207.0;39158.0;15500.0;16662.0;6996.0;3894.0;1113.0;1708.0;1072.0;32080.0;12995.0;14278.0;4807.0;1986.0
26;D Industrie;Totaal (10 en meer) werkzame personen;2004;3898.0;;;;;;;41494.0;17170.0;17417.0;6907.0;;;;;33186.0;14044.0;15033.0;4109.0;1967.0
27;D Industrie;Totaal (10 en meer) werkzame personen;2005;3989.0;3586.0;2177.0;1409.0;403.0;112.0;291.0;41055.0;16475.0;17892.0;6688.0;4424.0;1527.0;1725.0;1172.0;33546.0;14361.0;15214.0;3970.0;1964.0
28;D Industrie;Totaal (10 en meer) werkzame personen;2006;4094.0;;;;;;;39095.0;17137.0;15777.0;6181.0;;;;;33533.0;15542.0;13556.0;4434.0;1746.0
29;D Industrie;Totaal (10 en meer) werkzame personen;2007;4010.0;3671.0;2360.0;1311.0;339.0;112.0;227.0;37853.0;16321.0;14782.0;6750.0;5443.0;2003.0;2130.0;1310.0;31584.0;14619.0;12844.0;4121.0;1441.0
30;D Industrie;10 tot 50 werkzame personen;2002;151.0;137.0;89.0;48.0;14.0;2.0;12.0;5838.0;2442.0;2263.0;1134.0;;;;;3118.0;1398.0;1201.0;520.0;1041.0
31;D Industrie;10 tot 50 werkzame personen;2003;142.0;128.0;96.0;32.0;14.0;1.0;13.0;4795.0;1931.0;1658.0;1206.0;348.0;83.0;157.0;108.0;2558.0;1225.0;917.0;416.0;815.0
32;D Industrie;10 tot 50 werkzame personen;2004;145.0;;;;;;;4788.0;2312.0;1241.0;1235.0;;;;;2544.0;1435.0;701.0;408.0;845.0
33;D Industrie;10 tot 50 werkzame personen;2005;139.0;120.0;93.0;28.0;19.0;3.0;16.0;4280.0;1717.0;1362.0;1201.0;372.0;119.0;116.0;137.0;2412.0;1203.0;815.0;395.0;840.0
34;D Industrie;10 tot 50 werkzame personen;2006;122.0;;;;;;;4048.0;2179.0;1052.0;816.0;;;;;2753.0;1725.0;657.0;371.0;766.0
35;D Industrie;10 tot 50 werkzame personen;2007;117.0;104.0;84.0;20.0;13.0;2.0;11.0;3272.0;1633.0;961.0;678.0;224.0;67.0;65.0;92.0;1807.0;988.0;532.0;287.0;600.0
36;D Industrie;50 tot 250 werkzame personen;2002;504.0;470.0;342.0;128.0;34.0;12.0;22.0;9264.0;3483.0;3948.0;1833.0;;;;;6667.0;2564.0;3045.0;1059.0;947.0
37;D Industrie;50 tot 250 werkzame personen;2003;528.0;490.0;343.0;147.0;37.0;6.0;31.0;9053.0;3882.0;3463.0;1708.0;956.0;330.0;376.0;250.0;6185.0;2656.0;2586.0;943.0;864.0
38;D Industrie;50 tot 250 werkzame personen;2004;569.0;;;;;;;10463.0;4292.0;3906.0;2265.0;;;;;6531.0;3193.0;2551.0;787.0;832.0
39;D Industrie;50 tot 250 werkzame personen;2005;593.0;500.0;349.0;150.0;94.0;26.0;67.0;10732.0;4921.0;3738.0;2072.0;1305.0;504.0;431.0;370.0;7151.0;3764.0;2638.0;748.0;845.0
40;D Industrie;50 tot 250 werkzame personen;2006;416.0;;;;;;;7542.0;3126.0;2389.0;2028.0;;;;;6170.0;3170.0;2025.0;976.0;704.0
41;D Industrie;50 tot 250 werkzame personen;2007;375.0;335.0;244.0;91.0;40.0;5.0;35.0;6106.0;2804.0;2043.0;1259.0;621.0;227.0;197.0;197.0;4766.0;2365.0;1585.0;817.0;576.0
42;D Industrie;250 of meer werkzame personen;2002;2800.0;2658.0;1401.0;1257.0;141.0;16.0;126.0;24841.0;9990.0;10795.0;4055.0;;;;;22682.0;9250.0;9955.0;3476.0;327.0
43;D Industrie;250 of meer werkzame personen;2003;3081.0;2870.0;1596.0;1275.0;211.0;47.0;163.0;25310.0;9688.0;11541.0;4082.0;2590.0;701.0;1175.0;714.0;23337.0;9114.0;10775.0;3447.0;307.0
44;D Industrie;250 of meer werkzame personen;2004;3184.0;;;;;;;26243.0;10566.0;12271.0;3406.0;;;;;24111.0;9416.0;11781.0;2914.0;290.0
45;D Industrie;250 of meer werkzame personen;2005;3256.0;2966.0;1735.0;1231.0;291.0;83.0;208.0;26043.0;9837.0;12791.0;3414.0;2746.0;903.0;1178.0;665.0;23983.0;9394.0;11761.0;2828.0;278.0
46;D Industrie;250 of meer werkzame personen;2006;3556.0;;;;;;;27505.0;11832.0;12336.0;3337.0;;;;;24610.0;10647.0;10875.0;3088.0;276.0
47;D Industrie;250 of meer werkzame personen;2007;3517.0;3232.0;2032.0;1199.0;286.0;104.0;181.0;28475.0;11884.0;11777.0;4814.0;4598.0;1709.0;1867.0;1022.0;25011.0;11266.0;10728.0;3017.0;265.0
48;DA VV voedings- en genotmiddelen;Totaal (10 en meer) werkzame personen;2002;283.0;264.0;167.0;97.0;19.0;5.0;14.0;3907.0;1412.0;1768.0;727.0;;;;;2905.0;1096.0;1329.0;480.0;224.0
49;DA VV voedings- en genotmiddelen;Totaal (10 en meer) werkzame personen;2003;271.0;243.0;167.0;76.0;28.0;11.0;17.0;3255.0;1146.0;1491.0;619.0;741.0;283.0;348.0;110.0;2553.0;1054.0;1182.0;317.0;173.0
50;DA VV voedings- en genotmiddelen;Totaal (10 en meer) werkzame personen;2004;227.0;;;;;;;3195.0;1280.0;1279.0;636.0;;;;;2522.0;1162.0;1052.0;307.0;204.0
51;DA VV voedings- en genotmiddelen;Totaal (10 en meer) werkzame personen;2005;268.0;222.0;163.0;59.0;46.0;28.0;18.0;3436.0;1298.0;1487.0;651.0;947.0;321.0;408.0;219.0;2600.0;1133.0;1158.0;309.0;234.0
52;DA VV voedings- en genotmiddelen;Totaal (10 en meer) werkzame personen;2006;199.0;;;;;;;2515.0;1170.0;1013.0;332.0;;;;;2419.0;1187.0;1001.0;232.0;165.0
53;DA VV voedings- en genotmiddelen;Totaal (10 en meer) werkzame personen;2007;262.0;243.0;176.0;68.0;19.0;5.0;13.0;2839.0;1309.0;1145.0;385.0;1012.0;466.0;399.0;147.0;2546.0;1227.0;1012.0;307.0;146.0
54;DA VV voedings- en genotmiddelen;10 tot 50 werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
55;DA VV voedings- en genotmiddelen;10 tot 50 werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
56;DA VV voedings- en genotmiddelen;10 tot 50 werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
57;DA VV voedings- en genotmiddelen;10 tot 50 werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
58;DA VV voedings- en genotmiddelen;10 tot 50 werkzame personen;2006;;;;;;;;;;;;;;;;;;;;21.0
59;DA VV voedings- en genotmiddelen;10 tot 50 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
60;DA VV voedings- en genotmiddelen;50 tot 250 werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
61;DA VV voedings- en genotmiddelen;50 tot 250 werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
62;DA VV voedings- en genotmiddelen;50 tot 250 werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
63;DA VV voedings- en genotmiddelen;50 tot 250 werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
64;DA VV voedings- en genotmiddelen;50 tot 250 werkzame personen;2006;;;;;;;;;;;;;;;;;;;;85.0
65;DA VV voedings- en genotmiddelen;50 tot 250 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
66;DA VV voedings- en genotmiddelen;250 of meer werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
67;DA VV voedings- en genotmiddelen;250 of meer werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
68;DA VV voedings- en genotmiddelen;250 of meer werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
69;DA VV voedings- en genotmiddelen;250 of meer werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
70;DA VV voedings- en genotmiddelen;250 of meer werkzame personen;2006;;;;;;;;;;;;;;;;;;;;58.0
71;DA VV voedings- en genotmiddelen;250 of meer werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
72;1700a Textiel, kleding en lederindust...;Totaal (10 en meer) werkzame personen;2002;12.0;12.0;10.0;2.0;0.0;0.0;0.0;335.0;123.0;144.0;68.0;;;;;187.0;74.0;90.0;23.0;60.0
73;1700a Textiel, kleding en lederindust...;Totaal (10 en meer) werkzame personen;2003;13.0;12.0;9.0;2.0;1.0;0.0;1.0;303.0;107.0;132.0;65.0;59.0;12.0;27.0;20.0;170.0;57.0;83.0;29.0;53.0
74;1700a Textiel, kleding en lederindust...;Totaal (10 en meer) werkzame personen;2004;21.0;;;;;;;388.0;204.0;128.0;56.0;;;;;282.0;161.0;91.0;30.0;67.0
75;1700a Textiel, kleding en lederindust...;Totaal (10 en meer) werkzame personen;2005;27.0;26.0;20.0;6.0;2.0;0.0;2.0;390.0;203.0;116.0;71.0;96.0;40.0;27.0;29.0;294.0;155.0;89.0;50.0;77.0
76;1700a Textiel, kleding en lederindust...;Totaal (10 en meer) werkzame personen;2006;16.0;;;;;;;316.0;177.0;85.0;53.0;;;;;235.0;118.0;89.0;29.0;53.0
77;1700a Textiel, kleding en lederindust...;Totaal (10 en meer) werkzame personen;2007;15.0;14.0;12.0;3.0;1.0;0.0;1.0;260.0;129.0;89.0;42.0;56.0;20.0;11.0;25.0;176.0;95.0;59.0;22.0;45.0
78;1700a Textiel, kleding en lederindust...;10 tot 50 werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
79;1700a Textiel, kleding en lederindust...;10 tot 50 werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
80;1700a Textiel, kleding en lederindust...;10 tot 50 werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
81;1700a Textiel, kleding en lederindust...;10 tot 50 werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
82;1700a Textiel, kleding en lederindust...;10 tot 50 werkzame personen;2006;;;;;;;;;;;;;;;;;;;;18.0
83;1700a Textiel, kleding en lederindust...;10 tot 50 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
84;1700a Textiel, kleding en lederindust...;50 tot 250 werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
85;1700a Textiel, kleding en lederindust...;50 tot 250 werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
86;1700a Textiel, kleding en lederindust...;50 tot 250 werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
87;1700a Textiel, kleding en lederindust...;50 tot 250 werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
88;1700a Textiel, kleding en lederindust...;50 tot 250 werkzame personen;2006;;;;;;;;;;;;;;;;;;;;31.0
89;1700a Textiel, kleding en lederindust...;50 tot 250 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
90;1700a Textiel, kleding en lederindust...;250 of meer werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
91;1700a Textiel, kleding en lederindust...;250 of meer werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
92;1700a Textiel, kleding en lederindust...;250 of meer werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
93;1700a Textiel, kleding en lederindust...;250 of meer werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
94;1700a Textiel, kleding en lederindust...;250 of meer werkzame personen;2006;;;;;;;;;;;;;;;;;;;;4.0
95;1700a Textiel, kleding en lederindust...;250 of meer werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
96;21 VV papier, karton en papier- en ka...;Totaal (10 en meer) werkzame personen;2002;11.0;11.0;10.0;1.0;0.0;0.0;0.0;333.0;104.0;135.0;94.0;;;;;227.0;65.0;107.0;55.0;60.0
97;21 VV papier, karton en papier- en ka...;Totaal (10 en meer) werkzame personen;2003;9.0;9.0;8.0;1.0;1.0;0.0;1.0;293.0;88.0;118.0;87.0;26.0;6.0;9.0;11.0;141.0;46.0;76.0;19.0;49.0
98;21 VV papier, karton en papier- en ka...;Totaal (10 en meer) werkzame personen;2004;24.0;;;;;;;348.0;107.0;176.0;65.0;;;;;232.0;92.0;111.0;29.0;37.0
99;21 VV papier, karton en papier- en ka...;Totaal (10 en meer) werkzame personen;2005;19.0;18.0;14.0;4.0;1.0;0.0;1.0;322.0;112.0;134.0;77.0;47.0;12.0;21.0;14.0;197.0;83.0;91.0;22.0;49.0
100;21 VV papier, karton en papier- en ka...;Totaal (10 en meer) werkzame personen;2006;7.0;;;;;;;211.0;83.0;79.0;50.0;;;;;129.0;51.0;57.0;20.0;34.0
101;21 VV papier, karton en papier- en ka...;Totaal (10 en meer) werkzame personen;2007;18.0;15.0;10.0;5.0;3.0;2.0;1.0;234.0;72.0;105.0;57.0;54.0;7.0;15.0;33.0;165.0;55.0;83.0;26.0;26.0
102;21 VV papier, karton en papier- en ka...;10 tot 50 werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
103;21 VV papier, karton en papier- en ka...;10 tot 50 werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
104;21 VV papier, karton en papier- en ka...;10 tot 50 werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
105;21 VV papier, karton en papier- en ka...;10 tot 50 werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
106;21 VV papier, karton en papier- en ka...;10 tot 50 werkzame personen;2006;;;;;;;;;;;;;;;;;;;;2.0
107;21 VV papier, karton en papier- en ka...;10 tot 50 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
108;21 VV papier, karton en papier- en ka...;50 tot 250 werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
109;21 VV papier, karton en papier- en ka...;50 tot 250 werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
110;21 VV papier, karton en papier- en ka...;50 tot 250 werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
111;21 VV papier, karton en papier- en ka...;50 tot 250 werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
112;21 VV papier, karton en papier- en ka...;50 tot 250 werkzame personen;2006;;;;;;;;;;;;;;;;;;;;23.0
113;21 VV papier, karton en papier- en ka...;50 tot 250 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
114;21 VV papier, karton en papier- en ka...;250 of meer werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
115;21 VV papier, karton en papier- en ka...;250 of meer werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
116;21 VV papier, karton en papier- en ka...;250 of meer werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
117;21 VV papier, karton en papier- en ka...;250 of meer werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
118;21 VV papier, karton en papier- en ka...;250 of meer werkzame personen;2006;;;;;;;;;;;;;;;;;;;;9.0
119;21 VV papier, karton en papier- en ka...;250 of meer werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
120;22 Uitgeverijen, drukkerijen en repro;Totaal (10 en meer) werkzame personen;2002;24.0;17.0;11.0;6.0;7.0;1.0;6.0;437.0;250.0;82.0;105.0;;;;;237.0;156.0;39.0;43.0;68.0
121;22 Uitgeverijen, drukkerijen en repro;Totaal (10 en meer) werkzame personen;2003;11.0;10.0;9.0;1.0;0.0;0.0;0.0;338.0;98.0;97.0;143.0;33.0;7.0;17.0;10.0;156.0;40.0;79.0;37.0;20.0
122;22 Uitgeverijen, drukkerijen en repro;Totaal (10 en meer) werkzame personen;2004;24.0;;;;;;;531.0;285.0;158.0;89.0;;;;;461.0;255.0;174.0;31.0;74.0
123;22 Uitgeverijen, drukkerijen en repro;Totaal (10 en meer) werkzame personen;2005;12.0;11.0;10.0;1.0;0.0;0.0;0.0;242.0;104.0;84.0;54.0;44.0;14.0;17.0;13.0;174.0;57.0;69.0;48.0;41.0
124;22 Uitgeverijen, drukkerijen en repro;Totaal (10 en meer) werkzame personen;2006;37.0;;;;;;;504.0;249.0;127.0;128.0;;;;;603.0;393.0;149.0;61.0;84.0
125;22 Uitgeverijen, drukkerijen en repro;Totaal (10 en meer) werkzame personen;2007;36.0;35.0;29.0;6.0;1.0;1.0;0.0;181.0;55.0;89.0;36.0;26.0;3.0;23.0;0.0;158.0;43.0;89.0;26.0;36.0
126;22 Uitgeverijen, drukkerijen en repro;10 tot 50 werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
127;22 Uitgeverijen, drukkerijen en repro;10 tot 50 werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
128;22 Uitgeverijen, drukkerijen en repro;10 tot 50 werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
129;22 Uitgeverijen, drukkerijen en repro;10 tot 50 werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
130;22 Uitgeverijen, drukkerijen en repro;10 tot 50 werkzame personen;2006;;;;;;;;;;;;;;;;;;;;59.0
131;22 Uitgeverijen, drukkerijen en repro;10 tot 50 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
132;22 Uitgeverijen, drukkerijen en repro;50 tot 250 werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
133;22 Uitgeverijen, drukkerijen en repro;50 tot 250 werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
134;22 Uitgeverijen, drukkerijen en repro;50 tot 250 werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
135;22 Uitgeverijen, drukkerijen en repro;50 tot 250 werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
136;22 Uitgeverijen, drukkerijen en repro;50 tot 250 werkzame personen;2006;;;;;;;;;;;;;;;;;;;;17.0
137;22 Uitgeverijen, drukkerijen en repro;50 tot 250 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
138;22 Uitgeverijen, drukkerijen en repro;250 of meer werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
139;22 Uitgeverijen, drukkerijen en repro;250 of meer werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
140;22 Uitgeverijen, drukkerijen en repro;250 of meer werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
141;22 Uitgeverijen, drukkerijen en repro;250 of meer werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
142;22 Uitgeverijen, drukkerijen en repro;250 of meer werkzame personen;2006;;;;;;;;;;;;;;;;;;;;8.0
143;22 Uitgeverijen, drukkerijen en repro;250 of meer werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
144;23 Aardolie- en steenkoolverwerkende ...;Totaal (10 en meer) werkzame personen;2002;9.0;9.0;9.0;0.0;0.0;0.0;0.0;242.0;171.0;57.0;14.0;;;;;54.0;37.0;14.0;3.0;9.0
145;23 Aardolie- en steenkoolverwerkende ...;Totaal (10 en meer) werkzame personen;2003;5.0;5.0;5.0;0.0;0.0;0.0;0.0;314.0;197.0;100.0;17.0;7.0;2.0;3.0;2.0;42.0;26.0;14.0;2.0;9.0
146;23 Aardolie- en steenkoolverwerkende ...;Totaal (10 en meer) werkzame personen;2004;5.0;;;;;;;84.0;49.0;28.0;7.0;;;;;51.0;28.0;18.0;4.0;7.0
147;23 Aardolie- en steenkoolverwerkende ...;Totaal (10 en meer) werkzame personen;2005;8.0;7.0;7.0;1.0;1.0;0.0;1.0;220.0;87.0;129.0;4.0;13.0;3.0;9.0;2.0;67.0;30.0;35.0;2.0;8.0
148;23 Aardolie- en steenkoolverwerkende ...;Totaal (10 en meer) werkzame personen;2006;6.0;;;;;;;1149.0;68.0;1070.0;11.0;;;;;67.0;28.0;35.0;4.0;8.0
149;23 Aardolie- en steenkoolverwerkende ...;Totaal (10 en meer) werkzame personen;2007;6.0;5.0;5.0;1.0;0.0;0.0;0.0;74.0;37.0;33.0;4.0;13.0;3.0;6.0;4.0;44.0;18.0;24.0;1.0;8.0
150;23 Aardolie- en steenkoolverwerkende ...;10 tot 50 werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
151;23 Aardolie- en steenkoolverwerkende ...;10 tot 50 werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
152;23 Aardolie- en steenkoolverwerkende ...;10 tot 50 werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
153;23 Aardolie- en steenkoolverwerkende ...;10 tot 50 werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
154;23 Aardolie- en steenkoolverwerkende ...;10 tot 50 werkzame personen;2006;;;;;;;;;;;;;;;;;;;;2.0
155;23 Aardolie- en steenkoolverwerkende ...;10 tot 50 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
156;23 Aardolie- en steenkoolverwerkende ...;50 tot 250 werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
157;23 Aardolie- en steenkoolverwerkende ...;50 tot 250 werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
158;23 Aardolie- en steenkoolverwerkende ...;50 tot 250 werkzame personen;2004;;;;;;;;;;;;;;;;;;;;
159;23 Aardolie- en steenkoolverwerkende ...;50 tot 250 werkzame personen;2005;;;;;;;;;;;;;;;;;;;;
160;23 Aardolie- en steenkoolverwerkende ...;50 tot 250 werkzame personen;2006;;;;;;;;;;;;;;;;;;;;1.0
161;23 Aardolie- en steenkoolverwerkende ...;50 tot 250 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;
162;23 Aardolie- en steenkoolverwerkende ...;250 of meer werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
163;23 Aardolie- en steenkoolverwerkende ...;250 of meer werkzame personen;2003;;;;;;;;;;;;;;;;;;;;
