ID;PrognoseInterval;Perioden;Levendgeborenen_1;Overledenen_2;Immigratie_3;Emigratie_4;Migratiesaldo_5
64;2;2021;144080;133410;60798;61457;-35344
65;2;2022;143992;133609;60625;60402;-35063
66;2;2023;142483;134067;60494;60374;-34408
67;2;2024;143708;138220;60353;60994;-32591
68;2;2025;144497;139518;60235;56120;-33794
69;2;2026;142456;139290;60135;58504;-31856
70;2;2027;141034;141888;60076;53854;-31668
71;2;2028;139444;144286;59927;53077;-31705
72;2;2029;138348;148220;59847;53101;-28729
73;2;2030;137173;152158;59783;54257;-26487
74;2;2031;136089;152246;59719;54452;-29152
75;2;2032;135237;153864;59659;55868;-24524
76;2;2033;133635;157087;59612;54002;-24967
77;2;2034;134372;158500;59567;51661;-23443
78;2;2035;130724;162462;59517;49818;-22997
79;2;2036;128254;162651;59450;50613;-23004
80;2;2037;127552;163912;59414;47358;-20054
81;2;2038;124390;167195;59350;48173;-19013
82;2;2039;123496;169250;59317;48805;-18163
83;2;2040;120158;169706;59274;47637;-18400
84;2;2041;115835;168257;59220;46343;-15081
85;2;2042;116939;171963;59175;46163;-12502
86;2;2043;115513;174707;59132;46538;-13632
87;2;2044;114710;173404;59090;46829;-12581
88;2;2045;113166;174291;59039;44281;-14050
89;2;2046;111579;175610;58996;46585;-14222
90;2;2047;110049;173088;58960;47235;-11734
91;2;2048;107603;171101;58915;45936;-11038
92;2;2049;107623;174526;58868;46496;-10564
93;2;2050;106726;173040;58827;45380;-11616
94;3;2004;202689;155411;121737;136250;20216
95;3;2005;202393;162185;133260;141515;33472
96;3;2006;201800;168940;142980;141964;43023
97;3;2007;201264;173817;152055;141546;50817
98;3;2008;202014;177201;160665;142499;59482
99;3;2009;201013;180340;168576;141300;67479
100;3;2010;202178;185825;175425;143169;70743
101;3;2011;203597;188529;181280;143855;76290
102;3;2012;204253;190311;186064;146700;77932
103;3;2013;205445;194007;189687;146309;80648
104;3;2014;208720;200499;192203;149125;78582
105;3;2015;209712;203836;194190;155792;78339
106;3;2016;212895;206292;195892;154716;78871
107;3;2017;215257;207435;197423;152852;76491
108;3;2018;220602;208857;198681;154951;79151
109;3;2019;223792;211012;199787;152659;82580
110;3;2020;225489;217522;200779;153736;81094
111;3;2021;227152;216780;201573;155810;77392
112;3;2022;229280;221252;202289;155312;80793
113;3;2023;232221;226469;202978;152382;74974
114;3;2024;234273;229492;203530;150398;82122
115;3;2025;235958;237280;204051;157252;84391
116;3;2026;237998;238696;204487;151984;80046
117;3;2027;241105;246775;204884;153639;83047
118;3;2028;239467;249114;205251;155391;81701
119;3;2029;241388;249445;205517;154113;81472
120;3;2030;245441;254156;205838;155922;84553
121;3;2031;242713;260020;206102;156180;83726
122;3;2032;243365;262586;206320;157114;87464
123;3;2033;243536;265854;206489;154107;85759
124;3;2034;245549;269152;206671;147923;88543
125;3;2035;246259;271066;206843;145937;90939
126;3;2036;248800;275524;206908;143668;94200
127;3;2037;247511;275732;207024;142879;90785
128;3;2038;246546;278333;207104;142498;88832
129;3;2039;248573;283273;207208;142360;91340
130;3;2040;251589;280594;207297;141059;88694
131;3;2041;250142;281817;207327;142884;89462
132;3;2042;252613;281144;207371;137558;86936
133;3;2043;254826;288060;207409;134728;88279
134;3;2044;256819;281422;207392;135657;90424
135;3;2045;260678;284101;207444;139128;91231
136;3;2046;265643;280643;207470;134466;94310
137;3;2047;268742;280839;207489;134632;95776
138;3;2048;268477;278415;207486;137079;95192
139;3;2049;271458;278924;207460;137446;98168
140;3;2050;274711;277708;207500;137780;94629
141;4;2004;190022;135410;79533;99368;-37281
142;4;2005;184264;133529;75022;93854;-40621
143;4;2006;180148;133391;73485;89067;-40391
144;4;2007;176080;132588;73813;88259;-38033
145;4;2008;172991;133611;75249;86566;-34830
146;4;2009;170170;134471;77130;84880;-28151
147;4;2010;168403;135112;78993;84995;-24258
148;4;2011;166530;135642;80475;84298;-24445
149;4;2012;164480;136925;81563;83840;-22528
150;4;2013;162813;137985;81903;84192;-20711
151;4;2014;163061;138478;81625;84410;-20673
152;4;2015;163029;141472;81148;83519;-21087
153;4;2016;162712;142425;80628;82583;-20442
154;4;2017;162959;144265;80167;82268;-19542
155;4;2018;162986;144972;79724;81471;-18014
156;4;2019;163479;147018;79338;80328;-17082
157;4;2020;163781;148366;78976;80621;-15940
158;4;2021;163760;151800;78588;79070;-15590
159;4;2022;164096;152382;78257;78556;-15529
160;4;2023;164196;155070;77873;77705;-14949
161;4;2024;164294;157222;77572;76610;-13584
162;4;2025;164577;160246;77331;75983;-12624
163;4;2026;164353;162978;77111;76077;-11031
164;4;2027;164245;165035;76896;74697;-11205
165;4;2028;163514;167457;76717;72861;-10501
166;4;2029;163839;170144;76547;74117;-9456
167;4;2030;162800;173066;76420;72543;-9153
168;4;2031;161444;176206;76195;71999;-6554
169;4;2032;160934;178610;76060;71123;-6861
170;4;2033;159274;180338;75924;70471;-5897
171;4;2034;158153;182684;75815;69682;-5217
172;4;2035;157005;184884;75702;70044;-3992
173;4;2036;155505;187100;75607;68003;-4307
174;4;2037;153134;189924;75516;67738;-2924
175;4;2038;152361;191489;75419;66836;-1292
176;4;2039;151109;192464;75330;65665;-12
177;4;2040;149266;193073;75254;64181;368
178;4;2041;148150;194169;75179;63915;2118
179;4;2042;146159;195502;75095;63157;2587
180;4;2043;144606;196122;75024;62469;4022
181;4;2044;143470;197077;74962;63109;3436
182;4;2045;143874;198149;74899;61449;3793
183;4;2046;142411;197071;74830;61187;4738
184;4;2047;141370;197429;74772;62196;4565
185;4;2048;141621;197217;74724;61942;4435
186;4;2049;140513;195849;74657;61940;5867
187;4;2050;141101;195760;74597;62366;6059
188;5;2004;198310;149193;104051;122643;-2805
189;5;2005;196176;152471;108815;124775;5446
190;5;2006;194642;156384;113812;124954;11564
191;5;2007;192488;158490;119258;123908;16043
192;5;2008;191033;160783;124766;123463;22590
193;5;2009;190256;163176;130090;123418;27582
194;5;2010;189479;165577;134797;123478;30362
195;5;2011;189655;169399;138806;124654;33878
196;5;2012;190099;171933;142003;123882;36970
197;5;2013;191568;173219;144188;126363;37625
198;5;2014;192495;175624;145550;124791;36550
199;5;2015;193545;178969;146451;127242;38450
200;5;2016;195049;180709;147190;126181;39480
201;5;2017;196266;183142;147840;125302;39257
202;5;2018;197870;186978;148338;126938;38181
203;5;2019;200255;188070;148805;123903;40600
204;5;2020;201755;192856;149227;125415;39172
205;5;2021;203827;194889;149493;124136;41364
206;5;2022;204915;198214;149722;124779;41328
207;5;2023;205723;202241;149931;125501;41408
208;5;2024;206660;204020;150118;124624;41490
209;5;2025;209233;208433;150334;124518;41183
210;5;2026;209909;212544;150501;122887;41634
211;5;2027;210247;215396;150642;122455;43608
212;5;2028;211903;219718;150748;123121;44972
213;5;2029;212057;223227;150827;121089;44020
214;5;2030;211046;225808;150910;120403;44105
215;5;2031;212266;228698;150978;119199;45749
216;5;2032;212391;231930;151036;117324;45069
217;5;2033;212532;235454;151057;116694;47684
218;5;2034;212728;238782;151108;116245;48230
219;5;2035;212566;241939;151141;113956;49437
220;5;2036;211768;243091;151137;113665;50558
221;5;2037;211516;245915;151145;112991;50706
222;5;2038;210639;246900;151131;111195;52188
223;5;2039;212218;250129;151152;110326;51419
224;5;2040;212562;252988;151173;110380;51052
225;5;2041;213834;252305;151172;110051;53123
226;5;2042;214290;252214;151187;107036;53033
227;5;2043;214246;252064;151219;106440;54477
228;5;2044;215444;254319;151181;107161;53329
229;5;2045;216432;254718;151149;106679;55324
230;5;2046;218051;252701;151139;104573;56720
231;5;2047;221309;250259;151112;103455;57159
232;5;2048;222576;248408;151090;103089;55864
233;5;2049;225458;247241;151062;104456;55781
234;5;2050;226177;246061;151037;105481;56387
