ID;Geslacht;Leeftijd;Perioden;TotaalNietNatuurlijkeDood_1;Per100000MannenVrouwen_2;TotaalZelfdoding_3;Per100000MannenVrouwen_4;Ongehuwd_5;Gehuwd_6;Verweduwd_7;Gescheiden_8;OphangenVerwurgen_9;MedicijnenEnOfAlcohol_10;VoorTreinOfMetro_11;Verdrinken_12;SpringenVanHoogte_13;OverigeWijzeVanZelfdoding_14;OnbekendeWijzeVanZelfdoding_15;PsychischeStoornissen_16;FysiekeStoornissen_17;HuiselijkeOmstandigheden_18;OverigMotiefVanZelfdoding_19;OnbekendMotiefVanZelfdoding_20;TotaalMoordEnDoodslag_21;Per100000MannenVrouwen_22;OphangenVerwurgenVerstikken_23;DoodslaanSchoppen_24;Vuurwapen_25;Steekwapen_26;Slagwapen_27;OverigeWijzeVanMoordEnDoodslag_28;OnbekendeWijzeVanMoordEnDoodslag_29;OvervalBeroving_30;HuiselijkeOmstandigheden_31;RuzieGeenHuiselijkeOmstandigheden_32;CriminelenOnderling_33;GeenMotief_34;OverigMotiefVanMoordEnDoodslag_35;OnbekendMotiefVanMoordEnDoodslag_36;WoningVanHetSlachtoffer_37;WoningVanAnderen_38;Horecagelegenheid_39;OpenbareWeg_40;OverigePleeglocatieVanMoord_41;OnbekendePleeglocatieVanMoord_42;TotaalWegverkeersdoden_43;Per100000MannenVrouwen_44;Voetganger_45;Fiets_46;BromSnorfiets_47;Motorfiets_48;Personenauto_49;BestelautoVrachtauto_50;OverigeDeelname_51;OnbekendeDeelname_52;Groningen_53;Friesland_54;Drenthe_55;Overijssel_56;Flevoland_57;Gelderland_58;Utrecht_59;NoordHolland_60;ZuidHolland_61;Zeeland_62;NoordBrabant_63;Limburg_64;ProvincieOnbekend_65;Buitenland_66;Onbekend_67;TotaalBedrijfsongeval_68;Per100000MannenVrouwen_69;LandbouwEnVisserij_70;IndustrieEnDelfstoffenwinning_71;Bouwnijverheid_72;VervoerOpslagCommunicatie_73;OverigeBedrijfstakVanBedrijfsongeval_74;OnbekendeBedrijfstakVanBedrijfsong_75;MachineGereedschap_76;HijskraanTakelLiftED_77;DeelVanGebouwenLaddersSteigers_78;SchuivendeOfVallendeGoederenLading_79;OverigBelangrijksteVoorwerp_80;OnbekendBelangrijksteVoorwerp_81;TotaalPriveOngeval_82;Per100000MannenVrouwen_83;Spelen_84;HuishoudelijkWerk_85;DoeHetZelven_86;Slapen_87;Sporten_88;VanNaarInToiletBadkamer_89;OverigeActiviteitVanPriveOngeval_90;OnbekendeActiviteitVanPriveOngeval_91;Vallen_92;Object_93;Verbranden_94;Verdrinken_95;Verstikken_96;OverigeOorzaakVanPriveOngeval_97;OnbekendeOorzaakVanPriveOngeval_98;InEnOmHetHuis_99;VerpleegOfZiekenhuis_100;OpenbareWeg_101;RecreatieOfNatuurgebied_102;OverigeLocatieVanPriveOngeval_103;OnbekendeLocatieVanPriveOngeval_104;TotaalOverigeEnOnbekendeGevallen_105;Per100000MannenVrouwen_106
232;Mannen;30 tot 40 jaar;2004;412;32.1;209;16.3;142;39.0;2.0;26.0;96;24;22;13;18;34;2;92;3;33;19;62;33;2.6;3;0;13;17;0;0;0;1;1;10;9;0;5;7;9;2;7;15;0;0;73;5.7;5;4;1;20;39;4;0;0;5;2;4;3;1;15;2;10;10;0;14;6;0;1;0;15;1.2;1;3;6;1;3;1;5;2;3;3;2;0;59;4.6;0;0;1;9;0;2;36;11;11;0;2;3;1;39;3;41;3;4;7;3;1;23;1.8
233;Mannen;30 tot 40 jaar;2005;399;32.0;188;15.1;129;37.0;2.0;20.0;87;27;25;11;15;23;0;80;2;38;20;48;25;2.0;0;0;17;4;1;2;1;1;1;2;5;0;0;16;7;4;3;11;0;0;87;7.0;6;3;2;28;43;5;0;0;3;1;1;8;2;10;2;15;11;3;22;9;0;0;0;16;1.3;0;3;8;1;4;0;4;4;1;3;4;0;69;5.5;2;0;0;9;1;2;46;9;17;1;0;6;9;33;3;40;5;7;11;5;1;14;1.1
234;Mannen;30 tot 40 jaar;2006;350;29.0;178;14.7;126;37.0;2.0;13.0;99;17;23;7;12;19;1;76;3;40;16;43;19;1.6;1;1;9;4;3;0;1;0;1;1;4;0;1;12;5;7;2;2;3;0;66;5.5;2;7;5;14;36;2;0;0;1;2;2;5;4;12;4;14;8;1;9;4;0;0;0;15;1.2;3;2;4;3;3;0;1;6;3;0;5;0;56;4.6;1;0;1;3;0;2;37;12;13;3;2;3;8;26;1;38;4;6;3;3;2;16;1.3
235;Mannen;30 tot 40 jaar;2007;303;25.9;155;13.2;107;31.0;0.0;17.0;67;24;24;2;15;22;1;67;3;32;14;39;16;1.4;0;0;9;5;1;1;0;1;2;3;2;0;1;7;5;3;3;3;2;0;63;5.4;4;1;3;12;34;9;0;0;6;2;1;5;0;8;6;11;4;3;12;4;0;1;0;8;0.7;1;0;3;2;1;1;1;1;1;1;3;1;51;4.4;0;0;3;7;0;5;25;11;7;3;2;3;7;26;3;30;5;5;5;3;3;10;0.9
236;Mannen;30 tot 40 jaar;2008;348;30.5;168;14.7;128;26.0;0.0;14.0;79;24;27;8;10;20;0;77;3;36;21;31;27;2.4;1;0;10;12;1;1;2;1;2;5;2;1;3;13;6;3;2;14;1;1;72;6.3;2;5;4;13;43;5;0;0;5;4;3;7;0;6;3;11;17;1;8;7;0;0;0;18;1.6;3;4;7;0;1;3;5;1;6;1;2;3;52;4.6;2;0;0;4;1;0;31;14;9;0;1;7;4;29;2;32;4;2;6;4;4;11;1.0
237;Mannen;30 tot 40 jaar;2009;306;27.6;144;13.0;106;25.0;0.0;13.0;74;18;20;3;12;17;0;68;4;21;17;34;24;2.2;1;0;13;10;0;0;0;0;1;6;5;0;4;8;7;4;3;7;2;1;64;5.8;4;5;2;17;31;5;0;0;2;2;7;7;1;11;2;10;8;1;11;1;0;1;0;10;0.9;2;1;0;2;0;5;0;2;2;0;3;3;57;5.1;0;0;0;8;0;0;34;15;4;0;2;3;7;40;1;39;8;0;4;3;3;7;0.6
238;Mannen;30 tot 40 jaar;2010;266;24.7;130;12.1;94;24.0;0.0;12.0;60;16;14;5;11;23;1;46;3;23;10;48;16;1.5;0;0;6;9;0;0;1;0;1;4;1;0;0;10;5;1;1;6;1;2;49;4.5;5;4;3;10;26;1;0;0;3;4;2;4;0;4;3;4;7;2;13;2;0;1;0;7;0.6;2;1;3;0;1;0;1;0;3;1;0;2;47;4.4;0;0;3;5;0;5;13;21;9;3;0;4;6;22;3;24;4;3;7;7;2;17;1.6
239;Mannen;30 tot 40 jaar;2011;280;26.6;154;14.6;117;21.0;0.0;16.0;75;19;25;5;13;17;0;70;3;18;15;48;14;1.3;1;0;7;4;1;0;1;0;0;2;1;0;0;11;5;1;4;2;2;0;42;4.0;4;1;2;7;22;6;0;0;1;4;2;2;2;4;3;4;5;0;10;4;0;1;0;13;1.2;2;4;6;1;0;0;3;1;4;3;2;0;47;4.5;0;0;2;8;1;0;16;20;9;3;1;5;3;25;1;25;2;2;7;7;4;10;1.0
240;Mannen;40 tot 50 jaar;1996;427;35.8;224;18.8;62;112.0;2.0;48.0;107;27;21;17;15;35;2;84;4;33;30;73;21;1.8;1;0;12;5;1;1;1;2;1;2;1;1;0;14;7;3;2;3;1;5;87;7.3;5;9;2;12;51;5;1;2;3;6;2;3;2;15;6;11;14;3;18;3;0;0;1;16;1.3;5;2;6;2;1;0;2;1;4;2;6;1;56;4.7;0;1;2;2;2;0;17;32;28;3;5;7;4;7;2;29;1;8;9;3;6;23;1.9
241;Mannen;40 tot 50 jaar;1997;415;35.1;197;16.7;42;80.0;3.0;72.0;98;25;17;8;11;38;0;82;3;30;25;57;24;2.0;1;1;12;7;1;1;1;0;0;2;2;1;2;17;6;0;0;8;1;9;92;7.8;4;13;4;11;51;7;1;1;6;5;0;6;0;12;4;9;16;5;20;8;0;1;0;14;1.2;2;4;5;3;0;0;3;0;4;2;3;2;65;5.5;0;0;2;5;0;0;18;40;18;1;3;11;8;19;5;30;2;5;11;7;10;23;1.9
242;Mannen;40 tot 50 jaar;1998;388;32.9;177;15.0;65;59.0;4.0;49.0;90;21;17;9;9;31;0;77;4;27;26;43;25;2.1;3;1;11;6;4;0;0;1;1;2;1;2;0;18;6;2;1;8;1;7;83;7.0;8;8;1;18;42;6;0;0;2;0;5;4;2;12;5;10;13;1;21;8;0;0;0;18;1.5;2;5;5;2;4;0;4;0;2;6;4;2;68;5.8;2;1;3;6;1;2;19;34;32;0;6;11;5;14;0;41;1;4;11;4;7;17;1.4
243;Mannen;40 tot 50 jaar;1999;414;34.9;215;18.1;77;73.0;3.0;62.0;99;33;22;10;15;36;0;106;7;29;23;50;31;2.6;1;4;14;11;0;1;0;0;1;10;2;1;3;14;11;5;2;8;2;3;81;6.8;5;12;4;7;49;3;0;1;2;4;7;5;4;17;5;7;7;1;13;7;1;1;0;10;0.8;1;2;4;2;0;1;4;0;0;4;2;0;66;5.6;1;2;2;8;1;3;21;28;25;2;9;5;5;16;4;35;3;8;7;5;8;11;0.9
244;Mannen;40 tot 50 jaar;2000;468;39.1;242;20.2;86;93.0;1.0;62.0;122;41;24;10;25;19;1;105;8;27;28;74;30;2.5;0;1;17;8;3;0;1;1;0;5;3;0;0;21;6;7;4;6;1;6;88;7.4;6;11;8;19;34;5;2;3;3;4;0;7;2;16;5;16;8;0;21;6;0;0;0;24;2.0;4;6;5;5;4;0;3;0;3;2;10;6;76;6.3;0;2;0;7;1;1;27;38;29;2;6;10;3;23;3;42;2;6;12;4;10;8;0.7
245;Mannen;40 tot 50 jaar;2001;457;37.7;220;18.1;76;86.0;2.0;56.0;111;30;33;8;8;30;0;90;13;30;21;66;29;2.4;0;3;15;7;2;1;1;0;0;6;6;1;1;15;10;5;0;11;0;3;81;6.7;7;12;4;9;41;7;0;1;6;5;3;8;2;10;4;10;10;6;12;5;0;0;0;11;0.9;3;3;4;1;0;0;2;0;3;0;6;0;103;8.5;0;2;5;5;2;3;44;42;36;4;1;14;8;32;8;57;5;5;18;6;12;13;1.1
246;Mannen;40 tot 50 jaar;2002;467;38.0;249;20.3;99;88.0;0.0;62.0;121;36;25;15;14;38;0;99;10;33;45;62;18;1.5;0;0;4;10;2;1;1;1;0;4;0;0;3;10;2;11;0;5;0;0;90;7.3;6;11;1;21;45;6;0;0;2;5;5;5;3;8;6;10;18;3;17;7;0;1;0;14;1.1;3;2;6;1;2;0;3;1;5;0;4;1;73;5.9;1;3;2;7;3;2;32;23;18;2;7;16;6;23;1;40;5;3;18;3;4;23;1.9
247;Mannen;40 tot 50 jaar;2003;486;39.1;257;20.7;100;84.0;2.0;71.0;135;32;25;9;24;32;0;108;9;37;22;81;16;1.3;1;1;6;5;1;0;2;3;0;6;4;0;0;3;1;7;3;5;0;0;91;7.3;5;9;3;19;41;12;1;1;8;4;2;7;4;12;4;14;14;1;13;8;0;0;0;22;1.8;3;9;4;2;4;0;4;4;3;4;6;1;77;6.2;1;1;2;11;2;1;38;21;32;3;3;5;3;26;5;46;6;7;8;4;6;23;1.8
248;Mannen;40 tot 50 jaar;2004;472;37.5;243;19.3;99;82.0;5.0;57.0;124;34;24;13;16;32;0;91;13;49;33;57;22;1.7;1;1;9;8;0;1;2;5;0;6;3;0;1;7;6;3;3;8;2;0;76;6.0;7;10;5;18;32;4;0;0;4;5;5;9;2;9;4;13;5;2;15;3;0;0;0;18;1.4;3;5;7;0;3;0;8;2;3;3;2;0;84;6.7;0;0;3;8;3;4;45;21;28;2;5;10;7;27;5;47;6;2;14;10;5;29;2.3
249;Mannen;40 tot 50 jaar;2005;467;36.6;272;21.3;116;88.0;4.0;64.0;132;36;26;12;18;47;1;105;21;40;42;64;30;2.4;2;0;16;5;1;0;6;2;1;4;6;0;3;14;11;1;6;10;2;0;65;5.1;3;7;3;16;26;6;0;4;2;2;6;8;2;11;3;9;4;2;12;4;0;0;0;5;0.4;1;1;0;2;1;0;1;1;0;0;3;0;78;6.1;0;1;3;6;1;6;42;19;29;2;6;10;10;21;0;38;8;6;12;7;7;17;1.3
250;Mannen;40 tot 50 jaar;2006;420;32.7;246;19.2;93;88.0;2.0;63.0;134;32;24;7;19;28;2;110;12;48;37;39;17;1.3;1;2;8;3;0;2;1;1;1;3;3;0;2;7;4;1;3;7;2;0;64;5.0;4;9;7;13;24;5;1;1;5;3;6;3;0;11;4;6;10;3;10;3;0;0;0;14;1.1;1;1;6;3;3;0;2;4;4;2;2;0;54;4.2;0;0;4;3;1;3;27;16;18;4;2;7;9;14;0;36;2;3;7;2;4;25;1.9
251;Mannen;40 tot 50 jaar;2007;402;31.2;219;17.0;82;93.0;1.0;43.0;102;32;33;7;11;30;4;97;4;52;25;41;16;1.2;0;2;6;7;1;0;0;1;0;4;3;0;4;4;6;2;1;6;1;0;64;5.0;4;13;4;17;21;4;0;1;0;3;7;4;3;12;6;5;4;0;12;7;0;1;0;14;1.1;2;1;5;4;1;1;2;1;4;3;3;1;71;5.5;0;0;5;5;1;5;37;18;25;3;3;9;5;22;4;47;3;3;13;2;3;18;1.4
252;Mannen;40 tot 50 jaar;2008;435;33.6;241;18.6;101;87.0;1.0;52.0;123;44;21;7;12;33;1;97;11;51;52;30;21;1.6;0;1;10;6;3;1;0;1;0;2;3;0;2;13;4;4;3;6;3;1;64;4.9;4;11;4;17;19;8;0;1;1;2;7;2;2;12;5;6;6;4;15;2;0;0;0;21;1.6;3;2;9;4;2;1;2;3;6;3;6;1;69;5.3;0;1;3;10;1;2;32;20;12;2;4;5;5;35;6;42;8;4;4;5;6;19;1.5
253;Mannen;40 tot 50 jaar;2009;434;33.4;260;20.0;103;96.0;3.0;58.0;125;43;33;10;19;29;1;113;6;49;40;52;13;1.0;1;3;1;5;2;1;0;0;0;5;2;1;2;3;7;1;1;4;0;0;51;3.9;3;10;5;9;20;3;0;1;2;2;2;4;1;5;3;6;8;1;11;4;0;2;0;14;1.1;1;4;6;1;2;0;4;1;2;4;2;1;78;6.0;0;1;7;3;1;1;35;30;24;2;2;10;9;28;3;46;4;1;12;4;11;18;1.4
254;Mannen;40 tot 50 jaar;2010;453;34.6;285;21.8;127;104.0;4.0;50.0;158;39;24;3;18;43;0;112;8;43;28;94;14;1.1;1;0;4;7;1;1;0;0;0;3;1;0;1;9;4;1;0;5;3;1;50;3.8;4;6;3;12;21;3;0;1;4;2;3;3;4;2;2;9;8;0;11;2;0;0;0;19;1.5;4;2;5;3;2;3;5;2;5;2;2;3;66;5.0;0;1;6;4;1;2;16;36;20;2;1;2;9;23;9;39;7;3;7;5;5;19;1.5
255;Mannen;40 tot 50 jaar;2011;441;33.8;281;21.5;114;95.0;2.0;70.0;146;43;31;9;16;36;0;132;7;33;33;76;21;1.6;0;1;9;7;3;1;0;0;1;2;5;1;0;12;8;4;4;3;2;0;55;4.2;3;8;5;12;24;3;0;0;2;2;4;3;1;7;4;5;10;2;10;3;0;2;0;10;0.8;1;3;3;1;2;0;4;1;1;3;0;1;64;4.9;0;1;1;0;0;1;33;28;12;2;1;8;6;25;10;35;3;6;11;6;3;10;0.8
256;Mannen;50 tot 60 jaar;1996;339;38.7;149;17.0;23;69.0;4.0;53.0;81;18;14;6;7;21;2;56;13;11;30;39;20;2.3;0;2;6;9;1;0;2;0;0;1;1;2;1;15;5;1;2;2;1;9;73;8.3;5;12;4;12;35;3;2;0;3;7;3;4;1;8;6;6;12;3;17;2;0;0;1;19;2.2;4;5;7;2;0;1;6;2;0;4;3;4;53;6.1;0;5;4;1;1;0;10;32;29;2;3;4;7;2;6;26;0;1;9;5;12;25;2.9
257;Mannen;50 tot 60 jaar;1997;325;35.1;139;15.0;31;74.0;6.0;28.0;66;16;16;14;5;21;1;68;8;15;18;30;16;1.7;1;1;6;3;3;0;2;0;1;1;0;0;1;13;2;1;2;3;1;7;77;8.3;11;17;4;6;37;2;0;0;4;2;3;6;1;12;3;15;7;4;17;3;0;0;0;18;1.9;1;4;10;0;1;2;4;0;3;6;2;3;60;6.5;1;3;2;4;1;0;15;34;33;2;4;9;6;3;3;28;2;6;7;2;15;15;1.6
258;Mannen;50 tot 60 jaar;1998;328;33.9;156;16.1;29;80.0;9.0;38.0;80;24;17;14;6;15;0;55;18;22;25;36;9;0.9;0;1;2;4;2;0;0;0;0;2;0;0;0;7;3;1;1;2;0;2;63;6.5;10;20;3;3;26;1;0;0;1;0;5;5;0;9;6;11;11;1;10;4;0;0;0;17;1.8;4;4;6;1;2;0;1;0;4;10;1;1;61;6.3;1;3;4;2;3;5;16;27;32;2;5;9;4;7;2;35;3;2;8;1;12;22;2.3
259;Mannen;50 tot 60 jaar;1999;361;36.0;163;16.3;38;80.0;2.0;43.0;70;18;23;12;10;30;0;65;7;17;24;50;16;1.6;0;2;5;6;1;0;2;1;0;2;0;2;1;10;3;8;0;1;0;4;75;7.5;7;19;6;6;30;7;0;0;3;4;3;5;3;12;6;8;11;3;9;8;0;0;0;16;1.6;2;2;7;3;1;1;2;0;5;2;7;0;73;7.3;1;2;4;7;0;6;24;29;43;2;6;7;7;4;4;48;3;4;7;5;6;18;1.8
260;Mannen;50 tot 60 jaar;2000;385;37.3;172;16.7;37;78.0;6.0;51.0;81;14;17;20;7;31;2;68;13;13;22;56;14;1.4;2;0;3;4;1;0;4;1;0;5;0;2;0;6;5;3;3;1;1;1;81;7.9;7;12;4;13;38;6;0;1;2;5;8;6;4;13;5;11;11;1;10;5;0;0;0;26;2.5;7;3;11;5;0;0;2;0;3;4;13;4;84;8.1;0;3;5;5;1;7;18;45;42;2;3;15;11;5;6;36;4;2;20;5;17;8;0.8
261;Mannen;50 tot 60 jaar;2001;396;37.4;181;17.1;33;90.0;5.0;53.0;85;24;23;18;8;22;1;83;12;17;19;50;20;1.9;2;1;2;7;5;0;3;1;0;0;2;1;1;15;8;2;1;4;2;3;78;7.4;7;21;5;5;31;6;2;1;4;2;4;9;1;5;5;12;11;2;13;10;0;0;0;26;2.5;3;6;9;4;3;1;4;1;8;3;9;1;82;7.8;0;3;2;0;1;6;36;34;51;3;2;9;8;6;3;47;4;5;13;3;10;9;0.9
262;Mannen;50 tot 60 jaar;2002;383;35.4;193;17.8;43;105.0;9.0;36.0;109;19;23;10;11;20;1;86;11;28;22;46;17;1.6;0;3;8;3;2;1;0;0;1;1;0;1;2;12;10;2;1;3;0;1;53;4.9;3;8;5;6;23;8;0;0;1;1;3;7;2;7;2;9;8;4;6;3;0;0;0;18;1.7;3;2;10;2;1;0;0;4;9;0;5;0;88;8.1;0;3;3;12;2;4;20;44;33;3;10;11;9;15;7;46;5;2;13;5;17;14;1.3
263;Mannen;50 tot 60 jaar;2003;398;36.0;193;17.5;39;98.0;3.0;53.0;104;24;16;10;13;25;1;93;14;24;16;46;23;2.1;0;2;7;6;3;5;0;4;0;8;2;1;1;7;5;3;3;3;9;0;70;6.3;5;17;3;8;31;6;0;0;0;4;3;9;1;14;4;10;6;1;11;7;0;0;0;20;1.8;4;3;6;2;4;1;3;5;9;1;1;1;77;7.0;0;1;2;4;1;7;28;34;38;2;3;13;8;13;0;45;5;3;13;3;8;15;1.4
264;Mannen;50 tot 60 jaar;2004;436;39.0;218;19.5;57;90.0;6.0;65.0;122;31;20;12;7;25;1;95;18;34;33;38;24;2.1;1;3;8;8;2;0;2;4;0;3;4;3;1;9;7;1;2;9;4;1;64;5.7;4;11;5;10;32;2;0;0;5;3;4;2;0;12;4;4;10;4;11;5;0;0;0;16;1.4;6;2;6;1;1;0;2;1;6;3;4;0;94;8.4;0;1;2;12;0;8;42;29;38;1;4;14;6;25;6;55;5;7;16;6;5;20;1.8
265;Mannen;50 tot 60 jaar;2005;448;39.5;242;21.3;62;103.0;8.0;69.0;126;23;27;16;12;38;0;97;17;30;30;68;12;1.1;1;1;3;6;0;0;1;1;0;3;0;0;1;7;7;1;1;0;2;1;70;6.2;9;15;5;11;26;4;0;0;3;5;6;4;2;9;4;12;9;2;9;5;0;0;0;16;1.4;0;6;4;3;2;1;3;4;1;4;3;1;95;8.4;0;2;4;4;1;8;43;33;55;1;3;9;10;11;6;53;4;8;14;6;10;13;1.1
266;Mannen;50 tot 60 jaar;2006;383;33.7;210;18.5;55;94.0;8.0;53.0;110;33;15;13;9;28;2;93;15;30;33;39;10;0.9;0;0;3;3;1;0;3;2;0;0;1;0;0;7;5;2;1;0;1;1;47;4.1;6;10;2;6;16;7;0;0;1;2;1;5;0;5;5;9;8;2;6;3;0;0;0;16;1.4;1;2;6;4;3;0;3;4;3;1;5;0;87;7.6;0;1;3;4;2;4;44;29;38;0;7;12;16;12;2;41;9;2;16;8;11;13;1.1
267;Mannen;50 tot 60 jaar;2007;419;37.2;198;17.6;52;76.0;10.0;60.0;99;30;28;15;5;21;0;77;11;31;33;46;19;1.7;1;3;3;8;2;1;1;2;2;5;1;0;0;9;6;3;2;5;3;0;66;5.9;11;11;4;10;27;3;0;0;0;2;3;2;1;11;5;10;12;2;14;4;0;0;0;20;1.8;3;1;10;1;2;3;4;2;4;1;6;3;96;8.5;0;2;9;6;3;4;36;36;57;2;2;7;11;9;8;54;5;6;10;5;16;20;1.8
268;Mannen;50 tot 60 jaar;2008;408;36.3;209;18.6;63;75.0;6.0;65.0;118;33;15;8;12;23;0;100;14;26;36;33;14;1.2;2;1;3;4;2;1;1;0;0;2;0;0;3;9;6;2;0;3;1;2;67;6.0;5;13;7;12;20;9;0;1;3;5;5;3;2;10;5;9;7;4;13;1;0;0;0;15;1.3;3;2;7;1;0;2;1;3;3;3;4;1;82;7.3;0;3;5;5;1;4;44;20;41;0;6;7;11;13;4;44;12;2;8;4;12;21;1.9
269;Mannen;50 tot 60 jaar;2009;449;39.7;242;21.4;68;102.0;6.0;66.0;127;26;28;10;15;36;0;106;11;31;30;64;23;2.0;3;3;6;9;0;2;0;1;0;2;1;1;3;15;10;3;2;7;1;0;47;4.2;3;12;3;7;17;4;0;1;1;4;3;4;2;6;4;5;11;0;5;0;0;2;0;13;1.1;1;3;4;1;1;3;2;2;2;2;5;0;104;9.2;1;3;2;5;1;9;47;36;56;2;0;9;12;14;11;55;9;6;13;7;14;20;1.8
270;Mannen;50 tot 60 jaar;2010;442;38.7;260;22.8;74;114.0;9.0;63.0;147;34;27;13;10;28;1;105;11;21;27;96;14;1.2;1;2;3;6;0;2;0;4;0;1;2;2;0;5;5;0;1;5;3;0;47;4.1;5;12;3;12;12;3;0;0;2;2;3;3;1;8;2;4;8;3;9;2;0;0;0;9;0.8;2;2;2;0;2;1;1;2;2;1;3;0;80;7.0;0;0;3;10;2;3;23;39;38;4;3;5;15;8;7;45;8;3;8;4;12;32;2.8
271;Mannen;50 tot 60 jaar;2011;423;36.6;252;21.8;67;116.0;11.0;58.0;146;34;21;13;9;29;0;108;9;32;30;73;19;1.6;0;2;4;10;2;0;1;1;1;0;6;0;1;10;11;2;1;2;3;0;52;4.5;3;14;5;11;14;3;0;2;1;3;3;9;0;4;1;6;12;2;6;2;0;3;0;8;0.7;0;3;2;1;1;1;2;2;2;1;0;1;75;6.5;0;0;2;3;0;5;25;40;38;1;3;10;5;11;7;41;4;3;11;7;9;17;1.5
272;Mannen;60 tot 70 jaar;1996;265;41.9;95;15.0;17;49.0;13.0;16.0;46;11;9;5;1;20;3;33;22;6;14;20;13;2.1;2;1;2;4;2;0;2;2;0;1;0;1;3;6;6;3;0;1;1;2;64;10.1;9;17;3;1;29;3;0;2;1;2;1;5;2;5;2;10;16;3;11;5;0;0;1;5;0.8;3;0;0;0;2;0;1;0;0;1;3;0;66;10.4;1;2;7;5;1;0;8;42;44;2;8;4;4;1;3;38;2;3;6;3;14;22;3.5
273;Mannen;60 tot 70 jaar;1997;257;40.2;114;17.8;11;70.0;18.0;15.0;47;19;10;13;9;13;3;44;11;13;12;34;7;1.1;2;2;0;1;0;0;2;1;0;1;0;0;2;3;1;0;0;4;0;2;54;8.4;10;15;5;1;20;2;0;1;4;2;5;3;0;8;3;4;7;2;10;6;0;0;0;5;0.8;3;1;1;0;0;0;0;0;0;0;2;3;65;10.2;0;5;2;2;0;0;15;41;40;2;3;8;8;2;2;27;3;1;9;4;21;12;1.9
274;Mannen;60 tot 70 jaar;1998;259;40.0;103;15.9;14;48.0;17.0;24.0;49;13;8;12;7;13;1;45;12;10;14;22;8;1.2;1;1;0;3;1;0;2;0;0;0;0;1;1;6;2;1;0;0;0;5;58;9.0;3;21;3;1;28;1;0;1;5;2;0;8;1;5;2;9;9;5;8;4;0;0;0;5;0.8;1;0;1;0;2;1;0;0;2;1;1;1;69;10.7;0;1;7;0;0;3;14;44;52;1;1;6;6;1;2;34;5;3;5;1;21;16;2.5
275;Mannen;60 tot 70 jaar;1999;296;45.0;115;17.5;23;50.0;12.0;30.0;59;12;7;17;3;16;1;51;11;6;12;35;10;1.5;0;4;1;5;0;0;0;2;0;2;0;1;0;5;4;2;0;1;0;3;71;10.8;12;19;6;1;30;3;0;0;2;6;1;5;1;9;5;9;8;1;19;4;0;1;0;3;0.5;1;0;1;0;1;0;0;0;1;1;1;0;82;12.5;1;3;7;3;2;4;16;46;50;2;5;10;8;3;4;39;2;3;7;3;28;15;2.3
276;Mannen;60 tot 70 jaar;2000;256;38.3;100;14.9;18;48.0;14.0;20.0;50;13;8;15;4;10;0;38;12;7;14;29;2;0.3;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;59;8.8;10;20;7;1;21;0;0;0;2;5;1;7;1;7;5;7;10;3;9;2;0;0;0;4;0.6;0;2;0;1;1;0;0;0;1;0;2;1;83;12.4;0;5;3;5;1;2;23;44;46;6;3;3;12;7;6;40;6;6;4;2;25;8;1.2
277;Mannen;60 tot 70 jaar;2001;283;41.6;107;15.7;17;51.0;12.0;27.0;52;8;4;14;10;17;2;44;11;7;15;30;11;1.6;0;0;3;4;2;1;1;0;0;2;0;1;0;8;5;4;0;1;0;1;51;7.5;6;15;4;1;22;3;0;0;1;5;1;1;0;5;1;7;9;0;12;9;0;0;0;8;1.2;1;2;5;0;0;0;2;0;4;1;1;0;94;13.8;0;3;4;5;1;5;22;54;61;0;8;8;5;4;8;43;6;2;11;5;27;12;1.8
278;Mannen;60 tot 70 jaar;2002;270;39.0;103;14.9;16;57.0;4.0;26.0;42;17;4;14;6;20;0;50;8;8;9;28;3;0.4;0;2;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;1;0;0;45;6.5;5;13;6;4;15;1;0;1;0;2;0;4;1;11;6;3;6;1;7;4;0;0;0;6;0.9;1;1;2;0;2;0;1;1;1;1;2;0;102;14.7;0;3;7;4;0;11;29;48;68;1;2;11;8;2;10;51;7;5;11;6;22;11;1.6
279;Mannen;60 tot 70 jaar;2003;292;41.2;109;15.4;22;49.0;10.0;28.0;55;10;7;12;9;14;2;50;7;8;11;33;6;0.8;0;1;1;3;1;0;0;1;0;1;0;0;1;3;0;2;2;2;0;0;66;9.3;9;23;5;1;23;3;0;2;1;5;1;5;4;8;2;5;10;1;17;7;0;0;0;3;0.4;1;1;1;0;0;0;0;0;1;2;0;0;89;12.6;1;2;5;4;1;5;29;42;63;3;2;11;6;2;2;43;4;3;17;4;18;19;2.7
280;Mannen;60 tot 70 jaar;2004;289;39.6;104;14.2;20;50.0;13.0;21.0;56;12;7;10;6;12;1;43;12;10;19;20;16;2.2;2;3;1;8;1;1;0;3;3;2;0;0;1;7;12;1;0;3;0;0;40;5.5;2;12;5;2;16;2;0;1;4;1;2;2;0;6;1;7;8;0;7;1;0;1;0;10;1.4;3;0;2;3;2;0;0;1;2;1;4;2;96;13.1;0;2;6;2;2;6;35;43;60;1;1;13;3;8;10;45;7;2;11;10;21;23;3.1
