ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;Indelingswijziging_4;AantalInwoners_5;TotaalVermogenVernielingEnGeweld_6;TotaalVermogensmisdrijven_7;TotaalDiefstal_8;Fietsendiefstal_9;DiefstalOverigeVervoermiddelen_10;DiefstalUitVanafVervoermiddelen_11;ZakkenrollerijStraatroofEnBeroving_12;TotaalDiefstalUitWoningSchuurED_13;DiefstalUitNietResidentieleGebouwen_14;OverigeDiefstalInbraak_15;OverigeVermogensmisdrijven_16;TotaalVernielingTegenOpenbareOrde_17;TotaalVernieling_18;VernielingAanAuto_19;OverigeVernieling_20;OverigeVernielingTegenOpenbareOrde_21;TotaalGeweldsEnSeksueleMisdrijven_22;Mishandeling_23;BedreigingEnStalking_24;OverigeGeweldsEnSeksueleMisdrijven_25;TotaalVermogenVernielingEnGeweld_26;TotaalVermogensmisdrijven_27;TotaalDiefstalUitWoningSchuurED_28;VernielingMisdrijfTegenOpenbareOrde_29;GeweldsEnSeksueleMisdrijven_30
6305;Spaarndam (gedeeltelijk);Haarlemmerliede en Spaarnwoude;Buurt   ;BU03930003;1.0;2825;36.0;23.0;13.0;1.0;1.0;5.0;0.0;2.0;2.0;2.0;10.0;10.0;7.0;5.0;2.0;3.0;3.0;2.0;0.0;1.0;13.0;8.0;1.0;2.0;1.0
6306;Haarlemmerliede en Penningsveer;Haarlemmerliede en Spaarnwoude;Buurt   ;BU03930004;1.0;280;10.0;8.0;7.0;0.0;0.0;1.0;2.0;3.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;36.0;29.0;11.0;4.0;4.0
6307;Oostelijke Liede Oever;Haarlemmerliede en Spaarnwoude;Buurt   ;BU03930008;1.0;135;7.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;1.0;1.0;0.0;1.0;2.0;0.0;2.0;0.0;52.0;22.0;0.0;7.0;15.0
6308;Verspreide huizen Houtrakpolder;Haarlemmerliede en Spaarnwoude;Buurt   ;BU03930009;1.0;140;15.0;10.0;9.0;1.0;0.0;1.0;1.0;0.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;0.0;1.0;107.0;71.0;0.0;0.0;36.0
6309;Haarlemmermeer;Haarlemmermeer                ;Gemeente;GM0394    ;;147282;5519.0;4308.0;3665.0;382.0;256.0;510.0;427.0;453.0;770.0;867.0;643.0;731.0;622.0;289.0;333.0;109.0;480.0;242.0;150.0;88.0;37.0;29.0;3.0;4.0;3.0
6310;Hoofddorp;Haarlemmermeer                ;Wijk    ;WK039401  ;1.0;75080;2970.0;2353.0;2008.0;280.0;133.0;285.0;313.0;218.0;325.0;454.0;345.0;399.0;339.0;175.0;164.0;60.0;218.0;106.0;70.0;42.0;40.0;31.0;3.0;5.0;3.0
6311;Hoofddorp West;Haarlemmermeer                ;Buurt   ;BU03940101;1.0;1140;9.0;4.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;2.0;1.0;0.0;2.0;1.0;1.0;0.0;8.0;4.0;0.0;3.0;2.0
6312;Hoofddorp Zuid;Haarlemmermeer                ;Buurt   ;BU03940102;1.0;3345;444.0;395.0;369.0;106.0;19.0;19.0;25.0;10.0;152.0;38.0;26.0;27.0;20.0;8.0;12.0;7.0;22.0;11.0;9.0;2.0;133.0;118.0;3.0;6.0;7.0
6313;Hoofddorp Graan voor Visch;Haarlemmermeer                ;Buurt   ;BU03940103;1.0;3390;139.0;85.0;70.0;3.0;5.0;22.0;3.0;26.0;1.0;10.0;15.0;31.0;27.0;15.0;12.0;4.0;23.0;10.0;9.0;4.0;41.0;25.0;8.0;8.0;7.0
6314;Hoofddorp Oost;Haarlemmermeer                ;Buurt   ;BU03940104;1.0;5035;142.0;102.0;85.0;7.0;5.0;25.0;1.0;16.0;16.0;15.0;17.0;14.0;13.0;9.0;4.0;1.0;26.0;13.0;9.0;4.0;28.0;20.0;3.0;3.0;5.0
6315;Hoofddorp Noord;Haarlemmermeer                ;Buurt   ;BU03940105;1.0;3195;117.0;94.0;74.0;12.0;6.0;5.0;3.0;21.0;17.0;10.0;20.0;15.0;14.0;8.0;6.0;1.0;8.0;4.0;3.0;1.0;37.0;29.0;7.0;4.0;3.0
6316;Hoofddorp Pax West;Haarlemmermeer                ;Buurt   ;BU03940106;1.0;2575;50.0;40.0;27.0;3.0;2.0;4.0;1.0;5.0;8.0;4.0;13.0;7.0;6.0;4.0;2.0;1.0;3.0;1.0;2.0;0.0;19.0;16.0;2.0;2.0;1.0
6317;Hoofddorp Pax Oost;Haarlemmermeer                ;Buurt   ;BU03940107;1.0;2450;49.0;32.0;20.0;1.0;6.0;4.0;2.0;3.0;2.0;2.0;12.0;14.0;13.0;1.0;12.0;1.0;3.0;2.0;1.0;0.0;20.0;13.0;1.0;5.0;1.0
6318;Hoofddorp Bornholm West;Haarlemmermeer                ;Buurt   ;BU03940108;1.0;4170;76.0;46.0;31.0;3.0;5.0;9.0;1.0;8.0;1.0;4.0;15.0;25.0;23.0;14.0;9.0;2.0;5.0;0.0;1.0;4.0;18.0;11.0;2.0;6.0;1.0
6319;Hoofddorp Bornholm Oost;Haarlemmermeer                ;Buurt   ;BU03940109;1.0;3755;85.0;62.0;47.0;1.0;5.0;14.0;2.0;13.0;9.0;3.0;15.0;14.0;12.0;3.0;9.0;2.0;9.0;3.0;4.0;2.0;23.0;17.0;3.0;3.0;2.0
6320;Hoofddorp Overbos Noord;Haarlemmermeer                ;Buurt   ;BU03940111;1.0;4855;122.0;82.0;64.0;4.0;9.0;10.0;2.0;18.0;14.0;7.0;18.0;24.0;22.0;13.0;9.0;2.0;16.0;8.0;4.0;4.0;25.0;17.0;4.0;5.0;3.0
6321;Hoofddorp Overbos Zuid;Haarlemmermeer                ;Buurt   ;BU03940112;1.0;5445;109.0;68.0;46.0;1.0;5.0;12.0;0.0;17.0;0.0;11.0;22.0;33.0;24.0;11.0;13.0;9.0;8.0;2.0;3.0;3.0;20.0;12.0;3.0;4.0;1.0
6322;Hoofddorp Toolenburg West;Haarlemmermeer                ;Buurt   ;BU03940113;1.0;6465;124.0;86.0;64.0;18.0;9.0;9.0;1.0;10.0;10.0;7.0;22.0;28.0;23.0;14.0;9.0;5.0;10.0;6.0;2.0;2.0;19.0;13.0;2.0;4.0;2.0
6323;Hoofddorp Toolenburg Oost;Haarlemmermeer                ;Buurt   ;BU03940114;1.0;8305;111.0;65.0;43.0;3.0;7.0;9.0;3.0;17.0;2.0;2.0;22.0;35.0;29.0;15.0;14.0;6.0;11.0;7.0;3.0;1.0;13.0;8.0;2.0;3.0;1.0
6324;Hoofddorp Vrijschot Noord;Haarlemmermeer                ;Buurt   ;BU03940115;1.0;445;9.0;8.0;7.0;0.0;0.0;2.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;20.0;18.0;4.0;0.0;2.0
6325;Hoofddorp Floriande West;Haarlemmermeer                ;Buurt   ;BU03940116;1.0;10310;229.0;175.0;141.0;32.0;13.0;56.0;4.0;23.0;5.0;8.0;34.0;36.0;31.0;18.0;13.0;5.0;18.0;11.0;4.0;3.0;22.0;17.0;2.0;3.0;2.0
6326;Hoofddorp Floriande Oost;Haarlemmermeer                ;Buurt   ;BU03940117;1.0;7985;192.0;137.0;96.0;26.0;9.0;13.0;5.0;22.0;12.0;9.0;41.0;39.0;33.0;15.0;18.0;6.0;16.0;12.0;4.0;0.0;24.0;17.0;3.0;4.0;2.0
6327;Hoofddorp Toolenburg Zuid;Haarlemmermeer                ;Buurt   ;BU03940118;1.0;1135;18.0;12.0;7.0;0.0;1.0;2.0;1.0;0.0;1.0;2.0;5.0;4.0;4.0;4.0;0.0;0.0;2.0;0.0;1.0;1.0;16.0;11.0;0.0;4.0;2.0
6328;Hoofddorp De Landman;Haarlemmermeer                ;Buurt   ;BU03940119;1.0;65;297.0;280.0;271.0;0.0;10.0;19.0;3.0;0.0;11.0;228.0;9.0;8.0;6.0;4.0;2.0;2.0;9.0;5.0;1.0;3.0;4569.0;4308.0;0.0;92.0;138.0
6329;Hoofddorp Omgeving;Haarlemmermeer                ;Buurt   ;BU03940122;1.0;290;332.0;317.0;314.0;4.0;3.0;28.0;244.0;3.0;1.0;31.0;3.0;8.0;8.0;5.0;3.0;0.0;7.0;2.0;0.0;5.0;1145.0;1093.0;10.0;28.0;24.0
6330;Hoofddorp De Hoek;Haarlemmermeer                ;Buurt   ;BU03940123;1.0;10;94.0;80.0;71.0;5.0;4.0;4.0;0.0;0.0;44.0;14.0;9.0;10.0;10.0;5.0;5.0;0.0;4.0;2.0;1.0;1.0;;;;;
6331;Hoofddorp Graan voor Visch Zuid;Haarlemmermeer                ;Buurt   ;BU03940124;1.0;605;82.0;64.0;56.0;14.0;8.0;7.0;1.0;4.0;9.0;13.0;8.0;9.0;9.0;2.0;7.0;0.0;9.0;4.0;4.0;1.0;136.0;106.0;7.0;15.0;15.0
6332;Hoofddorp Beukenhorst Oost;Haarlemmermeer                ;Buurt   ;BU03940125;1.0;70;132.0;112.0;96.0;36.0;2.0;11.0;9.0;0.0;5.0;33.0;16.0;14.0;9.0;5.0;4.0;5.0;6.0;2.0;3.0;1.0;1886.0;1600.0;0.0;129.0;86.0
6333;Hoofddorp De President;Haarlemmermeer                ;Buurt   ;BU03940126;1.0;5;8.0;7.0;6.0;0.0;0.0;1.0;0.0;0.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;;;;
6334;Hoofddorp Buiten;Haarlemmermeer                ;Buurt   ;BU03940127;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;
6335;Nieuw-Vennep;Haarlemmermeer                ;Wijk    ;WK039402  ;1.0;31375;705.0;483.0;383.0;65.0;55.0;65.0;10.0;50.0;90.0;48.0;100.0;133.0;120.0;49.0;71.0;13.0;89.0;44.0;29.0;16.0;22.0;15.0;2.0;4.0;3.0
6336;Nieuw-Vennep Oost;Haarlemmermeer                ;Buurt   ;BU03940230;1.0;780;87.0;72.0;65.0;15.0;7.0;15.0;2.0;3.0;16.0;7.0;7.0;5.0;5.0;2.0;3.0;0.0;10.0;4.0;4.0;2.0;112.0;92.0;4.0;6.0;13.0
6337;Nieuw-Vennep Welgelegen;Haarlemmermeer                ;Buurt   ;BU03940231;1.0;1845;55.0;35.0;28.0;4.0;3.0;4.0;1.0;6.0;5.0;5.0;7.0;11.0;9.0;4.0;5.0;2.0;9.0;3.0;5.0;1.0;30.0;19.0;3.0;5.0;5.0
6338;Nieuw-Vennep Welgelegen Noord;Haarlemmermeer                ;Buurt   ;BU03940232;1.0;2530;51.0;34.0;26.0;1.0;10.0;1.0;0.0;6.0;6.0;2.0;8.0;8.0;7.0;5.0;2.0;1.0;9.0;7.0;0.0;2.0;20.0;13.0;2.0;3.0;4.0
6339;Nieuw-Vennep West;Haarlemmermeer                ;Buurt   ;BU03940233;1.0;2570;77.0;61.0;54.0;10.0;4.0;6.0;2.0;7.0;18.0;7.0;7.0;10.0;8.0;2.0;6.0;2.0;6.0;0.0;4.0;2.0;30.0;24.0;3.0;3.0;2.0
6340;Nieuw-Vennep Zuid;Haarlemmermeer                ;Buurt   ;BU03940234;1.0;2035;32.0;21.0;14.0;0.0;4.0;6.0;0.0;2.0;1.0;1.0;7.0;2.0;2.0;1.0;1.0;0.0;9.0;5.0;2.0;2.0;16.0;10.0;1.0;1.0;4.0
6341;Nieuw-Vennep Linquenda;Haarlemmermeer                ;Buurt   ;BU03940235;1.0;3925;65.0;40.0;30.0;4.0;2.0;5.0;0.0;6.0;9.0;4.0;10.0;19.0;18.0;7.0;11.0;1.0;6.0;2.0;4.0;0.0;17.0;10.0;2.0;5.0;2.0
6342;Nieuw-Vennep Getsewoud Noord;Haarlemmermeer                ;Buurt   ;BU03940236;1.0;7930;103.0;70.0;41.0;11.0;8.0;9.0;1.0;5.0;1.0;6.0;29.0;21.0;20.0;8.0;12.0;1.0;12.0;7.0;1.0;4.0;13.0;9.0;1.0;3.0;2.0
6343;Nieuw-Vennep Getsewoud Zuid;Haarlemmermeer                ;Buurt   ;BU03940237;1.0;9010;189.0;115.0;95.0;17.0;16.0;12.0;3.0;9.0;27.0;11.0;20.0;52.0;48.0;19.0;29.0;4.0;22.0;13.0;7.0;2.0;21.0;13.0;1.0;5.0;2.0
6344;Nieuw-Vennep Wilhelminahoeve;Haarlemmermeer                ;Buurt   ;BU03940239;1.0;20;15.0;13.0;10.0;0.0;0.0;2.0;0.0;0.0;4.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;;;;;
6345;Nieuw-Vennep Omgeving;Haarlemmermeer                ;Buurt   ;BU03940240;1.0;580;29.0;20.0;19.0;3.0;1.0;5.0;1.0;5.0;3.0;1.0;1.0;5.0;3.0;1.0;2.0;2.0;4.0;2.0;2.0;0.0;50.0;34.0;9.0;5.0;7.0
6346;Nieuw-Vennep 't Kabel;Haarlemmermeer                ;Buurt   ;BU03940241;1.0;130;2.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;15.0;8.0;0.0;0.0
6347;Zwanenburg;Haarlemmermeer                ;Wijk    ;WK039403  ;1.0;7775;195.0;144.0;120.0;4.0;14.0;19.0;4.0;35.0;22.0;22.0;24.0;36.0;34.0;19.0;15.0;2.0;15.0;10.0;4.0;1.0;25.0;19.0;5.0;4.0;2.0
6348;Zwanenburg West;Haarlemmermeer                ;Buurt   ;BU03940343;1.0;2050;23.0;16.0;11.0;0.0;3.0;1.0;0.0;7.0;0.0;0.0;5.0;6.0;6.0;3.0;3.0;0.0;1.0;0.0;1.0;0.0;11.0;8.0;3.0;3.0;0.0
6349;Zwanenburg Zuidwest;Haarlemmermeer                ;Buurt   ;BU03940344;1.0;990;28.0;18.0;14.0;1.0;1.0;4.0;1.0;6.0;0.0;1.0;4.0;8.0;8.0;6.0;2.0;0.0;2.0;1.0;1.0;0.0;28.0;18.0;6.0;8.0;2.0
6350;Zwanenburg Zuidoost;Haarlemmermeer                ;Buurt   ;BU03940345;1.0;900;21.0;18.0;16.0;2.0;2.0;2.0;0.0;5.0;4.0;1.0;2.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;23.0;20.0;6.0;1.0;1.0
6351;Zwanenburg Oost;Haarlemmermeer                ;Buurt   ;BU03940346;1.0;1115;21.0;15.0;11.0;0.0;1.0;1.0;0.0;8.0;0.0;1.0;4.0;5.0;4.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;19.0;13.0;7.0;4.0;1.0
6352;Zwanenburg Noordoost;Haarlemmermeer                ;Buurt   ;BU03940347;1.0;1040;50.0;34.0;30.0;1.0;2.0;5.0;3.0;1.0;12.0;6.0;4.0;10.0;10.0;4.0;6.0;0.0;6.0;5.0;1.0;0.0;48.0;33.0;1.0;10.0;6.0
6353;Zwanenburg Noordwest;Haarlemmermeer                ;Buurt   ;BU03940348;1.0;1175;19.0;16.0;13.0;0.0;0.0;3.0;0.0;6.0;0.0;4.0;3.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;16.0;14.0;5.0;1.0;2.0
6354;Zwanenburg Dijk;Haarlemmermeer                ;Buurt   ;BU03940349;1.0;430;28.0;22.0;20.0;0.0;4.0;3.0;0.0;1.0;6.0;6.0;2.0;4.0;4.0;2.0;2.0;0.0;2.0;2.0;0.0;0.0;65.0;51.0;2.0;9.0;5.0
6355;Zwanenburg Omgeving;Haarlemmermeer                ;Buurt   ;BU03940350;1.0;65;5.0;5.0;5.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0;77.0;15.0;0.0;0.0
6356;Lijnden / Boesingheliede;Haarlemmermeer                ;Wijk    ;WK039404  ;1.0;975;107.0;85.0;79.0;0.0;2.0;8.0;1.0;12.0;41.0;15.0;6.0;12.0;8.0;1.0;7.0;4.0;10.0;3.0;4.0;3.0;110.0;87.0;12.0;8.0;10.0
6357;Lijnden Omgeving;Haarlemmermeer                ;Buurt   ;BU03940429;1.0;125;67.0;52.0;50.0;0.0;1.0;1.0;1.0;3.0;36.0;8.0;2.0;9.0;7.0;1.0;6.0;2.0;6.0;2.0;2.0;2.0;536.0;416.0;24.0;56.0;48.0
6358;Lijnden;Haarlemmermeer                ;Buurt   ;BU03940465;1.0;705;31.0;25.0;21.0;0.0;0.0;6.0;0.0;8.0;2.0;5.0;4.0;3.0;1.0;0.0;1.0;2.0;3.0;1.0;2.0;0.0;44.0;35.0;11.0;1.0;4.0
6359;Boesingheliede;Haarlemmermeer                ;Buurt   ;BU03940466;1.0;140;9.0;8.0;8.0;0.0;1.0;1.0;0.0;1.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;64.0;57.0;7.0;0.0;7.0
6360;Badhoevedorp;Haarlemmermeer                ;Wijk    ;WK039405  ;1.0;12600;436.0;326.0;268.0;19.0;28.0;47.0;7.0;76.0;60.0;31.0;58.0;68.0;58.0;15.0;43.0;10.0;42.0;27.0;10.0;5.0;35.0;26.0;6.0;5.0;3.0
6361;Badhoevedorp Omgeving;Haarlemmermeer                ;Buurt   ;BU03940551;1.0;95;67.0;35.0;30.0;0.0;5.0;3.0;0.0;3.0;13.0;6.0;5.0;14.0;12.0;1.0;11.0;2.0;18.0;11.0;5.0;2.0;705.0;368.0;32.0;126.0;189.0
6362;Badhoevedorp Noordwest;Haarlemmermeer                ;Buurt   ;BU03940552;1.0;2980;56.0;40.0;26.0;1.0;2.0;12.0;0.0;11.0;0.0;0.0;14.0;9.0;8.0;4.0;4.0;1.0;7.0;5.0;1.0;1.0;19.0;13.0;4.0;3.0;2.0
6363;Badhoevedorp West;Haarlemmermeer                ;Buurt   ;BU03940553;1.0;1165;43.0;35.0;29.0;3.0;2.0;2.0;4.0;5.0;10.0;3.0;6.0;5.0;4.0;1.0;3.0;1.0;3.0;1.0;2.0;0.0;37.0;30.0;4.0;3.0;3.0
6364;Badhoevedorp Bouwlust;Haarlemmermeer                ;Buurt   ;BU03940554;1.0;1560;37.0;29.0;23.0;1.0;2.0;3.0;0.0;13.0;2.0;2.0;6.0;7.0;6.0;0.0;6.0;1.0;1.0;1.0;0.0;0.0;24.0;19.0;8.0;4.0;1.0
6365;Badhoevedorp Zuid;Haarlemmermeer                ;Buurt   ;BU03940556;1.0;915;28.0;22.0;21.0;3.0;2.0;4.0;1.0;9.0;2.0;0.0;1.0;4.0;4.0;1.0;3.0;0.0;2.0;2.0;0.0;0.0;31.0;24.0;10.0;4.0;2.0
6366;Badhoevedorp Centrum;Haarlemmermeer                ;Buurt   ;BU03940557;1.0;1505;30.0;24.0;22.0;1.0;1.0;1.0;0.0;5.0;10.0;4.0;2.0;6.0;6.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;20.0;16.0;3.0;4.0;0.0
6367;Badhoevedorp Noordoost;Haarlemmermeer                ;Buurt   ;BU03940558;1.0;1175;25.0;19.0;16.0;2.0;0.0;1.0;0.0;12.0;1.0;0.0;3.0;5.0;3.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;21.0;16.0;10.0;3.0;1.0
6368;Badhoevedorp Antoniushoeve;Haarlemmermeer                ;Buurt   ;BU03940559;1.0;1220;31.0;26.0;18.0;1.0;6.0;1.0;0.0;9.0;1.0;0.0;8.0;5.0;5.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;25.0;21.0;7.0;4.0;0.0
6369;Badhoevedorp Oost;Haarlemmermeer                ;Buurt   ;BU03940560;1.0;1045;32.0;25.0;18.0;3.0;1.0;4.0;0.0;8.0;2.0;0.0;7.0;3.0;2.0;1.0;1.0;1.0;4.0;3.0;0.0;1.0;31.0;24.0;8.0;2.0;4.0
6370;Badhoevedorp Schuilhoeve;Haarlemmermeer                ;Buurt   ;BU03940561;1.0;0;63.0;56.0;55.0;4.0;5.0;12.0;1.0;0.0;18.0;15.0;1.0;4.0;3.0;0.0;3.0;1.0;3.0;2.0;0.0;1.0;;;;;
6371;Badhoevedorp Dijk;Haarlemmermeer                ;Buurt   ;BU03940562;1.0;490;8.0;4.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;3.0;3.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;16.0;8.0;0.0;6.0;2.0
6372;Badhoevedorp Nieuwe Meer;Haarlemmermeer                ;Buurt   ;BU03940564;1.0;435;16.0;11.0;8.0;0.0;2.0;3.0;1.0;1.0;0.0;1.0;3.0;3.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;37.0;25.0;2.0;5.0;5.0
6373;Aalsmeerderbrug/ Oude Meer/ Rozenburg / ;Haarlemmermeer                ;Wijk    ;WK039406  ;1.0;755;81.0;61.0;56.0;2.0;2.0;8.0;1.0;1.0;22.0;20.0;5.0;10.0;5.0;3.0;2.0;5.0;10.0;6.0;3.0;1.0;107.0;81.0;1.0;7.0;13.0
6374;Schiphol-Rijk;Haarlemmermeer                ;Buurt   ;BU03940674;1.0;5;43.0;35.0;33.0;0.0;0.0;4.0;1.0;0.0;18.0;10.0;2.0;5.0;2.0;1.0;1.0;3.0;3.0;2.0;1.0;0.0;;;;;
6375;Oude Meer;Haarlemmermeer                ;Buurt   ;BU03940675;1.0;175;15.0;10.0;9.0;0.0;0.0;4.0;0.0;0.0;2.0;3.0;1.0;2.0;2.0;2.0;0.0;0.0;3.0;1.0;2.0;0.0;86.0;57.0;0.0;11.0;17.0
6376;Aalsmeerderbrug;Haarlemmermeer                ;Buurt   ;BU03940676;1.0;510;8.0;5.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;16.0;10.0;0.0;0.0;2.0
6377;Rozenburg Noord;Haarlemmermeer                ;Buurt   ;BU03940677;1.0;25;9.0;6.0;6.0;0.0;1.0;0.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;;;;;
6378;Rozenburg Omgeving;Haarlemmermeer                ;Buurt   ;BU03940678;1.0;35;6.0;5.0;5.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;;;;;
6379;Rijsenhout;Haarlemmermeer                ;Wijk    ;WK039407  ;1.0;4180;94.0;69.0;54.0;4.0;5.0;16.0;1.0;16.0;4.0;8.0;15.0;12.0;7.0;4.0;3.0;5.0;13.0;9.0;3.0;1.0;22.0;17.0;4.0;2.0;3.0
6380;Rijsenhout Dorp;Haarlemmermeer                ;Buurt   ;BU03940779;1.0;1555;31.0;22.0;18.0;2.0;2.0;4.0;0.0;4.0;2.0;4.0;4.0;5.0;4.0;2.0;2.0;1.0;4.0;2.0;2.0;0.0;20.0;14.0;3.0;3.0;3.0
6381;Rijsenhout Zuid;Haarlemmermeer                ;Buurt   ;BU03940780;1.0;1310;20.0;18.0;14.0;1.0;0.0;8.0;1.0;3.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;15.0;14.0;2.0;0.0;2.0
6382;Rijsenhout Dijk;Haarlemmermeer                ;Buurt   ;BU03940781;1.0;610;10.0;6.0;5.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;16.0;10.0;0.0;3.0;3.0
6383;Rijsenhout Omgeving;Haarlemmermeer                ;Buurt   ;BU03940782;1.0;700;33.0;23.0;17.0;1.0;1.0;1.0;0.0;9.0;2.0;3.0;6.0;5.0;1.0;1.0;0.0;4.0;5.0;4.0;1.0;0.0;47.0;33.0;13.0;1.0;7.0
6384;Burgerveen / Leimuiderbrug / Weteringbru;Haarlemmermeer                ;Wijk    ;WK039408  ;1.0;760;18.0;15.0;13.0;2.0;1.0;5.0;0.0;3.0;1.0;1.0;2.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;24.0;20.0;4.0;3.0;0.0
6385;Burgerveen;Haarlemmermeer                ;Buurt   ;BU03940883;1.0;340;8.0;6.0;5.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;24.0;18.0;0.0;6.0;0.0
6386;Leimuiderbrug;Haarlemmermeer                ;Buurt   ;BU03940884;1.0;50;3.0;3.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;60.0;20.0;0.0;0.0
6387;Weteringbrug;Haarlemmermeer                ;Buurt   ;BU03940885;1.0;370;7.0;6.0;6.0;0.0;0.0;3.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;19.0;16.0;5.0;0.0;0.0
6388;Abbenes / Buitenkaag;Haarlemmermeer                ;Wijk    ;WK039409  ;1.0;1645;24.0;21.0;17.0;0.0;4.0;3.0;0.0;6.0;3.0;1.0;4.0;2.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;15.0;13.0;4.0;1.0;1.0
6389;Abbenes;Haarlemmermeer                ;Buurt   ;BU03940986;1.0;915;12.0;11.0;9.0;0.0;2.0;1.0;0.0;4.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;13.0;12.0;4.0;0.0;1.0
6390;Abbenes Omgeving;Haarlemmermeer                ;Buurt   ;BU03940987;1.0;165;4.0;4.0;4.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;24.0;12.0;0.0;0.0
6391;Buitenkaag;Haarlemmermeer                ;Buurt   ;BU03940988;1.0;465;6.0;4.0;3.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;9.0;0.0;4.0;0.0
6392;Abbenes Dijk;Haarlemmermeer                ;Buurt   ;BU03940989;1.0;95;2.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;21.0;0.0;0.0;0.0
6393;Lisserbroek;Haarlemmermeer                ;Wijk    ;WK039410  ;1.0;3480;48.0;33.0;22.0;0.0;0.0;8.0;0.0;4.0;3.0;7.0;11.0;10.0;8.0;5.0;3.0;2.0;5.0;3.0;1.0;1.0;14.0;9.0;1.0;2.0;1.0
6394;Lisserbroek;Haarlemmermeer                ;Buurt   ;BU03941090;1.0;3345;47.0;32.0;21.0;0.0;0.0;8.0;0.0;4.0;3.0;6.0;11.0;10.0;8.0;5.0;3.0;2.0;5.0;3.0;1.0;1.0;14.0;10.0;1.0;2.0;1.0
6395;Lisserbroek Omgeving;Haarlemmermeer                ;Buurt   ;BU03941091;1.0;135;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0;0.0
