ID;WijkenEnBuurten1997;RegioAanduiding_1;StedelijkheidGemeenteWijkOfBuurt_2;Gemeentenaam_3;Gemeentecode_4;Wijkcode_5;Buurtcode_6;OmgevingsadressenDichtheid_7;MeestVoorkomendeNumeriekePostcode_8;AdressenMetDezelfdePostcode_9;Inwoners_10;Mannen_11;Vouwen_12;Personen014Jaar_13;Personen1524Jaar_14;Personen2544Jaar_15;Personen4564Jaar_16;Personen65JaarEnOuder_17;NietInGezinsverbandLevendePersonen_18;Gezinnen_19;GezinnenMetKinderen_20;GezinsgrootteGemiddelde_21;Allochtonen_22;GemiddeldInkomenPerInwoner_23;GemiddeldInkomenPerInkomensontvanger_24;HogeInkomens_25;LageInkomens_26;NietActieven_27;GemiddeldeWOZWaardeVanWoningen_28;Vestigingen_29;IndustrieEnNijverheid_30;TotaalCommercieleDienstverlening_31;Groothandel_32;Detailhandel_33;Horeca_34;ZakelijkeDienstverlening_35;OverigeCommercieleDienstverlening_36;OverigeNietCommDienstverlening_37
710;580202;B   ;5.0;Dongeradeel                        ;58;02 ;02 ;42.0;9132.0;1.0;50;20;30;20.0;;28.0;30.0;;;10;;;;;;;;;;1;;;;;;;;
711;580208;B   ;5.0;Dongeradeel                        ;58;02 ;08 ;6.0;9131.0;1.0;10;0;0;;;;;;;0;;;;;;;;;;1;;;;;;;;
712;580209;B   ;5.0;Dongeradeel                        ;58;02 ;09 ;36.0;9132.0;1.0;120;70;60;22.0;;30.0;23.0;;10.0;30;;;;8962.0;20125.0;;;;;1;;;;;;;;
713;5803;W   ;5.0;Dongeradeel                        ;58;03 ;   ;85.0;;;1790;920;860;24.0;13.0;28.0;22.0;14.0;12.0;470;67.0;3.4;;7397.0;12592.0;12.0;49.0;23.0;38.0;3;;;;;;;;
714;580300;B   ;5.0;Dongeradeel                        ;58;03 ;00 ;106.0;9133.0;1.0;1120;590;530;25.0;13.0;28.0;21.0;14.0;12.0;290;69.0;3.4;;7555.0;12955.0;11.0;45.0;28.0;39.0;3;;;;;;;;
715;580301;B   ;5.0;Dongeradeel                        ;58;03 ;01 ;71.0;9134.0;1.0;360;190;190;22.0;15.0;25.0;23.0;16.0;14.0;90;68.0;3.5;;7260.0;12434.0;16.0;56.0;;34.0;1;;;;;;;;
716;580302;B   ;5.0;Dongeradeel                        ;58;03 ;02 ;70.0;9135.0;1.0;190;100;90;23.0;12.0;27.0;21.0;17.0;9.0;50;69.0;3.3;;6534.0;10777.0;;56.0;;40.0;1;;;;;;;;
717;580303;B   ;5.0;Dongeradeel                        ;58;03 ;03 ;39.0;9133.0;1.0;30;20;20;;;;;;;20;;;;;;;;;;1;;;;;;;;
718;580307;B   ;5.0;Dongeradeel                        ;58;03 ;07 ;36.0;9133.0;1.0;0;0;0;;;;;;;0;;;;;;;;;;1;;;;;;;;
719;580308;B   ;5.0;Dongeradeel                        ;58;03 ;08 ;76.0;9134.0;1.0;10;10;10;;;;;;;0;;;;;;;;;;1;;;;;;;;
720;580309;B   ;5.0;Dongeradeel                        ;58;03 ;09 ;21.0;9135.0;1.0;60;30;20;17.0;;31.0;36.0;;;20;;;;;;;;;;1;;;;;;;;
721;5804;W   ;5.0;Dongeradeel                        ;58;04 ;   ;91.0;;;1120;590;540;23.0;10.0;32.0;21.0;14.0;14.0;300;65.0;3.2;;7896.0;12592.0;13.0;45.0;20.0;44.0;3;;;;;;;;
722;580400;B   ;5.0;Dongeradeel                        ;58;04 ;00 ;98.0;9137.0;1.0;850;450;400;24.0;10.0;32.0;20.0;13.0;13.0;230;64.0;3.2;;8032.0;12978.0;16.0;42.0;18.0;44.0;3;;;;;;;;
723;580401;B   ;5.0;Dongeradeel                        ;58;04 ;01 ;71.0;9136.0;1.0;260;140;130;22.0;11.0;29.0;22.0;16.0;17.0;70;69.0;3.3;;7397.0;11231.0;;55.0;;43.0;1;;;;;;;;
724;580408;B   ;5.0;Dongeradeel                        ;58;04 ;08 ;99.0;9137.0;1.0;0;0;0;;;;;;;0;;;;;;;;;;1;;;;;;;;
725;580409;B   ;;Dongeradeel                        ;58;04 ;09 ;;;;0;0;0;;;;;;;0;;;;;;;;;;1;;;;;;;;
726;5805;W   ;5.0;Dongeradeel                        ;58;05 ;   ;98.0;;;2380;1200;1180;20.0;13.0;28.0;24.0;16.0;17.0;610;64.0;3.2;;7782.0;12774.0;14.0;46.0;23.0;38.0;4;15.0;59.0;3.0;20.0;7.0;8.0;20.0;26.0
727;580500;B   ;5.0;Dongeradeel                        ;58;05 ;00 ;150.0;9145.0;1.0;1120;550;580;22.0;13.0;28.0;20.0;17.0;17.0;280;65.0;3.3;;7147.0;12524.0;12.0;47.0;19.0;36.0;3;;;;;;;;
728;580501;B   ;5.0;Dongeradeel                        ;58;05 ;01 ;61.0;9141.0;1.0;340;180;160;19.0;9.0;28.0;27.0;18.0;19.0;90;56.0;3.1;;7646.0;12933.0;;40.0;25.0;38.0;1;;;;;;;;
729;580502;B   ;5.0;Dongeradeel                        ;58;05 ;02 ;62.0;9143.0;1.0;350;190;160;14.0;13.0;27.0;30.0;16.0;21.0;90;56.0;3.0;;9802.0;13069.0;16.0;45.0;26.0;37.0;1;;;;;;;;
730;580503;B   ;5.0;Dongeradeel                        ;58;05 ;03 ;77.0;9142.0;1.0;210;100;110;18.0;9.0;25.0;24.0;24.0;21.0;60;59.0;3.1;;8803.0;11413.0;;66.0;42.0;36.0;1;;;;;;;;
731;580506;B   ;5.0;Dongeradeel                        ;58;05 ;06 ;65.0;9145.0;1.0;230;120;110;;21.0;29.0;26.0;;10.0;50;82.0;3.7;;7124.0;13591.0;;29.0;;44.0;1;;;;;;;;
732;580507;B   ;5.0;Dongeradeel                        ;58;05 ;07 ;14.0;9141.0;1.0;30;10;20;;;;;;;10;;;;;;;;;;1;;;;;;;;
733;580508;B   ;5.0;Dongeradeel                        ;58;05 ;08 ;48.0;9143.0;1.0;80;40;40;35.0;;33.0;19.0;;;20;;;;6966.0;16631.0;;;;;1;;;;;;;;
734;580509;B   ;5.0;Dongeradeel                        ;58;05 ;09 ;49.0;9142.0;5.0;20;20;10;;;;;;;10;;;;;;;;;;1;;;;;;;;
735;5806;W   ;5.0;Dongeradeel                        ;58;06 ;   ;159.0;;;2430;1230;1190;20.0;14.0;30.0;23.0;13.0;17.0;620;66.0;3.3;1.0;7601.0;13273.0;16.0;47.0;25.0;38.0;4;26.0;56.0;16.0;16.0;8.0;2.0;13.0;18.0
736;580600;B   ;5.0;Dongeradeel                        ;58;06 ;00 ;219.0;9151.0;1.0;1560;790;770;19.0;13.0;30.0;23.0;15.0;19.0;400;66.0;3.2;1.0;7329.0;13023.0;15.0;50.0;32.0;34.0;3;;;;;;;;
737;580601;B   ;5.0;Dongeradeel                        ;58;06 ;01 ;31.0;9152.0;1.0;50;20;20;;;;;;;10;;;;;;;;;;1;;;;;;;;
738;580602;B   ;5.0;Dongeradeel                        ;58;06 ;02 ;38.0;9153.0;1.0;200;100;100;21.0;15.0;34.0;20.0;10.0;19.0;50;62.0;3.3;;7260.0;11685.0;;57.0;;39.0;1;;;;;;;;
739;580603;B   ;5.0;Dongeradeel                        ;58;06 ;03 ;23.0;9154.0;1.0;90;40;40;26.0;;34.0;16.0;;;20;;;;;;;;;;1;;;;;;;;
740;580604;B   ;5.0;Dongeradeel                        ;58;06 ;04 ;22.0;9156.0;2.0;140;80;60;15.0;20.0;22.0;31.0;12.0;8.0;30;;;;9257.0;14135.0;;34.0;;;1;;;;;;;;
741;580605;B   ;5.0;Dongeradeel                        ;58;06 ;05 ;23.0;9155.0;1.0;200;100;100;23.0;;36.0;23.0;;11.0;50;72.0;3.4;;7987.0;15134.0;26.0;34.0;;46.0;1;;;;;;;;
742;580608;B   ;5.0;Dongeradeel                        ;58;06 ;08 ;63.0;9151.0;1.0;150;80;80;23.0;12.0;31.0;26.0;8.0;12.0;40;;;;9280.0;16903.0;35.0;32.0;;;1;;;;;;;;
743;580609;B   ;5.0;Dongeradeel                        ;58;06 ;09 ;18.0;9153.0;1.0;40;20;20;;;;;;;10;;;;;;;;;;1;;;;;;;;
744;5807;W   ;5.0;Dongeradeel                        ;58;07 ;   ;34.0;;;800;430;370;25.0;12.0;33.0;22.0;7.0;12.0;200;76.0;3.6;;7011.0;13591.0;16.0;40.0;20.0;49.0;2;;;;;;;;
745;580700;B   ;5.0;Dongeradeel                        ;58;07 ;00 ;51.0;9147.0;1.0;310;170;140;24.0;12.0;31.0;21.0;12.0;14.0;80;69.0;3.4;;8463.0;14113.0;;47.0;23.0;42.0;1;;;;;;;;
746;580701;B   ;5.0;Dongeradeel                        ;58;07 ;01 ;21.0;9144.0;1.0;100;60;50;20.0;;35.0;29.0;;21.0;30;;;;5604.0;11639.0;;;;;1;;;;;;;;
747;580702;B   ;5.0;Dongeradeel                        ;58;07 ;02 ;8.0;9146.0;1.0;80;40;40;25.0;;33.0;24.0;;;20;;;;;;;;;;1;;;;;;;;
748;580703;B   ;5.0;Dongeradeel                        ;58;07 ;03 ;11.0;9148.0;1.0;90;50;50;31.0;;31.0;20.0;;;20;;;;;;;;;;1;;;;;;;;
749;580708;B   ;5.0;Dongeradeel                        ;58;07 ;08 ;54.0;9147.0;1.0;90;50;40;24.0;;33.0;28.0;;;20;;;;;;;;;;1;;;;;;;;
750;580709;B   ;5.0;Dongeradeel                        ;58;07 ;09 ;16.0;9144.0;1.0;120;60;60;27.0;;38.0;18.0;;10.0;30;;;;;;;;;;1;;;;;;;;
751;59;G   ;5.0;Achtkarspelen                      ;59;   ;   ;342.0;;;28040;14210;13820;20.0;14.0;30.0;23.0;12.0;15.0;7380;67.0;3.2;0.0;7714.0;13182.0;15.0;44.0;24.0;60.0;7;26.0;57.0;7.0;21.0;6.0;6.0;16.0;17.0
752;5900;W   ;5.0;Achtkarspelen                      ;59;00 ;   ;340.0;;;12090;6190;5910;21.0;15.0;29.0;24.0;11.0;15.0;3160;67.0;3.3;0.0;7805.0;13545.0;17.0;43.0;24.0;58.0;6;25.0;56.0;8.0;19.0;5.0;6.0;17.0;19.0
753;590000;B   ;4.0;Achtkarspelen                      ;59;00 ;00 ;506.0;9285.0;1.0;5220;2570;2660;20.0;15.0;28.0;24.0;14.0;17.0;1320;64.0;3.3;0.0;8372.0;14135.0;21.0;42.0;18.0;63.0;5;18.0;56.0;4.0;24.0;5.0;7.0;16.0;26.0
754;590001;B   ;5.0;Achtkarspelen                      ;59;00 ;01 ;101.0;9286.0;1.0;1010;530;490;21.0;13.0;30.0;24.0;12.0;15.0;260;69.0;3.3;;8281.0;13318.0;13.0;43.0;34.0;58.0;3;;;;;;;;
755;590002;B   ;5.0;Achtkarspelen                      ;59;00 ;02 ;265.0;9288.0;1.0;2190;1120;1060;23.0;15.0;32.0;23.0;6.0;12.0;580;70.0;3.3;;7079.0;13137.0;14.0;41.0;26.0;49.0;4;32.0;52.0;7.0;17.0;5.0;5.0;16.0;16.0
756;590003;B   ;5.0;Achtkarspelen                      ;59;00 ;03 ;285.0;9287.0;1.0;1580;820;750;21.0;15.0;32.0;22.0;11.0;13.0;430;66.0;3.2;;6761.0;11866.0;5.0;51.0;35.0;52.0;3;;;;;;;;
757;590004;B   ;5.0;Achtkarspelen                      ;59;00 ;04 ;136.0;9873.0;1.0;770;410;360;22.0;13.0;31.0;23.0;11.0;14.0;210;67.0;3.2;;7510.0;12865.0;15.0;47.0;22.0;50.0;2;;;;;;;;
758;590005;B   ;5.0;Achtkarspelen                      ;59;00 ;05 ;196.0;9285.0;1.0;510;280;230;16.0;18.0;24.0;33.0;9.0;9.0;150;66.0;3.2;;8418.0;14816.0;29.0;37.0;15.0;78.0;2;;;;;;;;
759;590006;B   ;5.0;Achtkarspelen                      ;59;00 ;06 ;57.0;9286.0;1.0;80;40;30;19.0;;26.0;35.0;;;20;;;;;;;;;;1;;;;;;;;
760;590007;B   ;5.0;Achtkarspelen                      ;59;00 ;07 ;104.0;9288.0;1.0;330;180;140;22.0;15.0;28.0;25.0;10.0;12.0;90;76.0;3.3;;8123.0;14408.0;;27.0;;77.0;3;;;;;;;;
761;590008;B   ;5.0;Achtkarspelen                      ;59;00 ;08 ;108.0;9287.0;1.0;30;10;20;;;;;;;0;;;;;;;;;;1;;;;;;;;
762;590009;B   ;5.0;Achtkarspelen                      ;59;00 ;09 ;75.0;9287.0;3.0;370;220;160;26.0;13.0;30.0;24.0;8.0;10.0;90;77.0;3.7;;6716.0;14135.0;21.0;38.0;28.0;67.0;1;;;;;;;;
763;5901;W   ;5.0;Achtkarspelen                      ;59;01 ;   ;150.0;;;3240;1660;1580;23.0;14.0;32.0;20.0;11.0;14.0;840;72.0;3.3;;7487.0;12592.0;13.0;42.0;23.0;64.0;5;30.0;55.0;9.0;14.0;6.0;8.0;19.0;14.0
764;590100;B   ;5.0;Achtkarspelen                      ;59;01 ;00 ;128.0;9871.0;4.0;240;130;110;18.0;18.0;28.0;20.0;17.0;15.0;60;75.0;3.3;;8917.0;12275.0;;57.0;;44.0;3;;;;;;;;
765;590102;B   ;5.0;Achtkarspelen                      ;59;01 ;02 ;191.0;9289.0;1.0;1420;700;710;21.0;16.0;29.0;23.0;11.0;13.0;370;70.0;3.3;;7737.0;12048.0;9.0;45.0;24.0;66.0;3;;;;;;;;
766;590103;B   ;5.0;Achtkarspelen                      ;59;01 ;03 ;134.0;9284.0;1.0;1090;570;520;24.0;13.0;37.0;16.0;10.0;18.0;270;72.0;3.2;;7215.0;13591.0;14.0;37.0;19.0;62.0;3;;;;;;;;
767;590107;B   ;5.0;Achtkarspelen                      ;59;01 ;07 ;105.0;9872.0;1.0;90;50;50;24.0;;38.0;24.0;;;30;;;;;;;;;;1;;;;;;;;
768;590108;B   ;5.0;Achtkarspelen                      ;59;01 ;08 ;90.0;9289.0;1.0;180;100;90;23.0;13.0;30.0;22.0;12.0;7.0;50;70.0;3.5;;6035.0;8894.0;;47.0;;;1;;;;;;;;
769;590109;B   ;5.0;Achtkarspelen                      ;59;01 ;09 ;40.0;9284.0;1.0;220;120;110;28.0;14.0;30.0;22.0;6.0;9.0;50;83.0;3.7;;6739.0;15792.0;30.0;;;86.0;1;;;;;;;;
770;5902;W   ;5.0;Achtkarspelen                      ;59;02 ;   ;391.0;;;12710;6360;6340;19.0;14.0;31.0;24.0;12.0;15.0;3400;66.0;3.2;0.0;7669.0;13001.0;14.0;45.0;24.0;62.0;6;26.0;58.0;5.0;25.0;7.0;6.0;15.0;16.0
771;590200;B   ;4.0;Achtkarspelen                      ;59;02 ;00 ;512.0;9231.0;1.0;5640;2740;2900;18.0;13.0;29.0;23.0;16.0;18.0;1500;63.0;3.1;;8168.0;13364.0;16.0;47.0;22.0;62.0;6;19.0;64.0;4.0;32.0;7.0;7.0;15.0;16.0
772;590201;B   ;5.0;Achtkarspelen                      ;59;02 ;01 ;419.0;9281.0;1.0;3890;1960;1930;20.0;16.0;32.0;24.0;9.0;13.0;1050;70.0;3.3;;7124.0;12660.0;11.0;44.0;28.0;60.0;4;35.0;48.0;5.0;21.0;8.0;4.0;10.0;17.0
773;590202;B   ;5.0;Achtkarspelen                      ;59;02 ;02 ;109.0;9283.0;1.0;960;490;470;24.0;14.0;36.0;18.0;9.0;12.0;250;65.0;3.3;;6852.0;13160.0;12.0;38.0;10.0;62.0;3;;;;;;;;
774;590203;B   ;5.0;Achtkarspelen                      ;59;02 ;03 ;152.0;9233.0;1.0;730;380;360;23.0;12.0;33.0;20.0;12.0;14.0;190;69.0;3.2;;6875.0;12297.0;10.0;48.0;30.0;56.0;2;;;;;;;;
775;590206;B   ;5.0;Achtkarspelen                      ;59;02 ;06 ;164.0;9231.0;1.0;220;120;100;12.0;17.0;29.0;34.0;9.0;10.0;60;66.0;3.0;;7737.0;10051.0;;56.0;24.0;74.0;1;;;;;;;;
776;590207;B   ;5.0;Achtkarspelen                      ;59;02 ;07 ;167.0;9281.0;1.0;410;210;190;20.0;17.0;31.0;25.0;8.0;9.0;110;72.0;3.5;;8009.0;14067.0;19.0;35.0;34.0;77.0;2;;;;;;;;
777;590208;B   ;5.0;Achtkarspelen                      ;59;02 ;08 ;55.0;9283.0;1.0;440;240;200;16.0;15.0;29.0;32.0;8.0;12.0;110;74.0;3.4;;8735.0;13886.0;17.0;43.0;16.0;74.0;1;;;;;;;;
778;590209;B   ;5.0;Achtkarspelen                      ;59;02 ;09 ;84.0;9233.0;1.0;420;240;190;14.0;14.0;27.0;32.0;13.0;17.0;110;60.0;3.1;;7692.0;12025.0;9.0;49.0;31.0;68.0;1;;;;;;;;
779;60;G   ;5.0;Ameland                            ;60;   ;   ;176.0;;;3430;1740;1690;19.0;14.0;29.0;24.0;14.0;19.0;840;67.0;3.3;;8259.0;12910.0;15.0;45.0;14.0;79.0;6;14.0;73.0;2.0;17.0;38.0;3.0;14.0;13.0
780;6000;W   ;5.0;Ameland                            ;60;00 ;   ;176.0;;;3420;1730;1690;19.0;14.0;29.0;24.0;14.0;19.0;840;67.0;3.3;;8259.0;12910.0;15.0;45.0;14.0;79.0;6;14.0;73.0;2.0;17.0;38.0;3.0;14.0;13.0
781;600000;B   ;5.0;Ameland                            ;60;00 ;00 ;229.0;9163.0;1.0;1040;540;510;18.0;13.0;31.0;26.0;12.0;21.0;250;68.0;3.2;;8735.0;13296.0;16.0;45.0;14.0;78.0;4;12.0;75.0;3.0;23.0;27.0;4.0;18.0;13.0
782;600001;B   ;5.0;Ameland                            ;60;00 ;01 ;116.0;9164.0;1.0;700;360;340;21.0;17.0;29.0;21.0;11.0;14.0;170;76.0;3.6;;7306.0;13273.0;18.0;43.0;13.0;87.0;3;;;;;;;;
783;600002;B   ;5.0;Ameland                            ;60;00 ;02 ;93.0;9162.0;1.0;300;160;150;18.0;17.0;24.0;25.0;16.0;20.0;70;64.0;3.3;;8236.0;13182.0;11.0;39.0;;79.0;2;;;;;;;;
784;600003;B   ;5.0;Ameland                            ;60;00 ;03 ;221.0;9161.0;1.0;1210;590;620;19.0;13.0;29.0;23.0;17.0;20.0;310;63.0;3.2;;8576.0;12706.0;15.0;47.0;17.0;76.0;4;20.0;67.0;2.0;17.0;35.0;3.0;9.0;13.0
785;600007;B   ;5.0;Ameland                            ;60;00 ;07 ;90.0;9162.0;1.0;80;40;30;21.0;15.0;25.0;22.0;18.0;21.0;20;;;;;;;;;;1;;;;;;;;
786;600008;B   ;5.0;Ameland                            ;60;00 ;08 ;214.0;9163.0;1.0;60;30;30;;;25.0;37.0;;27.0;20;;;;;;;;;;1;;;;;;;;
787;600009;B   ;5.0;Ameland                            ;60;00 ;09 ;178.0;9161.0;1.0;40;20;20;;;;;;;10;;;;;;;;;;1;;;;;;;;
788;63;G   ;5.0;het Bildt                          ;63;   ;   ;229.0;;;10020;5080;4940;20.0;12.0;30.0;24.0;14.0;19.0;2580;65.0;3.1;0.0;7964.0;12819.0;13.0;48.0;25.0;51.0;6;18.0;64.0;8.0;22.0;6.0;5.0;22.0;18.0
789;6300;W   ;5.0;het Bildt                          ;63;00 ;   ;273.0;;;6550;3300;3260;19.0;12.0;29.0;24.0;16.0;19.0;1710;63.0;3.1;0.0;8236.0;13001.0;14.0;49.0;24.0;53.0;5;19.0;63.0;8.0;23.0;6.0;5.0;20.0;18.0
790;630000;B   ;5.0;het Bildt                          ;63;00 ;00 ;413.0;9076.0;1.0;3590;1740;1850;18.0;11.0;28.0;23.0;19.0;19.0;940;61.0;3.1;;8213.0;12910.0;16.0;51.0;22.0;57.0;5;14.0;63.0;4.0;33.0;6.0;4.0;15.0;23.0
791;630001;B   ;5.0;het Bildt                          ;63;00 ;01 ;41.0;9076.0;1.0;150;70;80;21.0;11.0;30.0;28.0;9.0;19.0;30;;;;7828.0;13636.0;;46.0;;;1;;;;;;;;
792;630002;B   ;5.0;het Bildt                          ;63;00 ;02 ;31.0;9076.0;1.0;130;70;50;18.0;;32.0;33.0;;25.0;30;;;;8803.0;12184.0;;56.0;;;1;;;;;;;;
793;630003;B   ;5.0;het Bildt                          ;63;00 ;03 ;62.0;9076.0;1.0;290;160;150;21.0;14.0;28.0;23.0;14.0;12.0;80;63.0;3.3;;7442.0;12955.0;;49.0;;45.0;1;;;;;;;;
794;630004;B   ;5.0;het Bildt                          ;63;00 ;04 ;175.0;9079.0;1.0;980;500;470;18.0;13.0;27.0;25.0;18.0;21.0;250;59.0;3.0;;8100.0;12071.0;8.0;53.0;26.0;49.0;3;;;;;;;;
795;630005;B   ;5.0;het Bildt                          ;63;00 ;05 ;65.0;9079.0;4.0;790;430;360;20.0;12.0;34.0;23.0;11.0;21.0;200;71.0;3.1;;8009.0;12456.0;9.0;48.0;29.0;42.0;2;;;;;;;;
796;630008;B   ;5.0;het Bildt                          ;63;00 ;08 ;130.0;9076.0;1.0;320;160;160;20.0;20.0;28.0;25.0;6.0;11.0;80;68.0;3.5;;8123.0;15020.0;29.0;40.0;16.0;58.0;3;;;;;;;;
797;630009;B   ;5.0;het Bildt                          ;63;00 ;09 ;64.0;9079.0;5.0;320;180;140;18.0;10.0;37.0;30.0;5.0;16.0;80;67.0;3.2;;10709.0;17017.0;26.0;30.0;29.0;62.0;1;;;;;;;;
798;6301;W   ;5.0;het Bildt                          ;63;01 ;   ;75.0;;;1780;920;850;22.0;11.0;32.0;24.0;11.0;18.0;460;68.0;3.2;;7192.0;11730.0;9.0;49.0;31.0;44.0;3;;;;;;;;
799;630100;B   ;5.0;het Bildt                          ;63;01 ;00 ;78.0;9077.0;1.0;560;290;280;25.0;9.0;33.0;22.0;11.0;16.0;150;67.0;3.2;;6625.0;12139.0;14.0;46.0;29.0;47.0;2;;;;;;;;
800;630101;B   ;5.0;het Bildt                          ;63;01 ;01 ;103.0;9078.0;1.0;700;360;350;20.0;13.0;32.0;22.0;13.0;21.0;180;64.0;3.1;;7896.0;11821.0;8.0;50.0;29.0;44.0;2;;;;;;;;
801;630102;B   ;5.0;het Bildt                          ;63;01 ;02 ;39.0;9078.0;1.0;110;60;40;21.0;11.0;26.0;33.0;9.0;13.0;30;;;;2564.0;10800.0;;;;;1;;;;;;;;
802;630103;B   ;5.0;het Bildt                          ;63;01 ;03 ;17.0;9078.0;1.0;170;90;80;10.0;12.0;29.0;37.0;12.0;30.0;40;;;;8849.0;10618.0;;54.0;51.0;40.0;1;;;;;;;;
803;630108;B   ;5.0;het Bildt                          ;63;01 ;08 ;33.0;9077.0;1.0;190;90;90;28.0;13.0;30.0;23.0;5.0;9.0;40;;;;6013.0;10845.0;;43.0;;;1;;;;;;;;
804;630109;B   ;5.0;het Bildt                          ;63;01 ;09 ;52.0;9078.0;1.0;60;30;30;23.0;;38.0;22.0;;;20;;;;;;;;;;1;;;;;;;;
805;6302;W   ;5.0;het Bildt                          ;63;02 ;   ;209.0;;;1690;870;820;21.0;12.0;32.0;24.0;12.0;19.0;420;68.0;3.3;;7941.0;13341.0;14.0;43.0;23.0;51.0;3;;;;;;;;
806;630200;B   ;5.0;het Bildt                          ;63;02 ;00 ;211.0;9047.0;1.0;1670;850;820;21.0;12.0;32.0;24.0;12.0;19.0;420;68.0;3.3;;7987.0;13341.0;14.0;44.0;23.0;51.0;3;;;;;;;;
807;630201;B   ;5.0;het Bildt                          ;63;02 ;01 ;72.0;9047.0;1.0;30;10;0;;;;;;;10;;;;;;;;;;1;;;;;;;;
808;64;G   ;4.0;Bolsward                           ;64;   ;   ;885.0;;;9250;4520;4720;18.0;14.0;29.0;23.0;16.0;25.0;2300;59.0;3.0;2.0;8440.0;13023.0;14.0;45.0;20.0;54.0;6;21.0;60.0;4.0;24.0;7.0;7.0;17.0;19.0
809;6400;W   ;4.0;Bolsward                           ;64;00 ;   ;885.0;;;9240;4520;4720;18.0;14.0;29.0;23.0;16.0;25.0;2310;59.0;3.0;2.0;8440.0;13023.0;14.0;45.0;20.0;54.0;6;21.0;60.0;4.0;24.0;7.0;7.0;17.0;19.0
810;640000;B   ;3.0;Bolsward                           ;64;00 ;00 ;1066.0;8701.0;1.0;1550;760;790;12.0;15.0;29.0;24.0;19.0;36.0;350;58.0;2.9;;9393.0;13023.0;13.0;48.0;17.0;46.0;5;14.0;71.0;2.0;42.0;11.0;6.0;11.0;15.0
811;640001;B   ;4.0;Bolsward                           ;64;00 ;01 ;959.0;8701.0;1.0;1810;860;940;15.0;12.0;27.0;25.0;20.0;25.0;490;50.0;2.8;2.0;8259.0;12116.0;8.0;47.0;30.0;43.0;3;;;;;;;;
812;640002;B   ;4.0;Bolsward                           ;64;00 ;02 ;911.0;8701.0;1.0;2000;1000;1000;15.0;14.0;27.0;24.0;20.0;34.0;450;55.0;3.0;3.0;8758.0;12933.0;14.0;48.0;29.0;53.0;3;;;;;;;;
813;640003;B   ;4.0;Bolsward                           ;64;00 ;03 ;823.0;8701.0;1.0;530;270;260;22.0;13.0;36.0;19.0;10.0;20.0;130;63.0;3.2;;7624.0;13341.0;11.0;38.0;;48.0;3;;;;;;;;
814;640004;B   ;4.0;Bolsward                           ;64;00 ;04 ;679.0;8701.0;4.0;3230;1570;1660;22.0;13.0;30.0;23.0;11.0;15.0;860;65.0;3.2;1.0;8055.0;13659.0;18.0;40.0;14.0;70.0;3;;;;;;;;
815;640009;B   ;4.0;Bolsward                           ;64;00 ;09 ;501.0;8701.0;1.0;120;60;60;28.0;;26.0;26.0;;;30;;;;;;;;;;3;;;;;;;;
816;65;G   ;5.0;Dantumadeel                        ;65;   ;   ;369.0;;;19820;9890;9930;21.0;14.0;29.0;22.0;14.0;14.0;5180;67.0;3.3;0.0;7533.0;13023.0;14.0;47.0;24.0;71.0;6;21.0;62.0;8.0;25.0;5.0;6.0;18.0;17.0
817;6500;W   ;5.0;Dantumadeel                        ;65;00 ;   ;429.0;;;7410;3750;3650;21.0;15.0;28.0;23.0;13.0;13.0;1940;67.0;3.3;0.0;7533.0;13160.0;16.0;46.0;26.0;72.0;5;18.0;62.0;8.0;25.0;5.0;7.0;17.0;20.0
818;650000;B   ;4.0;Dantumadeel                        ;65;00 ;00 ;501.0;9104.0;1.0;5850;2940;2900;20.0;15.0;28.0;23.0;14.0;13.0;1550;65.0;3.3;0.0;7601.0;13364.0;17.0;45.0;26.0;72.0;5;18.0;62.0;7.0;25.0;5.0;7.0;18.0;20.0
819;650001;B   ;5.0;Dantumadeel                        ;65;00 ;01 ;148.0;9108.0;1.0;1220;630;600;23.0;16.0;30.0;22.0;9.0;12.0;310;76.0;3.5;;7034.0;12207.0;12.0;49.0;29.0;68.0;3;;;;;;;;
820;650002;B   ;5.0;Dantumadeel                        ;65;00 ;02 ;45.0;9109.0;1.0;160;80;70;19.0;13.0;32.0;18.0;17.0;12.0;40;;;;8123.0;13092.0;;37.0;;;1;;;;;;;;
821;650008;B   ;5.0;Dantumadeel                        ;65;00 ;08 ;139.0;9104.0;1.0;50;30;20;25.0;;20.0;29.0;;;20;;;;;;;;;;1;;;;;;;;
822;650009;B   ;5.0;Dantumadeel                        ;65;00 ;09 ;98.0;9108.0;1.0;120;60;60;32.0;;37.0;18.0;;11.0;30;;;;7056.0;11685.0;;68.0;;;1;;;;;;;;
823;6501;W   ;5.0;Dantumadeel                        ;65;01 ;   ;106.0;;;1980;1010;970;28.0;15.0;30.0;18.0;9.0;10.0;480;73.0;3.8;;6353.0;13387.0;18.0;41.0;19.0;74.0;4;17.0;61.0;11.0;22.0;5.0;7.0;16.0;21.0
824;650100;B   ;5.0;Dantumadeel                        ;65;01 ;00 ;109.0;9114.0;1.0;780;400;380;28.0;15.0;31.0;18.0;8.0;12.0;180;74.0;3.8;;6262.0;13023.0;12.0;48.0;24.0;64.0;3;;;;;;;;
