ID;Geslacht;Leeftijd;RegioS;Perioden;AO_1;WAO_2;Wajong_3;WAZ_4
34;Geslacht totaal;Leeftijd totaal;Regio totaal;2006 3e kwartaal;854930.0;653980.0;152860.0;48090.0
35;Geslacht totaal;Leeftijd totaal;Regio totaal;2006 4e kwartaal;844340.0;641830.0;155530.0;46980.0
36;Geslacht totaal;Leeftijd totaal;Regio totaal;2007 1e kwartaal;832570.0;628590.0;158290.0;45690.0
37;Geslacht totaal;Leeftijd totaal;Regio totaal;2007 2e kwartaal;822530.0;616990.0;161000.0;44530.0
38;Geslacht totaal;Leeftijd totaal;Regio totaal;2007 3e kwartaal;813420.0;605960.0;163970.0;43500.0
39;Geslacht totaal;Leeftijd totaal;Regio totaal;2007 4e kwartaal;808190.0;598870.0;166550.0;42770.0
40;Geslacht totaal;Leeftijd totaal;Regio totaal;2008 1e kwartaal;800900.0;589850.0;169330.0;41720.0
41;Geslacht totaal;Leeftijd totaal;Regio totaal;2008 2e kwartaal;793070.0;580240.0;172270.0;40570.0
42;Geslacht totaal;Leeftijd totaal;Regio totaal;2008 3e kwartaal;785530.0;570440.0;175460.0;39630.0
43;Geslacht totaal;Leeftijd totaal;Regio totaal;2008 4e kwartaal;778030.0;561150.0;178170.0;38710.0
44;Geslacht totaal;Leeftijd totaal;Regio totaal;2009 1e kwartaal;770320.0;551440.0;181240.0;37650.0
45;Geslacht totaal;Leeftijd totaal;Regio totaal;2009 2e kwartaal;762620.0;541870.0;184150.0;36590.0
46;Geslacht totaal;Leeftijd totaal;Regio totaal;2009 3e kwartaal;755990.0;532580.0;187820.0;35590.0
47;Geslacht totaal;Leeftijd totaal;Regio totaal;2009 4e kwartaal*;751310.0;524950.0;191700.0;34660.0
48;Geslacht totaal;Leeftijd totaal;Nederland;1998 1e kwartaal;868880.0;698830.0;113130.0;56930.0
49;Geslacht totaal;Leeftijd totaal;Nederland;1998 2e kwartaal;873290.0;701630.0;114490.0;57170.0
50;Geslacht totaal;Leeftijd totaal;Nederland;1998 3e kwartaal;875990.0;703820.0;115060.0;57100.0
51;Geslacht totaal;Leeftijd totaal;Nederland;1998 4e kwartaal;887600.0;711190.0;118400.0;58010.0
52;Geslacht totaal;Leeftijd totaal;Nederland;1999 1e kwartaal;887800.0;712680.0;118470.0;56660.0
53;Geslacht totaal;Leeftijd totaal;Nederland;1999 2e kwartaal;892730.0;717050.0;119450.0;56240.0
54;Geslacht totaal;Leeftijd totaal;Nederland;1999 3e kwartaal;897960.0;720530.0;121540.0;55890.0
55;Geslacht totaal;Leeftijd totaal;Nederland;1999 4e kwartaal;903580.0;725150.0;122570.0;55860.0
56;Geslacht totaal;Leeftijd totaal;Nederland;2000 1e kwartaal;915430.0;735410.0;123650.0;56380.0
57;Geslacht totaal;Leeftijd totaal;Nederland;2000 2e kwartaal;922070.0;740730.0;124660.0;56690.0
58;Geslacht totaal;Leeftijd totaal;Nederland;2000 3e kwartaal;924260.0;742350.0;125390.0;56520.0
59;Geslacht totaal;Leeftijd totaal;Nederland;2000 4e kwartaal;935390.0;752110.0;126440.0;56840.0
60;Geslacht totaal;Leeftijd totaal;Nederland;2001 1e kwartaal;943390.0;759500.0;127250.0;56640.0
61;Geslacht totaal;Leeftijd totaal;Nederland;2001 2e kwartaal;949670.0;765840.0;127480.0;56340.0
62;Geslacht totaal;Leeftijd totaal;Nederland;2001 3e kwartaal;952380.0;767680.0;128650.0;56050.0
63;Geslacht totaal;Leeftijd totaal;Nederland;2001 4e kwartaal;960150.0;774350.0;129520.0;56280.0
64;Geslacht totaal;Leeftijd totaal;Nederland;2002 1e kwartaal;964360.0;778060.0;130380.0;55910.0
65;Geslacht totaal;Leeftijd totaal;Nederland;2002 2e kwartaal;966920.0;779850.0;131070.0;55990.0
66;Geslacht totaal;Leeftijd totaal;Nederland;2002 3e kwartaal;967640.0;779620.0;132100.0;55920.0
67;Geslacht totaal;Leeftijd totaal;Nederland;2002 4e kwartaal;972200.0;782640.0;133310.0;56240.0
68;Geslacht totaal;Leeftijd totaal;Nederland;2003 1e kwartaal;971000.0;780870.0;134120.0;56010.0
69;Geslacht totaal;Leeftijd totaal;Nederland;2003 2e kwartaal;964260.0;773390.0;134990.0;55880.0
70;Geslacht totaal;Leeftijd totaal;Nederland;2003 3e kwartaal;961050.0;768930.0;136060.0;56060.0
71;Geslacht totaal;Leeftijd totaal;Nederland;2003 4e kwartaal;959150.0;766530.0;137050.0;55570.0
72;Geslacht totaal;Leeftijd totaal;Nederland;2004 1e kwartaal;949590.0;757280.0;137840.0;54470.0
73;Geslacht totaal;Leeftijd totaal;Nederland;2004 2e kwartaal;945680.0;752400.0;138980.0;54300.0
74;Geslacht totaal;Leeftijd totaal;Nederland;2004 3e kwartaal;942000.0;747510.0;140480.0;54020.0
75;Geslacht totaal;Leeftijd totaal;Nederland;2004 4e kwartaal;938330.0;742470.0;141400.0;54460.0
76;Geslacht totaal;Leeftijd totaal;Nederland;2005 1e kwartaal;928300.0;731900.0;142560.0;53830.0
77;Geslacht totaal;Leeftijd totaal;Nederland;2005 2e kwartaal;912590.0;715010.0;143410.0;54170.0
78;Geslacht totaal;Leeftijd totaal;Nederland;2005 3e kwartaal;896160.0;699130.0;144730.0;52290.0
79;Geslacht totaal;Leeftijd totaal;Nederland;2005 4e kwartaal;877640.0;680450.0;146010.0;51180.0
80;Geslacht totaal;Leeftijd totaal;Nederland;2006 1e kwartaal;864030.0;665930.0;148150.0;49950.0
81;Geslacht totaal;Leeftijd totaal;Nederland;2006 2e kwartaal;842460.0;646320.0;147940.0;48190.0
82;Geslacht totaal;Leeftijd totaal;Nederland;2006 3e kwartaal;828640.0;631960.0;149900.0;46780.0
83;Geslacht totaal;Leeftijd totaal;Nederland;2006 4e kwartaal;818540.0;620290.0;152560.0;45690.0
84;Geslacht totaal;Leeftijd totaal;Nederland;2007 1e kwartaal;807350.0;607560.0;155380.0;44420.0
85;Geslacht totaal;Leeftijd totaal;Nederland;2007 2e kwartaal;798150.0;596670.0;158190.0;43300.0
86;Geslacht totaal;Leeftijd totaal;Nederland;2007 3e kwartaal;789570.0;586160.0;161130.0;42280.0
87;Geslacht totaal;Leeftijd totaal;Nederland;2007 4e kwartaal;784560.0;579230.0;163760.0;41570.0
88;Geslacht totaal;Leeftijd totaal;Nederland;2008 1e kwartaal;778290.0;570610.0;167140.0;40540.0
89;Geslacht totaal;Leeftijd totaal;Nederland;2008 2e kwartaal;771050.0;561420.0;170210.0;39410.0
90;Geslacht totaal;Leeftijd totaal;Nederland;2008 3e kwartaal;763880.0;552010.0;173400.0;38470.0
91;Geslacht totaal;Leeftijd totaal;Nederland;2008 4e kwartaal;757180.0;543040.0;176570.0;37580.0
92;Geslacht totaal;Leeftijd totaal;Nederland;2009 1e kwartaal;749980.0;533720.0;179730.0;36530.0
93;Geslacht totaal;Leeftijd totaal;Nederland;2009 2e kwartaal;742220.0;524020.0;182700.0;35500.0
94;Geslacht totaal;Leeftijd totaal;Nederland;2009 3e kwartaal;735980.0;515060.0;186400.0;34520.0
95;Geslacht totaal;Leeftijd totaal;Nederland;2009 4e kwartaal*;731330.0;507480.0;190260.0;33600.0
96;Geslacht totaal;Leeftijd totaal;Buitenland;1998 1e kwartaal;19290.0;17670.0;960.0;660.0
97;Geslacht totaal;Leeftijd totaal;Buitenland;1998 2e kwartaal;19260.0;17650.0;940.0;680.0
98;Geslacht totaal;Leeftijd totaal;Buitenland;1998 3e kwartaal;19180.0;17530.0;930.0;710.0
99;Geslacht totaal;Leeftijd totaal;Buitenland;1998 4e kwartaal;19230.0;17510.0;980.0;750.0
100;Geslacht totaal;Leeftijd totaal;Buitenland;1999 1e kwartaal;22150.0;20390.0;980.0;790.0
101;Geslacht totaal;Leeftijd totaal;Buitenland;1999 2e kwartaal;22240.0;20440.0;1010.0;800.0
102;Geslacht totaal;Leeftijd totaal;Buitenland;1999 3e kwartaal;22170.0;20370.0;990.0;800.0
103;Geslacht totaal;Leeftijd totaal;Buitenland;1999 4e kwartaal;22310.0;20500.0;990.0;830.0
104;Geslacht totaal;Leeftijd totaal;Buitenland;2000 1e kwartaal;22110.0;20310.0;1020.0;780.0
105;Geslacht totaal;Leeftijd totaal;Buitenland;2000 2e kwartaal;21480.0;19820.0;900.0;760.0
106;Geslacht totaal;Leeftijd totaal;Buitenland;2000 3e kwartaal;21550.0;19870.0;900.0;770.0
107;Geslacht totaal;Leeftijd totaal;Buitenland;2000 4e kwartaal;21590.0;19890.0;910.0;790.0
108;Geslacht totaal;Leeftijd totaal;Buitenland;2001 1e kwartaal;21320.0;19650.0;900.0;770.0
109;Geslacht totaal;Leeftijd totaal;Buitenland;2001 2e kwartaal;22950.0;20760.0;1340.0;850.0
110;Geslacht totaal;Leeftijd totaal;Buitenland;2001 3e kwartaal;21110.0;19350.0;960.0;810.0
111;Geslacht totaal;Leeftijd totaal;Buitenland;2001 4e kwartaal;21060.0;19310.0;950.0;800.0
112;Geslacht totaal;Leeftijd totaal;Buitenland;2002 1e kwartaal;20720.0;19020.0;910.0;790.0
113;Geslacht totaal;Leeftijd totaal;Buitenland;2002 2e kwartaal;20660.0;18970.0;900.0;790.0
114;Geslacht totaal;Leeftijd totaal;Buitenland;2002 3e kwartaal;20560.0;18830.0;930.0;800.0
115;Geslacht totaal;Leeftijd totaal;Buitenland;2002 4e kwartaal;20610.0;18880.0;920.0;810.0
116;Geslacht totaal;Leeftijd totaal;Buitenland;2003 1e kwartaal;20820.0;19010.0;980.0;820.0
117;Geslacht totaal;Leeftijd totaal;Buitenland;2003 2e kwartaal;24750.0;22500.0;960.0;1290.0
118;Geslacht totaal;Leeftijd totaal;Buitenland;2003 3e kwartaal;23580.0;21540.0;950.0;1090.0
119;Geslacht totaal;Leeftijd totaal;Buitenland;2003 4e kwartaal;22600.0;20570.0;950.0;1080.0
120;Geslacht totaal;Leeftijd totaal;Buitenland;2004 1e kwartaal;22410.0;20330.0;1010.0;1080.0
121;Geslacht totaal;Leeftijd totaal;Buitenland;2004 2e kwartaal;22480.0;20380.0;1010.0;1100.0
122;Geslacht totaal;Leeftijd totaal;Buitenland;2004 3e kwartaal;22310.0;20220.0;1000.0;1090.0
123;Geslacht totaal;Leeftijd totaal;Buitenland;2004 4e kwartaal;22240.0;20180.0;980.0;1080.0
124;Geslacht totaal;Leeftijd totaal;Buitenland;2005 1e kwartaal;22070.0;20000.0;990.0;1080.0
125;Geslacht totaal;Leeftijd totaal;Buitenland;2005 2e kwartaal;21890.0;19830.0;970.0;1080.0
126;Geslacht totaal;Leeftijd totaal;Buitenland;2005 3e kwartaal;21750.0;19660.0;1000.0;1090.0
127;Geslacht totaal;Leeftijd totaal;Buitenland;2005 4e kwartaal;21670.0;19540.0;1010.0;1120.0
128;Geslacht totaal;Leeftijd totaal;Buitenland;2006 1e kwartaal;21150.0;19150.0;890.0;1120.0
129;Geslacht totaal;Leeftijd totaal;Buitenland;2006 2e kwartaal;26680.0;22420.0;2950.0;1310.0
130;Geslacht totaal;Leeftijd totaal;Buitenland;2006 3e kwartaal;26300.0;22020.0;2960.0;1310.0
131;Geslacht totaal;Leeftijd totaal;Buitenland;2006 4e kwartaal;25800.0;21540.0;2970.0;1290.0
132;Geslacht totaal;Leeftijd totaal;Buitenland;2007 1e kwartaal;25210.0;21040.0;2910.0;1270.0
133;Geslacht totaal;Leeftijd totaal;Buitenland;2007 2e kwartaal;24380.0;20320.0;2820.0;1240.0
134;Geslacht totaal;Leeftijd totaal;Buitenland;2007 3e kwartaal;23860.0;19800.0;2850.0;1220.0
135;Geslacht totaal;Leeftijd totaal;Buitenland;2007 4e kwartaal;23640.0;19650.0;2790.0;1200.0
136;Geslacht totaal;Leeftijd totaal;Buitenland;2008 1e kwartaal;22610.0;19230.0;2180.0;1190.0
137;Geslacht totaal;Leeftijd totaal;Buitenland;2008 2e kwartaal;22030.0;18820.0;2050.0;1160.0
138;Geslacht totaal;Leeftijd totaal;Buitenland;2008 3e kwartaal;21650.0;18430.0;2060.0;1170.0
139;Geslacht totaal;Leeftijd totaal;Buitenland;2008 4e kwartaal;20850.0;18120.0;1600.0;1140.0
140;Geslacht totaal;Leeftijd totaal;Buitenland;2009 1e kwartaal;20350.0;17720.0;1510.0;1120.0
141;Geslacht totaal;Leeftijd totaal;Buitenland;2009 2e kwartaal;20390.0;17850.0;1450.0;1090.0
142;Geslacht totaal;Leeftijd totaal;Buitenland;2009 3e kwartaal;20010.0;17520.0;1410.0;1080.0
143;Geslacht totaal;Leeftijd totaal;Buitenland;2009 4e kwartaal*;19970.0;17470.0;1450.0;1060.0
144;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);1998 1e kwartaal;98490.0;74500.0;15350.0;8650.0
145;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);1998 2e kwartaal;98770.0;74550.0;15570.0;8650.0
146;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);1998 3e kwartaal;98890.0;74610.0;15640.0;8650.0
147;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);1998 4e kwartaal;99960.0;75240.0;15970.0;8760.0
148;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);1999 1e kwartaal;100120.0;75630.0;15910.0;8590.0
149;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);1999 2e kwartaal;100470.0;76010.0;16050.0;8420.0
150;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);1999 3e kwartaal;101460.0;76490.0;16550.0;8420.0
151;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);1999 4e kwartaal;102070.0;76860.0;16820.0;8390.0
152;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2000 1e kwartaal;103180.0;77760.0;16970.0;8450.0
153;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2000 2e kwartaal;103410.0;78110.0;16860.0;8440.0
154;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2000 3e kwartaal;103470.0;78180.0;16910.0;8380.0
155;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2000 4e kwartaal;104570.0;78990.0;17140.0;8440.0
156;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2001 1e kwartaal;105280.0;79600.0;17280.0;8410.0
157;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2001 2e kwartaal;105640.0;80020.0;17360.0;8270.0
158;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2001 3e kwartaal;105650.0;79890.0;17560.0;8200.0
159;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2001 4e kwartaal;106260.0;80370.0;17750.0;8150.0
160;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2002 1e kwartaal;106370.0;80410.0;17860.0;8100.0
161;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2002 2e kwartaal;106230.0;80190.0;17950.0;8090.0
162;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2002 3e kwartaal;106010.0;79800.0;18140.0;8080.0
163;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2002 4e kwartaal;106160.0;79790.0;18320.0;8040.0
164;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2003 1e kwartaal;105990.0;79570.0;18430.0;8000.0
165;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2003 2e kwartaal;105320.0;78720.0;18640.0;7970.0
166;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2003 3e kwartaal;104950.0;78250.0;18780.0;7930.0
167;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2003 4e kwartaal;104460.0;77740.0;18950.0;7760.0
168;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2004 1e kwartaal;103590.0;76890.0;19080.0;7620.0
169;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2004 2e kwartaal;103260.0;76380.0;19310.0;7570.0
170;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2004 3e kwartaal;102710.0;75790.0;19460.0;7470.0
171;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2004 4e kwartaal;102260.0;75190.0;19600.0;7460.0
172;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2005 1e kwartaal;101230.0;74200.0;19690.0;7340.0
173;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2005 2e kwartaal;99390.0;72350.0;19700.0;7340.0
174;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2005 3e kwartaal;97690.0;70810.0;19860.0;7020.0
175;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2005 4e kwartaal;95660.0;68910.0;19910.0;6840.0
176;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2006 1e kwartaal;94100.0;67350.0;20130.0;6620.0
177;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2006 2e kwartaal;91900.0;65370.0;20150.0;6380.0
178;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2006 3e kwartaal;90550.0;63960.0;20390.0;6200.0
179;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2006 4e kwartaal;89550.0;62790.0;20710.0;6060.0
180;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2007 1e kwartaal;88570.0;61470.0;21210.0;5890.0
181;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2007 2e kwartaal;87700.0;60420.0;21560.0;5720.0
182;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2007 3e kwartaal;86950.0;59440.0;21920.0;5580.0
183;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2007 4e kwartaal;86650.0;58820.0;22330.0;5500.0
184;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2008 1e kwartaal;86140.0;57970.0;22810.0;5360.0
185;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2008 2e kwartaal;85350.0;56920.0;23210.0;5220.0
186;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2008 3e kwartaal;84650.0;55940.0;23640.0;5080.0
187;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2008 4e kwartaal;84030.0;54990.0;24080.0;4960.0
188;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2009 1e kwartaal;83300.0;53990.0;24490.0;4820.0
189;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2009 2e kwartaal;82550.0;53030.0;24840.0;4690.0
190;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2009 3e kwartaal;82020.0;52140.0;25340.0;4550.0
191;Geslacht totaal;Leeftijd totaal;Noord-Nederland (landsdeel);2009 4e kwartaal*;81580.0;51340.0;25820.0;4420.0
192;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);1998 1e kwartaal;180910.0;142320.0;25870.0;12710.0
193;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);1998 2e kwartaal;181980.0;142930.0;26260.0;12800.0
194;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);1998 3e kwartaal;182700.0;143500.0;26500.0;12690.0
195;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);1998 4e kwartaal;185460.0;145210.0;27390.0;12870.0
196;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);1999 1e kwartaal;186790.0;146790.0;27320.0;12680.0
197;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);1999 2e kwartaal;187990.0;147860.0;27540.0;12590.0
198;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);1999 3e kwartaal;189570.0;149000.0;28020.0;12550.0
199;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);1999 4e kwartaal;191100.0;150250.0;28220.0;12620.0
200;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2000 1e kwartaal;193990.0;152790.0;28450.0;12750.0
201;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2000 2e kwartaal;195210.0;153910.0;28430.0;12880.0
202;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2000 3e kwartaal;195890.0;154320.0;28700.0;12870.0
203;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2000 4e kwartaal;198490.0;156570.0;28960.0;12960.0
204;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2001 1e kwartaal;200480.0;158290.0;29210.0;12980.0
205;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2001 2e kwartaal;200860.0;158910.0;29120.0;12830.0
206;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2001 3e kwartaal;202350.0;159970.0;29600.0;12780.0
207;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2001 4e kwartaal;203860.0;161260.0;29800.0;12800.0
208;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2002 1e kwartaal;205130.0;162420.0;30030.0;12690.0
209;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2002 2e kwartaal;205740.0;162860.0;30190.0;12690.0
210;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2002 3e kwartaal;206010.0;162830.0;30490.0;12680.0
211;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2002 4e kwartaal;207180.0;163650.0;30770.0;12760.0
212;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2003 1e kwartaal;207410.0;163550.0;31120.0;12750.0
213;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2003 2e kwartaal;206130.0;162150.0;31310.0;12670.0
214;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2003 3e kwartaal;206030.0;161600.0;31720.0;12710.0
215;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2003 4e kwartaal;205810.0;161360.0;31930.0;12530.0
216;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2004 1e kwartaal;203440.0;159040.0;32120.0;12280.0
217;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2004 2e kwartaal;202490.0;157800.0;32440.0;12260.0
218;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2004 3e kwartaal;201940.0;156910.0;32900.0;12130.0
219;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2004 4e kwartaal;200880.0;155510.0;33140.0;12220.0
220;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2005 1e kwartaal;198990.0;153250.0;33630.0;12120.0
221;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2005 2e kwartaal;195060.0;148980.0;34000.0;12090.0
222;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2005 3e kwartaal;191540.0;145430.0;34440.0;11680.0
223;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2005 4e kwartaal;187240.0;140970.0;34910.0;11360.0
224;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2006 1e kwartaal;184130.0;137550.0;35530.0;11040.0
225;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2006 2e kwartaal;179280.0;133080.0;35580.0;10630.0
226;Geslacht totaal;Leeftijd totaal;Oost-Nederland (landsdeel);2006 3e kwartaal;176420.0;129890.0;36200.0;10340.0
