ID;CPA2008;Periods;PriceIndex_1;QuarterlyChanges_2;YearlyChanges_3
1778;5224  Cargo handling services;2008 Year average;103.9;;4.1
1779;5224  Cargo handling services;2009 1st quarter;106.4;1.6;2.9
1780;5224  Cargo handling services;2009 2nd quarter;104.0;-2.3;-0.4
1781;5224  Cargo handling services;2009 3rd quarter;101.9;-2.1;-1.3
1782;5224  Cargo handling services;2009 4th quarter;102.8;0.9;-1.9
1783;5224  Cargo handling services;2009 Year average;103.8;;-0.2
1784;5224  Cargo handling services;2010 1st quarter;98.6;-4.1;-7.3
1785;5224  Cargo handling services;2010 2nd quarter;100.8;2.2;-3.1
1786;5224  Cargo handling services;2010 3rd quarter;99.6;-1.2;-2.2
1787;5224  Cargo handling services;2010 4th quarter;100.9;1.3;-1.9
1788;5224  Cargo handling services;2010 Year average;100.0;;-3.6
1789;5224  Cargo handling services;2011 1st quarter;103.7;2.8;5.1
1790;5224  Cargo handling services;2011 2nd quarter;104.5;0.8;3.7
1791;5224  Cargo handling services;2011 3rd quarter;103.6;-0.9;4.0
1792;5224  Cargo handling services;2011 4th quarter;103.6;0.0;2.7
1793;5224  Cargo handling services;2011 Year average;103.9;;3.9
1794;5224  Cargo handling services;2012 1st quarter;101.7;-1.8;-1.9
1795;5224  Cargo handling services;2012 2nd quarter;103.2;1.5;-1.3
1796;5224  Cargo handling services;2012 3rd quarter;101.7;-1.4;-1.8
1797;5224  Cargo handling services;2012 4th quarter;102.0;0.2;-1.6
1798;5224  Cargo handling services;2012 Year average;102.2;;-1.6
1799;5224  Cargo handling services;2013 1st quarter;103.6;1.6;1.8
1800;5224  Cargo handling services;2013 2nd quarter;103.9;0.4;0.7
1801;5224  Cargo handling services;2013 3rd quarter;103.4;-0.5;1.6
1802;5224  Cargo handling services;2013 4th quarter;105.8;2.4;3.8
1803;5224  Cargo handling services;2013 Year average;104.2;;2.0
1804;5224  Cargo handling services;2014 1st quarter;106.3;0.5;2.6
1805;5224  Cargo handling services;2014 2nd quarter;106.4;0.1;2.4
1806;5224  Cargo handling services;2014 3rd quarter;106.0;-0.4;2.6
1807;5224  Cargo handling services;2014 4th quarter;106.8;0.7;0.9
1808;5224  Cargo handling services;2014 Year average;106.4;;2.1
1809;5224  Cargo handling services;2015 1st quarter;104.8;-1.8;-1.4
1810;5224  Cargo handling services;2015 2nd quarter;107.6;2.7;1.2
1811;5224  Cargo handling services;2015 3rd quarter;107.4;-0.2;1.3
1812;5224  Cargo handling services;2015 4th quarter;107.9;0.5;1.1
1813;5224  Cargo handling services;2015 Year average;106.9;;0.5
1814;5224  Cargo handling services;2016 1st quarter;106.7;-1.2;1.7
1815;5224  Cargo handling services;2016 2nd quarter;109.0;2.2;1.2
1816;5224  Cargo handling services;2016 3rd quarter;108.3;-0.6;0.8
1817;5224  Cargo handling services;2016 4th quarter;106.5;-1.6;-1.3
1818;5224  Cargo handling services;2016 Year average;107.6;;0.6
1819;5224  Cargo handling services;2017 1st quarter;105.3;-1.1;-1.3
1820;5224  Cargo handling services;2017 2nd quarter;106.1;0.8;-2.6
1821;5224  Cargo handling services;2017 3rd quarter;105.4;-0.7;-2.7
1822;5224  Cargo handling services;2017 4th quarter;105.1;-0.2;-1.3
1823;5224  Cargo handling services;2017 Year average;105.5;;-2.0
1824;53 Postal and courier services;2002 4th quarter;;;
1825;53 Postal and courier services;2003 1st quarter;;;
1826;53 Postal and courier services;2003 2nd quarter;;;
1827;53 Postal and courier services;2003 3rd quarter;;;
1828;53 Postal and courier services;2003 4th quarter;;;
1829;53 Postal and courier services;2003 Year average;;;
1830;53 Postal and courier services;2004 1st quarter;;;
1831;53 Postal and courier services;2004 2nd quarter;;;
1832;53 Postal and courier services;2004 3rd quarter;;;
1833;53 Postal and courier services;2004 4th quarter;;;
1834;53 Postal and courier services;2004 Year average;;;
1835;53 Postal and courier services;2005 1st quarter;;;
1836;53 Postal and courier services;2005 2nd quarter;;;
1837;53 Postal and courier services;2005 3rd quarter;;;
1838;53 Postal and courier services;2005 4th quarter;;;
1839;53 Postal and courier services;2005 Year average;;;
1840;53 Postal and courier services;2006 1st quarter;;;
1841;53 Postal and courier services;2006 2nd quarter;;;
1842;53 Postal and courier services;2006 3rd quarter;;;
1843;53 Postal and courier services;2006 4th quarter;;;
1844;53 Postal and courier services;2006 Year average;;;
1845;53 Postal and courier services;2007 1st quarter;;;
1846;53 Postal and courier services;2007 2nd quarter;;;
1847;53 Postal and courier services;2007 3rd quarter;;;
1848;53 Postal and courier services;2007 4th quarter;;;
1849;53 Postal and courier services;2007 Year average;;;
1850;53 Postal and courier services;2008 1st quarter;;;
1851;53 Postal and courier services;2008 2nd quarter;;;
1852;53 Postal and courier services;2008 3rd quarter;;;
1853;53 Postal and courier services;2008 4th quarter;;;
1854;53 Postal and courier services;2008 Year average;;;
1855;53 Postal and courier services;2009 1st quarter;;;
1856;53 Postal and courier services;2009 2nd quarter;;;
1857;53 Postal and courier services;2009 3rd quarter;;;
1858;53 Postal and courier services;2009 4th quarter;;;
1859;53 Postal and courier services;2009 Year average;;;
1860;53 Postal and courier services;2010 1st quarter;;;
1861;53 Postal and courier services;2010 2nd quarter;;;
1862;53 Postal and courier services;2010 3rd quarter;;;
1863;53 Postal and courier services;2010 4th quarter;;;
1864;53 Postal and courier services;2010 Year average;;;
1865;53 Postal and courier services;2011 1st quarter;;;
1866;53 Postal and courier services;2011 2nd quarter;;;
1867;53 Postal and courier services;2011 3rd quarter;;;
1868;53 Postal and courier services;2011 4th quarter;;;
1869;53 Postal and courier services;2011 Year average;;;
1870;53 Postal and courier services;2012 1st quarter;;;
1871;53 Postal and courier services;2012 2nd quarter;;;
1872;53 Postal and courier services;2012 3rd quarter;;;
1873;53 Postal and courier services;2012 4th quarter;;;
1874;53 Postal and courier services;2012 Year average;;;
1875;53 Postal and courier services;2013 1st quarter;;;
1876;53 Postal and courier services;2013 2nd quarter;;;
1877;53 Postal and courier services;2013 3rd quarter;;;
1878;53 Postal and courier services;2013 4th quarter;;;
1879;53 Postal and courier services;2013 Year average;;;
1880;53 Postal and courier services;2014 1st quarter;;;
1881;53 Postal and courier services;2014 2nd quarter;;;
1882;53 Postal and courier services;2014 3rd quarter;;;
1883;53 Postal and courier services;2014 4th quarter;;;
1884;53 Postal and courier services;2014 Year average;;;
1885;53 Postal and courier services;2015 1st quarter;;;
1886;53 Postal and courier services;2015 2nd quarter;;;
1887;53 Postal and courier services;2015 3rd quarter;;;
1888;53 Postal and courier services;2015 4th quarter;;;
1889;53 Postal and courier services;2015 Year average;;;
1890;53 Postal and courier services;2016 1st quarter;;;
1891;53 Postal and courier services;2016 2nd quarter;;;
1892;53 Postal and courier services;2016 3rd quarter;;;
1893;53 Postal and courier services;2016 4th quarter;;;
1894;53 Postal and courier services;2016 Year average;;;
1895;53 Postal and courier services;2017 1st quarter;;;
1896;53 Postal and courier services;2017 2nd quarter;;;
1897;53 Postal and courier services;2017 3rd quarter;;;
1898;53 Postal and courier services;2017 4th quarter;;;
1899;53 Postal and courier services;2017 Year average;;;
1900;531 Postal services under universal..;2002 4th quarter;;;
1901;531 Postal services under universal..;2003 1st quarter;;;
1902;531 Postal services under universal..;2003 2nd quarter;;;
1903;531 Postal services under universal..;2003 3rd quarter;;;
1904;531 Postal services under universal..;2003 4th quarter;;;
1905;531 Postal services under universal..;2003 Year average;;;
1906;531 Postal services under universal..;2004 1st quarter;;;
1907;531 Postal services under universal..;2004 2nd quarter;;;
1908;531 Postal services under universal..;2004 3rd quarter;;;
1909;531 Postal services under universal..;2004 4th quarter;;;
1910;531 Postal services under universal..;2004 Year average;;;
1911;531 Postal services under universal..;2005 1st quarter;;;
1912;531 Postal services under universal..;2005 2nd quarter;;;
1913;531 Postal services under universal..;2005 3rd quarter;;;
1914;531 Postal services under universal..;2005 4th quarter;;;
1915;531 Postal services under universal..;2005 Year average;;;
1916;531 Postal services under universal..;2006 1st quarter;;;
1917;531 Postal services under universal..;2006 2nd quarter;;;
1918;531 Postal services under universal..;2006 3rd quarter;;;
1919;531 Postal services under universal..;2006 4th quarter;;;
1920;531 Postal services under universal..;2006 Year average;;;
1921;531 Postal services under universal..;2007 1st quarter;;;
1922;531 Postal services under universal..;2007 2nd quarter;;;
1923;531 Postal services under universal..;2007 3rd quarter;;;
1924;531 Postal services under universal..;2007 4th quarter;;;
1925;531 Postal services under universal..;2007 Year average;;;
1926;531 Postal services under universal..;2008 1st quarter;;;
1927;531 Postal services under universal..;2008 2nd quarter;;;
1928;531 Postal services under universal..;2008 3rd quarter;;;
1929;531 Postal services under universal..;2008 4th quarter;;;
1930;531 Postal services under universal..;2008 Year average;;;
1931;531 Postal services under universal..;2009 1st quarter;;;
1932;531 Postal services under universal..;2009 2nd quarter;;;
1933;531 Postal services under universal..;2009 3rd quarter;;;
1934;531 Postal services under universal..;2009 4th quarter;;;
1935;531 Postal services under universal..;2009 Year average;;;
1936;531 Postal services under universal..;2010 1st quarter;;;
1937;531 Postal services under universal..;2010 2nd quarter;;;
1938;531 Postal services under universal..;2010 3rd quarter;;;
1939;531 Postal services under universal..;2010 4th quarter;;;
1940;531 Postal services under universal..;2010 Year average;;;
1941;531 Postal services under universal..;2011 1st quarter;;;
1942;531 Postal services under universal..;2011 2nd quarter;;;
1943;531 Postal services under universal..;2011 3rd quarter;;;
1944;531 Postal services under universal..;2011 4th quarter;;;
1945;531 Postal services under universal..;2011 Year average;;;
1946;531 Postal services under universal..;2012 1st quarter;;;
1947;531 Postal services under universal..;2012 2nd quarter;;;
1948;531 Postal services under universal..;2012 3rd quarter;;;
1949;531 Postal services under universal..;2012 4th quarter;;;
1950;531 Postal services under universal..;2012 Year average;;;
1951;531 Postal services under universal..;2013 1st quarter;;;
1952;531 Postal services under universal..;2013 2nd quarter;;;
1953;531 Postal services under universal..;2013 3rd quarter;;;
1954;531 Postal services under universal..;2013 4th quarter;;;
1955;531 Postal services under universal..;2013 Year average;;;
1956;531 Postal services under universal..;2014 1st quarter;;;
1957;531 Postal services under universal..;2014 2nd quarter;;;
1958;531 Postal services under universal..;2014 3rd quarter;;;
1959;531 Postal services under universal..;2014 4th quarter;;;
1960;531 Postal services under universal..;2014 Year average;;;
1961;531 Postal services under universal..;2015 1st quarter;;;
1962;531 Postal services under universal..;2015 2nd quarter;;;
1963;531 Postal services under universal..;2015 3rd quarter;;;
1964;531 Postal services under universal..;2015 4th quarter;;;
1965;531 Postal services under universal..;2015 Year average;;;
1966;531 Postal services under universal..;2016 1st quarter;;;
1967;531 Postal services under universal..;2016 2nd quarter;;;
1968;531 Postal services under universal..;2016 3rd quarter;;;
1969;531 Postal services under universal..;2016 4th quarter;;;
1970;531 Postal services under universal..;2016 Year average;;;
1971;531 Postal services under universal..;2017 1st quarter;;;
1972;531 Postal services under universal..;2017 2nd quarter;;;
1973;531 Postal services under universal..;2017 3rd quarter;;;
1974;531 Postal services under universal..;2017 4th quarter;;;
1975;531 Postal services under universal..;2017 Year average;;;
1976;532 Other postal and courier services;2002 4th quarter;;;
1977;532 Other postal and courier services;2003 1st quarter;;;
1978;532 Other postal and courier services;2003 2nd quarter;;;
1979;532 Other postal and courier services;2003 3rd quarter;;;
1980;532 Other postal and courier services;2003 4th quarter;;;
1981;532 Other postal and courier services;2003 Year average;;;
1982;532 Other postal and courier services;2004 1st quarter;;;
1983;532 Other postal and courier services;2004 2nd quarter;;;
1984;532 Other postal and courier services;2004 3rd quarter;;;
1985;532 Other postal and courier services;2004 4th quarter;;;
1986;532 Other postal and courier services;2004 Year average;;;
1987;532 Other postal and courier services;2005 1st quarter;;;
1988;532 Other postal and courier services;2005 2nd quarter;;;
1989;532 Other postal and courier services;2005 3rd quarter;;;
1990;532 Other postal and courier services;2005 4th quarter;;;
1991;532 Other postal and courier services;2005 Year average;;;
1992;532 Other postal and courier services;2006 1st quarter;;;
1993;532 Other postal and courier services;2006 2nd quarter;;;
1994;532 Other postal and courier services;2006 3rd quarter;;;
1995;532 Other postal and courier services;2006 4th quarter;;;
1996;532 Other postal and courier services;2006 Year average;;;
1997;532 Other postal and courier services;2007 1st quarter;;;
1998;532 Other postal and courier services;2007 2nd quarter;;;
1999;532 Other postal and courier services;2007 3rd quarter;;;
2000;532 Other postal and courier services;2007 4th quarter;;;
2001;532 Other postal and courier services;2007 Year average;;;
2002;532 Other postal and courier services;2008 1st quarter;;;
2003;532 Other postal and courier services;2008 2nd quarter;;;
2004;532 Other postal and courier services;2008 3rd quarter;;;
2005;532 Other postal and courier services;2008 4th quarter;;;
2006;532 Other postal and courier services;2008 Year average;;;
2007;532 Other postal and courier services;2009 1st quarter;;;
2008;532 Other postal and courier services;2009 2nd quarter;;;
2009;532 Other postal and courier services;2009 3rd quarter;;;
2010;532 Other postal and courier services;2009 4th quarter;;;
2011;532 Other postal and courier services;2009 Year average;;;
2012;532 Other postal and courier services;2010 1st quarter;;;
2013;532 Other postal and courier services;2010 2nd quarter;;;
2014;532 Other postal and courier services;2010 3rd quarter;;;
2015;532 Other postal and courier services;2010 4th quarter;;;
2016;532 Other postal and courier services;2010 Year average;;;
2017;532 Other postal and courier services;2011 1st quarter;;;
2018;532 Other postal and courier services;2011 2nd quarter;;;
2019;532 Other postal and courier services;2011 3rd quarter;;;
2020;532 Other postal and courier services;2011 4th quarter;;;
2021;532 Other postal and courier services;2011 Year average;;;
2022;532 Other postal and courier services;2012 1st quarter;;;
2023;532 Other postal and courier services;2012 2nd quarter;;;
2024;532 Other postal and courier services;2012 3rd quarter;;;
2025;532 Other postal and courier services;2012 4th quarter;;;
2026;532 Other postal and courier services;2012 Year average;;;
2027;532 Other postal and courier services;2013 1st quarter;;;
2028;532 Other postal and courier services;2013 2nd quarter;;;
2029;532 Other postal and courier services;2013 3rd quarter;;;
2030;532 Other postal and courier services;2013 4th quarter;;;
2031;532 Other postal and courier services;2013 Year average;;;
2032;532 Other postal and courier services;2014 1st quarter;;;
2033;532 Other postal and courier services;2014 2nd quarter;;;
2034;532 Other postal and courier services;2014 3rd quarter;;;
2035;532 Other postal and courier services;2014 4th quarter;;;
2036;532 Other postal and courier services;2014 Year average;;;
2037;532 Other postal and courier services;2015 1st quarter;;;
2038;532 Other postal and courier services;2015 2nd quarter;;;
2039;532 Other postal and courier services;2015 3rd quarter;;;
2040;532 Other postal and courier services;2015 4th quarter;;;
2041;532 Other postal and courier services;2015 Year average;;;
2042;532 Other postal and courier services;2016 1st quarter;;;
2043;532 Other postal and courier services;2016 2nd quarter;;;
2044;532 Other postal and courier services;2016 3rd quarter;;;
2045;532 Other postal and courier services;2016 4th quarter;;;
2046;532 Other postal and courier services;2016 Year average;;;
2047;532 Other postal and courier services;2017 1st quarter;;;
2048;532 Other postal and courier services;2017 2nd quarter;;;
2049;532 Other postal and courier services;2017 3rd quarter;;;
2050;532 Other postal and courier services;2017 4th quarter;;;
2051;532 Other postal and courier services;2017 Year average;;;
2052;188;2002 4th quarter;;;
2053;188;2003 1st quarter;;;
2054;188;2003 2nd quarter;;;
2055;188;2003 3rd quarter;;;
2056;188;2003 4th quarter;;;
2057;188;2003 Year average;;;
2058;188;2004 1st quarter;;;
2059;188;2004 2nd quarter;;;
2060;188;2004 3rd quarter;;;
2061;188;2004 4th quarter;;;
2062;188;2004 Year average;;;
2063;188;2005 1st quarter;;;
2064;188;2005 2nd quarter;;;
2065;188;2005 3rd quarter;;;
2066;188;2005 4th quarter;;;
2067;188;2005 Year average;;;
2068;188;2006 1st quarter;91.1;;
2069;188;2006 2nd quarter;92.0;0.9;
2070;188;2006 3rd quarter;92.0;0.1;
2071;188;2006 4th quarter;91.9;-0.1;
2072;188;2006 Year average;91.8;;
2073;188;2007 1st quarter;93.5;1.7;2.7
2074;188;2007 2nd quarter;93.6;0.1;1.8
2075;188;2007 3rd quarter;94.0;0.4;2.1
2076;188;2007 4th quarter;94.1;0.2;2.4
2077;188;2007 Year average;93.8;;2.2
2078;188;2008 1st quarter;97.3;3.3;4.0
2079;188;2008 2nd quarter;97.9;0.6;4.6
2080;188;2008 3rd quarter;98.9;1.0;5.3
2081;188;2008 4th quarter;98.0;-1.0;4.0
2082;188;2008 Year average;98.0;;4.5
2083;188;2009 1st quarter;99.6;1.7;2.4
2084;188;2009 2nd quarter;97.7;-1.9;-0.2
2085;188;2009 3rd quarter;97.8;0.1;-1.1
2086;188;2009 4th quarter;98.4;0.6;0.5
2087;188;2009 Year average;98.4;;0.4
2088;188;2010 1st quarter;98.6;0.2;-1.0
2089;188;2010 2nd quarter;100.3;1.7;2.6
2090;188;2010 3rd quarter;100.5;0.3;2.8
2091;188;2010 4th quarter;100.6;0.0;2.2
2092;188;2010 Year average;100.0;;1.6
2093;188;2011 1st quarter;103.4;2.8;4.8
2094;188;2011 2nd quarter;104.8;1.3;4.5
2095;188;2011 3rd quarter;105.0;0.2;4.4
2096;188;2011 4th quarter;104.7;-0.2;4.1
2097;188;2011 Year average;104.5;;4.5
2098;188;2012 1st quarter;107.3;2.5;3.8
2099;188;2012 2nd quarter;107.8;0.4;2.9
2100;188;2012 3rd quarter;107.1;-0.6;2.0
2101;188;2012 4th quarter;107.7;0.5;2.8
2102;188;2012 Year average;107.5;;2.9
2103;188;2013 1st quarter;109.9;2.1;2.4
2104;188;2013 2nd quarter;109.7;-0.1;1.8
2105;188;2013 3rd quarter;109.6;-0.1;2.4
2106;188;2013 4th quarter;110.0;0.4;2.2
2107;188;2013 Year average;109.8;;2.2
2108;188;2014 1st quarter;112.5;2.2;2.4
2109;188;2014 2nd quarter;112.4;-0.1;2.4
2110;188;2014 3rd quarter;112.5;0.0;2.6
2111;188;2014 4th quarter;112.4;-0.1;2.1
2112;188;2014 Year average;112.4;;2.4
2113;188;2015 1st quarter;112.9;0.5;0.4
2114;188;2015 2nd quarter;113.2;0.3;0.7
2115;188;2015 3rd quarter;113.5;0.2;0.9
2116;188;2015 4th quarter;112.5;-0.8;0.2
2117;188;2015 Year average;113.0;;0.5
2118;188;2016 1st quarter;114.6;1.8;1.5
2119;188;2016 2nd quarter;114.8;0.2;1.4
2120;188;2016 3rd quarter;115.6;0.7;1.9
2121;188;2016 4th quarter;116.2;0.5;3.3
2122;188;2016 Year average;115.3;;2.0
2123;188;2017 1st quarter;118.0;1.5;3.0
2124;188;2017 2nd quarter;118.8;0.7;3.5
2125;188;2017 3rd quarter;118.5;-0.3;2.5
2126;188;2017 4th quarter;119.1;0.4;2.4
2127;188;2017 Year average;118.6;;2.8
2128;189;2002 4th quarter;;;
2129;189;2003 1st quarter;;;
2130;189;2003 2nd quarter;;;
2131;189;2003 3rd quarter;;;
2132;189;2003 4th quarter;;;
2133;189;2003 Year average;;;
2134;189;2004 1st quarter;;;
2135;189;2004 2nd quarter;;;
2136;189;2004 3rd quarter;;;
2137;189;2004 4th quarter;;;
2138;189;2004 Year average;;;
2139;189;2005 1st quarter;;;
2140;189;2005 2nd quarter;;;
2141;189;2005 3rd quarter;;;
2142;189;2005 4th quarter;;;
2143;189;2005 Year average;;;
2144;189;2006 1st quarter;;;
2145;189;2006 2nd quarter;;;
2146;189;2006 3rd quarter;;;
2147;189;2006 4th quarter;;;
2148;189;2006 Year average;;;
2149;189;2007 1st quarter;;;
2150;189;2007 2nd quarter;;;
2151;189;2007 3rd quarter;;;
2152;189;2007 4th quarter;;;
2153;189;2007 Year average;;;
2154;189;2008 1st quarter;;;
2155;189;2008 2nd quarter;;;
2156;189;2008 3rd quarter;;;
2157;189;2008 4th quarter;;;
2158;189;2008 Year average;;;
2159;189;2009 1st quarter;;;
2160;189;2009 2nd quarter;;;
2161;189;2009 3rd quarter;;;
2162;189;2009 4th quarter;;;
2163;189;2009 Year average;;;
2164;189;2010 1st quarter;;;
2165;189;2010 2nd quarter;;;
2166;189;2010 3rd quarter;;;
2167;189;2010 4th quarter;;;
2168;189;2010 Year average;;;
2169;189;2011 1st quarter;;;
2170;189;2011 2nd quarter;;;
2171;189;2011 3rd quarter;;;
2172;189;2011 4th quarter;;;
2173;189;2011 Year average;;;
2174;189;2012 1st quarter;;;
2175;189;2012 2nd quarter;;;
2176;189;2012 3rd quarter;;;
2177;189;2012 4th quarter;;;
2178;189;2012 Year average;;;
2179;189;2013 1st quarter;;;
2180;189;2013 2nd quarter;;;
2181;189;2013 3rd quarter;;;
2182;189;2013 4th quarter;;;
2183;189;2013 Year average;;;
2184;189;2014 1st quarter;;;
2185;189;2014 2nd quarter;;;
2186;189;2014 3rd quarter;;;
2187;189;2014 4th quarter;;;
2188;189;2014 Year average;;;
2189;189;2015 1st quarter;;;
2190;189;2015 2nd quarter;;;
2191;189;2015 3rd quarter;;;
2192;189;2015 4th quarter;;;
2193;189;2015 Year average;;;
2194;189;2016 1st quarter;;;
2195;189;2016 2nd quarter;;;
2196;189;2016 3rd quarter;;;
2197;189;2016 4th quarter;;;
2198;189;2016 Year average;;;
2199;189;2017 1st quarter;;;
2200;189;2017 2nd quarter;;;
2201;189;2017 3rd quarter;;;
2202;189;2017 4th quarter;;;
2203;189;2017 Year average;;;
2204;I Accommodation and food services;2002 4th quarter;;;
2205;I Accommodation and food services;2003 1st quarter;;;
2206;I Accommodation and food services;2003 2nd quarter;;;
2207;I Accommodation and food services;2003 3rd quarter;;;
2208;I Accommodation and food services;2003 4th quarter;;;
2209;I Accommodation and food services;2003 Year average;;;
2210;I Accommodation and food services;2004 1st quarter;;;
2211;I Accommodation and food services;2004 2nd quarter;;;
2212;I Accommodation and food services;2004 3rd quarter;;;
2213;I Accommodation and food services;2004 4th quarter;;;
2214;I Accommodation and food services;2004 Year average;;;
2215;I Accommodation and food services;2005 1st quarter;;;
2216;I Accommodation and food services;2005 2nd quarter;;;
2217;I Accommodation and food services;2005 3rd quarter;;;
2218;I Accommodation and food services;2005 4th quarter;;;
2219;I Accommodation and food services;2005 Year average;;;
2220;I Accommodation and food services;2006 1st quarter;;;
2221;I Accommodation and food services;2006 2nd quarter;;;
2222;I Accommodation and food services;2006 3rd quarter;;;
2223;I Accommodation and food services;2006 4th quarter;;;
2224;I Accommodation and food services;2006 Year average;;;
2225;I Accommodation and food services;2007 1st quarter;;;
2226;I Accommodation and food services;2007 2nd quarter;;;
2227;I Accommodation and food services;2007 3rd quarter;;;
2228;I Accommodation and food services;2007 4th quarter;;;
2229;I Accommodation and food services;2007 Year average;;;
2230;I Accommodation and food services;2008 1st quarter;;;
2231;I Accommodation and food services;2008 2nd quarter;;;
2232;I Accommodation and food services;2008 3rd quarter;;;
2233;I Accommodation and food services;2008 4th quarter;;;
2234;I Accommodation and food services;2008 Year average;;;
2235;I Accommodation and food services;2009 1st quarter;;;
2236;I Accommodation and food services;2009 2nd quarter;;;
2237;I Accommodation and food services;2009 3rd quarter;;;
2238;I Accommodation and food services;2009 4th quarter;;;
2239;I Accommodation and food services;2009 Year average;;;
2240;I Accommodation and food services;2010 1st quarter;;;
2241;I Accommodation and food services;2010 2nd quarter;;;
2242;I Accommodation and food services;2010 3rd quarter;;;
2243;I Accommodation and food services;2010 4th quarter;;;
2244;I Accommodation and food services;2010 Year average;;;
2245;I Accommodation and food services;2011 1st quarter;;;
2246;I Accommodation and food services;2011 2nd quarter;;;
2247;I Accommodation and food services;2011 3rd quarter;;;
2248;I Accommodation and food services;2011 4th quarter;;;
2249;I Accommodation and food services;2011 Year average;;;
2250;I Accommodation and food services;2012 1st quarter;;;
2251;I Accommodation and food services;2012 2nd quarter;;;
2252;I Accommodation and food services;2012 3rd quarter;;;
2253;I Accommodation and food services;2012 4th quarter;;;
2254;I Accommodation and food services;2012 Year average;;;
2255;I Accommodation and food services;2013 1st quarter;;;
2256;I Accommodation and food services;2013 2nd quarter;;;
2257;I Accommodation and food services;2013 3rd quarter;;;
2258;I Accommodation and food services;2013 4th quarter;;;
2259;I Accommodation and food services;2013 Year average;;;
2260;I Accommodation and food services;2014 1st quarter;;;
2261;I Accommodation and food services;2014 2nd quarter;;;
2262;I Accommodation and food services;2014 3rd quarter;;;
2263;I Accommodation and food services;2014 4th quarter;;;
2264;I Accommodation and food services;2014 Year average;;;
2265;I Accommodation and food services;2015 1st quarter;;;
2266;I Accommodation and food services;2015 2nd quarter;;;
2267;I Accommodation and food services;2015 3rd quarter;;;
2268;I Accommodation and food services;2015 4th quarter;;;
2269;I Accommodation and food services;2015 Year average;;;
2270;I Accommodation and food services;2016 1st quarter;;;
2271;I Accommodation and food services;2016 2nd quarter;;;
2272;I Accommodation and food services;2016 3rd quarter;;;
2273;I Accommodation and food services;2016 4th quarter;;;
2274;I Accommodation and food services;2016 Year average;;;
2275;I Accommodation and food services;2017 1st quarter;;;
2276;I Accommodation and food services;2017 2nd quarter;;;
2277;I Accommodation and food services;2017 3rd quarter;;;
2278;I Accommodation and food services;2017 4th quarter;;;
2279;I Accommodation and food services;2017 Year average;;;
2280;J Information and communication;2002 4th quarter;;;
2281;J Information and communication;2003 1st quarter;;;
2282;J Information and communication;2003 2nd quarter;;;
2283;J Information and communication;2003 3rd quarter;;;
2284;J Information and communication;2003 4th quarter;;;
2285;J Information and communication;2003 Year average;;;
2286;J Information and communication;2004 1st quarter;;;
2287;J Information and communication;2004 2nd quarter;;;
2288;J Information and communication;2004 3rd quarter;;;
2289;J Information and communication;2004 4th quarter;;;
2290;J Information and communication;2004 Year average;;;
2291;J Information and communication;2005 1st quarter;;;
2292;J Information and communication;2005 2nd quarter;;;
2293;J Information and communication;2005 3rd quarter;;;
2294;J Information and communication;2005 4th quarter;;;
2295;J Information and communication;2005 Year average;;;
2296;J Information and communication;2006 1st quarter;95.7;;
2297;J Information and communication;2006 2nd quarter;95.5;-0.1;
2298;J Information and communication;2006 3rd quarter;96.1;0.6;
2299;J Information and communication;2006 4th quarter;96.8;0.7;
2300;J Information and communication;2006 Year average;96.0;;
2301;J Information and communication;2007 1st quarter;97.2;0.4;1.6
2302;J Information and communication;2007 2nd quarter;98.3;1.1;2.8
2303;J Information and communication;2007 3rd quarter;97.5;-0.7;1.5
2304;J Information and communication;2007 4th quarter;97.8;0.3;1.0
2305;J Information and communication;2007 Year average;97.7;;1.7
2306;J Information and communication;2008 1st quarter;98.0;0.2;0.8
2307;J Information and communication;2008 2nd quarter;98.3;0.2;0.0
2308;J Information and communication;2008 3rd quarter;98.3;0.0;0.8
2309;J Information and communication;2008 4th quarter;98.1;-0.2;0.3
2310;J Information and communication;2008 Year average;98.2;;0.5
2311;J Information and communication;2009 1st quarter;98.7;0.6;0.7
2312;J Information and communication;2009 2nd quarter;98.2;-0.5;-0.1
2313;J Information and communication;2009 3rd quarter;98.3;0.1;0.0
2314;J Information and communication;2009 4th quarter;98.0;-0.3;-0.1
2315;J Information and communication;2009 Year average;98.3;;0.1
2316;J Information and communication;2010 1st quarter;99.8;1.9;1.1
2317;J Information and communication;2010 2nd quarter;100.0;0.1;1.8
2318;J Information and communication;2010 3rd quarter;100.1;0.1;1.8
2319;J Information and communication;2010 4th quarter;100.1;0.1;2.2
2320;J Information and communication;2010 Year average;100.0;;1.7
2321;J Information and communication;2011 1st quarter;100.0;-0.1;0.2
2322;J Information and communication;2011 2nd quarter;99.8;-0.3;-0.2
2323;J Information and communication;2011 3rd quarter;99.0;-0.7;-1.0
2324;J Information and communication;2011 4th quarter;98.1;-1.0;-2.1
2325;J Information and communication;2011 Year average;99.2;;-0.8
2326;J Information and communication;2012 1st quarter;97.8;-0.3;-2.2
2327;J Information and communication;2012 2nd quarter;98.7;0.9;-1.1
2328;J Information and communication;2012 3rd quarter;97.3;-1.4;-1.7
2329;J Information and communication;2012 4th quarter;97.5;0.2;-0.5
2330;J Information and communication;2012 Year average;97.8;;-1.4
2331;J Information and communication;2013 1st quarter;97.7;0.2;-0.1
2332;J Information and communication;2013 2nd quarter;97.0;-0.7;-1.7
