ID;HerkomstBestemming;Perioden;CO2_1;N2O_2;CH4_3;BroeikasgasEquivalent_4;NOx_5;SO2_6;NH3_7;ZuurEquivalent_8;CFK12Equivalent_9;PM10_10;FijnStofEquivalent_11;CO_12;NMVOS_13
34;2;2004;19387.0;1.1;2.6;19780.0;57.0;0.5;2.4;1.4;0.0;7.9;7.9;369.8;44.5
35;2;2005;19344.0;1.1;2.6;19725.0;52.0;0.3;2.4;1.3;0.0;7.6;7.6;360.6;42.2
36;2;2006;19320.0;1.0;2.4;19692.0;47.6;0.3;2.4;1.2;0.0;7.5;7.5;347.1;38.5
37;2;2007;19935.0;1.0;2.4;20302.0;46.5;0.3;2.4;1.2;0.0;7.3;7.3;341.4;37.0
38;2;2008;19406.0;1.0;2.4;19764.0;38.8;0.2;2.3;1.0;0.0;6.2;6.2;336.4;35.9
39;2;2009;20182.0;1.0;2.5;20553.0;39.5;0.3;2.4;1.0;0.0;6.5;6.5;333.7;35.3
40;3;1990;20937.0;0.2;21.4;21438.0;20.3;1.1;8.6;1.0;595.4;4.4;4.4;70.4;37.4
41;3;1991;23381.0;0.2;23.2;23963.0;22.4;1.0;8.6;1.0;463.1;4.3;4.3;68.6;37.4
42;3;1992;21127.0;0.2;20.9;21667.0;20.1;0.9;8.8;1.0;346.6;4.2;4.2;66.9;37.3
43;3;1993;22284.0;0.2;21.5;22844.0;21.0;0.9;8.8;1.0;246.0;4.1;4.1;65.2;37.3
44;3;1994;21157.0;0.2;20.3;21699.0;19.8;0.8;8.7;1.0;161.2;4.0;4.0;63.4;37.2
45;3;1995;22245.0;0.2;20.9;22806.0;20.7;0.7;8.9;1.0;92.3;3.9;3.9;61.7;37.2
46;3;1996;25682.0;0.3;23.2;26314.0;23.5;0.6;8.8;1.1;97.3;3.8;3.8;62.4;38.6
47;3;1997;21679.0;0.2;20.3;22247.0;19.8;0.5;8.9;1.0;92.2;3.9;3.9;61.6;37.1
48;3;1998;20666.0;0.2;19.3;21221.0;18.5;0.5;9.0;0.9;78.8;3.8;3.8;60.4;33.6
49;3;1999;20395.0;0.2;18.7;20904.0;18.2;0.5;9.0;0.9;79.4;3.6;3.6;54.0;32.2
50;3;2000;20519.0;0.2;18.8;21227.0;18.4;0.5;9.1;0.9;73.6;3.8;3.8;60.0;33.6
51;3;2001;21253.0;0.2;19.0;21920.0;18.7;0.5;9.1;1.0;70.7;3.7;3.7;58.8;33.6
52;3;2002;20151.0;0.2;18.0;20778.0;17.4;0.5;9.2;0.9;67.7;3.7;3.7;55.8;33.4
53;3;2003;20595.0;0.2;18.2;21268.0;17.4;0.5;9.2;0.9;64.7;3.6;3.6;54.7;32.8
54;3;2004;20323.0;0.2;17.8;21021.0;16.5;0.5;9.2;0.9;61.7;3.5;3.5;54.6;31.0
55;3;2005;19422.0;0.2;16.9;20111.0;15.2;0.5;10.4;1.0;58.8;3.3;3.3;54.3;31.6
56;3;2006;18649.0;0.2;16.2;19360.0;14.2;0.5;10.4;0.9;55.8;3.3;3.3;54.1;31.7
57;3;2007;17251.0;0.2;15.1;17973.0;12.7;0.5;10.5;0.9;52.8;3.4;3.4;53.7;32.0
58;3;2008;19151.0;0.2;16.4;19916.0;13.5;0.5;10.2;0.9;49.8;3.4;3.4;54.2;32.2
59;3;2009;19207.0;0.2;16.4;19972.0;13.0;0.5;10.2;0.9;46.9;3.4;3.4;54.3;32.3
60;4;1990;140281.0;64.8;1189.4;192039.0;540.2;242.2;243.2;33.6;5282.6;66.7;66.7;490.7;294.6
61;4;1991;143662.0;65.8;1201.8;195117.0;530.4;208.5;253.7;33.0;4076.9;63.8;63.8;548.4;276.8
62;4;1992;144646.0;68.8;1179.2;197220.0;540.6;206.5;207.5;30.4;3001.2;60.7;60.7;577.4;259.9
63;4;1993;148512.0;70.0;1167.7;201780.0;536.6;201.0;226.7;31.3;2072.7;56.9;56.9;565.6;242.4
64;4;1994;149879.0;68.2;1152.1;203498.0;519.2;190.9;203.8;29.2;1240.6;53.4;53.4;517.0;224.6
65;4;1995;153566.0;68.5;1125.4;206362.0;514.9;190.4;185.2;28.0;548.8;49.3;49.3;424.3;205.9
66;4;1996;157980.0;67.9;1091.4;211564.0;527.2;183.7;187.1;28.2;489.8;43.8;43.8;417.0;189.9
67;4;1997;156994.0;67.1;1046.3;210171.0;531.9;171.2;182.8;27.7;324.0;40.9;40.9;381.6;167.6
68;4;1998;160906.0;66.0;1011.7;213614.0;550.3;168.6;164.9;26.9;209.3;40.0;40.0;375.3;161.8
69;4;1999;157000.0;63.9;963.6;203333.0;563.5;174.3;158.7;27.0;151.7;40.3;40.3;365.4;155.0
70;4;2000;159060.0;61.5;920.7;202725.0;518.5;158.9;144.4;24.7;142.5;40.9;40.9;357.6;148.3
71;4;2001;163670.0;57.7;898.4;203302.0;508.6;156.9;135.7;23.9;173.8;38.3;38.3;342.8;126.7
72;4;2002;164684.0;55.1;857.6;203437.0;495.5;146.2;130.8;23.0;151.1;37.2;37.2;327.1;119.2
73;4;2003;167534.0;54.0;830.8;203655.0;505.4;147.3;126.6;23.0;119.7;35.7;35.7;315.9;109.8
74;4;2004;169989.0;55.6;818.4;206140.0;499.0;154.6;125.9;23.1;117.2;35.1;35.1;332.0;104.6
75;4;2005;167651.0;55.3;801.9;203018.0;499.2;155.8;125.1;23.1;114.9;35.2;35.2;315.3;111.3
76;4;2006;164081.0;54.7;783.6;199216.0;461.7;138.6;124.5;21.7;114.4;33.5;33.5;316.9;104.9
77;4;2007;167095.0;49.2;785.3;200715.0;480.2;149.8;124.7;22.5;108.6;34.2;34.2;308.2;103.9
78;4;2008;168879.0;37.4;795.1;199025.0;437.1;105.3;117.5;19.7;104.7;32.4;32.4;312.6;103.5
79;4;2009;163536.0;37.4;785.4;193473.0;410.0;89.7;117.9;18.7;100.7;30.1;30.1;306.5;95.9
80;5;1990;10746.0;38.5;504.8;33297.0;55.4;6.3;237.8;15.4;0.0;8.3;8.3;33.5;8.6
81;5;1991;11814.0;39.5;523.7;35057.0;57.2;6.3;247.8;16.0;0.0;8.3;8.3;37.6;8.9
82;5;1992;11598.0;42.3;518.2;35592.0;56.3;5.9;201.5;13.3;0.0;8.1;8.1;39.5;8.8
83;5;1993;12146.0;41.8;516.6;35952.0;59.4;5.9;221.0;14.5;0.0;8.1;8.1;41.1;9.0
84;5;1994;11528.0;40.5;508.5;34773.0;59.7;5.8;197.9;13.1;0.0;7.9;7.9;42.4;8.8
85;5;1995;11221.0;42.1;507.2;34945.0;58.8;5.6;179.7;12.0;0.0;7.7;7.7;42.2;8.2
86;5;1996;12177.0;41.5;493.4;35410.0;59.6;5.6;182.4;12.2;0.0;7.8;7.8;43.3;8.4
87;5;1997;10584.0;40.9;487.6;33516.0;55.7;5.3;178.3;11.9;0.0;7.7;7.7;42.9;7.7
88;5;1998;10759.0;39.7;472.5;32986.0;59.0;5.7;160.6;10.9;0.0;7.9;7.9;44.0;8.0
89;5;1999;10428.0;38.7;469.4;32292.0;57.3;5.5;154.7;10.5;0.0;7.9;7.9;41.6;7.6
90;5;2000;10357.0;35.8;453.3;31019.0;54.4;5.5;140.3;9.6;0.0;7.7;7.7;38.9;7.1
91;5;2001;10131.0;34.1;455.5;30324.0;54.8;6.0;131.5;9.1;0.0;7.5;7.5;43.3;7.3
92;5;2002;9712.0;32.4;432.2;28902.0;52.3;5.7;127.0;8.8;0.0;7.8;7.8;40.9;6.8
93;5;2003;9702.0;31.1;428.6;28433.0;51.5;6.4;122.7;8.5;0.0;6.8;6.8;37.2;6.3
94;5;2004;9696.0;31.0;432.2;28479.0;49.7;6.9;121.3;8.4;0.0;7.4;7.4;36.9;6.0
95;5;2005;9641.0;31.1;433.5;28485.0;48.6;6.9;121.2;8.4;0.0;7.7;7.7;35.3;5.8
96;5;2006;9016.0;30.9;438.5;27931.0;43.6;5.8;120.9;8.2;0.0;7.4;7.4;34.5;5.2
97;5;2007;9517.0;30.0;456.6;28564.0;42.8;5.8;121.4;8.3;0.0;7.6;7.6;34.8;5.1
98;5;2008;10585.0;30.3;482.0;30266.0;39.2;2.6;114.1;7.6;0.0;7.8;7.8;34.8;5.1
99;5;2009;10572.0;30.3;488.3;30393.0;36.7;2.6;114.6;7.6;0.0;7.7;7.7;34.6;4.8
100;6;1990;527.0;9.2;0.0;3382.0;3.3;0.3;2.6;0.2;0.0;0.9;0.9;3.7;0.9
101;6;1991;506.0;9.4;0.0;3418.0;3.1;0.3;2.5;0.2;0.0;0.9;0.9;3.8;0.9
102;6;1992;490.0;10.0;0.0;3604.0;2.9;0.3;2.5;0.2;0.0;0.9;0.9;3.9;0.8
103;6;1993;504.0;10.0;0.0;3592.0;3.1;0.3;2.5;0.2;0.0;0.9;0.9;4.2;0.9
104;6;1994;470.0;9.7;0.0;3491.0;2.7;0.2;2.5;0.2;0.0;0.8;0.8;4.0;0.8
105;6;1995;459.0;10.1;0.0;3585.0;2.5;0.2;2.4;0.2;0.0;0.8;0.8;4.1;0.8
106;6;1996;479.0;9.8;0.0;3534.0;2.7;0.2;2.4;0.2;0.0;0.8;0.8;4.2;0.8
107;6;1997;454.0;9.8;0.0;3488.0;2.2;0.2;2.3;0.2;0.0;0.8;0.8;3.9;0.7
108;6;1998;442.0;9.5;0.0;3390.0;2.3;0.2;2.2;0.2;0.0;0.8;0.8;3.6;0.7
109;6;1999;470.0;9.2;0.0;3337.0;2.7;0.2;2.2;0.2;0.0;0.8;0.8;4.1;0.7
110;6;2000;458.0;8.7;0.0;3184.0;2.4;0.2;2.1;0.2;0.0;0.8;0.8;4.0;0.7
111;6;2001;475.0;8.3;0.1;3071.0;4.5;0.4;2.0;0.2;0.0;0.9;0.9;8.0;1.1
112;6;2002;466.0;7.9;0.0;2952.0;4.3;0.4;2.2;0.2;0.0;0.9;0.9;7.3;1.0
113;6;2003;492.0;7.8;0.0;2957.0;4.5;0.5;2.5;0.3;0.0;0.9;0.9;7.1;1.0
114;6;2004;474.0;7.8;0.0;2937.0;4.1;0.5;2.4;0.2;0.0;0.9;0.9;6.9;0.9
115;6;2005;463.0;7.8;0.0;2921.0;3.9;0.5;2.2;0.2;0.0;0.8;0.8;6.2;0.9
116;6;2006;386.0;7.8;0.0;2840.0;2.8;0.4;2.5;0.2;0.0;0.8;0.8;4.9;0.7
117;6;2007;384.0;7.6;0.1;2788.0;2.7;0.3;2.2;0.2;0.0;0.8;0.8;5.1;0.7
118;6;2008;423.0;7.6;0.1;2835.0;2.6;0.1;1.9;0.2;0.0;0.8;0.8;5.1;0.6
119;6;2009;413.0;7.6;0.1;2823.0;2.4;0.2;1.9;0.2;0.0;0.8;0.8;5.1;0.6
120;7;1990;7543.0;2.7;2.5;8426.0;16.9;1.7;3.2;0.6;0.0;0.8;0.8;10.2;3.4
121;7;1991;8550.0;2.7;2.6;9433.0;18.5;1.7;3.3;0.7;0.0;0.8;0.8;11.4;3.5
122;7;1992;8299.0;2.8;2.5;9214.0;18.5;1.4;2.7;0.6;0.0;0.7;0.7;11.5;3.3
123;7;1993;8729.0;2.8;2.5;9640.0;19.8;1.4;2.9;0.6;0.0;0.7;0.7;11.9;3.4
124;7;1994;8188.0;2.7;2.5;9068.0;19.3;1.2;2.6;0.6;0.0;0.6;0.6;11.1;3.2
125;7;1995;7925.0;2.8;8.3;8978.0;19.8;1.1;3.0;0.6;0.0;0.5;0.5;11.2;3.1
126;7;1996;8875.0;2.7;11.3;9963.0;21.4;1.0;3.1;0.7;0.0;0.5;0.5;12.2;3.4
127;7;1997;7519.0;2.8;12.2;8644.0;19.2;0.8;3.0;0.6;0.0;0.4;0.4;11.6;3.0
128;7;1998;7543.0;2.8;9.2;8605.0;19.8;0.7;2.7;0.6;0.0;0.4;0.4;11.2;3.0
129;7;1999;7395.0;2.7;9.4;8439.0;20.1;0.8;2.6;0.6;0.0;0.4;0.4;12.3;3.0
130;7;2000;7408.0;2.5;8.7;8374.0;19.0;0.7;2.6;0.6;0.0;0.3;0.3;11.2;2.8
131;7;2001;7122.0;2.3;8.3;8016.0;16.9;0.5;2.5;0.5;0.0;0.2;0.2;9.0;2.4
132;7;2002;6781.0;2.2;7.8;7638.0;15.9;0.5;2.8;0.5;0.0;0.2;0.2;8.3;2.3
133;7;2003;6697.0;2.1;7.6;7551.0;13.9;0.3;3.2;0.5;0.0;0.1;0.1;4.5;1.8
134;7;2004;6823.0;2.2;8.3;7705.0;14.3;0.6;3.0;0.5;0.0;0.2;0.2;4.8;1.9
135;7;2005;6760.0;2.1;10.3;7669.0;14.1;0.6;2.8;0.5;0.0;0.2;0.2;4.1;1.8
136;7;2006;6377.0;2.1;15.6;7402.0;13.3;0.4;3.1;0.5;0.0;0.1;0.1;5.7;1.8
137;7;2007;6977.0;2.0;26.3;8204.0;13.3;0.4;2.8;0.5;0.0;0.1;0.1;5.9;1.9
138;7;2008;7981.0;2.0;41.4;9522.0;14.0;0.2;2.4;0.5;0.0;0.1;0.1;6.1;2.0
139;7;2009;8077.0;2.0;41.3;9615.0;13.2;0.2;2.4;0.4;0.0;0.1;0.1;6.0;2.0
140;8;1990;997.0;23.6;502.1;18868.0;7.1;0.7;230.9;13.8;0.0;5.5;5.5;7.6;1.6
141;8;1991;1012.0;24.3;520.9;19492.0;6.8;0.7;240.9;14.3;0.0;5.5;5.5;8.5;1.7
142;8;1992;1037.0;26.1;515.4;19943.0;6.4;0.6;195.1;11.6;0.0;5.5;5.5;8.8;1.6
143;8;1993;1052.0;25.7;513.8;19804.0;6.6;0.6;214.5;12.8;0.0;5.4;5.4;9.2;1.7
144;8;1994;952.0;24.8;505.8;19265.0;5.8;0.5;191.7;11.4;0.0;5.4;5.4;8.7;1.4
145;8;1995;945.0;25.8;498.7;19427.0;5.4;0.5;173.2;10.3;0.0;5.3;5.3;8.8;1.3
146;8;1996;951.0;25.6;481.8;19001.0;5.5;0.5;175.9;10.5;0.0;5.4;5.4;8.5;1.2
147;8;1997;837.0;25.0;475.1;18574.0;4.8;0.4;171.9;10.2;0.0;5.5;5.5;8.4;1.1
148;8;1998;840.0;24.0;463.0;18013.0;5.1;0.4;154.7;9.2;0.0;5.6;5.6;8.1;1.1
149;8;1999;887.0;23.5;459.8;17825.0;6.0;0.5;149.0;8.9;0.0;5.7;5.7;9.3;1.3
150;8;2000;833.0;21.6;444.3;16857.0;4.9;0.4;134.6;8.0;0.0;5.6;5.6;8.1;1.1
151;8;2001;935.0;20.8;446.9;16762.0;7.3;0.7;126.2;7.6;0.0;5.6;5.6;12.9;1.6
152;8;2002;904.0;19.5;424.2;15871.0;7.1;0.7;121.0;7.3;0.0;5.9;5.9;12.2;1.4
153;8;2003;956.0;18.6;420.7;15564.0;8.3;0.9;115.8;7.0;0.0;5.0;5.0;13.3;1.6
154;8;2004;930.0;18.5;423.6;15567.0;8.0;1.0;114.8;7.0;0.0;5.7;5.7;13.4;1.5
155;8;2005;956.0;18.8;422.9;15659.0;8.1;1.0;115.1;7.0;0.0;5.9;5.9;13.0;1.4
156;8;2006;907.0;18.6;422.6;15553.0;7.3;1.0;114.2;6.9;0.0;5.9;5.9;12.8;1.3
157;8;2007;829.0;18.1;429.6;15464.0;6.5;0.8;115.3;6.9;0.0;6.1;6.1;12.7;1.2
158;8;2008;926.0;18.4;439.7;15861.0;6.4;0.3;108.9;6.6;0.0;6.3;6.3;12.8;1.2
159;8;2009;896.0;18.4;446.1;15974.0;5.8;0.4;109.4;6.6;0.0;6.4;6.4;12.7;1.0
160;9;1990;700.0;3.0;0.1;1636.0;8.7;0.9;1.1;0.3;0.0;0.7;0.7;9.0;1.9
161;9;1991;746.0;3.1;0.1;1707.0;9.1;0.9;1.1;0.3;0.0;0.7;0.7;10.9;2.1
162;9;1992;814.0;3.4;0.1;1866.0;9.5;0.9;1.1;0.3;0.0;0.7;0.7;12.5;2.1
163;9;1993;826.0;3.4;0.1;1874.0;9.6;0.9;1.1;0.3;0.0;0.7;0.7;12.9;2.2
164;9;1994;840.0;3.3;0.2;1864.0;10.7;1.0;1.1;0.3;0.0;0.7;0.7;15.5;2.4
165;9;1995;813.0;3.4;0.2;1869.0;9.7;0.9;1.1;0.3;0.0;0.6;0.6;15.2;2.2
166;9;1996;886.0;3.3;0.2;1919.0;10.3;0.9;1.1;0.3;0.0;0.6;0.6;15.7;2.2
167;9;1997;780.0;3.3;0.2;1808.0;9.6;0.8;1.0;0.3;0.0;0.5;0.5;16.3;2.2
168;9;1998;946.0;3.3;0.2;1981.0;12.0;1.0;1.0;0.4;0.0;0.7;0.7;18.4;2.5
169;9;1999;707.0;3.2;0.2;1715.0;9.0;0.8;1.0;0.3;0.0;0.5;0.5;13.4;1.8
170;9;2000;671.0;3.0;0.2;1598.0;8.2;0.7;0.9;0.3;0.0;0.4;0.4;13.0;1.7
171;9;2001;641.0;2.7;0.2;1491.0;6.6;0.6;0.9;0.2;0.0;0.3;0.3;10.8;1.3
172;9;2002;676.0;2.7;0.2;1527.0;6.8;0.6;1.1;0.2;0.0;0.3;0.3;10.7;1.3
173;9;2003;682.0;2.5;0.2;1452.0;6.7;0.7;1.2;0.2;0.0;0.3;0.3;9.9;1.2
174;9;2004;661.0;2.4;0.2;1421.0;6.2;0.7;1.1;0.2;0.0;0.3;0.3;9.6;1.1
175;9;2005;704.0;2.4;0.2;1440.0;6.5;0.8;1.0;0.2;0.0;0.3;0.3;9.8;1.1
176;9;2006;660.0;2.4;0.3;1401.0;5.7;0.7;1.2;0.2;0.0;0.3;0.3;9.2;0.9
177;9;2007;637.0;2.3;0.6;1364.0;5.3;0.6;1.1;0.2;0.0;0.2;0.2;9.3;0.9
178;9;2008;710.0;2.3;0.8;1444.0;5.2;0.2;0.9;0.2;0.0;0.2;0.2;9.3;0.9
179;9;2009;681.0;2.3;0.8;1420.0;4.8;0.3;0.9;0.2;0.0;0.2;0.2;9.3;0.8
180;05 Visserij, kweken van vis;1990;980.0;0.0;0.1;984.0;19.5;2.7;0.0;0.5;0.0;0.4;0.4;3.0;0.9
181;05 Visserij, kweken van vis;1991;1000.0;0.0;0.1;1007.0;19.8;2.7;0.0;0.5;0.0;0.4;0.4;3.0;0.9
182;05 Visserij, kweken van vis;1992;958.0;0.0;0.1;965.0;19.0;2.7;0.0;0.5;0.0;0.4;0.4;2.8;0.8
183;05 Visserij, kweken van vis;1993;1034.0;0.0;0.1;1041.0;20.4;2.7;0.0;0.5;0.0;0.4;0.4;3.0;0.9
184;05 Visserij, kweken van vis;1994;1078.0;0.0;0.1;1085.0;21.2;2.8;0.0;0.5;0.0;0.5;0.5;3.1;0.9
185;05 Visserij, kweken van vis;1995;1079.0;0.0;0.1;1086.0;21.4;2.9;0.0;0.6;0.0;0.5;0.5;2.9;0.9
186;05 Visserij, kweken van vis;1996;986.0;0.0;0.1;994.0;19.7;2.9;0.0;0.5;0.0;0.4;0.4;2.6;0.8
187;05 Visserij, kweken van vis;1997;994.0;0.0;0.1;1002.0;19.9;3.1;0.0;0.5;0.0;0.4;0.4;2.7;0.8
188;05 Visserij, kweken van vis;1998;989.0;0.0;0.1;997.0;19.8;3.3;0.0;0.5;0.0;0.5;0.5;2.6;0.8
189;05 Visserij, kweken van vis;1999;969.0;0.0;0.1;975.0;19.5;3.2;0.0;0.5;0.0;0.4;0.4;2.6;0.8
190;05 Visserij, kweken van vis;2000;986.0;0.0;0.1;1006.0;19.9;3.5;0.0;0.5;0.0;0.5;0.5;2.7;0.8
191;05 Visserij, kweken van vis;2001;959.0;0.0;0.1;985.0;19.6;3.8;0.0;0.5;0.0;0.5;0.5;2.6;0.8
192;05 Visserij, kweken van vis;2002;885.0;0.0;0.1;915.0;18.1;3.5;0.0;0.5;0.0;0.4;0.4;2.4;0.7
193;05 Visserij, kweken van vis;2003;874.0;0.0;0.1;910.0;18.2;4.0;0.0;0.5;0.0;0.5;0.5;2.4;0.7
194;05 Visserij, kweken van vis;2004;808.0;0.0;0.0;849.0;17.0;4.0;0.0;0.5;0.0;0.4;0.4;2.2;0.6
195;05 Visserij, kweken van vis;2005;758.0;0.0;0.0;797.0;16.0;4.0;0.0;0.5;0.0;0.4;0.4;2.1;0.6
196;05 Visserij, kweken van vis;2006;685.0;0.0;0.0;735.0;14.4;3.4;0.0;0.4;0.0;0.4;0.4;1.9;0.5
197;05 Visserij, kweken van vis;2007;689.0;0.0;0.0;744.0;15.0;3.7;0.0;0.4;0.0;0.4;0.4;1.9;0.5
198;05 Visserij, kweken van vis;2008;545.0;0.0;0.0;603.0;11.0;1.8;0.0;0.3;0.0;0.3;0.3;1.5;0.4
199;05 Visserij, kweken van vis;2009;504.0;0.0;0.0;562.0;10.5;1.6;0.0;0.3;0.0;0.3;0.3;1.4;0.4
200;C Delfstoffenwinning;1990;2440.0;0.0;78.1;4082.0;8.7;1.9;0.2;0.3;0.0;0.1;0.1;2.1;16.2
201;C Delfstoffenwinning;1991;2446.0;0.0;82.5;4181.0;8.4;1.5;0.1;0.2;0.0;0.1;0.1;2.2;15.8
202;C Delfstoffenwinning;1992;2502.0;0.0;72.1;4017.0;9.0;1.7;0.1;0.3;0.0;0.1;0.1;2.3;15.3
203;C Delfstoffenwinning;1993;2286.0;0.0;69.9;3756.0;8.0;1.9;0.1;0.2;0.0;0.1;0.1;2.7;14.9
204;C Delfstoffenwinning;1994;2084.0;0.0;74.9;3658.0;6.6;1.8;0.1;0.2;0.0;0.1;0.1;2.8;14.4
205;C Delfstoffenwinning;1995;2219.0;0.0;77.8;3854.0;8.0;1.2;0.1;0.2;0.0;0.1;0.1;3.0;13.9
206;C Delfstoffenwinning;1996;2296.0;0.0;72.2;3813.0;24.2;2.3;0.1;0.6;0.0;0.1;0.1;2.8;15.4
207;C Delfstoffenwinning;1997;2422.0;0.0;47.9;3428.0;38.2;3.1;0.1;0.9;0.0;0.1;0.1;2.1;11.7
208;C Delfstoffenwinning;1998;2445.0;0.0;48.3;3461.0;56.7;3.7;0.0;1.4;0.0;0.1;0.1;2.0;12.2
209;C Delfstoffenwinning;1999;2321.0;0.0;41.4;3192.0;44.9;0.4;0.0;1.0;0.0;0.1;0.1;1.6;11.7
210;C Delfstoffenwinning;2000;2301.0;0.0;38.4;3110.0;6.8;0.8;0.0;0.2;0.0;0.1;0.1;1.6;10.9
211;C Delfstoffenwinning;2001;2315.0;0.0;37.9;3112.0;7.6;0.5;0.0;0.2;0.3;0.1;0.1;2.1;10.0
212;C Delfstoffenwinning;2002;2530.0;0.0;36.4;3296.0;7.1;0.9;0.0;0.2;0.0;0.1;0.1;1.2;9.0
213;C Delfstoffenwinning;2003;2520.0;0.0;35.9;3277.0;6.8;0.5;0.0;0.2;0.0;0.1;0.1;1.7;7.8
214;C Delfstoffenwinning;2004;2597.0;0.0;34.1;3315.0;6.0;0.4;0.0;0.1;0.0;0.1;0.1;2.5;6.5
215;C Delfstoffenwinning;2005;2581.0;0.0;36.7;3353.0;6.2;0.3;0.0;0.1;0.0;0.1;0.1;2.3;6.6
216;C Delfstoffenwinning;2006;2475.0;0.0;33.5;3180.0;6.2;0.3;0.0;0.1;0.0;0.1;0.1;2.2;6.4
217;C Delfstoffenwinning;2007;2314.0;0.0;36.1;3082.0;6.0;0.3;0.0;0.1;0.0;0.1;0.1;2.2;7.9
218;C Delfstoffenwinning;2008;2327.0;0.0;37.7;3129.0;5.7;0.3;0.0;0.1;0.0;0.1;0.1;2.1;7.6
