ID;RegioS;BedrijfstakkenBranchesSBI93;Perioden;Investeringen_1;GrondEnTerreinen_2;Bedrijfsruimten_3;GrondWaterEnWegenbouwkundigeWerken_4;Vervoermiddelen_5;ComputersEnRandapparatuur_6;MachinesEnInstallaties_7;OverigeMaterieleVasteActiva_8
514;Noord-Nederland;24 Chemische industrie;2001;62.6;0.8;6.5;2.8;0.5;2.1;41.6;8.4
515;Noord-Nederland;24 Chemische industrie;2002;63.6;0.2;6.7;1.0;0.2;2.1;51.0;2.4
516;Noord-Nederland;24 Chemische industrie;2003;;;;;;;;
517;Noord-Nederland;24 Chemische industrie;2004;;;;;;;;
518;Noord-Nederland;24 Chemische industrie;2005;;;;;;;;
519;Noord-Nederland;24 Chemische industrie;2006;345.3;0.0;38.2;1.9;0.3;1.1;272.3;31.4
520;Noord-Nederland;24 Chemische industrie;2007;;;;;;;;
521;Noord-Nederland;24 Chemische industrie;2008;;;;;;;;
522;Noord-Nederland;DH Rubber- en kunststofverwerkende ind.;2000;;;;;;;;
523;Noord-Nederland;DH Rubber- en kunststofverwerkende ind.;2001;;;;;;;;
524;Noord-Nederland;DH Rubber- en kunststofverwerkende ind.;2002;;;;;;;;
525;Noord-Nederland;DH Rubber- en kunststofverwerkende ind.;2003;;;;;;;;
526;Noord-Nederland;DH Rubber- en kunststofverwerkende ind.;2004;;;;;;;;
527;Noord-Nederland;DH Rubber- en kunststofverwerkende ind.;2005;;;;;;;;
528;Noord-Nederland;DH Rubber- en kunststofverwerkende ind.;2006;;;;;;;;
529;Noord-Nederland;DH Rubber- en kunststofverwerkende ind.;2007;;;;;;;;
530;Noord-Nederland;DH Rubber- en kunststofverwerkende ind.;2008;35.0;0.0;8.6;0.2;0.9;0.6;23.1;1.7
531;Noord-Nederland;25 Rubber- en kunststofverwerkende ind.;2000;;;;;;;;
532;Noord-Nederland;25 Rubber- en kunststofverwerkende ind.;2001;;;;;;;;
533;Noord-Nederland;25 Rubber- en kunststofverwerkende ind.;2002;;;;;;;;
534;Noord-Nederland;25 Rubber- en kunststofverwerkende ind.;2003;;;;;;;;
535;Noord-Nederland;25 Rubber- en kunststofverwerkende ind.;2004;;;;;;;;
536;Noord-Nederland;25 Rubber- en kunststofverwerkende ind.;2005;;;;;;;;
537;Noord-Nederland;25 Rubber- en kunststofverwerkende ind.;2006;;;;;;;;
538;Noord-Nederland;25 Rubber- en kunststofverwerkende ind.;2007;;;;;;;;
539;Noord-Nederland;25 Rubber- en kunststofverwerkende ind.;2008;35.0;0.0;8.6;0.2;0.9;0.6;23.1;1.7
540;Noord-Nederland;DI Glas-, aardewerk-, cement-, kalkind.;2000;;;;;;;;
541;Noord-Nederland;DI Glas-, aardewerk-, cement-, kalkind.;2001;;;;;;;;
542;Noord-Nederland;DI Glas-, aardewerk-, cement-, kalkind.;2002;;;;;;;;
543;Noord-Nederland;DI Glas-, aardewerk-, cement-, kalkind.;2003;;;;;;;;
544;Noord-Nederland;DI Glas-, aardewerk-, cement-, kalkind.;2004;;;;;;;;
545;Noord-Nederland;DI Glas-, aardewerk-, cement-, kalkind.;2005;;;;;;;;
546;Noord-Nederland;DI Glas-, aardewerk-, cement-, kalkind.;2006;;;;;;;;
547;Noord-Nederland;DI Glas-, aardewerk-, cement-, kalkind.;2007;;;;;;;;
548;Noord-Nederland;DI Glas-, aardewerk-, cement-, kalkind.;2008;39.3;0.9;7.6;2.9;3.4;0.3;22.6;1.6
549;Noord-Nederland;26 Glas-, aardewerk-, cement-, kalkind.;2000;;;;;;;;
550;Noord-Nederland;26 Glas-, aardewerk-, cement-, kalkind.;2001;;;;;;;;
551;Noord-Nederland;26 Glas-, aardewerk-, cement-, kalkind.;2002;;;;;;;;
552;Noord-Nederland;26 Glas-, aardewerk-, cement-, kalkind.;2003;;;;;;;;
553;Noord-Nederland;26 Glas-, aardewerk-, cement-, kalkind.;2004;;;;;;;;
554;Noord-Nederland;26 Glas-, aardewerk-, cement-, kalkind.;2005;;;;;;;;
555;Noord-Nederland;26 Glas-, aardewerk-, cement-, kalkind.;2006;;;;;;;;
556;Noord-Nederland;26 Glas-, aardewerk-, cement-, kalkind.;2007;;;;;;;;
557;Noord-Nederland;26 Glas-, aardewerk-, cement-, kalkind.;2008;39.3;0.9;7.6;2.9;3.4;0.3;22.6;1.6
558;Noord-Nederland;DJ Basismetaal- en metaalproductenind.;2000;59.4;0.3;6.6;0.4;4.0;3.0;41.7;3.3
559;Noord-Nederland;DJ Basismetaal- en metaalproductenind.;2001;63.1;1.2;11.8;0.2;4.0;2.7;35.1;8.1
560;Noord-Nederland;DJ Basismetaal- en metaalproductenind.;2002;57.4;0.4;11.2;0.3;4.4;2.4;34.8;3.8
561;Noord-Nederland;DJ Basismetaal- en metaalproductenind.;2003;52.4;1.1;9.8;0.7;2.8;2.1;31.5;4.4
562;Noord-Nederland;DJ Basismetaal- en metaalproductenind.;2004;51.9;0.7;7.6;0.1;3.2;2.0;35.7;2.6
563;Noord-Nederland;DJ Basismetaal- en metaalproductenind.;2005;38.9;0.2;4.7;0.2;3.5;2.3;25.2;2.7
564;Noord-Nederland;DJ Basismetaal- en metaalproductenind.;2006;49.9;0.3;6.5;0.2;3.8;2.4;33.4;3.3
565;Noord-Nederland;DJ Basismetaal- en metaalproductenind.;2007;;;;;;;;
566;Noord-Nederland;DJ Basismetaal- en metaalproductenind.;2008;87.0;1.1;19.4;0.6;5.4;2.1;52.0;6.3
567;Noord-Nederland;27 Basismetaalindustrie;2000;;;;;;;;
568;Noord-Nederland;27 Basismetaalindustrie;2001;;;;;;;;
569;Noord-Nederland;27 Basismetaalindustrie;2002;14.4;0.0;1.8;0.0;1.2;0.2;10.2;0.9
570;Noord-Nederland;27 Basismetaalindustrie;2003;;;;;;;;
571;Noord-Nederland;27 Basismetaalindustrie;2004;9.7;0.0;0.7;0.0;0.2;0.1;8.6;0.1
572;Noord-Nederland;27 Basismetaalindustrie;2005;6.8;0.0;0.6;0.1;0.4;0.1;5.4;0.2
573;Noord-Nederland;27 Basismetaalindustrie;2006;;;;;;;;
574;Noord-Nederland;27 Basismetaalindustrie;2007;;;;;;;;
575;Noord-Nederland;27 Basismetaalindustrie;2008;7.0;0.0;1.0;0.0;0.2;0.1;5.6;0.1
576;Noord-Nederland;28 Metaalproductenindustrie;2000;;;;;;;;
577;Noord-Nederland;28 Metaalproductenindustrie;2001;;;;;;;;
578;Noord-Nederland;28 Metaalproductenindustrie;2002;;;;;;;;
579;Noord-Nederland;28 Metaalproductenindustrie;2003;;;;;;;;
580;Noord-Nederland;28 Metaalproductenindustrie;2004;;;;;;;;
581;Noord-Nederland;28 Metaalproductenindustrie;2005;;;;;;;;
582;Noord-Nederland;28 Metaalproductenindustrie;2006;;;;;;;;
583;Noord-Nederland;28 Metaalproductenindustrie;2007;;;;;;;;
584;Noord-Nederland;28 Metaalproductenindustrie;2008;80.0;1.1;18.5;0.6;5.2;2.1;46.4;6.2
585;Noord-Nederland;DK Machine- en apparatenindustrie;2000;;;;;;;;
586;Noord-Nederland;DK Machine- en apparatenindustrie;2001;;;;;;;;
587;Noord-Nederland;DK Machine- en apparatenindustrie;2002;;;;;;;;
588;Noord-Nederland;DK Machine- en apparatenindustrie;2003;;;;;;;;
589;Noord-Nederland;DK Machine- en apparatenindustrie;2004;;;;;;;;
590;Noord-Nederland;DK Machine- en apparatenindustrie;2005;;;;;;;;
591;Noord-Nederland;DK Machine- en apparatenindustrie;2006;;;;;;;;
592;Noord-Nederland;DK Machine- en apparatenindustrie;2007;;;;;;;;
593;Noord-Nederland;DK Machine- en apparatenindustrie;2008;39.6;0.4;7.3;0.4;2.3;2.3;23.5;3.5
594;Noord-Nederland;29 Machine- en apparatenindustrie;2000;;;;;;;;
595;Noord-Nederland;29 Machine- en apparatenindustrie;2001;;;;;;;;
596;Noord-Nederland;29 Machine- en apparatenindustrie;2002;;;;;;;;
597;Noord-Nederland;29 Machine- en apparatenindustrie;2003;;;;;;;;
598;Noord-Nederland;29 Machine- en apparatenindustrie;2004;;;;;;;;
599;Noord-Nederland;29 Machine- en apparatenindustrie;2005;;;;;;;;
600;Noord-Nederland;29 Machine- en apparatenindustrie;2006;;;;;;;;
601;Noord-Nederland;29 Machine- en apparatenindustrie;2007;;;;;;;;
602;Noord-Nederland;29 Machine- en apparatenindustrie;2008;39.6;0.4;7.3;0.4;2.3;2.3;23.5;3.5
603;Noord-Nederland;DL Elektrische en optische apparatenind.;2000;;;;;;;;
604;Noord-Nederland;DL Elektrische en optische apparatenind.;2001;;;;;;;;
605;Noord-Nederland;DL Elektrische en optische apparatenind.;2002;;;;;;;;
606;Noord-Nederland;DL Elektrische en optische apparatenind.;2003;69.0;0.1;8.9;0.3;0.8;6.7;48.7;3.6
607;Noord-Nederland;DL Elektrische en optische apparatenind.;2004;;;;;;;;
608;Noord-Nederland;DL Elektrische en optische apparatenind.;2005;52.8;0.1;1.7;0.1;0.8;1.2;43.3;5.5
609;Noord-Nederland;DL Elektrische en optische apparatenind.;2006;36.8;0.3;6.0;0.0;1.1;2.2;23.6;3.5
610;Noord-Nederland;DL Elektrische en optische apparatenind.;2007;;;;;;;;
611;Noord-Nederland;DL Elektrische en optische apparatenind.;2008;34.9;0.7;3.4;0.2;0.8;2.3;23.8;3.7
612;Noord-Nederland;30 Kantoormachine- en computerindustrie;2000;;;;;;;;
613;Noord-Nederland;30 Kantoormachine- en computerindustrie;2001;0.7;0.0;0.0;0.0;0.0;0.1;0.5;0.0
614;Noord-Nederland;30 Kantoormachine- en computerindustrie;2002;0.7;0.0;0.0;0.0;0.0;0.2;0.3;0.1
615;Noord-Nederland;30 Kantoormachine- en computerindustrie;2003;;;;;;;;
616;Noord-Nederland;30 Kantoormachine- en computerindustrie;2004;;;;;;;;
617;Noord-Nederland;30 Kantoormachine- en computerindustrie;2005;;;;;;;;
618;Noord-Nederland;30 Kantoormachine- en computerindustrie;2006;;;;;;;;
619;Noord-Nederland;30 Kantoormachine- en computerindustrie;2007;;;;;;;;
620;Noord-Nederland;30 Kantoormachine- en computerindustrie;2008;;;;;;;;
621;Noord-Nederland;32 Audio-, video-, telecomapparatenind.;2000;;;;;;;;
622;Noord-Nederland;32 Audio-, video-, telecomapparatenind.;2001;;;;;;;;
623;Noord-Nederland;32 Audio-, video-, telecomapparatenind.;2002;;;;;;;;
624;Noord-Nederland;32 Audio-, video-, telecomapparatenind.;2003;;;;;;;;
625;Noord-Nederland;32 Audio-, video-, telecomapparatenind.;2004;;;;;;;;
626;Noord-Nederland;32 Audio-, video-, telecomapparatenind.;2005;;;;;;;;
627;Noord-Nederland;32 Audio-, video-, telecomapparatenind.;2006;;;;;;;;
628;Noord-Nederland;32 Audio-, video-, telecomapparatenind.;2007;;;;;;;;
629;Noord-Nederland;32 Audio-, video-, telecomapparatenind.;2008;4.0;0.0;0.1;0.0;0.0;0.2;3.1;0.5
630;Noord-Nederland;DM Transportmiddelenindustrie;2000;;;;;;;;
631;Noord-Nederland;DM Transportmiddelenindustrie;2001;;;;;;;;
632;Noord-Nederland;DM Transportmiddelenindustrie;2002;;;;;;;;
633;Noord-Nederland;DM Transportmiddelenindustrie;2003;;;;;;;;
634;Noord-Nederland;DM Transportmiddelenindustrie;2004;;;;;;;;
635;Noord-Nederland;DM Transportmiddelenindustrie;2005;;;;;;;;
636;Noord-Nederland;DM Transportmiddelenindustrie;2006;;;;;;;;
637;Noord-Nederland;DM Transportmiddelenindustrie;2007;;;;;;;;
638;Noord-Nederland;DM Transportmiddelenindustrie;2008;36.0;0.4;14.7;1.2;2.0;1.1;11.5;5.1
639;Noord-Nederland;35 Overige transportmiddelenindustrie;2000;;;;;;;;
640;Noord-Nederland;35 Overige transportmiddelenindustrie;2001;;;;;;;;
641;Noord-Nederland;35 Overige transportmiddelenindustrie;2002;;;;;;;;
642;Noord-Nederland;35 Overige transportmiddelenindustrie;2003;;;;;;;;
643;Noord-Nederland;35 Overige transportmiddelenindustrie;2004;;;;;;;;
644;Noord-Nederland;35 Overige transportmiddelenindustrie;2005;;;;;;;;
645;Noord-Nederland;35 Overige transportmiddelenindustrie;2006;;;;;;;;
646;Noord-Nederland;35 Overige transportmiddelenindustrie;2007;;;;;;;;
647;Noord-Nederland;35 Overige transportmiddelenindustrie;2008;29.6;0.4;12.6;1.2;1.4;0.8;8.8;4.3
648;Noord-Nederland;DN Meubel- en overige industrie n.e.g.;2000;43.9;1.0;11.8;0.6;3.1;2.4;20.7;4.3
649;Noord-Nederland;DN Meubel- en overige industrie n.e.g.;2001;42.7;0.8;12.8;0.4;3.2;3.8;18.3;3.5
650;Noord-Nederland;DN Meubel- en overige industrie n.e.g.;2002;32.7;0.1;6.6;0.4;3.1;2.7;17.1;2.7
651;Noord-Nederland;DN Meubel- en overige industrie n.e.g.;2003;29.6;0.2;8.8;0.4;3.9;2.3;11.4;2.6
652;Noord-Nederland;DN Meubel- en overige industrie n.e.g.;2004;29.9;0.7;9.4;0.2;3.7;1.9;11.4;2.6
653;Noord-Nederland;DN Meubel- en overige industrie n.e.g.;2005;24.9;0.6;3.7;0.4;3.3;2.1;13.0;1.6
654;Noord-Nederland;DN Meubel- en overige industrie n.e.g.;2006;;;;;;;;
655;Noord-Nederland;DN Meubel- en overige industrie n.e.g.;2007;;;;;;;;
656;Noord-Nederland;DN Meubel- en overige industrie n.e.g.;2008;40.1;1.3;5.3;0.6;4.5;1.8;23.0;3.6
657;Noord-Nederland;36 Meubelind en overige industrie n.e.g.;2000;;;;;;;;
658;Noord-Nederland;36 Meubelind en overige industrie n.e.g.;2001;37.5;0.5;12.3;0.2;3.1;3.7;14.5;3.2
659;Noord-Nederland;36 Meubelind en overige industrie n.e.g.;2002;29.3;0.0;6.1;0.2;2.9;2.7;14.8;2.6
660;Noord-Nederland;36 Meubelind en overige industrie n.e.g.;2003;27.8;0.2;8.8;0.4;3.6;2.3;10.2;2.4
661;Noord-Nederland;36 Meubelind en overige industrie n.e.g.;2004;;;;;;;;
662;Noord-Nederland;36 Meubelind en overige industrie n.e.g.;2005;;;;;;;;
663;Noord-Nederland;36 Meubelind en overige industrie n.e.g.;2006;33.2;0.7;11.6;0.3;3.1;1.5;12.6;3.5
664;Noord-Nederland;36 Meubelind en overige industrie n.e.g.;2007;;;;;;;;
665;Noord-Nederland;36 Meubelind en overige industrie n.e.g.;2008;24.4;0.3;4.1;0.1;4.2;1.6;10.8;3.3
666;Noord-Nederland;E Openbare voorzieningsbedrijven;2000;;;;;;;;
667;Noord-Nederland;E Openbare voorzieningsbedrijven;2001;;;;;;;;
668;Noord-Nederland;E Openbare voorzieningsbedrijven;2002;;;;;;;;
669;Noord-Nederland;E Openbare voorzieningsbedrijven;2003;168.1;2.4;20.1;68.1;0.8;14.8;56.8;5.2
670;Noord-Nederland;E Openbare voorzieningsbedrijven;2004;;;;;;;;
671;Noord-Nederland;E Openbare voorzieningsbedrijven;2005;;;;;;;;
672;Noord-Nederland;E Openbare voorzieningsbedrijven;2006;;;;;;;;
673;Noord-Nederland;E Openbare voorzieningsbedrijven;2007;;;;;;;;
674;Noord-Nederland;E Openbare voorzieningsbedrijven;2008;;;;;;;;
675;Noord-Nederland;40 Openbare energievoorzieningbedr.;2000;67.9;0.4;2.5;57.2;0.1;5.1;1.6;1.0
676;Noord-Nederland;40 Openbare energievoorzieningbedr.;2001;108.6;0.3;1.7;93.1;0.1;6.2;4.8;2.4
677;Noord-Nederland;40 Openbare energievoorzieningbedr.;2002;49.1;0.0;2.1;22.5;0.2;11.3;11.0;1.9
678;Noord-Nederland;40 Openbare energievoorzieningbedr.;2003;;;;;;;;
679;Noord-Nederland;40 Openbare energievoorzieningbedr.;2004;;;;;;;;
680;Noord-Nederland;40 Openbare energievoorzieningbedr.;2005;157.6;0.1;1.6;66.7;0.3;23.2;60.2;5.4
681;Noord-Nederland;40 Openbare energievoorzieningbedr.;2006;321.6;0.6;3.1;215.4;0.0;12.6;80.9;9.0
682;Noord-Nederland;40 Openbare energievoorzieningbedr.;2007;;;;;;;;
683;Noord-Nederland;40 Openbare energievoorzieningbedr.;2008;;;;;;;;
684;Noord-Nederland;41 Waterleidingbedrijven;2000;;;;;;;;
685;Noord-Nederland;41 Waterleidingbedrijven;2001;;;;;;;;
686;Noord-Nederland;41 Waterleidingbedrijven;2002;;;;;;;;
687;Noord-Nederland;41 Waterleidingbedrijven;2003;;;;;;;;
688;Noord-Nederland;41 Waterleidingbedrijven;2004;;;;;;;;
689;Noord-Nederland;41 Waterleidingbedrijven;2005;;;;;;;;
690;Noord-Nederland;41 Waterleidingbedrijven;2006;;;;;;;;
691;Noord-Nederland;41 Waterleidingbedrijven;2007;;;;;;;;
692;Noord-Nederland;41 Waterleidingbedrijven;2008;30.6;3.3;2.4;17.7;0.7;0.2;3.2;3.0
693;Noord-Nederland;F Bouwnijverheid;2000;;;;;;;;
694;Noord-Nederland;F Bouwnijverheid;2001;;;;;;;;
695;Noord-Nederland;F Bouwnijverheid;2002;;;;;;;;
696;Noord-Nederland;F Bouwnijverheid;2003;;;;;;;;
697;Noord-Nederland;F Bouwnijverheid;2004;;;;;;;;
698;Noord-Nederland;F Bouwnijverheid;2005;;;;;;;;
699;Noord-Nederland;F Bouwnijverheid;2006;;;;;;;;
700;Noord-Nederland;F Bouwnijverheid;2007;;;;;;;;
701;Noord-Nederland;F Bouwnijverheid;2008;198.9;11.9;34.1;3.2;46.0;9.2;71.4;23.0
702;Noord-Nederland;45 Bouwnijverheid;2000;;;;;;;;
703;Noord-Nederland;45 Bouwnijverheid;2001;;;;;;;;
704;Noord-Nederland;45 Bouwnijverheid;2002;;;;;;;;
705;Noord-Nederland;45 Bouwnijverheid;2003;;;;;;;;
706;Noord-Nederland;45 Bouwnijverheid;2004;;;;;;;;
707;Noord-Nederland;45 Bouwnijverheid;2005;;;;;;;;
708;Noord-Nederland;45 Bouwnijverheid;2006;;;;;;;;
709;Noord-Nederland;45 Bouwnijverheid;2007;;;;;;;;
710;Noord-Nederland;45 Bouwnijverheid;2008;198.9;11.9;34.1;3.2;46.0;9.2;71.4;23.0
711;Noord-Nederland;"G Reparatie consumentenartikelen; handel";2000;;;;;;;;
712;Noord-Nederland;"G Reparatie consumentenartikelen; handel";2001;;;;;;;;
713;Noord-Nederland;"G Reparatie consumentenartikelen; handel";2002;402.4;9.8;115.8;3.9;66.1;28.9;84.8;93.0
714;Noord-Nederland;"G Reparatie consumentenartikelen; handel";2003;410.4;9.0;113.6;2.6;71.3;30.2;92.1;91.7
715;Noord-Nederland;"G Reparatie consumentenartikelen; handel";2004;403.6;8.6;111.4;3.2;78.0;28.7;78.8;95.1
716;Noord-Nederland;"G Reparatie consumentenartikelen; handel";2005;421.2;21.5;113.5;8.0;78.6;28.2;65.7;105.8
717;Noord-Nederland;"G Reparatie consumentenartikelen; handel";2006;438.4;13.9;121.7;10.0;83.3;33.8;69.8;105.7
718;Noord-Nederland;"G Reparatie consumentenartikelen; handel";2007;;;;;;;;
719;Noord-Nederland;"G Reparatie consumentenartikelen; handel";2008;484.9;9.0;144.7;3.9;80.3;32.1;107.1;107.7
720;Noord-Nederland;51 Groothandel en handelsbemiddeling;2000;;;;;;;;
721;Noord-Nederland;51 Groothandel en handelsbemiddeling;2001;;;;;;;;
722;Noord-Nederland;51 Groothandel en handelsbemiddeling;2002;;;;;;;;
723;Noord-Nederland;51 Groothandel en handelsbemiddeling;2003;;;;;;;;
724;Noord-Nederland;51 Groothandel en handelsbemiddeling;2004;;;;;;;;
725;Noord-Nederland;51 Groothandel en handelsbemiddeling;2005;;;;;;;;
726;Noord-Nederland;51 Groothandel en handelsbemiddeling;2006;;;;;;;;
727;Noord-Nederland;51 Groothandel en handelsbemiddeling;2007;;;;;;;;
728;Noord-Nederland;51 Groothandel en handelsbemiddeling;2008;184.5;3.7;51.0;1.9;34.6;12.7;56.4;24.1
729;Noord-Nederland;5210a Detailhandel (geen apotheken);2000;178.4;3.8;63.6;1.9;13.6;11.1;23.9;60.4
730;Noord-Nederland;5210a Detailhandel (geen apotheken);2001;204.9;5.5;92.9;1.0;11.8;11.2;25.7;56.8
731;Noord-Nederland;5210a Detailhandel (geen apotheken);2002;;;;;;;;
732;Noord-Nederland;5210a Detailhandel (geen apotheken);2003;;;;;;;;
733;Noord-Nederland;5210a Detailhandel (geen apotheken);2004;;;;;;;;
734;Noord-Nederland;5210a Detailhandel (geen apotheken);2005;;;;;;;;
735;Noord-Nederland;5210a Detailhandel (geen apotheken);2006;;;;;;;;
736;Noord-Nederland;5210a Detailhandel (geen apotheken);2007;;;;;;;;
737;Noord-Nederland;5210a Detailhandel (geen apotheken);2008;;;;;;;;
738;Noord-Nederland;52 Detailhandel (incl. reparatie);2000;;;;;;;;
739;Noord-Nederland;52 Detailhandel (incl. reparatie);2001;;;;;;;;
740;Noord-Nederland;52 Detailhandel (incl. reparatie);2002;193.7;4.7;64.2;1.1;13.4;10.3;33.0;67.0
741;Noord-Nederland;52 Detailhandel (incl. reparatie);2003;195.6;5.1;64.3;0.9;10.9;11.4;35.6;67.4
742;Noord-Nederland;52 Detailhandel (incl. reparatie);2004;180.2;2.2;56.9;1.4;12.0;10.5;28.9;68.4
743;Noord-Nederland;52 Detailhandel (incl. reparatie);2005;225.2;19.1;66.1;6.7;12.0;12.2;24.5;84.5
744;Noord-Nederland;52 Detailhandel (incl. reparatie);2006;179.8;2.8;57.0;1.5;11.4;14.0;22.4;70.6
745;Noord-Nederland;52 Detailhandel (incl. reparatie);2007;;;;;;;;
746;Noord-Nederland;52 Detailhandel (incl. reparatie);2008;225.2;3.9;74.7;1.2;14.7;15.9;37.7;77.1
747;Noord-Nederland;I Vervoer, opslag en communicatie;2000;;;;;;;;
748;Noord-Nederland;I Vervoer, opslag en communicatie;2001;;;;;;;;
749;Noord-Nederland;I Vervoer, opslag en communicatie;2002;;;;;;;;
750;Noord-Nederland;I Vervoer, opslag en communicatie;2003;;;;;;;;
751;Noord-Nederland;I Vervoer, opslag en communicatie;2004;;;;;;;;
752;Noord-Nederland;I Vervoer, opslag en communicatie;2005;;;;;;;;
753;Noord-Nederland;I Vervoer, opslag en communicatie;2006;;;;;;;;
754;Noord-Nederland;I Vervoer, opslag en communicatie;2007;;;;;;;;
755;Noord-Nederland;I Vervoer, opslag en communicatie;2008;598.5;3.2;39.0;51.6;375.9;18.0;77.1;33.7
756;Noord-Nederland;60 Vervoer over land;2000;;;;;;;;
757;Noord-Nederland;60 Vervoer over land;2001;;;;;;;;
758;Noord-Nederland;60 Vervoer over land;2002;;;;;;;;
759;Noord-Nederland;60 Vervoer over land;2003;;;;;;;;
760;Noord-Nederland;60 Vervoer over land;2004;;;;;;;;
761;Noord-Nederland;60 Vervoer over land;2005;;;;;;;;
762;Noord-Nederland;60 Vervoer over land;2006;;;;;;;;
763;Noord-Nederland;60 Vervoer over land;2007;;;;;;;;
764;Noord-Nederland;60 Vervoer over land;2008;192.4;2.8;20.6;0.7;135.4;3.1;26.1;3.7
765;Noord-Nederland;63 Dienstverlening voor het vervoer;2000;;;;;;;;
766;Noord-Nederland;63 Dienstverlening voor het vervoer;2001;;;;;;;;
767;Noord-Nederland;63 Dienstverlening voor het vervoer;2002;;;;;;;;
768;Noord-Nederland;63 Dienstverlening voor het vervoer;2003;;;;;;;;
769;Noord-Nederland;63 Dienstverlening voor het vervoer;2004;;;;;;;;
770;Noord-Nederland;63 Dienstverlening voor het vervoer;2005;;;;;;;;
771;Noord-Nederland;63 Dienstverlening voor het vervoer;2006;;;;;;;;
772;Noord-Nederland;63 Dienstverlening voor het vervoer;2007;;;;;;;;
773;Noord-Nederland;63 Dienstverlening voor het vervoer;2008;19.0;0.3;6.2;1.5;2.6;1.5;4.7;2.2
774;Noord-Nederland;64 Post en telecommunicatie;2000;;;;;;;;
775;Noord-Nederland;64 Post en telecommunicatie;2001;;;;;;;;
776;Noord-Nederland;64 Post en telecommunicatie;2002;;;;;;;;
777;Noord-Nederland;64 Post en telecommunicatie;2003;;;;;;;;
778;Noord-Nederland;64 Post en telecommunicatie;2004;;;;;;;;
779;Noord-Nederland;64 Post en telecommunicatie;2005;;;;;;;;
780;Noord-Nederland;64 Post en telecommunicatie;2006;;;;;;;;
781;Noord-Nederland;64 Post en telecommunicatie;2007;;;;;;;;
782;Noord-Nederland;64 Post en telecommunicatie;2008;93.6;0.0;8.7;30.0;0.9;9.0;33.1;12.0
783;Noord-Nederland;K Verhuur en zakelijke dienstverlening;2000;;;;;;;;
784;Noord-Nederland;K Verhuur en zakelijke dienstverlening;2001;;;;;;;;
785;Noord-Nederland;K Verhuur en zakelijke dienstverlening;2002;;;;;;;;
786;Noord-Nederland;K Verhuur en zakelijke dienstverlening;2003;;;;;;;;
787;Noord-Nederland;K Verhuur en zakelijke dienstverlening;2004;;;;;;;;
788;Noord-Nederland;K Verhuur en zakelijke dienstverlening;2005;710.2;3.9;41.4;0.6;66.5;41.8;30.2;525.6
789;Noord-Nederland;K Verhuur en zakelijke dienstverlening;2006;861.5;7.0;47.5;1.5;101.2;43.7;46.6;613.9
790;Noord-Nederland;K Verhuur en zakelijke dienstverlening;2007;;;;;;;;
791;Noord-Nederland;K Verhuur en zakelijke dienstverlening;2008;802.4;16.1;178.6;1.9;132.2;40.4;54.8;378.5
792;Noord-Nederland;71 Verhuur van roerende goederen;2000;;;;;;;;
793;Noord-Nederland;71 Verhuur van roerende goederen;2001;;;;;;;;
794;Noord-Nederland;71 Verhuur van roerende goederen;2002;;;;;;;;
795;Noord-Nederland;71 Verhuur van roerende goederen;2003;;;;;;;;
796;Noord-Nederland;71 Verhuur van roerende goederen;2004;;;;;;;;
797;Noord-Nederland;71 Verhuur van roerende goederen;2005;;;;;;;;
798;Noord-Nederland;71 Verhuur van roerende goederen;2006;;;;;;;;
799;Noord-Nederland;71 Verhuur van roerende goederen;2007;;;;;;;;
800;Noord-Nederland;71 Verhuur van roerende goederen;2008;107.8;0.5;6.5;0.5;73.9;1.0;14.6;10.7
801;Noord-Nederland;74 Overige zakelijke dienstverlening;2000;;;;;;;;
802;Noord-Nederland;74 Overige zakelijke dienstverlening;2001;;;;;;;;
803;Noord-Nederland;74 Overige zakelijke dienstverlening;2002;;;;;;;;
804;Noord-Nederland;74 Overige zakelijke dienstverlening;2003;;;;;;;;
805;Noord-Nederland;74 Overige zakelijke dienstverlening;2004;;;;;;;;
806;Noord-Nederland;74 Overige zakelijke dienstverlening;2005;;;;;;;;
807;Noord-Nederland;74 Overige zakelijke dienstverlening;2006;114.1;0.8;30.0;0.6;14.2;22.3;17.3;28.8
808;Noord-Nederland;74 Overige zakelijke dienstverlening;2007;;;;;;;;
809;Noord-Nederland;74 Overige zakelijke dienstverlening;2008;127.4;1.1;30.7;0.6;16.3;24.7;22.8;31.3
810;Noord-Nederland;7412c Ov.zak.dienst(gn rechtsk,beveil);2000;;;;;;;;
811;Noord-Nederland;7412c Ov.zak.dienst(gn rechtsk,beveil);2001;96.8;0.8;17.7;1.5;9.4;29.7;13.4;24.3
812;Noord-Nederland;7412c Ov.zak.dienst(gn rechtsk,beveil);2002;;;;;;;;
813;Noord-Nederland;7412c Ov.zak.dienst(gn rechtsk,beveil);2003;;;;;;;;
814;Noord-Nederland;7412c Ov.zak.dienst(gn rechtsk,beveil);2004;;;;;;;;
815;Noord-Nederland;7412c Ov.zak.dienst(gn rechtsk,beveil);2005;;;;;;;;
816;Noord-Nederland;7412c Ov.zak.dienst(gn rechtsk,beveil);2006;;;;;;;;
817;Noord-Nederland;7412c Ov.zak.dienst(gn rechtsk,beveil);2007;;;;;;;;
818;Noord-Nederland;7412c Ov.zak.dienst(gn rechtsk,beveil);2008;;;;;;;;
