ID;Groentesoort;Regio;Jaar;TotaleProductieOppervlakte_1;Contractteelt_2
534;Peen (totaal);Flevoland;1995;1871.0;1167.0
535;Peen (totaal);Flevoland;1996;1755.0;921.0
536;Peen (totaal);Flevoland;1997;1515.0;901.0
537;Peen (totaal);Flevoland;1998;2031.0;1306.0
538;Peen (totaal);Flevoland;1999;2153.0;1023.0
539;Peen (totaal);Flevoland;2000;1852.0;833.0
540;Peen (totaal);Gelderland en Zeeland;1995;778.0;443.0
541;Peen (totaal);Gelderland en Zeeland;1996;491.0;313.0
542;Peen (totaal);Gelderland en Zeeland;1997;424.0;186.0
543;Peen (totaal);Gelderland en Zeeland;1998;553.0;319.0
544;Peen (totaal);Gelderland en Zeeland;1999;604.0;266.0
545;Peen (totaal);Gelderland en Zeeland;2000;639.0;479.0
546;Peen (totaal);Noord-Holland;1995;555.0;67.0
547;Peen (totaal);Noord-Holland;1996;601.0;87.0
548;Peen (totaal);Noord-Holland;1997;498.0;48.0
549;Peen (totaal);Noord-Holland;1998;587.0;131.0
550;Peen (totaal);Noord-Holland;1999;682.0;146.0
551;Peen (totaal);Noord-Holland;2000;654.0;84.0
552;Peen (totaal);Zuid-Holland;1995;420.0;55.0
553;Peen (totaal);Zuid-Holland;1996;325.0;63.0
554;Peen (totaal);Zuid-Holland;1997;419.0;67.0
555;Peen (totaal);Zuid-Holland;1998;341.0;3.0
556;Peen (totaal);Zuid-Holland;1999;349.0;28.0
557;Peen (totaal);Zuid-Holland;2000;298.0;0.0
558;Peen (totaal);Noord-Brabant;1995;2386.0;1034.0
559;Peen (totaal);Noord-Brabant;1996;2061.0;960.0
560;Peen (totaal);Noord-Brabant;1997;1795.0;925.0
561;Peen (totaal);Noord-Brabant;1998;2129.0;1198.0
562;Peen (totaal);Noord-Brabant;1999;2370.0;1266.0
563;Peen (totaal);Noord-Brabant;2000;2338.0;1397.0
564;Peen (totaal);Limburg;1995;1245.0;937.0
565;Peen (totaal);Limburg;1996;1037.0;535.0
566;Peen (totaal);Limburg;1997;820.0;650.0
567;Peen (totaal);Limburg;1998;777.0;534.0
568;Peen (totaal);Limburg;1999;970.0;547.0
569;Peen (totaal);Limburg;2000;735.0;492.0
570;Peen (totaal);Overige provincies;1995;1294.0;929.0
571;Peen (totaal);Overige provincies;1996;2022.0;854.0
572;Peen (totaal);Overige provincies;1997;1259.0;954.0
573;Peen (totaal);Overige provincies;1998;1820.0;1398.0
574;Peen (totaal);Overige provincies;1999;2172.0;1053.0
575;Peen (totaal);Overige provincies;2000;1649.0;1049.0
576;Bospeen;Nederland;1995;1062.0;272.0
577;Bospeen;Nederland;1996;755.0;227.0
578;Bospeen;Nederland;1997;734.0;275.0
579;Bospeen;Nederland;1998;795.0;241.0
580;Bospeen;Nederland;1999;784.0;303.0
581;Bospeen;Nederland;2000;573.0;185.0
582;Bospeen;Flevoland;1995;;
583;Bospeen;Flevoland;1996;;
584;Bospeen;Flevoland;1997;;
585;Bospeen;Flevoland;1998;;
586;Bospeen;Flevoland;1999;;
587;Bospeen;Flevoland;2000;;
588;Bospeen;Gelderland en Zeeland;1995;;
589;Bospeen;Gelderland en Zeeland;1996;;
590;Bospeen;Gelderland en Zeeland;1997;;
591;Bospeen;Gelderland en Zeeland;1998;;
592;Bospeen;Gelderland en Zeeland;1999;;
593;Bospeen;Gelderland en Zeeland;2000;;
594;Bospeen;Noord-Holland;1995;;
595;Bospeen;Noord-Holland;1996;;
596;Bospeen;Noord-Holland;1997;;
597;Bospeen;Noord-Holland;1998;;
598;Bospeen;Noord-Holland;1999;;
599;Bospeen;Noord-Holland;2000;;
600;Bospeen;Zuid-Holland;1995;;
601;Bospeen;Zuid-Holland;1996;;
602;Bospeen;Zuid-Holland;1997;;
603;Bospeen;Zuid-Holland;1998;;
604;Bospeen;Zuid-Holland;1999;;
605;Bospeen;Zuid-Holland;2000;;
606;Bospeen;Noord-Brabant;1995;747.0;125.0
607;Bospeen;Noord-Brabant;1996;623.0;123.0
608;Bospeen;Noord-Brabant;1997;548.0;194.0
609;Bospeen;Noord-Brabant;1998;628.0;158.0
610;Bospeen;Noord-Brabant;1999;528.0;173.0
611;Bospeen;Noord-Brabant;2000;416.0;149.0
612;Bospeen;Limburg;1995;;
613;Bospeen;Limburg;1996;;
614;Bospeen;Limburg;1997;;
615;Bospeen;Limburg;1998;;
616;Bospeen;Limburg;1999;;
617;Bospeen;Limburg;2000;;
618;Bospeen;Overige provincies;1995;;
619;Bospeen;Overige provincies;1996;;
620;Bospeen;Overige provincies;1997;;
621;Bospeen;Overige provincies;1998;;
622;Bospeen;Overige provincies;1999;;
623;Bospeen;Overige provincies;2000;;
624;Fijne peen (waspeen);Nederland;1995;2636.0;2139.0
625;Fijne peen (waspeen);Nederland;1996;3379.0;1701.0
626;Fijne peen (waspeen);Nederland;1997;2060.0;1532.0
627;Fijne peen (waspeen);Nederland;1998;2777.0;2155.0
628;Fijne peen (waspeen);Nederland;1999;2888.0;1883.0
629;Fijne peen (waspeen);Nederland;2000;2861.0;1891.0
630;Fijne peen (waspeen);Flevoland;1995;509.0;465.0
631;Fijne peen (waspeen);Flevoland;1996;321.0;234.0
632;Fijne peen (waspeen);Flevoland;1997;279.0;251.0
633;Fijne peen (waspeen);Flevoland;1998;426.0;342.0
634;Fijne peen (waspeen);Flevoland;1999;302.0;227.0
635;Fijne peen (waspeen);Flevoland;2000;209.0;163.0
636;Fijne peen (waspeen);Gelderland en Zeeland;1995;;
637;Fijne peen (waspeen);Gelderland en Zeeland;1996;;
638;Fijne peen (waspeen);Gelderland en Zeeland;1997;;
639;Fijne peen (waspeen);Gelderland en Zeeland;1998;;
640;Fijne peen (waspeen);Gelderland en Zeeland;1999;;
641;Fijne peen (waspeen);Gelderland en Zeeland;2000;;
642;Fijne peen (waspeen);Noord-Holland;1995;;
643;Fijne peen (waspeen);Noord-Holland;1996;;
644;Fijne peen (waspeen);Noord-Holland;1997;;
645;Fijne peen (waspeen);Noord-Holland;1998;;
646;Fijne peen (waspeen);Noord-Holland;1999;;
647;Fijne peen (waspeen);Noord-Holland;2000;;
648;Fijne peen (waspeen);Zuid-Holland;1995;;
649;Fijne peen (waspeen);Zuid-Holland;1996;;
650;Fijne peen (waspeen);Zuid-Holland;1997;;
651;Fijne peen (waspeen);Zuid-Holland;1998;;
652;Fijne peen (waspeen);Zuid-Holland;1999;;
653;Fijne peen (waspeen);Zuid-Holland;2000;;
654;Fijne peen (waspeen);Noord-Brabant;1995;803.0;592.0
655;Fijne peen (waspeen);Noord-Brabant;1996;723.0;575.0
656;Fijne peen (waspeen);Noord-Brabant;1997;672.0;527.0
657;Fijne peen (waspeen);Noord-Brabant;1998;958.0;774.0
658;Fijne peen (waspeen);Noord-Brabant;1999;1040.0;744.0
659;Fijne peen (waspeen);Noord-Brabant;2000;1153.0;823.0
660;Fijne peen (waspeen);Limburg;1995;509.0;456.0
661;Fijne peen (waspeen);Limburg;1996;686.0;359.0
662;Fijne peen (waspeen);Limburg;1997;405.0;369.0
663;Fijne peen (waspeen);Limburg;1998;442.0;371.0
664;Fijne peen (waspeen);Limburg;1999;580.0;448.0
665;Fijne peen (waspeen);Limburg;2000;436.0;339.0
666;Fijne peen (waspeen);Overige provincies;1995;545.0;511.0
667;Fijne peen (waspeen);Overige provincies;1996;1363.0;477.0
668;Fijne peen (waspeen);Overige provincies;1997;399.0;374.0
669;Fijne peen (waspeen);Overige provincies;1998;566.0;531.0
670;Fijne peen (waspeen);Overige provincies;1999;669.0;361.0
671;Fijne peen (waspeen);Overige provincies;2000;455.0;360.0
672;Grove peen (winterpeen);Nederland;1995;4851.0;2219.0
673;Grove peen (winterpeen);Nederland;1996;4156.0;1805.0
674;Grove peen (winterpeen);Nederland;1997;3947.0;1925.0
675;Grove peen (winterpeen);Nederland;1998;4665.0;2498.0
676;Grove peen (winterpeen);Nederland;1999;5628.0;2143.0
677;Grove peen (winterpeen);Nederland;2000;4731.0;2258.0
678;Grove peen (winterpeen);Flevoland;1995;1264.0;605.0
679;Grove peen (winterpeen);Flevoland;1996;1365.0;618.0
680;Grove peen (winterpeen);Flevoland;1997;1232.0;647.0
681;Grove peen (winterpeen);Flevoland;1998;1603.0;964.0
682;Grove peen (winterpeen);Flevoland;1999;1784.0;741.0
683;Grove peen (winterpeen);Flevoland;2000;1619.0;670.0
684;Grove peen (winterpeen);Gelderland en Zeeland;1995;617.0;344.0
685;Grove peen (winterpeen);Gelderland en Zeeland;1996;345.0;231.0
686;Grove peen (winterpeen);Gelderland en Zeeland;1997;380.0;174.0
687;Grove peen (winterpeen);Gelderland en Zeeland;1998;367.0;186.0
688;Grove peen (winterpeen);Gelderland en Zeeland;1999;407.0;146.0
689;Grove peen (winterpeen);Gelderland en Zeeland;2000;327.0;255.0
690;Grove peen (winterpeen);Noord-Holland;1995;516.0;67.0
691;Grove peen (winterpeen);Noord-Holland;1996;559.0;78.0
692;Grove peen (winterpeen);Noord-Holland;1997;486.0;48.0
693;Grove peen (winterpeen);Noord-Holland;1998;495.0;118.0
694;Grove peen (winterpeen);Noord-Holland;1999;638.0;107.0
695;Grove peen (winterpeen);Noord-Holland;2000;423.0;84.0
696;Grove peen (winterpeen);Zuid-Holland;1995;248.0;38.0
697;Grove peen (winterpeen);Zuid-Holland;1996;179.0;63.0
698;Grove peen (winterpeen);Zuid-Holland;1997;156.0;67.0
699;Grove peen (winterpeen);Zuid-Holland;1998;149.0;0.0
700;Grove peen (winterpeen);Zuid-Holland;1999;116.0;17.0
701;Grove peen (winterpeen);Zuid-Holland;2000;147.0;0.0
702;Grove peen (winterpeen);Noord-Brabant;1995;836.0;317.0
703;Grove peen (winterpeen);Noord-Brabant;1996;715.0;262.0
704;Grove peen (winterpeen);Noord-Brabant;1997;575.0;204.0
705;Grove peen (winterpeen);Noord-Brabant;1998;543.0;266.0
706;Grove peen (winterpeen);Noord-Brabant;1999;802.0;349.0
707;Grove peen (winterpeen);Noord-Brabant;2000;769.0;425.0
708;Grove peen (winterpeen);Limburg;1995;648.0;453.0
709;Grove peen (winterpeen);Limburg;1996;340.0;176.0
710;Grove peen (winterpeen);Limburg;1997;258.0;204.0
711;Grove peen (winterpeen);Limburg;1998;278.0;115.0
712;Grove peen (winterpeen);Limburg;1999;382.0;91.0
713;Grove peen (winterpeen);Limburg;2000;258.0;135.0
714;Grove peen (winterpeen);Overige provincies;1995;722.0;396.0
715;Grove peen (winterpeen);Overige provincies;1996;654.0;377.0
716;Grove peen (winterpeen);Overige provincies;1997;858.0;580.0
717;Grove peen (winterpeen);Overige provincies;1998;1230.0;849.0
718;Grove peen (winterpeen);Overige provincies;1999;1499.0;692.0
719;Grove peen (winterpeen);Overige provincies;2000;1187.0;690.0
720;Prei;Nederland;1995;4329.0;484.0
721;Prei;Nederland;1996;4095.0;625.0
722;Prei;Nederland;1997;4203.0;778.0
723;Prei;Nederland;1998;3679.0;630.0
724;Prei;Nederland;1999;4018.0;707.0
725;Prei;Nederland;2000;3410.0;516.0
726;Prei;Flevoland;1995;56.0;11.0
727;Prei;Flevoland;1996;13.0;0.0
728;Prei;Flevoland;1997;2.0;0.0
729;Prei;Flevoland;1998;42.0;25.0
730;Prei;Flevoland;1999;14.0;0.0
731;Prei;Flevoland;2000;41.0;8.0
732;Prei;Gelderland en Zeeland;1995;99.0;0.0
733;Prei;Gelderland en Zeeland;1996;112.0;0.0
734;Prei;Gelderland en Zeeland;1997;159.0;0.0
735;Prei;Gelderland en Zeeland;1998;103.0;0.0
736;Prei;Gelderland en Zeeland;1999;127.0;18.0
737;Prei;Gelderland en Zeeland;2000;77.0;0.0
738;Prei;Noord-Holland;1995;140.0;0.0
739;Prei;Noord-Holland;1996;60.0;0.0
740;Prei;Noord-Holland;1997;201.0;0.0
741;Prei;Noord-Holland;1998;6.0;0.0
742;Prei;Noord-Holland;1999;119.0;0.0
743;Prei;Noord-Holland;2000;9.0;0.0
744;Prei;Zuid-Holland;1995;33.0;0.0
745;Prei;Zuid-Holland;1996;47.0;22.0
746;Prei;Zuid-Holland;1997;39.0;5.0
747;Prei;Zuid-Holland;1998;18.0;1.0
748;Prei;Zuid-Holland;1999;32.0;2.0
749;Prei;Zuid-Holland;2000;62.0;0.0
750;Prei;Noord-Brabant;1995;1955.0;321.0
751;Prei;Noord-Brabant;1996;2029.0;451.0
752;Prei;Noord-Brabant;1997;1932.0;491.0
753;Prei;Noord-Brabant;1998;1745.0;379.0
754;Prei;Noord-Brabant;1999;1834.0;423.0
755;Prei;Noord-Brabant;2000;1507.0;318.0
756;Prei;Limburg;1995;1888.0;112.0
757;Prei;Limburg;1996;1707.0;100.0
758;Prei;Limburg;1997;1775.0;276.0
759;Prei;Limburg;1998;1653.0;217.0
760;Prei;Limburg;1999;1793.0;221.0
761;Prei;Limburg;2000;1603.0;180.0
762;Prei;Overige provincies;1995;158.0;39.0
763;Prei;Overige provincies;1996;128.0;53.0
764;Prei;Overige provincies;1997;95.0;7.0
765;Prei;Overige provincies;1998;113.0;9.0
766;Prei;Overige provincies;1999;99.0;43.0
767;Prei;Overige provincies;2000;111.0;10.0
768;Schorseneren;Nederland;1995;1489.0;1128.0
769;Schorseneren;Nederland;1996;1558.0;1255.0
770;Schorseneren;Nederland;1997;1549.0;1194.0
771;Schorseneren;Nederland;1998;1674.0;1326.0
772;Schorseneren;Nederland;1999;1666.0;1232.0
773;Schorseneren;Nederland;2000;1172.0;808.0
774;Schorseneren;Flevoland;1995;2.0;0.0
775;Schorseneren;Flevoland;1996;6.0;0.0
776;Schorseneren;Flevoland;1997;0.0;0.0
777;Schorseneren;Flevoland;1998;9.0;6.0
778;Schorseneren;Flevoland;1999;0.0;0.0
779;Schorseneren;Flevoland;2000;16.0;11.0
780;Schorseneren;Gelderland en Zeeland;1995;12.0;2.0
781;Schorseneren;Gelderland en Zeeland;1996;12.0;12.0
782;Schorseneren;Gelderland en Zeeland;1997;0.0;0.0
783;Schorseneren;Gelderland en Zeeland;1998;9.0;3.0
784;Schorseneren;Gelderland en Zeeland;1999;2.0;0.0
785;Schorseneren;Gelderland en Zeeland;2000;0.0;0.0
786;Schorseneren;Noord-Holland;1995;1.0;0.0
787;Schorseneren;Noord-Holland;1996;0.0;0.0
788;Schorseneren;Noord-Holland;1997;0.0;0.0
789;Schorseneren;Noord-Holland;1998;0.0;0.0
790;Schorseneren;Noord-Holland;1999;0.0;0.0
791;Schorseneren;Noord-Holland;2000;0.0;0.0
792;Schorseneren;Zuid-Holland;1995;0.0;0.0
793;Schorseneren;Zuid-Holland;1996;0.0;0.0
794;Schorseneren;Zuid-Holland;1997;0.0;0.0
795;Schorseneren;Zuid-Holland;1998;0.0;0.0
796;Schorseneren;Zuid-Holland;1999;0.0;0.0
797;Schorseneren;Zuid-Holland;2000;0.0;0.0
798;Schorseneren;Noord-Brabant;1995;930.0;702.0
799;Schorseneren;Noord-Brabant;1996;945.0;790.0
800;Schorseneren;Noord-Brabant;1997;972.0;736.0
801;Schorseneren;Noord-Brabant;1998;965.0;769.0
802;Schorseneren;Noord-Brabant;1999;1138.0;909.0
803;Schorseneren;Noord-Brabant;2000;728.0;479.0
804;Schorseneren;Limburg;1995;533.0;425.0
805;Schorseneren;Limburg;1996;594.0;453.0
806;Schorseneren;Limburg;1997;577.0;458.0
807;Schorseneren;Limburg;1998;688.0;548.0
808;Schorseneren;Limburg;1999;526.0;323.0
809;Schorseneren;Limburg;2000;426.0;317.0
810;Schorseneren;Overige provincies;1995;12.0;0.0
811;Schorseneren;Overige provincies;1996;0.0;0.0
812;Schorseneren;Overige provincies;1997;0.0;0.0
813;Schorseneren;Overige provincies;1998;3.0;0.0
814;Schorseneren;Overige provincies;1999;0.0;0.0
815;Schorseneren;Overige provincies;2000;1.0;1.0
816;Sla (totaal);Nederland;1995;1781.0;276.0
817;Sla (totaal);Nederland;1996;2330.0;266.0
818;Sla (totaal);Nederland;1997;1756.0;498.0
819;Sla (totaal);Nederland;1998;1595.0;180.0
820;Sla (totaal);Nederland;1999;1660.0;371.0
821;Sla (totaal);Nederland;2000;2098.0;426.0
822;Sla (totaal);Flevoland;1995;66.0;0.0
823;Sla (totaal);Flevoland;1996;70.0;0.0
824;Sla (totaal);Flevoland;1997;123.0;0.0
825;Sla (totaal);Flevoland;1998;73.0;0.0
826;Sla (totaal);Flevoland;1999;118.0;0.0
827;Sla (totaal);Flevoland;2000;101.0;25.0
828;Sla (totaal);Gelderland en Zeeland;1995;40.0;0.0
829;Sla (totaal);Gelderland en Zeeland;1996;49.0;20.0
830;Sla (totaal);Gelderland en Zeeland;1997;19.0;0.0
831;Sla (totaal);Gelderland en Zeeland;1998;46.0;6.0
832;Sla (totaal);Gelderland en Zeeland;1999;86.0;5.0
833;Sla (totaal);Gelderland en Zeeland;2000;30.0;0.0
834;Sla (totaal);Noord-Holland;1995;240.0;51.0
835;Sla (totaal);Noord-Holland;1996;426.0;21.0
836;Sla (totaal);Noord-Holland;1997;297.0;44.0
837;Sla (totaal);Noord-Holland;1998;375.0;41.0
838;Sla (totaal);Noord-Holland;1999;282.0;78.0
839;Sla (totaal);Noord-Holland;2000;393.0;124.0
840;Sla (totaal);Zuid-Holland;1995;321.0;0.0
841;Sla (totaal);Zuid-Holland;1996;326.0;23.0
842;Sla (totaal);Zuid-Holland;1997;223.0;25.0
843;Sla (totaal);Zuid-Holland;1998;193.0;10.0
844;Sla (totaal);Zuid-Holland;1999;218.0;25.0
845;Sla (totaal);Zuid-Holland;2000;283.0;75.0
846;Sla (totaal);Noord-Brabant;1995;546.0;50.0
847;Sla (totaal);Noord-Brabant;1996;953.0;46.0
848;Sla (totaal);Noord-Brabant;1997;702.0;383.0
849;Sla (totaal);Noord-Brabant;1998;437.0;24.0
850;Sla (totaal);Noord-Brabant;1999;408.0;114.0
851;Sla (totaal);Noord-Brabant;2000;363.0;105.0
852;Sla (totaal);Limburg;1995;304.0;33.0
853;Sla (totaal);Limburg;1996;377.0;115.0
854;Sla (totaal);Limburg;1997;242.0;0.0
855;Sla (totaal);Limburg;1998;377.0;81.0
856;Sla (totaal);Limburg;1999;455.0;132.0
857;Sla (totaal);Limburg;2000;736.0;10.0
858;Sla (totaal);Overige provincies;1995;262.0;142.0
859;Sla (totaal);Overige provincies;1996;126.0;41.0
860;Sla (totaal);Overige provincies;1997;149.0;46.0
861;Sla (totaal);Overige provincies;1998;95.0;18.0
862;Sla (totaal);Overige provincies;1999;93.0;17.0
863;Sla (totaal);Overige provincies;2000;193.0;87.0
864;IJsbergsla;Nederland;1995;1094.0;260.0
865;IJsbergsla;Nederland;1996;1723.0;241.0
866;IJsbergsla;Nederland;1997;1279.0;497.0
867;IJsbergsla;Nederland;1998;1192.0;177.0
868;IJsbergsla;Nederland;1999;1247.0;336.0
869;IJsbergsla;Nederland;2000;1585.0;326.0
870;IJsbergsla;Flevoland;1995;;
871;IJsbergsla;Flevoland;1996;;
872;IJsbergsla;Flevoland;1997;;
873;IJsbergsla;Flevoland;1998;;
874;IJsbergsla;Flevoland;1999;;
875;IJsbergsla;Flevoland;2000;;
876;IJsbergsla;Gelderland en Zeeland;1995;;
877;IJsbergsla;Gelderland en Zeeland;1996;;
878;IJsbergsla;Gelderland en Zeeland;1997;;
879;IJsbergsla;Gelderland en Zeeland;1998;;
880;IJsbergsla;Gelderland en Zeeland;1999;;
881;IJsbergsla;Gelderland en Zeeland;2000;;
882;IJsbergsla;Noord-Holland;1995;225.0;51.0
883;IJsbergsla;Noord-Holland;1996;393.0;21.0
884;IJsbergsla;Noord-Holland;1997;251.0;44.0
885;IJsbergsla;Noord-Holland;1998;324.0;41.0
886;IJsbergsla;Noord-Holland;1999;246.0;78.0
887;IJsbergsla;Noord-Holland;2000;366.0;112.0
888;IJsbergsla;Zuid-Holland;1995;;
889;IJsbergsla;Zuid-Holland;1996;;
890;IJsbergsla;Zuid-Holland;1997;;
891;IJsbergsla;Zuid-Holland;1998;;
892;IJsbergsla;Zuid-Holland;1999;;
893;IJsbergsla;Zuid-Holland;2000;;
894;IJsbergsla;Noord-Brabant;1995;200.0;34.0
895;IJsbergsla;Noord-Brabant;1996;649.0;21.0
896;IJsbergsla;Noord-Brabant;1997;554.0;383.0
897;IJsbergsla;Noord-Brabant;1998;291.0;24.0
898;IJsbergsla;Noord-Brabant;1999;288.0;87.0
899;IJsbergsla;Noord-Brabant;2000;249.0;62.0
900;IJsbergsla;Limburg;1995;176.0;33.0
901;IJsbergsla;Limburg;1996;316.0;115.0
902;IJsbergsla;Limburg;1997;51.0;0.0
903;IJsbergsla;Limburg;1998;243.0;81.0
904;IJsbergsla;Limburg;1999;352.0;132.0
905;IJsbergsla;Limburg;2000;600.0;10.0
906;IJsbergsla;Overige provincies;1995;232.0;142.0
907;IJsbergsla;Overige provincies;1996;106.0;41.0
908;IJsbergsla;Overige provincies;1997;141.0;46.0
909;IJsbergsla;Overige provincies;1998;79.0;15.0
910;IJsbergsla;Overige provincies;1999;91.0;17.0
911;IJsbergsla;Overige provincies;2000;130.0;85.0
912;Overige sla;Nederland;1995;687.0;16.0
913;Overige sla;Nederland;1996;607.0;25.0
914;Overige sla;Nederland;1997;477.0;1.0
915;Overige sla;Nederland;1998;403.0;3.0
916;Overige sla;Nederland;1999;413.0;35.0
917;Overige sla;Nederland;2000;513.0;100.0
918;Overige sla;Flevoland;1995;;
919;Overige sla;Flevoland;1996;;
920;Overige sla;Flevoland;1997;;
921;Overige sla;Flevoland;1998;;
922;Overige sla;Flevoland;1999;;
923;Overige sla;Flevoland;2000;;
924;Overige sla;Gelderland en Zeeland;1995;;
925;Overige sla;Gelderland en Zeeland;1996;;
926;Overige sla;Gelderland en Zeeland;1997;;
927;Overige sla;Gelderland en Zeeland;1998;;
928;Overige sla;Gelderland en Zeeland;1999;;
929;Overige sla;Gelderland en Zeeland;2000;;
930;Overige sla;Noord-Holland;1995;;
931;Overige sla;Noord-Holland;1996;;
932;Overige sla;Noord-Holland;1997;;
933;Overige sla;Noord-Holland;1998;;
934;Overige sla;Noord-Holland;1999;;
935;Overige sla;Noord-Holland;2000;;
936;Overige sla;Zuid-Holland;1995;133.0;0.0
937;Overige sla;Zuid-Holland;1996;168.0;0.0
938;Overige sla;Zuid-Holland;1997;70.0;1.0
939;Overige sla;Zuid-Holland;1998;41.0;0.0
940;Overige sla;Zuid-Holland;1999;92.0;8.0
941;Overige sla;Zuid-Holland;2000;153.0;39.0
942;Overige sla;Noord-Brabant;1995;346.0;16.0
943;Overige sla;Noord-Brabant;1996;304.0;25.0
944;Overige sla;Noord-Brabant;1997;148.0;0.0
945;Overige sla;Noord-Brabant;1998;146.0;0.0
946;Overige sla;Noord-Brabant;1999;120.0;27.0
947;Overige sla;Noord-Brabant;2000;114.0;43.0
948;Overige sla;Limburg;1995;;
949;Overige sla;Limburg;1996;;
950;Overige sla;Limburg;1997;;
951;Overige sla;Limburg;1998;;
952;Overige sla;Limburg;1999;;
953;Overige sla;Limburg;2000;;
954;Overige sla;Overige provincies;1995;30.0;0.0
955;Overige sla;Overige provincies;1996;20.0;0.0
956;Overige sla;Overige provincies;1997;8.0;0.0
957;Overige sla;Overige provincies;1998;16.0;3.0
958;Overige sla;Overige provincies;1999;2.0;0.0
959;Overige sla;Overige provincies;2000;63.0;3.0
960;Herfstsluitkool (totaal);Nederland;1995;1550.0;280.0
961;Herfstsluitkool (totaal);Nederland;1996;1439.0;330.0
962;Herfstsluitkool (totaal);Nederland;1997;1509.0;444.0
963;Herfstsluitkool (totaal);Nederland;1998;1216.0;321.0
964;Herfstsluitkool (totaal);Nederland;1999;1297.0;479.0
965;Herfstsluitkool (totaal);Nederland;2000;1161.0;283.0
966;Herfstsluitkool (totaal);Flevoland;1995;12.0;1.0
967;Herfstsluitkool (totaal);Flevoland;1996;44.0;10.0
968;Herfstsluitkool (totaal);Flevoland;1997;35.0;35.0
969;Herfstsluitkool (totaal);Flevoland;1998;10.0;6.0
970;Herfstsluitkool (totaal);Flevoland;1999;7.0;1.0
971;Herfstsluitkool (totaal);Flevoland;2000;18.0;14.0
972;Herfstsluitkool (totaal);Gelderland en Zeeland;1995;35.0;0.0
973;Herfstsluitkool (totaal);Gelderland en Zeeland;1996;59.0;1.0
974;Herfstsluitkool (totaal);Gelderland en Zeeland;1997;54.0;18.0
975;Herfstsluitkool (totaal);Gelderland en Zeeland;1998;85.0;0.0
976;Herfstsluitkool (totaal);Gelderland en Zeeland;1999;24.0;8.0
977;Herfstsluitkool (totaal);Gelderland en Zeeland;2000;31.0;0.0
978;Herfstsluitkool (totaal);Noord-Holland;1995;767.0;156.0
979;Herfstsluitkool (totaal);Noord-Holland;1996;720.0;138.0
980;Herfstsluitkool (totaal);Noord-Holland;1997;799.0;200.0
981;Herfstsluitkool (totaal);Noord-Holland;1998;670.0;179.0
982;Herfstsluitkool (totaal);Noord-Holland;1999;778.0;237.0
983;Herfstsluitkool (totaal);Noord-Holland;2000;596.0;129.0
984;Herfstsluitkool (totaal);Zuid-Holland;1995;113.0;0.0
985;Herfstsluitkool (totaal);Zuid-Holland;1996;116.0;1.0
986;Herfstsluitkool (totaal);Zuid-Holland;1997;97.0;9.0
987;Herfstsluitkool (totaal);Zuid-Holland;1998;120.0;10.0
988;Herfstsluitkool (totaal);Zuid-Holland;1999;73.0;7.0
989;Herfstsluitkool (totaal);Zuid-Holland;2000;111.0;12.0
990;Herfstsluitkool (totaal);Noord-Brabant;1995;174.0;67.0
991;Herfstsluitkool (totaal);Noord-Brabant;1996;213.0;135.0
992;Herfstsluitkool (totaal);Noord-Brabant;1997;250.0;154.0
993;Herfstsluitkool (totaal);Noord-Brabant;1998;173.0;89.0
994;Herfstsluitkool (totaal);Noord-Brabant;1999;212.0;122.0
995;Herfstsluitkool (totaal);Noord-Brabant;2000;169.0;88.0
996;Herfstsluitkool (totaal);Limburg;1995;195.0;9.0
997;Herfstsluitkool (totaal);Limburg;1996;220.0;19.0
998;Herfstsluitkool (totaal);Limburg;1997;197.0;6.0
999;Herfstsluitkool (totaal);Limburg;1998;101.0;19.0
1000;Herfstsluitkool (totaal);Limburg;1999;153.0;87.0
1001;Herfstsluitkool (totaal);Limburg;2000;187.0;36.0
1002;Herfstsluitkool (totaal);Overige provincies;1995;255.0;46.0
1003;Herfstsluitkool (totaal);Overige provincies;1996;70.0;25.0
1004;Herfstsluitkool (totaal);Overige provincies;1997;77.0;21.0
1005;Herfstsluitkool (totaal);Overige provincies;1998;57.0;17.0
1006;Herfstsluitkool (totaal);Overige provincies;1999;50.0;17.0
1007;Herfstsluitkool (totaal);Overige provincies;2000;49.0;3.0
1008;Rode herfstsluitkool;Nederland;1995;309.0;70.0
1009;Rode herfstsluitkool;Nederland;1996;331.0;127.0
1010;Rode herfstsluitkool;Nederland;1997;415.0;193.0
1011;Rode herfstsluitkool;Nederland;1998;336.0;83.0
1012;Rode herfstsluitkool;Nederland;1999;309.0;133.0
1013;Rode herfstsluitkool;Nederland;2000;280.0;113.0
1014;Rode herfstsluitkool;Flevoland;1995;;
1015;Rode herfstsluitkool;Flevoland;1996;;
1016;Rode herfstsluitkool;Flevoland;1997;;
1017;Rode herfstsluitkool;Flevoland;1998;;
1018;Rode herfstsluitkool;Flevoland;1999;;
1019;Rode herfstsluitkool;Flevoland;2000;;
1020;Rode herfstsluitkool;Gelderland en Zeeland;1995;;
1021;Rode herfstsluitkool;Gelderland en Zeeland;1996;;
1022;Rode herfstsluitkool;Gelderland en Zeeland;1997;;
1023;Rode herfstsluitkool;Gelderland en Zeeland;1998;;
1024;Rode herfstsluitkool;Gelderland en Zeeland;1999;;
1025;Rode herfstsluitkool;Gelderland en Zeeland;2000;;
1026;Rode herfstsluitkool;Noord-Holland;1995;164.0;14.0
