ID;Groentesoort;Regio;Jaar;TotaleProductieOppervlakte_1;Contractteelt_2
0;Totaal groenten open grond;Nederland;1995;44684.0;17249.0
1;Totaal groenten open grond;Nederland;1996;46738.0;17837.0
2;Totaal groenten open grond;Nederland;1997;41595.0;17884.0
3;Totaal groenten open grond;Nederland;1998;42516.0;18212.0
4;Totaal groenten open grond;Nederland;1999;47861.0;17799.0
5;Totaal groenten open grond;Nederland;2000;42972.0;16283.0
6;Totaal groenten open grond;Flevoland;1995;5074.0;3458.0
7;Totaal groenten open grond;Flevoland;1996;5571.0;3419.0
8;Totaal groenten open grond;Flevoland;1997;5354.0;3538.0
9;Totaal groenten open grond;Flevoland;1998;5823.0;4077.0
10;Totaal groenten open grond;Flevoland;1999;6865.0;3859.0
11;Totaal groenten open grond;Flevoland;2000;5958.0;3370.0
12;Totaal groenten open grond;Gelderland en Zeeland;1995;3237.0;1024.0
13;Totaal groenten open grond;Gelderland en Zeeland;1996;3363.0;1455.0
14;Totaal groenten open grond;Gelderland en Zeeland;1997;2636.0;969.0
15;Totaal groenten open grond;Gelderland en Zeeland;1998;3177.0;1101.0
16;Totaal groenten open grond;Gelderland en Zeeland;1999;3678.0;1136.0
17;Totaal groenten open grond;Gelderland en Zeeland;2000;3265.0;1567.0
18;Totaal groenten open grond;Noord-Holland;1995;5842.0;620.0
19;Totaal groenten open grond;Noord-Holland;1996;6594.0;974.0
20;Totaal groenten open grond;Noord-Holland;1997;6378.0;1136.0
21;Totaal groenten open grond;Noord-Holland;1998;5999.0;1210.0
22;Totaal groenten open grond;Noord-Holland;1999;6628.0;1369.0
23;Totaal groenten open grond;Noord-Holland;2000;6160.0;1232.0
24;Totaal groenten open grond;Zuid-Holland;1995;6464.0;966.0
25;Totaal groenten open grond;Zuid-Holland;1996;6755.0;961.0
26;Totaal groenten open grond;Zuid-Holland;1997;5605.0;899.0
27;Totaal groenten open grond;Zuid-Holland;1998;6051.0;1144.0
28;Totaal groenten open grond;Zuid-Holland;1999;6110.0;827.0
29;Totaal groenten open grond;Zuid-Holland;2000;5973.0;753.0
30;Totaal groenten open grond;Noord-Brabant;1995;12542.0;5570.0
31;Totaal groenten open grond;Noord-Brabant;1996;12681.0;6171.0
32;Totaal groenten open grond;Noord-Brabant;1997;12074.0;6621.0
33;Totaal groenten open grond;Noord-Brabant;1998;11785.0;5981.0
34;Totaal groenten open grond;Noord-Brabant;1999;13811.0;6461.0
35;Totaal groenten open grond;Noord-Brabant;2000;11938.0;5539.0
36;Totaal groenten open grond;Limburg;1995;7806.0;3443.0
37;Totaal groenten open grond;Limburg;1996;7219.0;2888.0
38;Totaal groenten open grond;Limburg;1997;6151.0;2803.0
39;Totaal groenten open grond;Limburg;1998;5879.0;2357.0
40;Totaal groenten open grond;Limburg;1999;6544.0;2204.0
41;Totaal groenten open grond;Limburg;2000;6028.0;1963.0
42;Totaal groenten open grond;Overige provincies;1995;3713.0;2169.0
43;Totaal groenten open grond;Overige provincies;1996;4551.0;1971.0
44;Totaal groenten open grond;Overige provincies;1997;3387.0;1919.0
45;Totaal groenten open grond;Overige provincies;1998;3809.0;2342.0
46;Totaal groenten open grond;Overige provincies;1999;4225.0;1943.0
47;Totaal groenten open grond;Overige provincies;2000;3649.0;1859.0
48;Andijvie;Nederland;1995;584.0;73.0
49;Andijvie;Nederland;1996;666.0;154.0
50;Andijvie;Nederland;1997;492.0;45.0
51;Andijvie;Nederland;1998;495.0;91.0
52;Andijvie;Nederland;1999;505.0;197.0
53;Andijvie;Nederland;2000;533.0;119.0
54;Andijvie;Flevoland;1995;0.0;0.0
55;Andijvie;Flevoland;1996;0.0;0.0
56;Andijvie;Flevoland;1997;0.0;0.0
57;Andijvie;Flevoland;1998;1.0;0.0
58;Andijvie;Flevoland;1999;20.0;20.0
59;Andijvie;Flevoland;2000;3.0;1.0
60;Andijvie;Gelderland en Zeeland;1995;52.0;0.0
61;Andijvie;Gelderland en Zeeland;1996;55.0;0.0
62;Andijvie;Gelderland en Zeeland;1997;23.0;0.0
63;Andijvie;Gelderland en Zeeland;1998;45.0;0.0
64;Andijvie;Gelderland en Zeeland;1999;25.0;2.0
65;Andijvie;Gelderland en Zeeland;2000;11.0;0.0
66;Andijvie;Noord-Holland;1995;18.0;0.0
67;Andijvie;Noord-Holland;1996;46.0;0.0
68;Andijvie;Noord-Holland;1997;118.0;0.0
69;Andijvie;Noord-Holland;1998;8.0;0.0
70;Andijvie;Noord-Holland;1999;16.0;8.0
71;Andijvie;Noord-Holland;2000;19.0;4.0
72;Andijvie;Zuid-Holland;1995;128.0;1.0
73;Andijvie;Zuid-Holland;1996;105.0;15.0
74;Andijvie;Zuid-Holland;1997;90.0;0.0
75;Andijvie;Zuid-Holland;1998;71.0;0.0
76;Andijvie;Zuid-Holland;1999;66.0;8.0
77;Andijvie;Zuid-Holland;2000;66.0;0.0
78;Andijvie;Noord-Brabant;1995;311.0;65.0
79;Andijvie;Noord-Brabant;1996;334.0;59.0
80;Andijvie;Noord-Brabant;1997;237.0;43.0
81;Andijvie;Noord-Brabant;1998;315.0;83.0
82;Andijvie;Noord-Brabant;1999;348.0;159.0
83;Andijvie;Noord-Brabant;2000;388.0;102.0
84;Andijvie;Limburg;1995;21.0;0.0
85;Andijvie;Limburg;1996;100.0;76.0
86;Andijvie;Limburg;1997;1.0;0.0
87;Andijvie;Limburg;1998;25.0;8.0
88;Andijvie;Limburg;1999;13.0;0.0
89;Andijvie;Limburg;2000;27.0;10.0
90;Andijvie;Overige provincies;1995;54.0;7.0
91;Andijvie;Overige provincies;1996;26.0;4.0
92;Andijvie;Overige provincies;1997;23.0;2.0
93;Andijvie;Overige provincies;1998;30.0;0.0
94;Andijvie;Overige provincies;1999;17.0;0.0
95;Andijvie;Overige provincies;2000;19.0;2.0
96;Bleekselderij;Nederland;1995;169.0;58.0
97;Bleekselderij;Nederland;1996;117.0;13.0
98;Bleekselderij;Nederland;1997;155.0;24.0
99;Bleekselderij;Nederland;1998;161.0;22.0
100;Bleekselderij;Nederland;1999;117.0;36.0
101;Bleekselderij;Nederland;2000;229.0;61.0
102;Bleekselderij;Flevoland;1995;;
103;Bleekselderij;Flevoland;1996;;
104;Bleekselderij;Flevoland;1997;;
105;Bleekselderij;Flevoland;1998;;
106;Bleekselderij;Flevoland;1999;;
107;Bleekselderij;Flevoland;2000;;
108;Bleekselderij;Gelderland en Zeeland;1995;;
109;Bleekselderij;Gelderland en Zeeland;1996;;
110;Bleekselderij;Gelderland en Zeeland;1997;;
111;Bleekselderij;Gelderland en Zeeland;1998;;
112;Bleekselderij;Gelderland en Zeeland;1999;;
113;Bleekselderij;Gelderland en Zeeland;2000;;
114;Bleekselderij;Noord-Holland;1995;;
115;Bleekselderij;Noord-Holland;1996;;
116;Bleekselderij;Noord-Holland;1997;;
117;Bleekselderij;Noord-Holland;1998;;
118;Bleekselderij;Noord-Holland;1999;;
119;Bleekselderij;Noord-Holland;2000;;
120;Bleekselderij;Zuid-Holland;1995;;
121;Bleekselderij;Zuid-Holland;1996;;
122;Bleekselderij;Zuid-Holland;1997;;
123;Bleekselderij;Zuid-Holland;1998;;
124;Bleekselderij;Zuid-Holland;1999;;
125;Bleekselderij;Zuid-Holland;2000;;
126;Bleekselderij;Noord-Brabant;1995;63.0;29.0
127;Bleekselderij;Noord-Brabant;1996;79.0;13.0
128;Bleekselderij;Noord-Brabant;1997;81.0;24.0
129;Bleekselderij;Noord-Brabant;1998;74.0;13.0
130;Bleekselderij;Noord-Brabant;1999;45.0;16.0
131;Bleekselderij;Noord-Brabant;2000;120.0;58.0
132;Bleekselderij;Limburg;1995;;
133;Bleekselderij;Limburg;1996;;
134;Bleekselderij;Limburg;1997;;
135;Bleekselderij;Limburg;1998;;
136;Bleekselderij;Limburg;1999;;
137;Bleekselderij;Limburg;2000;;
138;Bleekselderij;Overige provincies;1995;;
139;Bleekselderij;Overige provincies;1996;;
140;Bleekselderij;Overige provincies;1997;;
141;Bleekselderij;Overige provincies;1998;;
142;Bleekselderij;Overige provincies;1999;;
143;Bleekselderij;Overige provincies;2000;;
144;Bloemkool;Nederland;1995;2110.0;42.0
145;Bloemkool;Nederland;1996;2217.0;154.0
146;Bloemkool;Nederland;1997;2125.0;226.0
147;Bloemkool;Nederland;1998;2421.0;365.0
148;Bloemkool;Nederland;1999;2443.0;488.0
149;Bloemkool;Nederland;2000;2165.0;363.0
150;Bloemkool;Flevoland;1995;51.0;0.0
151;Bloemkool;Flevoland;1996;53.0;42.0
152;Bloemkool;Flevoland;1997;62.0;17.0
153;Bloemkool;Flevoland;1998;115.0;31.0
154;Bloemkool;Flevoland;1999;158.0;84.0
155;Bloemkool;Flevoland;2000;198.0;114.0
156;Bloemkool;Gelderland en Zeeland;1995;142.0;0.0
157;Bloemkool;Gelderland en Zeeland;1996;139.0;14.0
158;Bloemkool;Gelderland en Zeeland;1997;125.0;0.0
159;Bloemkool;Gelderland en Zeeland;1998;305.0;31.0
160;Bloemkool;Gelderland en Zeeland;1999;214.0;24.0
161;Bloemkool;Gelderland en Zeeland;2000;203.0;0.0
162;Bloemkool;Noord-Holland;1995;1205.0;22.0
163;Bloemkool;Noord-Holland;1996;1293.0;28.0
164;Bloemkool;Noord-Holland;1997;1289.0;109.0
165;Bloemkool;Noord-Holland;1998;1212.0;172.0
166;Bloemkool;Noord-Holland;1999;1348.0;259.0
167;Bloemkool;Noord-Holland;2000;1233.0;221.0
168;Bloemkool;Zuid-Holland;1995;286.0;0.0
169;Bloemkool;Zuid-Holland;1996;248.0;11.0
170;Bloemkool;Zuid-Holland;1997;194.0;0.0
171;Bloemkool;Zuid-Holland;1998;280.0;42.0
172;Bloemkool;Zuid-Holland;1999;177.0;3.0
173;Bloemkool;Zuid-Holland;2000;134.0;7.0
174;Bloemkool;Noord-Brabant;1995;142.0;0.0
175;Bloemkool;Noord-Brabant;1996;189.0;1.0
176;Bloemkool;Noord-Brabant;1997;120.0;14.0
177;Bloemkool;Noord-Brabant;1998;173.0;0.0
178;Bloemkool;Noord-Brabant;1999;168.0;25.0
179;Bloemkool;Noord-Brabant;2000;138.0;2.0
180;Bloemkool;Limburg;1995;240.0;0.0
181;Bloemkool;Limburg;1996;198.0;0.0
182;Bloemkool;Limburg;1997;215.0;0.0
183;Bloemkool;Limburg;1998;211.0;3.0
184;Bloemkool;Limburg;1999;206.0;0.0
185;Bloemkool;Limburg;2000;189.0;0.0
186;Bloemkool;Overige provincies;1995;44.0;20.0
187;Bloemkool;Overige provincies;1996;97.0;57.0
188;Bloemkool;Overige provincies;1997;121.0;87.0
189;Bloemkool;Overige provincies;1998;125.0;86.0
190;Bloemkool;Overige provincies;1999;172.0;93.0
191;Bloemkool;Overige provincies;2000;71.0;19.0
192;Boerenkool;Nederland;1995;956.0;479.0
193;Boerenkool;Nederland;1996;880.0;571.0
194;Boerenkool;Nederland;1997;522.0;289.0
195;Boerenkool;Nederland;1998;449.0;197.0
196;Boerenkool;Nederland;1999;699.0;360.0
197;Boerenkool;Nederland;2000;788.0;217.0
198;Boerenkool;Flevoland;1995;;
199;Boerenkool;Flevoland;1996;;
200;Boerenkool;Flevoland;1997;;
201;Boerenkool;Flevoland;1998;;
202;Boerenkool;Flevoland;1999;;
203;Boerenkool;Flevoland;2000;;
204;Boerenkool;Gelderland en Zeeland;1995;54.0;3.0
205;Boerenkool;Gelderland en Zeeland;1996;226.0;154.0
206;Boerenkool;Gelderland en Zeeland;1997;71.0;17.0
207;Boerenkool;Gelderland en Zeeland;1998;92.0;0.0
208;Boerenkool;Gelderland en Zeeland;1999;85.0;0.0
209;Boerenkool;Gelderland en Zeeland;2000;15.0;0.0
210;Boerenkool;Noord-Holland;1995;273.0;92.0
211;Boerenkool;Noord-Holland;1996;91.0;14.0
212;Boerenkool;Noord-Holland;1997;168.0;107.0
213;Boerenkool;Noord-Holland;1998;109.0;30.0
214;Boerenkool;Noord-Holland;1999;193.0;107.0
215;Boerenkool;Noord-Holland;2000;390.0;39.0
216;Boerenkool;Zuid-Holland;1995;;
217;Boerenkool;Zuid-Holland;1996;;
218;Boerenkool;Zuid-Holland;1997;;
219;Boerenkool;Zuid-Holland;1998;;
220;Boerenkool;Zuid-Holland;1999;;
221;Boerenkool;Zuid-Holland;2000;;
222;Boerenkool;Noord-Brabant;1995;226.0;87.0
223;Boerenkool;Noord-Brabant;1996;165.0;125.0
224;Boerenkool;Noord-Brabant;1997;182.0;146.0
225;Boerenkool;Noord-Brabant;1998;97.0;66.0
226;Boerenkool;Noord-Brabant;1999;235.0;169.0
227;Boerenkool;Noord-Brabant;2000;196.0;111.0
228;Boerenkool;Limburg;1995;;
229;Boerenkool;Limburg;1996;;
230;Boerenkool;Limburg;1997;;
231;Boerenkool;Limburg;1998;;
232;Boerenkool;Limburg;1999;;
233;Boerenkool;Limburg;2000;;
234;Boerenkool;Overige provincies;1995;167.0;142.0
235;Boerenkool;Overige provincies;1996;124.0;98.0
236;Boerenkool;Overige provincies;1997;42.0;19.0
237;Boerenkool;Overige provincies;1998;49.0;29.0
238;Boerenkool;Overige provincies;1999;45.0;31.0
239;Boerenkool;Overige provincies;2000;49.0;0.0
240;Broccoli;Nederland;1995;525.0;180.0
241;Broccoli;Nederland;1996;685.0;230.0
242;Broccoli;Nederland;1997;652.0;209.0
243;Broccoli;Nederland;1998;753.0;278.0
244;Broccoli;Nederland;1999;1049.0;253.0
245;Broccoli;Nederland;2000;1062.0;210.0
246;Broccoli;Flevoland;1995;12.0;5.0
247;Broccoli;Flevoland;1996;6.0;0.0
248;Broccoli;Flevoland;1997;4.0;4.0
249;Broccoli;Flevoland;1998;17.0;8.0
250;Broccoli;Flevoland;1999;24.0;13.0
251;Broccoli;Flevoland;2000;33.0;7.0
252;Broccoli;Gelderland en Zeeland;1995;31.0;6.0
253;Broccoli;Gelderland en Zeeland;1996;48.0;0.0
254;Broccoli;Gelderland en Zeeland;1997;70.0;0.0
255;Broccoli;Gelderland en Zeeland;1998;85.0;33.0
256;Broccoli;Gelderland en Zeeland;1999;132.0;0.0
257;Broccoli;Gelderland en Zeeland;2000;209.0;0.0
258;Broccoli;Noord-Holland;1995;186.0;8.0
259;Broccoli;Noord-Holland;1996;241.0;46.0
260;Broccoli;Noord-Holland;1997;194.0;15.0
261;Broccoli;Noord-Holland;1998;262.0;39.0
262;Broccoli;Noord-Holland;1999;281.0;35.0
263;Broccoli;Noord-Holland;2000;259.0;90.0
264;Broccoli;Zuid-Holland;1995;13.0;2.0
265;Broccoli;Zuid-Holland;1996;7.0;0.0
266;Broccoli;Zuid-Holland;1997;6.0;0.0
267;Broccoli;Zuid-Holland;1998;11.0;1.0
268;Broccoli;Zuid-Holland;1999;14.0;0.0
269;Broccoli;Zuid-Holland;2000;15.0;3.0
270;Broccoli;Noord-Brabant;1995;59.0;34.0
271;Broccoli;Noord-Brabant;1996;93.0;25.0
272;Broccoli;Noord-Brabant;1997;148.0;50.0
273;Broccoli;Noord-Brabant;1998;125.0;50.0
274;Broccoli;Noord-Brabant;1999;248.0;53.0
275;Broccoli;Noord-Brabant;2000;255.0;11.0
276;Broccoli;Limburg;1995;35.0;0.0
277;Broccoli;Limburg;1996;48.0;0.0
278;Broccoli;Limburg;1997;40.0;0.0
279;Broccoli;Limburg;1998;28.0;0.0
280;Broccoli;Limburg;1999;52.0;24.0
281;Broccoli;Limburg;2000;51.0;12.0
282;Broccoli;Overige provincies;1995;187.0;125.0
283;Broccoli;Overige provincies;1996;242.0;159.0
284;Broccoli;Overige provincies;1997;189.0;140.0
285;Broccoli;Overige provincies;1998;224.0;147.0
286;Broccoli;Overige provincies;1999;298.0;128.0
287;Broccoli;Overige provincies;2000;240.0;86.0
288;Chinese kool;Nederland;1995;161.0;0.0
289;Chinese kool;Nederland;1996;224.0;0.0
290;Chinese kool;Nederland;1997;372.0;101.0
291;Chinese kool;Nederland;1998;195.0;0.0
292;Chinese kool;Nederland;1999;280.0;28.0
293;Chinese kool;Nederland;2000;287.0;13.0
294;Chinese kool;Flevoland;1995;;
295;Chinese kool;Flevoland;1996;;
296;Chinese kool;Flevoland;1997;;
297;Chinese kool;Flevoland;1998;;
298;Chinese kool;Flevoland;1999;;
299;Chinese kool;Flevoland;2000;;
300;Chinese kool;Gelderland en Zeeland;1995;;
301;Chinese kool;Gelderland en Zeeland;1996;;
302;Chinese kool;Gelderland en Zeeland;1997;;
303;Chinese kool;Gelderland en Zeeland;1998;;
304;Chinese kool;Gelderland en Zeeland;1999;;
305;Chinese kool;Gelderland en Zeeland;2000;;
306;Chinese kool;Noord-Holland;1995;;
307;Chinese kool;Noord-Holland;1996;;
308;Chinese kool;Noord-Holland;1997;;
309;Chinese kool;Noord-Holland;1998;;
310;Chinese kool;Noord-Holland;1999;;
311;Chinese kool;Noord-Holland;2000;;
312;Chinese kool;Zuid-Holland;1995;;
313;Chinese kool;Zuid-Holland;1996;;
314;Chinese kool;Zuid-Holland;1997;;
315;Chinese kool;Zuid-Holland;1998;;
316;Chinese kool;Zuid-Holland;1999;;
317;Chinese kool;Zuid-Holland;2000;;
318;Chinese kool;Noord-Brabant;1995;67.0;0.0
319;Chinese kool;Noord-Brabant;1996;77.0;0.0
320;Chinese kool;Noord-Brabant;1997;113.0;38.0
321;Chinese kool;Noord-Brabant;1998;63.0;0.0
322;Chinese kool;Noord-Brabant;1999;109.0;27.0
323;Chinese kool;Noord-Brabant;2000;154.0;1.0
324;Chinese kool;Limburg;1995;69.0;0.0
325;Chinese kool;Limburg;1996;110.0;0.0
326;Chinese kool;Limburg;1997;106.0;0.0
327;Chinese kool;Limburg;1998;101.0;0.0
328;Chinese kool;Limburg;1999;125.0;0.0
329;Chinese kool;Limburg;2000;80.0;0.0
330;Chinese kool;Overige provincies;1995;;
331;Chinese kool;Overige provincies;1996;;
332;Chinese kool;Overige provincies;1997;;
333;Chinese kool;Overige provincies;1998;;
334;Chinese kool;Overige provincies;1999;;
335;Chinese kool;Overige provincies;2000;;
336;Knolselderij;Nederland;1995;1423.0;552.0
337;Knolselderij;Nederland;1996;1710.0;665.0
338;Knolselderij;Nederland;1997;1339.0;408.0
339;Knolselderij;Nederland;1998;1416.0;525.0
340;Knolselderij;Nederland;1999;1452.0;368.0
341;Knolselderij;Nederland;2000;1490.0;598.0
342;Knolselderij;Flevoland;1995;12.0;0.0
343;Knolselderij;Flevoland;1996;20.0;12.0
344;Knolselderij;Flevoland;1997;23.0;4.0
345;Knolselderij;Flevoland;1998;6.0;3.0
346;Knolselderij;Flevoland;1999;25.0;0.0
347;Knolselderij;Flevoland;2000;25.0;9.0
348;Knolselderij;Gelderland en Zeeland;1995;333.0;151.0
349;Knolselderij;Gelderland en Zeeland;1996;681.0;273.0
350;Knolselderij;Gelderland en Zeeland;1997;318.0;123.0
351;Knolselderij;Gelderland en Zeeland;1998;336.0;133.0
352;Knolselderij;Gelderland en Zeeland;1999;478.0;154.0
353;Knolselderij;Gelderland en Zeeland;2000;383.0;163.0
354;Knolselderij;Noord-Holland;1995;63.0;0.0
355;Knolselderij;Noord-Holland;1996;51.0;8.0
356;Knolselderij;Noord-Holland;1997;105.0;5.0
357;Knolselderij;Noord-Holland;1998;100.0;3.0
358;Knolselderij;Noord-Holland;1999;49.0;0.0
359;Knolselderij;Noord-Holland;2000;101.0;38.0
360;Knolselderij;Zuid-Holland;1995;200.0;53.0
361;Knolselderij;Zuid-Holland;1996;206.0;33.0
362;Knolselderij;Zuid-Holland;1997;164.0;38.0
363;Knolselderij;Zuid-Holland;1998;207.0;16.0
364;Knolselderij;Zuid-Holland;1999;144.0;0.0
365;Knolselderij;Zuid-Holland;2000;206.0;23.0
366;Knolselderij;Noord-Brabant;1995;579.0;267.0
367;Knolselderij;Noord-Brabant;1996;613.0;286.0
368;Knolselderij;Noord-Brabant;1997;573.0;186.0
369;Knolselderij;Noord-Brabant;1998;605.0;290.0
370;Knolselderij;Noord-Brabant;1999;657.0;210.0
371;Knolselderij;Noord-Brabant;2000;580.0;315.0
372;Knolselderij;Limburg;1995;198.0;79.0
373;Knolselderij;Limburg;1996;126.0;54.0
374;Knolselderij;Limburg;1997;130.0;46.0
375;Knolselderij;Limburg;1998;160.0;80.0
376;Knolselderij;Limburg;1999;75.0;4.0
377;Knolselderij;Limburg;2000;170.0;40.0
378;Knolselderij;Overige provincies;1995;37.0;2.0
379;Knolselderij;Overige provincies;1996;14.0;0.0
