ID;Geslacht;Leeftijd;Geboorteland;RegioS;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;MigratiesaldoInclusiefAdministratie_3;AdministratieveOpnemingen_4;AdministratieveAfvoeringen_5;SaldoAdministratieveCorrecties_6
1111;Totaal mannen en vrouwen;Totaal;Totaal;Arnhem;2015;1594.0;1515.0;79.0;655.0;1048.0;-393.0
1112;Totaal mannen en vrouwen;Totaal;Totaal;Arnhem;2016;2927.0;1487.0;1440.0;577.0;989.0;-412.0
1113;Totaal mannen en vrouwen;Totaal;Totaal;Arnhem;2017;2753.0;1465.0;1288.0;593.0;1061.0;-468.0
1114;Totaal mannen en vrouwen;Totaal;Totaal;Arnhem;2018;3032.0;1325.0;1707.0;465.0;696.0;-231.0
1115;Totaal mannen en vrouwen;Totaal;Totaal;Arnhem;2019;4768.0;1217.0;3551.0;390.0;468.0;-78.0
1116;Totaal mannen en vrouwen;Totaal;Totaal;Arnhem;2020;3424.0;1283.0;2141.0;312.0;513.0;-201.0
1117;Totaal mannen en vrouwen;Totaal;Totaal;Arnhem;2021;4653.0;1350.0;3303.0;256.0;563.0;-307.0
1118;Totaal mannen en vrouwen;Totaal;Totaal;Arnhem;2022;6263.0;1632.0;4631.0;209.0;605.0;-396.0
1119;Totaal mannen en vrouwen;Totaal;Totaal;Arnhem;2023;7138.0;1748.0;5390.0;236.0;657.0;-421.0
1120;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2010;283.0;309.0;-26.0;120.0;145.0;-25.0
1121;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2011;273.0;301.0;-28.0;105.0;118.0;-13.0
1122;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2012;253.0;261.0;-8.0;137.0;102.0;35.0
1123;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2013;333.0;256.0;77.0;104.0;91.0;13.0
1124;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2014;308.0;299.0;9.0;110.0;163.0;-53.0
1125;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2015;355.0;265.0;90.0;106.0;131.0;-25.0
1126;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2016;535.0;293.0;242.0;93.0;137.0;-44.0
1127;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2017;300.0;220.0;80.0;82.0;121.0;-39.0
1128;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2018;377.0;247.0;130.0;78.0;93.0;-15.0
1129;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2019;752.0;227.0;525.0;73.0;93.0;-20.0
1130;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2020;298.0;192.0;106.0;78.0;106.0;-28.0
1131;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2021;297.0;314.0;-17.0;65.0;183.0;-118.0
1132;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2022;941.0;308.0;633.0;69.0;110.0;-41.0
1133;Totaal mannen en vrouwen;Totaal;Totaal;Assen;2023;743.0;480.0;263.0;73.0;284.0;-211.0
1134;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2010;75.0;38.0;37.0;7.0;20.0;-13.0
1135;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2011;208.0;54.0;154.0;6.0;7.0;-1.0
1136;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2012;147.0;70.0;77.0;14.0;25.0;-11.0
1137;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2013;147.0;124.0;23.0;12.0;34.0;-22.0
1138;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2014;249.0;120.0;129.0;11.0;38.0;-27.0
1139;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2015;277.0;179.0;98.0;6.0;48.0;-42.0
1140;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2016;232.0;198.0;34.0;13.0;42.0;-29.0
1141;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2017;201.0;159.0;42.0;1.0;41.0;-40.0
1142;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2018;169.0;175.0;-6.0;9.0;63.0;-54.0
1143;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2019;286.0;205.0;81.0;12.0;86.0;-74.0
1144;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2020;189.0;202.0;-13.0;14.0;73.0;-59.0
1145;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2021;215.0;168.0;47.0;6.0;74.0;-68.0
1146;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2022;318.0;192.0;126.0;4.0;46.0;-42.0
1147;Totaal mannen en vrouwen;Totaal;Totaal;Asten;2023;222.0;219.0;3.0;3.0;80.0;-77.0
1148;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2010;76.0;84.0;-8.0;9.0;9.0;0.0
1149;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2011;78.0;44.0;34.0;13.0;22.0;-9.0
1150;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2012;55.0;60.0;-5.0;10.0;10.0;0.0
1151;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2013;85.0;90.0;-5.0;5.0;26.0;-21.0
1152;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2014;56.0;63.0;-7.0;12.0;8.0;4.0
1153;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2015;65.0;44.0;21.0;9.0;5.0;4.0
1154;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2016;68.0;55.0;13.0;6.0;12.0;-6.0
1155;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2017;89.0;49.0;40.0;13.0;12.0;1.0
1156;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2018;81.0;50.0;31.0;6.0;11.0;-5.0
1157;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2019;79.0;64.0;15.0;6.0;5.0;1.0
1158;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2020;67.0;88.0;-21.0;6.0;11.0;-5.0
1159;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2021;57.0;66.0;-9.0;11.0;3.0;8.0
1160;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2022;97.0;42.0;55.0;3.0;5.0;-2.0
1161;Totaal mannen en vrouwen;Totaal;Totaal;Baarle-Nassau;2023;91.0;113.0;-22.0;7.0;13.0;-6.0
1162;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2010;162.0;93.0;69.0;24.0;27.0;-3.0
1163;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2011;99.0;179.0;-80.0;25.0;47.0;-22.0
1164;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2012;117.0;104.0;13.0;33.0;40.0;-7.0
1165;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2013;111.0;122.0;-11.0;28.0;31.0;-3.0
1166;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2014;156.0;130.0;26.0;26.0;33.0;-7.0
1167;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2015;143.0;107.0;36.0;27.0;17.0;10.0
1168;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2016;161.0;128.0;33.0;18.0;25.0;-7.0
1169;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2017;188.0;113.0;75.0;18.0;23.0;-5.0
1170;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2018;165.0;110.0;55.0;23.0;26.0;-3.0
1171;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2019;188.0;111.0;77.0;25.0;25.0;0.0
1172;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2020;125.0;81.0;44.0;17.0;16.0;1.0
1173;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2021;144.0;85.0;59.0;10.0;8.0;2.0
1174;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2022;258.0;127.0;131.0;13.0;16.0;-3.0
1175;Totaal mannen en vrouwen;Totaal;Totaal;Baarn;2023;175.0;140.0;35.0;6.0;19.0;-13.0
1176;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2010;195.0;173.0;22.0;66.0;73.0;-7.0
1177;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2011;158.0;185.0;-27.0;55.0;77.0;-22.0
1178;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2012;144.0;203.0;-59.0;65.0;93.0;-28.0
1179;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2013;147.0;218.0;-71.0;65.0;87.0;-22.0
1180;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2014;206.0;198.0;8.0;58.0;74.0;-16.0
1181;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2015;194.0;207.0;-13.0;42.0;83.0;-41.0
1182;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2016;182.0;231.0;-49.0;34.0;77.0;-43.0
1183;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2017;216.0;189.0;27.0;40.0;88.0;-48.0
1184;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2018;221.0;198.0;23.0;45.0;64.0;-19.0
1185;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2019;239.0;187.0;52.0;42.0;79.0;-37.0
1186;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2020;231.0;150.0;81.0;27.0;43.0;-16.0
1187;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2021;169.0;142.0;27.0;24.0;33.0;-9.0
1188;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2022;322.0;208.0;114.0;20.0;33.0;-13.0
1189;Totaal mannen en vrouwen;Totaal;Totaal;Barendrecht;2023;252.0;185.0;67.0;25.0;28.0;-3.0
1190;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2010;185.0;129.0;56.0;60.0;43.0;17.0
1191;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2011;177.0;161.0;16.0;48.0;46.0;2.0
1192;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2012;160.0;132.0;28.0;49.0;50.0;-1.0
1193;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2013;149.0;117.0;32.0;47.0;37.0;10.0
1194;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2014;159.0;169.0;-10.0;31.0;43.0;-12.0
1195;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2015;196.0;152.0;44.0;55.0;63.0;-8.0
1196;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2016;178.0;161.0;17.0;68.0;58.0;10.0
1197;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2017;256.0;209.0;47.0;25.0;50.0;-25.0
1198;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2018;216.0;137.0;79.0;51.0;20.0;31.0
1199;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2019;249.0;207.0;42.0;55.0;78.0;-23.0
1200;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2020;248.0;131.0;117.0;24.0;53.0;-29.0
1201;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2021;234.0;170.0;64.0;22.0;72.0;-50.0
1202;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2022;740.0;260.0;480.0;22.0;103.0;-81.0
1203;Totaal mannen en vrouwen;Totaal;Totaal;Barneveld;2023;362.0;247.0;115.0;25.0;42.0;-17.0
1204;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2010;31.0;9.0;22.0;2.0;0.0;2.0
1205;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2011;23.0;13.0;10.0;1.0;0.0;1.0
1206;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2012;25.0;7.0;18.0;6.0;5.0;1.0
1207;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2013;24.0;28.0;-4.0;5.0;6.0;-1.0
1208;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2014;24.0;21.0;3.0;4.0;6.0;-2.0
1209;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2015;20.0;28.0;-8.0;4.0;4.0;0.0
1210;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2016;22.0;16.0;6.0;9.0;7.0;2.0
1211;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2017;24.0;20.0;4.0;7.0;6.0;1.0
1212;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2018;24.0;26.0;-2.0;2.0;7.0;-5.0
1213;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2019;;;;;;
1214;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2020;;;;;;
1215;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2021;;;;;;
1216;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2022;;;;;;
1217;Totaal mannen en vrouwen;Totaal;Totaal;Bedum;2023;;;;;;
1218;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2010;57.0;71.0;-14.0;6.0;25.0;-19.0
1219;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2011;59.0;34.0;25.0;9.0;16.0;-7.0
1220;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2012;60.0;53.0;7.0;8.0;15.0;-7.0
1221;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2013;74.0;70.0;4.0;6.0;21.0;-15.0
1222;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2014;82.0;78.0;4.0;11.0;10.0;1.0
1223;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2015;63.0;88.0;-25.0;3.0;21.0;-18.0
1224;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2016;108.0;82.0;26.0;6.0;12.0;-6.0
1225;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2017;60.0;66.0;-6.0;10.0;14.0;-4.0
1226;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2018;103.0;59.0;44.0;4.0;6.0;-2.0
1227;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2019;84.0;68.0;16.0;18.0;8.0;10.0
1228;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2020;76.0;87.0;-11.0;6.0;16.0;-10.0
1229;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2021;63.0;75.0;-12.0;7.0;6.0;1.0
1230;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2022;336.0;110.0;226.0;8.0;20.0;-12.0
1231;Totaal mannen en vrouwen;Totaal;Totaal;Beek (L.);2023;308.0;236.0;72.0;9.0;40.0;-31.0
1232;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2010;;;;;;
1233;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2011;;;;;;
1234;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2012;;;;;;
1235;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2013;;;;;;
1236;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2014;;;;;;
1237;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2015;;;;;;
1238;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2016;;;;;;
1239;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2017;;;;;;
1240;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2018;;;;;;
1241;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2019;183.0;135.0;48.0;19.0;38.0;-19.0
1242;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2020;162.0;123.0;39.0;18.0;26.0;-8.0
1243;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2021;156.0;164.0;-8.0;21.0;46.0;-25.0
1244;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2022;315.0;227.0;88.0;17.0;59.0;-42.0
1245;Totaal mannen en vrouwen;Totaal;Totaal;Beekdaelen;2023;238.0;193.0;45.0;22.0;64.0;-42.0
1246;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2010;19.0;42.0;-23.0;8.0;11.0;-3.0
1247;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2011;34.0;24.0;10.0;5.0;4.0;1.0
1248;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2012;28.0;30.0;-2.0;5.0;13.0;-8.0
1249;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2013;35.0;27.0;8.0;4.0;9.0;-5.0
1250;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2014;11.0;33.0;-22.0;6.0;5.0;1.0
1251;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2015;23.0;35.0;-12.0;5.0;7.0;-2.0
1252;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2016;30.0;27.0;3.0;4.0;3.0;1.0
1253;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2017;27.0;18.0;9.0;4.0;8.0;-4.0
1254;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2018;25.0;23.0;2.0;6.0;7.0;-1.0
1255;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2019;30.0;15.0;15.0;6.0;8.0;-2.0
1256;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2020;19.0;25.0;-6.0;6.0;6.0;0.0
1257;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2021;30.0;30.0;0.0;2.0;4.0;-2.0
1258;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2022;;;;;;
1259;Totaal mannen en vrouwen;Totaal;Totaal;Beemster;2023;;;;;;
1260;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2010;35.0;59.0;-24.0;13.0;15.0;-2.0
1261;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2011;54.0;63.0;-9.0;13.0;12.0;1.0
1262;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2012;55.0;49.0;6.0;8.0;14.0;-6.0
1263;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2013;35.0;31.0;4.0;7.0;11.0;-4.0
1264;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2014;39.0;40.0;-1.0;7.0;11.0;-4.0
1265;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2015;52.0;36.0;16.0;8.0;2.0;6.0
1266;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2016;59.0;46.0;13.0;6.0;6.0;0.0
1267;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2017;63.0;26.0;37.0;3.0;1.0;2.0
1268;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2018;50.0;39.0;11.0;4.0;5.0;-1.0
1269;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2019;47.0;42.0;5.0;3.0;6.0;-3.0
1270;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2020;39.0;53.0;-14.0;1.0;9.0;-8.0
1271;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2021;53.0;42.0;11.0;1.0;1.0;0.0
1272;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2022;127.0;48.0;79.0;1.0;11.0;-10.0
1273;Totaal mannen en vrouwen;Totaal;Totaal;Beesel;2023;86.0;59.0;27.0;5.0;11.0;-6.0
1274;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2010;169.0;24.0;145.0;23.0;11.0;12.0
1275;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2011;102.0;79.0;23.0;18.0;57.0;-39.0
1276;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2012;54.0;123.0;-69.0;12.0;107.0;-95.0
1277;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2013;30.0;40.0;-10.0;8.0;16.0;-8.0
1278;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2014;462.0;30.0;432.0;13.0;2.0;11.0
1279;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2015;262.0;53.0;209.0;9.0;15.0;-6.0
1280;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2016;208.0;53.0;155.0;10.0;18.0;-8.0
1281;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2017;79.0;69.0;10.0;3.0;31.0;-28.0
1282;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2018;;;;;;
1283;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2019;;;;;;
1284;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2020;;;;;;
1285;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2021;;;;;;
1286;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2022;;;;;;
1287;Totaal mannen en vrouwen;Totaal;Totaal;Bellingwedde;2023;;;;;;
1288;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2010;;;;;;
1289;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2011;;;;;;
1290;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2012;;;;;;
1291;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2013;;;;;;
1292;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2014;;;;;;
1293;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2015;;;;;;
1294;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2016;226.0;142.0;84.0;18.0;25.0;-7.0
1295;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2017;200.0;162.0;38.0;17.0;24.0;-7.0
1296;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2018;208.0;183.0;25.0;15.0;22.0;-7.0
1297;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2019;201.0;175.0;26.0;22.0;41.0;-19.0
1298;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2020;173.0;129.0;44.0;15.0;22.0;-7.0
1299;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2021;156.0;150.0;6.0;14.0;25.0;-11.0
1300;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2022;594.0;181.0;413.0;11.0;28.0;-17.0
1301;Totaal mannen en vrouwen;Totaal;Totaal;Berg en Dal;2023;319.0;259.0;60.0;16.0;86.0;-70.0
1302;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2010;29.0;17.0;12.0;4.0;7.0;-3.0
1303;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2011;35.0;31.0;4.0;6.0;14.0;-8.0
1304;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2012;40.0;5.0;35.0;12.0;5.0;7.0
1305;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2013;49.0;32.0;17.0;4.0;15.0;-11.0
1306;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2014;54.0;27.0;27.0;4.0;6.0;-2.0
1307;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2015;;;;;;
1308;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2016;;;;;;
1309;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2017;;;;;;
1310;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2018;;;;;;
1311;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2019;;;;;;
1312;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2020;;;;;;
1313;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2021;;;;;;
1314;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2022;;;;;;
1315;Totaal mannen en vrouwen;Totaal;Totaal;Bergambacht;2023;;;;;;
1316;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2010;81.0;83.0;-2.0;6.0;5.0;1.0
1317;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2011;91.0;55.0;36.0;5.0;4.0;1.0
1318;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2012;90.0;62.0;28.0;6.0;20.0;-14.0
1319;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2013;86.0;93.0;-7.0;4.0;14.0;-10.0
1320;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2014;117.0;72.0;45.0;3.0;5.0;-2.0
1321;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2015;140.0;107.0;33.0;5.0;21.0;-16.0
1322;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2016;140.0;91.0;49.0;13.0;25.0;-12.0
1323;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2017;156.0;104.0;52.0;19.0;28.0;-9.0
1324;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2018;172.0;120.0;52.0;6.0;20.0;-14.0
1325;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2019;183.0;126.0;57.0;15.0;21.0;-6.0
1326;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2020;132.0;93.0;39.0;11.0;29.0;-18.0
1327;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2021;146.0;138.0;8.0;5.0;33.0;-28.0
1328;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2022;239.0;123.0;116.0;9.0;31.0;-22.0
1329;Totaal mannen en vrouwen;Totaal;Totaal;Bergeijk;2023;204.0;183.0;21.0;17.0;63.0;-46.0
1330;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2010;132.0;51.0;81.0;8.0;12.0;-4.0
1331;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2011;82.0;57.0;25.0;3.0;11.0;-8.0
1332;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2012;67.0;74.0;-7.0;6.0;15.0;-9.0
1333;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2013;44.0;35.0;9.0;9.0;8.0;1.0
1334;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2014;57.0;44.0;13.0;5.0;2.0;3.0
1335;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2015;47.0;74.0;-27.0;2.0;7.0;-5.0
1336;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2016;59.0;35.0;24.0;7.0;6.0;1.0
1337;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2017;56.0;39.0;17.0;11.0;9.0;2.0
1338;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2018;64.0;30.0;34.0;10.0;5.0;5.0
1339;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2019;86.0;50.0;36.0;4.0;9.0;-5.0
1340;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2020;76.0;44.0;32.0;3.0;3.0;0.0
1341;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2021;76.0;49.0;27.0;6.0;4.0;2.0
1342;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2022;88.0;66.0;22.0;4.0;10.0;-6.0
1343;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (L.);2023;85.0;44.0;41.0;6.0;7.0;-1.0
1344;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (NH.);2010;305.0;167.0;138.0;24.0;19.0;5.0
1345;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (NH.);2011;269.0;271.0;-2.0;25.0;34.0;-9.0
1346;Totaal mannen en vrouwen;Totaal;Totaal;Bergen (NH.);2012;201.0;257.0;-56.0;21.0;42.0;-21.0
