ID;BedrijfstakkenBranchesSBI2008;Perioden;Indexcijfers_1;OntwikkelingTOVEenJaarEerder_2;Indexcijfers_3;OntwikkelingTOVEenJaarEerder_4;TotaleOmzet_5;Verkoopprijzen_6;Personeelssterkte_7;OnvoldoendeVraag_8;Financieel_9;NederlandseMarkt_10;BuitenlandseMarktBinnenEU_11;BuitenlandseMarktBuitenEU_12;AantalFaillissementen_13;OntwikkelingTOVEenJaarEerder_14;AantalWerkzamePersonen_15;Totaal_16;NettoOmzet_17;OverigeBedrijfsopbrengsten_18;Totaal_19;InkoopwaardeOmzet_20;PersoneleKosten_21;OverigeBedrijfskosten_22;AfschrijvingenOpVasteActiva_23;Bedrijfsresultaat_24
1616;J Informatie en communicatie;2023 2e kwartaal;;;;;28.9;9.6;17.6;15.2;4.8;5.6;;;29.0;70.6;;;;;;;;;;
1617;58-60 Uitgeverijen, film,radio en t.v.;2008 1e kwartaal;105.6;1.6;;;;;;;;;;;13.0;-18.8;;;;;;;;;;
1618;58-60 Uitgeverijen, film,radio en t.v.;2008 2e kwartaal;116.5;2.6;;;;;;;;;;;10.0;-23.1;;;;;;;;;;
1619;58-60 Uitgeverijen, film,radio en t.v.;2008 3e kwartaal;108.8;2.4;;;;;;;;;;;6.0;-66.7;;;;;;;;;;
1620;58-60 Uitgeverijen, film,radio en t.v.;2008 4e kwartaal;130.6;0.5;;;;;;;;;;;16.0;23.1;;;;;;;;;;
1621;58-60 Uitgeverijen, film,radio en t.v.;2008;115.4;1.7;;;;;;;;;;;45.0;-25.0;;;;;;;;;;
1622;58-60 Uitgeverijen, film,radio en t.v.;2009 1e kwartaal;104.0;-1.5;;;;;;;;;;;25.0;92.3;;;;;;;;;;
1623;58-60 Uitgeverijen, film,radio en t.v.;2009 2e kwartaal;114.1;-2.0;;;;;;;;;;;26.0;160.0;;;;;;;;;;
1624;58-60 Uitgeverijen, film,radio en t.v.;2009 3e kwartaal;104.2;-4.3;;;;;;;;;;;25.0;316.7;;;;;;;;;;
1625;58-60 Uitgeverijen, film,radio en t.v.;2009 4e kwartaal;127.1;-2.7;;;;;;;;;;;19.0;18.8;;;;;;;;;;
1626;58-60 Uitgeverijen, film,radio en t.v.;2009;112.3;-2.6;;;;;;;;;;;95.0;111.1;73.8;11280.0;11047.0;233.0;10052.0;4427.0;3074.0;1931.0;621.0;1228.0
1627;58-60 Uitgeverijen, film,radio en t.v.;2010 1e kwartaal;102.1;-1.8;;;;;;;;;;;26.0;4.0;;;;;;;;;;
1628;58-60 Uitgeverijen, film,radio en t.v.;2010 2e kwartaal;108.7;-4.7;;;;;;;;;;;16.0;-38.5;;;;;;;;;;
1629;58-60 Uitgeverijen, film,radio en t.v.;2010 3e kwartaal;104.3;0.1;;;;;;;;;;;28.0;12.0;;;;;;;;;;
1630;58-60 Uitgeverijen, film,radio en t.v.;2010 4e kwartaal;128.1;0.8;;;;;;;;;;;16.0;-15.8;;;;;;;;;;
1631;58-60 Uitgeverijen, film,radio en t.v.;2010;110.8;-1.4;;;;;;;;;;;86.0;-9.5;71.1;10538.0;10181.0;357.0;9164.0;3764.0;2928.0;1836.0;638.0;1374.0
1632;58-60 Uitgeverijen, film,radio en t.v.;2011 1e kwartaal;100.8;-1.3;;;;;;;;;;;14.0;-46.2;;;;;;;;;;
1633;58-60 Uitgeverijen, film,radio en t.v.;2011 2e kwartaal;110.8;1.9;;;;;;;;;;;15.0;-6.2;;;;;;;;;;
1634;58-60 Uitgeverijen, film,radio en t.v.;2011 3e kwartaal;101.0;-3.2;;;;;;;;;;;18.0;-35.7;;;;;;;;;;
1635;58-60 Uitgeverijen, film,radio en t.v.;2011 4e kwartaal;121.8;-4.9;;;33.4;11.3;-16.2;34.2;8.7;11.1;4.7;0.0;9.0;-43.8;;;;;;;;;;
1636;58-60 Uitgeverijen, film,radio en t.v.;2011;108.6;-2.0;;;;;;;;;;;56.0;-34.9;70.4;10523.0;10138.0;384.0;9193.0;3677.0;2964.0;1880.0;671.0;1330.0
1637;58-60 Uitgeverijen, film,radio en t.v.;2012 1e kwartaal;97.9;-2.9;;;-24.9;8.9;-11.7;34.8;11.7;12.6;1.5;1.5;18.0;28.6;;;;;;;;;;
1638;58-60 Uitgeverijen, film,radio en t.v.;2012 2e kwartaal;105.9;-4.4;;;10.8;3.2;-25.9;36.9;12.2;12.3;7.7;0.0;17.0;13.3;;;;;;;;;;
1639;58-60 Uitgeverijen, film,radio en t.v.;2012 3e kwartaal;99.9;-1.0;;;-34.7;2.0;-37.1;36.4;14.6;-10.4;2.5;0.0;12.0;-33.3;;;;;;;;;;
1640;58-60 Uitgeverijen, film,radio en t.v.;2012 4e kwartaal;114.2;-6.3;;;16.7;8.5;-27.2;43.1;18.1;4.8;-1.1;-1.1;14.0;55.6;;;;;;;;;;
1641;58-60 Uitgeverijen, film,radio en t.v.;2012;104.5;-3.8;;;;;;;;;;;61.0;8.9;69.7;10140.0;9733.0;407.0;8899.0;3617.0;2912.0;1755.0;615.0;1241.0
1642;58-60 Uitgeverijen, film,radio en t.v.;2013 1e kwartaal;94.1;-3.8;;;-30.5;20.9;-33.0;39.6;16.6;7.7;0.0;1.1;25.0;38.9;;;;;;;;;;
1643;58-60 Uitgeverijen, film,radio en t.v.;2013 2e kwartaal;102.7;-3.0;;;7.5;1.2;-36.0;43.2;17.8;-6.1;4.4;5.6;22.0;29.4;;;;;;;;;;
1644;58-60 Uitgeverijen, film,radio en t.v.;2013 3e kwartaal;94.4;-5.6;;;-19.6;-0.4;-23.6;43.7;19.2;4.0;0.0;3.1;27.0;125.0;;;;;;;;;;
1645;58-60 Uitgeverijen, film,radio en t.v.;2013 4e kwartaal;109.5;-4.1;;;22.5;1.9;-41.4;42.8;24.6;-12.8;0.0;0.0;29.0;107.1;;;;;;;;;;
1646;58-60 Uitgeverijen, film,radio en t.v.;2013;100.2;-4.1;;;;;;;;;;;103.0;68.9;68.9;9808.0;9397.0;411.0;8589.0;3519.0;2756.0;1675.0;639.0;1219.0
1647;58-60 Uitgeverijen, film,radio en t.v.;2014 1e kwartaal;90.7;-3.7;;;-13.2;14.5;-36.4;41.6;18.6;-7.3;-22.8;-17.6;18.0;-28.0;;;;;;;;;;
1648;58-60 Uitgeverijen, film,radio en t.v.;2014 2e kwartaal;99.6;-3.0;;;11.1;2.6;-18.3;37.0;15.4;1.4;1.6;0.2;15.0;-31.8;;;;;;;;;;
1649;58-60 Uitgeverijen, film,radio en t.v.;2014 3e kwartaal;96.9;2.7;;;-16.7;1.0;-17.5;33.4;17.2;4.0;0.2;0.2;14.0;-48.1;;;;;;;;;;
1650;58-60 Uitgeverijen, film,radio en t.v.;2014 4e kwartaal;110.0;0.4;;;30.7;10.6;-9.7;35.1;19.3;9.0;5.1;0.0;6.0;-79.3;;;;;;;;;;
1651;58-60 Uitgeverijen, film,radio en t.v.;2014;99.3;-0.9;;;;;;;;;;;53.0;-48.5;71.7;9953.0;9553.0;400.0;8556.0;3564.0;2754.0;1661.0;577.0;1397.0
1652;58-60 Uitgeverijen, film,radio en t.v.;2015 1e kwartaal;91.0;0.4;;;-23.5;12.4;-6.8;35.0;18.4;-3.0;2.6;-0.3;16.0;-11.1;;;;;;;;;;
1653;58-60 Uitgeverijen, film,radio en t.v.;2015 2e kwartaal;101.5;1.9;;;15.1;1.8;-16.5;37.2;14.3;3.2;3.0;0.4;16.0;6.7;;;;;;;;;;
1654;58-60 Uitgeverijen, film,radio en t.v.;2015 3e kwartaal;96.6;-0.3;;;-35.0;-0.2;-26.0;38.3;14.4;4.7;-2.4;-0.2;15.0;7.1;;;;;;;;;;
1655;58-60 Uitgeverijen, film,radio en t.v.;2015 4e kwartaal;110.8;0.7;;;46.2;5.3;-26.1;39.9;14.4;9.7;2.4;5.1;17.0;183.3;;;;;;;;;;
1656;58-60 Uitgeverijen, film,radio en t.v.;2015;100.0;0.7;;;;;;;;;;;64.0;20.8;71.5;10149.0;9610.0;539.0;8782.0;3627.0;2732.0;1834.0;589.0;1367.0
1657;58-60 Uitgeverijen, film,radio en t.v.;2016 1e kwartaal;91.6;0.6;;;-17.0;26.6;-17.3;32.9;14.9;15.0;;;11.0;-31.2;;;;;;;;;;
1658;58-60 Uitgeverijen, film,radio en t.v.;2016 2e kwartaal;101.1;-0.4;;;22.5;3.8;-14.6;27.6;8.9;6.3;;;5.0;-68.8;;;;;;;;;;
1659;58-60 Uitgeverijen, film,radio en t.v.;2016 3e kwartaal;100.9;4.4;;;-23.9;1.0;-25.8;34.0;8.5;2.2;;;11.0;-26.7;;;;;;;;;;
1660;58-60 Uitgeverijen, film,radio en t.v.;2016 4e kwartaal;112.7;1.7;;;38.0;1.3;-5.4;41.0;11.9;7.0;;;7.0;-58.8;;;;;;;;;;
1661;58-60 Uitgeverijen, film,radio en t.v.;2016;101.6;1.6;;;;;;;;;;;34.0;-46.9;72.6;13747.0;10861.0;2886.0;12326.0;3933.0;2789.0;4974.0;630.0;1422.0
1662;58-60 Uitgeverijen, film,radio en t.v.;2017 1e kwartaal;91.4;-0.2;;;-20.5;23.5;2.6;32.2;12.3;1.1;;;8.0;-27.3;;;;;;;;;;
1663;58-60 Uitgeverijen, film,radio en t.v.;2017 2e kwartaal;102.0;0.9;;;28.7;3.1;13.1;29.4;6.0;1.7;;;9.0;80.0;;;;;;;;;;
1664;58-60 Uitgeverijen, film,radio en t.v.;2017 3e kwartaal;96.4;-4.5;;;-11.5;0.6;14.6;19.4;11.3;8.3;;;3.0;-72.7;;;;;;;;;;
1665;58-60 Uitgeverijen, film,radio en t.v.;2017 4e kwartaal;114.9;1.9;;;47.7;8.4;-1.7;22.5;8.5;12.6;;;15.0;114.3;;;;;;;;;;
1666;58-60 Uitgeverijen, film,radio en t.v.;2017;101.2;-0.4;;;;;;;;;;;35.0;2.9;73.2;16172.0;11259.0;4913.0;14615.0;3919.0;2955.0;7091.0;650.0;1557.0
1667;58-60 Uitgeverijen, film,radio en t.v.;2018 1e kwartaal;98.4;7.7;;;-30.4;12.8;-20.1;15.0;9.5;10.9;;;9.0;12.5;;;;;;;;;;
1668;58-60 Uitgeverijen, film,radio en t.v.;2018 2e kwartaal;102.3;0.3;;;17.0;13.4;-12.9;17.1;8.8;1.9;;;10.0;11.1;;;;;;;;;;
1669;58-60 Uitgeverijen, film,radio en t.v.;2018 3e kwartaal;100.5;4.2;;;-2.4;0.6;1.5;14.9;8.4;7.4;;;3.0;0.0;;;;;;;;;;
1670;58-60 Uitgeverijen, film,radio en t.v.;2018 4e kwartaal;122.0;6.2;;;54.9;19.5;2.3;16.5;6.9;8.7;;;8.0;-46.7;;;;;;;;;;
1671;58-60 Uitgeverijen, film,radio en t.v.;2018;105.8;4.6;;;;;;;;;;;30.0;-14.3;71.1;18560.0;;;16954.0;4258.0;2907.0;9110.0;678.0;1607.0
1672;58-60 Uitgeverijen, film,radio en t.v.;2019 1e kwartaal;97.5;-0.9;;;-22.3;31.9;4.3;9.9;6.9;5.4;;;7.0;-22.2;;;;;;;;;;
1673;58-60 Uitgeverijen, film,radio en t.v.;2019 2e kwartaal;106.4;4.0;;;19.5;16.9;0.3;14.7;7.5;5.9;;;6.0;-40.0;;;;;;;;;;
1674;58-60 Uitgeverijen, film,radio en t.v.;2019 3e kwartaal;103.8;3.4;;;-6.9;2.8;11.9;16.8;8.1;0.5;;;8.0;166.7;;;;;;;;;;
1675;58-60 Uitgeverijen, film,radio en t.v.;2019 4e kwartaal;121.3;-0.5;;;31.1;5.1;6.6;19.1;7.3;3.8;;;10.0;25.0;;;;;;;;;;
1676;58-60 Uitgeverijen, film,radio en t.v.;2019;107.3;1.4;;;;;;;;;;;31.0;3.3;73.9;21281.0;;;19473.0;4288.0;3022.0;11419.0;746.0;1808.0
1677;58-60 Uitgeverijen, film,radio en t.v.;2020 1e kwartaal;94.9;-2.7;;;-27.3;23.8;-5.5;14.1;12.5;4.7;;;4.0;-42.9;;;;;;;;;;
1678;58-60 Uitgeverijen, film,radio en t.v.;2020 2e kwartaal;86.7;-18.5;;;-68.4;-12.4;-52.2;10.4;6.2;-3.7;;;6.0;0.0;;;;;;;;;;
1679;58-60 Uitgeverijen, film,radio en t.v.;2020 3e kwartaal;91.1;-12.2;;;-19.2;-6.4;-33.2;17.6;5.1;-17.6;;;3.0;-62.5;;;;;;;;;;
1680;58-60 Uitgeverijen, film,radio en t.v.;2020 4e kwartaal;100.9;-16.8;;;7.2;1.5;-22.7;17.9;4.8;2.0;;;3.0;-70.0;;;;;;;;;;
1681;58-60 Uitgeverijen, film,radio en t.v.;2020;93.4;-12.9;;;;;;;;;;;16.0;-48.4;77.4;21818.0;;;20196.0;4508.0;2912.0;12001.0;775.0;1622.0
1682;58-60 Uitgeverijen, film,radio en t.v.;2021 1e kwartaal;83.8;-11.7;;;-34.6;22.5;-11.2;16.7;8.8;14.4;;;4.0;0.0;;;;;;;;;;
1683;58-60 Uitgeverijen, film,radio en t.v.;2021 2e kwartaal;95.3;9.9;;;4.8;4.7;-7.7;15.6;9.2;4.2;;;6.0;0.0;;;;;;;;;;
1684;58-60 Uitgeverijen, film,radio en t.v.;2021 3e kwartaal;100.7;10.4;;;3.1;4.1;4.9;12.2;5.5;8.2;;;1.0;-66.7;;;;;;;;;;
1685;58-60 Uitgeverijen, film,radio en t.v.;2021 4e kwartaal;108.5;7.5;;;37.0;13.2;14.7;8.5;3.6;8.3;;;2.0;-33.3;;;;;;;;;;
1686;58-60 Uitgeverijen, film,radio en t.v.;2021;97.0;3.9;;;;;;;;;;;13.0;-18.8;81.9;17095.0;;;14918.0;4496.0;3143.0;6549.0;730.0;2178.0
1687;58-60 Uitgeverijen, film,radio en t.v.;2022 1e kwartaal;89.2;6.5;;;-32.7;27.4;18.7;7.2;2.2;1.6;;;3.0;-25.0;;;;;;;;;;
1688;58-60 Uitgeverijen, film,radio en t.v.;2022 2e kwartaal;99.8;4.7;;;29.4;11.0;21.8;5.7;3.9;1.2;;;4.0;-33.3;;;;;;;;;;
1689;58-60 Uitgeverijen, film,radio en t.v.;2022 3e kwartaal;97.8;-2.9;;;-3.9;10.0;20.7;7.6;3.6;-1.7;;;3.0;200.0;;;;;;;;;;
1690;58-60 Uitgeverijen, film,radio en t.v.;2022 4e kwartaal;108.7;0.2;;;44.1;27.9;21.1;12.1;3.7;0.3;;;2.0;0.0;;;;;;;;;;
1691;58-60 Uitgeverijen, film,radio en t.v.;2022;98.9;1.9;;;;;;;;;;;12.0;-7.7;;;;;;;;;;
1692;58-60 Uitgeverijen, film,radio en t.v.;2023 1e kwartaal;95.7;7.3;;;-33.7;37.2;3.7;10.7;4.9;9.4;;;1.0;-66.7;;;;;;;;;;
1693;58-60 Uitgeverijen, film,radio en t.v.;2023 2e kwartaal;;;;;25.9;16.0;5.5;18.4;5.4;1.6;;;6.0;50.0;;;;;;;;;;
1694;61 Telecommunicatie;2008 1e kwartaal;113.1;-4.7;;;;;;;;;;;1.0;-66.7;;;;;;;;;;
1695;61 Telecommunicatie;2008 2e kwartaal;116.5;-4.6;;;;;;;;;;;1.0;-90.9;;;;;;;;;;
1696;61 Telecommunicatie;2008 3e kwartaal;113.0;-4.2;;;;;;;;;;;4.0;33.3;;;;;;;;;;
1697;61 Telecommunicatie;2008 4e kwartaal;120.2;0.8;;;;;;;;;;;0.0;;;;;;;;;;;
1698;61 Telecommunicatie;2008;115.7;-3.2;;;;;;;;;;;6.0;-68.4;;;;;;;;;;
1699;61 Telecommunicatie;2009 1e kwartaal;111.7;-1.2;;;;;;;;;;;35.0;3400.0;;;;;;;;;;
1700;61 Telecommunicatie;2009 2e kwartaal;111.4;-4.4;;;;;;;;;;;3.0;200.0;;;;;;;;;;
1701;61 Telecommunicatie;2009 3e kwartaal;107.0;-5.3;;;;;;;;;;;2.0;-50.0;;;;;;;;;;
1702;61 Telecommunicatie;2009 4e kwartaal;109.9;-8.5;;;;;;;;;;;5.0;;;;;;;;;;;
1703;61 Telecommunicatie;2009;110.0;-4.9;;;;;;;;;;;45.0;650.0;47.2;17680.0;17547.0;134.0;14359.0;4559.0;2531.0;4323.0;2946.0;3321.0
1704;61 Telecommunicatie;2010 1e kwartaal;110.2;-1.4;;;;;;;;;;;4.0;-88.6;;;;;;;;;;
1705;61 Telecommunicatie;2010 2e kwartaal;110.5;-0.8;;;;;;;;;;;4.0;33.3;;;;;;;;;;
1706;61 Telecommunicatie;2010 3e kwartaal;111.4;4.1;;;-12.5;6.4;-11.9;9.7;16.1;;;;6.0;200.0;;;;;;;;;;
1707;61 Telecommunicatie;2010 4e kwartaal;110.5;0.5;;;15.4;-5.4;-61.6;64.1;1.2;;;;2.0;-60.0;;;;;;;;;;
1708;61 Telecommunicatie;2010;110.6;0.6;;;;;;;;;;;16.0;-64.4;38.0;18104.0;17858.0;246.0;14204.0;6381.0;2399.0;2546.0;2877.0;3900.0
1709;61 Telecommunicatie;2011 1e kwartaal;107.1;-2.8;;;2.0;28.0;-13.8;17.6;0.0;;;;3.0;-25.0;;;;;;;;;;
1710;61 Telecommunicatie;2011 2e kwartaal;110.7;0.1;;;11.8;6.9;-2.4;17.0;6.5;;;;4.0;0.0;;;;;;;;;;
1711;61 Telecommunicatie;2011 3e kwartaal;109.5;-1.7;;;-12.5;-5.2;-14.0;18.8;12.1;;;;2.0;-66.7;;;;;;;;;;
1712;61 Telecommunicatie;2011 4e kwartaal;111.6;1.0;;;15.3;6.8;3.4;6.2;21.8;14.4;0.0;5.1;2.0;0.0;;;;;;;;;;
1713;61 Telecommunicatie;2011;109.7;-0.8;;;;;;;;;;;11.0;-31.2;39.2;17715.0;17459.0;255.0;13637.0;5978.0;2437.0;2466.0;2755.0;4078.0
1714;61 Telecommunicatie;2012 1e kwartaal;108.1;0.9;;;15.4;-1.3;9.5;4.9;24.3;29.7;2.9;2.9;2.0;-33.3;;;;;;;;;;
1715;61 Telecommunicatie;2012 2e kwartaal;108.6;-1.9;;;13.3;5.4;-50.4;52.4;2.1;-0.1;2.3;0.0;2.0;-50.0;;;;;;;;;;
1716;61 Telecommunicatie;2012 3e kwartaal;104.9;-4.2;;;11.7;2.7;-48.1;7.9;3.9;5.2;3.4;3.4;4.0;100.0;;;;;;;;;;
1717;61 Telecommunicatie;2012 4e kwartaal;108.6;-2.7;;;6.6;65.1;-54.0;7.1;6.5;10.3;1.1;2.5;3.0;50.0;;;;;;;;;;
1718;61 Telecommunicatie;2012;107.5;-2.0;;;;;;;;;;;11.0;0.0;38.8;17547.0;17326.0;221.0;13866.0;6121.0;2495.0;2467.0;2783.0;3681.0
1719;61 Telecommunicatie;2013 1e kwartaal;104.0;-3.8;;;12.6;13.4;-55.2;4.5;8.1;4.3;1.1;0.0;5.0;150.0;;;;;;;;;;
1720;61 Telecommunicatie;2013 2e kwartaal;102.8;-5.3;;;12.2;-2.1;-52.6;3.4;56.7;-2.0;1.7;0.7;2.0;0.0;;;;;;;;;;
1721;61 Telecommunicatie;2013 3e kwartaal;101.3;-3.4;;;6.0;-2.4;-52.9;57.5;3.8;4.8;1.7;0.0;3.0;-25.0;;;;;;;;;;
1722;61 Telecommunicatie;2013 4e kwartaal;103.8;-4.4;;;4.6;-6.2;-61.0;60.9;1.3;3.5;4.2;1.3;3.0;0.0;;;;;;;;;;
1723;61 Telecommunicatie;2013;103.0;-4.2;;;;;;;;;;;13.0;18.2;38.7;17272.0;17029.0;244.0;14441.0;6518.0;2465.0;2418.0;3041.0;2831.0
1724;61 Telecommunicatie;2014 1e kwartaal;99.8;-4.0;;;18.8;2.1;-57.9;9.3;4.3;6.3;2.6;1.7;1.0;-80.0;;;;;;;;;;
1725;61 Telecommunicatie;2014 2e kwartaal;99.8;-2.9;;;12.4;12.1;-42.3;9.1;3.4;16.6;3.9;3.5;6.0;200.0;;;;;;;;;;
1726;61 Telecommunicatie;2014 3e kwartaal;100.4;-1.0;;;15.5;-2.3;-55.7;8.8;2.4;-7.1;0.7;-0.3;3.0;0.0;;;;;;;;;;
1727;61 Telecommunicatie;2014 4e kwartaal;104.8;0.9;;;13.3;4.7;-44.5;15.1;3.4;4.3;5.1;4.5;3.0;0.0;;;;;;;;;;
1728;61 Telecommunicatie;2014;101.2;-1.7;;;;;;;;;;;13.0;0.0;38.4;17133.0;16845.0;288.0;14888.0;6682.0;2577.0;2374.0;3255.0;2245.0
1729;61 Telecommunicatie;2015 1e kwartaal;100.3;0.4;;;6.1;5.6;-41.5;6.5;6.2;17.1;0.5;1.1;6.0;500.0;;;;;;;;;;
1730;61 Telecommunicatie;2015 2e kwartaal;98.3;-1.6;;;11.2;-3.4;-64.5;8.0;5.4;0.3;0.3;1.8;5.0;-16.7;;;;;;;;;;
1731;61 Telecommunicatie;2015 3e kwartaal;101.3;1.0;;;-1.8;-0.6;-59.7;9.0;2.5;-9.0;1.1;0.0;4.0;33.3;;;;;;;;;;
1732;61 Telecommunicatie;2015 4e kwartaal;100.2;-4.4;;;11.3;-4.8;-62.7;3.7;5.0;-0.8;-3.5;-3.8;2.0;-33.3;;;;;;;;;;
1733;61 Telecommunicatie;2015;100.0;-1.2;;;;;;;;;;;17.0;30.8;38.5;16965.0;16751.0;215.0;15391.0;6723.0;2442.0;2596.0;3631.0;1575.0
1734;61 Telecommunicatie;2016 1e kwartaal;98.3;-1.9;;;27.5;-3.0;-50.0;39.0;3.2;5.4;1.0;-0.8;0.0;-100.0;;;;;;;;;;
1735;61 Telecommunicatie;2016 2e kwartaal;96.3;-2.0;;;8.5;0.9;-53.1;0.5;5.6;7.6;1.1;2.3;3.0;-40.0;;;;;;;;;;
1736;61 Telecommunicatie;2016 3e kwartaal;97.8;-3.4;;;8.7;5.8;-41.4;2.1;5.1;11.4;0.8;1.0;1.0;-75.0;;;;;;;;;;
1737;61 Telecommunicatie;2016 4e kwartaal;100.7;0.5;;;-1.9;-3.1;-44.5;3.8;1.1;6.9;0.0;-1.6;1.0;-50.0;;;;;;;;;;
1738;61 Telecommunicatie;2016;98.3;-1.7;;;;;;;;;;;5.0;-70.6;36.7;16865.0;16647.0;218.0;15529.0;6835.0;2506.0;2729.0;3459.0;1336.0
1739;61 Telecommunicatie;2017 1e kwartaal;98.6;0.2;;;5.2;4.5;-50.8;45.8;5.5;5.2;1.1;0.8;3.0;;;;;;;;;;;
1740;61 Telecommunicatie;2017 2e kwartaal;94.4;-2.0;;;10.1;-3.8;-43.8;7.1;1.7;3.2;1.2;0.1;0.0;-100.0;;;;;;;;;;
1741;61 Telecommunicatie;2017 3e kwartaal;92.3;-5.6;;;7.0;-0.3;-40.5;3.8;2.1;-13.9;1.0;-0.8;3.0;200.0;;;;;;;;;;
1742;61 Telecommunicatie;2017 4e kwartaal;94.7;-6.0;;;12.2;2.0;-39.2;6.5;1.6;2.5;1.1;0.3;1.0;0.0;;;;;;;;;;
1743;61 Telecommunicatie;2017;95.0;-3.4;;;;;;;;;;;7.0;40.0;37.3;16343.0;16147.0;196.0;14885.0;6157.0;2627.0;2603.0;3498.0;1459.0
1744;61 Telecommunicatie;2018 1e kwartaal;90.9;-7.8;;;10.7;8.6;-46.2;3.0;1.4;14.3;5.1;1.3;1.0;-66.7;;;;;;;;;;
1745;61 Telecommunicatie;2018 2e kwartaal;90.3;-4.3;;;15.3;4.1;-36.6;3.5;1.7;5.3;4.2;2.3;2.0;;;;;;;;;;;
1746;61 Telecommunicatie;2018 3e kwartaal;91.8;-0.6;;;15.1;-2.6;-35.0;5.5;4.6;0.1;3.5;1.5;1.0;-66.7;;;;;;;;;;
1747;61 Telecommunicatie;2018 4e kwartaal;95.6;1.0;;;11.1;1.1;-36.4;7.0;3.2;0.8;5.6;2.4;2.0;100.0;;;;;;;;;;
1748;61 Telecommunicatie;2018;92.2;-3.0;;;;;;;;;;;6.0;-14.3;36.5;15566.0;15105.0;461.0;14168.0;5739.0;2663.0;2276.0;3489.0;1398.0
1749;61 Telecommunicatie;2019 1e kwartaal;90.3;-0.7;;;;;;;;;;;1.0;0.0;;;;;;;;;;
1750;61 Telecommunicatie;2019 2e kwartaal;89.5;-0.9;;;;;;;;;;;1.0;-50.0;;;;;;;;;;
1751;61 Telecommunicatie;2019 3e kwartaal;92.1;0.3;;;;;;;;;;;3.0;200.0;;;;;;;;;;
1752;61 Telecommunicatie;2019 4e kwartaal;94.7;-0.9;;;;;;;;;;;0.0;-100.0;;;;;;;;;;
1753;61 Telecommunicatie;2019;91.7;-0.5;;;;;;;;;;;5.0;-16.7;35.2;15407.0;15011.0;396.0;14610.0;5692.0;2646.0;1689.0;4583.0;797.0
1754;61 Telecommunicatie;2020 1e kwartaal;90.6;0.4;;;;;;;;;;;2.0;100.0;;;;;;;;;;
1755;61 Telecommunicatie;2020 2e kwartaal;88.8;-0.8;;;;;;;;;;;0.0;-100.0;;;;;;;;;;
1756;61 Telecommunicatie;2020 3e kwartaal;89.6;-2.7;;;;;;;;;;;0.0;-100.0;;;;;;;;;;
1757;61 Telecommunicatie;2020 4e kwartaal;94.2;-0.5;;;;;;;;;;;1.0;;;;;;;;;;;
1758;61 Telecommunicatie;2020;90.8;-0.9;;;;;;;;;;;3.0;-40.0;32.0;15401.0;15006.0;395.0;14098.0;5366.0;2482.0;1942.0;4309.0;1303.0
1759;61 Telecommunicatie;2021 1e kwartaal;91.0;0.4;;;;;;;;;;;1.0;-50.0;;;;;;;;;;
1760;61 Telecommunicatie;2021 2e kwartaal;91.7;3.3;;;;;;;;;;;0.0;;;;;;;;;;;
1761;61 Telecommunicatie;2021 3e kwartaal;94.3;5.2;;;;;;;;;;;0.0;;;;;;;;;;;
1762;61 Telecommunicatie;2021 4e kwartaal;98.8;4.8;;;;;;;;;;;2.0;100.0;;;;;;;;;;
1763;61 Telecommunicatie;2021;94.0;3.5;;;;;;;;;;;3.0;0.0;33.5;16268.0;15882.0;386.0;14431.0;5833.0;2509.0;1952.0;4136.0;1837.0
1764;61 Telecommunicatie;2022 1e kwartaal;94.2;3.5;;;12.4;3.5;-33.2;1.0;1.0;2.4;0.6;0.6;0.0;-100.0;;;;;;;;;;
1765;61 Telecommunicatie;2022 2e kwartaal;92.6;0.9;;;5.9;2.0;-33.3;1.5;1.2;1.5;0.7;0.7;0.0;;;;;;;;;;;
1766;61 Telecommunicatie;2022 3e kwartaal;93.9;-0.4;;;35.5;29.2;11.7;1.0;26.3;0.8;0.4;1.1;0.0;;;;;;;;;;;
1767;61 Telecommunicatie;2022 4e kwartaal;97.2;-1.6;;;6.9;4.3;-34.3;22.7;1.8;-28.8;0.8;0.0;1.0;-50.0;;;;;;;;;;
1768;61 Telecommunicatie;2022;94.5;0.6;;;;;;;;;;;1.0;-66.7;;;;;;;;;;
1769;61 Telecommunicatie;2023 1e kwartaal;93.3;-1.0;;;6.2;8.2;-29.8;2.2;2.7;-25.8;1.5;0.8;2.0;;;;;;;;;;;
1770;61 Telecommunicatie;2023 2e kwartaal;;;;;40.0;37.4;-28.3;24.0;1.6;2.2;0.9;0.2;2.0;;;;;;;;;;;
1771;62-63 IT- en informatiedienstverlening;2008 1e kwartaal;85.0;6.4;;;;;;;;;;;21.0;-40.0;;;;;;;;;;
1772;62-63 IT- en informatiedienstverlening;2008 2e kwartaal;83.2;8.9;;;;;;;;;;;27.0;-3.6;;;;;;;;;;
1773;62-63 IT- en informatiedienstverlening;2008 3e kwartaal;81.9;7.8;;;;;;;;;;;27.0;42.1;;;;;;;;;;
1774;62-63 IT- en informatiedienstverlening;2008 4e kwartaal;101.2;4.7;;;;;;;;;;;29.0;3.6;;;;;;;;;;
1775;62-63 IT- en informatiedienstverlening;2008;87.8;6.8;;;;;;;;;;;104.0;-5.5;;;;;;;;;;
1776;62-63 IT- en informatiedienstverlening;2009 1e kwartaal;89.4;5.2;;;;;;;;;;;42.0;100.0;;;;;;;;;;
