ID;Relatieduur;Perioden;BestaandeHuwelijken_1;BestaandeGeregistreerdePartnerschappen_2
795;27 jaar;2010;55687;
796;27 jaar;2011;51926;
797;27 jaar;2012;52325;
798;27 jaar;2013;53608;
799;27 jaar;2014;56261;
800;27 jaar;2015;56293;
801;27 jaar;2016;56297;
802;27 jaar;2017;57113;
803;27 jaar;2018;58940;
804;27 jaar;2019;56994;
805;27 jaar;2020;57220;
806;27 jaar;2021;53991;
807;27 jaar;2022;51786;
808;27 jaar;2023;50625;
809;27 jaar;2024;51326;
810;28 jaar;1998;84052;
811;28 jaar;1999;87528;
812;28 jaar;2000;86818;
813;28 jaar;2001;83109;
814;28 jaar;2002;74545;
815;28 jaar;2003;75821;
816;28 jaar;2004;69361;
817;28 jaar;2005;66392;
818;28 jaar;2006;62957;
819;28 jaar;2007;59838;
820;28 jaar;2008;56952;
821;28 jaar;2009;60334;
822;28 jaar;2010;56865;
823;28 jaar;2011;54867;
824;28 jaar;2012;51175;
825;28 jaar;2013;51564;
826;28 jaar;2014;52785;
827;28 jaar;2015;55323;
828;28 jaar;2016;55410;
829;28 jaar;2017;55489;
830;28 jaar;2018;56268;
831;28 jaar;2019;58075;
832;28 jaar;2020;56207;
833;28 jaar;2021;56507;
834;28 jaar;2022;53225;
835;28 jaar;2023;51189;
836;28 jaar;2024;50026;
837;29 jaar;1998;83235;
838;29 jaar;1999;82959;
839;29 jaar;2000;86384;
840;29 jaar;2001;85728;
841;29 jaar;2002;81965;
842;29 jaar;2003;73449;
843;29 jaar;2004;74728;
844;29 jaar;2005;68322;
845;29 jaar;2006;65411;
846;29 jaar;2007;62009;
847;29 jaar;2008;58968;
848;29 jaar;2009;56106;
849;29 jaar;2010;59493;
850;29 jaar;2011;56042;
851;29 jaar;2012;54117;
852;29 jaar;2013;50402;
853;29 jaar;2014;50771;
854;29 jaar;2015;51950;
855;29 jaar;2016;54445;
856;29 jaar;2017;54574;
857;29 jaar;2018;54770;
858;29 jaar;2019;55459;
859;29 jaar;2020;57251;
860;29 jaar;2021;55466;
861;29 jaar;2022;55662;
862;29 jaar;2023;52575;
863;29 jaar;2024;50544;
864;30 jaar;1998;81168;
865;30 jaar;1999;82056;
866;30 jaar;2000;81812;
867;30 jaar;2001;85160;
868;30 jaar;2002;84519;
869;30 jaar;2003;80834;
870;30 jaar;2004;72325;
871;30 jaar;2005;73664;
872;30 jaar;2006;67310;
873;30 jaar;2007;64437;
874;30 jaar;2008;61124;
875;30 jaar;2009;58093;
876;30 jaar;2010;55303;
877;30 jaar;2011;58654;
878;30 jaar;2012;55255;
879;30 jaar;2013;53364;
880;30 jaar;2014;49682;
881;30 jaar;2015;50026;
882;30 jaar;2016;51112;
883;30 jaar;2017;53680;
884;30 jaar;2018;53829;
885;30 jaar;2019;53998;
886;30 jaar;2020;54673;
887;30 jaar;2021;56450;
888;30 jaar;2022;54629;
889;30 jaar;2023;54965;
890;30 jaar;2024;51882;
891;31 jaar;1998;77595;
892;31 jaar;1999;80066;
893;31 jaar;2000;80959;
894;31 jaar;2001;80710;
895;31 jaar;2002;83971;
896;31 jaar;2003;83320;
897;31 jaar;2004;79649;
898;31 jaar;2005;71249;
899;31 jaar;2006;72570;
900;31 jaar;2007;66375;
901;31 jaar;2008;63525;
902;31 jaar;2009;60270;
903;31 jaar;2010;57293;
904;31 jaar;2011;54541;
905;31 jaar;2012;57851;
906;31 jaar;2013;54482;
907;31 jaar;2014;52609;
908;31 jaar;2015;49011;
909;31 jaar;2016;49314;
910;31 jaar;2017;50432;
911;31 jaar;2018;52885;
912;31 jaar;2019;53133;
913;31 jaar;2020;53307;
914;31 jaar;2021;53866;
915;31 jaar;2022;55665;
916;31 jaar;2023;53977;
917;31 jaar;2024;54254;
918;32 jaar;1998;74895;
919;32 jaar;1999;76455;
920;32 jaar;2000;78953;
921;32 jaar;2001;79849;
922;32 jaar;2002;79554;
923;32 jaar;2003;82760;
924;32 jaar;2004;82120;
925;32 jaar;2005;78513;
926;32 jaar;2006;70229;
927;32 jaar;2007;71483;
928;32 jaar;2008;65371;
929;32 jaar;2009;62588;
930;32 jaar;2010;59451;
931;32 jaar;2011;56478;
932;32 jaar;2012;53820;
933;32 jaar;2013;57031;
934;32 jaar;2014;53702;
935;32 jaar;2015;51798;
936;32 jaar;2016;48321;
937;32 jaar;2017;48656;
938;32 jaar;2018;49731;
939;32 jaar;2019;52157;
940;32 jaar;2020;52387;
941;32 jaar;2021;52542;
942;32 jaar;2022;53054;
943;32 jaar;2023;55000;
944;32 jaar;2024;53296;
945;33 jaar;1998;69309;
946;33 jaar;1999;73796;
947;33 jaar;2000;75223;
948;33 jaar;2001;77803;
949;33 jaar;2002;78675;
950;33 jaar;2003;78380;
951;33 jaar;2004;81567;
952;33 jaar;2005;80897;
953;33 jaar;2006;77405;
954;33 jaar;2007;69228;
955;33 jaar;2008;70436;
956;33 jaar;2009;64488;
957;33 jaar;2010;61775;
958;33 jaar;2011;58652;
959;33 jaar;2012;55716;
960;33 jaar;2013;53063;
961;33 jaar;2014;56280;
962;33 jaar;2015;52996;
963;33 jaar;2016;51112;
964;33 jaar;2017;47661;
965;33 jaar;2018;48040;
966;33 jaar;2019;48997;
967;33 jaar;2020;51475;
968;33 jaar;2021;51617;
969;33 jaar;2022;51817;
970;33 jaar;2023;52364;
971;33 jaar;2024;54293;
972;34 jaar;1998;63263;
973;34 jaar;1999;68094;
974;34 jaar;2000;72595;
975;34 jaar;2001;73982;
976;34 jaar;2002;76619;
977;34 jaar;2003;77447;
978;34 jaar;2004;77161;
979;34 jaar;2005;80355;
980;34 jaar;2006;79721;
981;34 jaar;2007;76281;
982;34 jaar;2008;68204;
983;34 jaar;2009;69400;
984;34 jaar;2010;63623;
985;34 jaar;2011;60852;
986;34 jaar;2012;57935;
987;34 jaar;2013;54915;
988;34 jaar;2014;52338;
989;34 jaar;2015;55489;
990;34 jaar;2016;52263;
991;34 jaar;2017;50428;
992;34 jaar;2018;47059;
993;34 jaar;2019;47326;
994;34 jaar;2020;48319;
995;34 jaar;2021;50756;
996;34 jaar;2022;50849;
997;34 jaar;2023;51186;
998;34 jaar;2024;51622;
999;35 jaar;1998;60467;
1000;35 jaar;1999;62159;
1001;35 jaar;2000;66917;
1002;35 jaar;2001;71368;
1003;35 jaar;2002;72759;
1004;35 jaar;2003;75347;
1005;35 jaar;2004;76278;
1006;35 jaar;2005;75936;
1007;35 jaar;2006;79107;
1008;35 jaar;2007;78482;
1009;35 jaar;2008;75157;
1010;35 jaar;2009;67123;
1011;35 jaar;2010;68441;
1012;35 jaar;2011;62736;
1013;35 jaar;2012;60037;
1014;35 jaar;2013;57151;
1015;35 jaar;2014;54129;
1016;35 jaar;2015;51604;
1017;35 jaar;2016;54712;
1018;35 jaar;2017;51532;
1019;35 jaar;2018;49714;
1020;35 jaar;2019;46440;
1021;35 jaar;2020;46712;
1022;35 jaar;2021;47578;
1023;35 jaar;2022;49998;
1024;35 jaar;2023;50186;
1025;35 jaar;2024;50426;
1026;36 jaar;1998;58530;
1027;36 jaar;1999;59257;
1028;36 jaar;2000;60972;
1029;36 jaar;2001;65665;
1030;36 jaar;2002;70034;
1031;36 jaar;2003;71541;
1032;36 jaar;2004;74036;
1033;36 jaar;2005;74977;
1034;36 jaar;2006;74759;
1035;36 jaar;2007;77895;
1036;36 jaar;2008;77325;
1037;36 jaar;2009;74007;
1038;36 jaar;2010;66130;
1039;36 jaar;2011;67422;
1040;36 jaar;2012;61862;
1041;36 jaar;2013;59108;
1042;36 jaar;2014;56316;
1043;36 jaar;2015;53368;
1044;36 jaar;2016;50885;
1045;36 jaar;2017;53996;
1046;36 jaar;2018;50808;
1047;36 jaar;2019;49048;
1048;36 jaar;2020;45772;
1049;36 jaar;2021;45990;
1050;36 jaar;2022;46819;
1051;36 jaar;2023;49298;
1052;36 jaar;2024;49389;
1053;37 jaar;1998;55055;
1054;37 jaar;1999;57240;
1055;37 jaar;2000;58014;
1056;37 jaar;2001;59774;
1057;37 jaar;2002;64351;
1058;37 jaar;2003;68624;
1059;37 jaar;2004;70193;
1060;37 jaar;2005;72733;
1061;37 jaar;2006;73660;
1062;37 jaar;2007;73479;
1063;37 jaar;2008;76616;
1064;37 jaar;2009;76156;
1065;37 jaar;2010;72916;
1066;37 jaar;2011;65152;
1067;37 jaar;2012;66427;
1068;37 jaar;2013;60961;
1069;37 jaar;2014;58228;
1070;37 jaar;2015;55488;
1071;37 jaar;2016;52563;
1072;37 jaar;2017;50129;
1073;37 jaar;2018;53231;
1074;37 jaar;2019;50060;
1075;37 jaar;2020;48443;
1076;37 jaar;2021;45142;
1077;37 jaar;2022;45237;
1078;37 jaar;2023;46163;
1079;37 jaar;2024;48549;
1080;38 jaar;1998;53185;
1081;38 jaar;1999;53709;
1082;38 jaar;2000;55917;
1083;38 jaar;2001;56656;
1084;38 jaar;2002;58496;
1085;38 jaar;2003;62967;
1086;38 jaar;2004;67257;
1087;38 jaar;2005;68874;
1088;38 jaar;2006;71438;
1089;38 jaar;2007;72358;
1090;38 jaar;2008;72323;
1091;38 jaar;2009;75357;
1092;38 jaar;2010;74977;
1093;38 jaar;2011;71788;
1094;38 jaar;2012;64087;
1095;38 jaar;2013;65448;
1096;38 jaar;2014;60081;
1097;38 jaar;2015;57319;
1098;38 jaar;2016;54603;
1099;38 jaar;2017;51768;
1100;38 jaar;2018;49381;
1101;38 jaar;2019;52464;
1102;38 jaar;2020;49372;
1103;38 jaar;2021;47663;
1104;38 jaar;2022;44396;
1105;38 jaar;2023;44571;
1106;38 jaar;2024;45460;
1107;39 jaar;1998;53601;
1108;39 jaar;1999;51682;
1109;39 jaar;2000;52286;
1110;39 jaar;2001;54559;
1111;39 jaar;2002;55358;
1112;39 jaar;2003;57088;
1113;39 jaar;2004;61591;
1114;39 jaar;2005;65844;
1115;39 jaar;2006;67429;
1116;39 jaar;2007;70072;
1117;39 jaar;2008;70986;
1118;39 jaar;2009;70996;
1119;39 jaar;2010;74061;
1120;39 jaar;2011;73747;
1121;39 jaar;2012;70647;
1122;39 jaar;2013;63021;
1123;39 jaar;2014;64378;
1124;39 jaar;2015;59156;
1125;39 jaar;2016;56392;
1126;39 jaar;2017;53778;
1127;39 jaar;2018;50935;
1128;39 jaar;2019;48587;
1129;39 jaar;2020;51678;
1130;39 jaar;2021;48585;
1131;39 jaar;2022;46853;
1132;39 jaar;2023;43747;
1133;39 jaar;2024;43795;
1134;40 jaar;1998;52386;
1135;40 jaar;1999;51976;
1136;40 jaar;2000;50175;
1137;40 jaar;2001;50825;
1138;40 jaar;2002;53147;
1139;40 jaar;2003;53866;
1140;40 jaar;2004;55724;
1141;40 jaar;2005;60125;
1142;40 jaar;2006;64375;
1143;40 jaar;2007;65970;
1144;40 jaar;2008;68582;
1145;40 jaar;2009;69611;
1146;40 jaar;2010;69704;
1147;40 jaar;2011;72801;
1148;40 jaar;2012;72416;
1149;40 jaar;2013;69508;
1150;40 jaar;2014;61940;
1151;40 jaar;2015;63318;
1152;40 jaar;2016;58166;
1153;40 jaar;2017;55360;
1154;40 jaar;2018;52915;
1155;40 jaar;2019;50090;
1156;40 jaar;2020;47803;
1157;40 jaar;2021;50762;
1158;40 jaar;2022;47743;
1159;40 jaar;2023;46151;
1160;40 jaar;2024;43047;
1161;41 jaar;1998;49370;
1162;41 jaar;1999;50781;
1163;41 jaar;2000;50310;
1164;41 jaar;2001;48717;
1165;41 jaar;2002;49305;
1166;41 jaar;2003;51653;
1167;41 jaar;2004;52419;
1168;41 jaar;2005;54218;
1169;41 jaar;2006;58637;
1170;41 jaar;2007;62945;
1171;41 jaar;2008;64531;
1172;41 jaar;2009;67169;
1173;41 jaar;2010;68184;
1174;41 jaar;2011;68317;
1175;41 jaar;2012;71496;
1176;41 jaar;2013;71102;
1177;41 jaar;2014;68175;
1178;41 jaar;2015;60842;
1179;41 jaar;2016;62158;
1180;41 jaar;2017;57075;
1181;41 jaar;2018;54409;
1182;41 jaar;2019;51923;
1183;41 jaar;2020;49201;
1184;41 jaar;2021;46893;
1185;41 jaar;2022;49753;
1186;41 jaar;2023;46979;
1187;41 jaar;2024;45363;
1188;42 jaar;1998;45430;
1189;42 jaar;1999;47576;
1190;42 jaar;2000;49065;
1191;42 jaar;2001;48578;
1192;42 jaar;2002;47147;
1193;42 jaar;2003;47773;
1194;42 jaar;2004;50108;
1195;42 jaar;2005;50966;
1196;42 jaar;2006;52722;
1197;42 jaar;2007;57113;
1198;42 jaar;2008;61481;
1199;42 jaar;2009;63015;
1200;42 jaar;2010;65692;
1201;42 jaar;2011;66775;
1202;42 jaar;2012;66893;
1203;42 jaar;2013;70027;
1204;42 jaar;2014;69705;
1205;42 jaar;2015;66883;
1206;42 jaar;2016;59643;
1207;42 jaar;2017;60971;
1208;42 jaar;2018;55958;
1209;42 jaar;2019;53335;
1210;42 jaar;2020;50950;
1211;42 jaar;2021;48218;
1212;42 jaar;2022;45934;
1213;42 jaar;2023;48836;
1214;42 jaar;2024;46137;
1215;43 jaar;1998;42561;
1216;43 jaar;1999;43579;
1217;43 jaar;2000;45721;
1218;43 jaar;2001;47192;
1219;43 jaar;2002;46806;
1220;43 jaar;2003;45514;
1221;43 jaar;2004;46250;
1222;43 jaar;2005;48585;
1223;43 jaar;2006;49422;
1224;43 jaar;2007;51260;
1225;43 jaar;2008;55626;
1226;43 jaar;2009;59946;
1227;43 jaar;2010;61545;
1228;43 jaar;2011;64117;
1229;43 jaar;2012;65324;
1230;43 jaar;2013;65403;
1231;43 jaar;2014;68615;
1232;43 jaar;2015;68333;
1233;43 jaar;2016;65559;
1234;43 jaar;2017;58472;
1235;43 jaar;2018;59771;
1236;43 jaar;2019;54889;
1237;43 jaar;2020;52312;
1238;43 jaar;2021;49911;
1239;43 jaar;2022;47165;
1240;43 jaar;2023;45068;
1241;43 jaar;2024;47824;
1242;44 jaar;1998;38497;
1243;44 jaar;1999;40721;
1244;44 jaar;2000;41654;
1245;44 jaar;2001;43836;
1246;44 jaar;2002;45358;
1247;44 jaar;2003;44945;
1248;44 jaar;2004;43807;
1249;44 jaar;2005;44622;
1250;44 jaar;2006;46996;
1251;44 jaar;2007;47975;
1252;44 jaar;2008;49616;
1253;44 jaar;2009;54095;
1254;44 jaar;2010;58344;
1255;44 jaar;2011;59968;
1256;44 jaar;2012;62520;
1257;44 jaar;2013;63726;
1258;44 jaar;2014;63882;
1259;44 jaar;2015;67076;
1260;44 jaar;2016;66816;
1261;44 jaar;2017;64171;
1262;44 jaar;2018;57191;
1263;44 jaar;2019;58428;
1264;44 jaar;2020;53708;
1265;44 jaar;2021;51112;
1266;44 jaar;2022;48750;
1267;44 jaar;2023;46175;
1268;44 jaar;2024;44072;
1269;45 jaar;1998;36598;
1270;45 jaar;1999;36663;
1271;45 jaar;2000;38840;
1272;45 jaar;2001;39690;
1273;45 jaar;2002;41860;
1274;45 jaar;2003;43426;
1275;45 jaar;2004;43198;
1276;45 jaar;2005;42095;
1277;45 jaar;2006;43011;
1278;45 jaar;2007;45475;
1279;45 jaar;2008;46447;
1280;45 jaar;2009;48096;
1281;45 jaar;2010;52517;
1282;45 jaar;2011;56696;
1283;45 jaar;2012;58259;
1284;45 jaar;2013;60797;
1285;45 jaar;2014;62079;
1286;45 jaar;2015;62373;
1287;45 jaar;2016;65321;
1288;45 jaar;2017;65177;
1289;45 jaar;2018;62632;
1290;45 jaar;2019;55862;
1291;45 jaar;2020;57115;
1292;45 jaar;2021;52352;
1293;45 jaar;2022;49831;
1294;45 jaar;2023;47594;
1295;45 jaar;2024;45103;
1296;46 jaar;1998;34765;
1297;46 jaar;1999;34638;
1298;46 jaar;2000;34627;
1299;46 jaar;2001;36828;
1300;46 jaar;2002;37738;
1301;46 jaar;2003;39758;
1302;46 jaar;2004;41398;
1303;46 jaar;2005;41378;
1304;46 jaar;2006;40388;
1305;46 jaar;2007;41330;
1306;46 jaar;2008;43862;
1307;46 jaar;2009;44860;
1308;46 jaar;2010;46503;
1309;46 jaar;2011;50845;
1310;46 jaar;2012;54908;
1311;46 jaar;2013;56535;
1312;46 jaar;2014;59105;
1313;46 jaar;2015;60396;
1314;46 jaar;2016;60738;
1315;46 jaar;2017;63618;
1316;46 jaar;2018;63558;
1317;46 jaar;2019;61043;
1318;46 jaar;2020;54480;
1319;46 jaar;2021;55693;
1320;46 jaar;2022;50906;
1321;46 jaar;2023;48641;
1322;46 jaar;2024;46383;
1323;47 jaar;1998;29337;
1324;47 jaar;1999;32602;
1325;47 jaar;2000;32602;
1326;47 jaar;2001;32636;
1327;47 jaar;2002;34783;
1328;47 jaar;2003;35674;
1329;47 jaar;2004;37719;
1330;47 jaar;2005;39457;
1331;47 jaar;2006;39563;
1332;47 jaar;2007;38694;
1333;47 jaar;2008;39647;
1334;47 jaar;2009;42166;
1335;47 jaar;2010;43217;
1336;47 jaar;2011;44852;
1337;47 jaar;2012;49109;
1338;47 jaar;2013;53092;
1339;47 jaar;2014;54768;
1340;47 jaar;2015;57284;
1341;47 jaar;2016;58672;
1342;47 jaar;2017;59020;
1343;47 jaar;2018;61842;
1344;47 jaar;2019;61838;
1345;47 jaar;2020;59467;
1346;47 jaar;2021;53004;
1347;47 jaar;2022;54153;
1348;47 jaar;2023;49556;
1349;47 jaar;2024;47389;
1350;48 jaar;1998;26223;
1351;48 jaar;1999;27397;
1352;48 jaar;2000;30491;
1353;48 jaar;2001;30578;
1354;48 jaar;2002;30626;
1355;48 jaar;2003;32709;
1356;48 jaar;2004;33682;
1357;48 jaar;2005;35642;
1358;48 jaar;2006;37410;
1359;48 jaar;2007;37693;
1360;48 jaar;2008;36921;
1361;48 jaar;2009;37893;
1362;48 jaar;2010;40386;
1363;48 jaar;2011;41497;
1364;48 jaar;2012;43179;
1365;48 jaar;2013;47315;
1366;48 jaar;2014;51113;
1367;48 jaar;2015;53029;
1368;48 jaar;2016;55399;
1369;48 jaar;2017;56835;
1370;48 jaar;2018;57241;
1371;48 jaar;2019;59989;
1372;48 jaar;2020;60108;
1373;48 jaar;2021;57689;
1374;48 jaar;2022;51281;
1375;48 jaar;2023;52498;
1376;48 jaar;2024;48180;
1377;49 jaar;1998;25100;
1378;49 jaar;1999;24280;
1379;49 jaar;2000;25295;
1380;49 jaar;2001;28319;
1381;49 jaar;2002;28491;
1382;49 jaar;2003;28556;
1383;49 jaar;2004;30518;
1384;49 jaar;2005;31749;
1385;49 jaar;2006;33583;
1386;49 jaar;2007;35351;
1387;49 jaar;2008;35784;
1388;49 jaar;2009;35159;
1389;49 jaar;2010;36079;
1390;49 jaar;2011;38599;
1391;49 jaar;2012;39810;
1392;49 jaar;2013;41409;
1393;49 jaar;2014;45441;
1394;49 jaar;2015;49127;
1395;49 jaar;2016;51058;
1396;49 jaar;2017;53424;
1397;49 jaar;2018;54941;
1398;49 jaar;2019;55341;
1399;49 jaar;2020;58102;
1400;49 jaar;2021;58046;
1401;49 jaar;2022;55714;
1402;49 jaar;2023;49599;
1403;49 jaar;2024;50889;
1404;50 jaar;1998;25892;
1405;50 jaar;1999;23024;
1406;50 jaar;2000;22334;
1407;50 jaar;2001;23218;
1408;50 jaar;2002;26107;
1409;50 jaar;2003;26342;
1410;50 jaar;2004;26537;
1411;50 jaar;2005;28442;
1412;50 jaar;2006;29708;
1413;50 jaar;2007;31589;
1414;50 jaar;2008;33287;
1415;50 jaar;2009;33854;
1416;50 jaar;2010;33279;
1417;50 jaar;2011;34224;
1418;50 jaar;2012;36728;
1419;50 jaar;2013;37982;
1420;50 jaar;2014;39517;
1421;50 jaar;2015;43565;
1422;50 jaar;2016;46985;
1423;50 jaar;2017;49023;
1424;50 jaar;2018;51466;
1425;50 jaar;2019;52939;
1426;50 jaar;2020;53374;
1427;50 jaar;2021;55953;
1428;50 jaar;2022;55857;
1429;50 jaar;2023;53725;
1430;50 jaar;2024;47859;
1431;51 jaar;1998;25407;
1432;51 jaar;1999;23575;
1433;51 jaar;2000;20948;
1434;51 jaar;2001;20356;
1435;51 jaar;2002;21250;
1436;51 jaar;2003;23954;
1437;51 jaar;2004;24252;
1438;51 jaar;2005;24540;
1439;51 jaar;2006;26359;
1440;51 jaar;2007;27723;
1441;51 jaar;2008;29555;
1442;51 jaar;2009;31298;
1443;51 jaar;2010;31868;
1444;51 jaar;2011;31403;
1445;51 jaar;2012;32428;
1446;51 jaar;2013;34799;
1447;51 jaar;2014;36110;
1448;51 jaar;2015;37589;
1449;51 jaar;2016;41510;
1450;51 jaar;2017;44878;
1451;51 jaar;2018;46919;
1452;51 jaar;2019;49353;
1453;51 jaar;2020;50818;
1454;51 jaar;2021;51132;
1455;51 jaar;2022;53619;
1456;51 jaar;2023;53606;
1457;51 jaar;2024;51630;
1458;52 jaar;1998;15779;
1459;52 jaar;1999;22906;
1460;52 jaar;2000;21279;
1461;52 jaar;2001;18803;
1462;52 jaar;2002;18411;
1463;52 jaar;2003;19256;
1464;52 jaar;2004;21825;
1465;52 jaar;2005;22280;
1466;52 jaar;2006;22593;
1467;52 jaar;2007;24411;
1468;52 jaar;2008;25731;
1469;52 jaar;2009;27513;
1470;52 jaar;2010;29208;
1471;52 jaar;2011;29851;
1472;52 jaar;2012;29480;
1473;52 jaar;2013;30522;
1474;52 jaar;2014;32845;
1475;52 jaar;2015;34133;
1476;52 jaar;2016;35570;
1477;52 jaar;2017;39393;
1478;52 jaar;2018;42671;
1479;52 jaar;2019;44697;
1480;52 jaar;2020;47141;
1481;52 jaar;2021;48353;
1482;52 jaar;2022;48794;
1483;52 jaar;2023;51316;
1484;52 jaar;2024;51345;
1485;53 jaar;1998;9295;
1486;53 jaar;1999;14180;
1487;53 jaar;2000;20499;
1488;53 jaar;2001;19030;
1489;53 jaar;2002;16941;
1490;53 jaar;2003;16480;
1491;53 jaar;2004;17402;
1492;53 jaar;2005;19809;
1493;53 jaar;2006;20244;
1494;53 jaar;2007;20671;
1495;53 jaar;2008;22430;
1496;53 jaar;2009;23712;
1497;53 jaar;2010;25509;
1498;53 jaar;2011;27086;
1499;53 jaar;2012;27839;
1500;53 jaar;2013;27548;
1501;53 jaar;2014;28623;
1502;53 jaar;2015;30844;
1503;53 jaar;2016;32117;
1504;53 jaar;2017;33511;
1505;53 jaar;2018;37169;
1506;53 jaar;2019;40333;
1507;53 jaar;2020;42425;
1508;53 jaar;2021;44502;
1509;53 jaar;2022;45747;
1510;53 jaar;2023;46466;
1511;53 jaar;2024;48885;
1512;54 jaar;1998;10933;
1513;54 jaar;1999;8213;
1514;54 jaar;2000;12605;
1515;54 jaar;2001;18228;
1516;54 jaar;2002;16888;
1517;54 jaar;2003;14999;
1518;54 jaar;2004;14649;
1519;54 jaar;2005;15550;
1520;54 jaar;2006;17797;
1521;54 jaar;2007;18331;
1522;54 jaar;2008;18807;
1523;54 jaar;2009;20506;
1524;54 jaar;2010;21635;
1525;54 jaar;2011;23413;
1526;54 jaar;2012;25024;
1527;54 jaar;2013;25735;
1528;54 jaar;2014;25591;
1529;54 jaar;2015;26649;
1530;54 jaar;2016;28701;
1531;54 jaar;2017;29959;
1532;54 jaar;2018;31413;
1533;54 jaar;2019;34862;
1534;54 jaar;2020;37946;
1535;54 jaar;2021;39706;
1536;54 jaar;2022;41777;
1537;54 jaar;2023;43144;
1538;54 jaar;2024;44026;
1539;55 jaar;1998;13028;
1540;55 jaar;1999;9626;
1541;55 jaar;2000;7218;
1542;55 jaar;2001;11082;
1543;55 jaar;2002;15950;
1544;55 jaar;2003;14867;
1545;55 jaar;2004;13144;
1546;55 jaar;2005;12959;
1547;55 jaar;2006;13748;
1548;55 jaar;2007;15983;
1549;55 jaar;2008;16493;
1550;55 jaar;2009;16989;
1551;55 jaar;2010;18531;
1552;55 jaar;2011;19646;
1553;55 jaar;2012;21296;
1554;55 jaar;2013;22793;
1555;55 jaar;2014;23671;
1556;55 jaar;2015;23625;
1557;55 jaar;2016;24556;
1558;55 jaar;2017;26606;
1559;55 jaar;2018;27728;
1560;55 jaar;2019;29240;
1561;55 jaar;2020;32439;
1562;55 jaar;2021;35191;
1563;55 jaar;2022;36872;
1564;55 jaar;2023;39101;
1565;55 jaar;2024;40556;
1566;56 jaar;1998;7840;
1567;56 jaar;1999;11256;
1568;56 jaar;2000;8324;
1569;56 jaar;2001;6250;
1570;56 jaar;2002;9564;
1571;56 jaar;2003;13844;
1572;56 jaar;2004;12935;
1573;56 jaar;2005;11477;
1574;56 jaar;2006;11329;
1575;56 jaar;2007;12092;
1576;56 jaar;2008;14239;
1577;56 jaar;2009;14687;
1578;56 jaar;2010;15259;
1579;56 jaar;2011;16576;
1580;56 jaar;2012;17608;
1581;56 jaar;2013;19273;
1582;56 jaar;2014;20645;
1583;56 jaar;2015;21567;
1584;56 jaar;2016;21469;
1585;56 jaar;2017;22422;
1586;56 jaar;2018;24506;
1587;56 jaar;2019;25510;
1588;56 jaar;2020;26979;
1589;56 jaar;2021;29794;
1590;56 jaar;2022;32360;
1591;56 jaar;2023;34069;
1592;56 jaar;2024;36344;
1593;57 jaar;1998;6575;
1594;57 jaar;1999;6697;
1595;57 jaar;2000;9722;
1596;57 jaar;2001;7117;
1597;57 jaar;2002;5407;
1598;57 jaar;2003;8183;
1599;57 jaar;2004;11934;
1600;57 jaar;2005;11107;
1601;57 jaar;2006;9980;
1602;57 jaar;2007;9851;
1603;57 jaar;2008;10576;
1604;57 jaar;2009;12538;
1605;57 jaar;2010;13000;
1606;57 jaar;2011;13586;
1607;57 jaar;2012;14811;
1608;57 jaar;2013;15630;
1609;57 jaar;2014;17165;
1610;57 jaar;2015;18568;
1611;57 jaar;2016;19420;
1612;57 jaar;2017;19469;
1613;57 jaar;2018;20312;
1614;57 jaar;2019;22242;
1615;57 jaar;2020;23246;
1616;57 jaar;2021;24470;
1617;57 jaar;2022;26995;
1618;57 jaar;2023;29566;
1619;57 jaar;2024;31336;
1620;58 jaar;1998;6351;
1621;58 jaar;1999;5542;
1622;58 jaar;2000;5544;
1623;58 jaar;2001;8285;
1624;58 jaar;2002;6055;
1625;58 jaar;2003;4578;
1626;58 jaar;2004;6957;
1627;58 jaar;2005;10196;
1628;58 jaar;2006;9510;
1629;58 jaar;2007;8583;
1630;58 jaar;2008;8493;
1631;58 jaar;2009;9123;
1632;58 jaar;2010;10831;
1633;58 jaar;2011;11315;
1634;58 jaar;2012;11920;
1635;58 jaar;2013;12992;
1636;58 jaar;2014;13864;
1637;58 jaar;2015;15273;
1638;58 jaar;2016;16482;
1639;58 jaar;2017;17369;
1640;58 jaar;2018;17330;
1641;58 jaar;2019;18229;
1642;58 jaar;2020;20044;
1643;58 jaar;2021;20658;
1644;58 jaar;2022;21922;
1645;58 jaar;2023;24387;
1646;58 jaar;2024;26705;
1647;59 jaar;1998;4244;
1648;59 jaar;1999;5262;
1649;59 jaar;2000;4562;
1650;59 jaar;2001;4542;
1651;59 jaar;2002;6898;
1652;59 jaar;2003;5015;
1653;59 jaar;2004;3836;
1654;59 jaar;2005;5847;
1655;59 jaar;2006;8561;
1656;59 jaar;2007;8016;
1657;59 jaar;2008;7313;
1658;59 jaar;2009;7162;
1659;59 jaar;2010;7843;
1660;59 jaar;2011;9344;
1661;59 jaar;2012;9826;
1662;59 jaar;2013;10259;
1663;59 jaar;2014;11223;
1664;59 jaar;2015;12122;
1665;59 jaar;2016;13339;
1666;59 jaar;2017;14466;
1667;59 jaar;2018;15245;
1668;59 jaar;2019;15283;
1669;59 jaar;2020;16238;
1670;59 jaar;2021;17571;
1671;59 jaar;2022;18271;
1672;59 jaar;2023;19489;
1673;59 jaar;2024;21704;
1674;60 jaar;1998;3225;
1675;60 jaar;1999;3372;
1676;60 jaar;2000;4242;
1677;60 jaar;2001;3645;
1678;60 jaar;2002;3682;
