ID;SBI1993LeeftijdscatCaoSectoren;Perioden;CaoLonenInclBijzBelPerMaand_1;CaoLonenInclBijzBelPerUur_2
516;10-14 Delfstoffenwinning;1999 april;;
517;10-14 Delfstoffenwinning;1999 mei;;
518;10-14 Delfstoffenwinning;1999 juni;;
519;10-14 Delfstoffenwinning;1999 juli;;
520;10-14 Delfstoffenwinning;1999 augustus;;
521;10-14 Delfstoffenwinning;1999 september;;
522;10-14 Delfstoffenwinning;1999 oktober;;
523;10-14 Delfstoffenwinning;1999 november;;
524;10-14 Delfstoffenwinning;1999 december;;
525;10-14 Delfstoffenwinning;1999 jaargemiddelde;;
526;10-14 Delfstoffenwinning;2000 januari;;
527;10-14 Delfstoffenwinning;2000 februari;;
528;10-14 Delfstoffenwinning;2000 maart;;
529;10-14 Delfstoffenwinning;2000 april;;
530;10-14 Delfstoffenwinning;2000 mei;;
531;10-14 Delfstoffenwinning;2000 juni;;
532;10-14 Delfstoffenwinning;2000 juli;;
533;10-14 Delfstoffenwinning;2000 augustus;;
534;10-14 Delfstoffenwinning;2000 september;;
535;10-14 Delfstoffenwinning;2000 oktober;;
536;10-14 Delfstoffenwinning;2000 november;;
537;10-14 Delfstoffenwinning;2000 december;;
538;10-14 Delfstoffenwinning;2000 jaargemiddelde;;
539;10-14 Delfstoffenwinning;2001 januari;;
540;10-14 Delfstoffenwinning;2001 februari;;
541;10-14 Delfstoffenwinning;2001 maart;;
542;10-14 Delfstoffenwinning;2001 april;;
543;10-14 Delfstoffenwinning;2001 mei;;
544;10-14 Delfstoffenwinning;2001 juni;;
545;10-14 Delfstoffenwinning;2001 juli;;
546;10-14 Delfstoffenwinning;2001 augustus;;
547;10-14 Delfstoffenwinning;2001 september;;
548;10-14 Delfstoffenwinning;2001 oktober;;
549;10-14 Delfstoffenwinning;2001 november;;
550;10-14 Delfstoffenwinning;2001 december;;
551;10-14 Delfstoffenwinning;2001 jaargemiddelde;;
552;10-14 Delfstoffenwinning;2002 januari;;
553;10-14 Delfstoffenwinning;2002 februari;;
554;10-14 Delfstoffenwinning;2002 maart;;
555;10-14 Delfstoffenwinning;2002 april;;
556;10-14 Delfstoffenwinning;2002 mei;;
557;10-14 Delfstoffenwinning;2002 juni;;
558;10-14 Delfstoffenwinning;2002 juli;;
559;10-14 Delfstoffenwinning;2002 augustus;;
560;10-14 Delfstoffenwinning;2002 september;;
561;10-14 Delfstoffenwinning;2002 oktober;;
562;10-14 Delfstoffenwinning;2002 november;;
563;10-14 Delfstoffenwinning;2002 december;;
564;10-14 Delfstoffenwinning;2002 jaargemiddelde;;
565;10-14 Delfstoffenwinning;2003 januari;;
566;10-14 Delfstoffenwinning;2003 februari;;
567;10-14 Delfstoffenwinning;2003 maart;;
568;10-14 Delfstoffenwinning;2003 april;;
569;10-14 Delfstoffenwinning;2003 mei;;
570;15-37 Industrie;1999 januari;125.1;126.1
571;15-37 Industrie;1999 februari;125.1;126.1
572;15-37 Industrie;1999 maart;125.4;126.4
573;15-37 Industrie;1999 april;125.6;126.7
574;15-37 Industrie;1999 mei;125.8;126.8
575;15-37 Industrie;1999 juni;125.9;126.9
576;15-37 Industrie;1999 juli;126.9;128.0
577;15-37 Industrie;1999 augustus;127.9;129.0
578;15-37 Industrie;1999 september;128.0;129.1
579;15-37 Industrie;1999 oktober;128.4;129.5
580;15-37 Industrie;1999 november;128.4;129.5
581;15-37 Industrie;1999 december;128.5;129.6
582;15-37 Industrie;1999 jaargemiddelde;127.2;128.2
583;15-37 Industrie;2000 januari;129.0;130.1
584;15-37 Industrie;2000 februari;129.4;130.5
585;15-37 Industrie;2000 maart;129.7;130.8
586;15-37 Industrie;2000 april;130.2;131.3
587;15-37 Industrie;2000 mei;130.4;131.4
588;15-37 Industrie;2000 juni;130.5;131.6
589;15-37 Industrie;2000 juli;131.9;133.0
590;15-37 Industrie;2000 augustus;132.0;133.1
591;15-37 Industrie;2000 september;132.9;134.0
592;15-37 Industrie;2000 oktober;133.0;134.1
593;15-37 Industrie;2000 november;133.0;134.4
594;15-37 Industrie;2000 december;133.1;134.6
595;15-37 Industrie;2000 jaargemiddelde;131.5;132.8
596;15-37 Industrie;2001 januari;133.3;134.8
597;15-37 Industrie;2001 februari;133.8;135.3
598;15-37 Industrie;2001 maart;133.9;135.4
599;15-37 Industrie;2001 april;134.8;136.3
600;15-37 Industrie;2001 mei;135.6;137.1
601;15-37 Industrie;2001 juni;136.3;137.8
602;15-37 Industrie;2001 juli;137.2;138.7
603;15-37 Industrie;2001 augustus;137.3;138.8
604;15-37 Industrie;2001 september;137.4;139.0
605;15-37 Industrie;2001 oktober;138.8;140.3
606;15-37 Industrie;2001 november;138.8;140.3
607;15-37 Industrie;2001 december;138.8;140.4
608;15-37 Industrie;2001 jaargemiddelde;136.9;138.5
609;15-37 Industrie;2002 januari;139.4;141.0
610;15-37 Industrie;2002 februari;139.5;141.1
611;15-37 Industrie;2002 maart;140.1;141.7
612;15-37 Industrie;2002 april;140.9;142.5
613;15-37 Industrie;2002 mei;141.1;142.8
614;15-37 Industrie;2002 juni;141.3;143.0
615;15-37 Industrie;2002 juli;142.3;144.0
616;15-37 Industrie;2002 augustus;142.5;144.2
617;15-37 Industrie;2002 september;143.1;144.8
618;15-37 Industrie;2002 oktober;143.3;145.0
619;15-37 Industrie;2002 november;143.1;144.8
620;15-37 Industrie;2002 december;142.9;144.5
621;15-37 Industrie;2002 jaargemiddelde;142.0;143.7
622;15-37 Industrie;2003 januari;144.2;145.9
623;15-37 Industrie;2003 februari;144.3;146.0
624;15-37 Industrie;2003 maart;144.4;146.1
625;15-37 Industrie;2003 april;145.0;146.7
626;15-37 Industrie;2003 mei;145.1;146.8
627;15-16 Voedings-/genotmiddelenind.;1999 januari;127.1;127.0
628;15-16 Voedings-/genotmiddelenind.;1999 februari;127.1;127.0
629;15-16 Voedings-/genotmiddelenind.;1999 maart;127.1;127.0
630;15-16 Voedings-/genotmiddelenind.;1999 april;127.4;127.4
631;15-16 Voedings-/genotmiddelenind.;1999 mei;127.5;127.4
632;15-16 Voedings-/genotmiddelenind.;1999 juni;127.6;127.6
633;15-16 Voedings-/genotmiddelenind.;1999 juli;129.2;129.2
634;15-16 Voedings-/genotmiddelenind.;1999 augustus;129.8;129.7
635;15-16 Voedings-/genotmiddelenind.;1999 september;129.8;129.8
636;15-16 Voedings-/genotmiddelenind.;1999 oktober;129.8;129.8
637;15-16 Voedings-/genotmiddelenind.;1999 november;129.9;129.8
638;15-16 Voedings-/genotmiddelenind.;1999 december;130.3;130.3
639;15-16 Voedings-/genotmiddelenind.;1999 jaargemiddelde;129.0;128.9
640;15-16 Voedings-/genotmiddelenind.;2000 januari;131.2;131.1
641;15-16 Voedings-/genotmiddelenind.;2000 februari;131.2;131.1
642;15-16 Voedings-/genotmiddelenind.;2000 maart;131.2;131.1
643;15-16 Voedings-/genotmiddelenind.;2000 april;131.4;131.3
644;15-16 Voedings-/genotmiddelenind.;2000 mei;131.8;131.7
645;15-16 Voedings-/genotmiddelenind.;2000 juni;132.5;132.4
646;15-16 Voedings-/genotmiddelenind.;2000 juli;133.5;133.4
647;15-16 Voedings-/genotmiddelenind.;2000 augustus;133.6;133.6
648;15-16 Voedings-/genotmiddelenind.;2000 september;133.9;133.8
649;15-16 Voedings-/genotmiddelenind.;2000 oktober;134.0;134.0
650;15-16 Voedings-/genotmiddelenind.;2000 november;134.0;134.0
651;15-16 Voedings-/genotmiddelenind.;2000 december;134.1;134.0
652;15-16 Voedings-/genotmiddelenind.;2000 jaargemiddelde;133.1;133.0
653;15-16 Voedings-/genotmiddelenind.;2001 januari;134.6;134.5
654;15-16 Voedings-/genotmiddelenind.;2001 februari;134.6;134.5
655;15-16 Voedings-/genotmiddelenind.;2001 maart;135.5;135.5
656;15-16 Voedings-/genotmiddelenind.;2001 april;136.5;136.5
657;15-16 Voedings-/genotmiddelenind.;2001 mei;137.1;137.1
658;15-16 Voedings-/genotmiddelenind.;2001 juni;137.5;137.4
659;15-16 Voedings-/genotmiddelenind.;2001 juli;138.3;138.2
660;15-16 Voedings-/genotmiddelenind.;2001 augustus;138.6;138.6
661;15-16 Voedings-/genotmiddelenind.;2001 september;139.0;139.0
662;15-16 Voedings-/genotmiddelenind.;2001 oktober;139.7;139.6
663;15-16 Voedings-/genotmiddelenind.;2001 november;139.7;139.6
664;15-16 Voedings-/genotmiddelenind.;2001 december;139.7;139.7
665;15-16 Voedings-/genotmiddelenind.;2001 jaargemiddelde;138.4;138.4
666;15-16 Voedings-/genotmiddelenind.;2002 januari;140.7;140.7
667;15-16 Voedings-/genotmiddelenind.;2002 februari;141.0;141.2
668;15-16 Voedings-/genotmiddelenind.;2002 maart;141.0;141.2
669;15-16 Voedings-/genotmiddelenind.;2002 april;141.9;142.1
670;15-16 Voedings-/genotmiddelenind.;2002 mei;142.1;142.2
671;15-16 Voedings-/genotmiddelenind.;2002 juni;142.8;142.9
672;15-16 Voedings-/genotmiddelenind.;2002 juli;144.4;144.5
673;15-16 Voedings-/genotmiddelenind.;2002 augustus;144.3;144.4
674;15-16 Voedings-/genotmiddelenind.;2002 september;144.7;144.8
675;15-16 Voedings-/genotmiddelenind.;2002 oktober;145.0;145.1
676;15-16 Voedings-/genotmiddelenind.;2002 november;145.0;145.1
677;15-16 Voedings-/genotmiddelenind.;2002 december;145.1;145.2
678;15-16 Voedings-/genotmiddelenind.;2002 jaargemiddelde;143.4;143.5
679;15-16 Voedings-/genotmiddelenind.;2003 januari;145.8;146.0
680;15-16 Voedings-/genotmiddelenind.;2003 februari;146.0;146.2
681;15-16 Voedings-/genotmiddelenind.;2003 maart;146.2;146.3
682;15-16 Voedings-/genotmiddelenind.;2003 april;146.8;147.0
683;15-16 Voedings-/genotmiddelenind.;2003 mei;147.2;147.3
684;22 Grafische industrie;1999 januari;123.8;123.1
685;22 Grafische industrie;1999 februari;123.8;123.1
686;22 Grafische industrie;1999 maart;126.3;126.2
687;22 Grafische industrie;1999 april;126.7;126.7
688;22 Grafische industrie;1999 mei;126.7;126.7
689;22 Grafische industrie;1999 juni;126.7;126.7
690;22 Grafische industrie;1999 juli;127.6;127.5
691;22 Grafische industrie;1999 augustus;127.6;127.5
692;22 Grafische industrie;1999 september;127.6;127.5
693;22 Grafische industrie;1999 oktober;127.6;127.5
694;22 Grafische industrie;1999 november;127.6;127.5
695;22 Grafische industrie;1999 december;127.8;127.8
696;22 Grafische industrie;1999 jaargemiddelde;126.7;126.6
697;22 Grafische industrie;2000 januari;128.5;128.5
698;22 Grafische industrie;2000 februari;131.1;131.0
699;22 Grafische industrie;2000 maart;131.1;131.0
700;22 Grafische industrie;2000 april;131.1;131.0
701;22 Grafische industrie;2000 mei;131.1;131.0
702;22 Grafische industrie;2000 juni;131.1;131.0
703;22 Grafische industrie;2000 juli;131.2;131.1
704;22 Grafische industrie;2000 augustus;131.2;131.1
705;22 Grafische industrie;2000 september;132.1;132.1
706;22 Grafische industrie;2000 oktober;132.1;132.1
707;22 Grafische industrie;2000 november;132.2;132.1
708;22 Grafische industrie;2000 december;133.1;133.0
709;22 Grafische industrie;2000 jaargemiddelde;131.7;131.7
710;22 Grafische industrie;2001 januari;133.6;133.5
711;22 Grafische industrie;2001 februari;135.4;135.3
712;22 Grafische industrie;2001 maart;135.4;135.3
713;22 Grafische industrie;2001 april;136.4;136.3
714;22 Grafische industrie;2001 mei;136.4;136.3
715;22 Grafische industrie;2001 juni;136.4;136.3
716;22 Grafische industrie;2001 juli;136.4;136.3
717;22 Grafische industrie;2001 augustus;136.4;136.3
718;22 Grafische industrie;2001 september;136.4;136.3
719;22 Grafische industrie;2001 oktober;138.3;138.2
720;22 Grafische industrie;2001 november;138.5;138.4
721;22 Grafische industrie;2001 december;138.5;138.4
722;22 Grafische industrie;2001 jaargemiddelde;136.6;136.6
723;22 Grafische industrie;2002 januari;138.6;138.5
724;22 Grafische industrie;2002 februari;138.6;138.5
725;22 Grafische industrie;2002 maart;140.5;140.5
726;22 Grafische industrie;2002 april;141.1;141.1
727;22 Grafische industrie;2002 mei;141.1;141.0
728;22 Grafische industrie;2002 juni;141.1;141.0
729;22 Grafische industrie;2002 juli;141.2;141.1
730;22 Grafische industrie;2002 augustus;141.2;141.2
731;22 Grafische industrie;2002 september;141.6;141.5
732;22 Grafische industrie;2002 oktober;142.5;142.4
733;22 Grafische industrie;2002 november;142.5;142.4
734;22 Grafische industrie;2002 december;142.5;142.4
735;22 Grafische industrie;2002 jaargemiddelde;141.4;141.4
736;22 Grafische industrie;2003 januari;142.5;142.5
737;22 Grafische industrie;2003 februari;142.5;142.5
738;22 Grafische industrie;2003 maart;142.5;142.5
739;22 Grafische industrie;2003 april;143.4;143.3
740;22 Grafische industrie;2003 mei;143.4;143.3
741;24 Chemische industrie;1999 januari;124.8;128.3
742;24 Chemische industrie;1999 februari;124.9;128.4
743;24 Chemische industrie;1999 maart;124.9;128.4
744;24 Chemische industrie;1999 april;126.0;129.6
745;24 Chemische industrie;1999 mei;126.1;129.7
746;24 Chemische industrie;1999 juni;126.1;129.7
747;24 Chemische industrie;1999 juli;126.1;129.7
748;24 Chemische industrie;1999 augustus;126.9;130.4
749;24 Chemische industrie;1999 september;126.9;130.4
750;24 Chemische industrie;1999 oktober;128.1;131.7
751;24 Chemische industrie;1999 november;128.1;131.7
752;24 Chemische industrie;1999 december;128.1;131.7
753;24 Chemische industrie;1999 jaargemiddelde;127.3;130.9
754;24 Chemische industrie;2000 januari;128.1;131.7
755;24 Chemische industrie;2000 februari;129.6;133.2
756;24 Chemische industrie;2000 maart;129.6;133.2
757;24 Chemische industrie;2000 april;130.8;134.5
758;24 Chemische industrie;2000 mei;131.0;134.7
759;24 Chemische industrie;2000 juni;131.0;134.7
760;24 Chemische industrie;2000 juli;131.6;135.3
761;24 Chemische industrie;2000 augustus;131.7;135.4
762;24 Chemische industrie;2000 september;131.8;135.5
763;24 Chemische industrie;2000 oktober;131.8;135.5
764;24 Chemische industrie;2000 november;131.8;135.5
765;24 Chemische industrie;2000 december;131.8;135.5
766;24 Chemische industrie;2000 jaargemiddelde;131.2;134.9
767;24 Chemische industrie;2001 januari;131.6;135.3
768;24 Chemische industrie;2001 februari;131.7;135.4
769;24 Chemische industrie;2001 maart;131.7;135.4
770;24 Chemische industrie;2001 april;133.2;137.0
771;24 Chemische industrie;2001 mei;133.3;137.1
772;24 Chemische industrie;2001 juni;137.4;141.2
773;24 Chemische industrie;2001 juli;137.8;141.7
774;24 Chemische industrie;2001 augustus;137.9;141.8
775;24 Chemische industrie;2001 september;138.1;142.0
776;24 Chemische industrie;2001 oktober;139.0;142.9
777;24 Chemische industrie;2001 november;139.0;142.9
778;24 Chemische industrie;2001 december;139.1;143.0
779;24 Chemische industrie;2001 jaargemiddelde;137.5;141.4
780;24 Chemische industrie;2002 januari;140.4;144.6
781;24 Chemische industrie;2002 februari;140.3;144.6
782;24 Chemische industrie;2002 maart;140.3;144.6
783;24 Chemische industrie;2002 april;144.5;148.9
784;24 Chemische industrie;2002 mei;144.6;149.0
785;24 Chemische industrie;2002 juni;144.7;149.1
786;24 Chemische industrie;2002 juli;144.7;149.1
787;24 Chemische industrie;2002 augustus;144.8;149.2
788;24 Chemische industrie;2002 september;145.4;149.8
789;24 Chemische industrie;2002 oktober;145.5;149.9
790;24 Chemische industrie;2002 november;145.6;150.0
791;24 Chemische industrie;2002 december;145.6;150.0
792;24 Chemische industrie;2002 jaargemiddelde;144.3;148.7
793;24 Chemische industrie;2003 januari;145.7;150.1
794;24 Chemische industrie;2003 februari;145.7;150.1
795;24 Chemische industrie;2003 maart;145.8;150.2
796;24 Chemische industrie;2003 april;146.8;151.3
797;24 Chemische industrie;2003 mei;147.2;151.7
798;27-35 Metaal/elektrotechnische ind.;1999 januari;124.9;125.1
799;27-35 Metaal/elektrotechnische ind.;1999 februari;124.9;125.1
800;27-35 Metaal/elektrotechnische ind.;1999 maart;124.9;125.1
801;27-35 Metaal/elektrotechnische ind.;1999 april;124.9;125.1
802;27-35 Metaal/elektrotechnische ind.;1999 mei;124.9;125.1
803;27-35 Metaal/elektrotechnische ind.;1999 juni;125.0;125.2
804;27-35 Metaal/elektrotechnische ind.;1999 juli;126.3;126.6
805;27-35 Metaal/elektrotechnische ind.;1999 augustus;128.0;128.2
806;27-35 Metaal/elektrotechnische ind.;1999 september;128.0;128.2
807;27-35 Metaal/elektrotechnische ind.;1999 oktober;128.2;128.4
808;27-35 Metaal/elektrotechnische ind.;1999 november;128.2;128.4
809;27-35 Metaal/elektrotechnische ind.;1999 december;128.2;128.5
810;27-35 Metaal/elektrotechnische ind.;1999 jaargemiddelde;126.7;126.9
811;27-35 Metaal/elektrotechnische ind.;2000 januari;128.7;128.9
812;27-35 Metaal/elektrotechnische ind.;2000 februari;128.7;128.9
813;27-35 Metaal/elektrotechnische ind.;2000 maart;129.5;129.7
814;27-35 Metaal/elektrotechnische ind.;2000 april;129.9;130.1
815;27-35 Metaal/elektrotechnische ind.;2000 mei;129.9;130.1
816;27-35 Metaal/elektrotechnische ind.;2000 juni;129.9;130.2
817;27-35 Metaal/elektrotechnische ind.;2000 juli;131.7;132.0
818;27-35 Metaal/elektrotechnische ind.;2000 augustus;131.8;132.0
819;27-35 Metaal/elektrotechnische ind.;2000 september;133.8;134.1
820;27-35 Metaal/elektrotechnische ind.;2000 oktober;133.8;134.1
821;27-35 Metaal/elektrotechnische ind.;2000 november;133.9;135.0
822;27-35 Metaal/elektrotechnische ind.;2000 december;133.9;135.0
823;27-35 Metaal/elektrotechnische ind.;2000 jaargemiddelde;131.3;132.2
824;27-35 Metaal/elektrotechnische ind.;2001 januari;133.9;135.1
825;27-35 Metaal/elektrotechnische ind.;2001 februari;133.9;135.1
826;27-35 Metaal/elektrotechnische ind.;2001 maart;133.9;135.1
827;27-35 Metaal/elektrotechnische ind.;2001 april;134.9;136.1
828;27-35 Metaal/elektrotechnische ind.;2001 mei;136.4;137.6
829;27-35 Metaal/elektrotechnische ind.;2001 juni;136.4;137.6
830;27-35 Metaal/elektrotechnische ind.;2001 juli;137.0;138.3
831;27-35 Metaal/elektrotechnische ind.;2001 augustus;137.0;138.3
832;27-35 Metaal/elektrotechnische ind.;2001 september;137.0;138.3
833;27-35 Metaal/elektrotechnische ind.;2001 oktober;139.1;140.4
834;27-35 Metaal/elektrotechnische ind.;2001 november;139.1;140.3
835;27-35 Metaal/elektrotechnische ind.;2001 december;139.1;140.3
836;27-35 Metaal/elektrotechnische ind.;2001 jaargemiddelde;136.7;138.0
837;27-35 Metaal/elektrotechnische ind.;2002 januari;139.2;140.4
838;27-35 Metaal/elektrotechnische ind.;2002 februari;139.3;140.5
839;27-35 Metaal/elektrotechnische ind.;2002 maart;140.2;141.5
840;27-35 Metaal/elektrotechnische ind.;2002 april;140.2;141.5
841;27-35 Metaal/elektrotechnische ind.;2002 mei;140.4;141.6
842;27-35 Metaal/elektrotechnische ind.;2002 juni;140.4;141.6
843;27-35 Metaal/elektrotechnische ind.;2002 juli;141.0;142.3
844;27-35 Metaal/elektrotechnische ind.;2002 augustus;141.3;142.6
845;27-35 Metaal/elektrotechnische ind.;2002 september;142.1;143.4
846;27-35 Metaal/elektrotechnische ind.;2002 oktober;142.1;143.4
847;27-35 Metaal/elektrotechnische ind.;2002 november;141.7;143.0
848;27-35 Metaal/elektrotechnische ind.;2002 december;141.0;142.3
849;27-35 Metaal/elektrotechnische ind.;2002 jaargemiddelde;141.3;142.6
850;27-35 Metaal/elektrotechnische ind.;2003 januari;143.5;144.9
851;27-35 Metaal/elektrotechnische ind.;2003 februari;143.7;145.0
852;27-35 Metaal/elektrotechnische ind.;2003 maart;143.7;145.0
853;27-35 Metaal/elektrotechnische ind.;2003 april;144.2;145.5
854;27-35 Metaal/elektrotechnische ind.;2003 mei;144.2;145.6
855;40-41 Energie- en waterleidingbedrijf;1999 januari;120.1;122.1
856;40-41 Energie- en waterleidingbedrijf;1999 februari;121.6;123.7
857;40-41 Energie- en waterleidingbedrijf;1999 maart;121.6;123.7
858;40-41 Energie- en waterleidingbedrijf;1999 april;121.6;123.7
859;40-41 Energie- en waterleidingbedrijf;1999 mei;121.6;123.7
860;40-41 Energie- en waterleidingbedrijf;1999 juni;122.1;124.2
861;40-41 Energie- en waterleidingbedrijf;1999 juli;122.1;124.2
862;40-41 Energie- en waterleidingbedrijf;1999 augustus;123.7;125.8
863;40-41 Energie- en waterleidingbedrijf;1999 september;123.7;125.8
864;40-41 Energie- en waterleidingbedrijf;1999 oktober;124.2;126.3
865;40-41 Energie- en waterleidingbedrijf;1999 november;124.2;126.3
866;40-41 Energie- en waterleidingbedrijf;1999 december;124.2;126.3
867;40-41 Energie- en waterleidingbedrijf;1999 jaargemiddelde;123.5;125.6
868;40-41 Energie- en waterleidingbedrijf;2000 januari;124.2;126.3
869;40-41 Energie- en waterleidingbedrijf;2000 februari;124.2;126.5
870;40-41 Energie- en waterleidingbedrijf;2000 maart;124.2;126.5
871;40-41 Energie- en waterleidingbedrijf;2000 april;124.8;127.2
872;40-41 Energie- en waterleidingbedrijf;2000 mei;124.6;126.9
873;40-41 Energie- en waterleidingbedrijf;2000 juni;126.4;128.8
874;40-41 Energie- en waterleidingbedrijf;2000 juli;126.4;128.8
875;40-41 Energie- en waterleidingbedrijf;2000 augustus;127.2;129.5
876;40-41 Energie- en waterleidingbedrijf;2000 september;127.2;129.5
877;40-41 Energie- en waterleidingbedrijf;2000 oktober;127.2;129.5
878;40-41 Energie- en waterleidingbedrijf;2000 november;127.9;130.3
879;40-41 Energie- en waterleidingbedrijf;2000 december;127.9;130.3
880;40-41 Energie- en waterleidingbedrijf;2000 jaargemiddelde;126.8;129.2
881;40-41 Energie- en waterleidingbedrijf;2001 januari;128.5;130.9
882;40-41 Energie- en waterleidingbedrijf;2001 februari;129.1;131.5
883;40-41 Energie- en waterleidingbedrijf;2001 maart;129.1;131.5
884;40-41 Energie- en waterleidingbedrijf;2001 april;130.0;132.5
885;40-41 Energie- en waterleidingbedrijf;2001 mei;131.7;134.2
886;40-41 Energie- en waterleidingbedrijf;2001 juni;131.7;134.2
887;40-41 Energie- en waterleidingbedrijf;2001 juli;132.7;135.2
888;40-41 Energie- en waterleidingbedrijf;2001 augustus;132.7;135.2
889;40-41 Energie- en waterleidingbedrijf;2001 september;132.7;135.2
890;40-41 Energie- en waterleidingbedrijf;2001 oktober;132.7;135.2
891;40-41 Energie- en waterleidingbedrijf;2001 november;132.7;135.2
892;40-41 Energie- en waterleidingbedrijf;2001 december;132.7;135.2
893;40-41 Energie- en waterleidingbedrijf;2001 jaargemiddelde;131.7;134.2
894;40-41 Energie- en waterleidingbedrijf;2002 januari;133.9;136.4
895;40-41 Energie- en waterleidingbedrijf;2002 februari;133.9;136.4
896;40-41 Energie- en waterleidingbedrijf;2002 maart;133.9;136.4
897;40-41 Energie- en waterleidingbedrijf;2002 april;135.0;137.5
898;40-41 Energie- en waterleidingbedrijf;2002 mei;138.2;140.8
899;40-41 Energie- en waterleidingbedrijf;2002 juni;139.2;141.8
900;40-41 Energie- en waterleidingbedrijf;2002 juli;139.2;141.8
901;40-41 Energie- en waterleidingbedrijf;2002 augustus;139.2;141.8
902;40-41 Energie- en waterleidingbedrijf;2002 september;139.2;141.8
903;40-41 Energie- en waterleidingbedrijf;2002 oktober;139.4;142.0
904;40-41 Energie- en waterleidingbedrijf;2002 november;139.4;142.0
905;40-41 Energie- en waterleidingbedrijf;2002 december;139.4;142.0
906;40-41 Energie- en waterleidingbedrijf;2002 jaargemiddelde;138.4;141.0
907;40-41 Energie- en waterleidingbedrijf;2003 januari;139.5;142.2
908;40-41 Energie- en waterleidingbedrijf;2003 februari;139.5;142.2
909;40-41 Energie- en waterleidingbedrijf;2003 maart;139.5;142.2
910;40-41 Energie- en waterleidingbedrijf;2003 april;141.1;143.7
911;40-41 Energie- en waterleidingbedrijf;2003 mei;142.8;145.5
912;45 Bouwnijverheid;1999 januari;127.6;129.3
913;45 Bouwnijverheid;1999 februari;127.6;129.3
914;45 Bouwnijverheid;1999 maart;127.6;129.3
915;45 Bouwnijverheid;1999 april;127.6;129.3
916;45 Bouwnijverheid;1999 mei;127.6;129.3
917;45 Bouwnijverheid;1999 juni;129.4;131.1
918;45 Bouwnijverheid;1999 juli;131.4;133.2
919;45 Bouwnijverheid;1999 augustus;131.4;133.2
920;45 Bouwnijverheid;1999 september;131.7;133.4
921;45 Bouwnijverheid;1999 oktober;131.8;133.7
922;45 Bouwnijverheid;1999 november;131.8;134.9
923;45 Bouwnijverheid;1999 december;131.8;134.9
924;45 Bouwnijverheid;1999 jaargemiddelde;130.3;133.4
925;45 Bouwnijverheid;2000 januari;132.6;135.4
926;45 Bouwnijverheid;2000 februari;132.8;135.7
927;45 Bouwnijverheid;2000 maart;132.8;135.7
928;45 Bouwnijverheid;2000 april;132.8;135.7
929;45 Bouwnijverheid;2000 mei;132.8;135.7
930;45 Bouwnijverheid;2000 juni;132.9;135.7
931;45 Bouwnijverheid;2000 juli;135.2;138.1
932;45 Bouwnijverheid;2000 augustus;135.2;138.1
933;45 Bouwnijverheid;2000 september;135.2;138.1
934;45 Bouwnijverheid;2000 oktober;134.8;137.7
935;45 Bouwnijverheid;2000 november;134.8;137.7
936;45 Bouwnijverheid;2000 december;134.8;137.7
937;45 Bouwnijverheid;2000 jaargemiddelde;134.0;136.8
938;45 Bouwnijverheid;2001 januari;135.2;138.2
939;45 Bouwnijverheid;2001 februari;135.2;138.2
940;45 Bouwnijverheid;2001 maart;135.2;138.2
941;45 Bouwnijverheid;2001 april;139.1;142.1
942;45 Bouwnijverheid;2001 mei;140.8;143.9
943;45 Bouwnijverheid;2001 juni;140.8;143.9
944;45 Bouwnijverheid;2001 juli;143.1;146.2
945;45 Bouwnijverheid;2001 augustus;143.1;146.2
946;45 Bouwnijverheid;2001 september;143.1;146.2
947;45 Bouwnijverheid;2001 oktober;143.1;146.2
948;45 Bouwnijverheid;2001 november;143.1;146.2
949;45 Bouwnijverheid;2001 december;143.1;146.2
950;45 Bouwnijverheid;2001 jaargemiddelde;140.7;143.8
951;45 Bouwnijverheid;2002 januari;143.6;146.7
952;45 Bouwnijverheid;2002 februari;143.6;146.7
953;45 Bouwnijverheid;2002 maart;144.9;148.0
954;45 Bouwnijverheid;2002 april;144.9;148.0
955;45 Bouwnijverheid;2002 mei;144.9;148.0
956;45 Bouwnijverheid;2002 juni;144.9;148.0
957;45 Bouwnijverheid;2002 juli;148.2;151.4
958;45 Bouwnijverheid;2002 augustus;148.2;151.4
959;45 Bouwnijverheid;2002 september;148.2;151.4
960;45 Bouwnijverheid;2002 oktober;148.3;151.5
961;45 Bouwnijverheid;2002 november;147.8;151.0
962;45 Bouwnijverheid;2002 december;147.8;151.0
963;45 Bouwnijverheid;2002 jaargemiddelde;146.6;149.7
964;45 Bouwnijverheid;2003 januari;149.4;152.6
965;45 Bouwnijverheid;2003 februari;149.4;152.6
966;45 Bouwnijverheid;2003 maart;149.4;152.6
967;45 Bouwnijverheid;2003 april;150.2;153.5
968;45 Bouwnijverheid;2003 mei;150.3;153.5
969;50-74 Commerciële dienstverlening;1999 januari;123.7;125.4
970;50-74 Commerciële dienstverlening;1999 februari;124.0;125.6
971;50-74 Commerciële dienstverlening;1999 maart;124.0;125.7
972;50-74 Commerciële dienstverlening;1999 april;124.3;126.0
973;50-74 Commerciële dienstverlening;1999 mei;124.5;126.1
974;50-74 Commerciële dienstverlening;1999 juni;124.7;126.4
975;50-74 Commerciële dienstverlening;1999 juli;125.3;127.0
976;50-74 Commerciële dienstverlening;1999 augustus;125.5;127.2
977;50-74 Commerciële dienstverlening;1999 september;125.9;127.6
