ID;PrognoseInterval;Perioden;Levendgeborenen_1;Overledenen_2;Immigratie_3;EmigratieInclusiefCorrecties_4;MigratiesaldoInclusiefCorrecties_5
0;Prognose;2012;175779;139404;154705;143788;10917
1;Prognose;2013;175916;141166;152909;141165;11744
2;Prognose;2014;176533;142899;151977;139094;12883
3;Prognose;2015;178091;144614;153485;137430;16055
4;Prognose;2016;179448;146317;155373;135634;19739
5;Prognose;2017;181209;148019;157374;133446;23928
6;Prognose;2018;182519;149731;157331;133973;23358
7;Prognose;2019;183807;151464;156685;134333;22352
8;Prognose;2020;184957;153230;155562;134431;21131
9;Prognose;2021;186117;155058;154447;134274;20173
10;Prognose;2022;186908;156967;153323;133986;19337
11;Prognose;2023;187657;158965;153235;133926;19309
12;Prognose;2024;188508;161052;153231;133968;19263
13;Prognose;2025;189020;163224;153286;134091;19195
14;Prognose;2026;189371;165460;153385;134250;19135
15;Prognose;2027;189680;167740;153466;134399;19067
16;Prognose;2028;189943;170037;153538;134562;18976
17;Prognose;2029;190085;172334;153655;134679;18976
18;Prognose;2030;190079;174616;153712;134801;18911
19;Prognose;2031;189813;176861;153773;134887;18886
20;Prognose;2032;189375;179043;153805;134964;18841
21;Prognose;2033;188725;181137;153896;135038;18858
22;Prognose;2034;187875;183139;153979;135114;18865
23;Prognose;2035;186898;185044;154029;135188;18841
24;Prognose;2036;185834;186837;154136;135258;18878
25;Prognose;2037;184759;188504;154187;135320;18867
26;Prognose;2038;183741;190033;154234;135395;18839
27;Prognose;2039;182789;191415;154298;135463;18835
28;Prognose;2040;181960;192646;154412;135528;18884
29;Prognose;2041;181284;193729;154481;135608;18873
30;Prognose;2042;180794;194667;154490;135704;18786
31;Prognose;2043;180486;195464;154557;135816;18741
32;Prognose;2044;180376;196113;154581;135940;18641
33;Prognose;2045;180455;196647;154641;136071;18570
34;Prognose;2046;180726;197063;154674;136215;18459
35;Prognose;2047;181165;197447;154774;136351;18423
36;Prognose;2048;181713;197845;154837;136496;18341
37;Prognose;2049;182340;198255;154901;136649;18252
38;Prognose;2050;183009;198653;154943;136799;18144
39;Prognose;2051;183694;199009;155005;136954;18052
40;Prognose;2052;184370;199282;155017;137106;17911
41;Prognose;2053;185014;199445;155064;137255;17809
42;Prognose;2054;185601;199463;155108;137389;17719
43;Prognose;2055;186115;199308;155139;137521;17618
44;Prognose;2056;186546;198955;155190;137640;17550
45;Prognose;2057;186889;198390;155198;137745;17453
46;Prognose;2058;187136;197607;155202;137844;17358
47;Prognose;2059;187286;196600;155222;137922;17300
48;Ondergrens 95%-prognose-interval;2012;167685;129007;132743;128040;-18490
49;Ondergrens 95%-prognose-interval;2013;164986;127439;123359;122697;-25117
50;Ondergrens 95%-prognose-interval;2014;163024;126785;116514;118461;-30598
51;Ondergrens 95%-prognose-interval;2015;161812;126362;114084;115961;-31196
52;Ondergrens 95%-prognose-interval;2016;160195;126352;113119;113052;-30197
53;Ondergrens 95%-prognose-interval;2017;159531;125940;112828;109787;-27475
54;Ondergrens 95%-prognose-interval;2018;159391;126519;110961;109514;-28395
55;Ondergrens 95%-prognose-interval;2019;160012;127483;109041;108867;-29362
56;Ondergrens 95%-prognose-interval;2020;159807;128418;106802;107893;-30053
57;Ondergrens 95%-prognose-interval;2021;159463;128744;104775;106778;-30734
58;Ondergrens 95%-prognose-interval;2022;158679;129350;103041;106001;-32308
59;Ondergrens 95%-prognose-interval;2023;158298;130317;102421;105073;-32854
60;Ondergrens 95%-prognose-interval;2024;157907;131117;102051;104615;-33172
61;Ondergrens 95%-prognose-interval;2025;156991;132815;100478;103960;-33956
62;Ondergrens 95%-prognose-interval;2026;156189;134635;99691;103361;-34162
63;Ondergrens 95%-prognose-interval;2027;155105;136976;98769;102763;-33592
64;Ondergrens 95%-prognose-interval;2028;154016;137941;98100;102563;-32281
65;Ondergrens 95%-prognose-interval;2029;152814;139172;97944;102259;-32086
