ID;SectorsBranchesSIC2008;Periods;TotalOrders_1;DomesticOrders_2;ForeignOrders_3;TotalOrders_4;DomesticOrders_5;ForeignOrders_6
330;14 Manufacture of wearing apparel;2006 2nd quarter;160.4;169.4;139.7;15.9;21.9;1.7
331;14 Manufacture of wearing apparel;2006 July;148.9;138.7;172.0;-0.4;-3.0;4.5
332;14 Manufacture of wearing apparel;2006 August;168.5;145.9;221.3;-3.7;-2.1;-5.8
333;14 Manufacture of wearing apparel;2006 September;163.0;154.5;182.4;-5.8;-5.1;-7.3
334;14 Manufacture of wearing apparel;2006 3rd quarter;160.1;146.4;191.9;-3.4;-3.5;-3.5
335;14 Manufacture of wearing apparel;2006 October;155.3;153.1;160.0;2.7;2.1;3.9
336;14 Manufacture of wearing apparel;2006 November;143.2;146.3;135.7;-14.9;-14.5;-16.2
337;14 Manufacture of wearing apparel;2006 December;125.7;121.4;135.9;-27.0;-26.2;-28.1
338;14 Manufacture of wearing apparel;2006 4th quarter;141.4;140.3;143.9;-13.7;-13.3;-14.5
339;14 Manufacture of wearing apparel;2006;160.2;156.5;168.8;1.9;3.5;-1.4
340;14 Manufacture of wearing apparel;2007 January;133.3;131.9;136.2;-28.1;-20.7;-40.6
341;14 Manufacture of wearing apparel;2007 February;154.2;137.2;193.2;-10.9;-17.5;2.6
342;14 Manufacture of wearing apparel;2007 March;192.2;184.5;210.0;7.9;4.4;15.9
343;14 Manufacture of wearing apparel;2007 1st quarter;159.9;151.2;179.8;-10.6;-11.0;-9.9
344;14 Manufacture of wearing apparel;2007 April;133.3;137.1;124.6;-16.1;-22.1;4.6
345;14 Manufacture of wearing apparel;2007 May;143.5;151.1;125.8;-8.4;-9.6;-4.9
346;14 Manufacture of wearing apparel;2007 June;123.9;113.1;148.7;-25.2;-31.4;-11.3
347;14 Manufacture of wearing apparel;2007 2nd quarter;133.6;133.8;133.0;-16.7;-21.0;-4.7
348;14 Manufacture of wearing apparel;2007 July;148.1;118.8;215.6;-0.5;-14.3;25.3
349;14 Manufacture of wearing apparel;2007 August;165.8;149.3;203.8;-1.6;2.3;-7.9
350;14 Manufacture of wearing apparel;2007 September;145.1;144.6;146.0;-11.0;-6.4;-20.0
351;14 Manufacture of wearing apparel;2007 3rd quarter;153.0;137.6;188.5;-4.5;-6.0;-1.8
352;14 Manufacture of wearing apparel;2007 October;164.7;162.2;170.8;6.1;5.9;6.8
353;14 Manufacture of wearing apparel;2007 November;156.7;157.3;155.1;9.4;7.5;14.3
354;14 Manufacture of wearing apparel;2007 December;103.7;83.3;151.3;-17.5;-31.4;11.3
355;14 Manufacture of wearing apparel;2007 4th quarter;141.7;134.3;159.1;0.2;-4.3;10.6
356;14 Manufacture of wearing apparel;2007;147.0;139.2;165.1;-8.2;-11.0;-2.2
357;14 Manufacture of wearing apparel;2008 January;118.8;123.5;108.3;-10.9;-6.4;-20.5
358;14 Manufacture of wearing apparel;2008 February;135.6;135.3;136.4;-12.1;-1.4;-29.4
359;14 Manufacture of wearing apparel;2008 March;125.6;137.8;97.4;-34.7;-25.3;-53.6
360;14 Manufacture of wearing apparel;2008 1st quarter;126.7;132.2;114.0;-20.8;-12.6;-36.6
361;14 Manufacture of wearing apparel;2008 April;98.1;105.2;81.8;-26.4;-23.3;-34.3
362;14 Manufacture of wearing apparel;2008 May;72.9;80.6;55.6;-49.2;-46.7;-55.8
363;14 Manufacture of wearing apparel;2008 June;77.3;79.7;71.5;-37.6;-29.5;-51.9
364;14 Manufacture of wearing apparel;2008 2nd quarter;82.8;88.5;69.6;-38.0;-33.8;-47.7
365;14 Manufacture of wearing apparel;2008 July;84.9;93.1;65.9;-42.7;-21.6;-69.4
366;14 Manufacture of wearing apparel;2008 August;104.2;95.8;124.1;-37.2;-35.8;-39.1
367;14 Manufacture of wearing apparel;2008 September;134.2;116.2;175.8;-7.5;-19.6;20.4
368;14 Manufacture of wearing apparel;2008 3rd quarter;107.8;101.7;121.9;-29.6;-26.1;-35.3
369;14 Manufacture of wearing apparel;2008 October;124.5;117.3;141.0;-24.4;-27.7;-17.4
370;14 Manufacture of wearing apparel;2008 November;79.1;73.5;92.1;-49.5;-53.3;-40.6
371;14 Manufacture of wearing apparel;2008 December;70.7;64.8;84.4;-31.8;-22.2;-44.2
372;14 Manufacture of wearing apparel;2008 4th quarter;91.4;85.2;105.8;-35.5;-36.5;-33.5
373;14 Manufacture of wearing apparel;2008;102.2;101.9;102.9;-30.5;-26.8;-37.7
374;14 Manufacture of wearing apparel;2009 January;75.0;92.5;34.4;-36.9;-25.1;-68.2
375;14 Manufacture of wearing apparel;2009 February;73.9;80.4;58.9;-45.5;-40.6;-56.8
376;14 Manufacture of wearing apparel;2009 March;85.0;88.9;76.2;-32.3;-35.5;-21.8
377;14 Manufacture of wearing apparel;2009 1st quarter;78.0;87.3;56.5;-38.4;-34.0;-50.5
378;14 Manufacture of wearing apparel;2009 April;52.5;52.6;52.5;-46.5;-50.0;-35.8
379;14 Manufacture of wearing apparel;2009 May;57.8;56.8;60.1;-20.7;-29.5;8.1
380;14 Manufacture of wearing apparel;2009 June;64.8;63.0;69.0;-16.2;-21.0;-3.5
381;14 Manufacture of wearing apparel;2009 2nd quarter;58.4;57.5;60.5;-29.5;-35.1;-13.1
382;14 Manufacture of wearing apparel;2009 July;79.8;83.1;72.2;-6.0;-10.7;9.6
383;14 Manufacture of wearing apparel;2009 August;67.7;72.4;56.7;-35.0;-24.4;-54.3
384;14 Manufacture of wearing apparel;2009 September;110.5;102.8;128.5;-17.7;-11.5;-26.9
385;14 Manufacture of wearing apparel;2009 3rd quarter;86.0;86.1;85.8;-20.2;-15.3;-29.6
386;14 Manufacture of wearing apparel;2009 October;81.1;85.4;71.4;-34.9;-27.2;-49.4
387;14 Manufacture of wearing apparel;2009 November;62.7;65.9;54.9;-20.7;-10.3;-40.4
388;14 Manufacture of wearing apparel;2009 December;65.9;65.6;66.7;-6.8;1.2;-21.0
389;14 Manufacture of wearing apparel;2009 4th quarter;69.9;72.3;64.3;-23.6;-15.1;-39.2
390;14 Manufacture of wearing apparel;2009;73.1;75.8;66.8;-28.5;-25.6;-35.1
391;14 Manufacture of wearing apparel;2010 January;81.7;86.3;71.1;8.9;-6.7;106.7
392;14 Manufacture of wearing apparel;2010 February;73.0;80.3;56.0;-1.2;-0.1;-4.9
393;14 Manufacture of wearing apparel;2010 March;123.9;124.6;122.4;45.8;40.2;60.6
394;14 Manufacture of wearing apparel;2010 1st quarter;92.9;97.1;83.2;19.1;11.2;47.2
395;14 Manufacture of wearing apparel;2010 April;117.1;114.7;122.5;123.0;118.1;133.3
396;14 Manufacture of wearing apparel;2010 May;84.0;83.0;86.3;45.3;46.1;43.6
397;14 Manufacture of wearing apparel;2010 June;86.6;92.7;72.6;33.6;47.1;5.2
398;14 Manufacture of wearing apparel;2010 2nd quarter;95.9;96.8;93.8;64.3;68.4;55.0
399;14 Manufacture of wearing apparel;2010 July;95.4;95.9;94.4;19.5;15.4;30.7
400;14 Manufacture of wearing apparel;2010 August;117.3;125.3;98.8;73.3;73.1;74.3
401;14 Manufacture of wearing apparel;2010 September;160.8;138.2;213.2;45.5;34.4;65.9
402;14 Manufacture of wearing apparel;2010 3rd quarter;124.5;119.8;135.5;44.8;39.1;57.9
403;14 Manufacture of wearing apparel;2010 October;117.0;103.1;149.3;44.3;20.7;109.1
404;14 Manufacture of wearing apparel;2010 November;82.2;85.1;75.6;31.1;29.1;37.7
405;14 Manufacture of wearing apparel;2010 December;60.8;70.9;37.7;-7.7;8.1;-43.5
406;14 Manufacture of wearing apparel;2010 4th quarter;86.7;86.4;87.5;24.0;19.5;36.1
407;14 Manufacture of wearing apparel;2010;100.0;100.0;100.0;36.9;32.0;49.7
408;14 Manufacture of wearing apparel;2011 January;69.5;82.7;39.1;-14.9;-4.2;-45.0
409;14 Manufacture of wearing apparel;2011 February;95.2;89.7;107.7;30.4;11.7;92.3
410;14 Manufacture of wearing apparel;2011 March;81.9;68.0;114.1;-33.9;-45.4;-6.8
411;14 Manufacture of wearing apparel;2011 1st quarter;82.2;80.1;87.0;-11.5;-17.4;4.6
412;14 Manufacture of wearing apparel;2011 April;56.0;56.7;54.3;-52.2;-50.6;-55.7
413;14 Manufacture of wearing apparel;2011 May;49.2;50.8;45.5;-41.4;-38.8;-47.3
414;14 Manufacture of wearing apparel;2011 June;54.4;53.8;55.9;-37.2;-42.0;-23.0
415;14 Manufacture of wearing apparel;2011 2nd quarter;53.2;53.8;51.9;-44.5;-44.5;-44.7
416;14 Manufacture of wearing apparel;2011 July;72.4;58.4;104.8;-24.1;-39.1;11.0
417;14 Manufacture of wearing apparel;2011 August;98.5;94.6;107.6;-16.0;-24.5;8.9
418;14 Manufacture of wearing apparel;2011 September;118.6;96.3;170.1;-26.2;-30.3;-20.2
419;14 Manufacture of wearing apparel;2011 3rd quarter;96.5;83.1;127.5;-22.5;-30.6;-5.9
420;14 Manufacture of wearing apparel;2011 October;68.7;64.5;78.3;-41.3;-37.4;-47.6
421;14 Manufacture of wearing apparel;2011 November;70.6;71.1;69.4;-14.1;-16.5;-8.2
422;14 Manufacture of wearing apparel;2011 December;50.5;53.5;43.6;-16.9;-24.5;15.6
423;14 Manufacture of wearing apparel;2011 4th quarter;63.3;63.0;63.8;-27.0;-27.0;-27.2
424;14 Manufacture of wearing apparel;2011;73.8;70.0;82.5;-26.2;-30.0;-17.5
425;14 Manufacture of wearing apparel;2012 January;68.9;68.4;70.1;-0.9;-17.3;79.3
426;14 Manufacture of wearing apparel;2012 February;71.9;70.2;75.9;-24.5;-21.7;-29.5
427;14 Manufacture of wearing apparel;2012 March;53.4;56.8;45.6;-34.8;-16.5;-60.0
428;14 Manufacture of wearing apparel;2012 1st quarter;64.7;65.1;63.9;-21.2;-18.7;-26.6
429;14 Manufacture of wearing apparel;2012 April;39.3;43.8;28.8;-29.8;-22.8;-47.0
430;14 Manufacture of wearing apparel;2012 May;47.9;51.0;40.7;-2.6;0.4;-10.5
431;14 Manufacture of wearing apparel;2012 June;41.6;43.5;37.3;-23.5;-19.1;-33.3
432;14 Manufacture of wearing apparel;2012 2nd quarter;42.9;46.1;35.6;-19.3;-14.3;-31.4
433;14 Manufacture of wearing apparel;2012 July;48.6;49.4;46.9;-32.9;-15.4;-55.2
434;14 Manufacture of wearing apparel;2012 August;94.5;90.8;102.8;-4.1;-4.0;-4.5
435;14 Manufacture of wearing apparel;2012 September;72.7;64.7;91.3;-38.7;-32.8;-46.3
436;14 Manufacture of wearing apparel;2012 3rd quarter;71.9;68.3;80.3;-25.5;-17.8;-37.0
437;14 Manufacture of wearing apparel;2012 October;57.2;44.7;86.2;-16.7;-30.7;10.1
438;14 Manufacture of wearing apparel;2012 November;40.0;40.9;37.8;-43.3;-42.5;-45.5
439;14 Manufacture of wearing apparel;2012 December;40.0;42.5;34.4;-20.8;-20.6;-21.1
440;14 Manufacture of wearing apparel;2012 4th quarter;45.7;42.7;52.8;-27.7;-32.3;-17.2
441;14 Manufacture of wearing apparel;2012;56.3;55.6;58.2;-23.7;-20.6;-29.5
442;14 Manufacture of wearing apparel;2013 January;62.2;57.4;73.3;-9.7;-16.1;4.6
443;14 Manufacture of wearing apparel;2013 February;73.9;70.3;82.2;2.8;0.1;8.3
444;14 Manufacture of wearing apparel;2013 March;49.1;51.3;43.8;-8.1;-9.7;-3.9
445;14 Manufacture of wearing apparel;2013 1st quarter;61.7;59.7;66.4;-4.6;-8.4;4.0
446;14 Manufacture of wearing apparel;2013 April;48.1;52.8;37.1;22.4;20.5;28.8
447;14 Manufacture of wearing apparel;2013 May;48.4;54.6;33.9;1.0;7.1;-16.7
448;14 Manufacture of wearing apparel;2013 June;47.3;51.3;38.2;13.7;17.9;2.4
449;14 Manufacture of wearing apparel;2013 2nd quarter;47.9;52.9;36.4;11.6;14.8;2.2
450;14 Manufacture of wearing apparel;2013 July;48.1;47.2;50.3;-1.0;-4.5;7.2
451;14 Manufacture of wearing apparel;2013 August;76.6;62.1;110.1;-18.9;-31.6;7.1
452;14 Manufacture of wearing apparel;2013 September;92.4;72.6;138.3;27.1;12.2;51.5
453;14 Manufacture of wearing apparel;2013 3rd quarter;72.4;60.6;99.6;0.6;-11.2;23.9
454;14 Manufacture of wearing apparel;2013 October;58.9;52.8;72.9;3.0;18.1;-15.4
455;14 Manufacture of wearing apparel;2013 November;47.8;50.9;40.6;19.5;24.4;7.4
456;14 Manufacture of wearing apparel;2013 December;38.9;41.4;33.3;-2.8;-2.6;-3.2
457;14 Manufacture of wearing apparel;2013 4th quarter;48.5;48.4;48.9;6.1;13.3;-7.3
458;14 Manufacture of wearing apparel;2013;57.6;55.4;62.8;2.3;-0.3;8.1
459;17 Manufacture of paper ;2005 January;98.3;97.8;98.7;;;
460;17 Manufacture of paper ;2005 February;99.5;100.6;98.7;;;
461;17 Manufacture of paper ;2005 March;111.5;109.9;112.7;;;
462;17 Manufacture of paper ;2005 1st quarter;103.1;102.8;103.4;;;
463;17 Manufacture of paper ;2005 April;103.4;108.2;100.1;;;
464;17 Manufacture of paper ;2005 May;103.2;107.9;100.0;;;
465;17 Manufacture of paper ;2005 June;112.8;115.0;111.2;;;
466;17 Manufacture of paper ;2005 2nd quarter;106.5;110.4;103.8;;;
467;17 Manufacture of paper ;2005 July;104.5;104.2;104.8;;;
468;17 Manufacture of paper ;2005 August;96.9;98.0;96.1;;;
469;17 Manufacture of paper ;2005 September;113.1;113.4;112.9;;;
470;17 Manufacture of paper ;2005 3rd quarter;104.8;105.2;104.6;;;
471;17 Manufacture of paper ;2005 October;110.0;108.7;110.9;;;
472;17 Manufacture of paper ;2005 November;113.6;114.4;113.1;;;
473;17 Manufacture of paper ;2005 December;111.2;104.6;115.7;;;
474;17 Manufacture of paper ;2005 4th quarter;111.6;109.2;113.2;;;
475;17 Manufacture of paper ;2005;106.5;106.9;106.2;;;
476;17 Manufacture of paper ;2006 January;105.7;108.4;103.8;7.5;10.8;5.2
477;17 Manufacture of paper ;2006 February;105.1;110.0;101.7;5.6;9.3;3.0
478;17 Manufacture of paper ;2006 March;119.3;124.6;115.7;7.0;13.4;2.7
479;17 Manufacture of paper ;2006 1st quarter;110.0;114.3;107.1;6.7;11.3;3.6
480;17 Manufacture of paper ;2006 April;108.1;113.3;104.5;4.5;4.7;4.4
481;17 Manufacture of paper ;2006 May;110.7;119.6;104.4;7.3;10.8;4.4
482;17 Manufacture of paper ;2006 June;115.5;120.7;111.9;2.4;5.0;0.6
483;17 Manufacture of paper ;2006 2nd quarter;111.4;117.9;106.9;4.7;6.8;3.1
484;17 Manufacture of paper ;2006 July;104.2;102.5;105.3;-0.3;-1.6;0.5
485;17 Manufacture of paper ;2006 August;104.9;105.0;105.0;8.3;7.1;9.3
486;17 Manufacture of paper ;2006 September;112.5;110.9;113.7;-0.5;-2.2;0.7
487;17 Manufacture of paper ;2006 3rd quarter;107.2;106.1;108.0;2.3;0.9;3.3
488;17 Manufacture of paper ;2006 October;119.1;118.6;119.4;8.3;9.1;7.7
489;17 Manufacture of paper ;2006 November;117.7;116.9;118.2;3.6;2.2;4.5
490;17 Manufacture of paper ;2006 December;101.7;106.4;98.6;-8.5;1.7;-14.8
491;17 Manufacture of paper ;2006 4th quarter;112.8;114.0;112.1;1.1;4.3;-1.0
492;17 Manufacture of paper ;2006;110.4;113.1;108.5;3.6;5.8;2.1
493;17 Manufacture of paper ;2007 January;115.2;119.2;112.5;9.0;10.0;8.4
494;17 Manufacture of paper ;2007 February;108.6;114.0;105.0;3.3;3.6;3.2
495;17 Manufacture of paper ;2007 March;122.1;126.2;119.2;2.3;1.3;3.0
496;17 Manufacture of paper ;2007 1st quarter;115.3;119.8;112.2;4.8;4.8;4.8
497;17 Manufacture of paper ;2007 April;110.0;114.6;106.9;1.8;1.1;2.3
498;17 Manufacture of paper ;2007 May;120.8;129.0;115.1;9.1;7.9;10.2
499;17 Manufacture of paper ;2007 June;127.4;131.4;124.5;10.3;8.9;11.3
500;17 Manufacture of paper ;2007 2nd quarter;119.4;125.0;115.5;7.1;6.1;8.0
501;17 Manufacture of paper ;2007 July;110.7;116.4;106.7;6.2;13.6;1.3
502;17 Manufacture of paper ;2007 August;117.4;115.3;118.9;11.9;9.8;13.2
503;17 Manufacture of paper ;2007 September;110.4;112.9;108.7;-1.9;1.8;-4.4
504;17 Manufacture of paper ;2007 3rd quarter;112.8;114.9;111.4;5.3;8.2;3.2
505;17 Manufacture of paper ;2007 October;129.8;124.5;133.5;9.0;5.0;11.8
506;17 Manufacture of paper ;2007 November;123.8;122.8;124.4;5.2;5.0;5.2
507;17 Manufacture of paper ;2007 December;100.1;93.8;104.5;-1.6;-11.8;6.0
508;17 Manufacture of paper ;2007 4th quarter;117.9;113.7;120.8;4.5;-0.2;7.8
509;17 Manufacture of paper ;2007;116.4;118.3;115.0;5.4;4.7;6.0
510;17 Manufacture of paper ;2008 January;114.3;114.9;113.8;-0.8;-3.6;1.2
511;17 Manufacture of paper ;2008 February;119.5;123.6;116.7;10.0;8.4;11.1
512;17 Manufacture of paper ;2008 March;113.1;117.8;109.7;-7.4;-6.7;-8.0
513;17 Manufacture of paper ;2008 1st quarter;115.6;118.8;113.4;0.3;-0.9;1.0
514;17 Manufacture of paper ;2008 April;119.0;130.4;111.0;8.2;13.8;3.8
515;17 Manufacture of paper ;2008 May;118.1;127.1;112.0;-2.2;-1.5;-2.7
516;17 Manufacture of paper ;2008 June;121.3;125.8;118.2;-4.8;-4.3;-5.1
517;17 Manufacture of paper ;2008 2nd quarter;119.5;127.8;113.7;0.1;2.2;-1.5
518;17 Manufacture of paper ;2008 July;109.8;107.7;111.4;-0.8;-7.5;4.4
519;17 Manufacture of paper ;2008 August;98.8;104.1;95.2;-15.8;-9.7;-19.9
520;17 Manufacture of paper ;2008 September;108.1;109.1;107.4;-2.1;-3.4;-1.2
521;17 Manufacture of paper ;2008 3rd quarter;105.6;107.0;104.7;-6.4;-6.9;-6.1
522;17 Manufacture of paper ;2008 October;110.9;114.2;108.6;-14.6;-8.3;-18.7
523;17 Manufacture of paper ;2008 November;96.5;98.6;95.1;-22.1;-19.7;-23.6
524;17 Manufacture of paper ;2008 December;85.9;91.7;81.9;-14.2;-2.2;-21.6
525;17 Manufacture of paper ;2008 4th quarter;97.8;101.5;95.2;-17.1;-10.7;-21.2
526;17 Manufacture of paper ;2008;109.6;113.8;106.8;-5.8;-3.9;-7.2
527;17 Manufacture of paper ;2009 January;93.0;95.8;91.0;-18.6;-16.6;-20.0
528;17 Manufacture of paper ;2009 February;89.8;96.5;85.2;-24.9;-21.9;-27.0
529;17 Manufacture of paper ;2009 March;96.5;104.2;91.3;-14.7;-11.5;-16.8
530;17 Manufacture of paper ;2009 1st quarter;93.1;98.8;89.2;-19.5;-16.8;-21.4
531;17 Manufacture of paper ;2009 April;96.9;99.1;95.5;-18.6;-24.0;-14.0
532;17 Manufacture of paper ;2009 May;110.2;103.2;115.3;-6.7;-18.8;2.9
533;17 Manufacture of paper ;2009 June;103.6;109.5;99.7;-14.6;-13.0;-15.7
534;17 Manufacture of paper ;2009 2nd quarter;103.6;103.9;103.5;-13.3;-18.7;-9.0
535;17 Manufacture of paper ;2009 July;99.4;102.3;97.4;-9.5;-5.0;-12.6
536;17 Manufacture of paper ;2009 August;83.0;87.0;80.1;-16.0;-16.4;-15.9
537;17 Manufacture of paper ;2009 September;97.2;103.2;93.2;-10.1;-5.4;-13.2
538;17 Manufacture of paper ;2009 3rd quarter;93.2;97.5;90.2;-11.7;-8.9;-13.8
539;17 Manufacture of paper ;2009 October;98.6;100.4;97.5;-11.1;-12.1;-10.2
540;17 Manufacture of paper ;2009 November;92.1;96.3;89.3;-4.6;-2.3;-6.1
541;17 Manufacture of paper ;2009 December;86.5;85.2;87.0;0.7;-7.1;6.2
542;17 Manufacture of paper ;2009 4th quarter;92.4;94.0;91.3;-5.5;-7.4;-4.1
543;17 Manufacture of paper ;2009;95.6;98.6;93.5;-12.8;-13.4;-12.4
544;17 Manufacture of paper ;2010 January;85.0;86.4;84.2;-8.6;-9.8;-7.5
545;17 Manufacture of paper ;2010 February;85.6;88.5;83.6;-4.7;-8.3;-1.9
546;17 Manufacture of paper ;2010 March;96.8;104.3;92.1;0.3;0.1;0.9
547;17 Manufacture of paper ;2010 1st quarter;89.1;93.1;86.6;-4.3;-5.8;-2.8
548;17 Manufacture of paper ;2010 April;98.4;96.2;99.8;1.5;-2.9;4.5
549;17 Manufacture of paper ;2010 May;102.9;96.3;107.1;-6.6;-6.7;-7.1
550;17 Manufacture of paper ;2010 June;107.5;107.0;107.9;3.8;-2.3;8.2
551;17 Manufacture of paper ;2010 2nd quarter;102.9;99.8;104.9;-0.6;-3.9;1.4
552;17 Manufacture of paper ;2010 July;106.6;104.9;107.7;7.2;2.5;10.6
553;17 Manufacture of paper ;2010 August;96.1;94.9;96.9;15.8;9.1;21.0
554;17 Manufacture of paper ;2010 September;108.5;108.6;108.4;11.6;5.2;16.3
555;17 Manufacture of paper ;2010 3rd quarter;103.7;102.8;104.3;11.3;5.4;15.6
556;17 Manufacture of paper ;2010 October;103.8;105.6;102.6;5.3;5.2;5.2
557;17 Manufacture of paper ;2010 November;108.2;109.2;107.6;17.5;13.4;20.5
558;17 Manufacture of paper ;2010 December;100.6;98.0;102.3;16.3;15.0;17.6
559;17 Manufacture of paper ;2010 4th quarter;104.2;104.3;104.2;12.8;11.0;14.1
560;17 Manufacture of paper ;2010;100.0;100.0;100.0;4.6;1.5;6.9
561;17 Manufacture of paper ;2011 January;99.8;101.1;99.0;17.4;17.0;17.6
562;17 Manufacture of paper ;2011 February;97.6;99.8;96.2;14.0;12.8;15.1
563;17 Manufacture of paper ;2011 March;113.9;116.4;112.4;17.7;11.6;22.0
564;17 Manufacture of paper ;2011 1st quarter;103.8;105.8;102.5;16.4;13.6;18.4
565;17 Manufacture of paper ;2011 April;102.8;107.0;100.2;4.5;11.2;0.4
566;17 Manufacture of paper ;2011 May;110.5;112.5;109.3;7.4;16.8;2.1
567;17 Manufacture of paper ;2011 June;110.3;115.9;106.7;2.6;8.3;-1.1
568;17 Manufacture of paper ;2011 2nd quarter;107.9;111.8;105.4;4.8;12.0;0.4
569;17 Manufacture of paper ;2011 July;104.6;106.1;103.6;-1.9;1.1;-3.8
570;17 Manufacture of paper ;2011 August;102.4;106.2;100.0;6.6;11.9;3.2
571;17 Manufacture of paper ;2011 September;110.2;112.4;108.8;1.6;3.5;0.4
572;17 Manufacture of paper ;2011 3rd quarter;105.7;108.2;104.1;1.9;5.3;-0.2
573;17 Manufacture of paper ;2011 October;104.6;107.7;102.6;0.8;2.0;0.0
574;17 Manufacture of paper ;2011 November;108.3;110.1;107.2;0.1;0.8;-0.4
575;17 Manufacture of paper ;2011 December;93.4;92.1;94.2;-7.2;-6.0;-7.9
576;17 Manufacture of paper ;2011 4th quarter;102.1;103.3;101.3;-2.0;-0.9;-2.7
577;17 Manufacture of paper ;2011;104.9;107.3;103.4;4.9;7.3;3.3
578;17 Manufacture of paper ;2012 January;97.4;98.7;96.5;-2.4;-2.4;-2.5
579;17 Manufacture of paper ;2012 February;95.4;97.0;94.4;-2.3;-2.8;-1.9
580;17 Manufacture of paper ;2012 March;106.3;110.2;103.8;-6.7;-5.3;-7.7
581;17 Manufacture of paper ;2012 1st quarter;99.7;102.0;98.2;-3.9;-3.6;-4.2
582;17 Manufacture of paper ;2012 April;94.0;100.8;89.6;-8.6;-5.8;-10.6
583;17 Manufacture of paper ;2012 May;97.7;105.7;92.5;-11.6;-6.0;-15.4
584;17 Manufacture of paper ;2012 June;105.9;104.1;107.0;-4.0;-10.2;0.3
585;17 Manufacture of paper ;2012 2nd quarter;99.2;103.5;96.4;-8.0;-7.4;-8.6
586;17 Manufacture of paper ;2012 July;92.5;99.3;88.2;-11.6;-6.4;-14.9
587;17 Manufacture of paper ;2012 August;92.1;97.6;88.6;-10.1;-8.1;-11.4
588;17 Manufacture of paper ;2012 September;93.0;96.3;90.9;-15.6;-14.3;-16.5
589;17 Manufacture of paper ;2012 3rd quarter;92.5;97.7;89.2;-12.5;-9.7;-14.3
590;17 Manufacture of paper ;2012 October;102.1;106.9;99.0;-2.4;-0.7;-3.5
591;17 Manufacture of paper ;2012 November;95.0;97.9;93.1;-12.3;-11.1;-13.2
592;17 Manufacture of paper ;2012 December;79.2;78.5;79.3;-15.2;-14.8;-15.8
593;17 Manufacture of paper ;2012 4th quarter;92.1;94.4;90.5;-9.8;-8.6;-10.7
594;17 Manufacture of paper ;2012;95.9;99.4;93.6;-8.6;-7.3;-9.5
595;17 Manufacture of paper ;2013 January;94.8;99.6;91.2;-2.7;0.9;-5.5
596;17 Manufacture of paper ;2013 February;88.5;92.9;85.1;-7.2;-4.2;-9.9
597;17 Manufacture of paper ;2013 March;95.1;98.9;92.6;-10.5;-10.3;-10.8
598;17 Manufacture of paper ;2013 1st quarter;92.8;97.1;89.6;-6.9;-4.7;-8.8
599;17 Manufacture of paper ;2013 April;92.2;95.7;90.0;-1.9;-5.1;0.4
600;17 Manufacture of paper ;2013 May;96.6;103.1;92.4;-1.1;-2.5;-0.1
601;17 Manufacture of paper ;2013 June;93.5;104.3;86.6;-11.7;0.2;-19.1
602;17 Manufacture of paper ;2013 2nd quarter;94.1;101.0;89.7;-5.1;-2.4;-7.0
603;17 Manufacture of paper ;2013 July;94.5;97.8;91.9;2.2;-1.5;4.2
604;17 Manufacture of paper ;2013 August;89.3;91.2;87.6;-3.0;-6.6;-1.1
605;17 Manufacture of paper ;2013 September;90.8;93.6;88.5;-2.4;-2.8;-2.6
606;17 Manufacture of paper ;2013 3rd quarter;91.5;94.2;89.3;-1.1;-3.6;0.1
607;17 Manufacture of paper ;2013 October;101.7;103.0;100.3;-0.4;-3.6;1.3
608;17 Manufacture of paper ;2013 November;96.4;92.7;98.3;1.5;-5.3;5.6
609;17 Manufacture of paper ;2013 December;83.9;83.9;83.6;5.9;6.9;5.4
610;17 Manufacture of paper ;2013 4th quarter;94.0;93.2;94.1;2.1;-1.3;4.0
611;17 Manufacture of paper ;2013;93.1;96.4;90.7;-2.9;-3.0;-3.1
612;20-21 Chemistry and pharmaceuticals;2005 January;78.8;53.3;89.4;;;
613;20-21 Chemistry and pharmaceuticals;2005 February;78.9;51.2;90.6;;;
614;20-21 Chemistry and pharmaceuticals;2005 March;81.9;53.1;94.0;;;
615;20-21 Chemistry and pharmaceuticals;2005 1st quarter;79.9;52.5;91.3;;;
616;20-21 Chemistry and pharmaceuticals;2005 April;79.8;50.6;92.0;;;
617;20-21 Chemistry and pharmaceuticals;2005 May;79.0;56.8;88.1;;;
