ID;WijzeVanBeeindiging;TypeSchuldenaar;RegioS;Perioden;BeeindigdeSchuldsaneringen_1;GemiddeldeLooptijdSchuldsanering_2
1330;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);1999 1e kwartaal;1.0;0.0
1331;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);1999 2e kwartaal;4.0;1.0
1332;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);1999 3e kwartaal;7.0;0.0
1333;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);1999 4e kwartaal;9.0;0.0
1334;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);1999;21.0;0.0
1335;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2000 1e kwartaal;11.0;3.0
1336;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2000 2e kwartaal;11.0;8.0
1337;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2000 3e kwartaal;23.0;9.0
1338;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2000 4e kwartaal;26.0;13.0
1339;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2000;71.0;9.0
1340;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2001 1e kwartaal;23.0;2.0
1341;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2001 2e kwartaal;19.0;11.0
1342;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2001 3e kwartaal;11.0;16.0
1343;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2001 4e kwartaal;23.0;17.0
1344;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2001;76.0;11.0
1345;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2002 1e kwartaal;51.0;21.0
1346;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2002 2e kwartaal;43.0;19.0
1347;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2002 3e kwartaal;45.0;27.0
1348;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2002 4e kwartaal;50.0;21.0
1349;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2002;189.0;22.0
1350;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2003 1e kwartaal;58.0;23.0
1351;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2003 2e kwartaal;76.0;27.0
1352;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2003 3e kwartaal;59.0;26.0
1353;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2003 4e kwartaal;82.0;28.0
1354;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2003;275.0;26.0
1355;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2004 1e kwartaal;40.0;25.0
1356;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2004 2e kwartaal;69.0;27.0
1357;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2004 3e kwartaal;73.0;32.0
1358;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2004 4e kwartaal;82.0;30.0
1359;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2004;264.0;29.0
1360;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2005 1e kwartaal;86.0;30.0
1361;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2005 2e kwartaal;83.0;29.0
1362;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2005 3e kwartaal;88.0;29.0
1363;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2005 4e kwartaal;84.0;27.0
1364;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2005;341.0;29.0
1365;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2006 1e kwartaal;71.0;26.0
1366;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2006 2e kwartaal;84.0;31.0
1367;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2006 3e kwartaal;81.0;31.0
1368;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2006 4e kwartaal;107.0;29.0
1369;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2006;343.0;29.0
1370;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2007 1e kwartaal;81.0;30.0
1371;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2007 2e kwartaal;112.0;32.0
1372;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2007 3e kwartaal;109.0;31.0
1373;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2007 4e kwartaal;110.0;31.0
1374;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2007;412.0;31.0
1375;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2008 1e kwartaal;98.0;33.0
1376;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2008 2e kwartaal;140.0;30.0
1377;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2008 3e kwartaal;84.0;33.0
1378;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2008 4e kwartaal;161.0;34.0
1379;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2008;483.0;32.0
1380;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2009 1e kwartaal;139.0;33.0
1381;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2009 2e kwartaal;104.0;33.0
1382;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2009 3e kwartaal;120.0;35.0
1383;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2009 4e kwartaal;135.0;35.0
1384;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2009;498.0;34.0
1385;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2010 1e kwartaal;81.0;36.0
1386;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2010 2e kwartaal;123.0;38.0
1387;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2010 3e kwartaal;145.0;38.0
1388;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2010 4e kwartaal;184.0;38.0
1389;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2010;533.0;37.0
1390;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2011 1e kwartaal;115.0;37.0
1391;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2011 2e kwartaal;124.0;37.0
1392;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2011 3e kwartaal;80.0;37.0
1393;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2011 4e kwartaal;40.0;34.0
1394;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2011;359.0;37.0
1395;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2012 1e kwartaal;37.0;34.0
1396;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2012 2e kwartaal;36.0;29.0
1397;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2012 3e kwartaal;31.0;28.0
1398;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2012 4e kwartaal;53.0;38.0
1399;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2012;157.0;33.0
1400;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2013 1e kwartaal;41.0;36.0
1401;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2013 2e kwartaal;40.0;34.0
1402;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2013 3e kwartaal;43.0;37.0
1403;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2013 4e kwartaal;103.0;36.0
1404;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2013;227.0;36.0
1405;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2014 1e kwartaal;103.0;34.0
1406;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2014 2e kwartaal;81.0;35.0
1407;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2014 3e kwartaal;71.0;34.0
1408;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2014 4e kwartaal;82.0;34.0
1409;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2014;337.0;34.0
1410;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2015 1e kwartaal;99.0;34.0
1411;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2015 2e kwartaal;110.0;34.0
1412;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2015 3e kwartaal;95.0;37.0
1413;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2015 4e kwartaal;95.0;35.0
1414;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2015;399.0;35.0
1415;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2016 1e kwartaal;61.0;34.0
1416;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2016 2e kwartaal;76.0;34.0
1417;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2016 3e kwartaal;66.0;35.0
1418;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2016 4e kwartaal;100.0;36.0
1419;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2016;303.0;35.0
1420;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2017 1e kwartaal;72.0;36.0
1421;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2017 2e kwartaal;66.0;36.0
1422;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2017 3e kwartaal;83.0;36.0
1423;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2017 4e kwartaal;59.0;36.0
1424;Totaal alle beëindigingen;Natuurlijke personen totaal;Zeeland (PV);2017;280.0;36.0
1425;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);1999 1e kwartaal;6.0;0.0
1426;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);1999 2e kwartaal;7.0;2.0
1427;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);1999 3e kwartaal;19.0;3.0
1428;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);1999 4e kwartaal;20.0;4.0
1429;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);1999;52.0;3.0
1430;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2000 1e kwartaal;24.0;8.0
1431;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2000 2e kwartaal;36.0;9.0
1432;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2000 3e kwartaal;61.0;11.0
1433;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2000 4e kwartaal;52.0;11.0
1434;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2000;173.0;10.0
1435;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2001 1e kwartaal;75.0;12.0
1436;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2001 2e kwartaal;78.0;15.0
1437;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2001 3e kwartaal;68.0;17.0
1438;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2001 4e kwartaal;65.0;17.0
1439;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2001;286.0;15.0
1440;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2002 1e kwartaal;103.0;23.0
1441;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2002 2e kwartaal;182.0;29.0
1442;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2002 3e kwartaal;138.0;32.0
1443;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2002 4e kwartaal;206.0;31.0
1444;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2002;629.0;29.0
1445;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2003 1e kwartaal;237.0;33.0
1446;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2003 2e kwartaal;208.0;33.0
1447;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2003 3e kwartaal;256.0;34.0
1448;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2003 4e kwartaal;330.0;34.0
1449;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2003;1031.0;33.0
1450;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2004 1e kwartaal;233.0;32.0
1451;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2004 2e kwartaal;215.0;30.0
1452;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2004 3e kwartaal;196.0;31.0
1453;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2004 4e kwartaal;194.0;31.0
1454;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2004;838.0;31.0
1455;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2005 1e kwartaal;210.0;31.0
1456;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2005 2e kwartaal;337.0;31.0
1457;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2005 3e kwartaal;318.0;33.0
1458;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2005 4e kwartaal;414.0;36.0
1459;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2005;1279.0;33.0
1460;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2006 1e kwartaal;318.0;34.0
1461;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2006 2e kwartaal;403.0;36.0
1462;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2006 3e kwartaal;299.0;36.0
1463;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2006 4e kwartaal;366.0;35.0
1464;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2006;1386.0;35.0
1465;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2007 1e kwartaal;406.0;34.0
1466;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2007 2e kwartaal;384.0;34.0
1467;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2007 3e kwartaal;393.0;35.0
1468;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2007 4e kwartaal;468.0;35.0
1469;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2007;1651.0;35.0
1470;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2008 1e kwartaal;435.0;32.0
1471;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2008 2e kwartaal;332.0;35.0
1472;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2008 3e kwartaal;456.0;36.0
1473;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2008 4e kwartaal;566.0;36.0
1474;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2008;1789.0;35.0
1475;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2009 1e kwartaal;521.0;35.0
1476;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2009 2e kwartaal;499.0;35.0
1477;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2009 3e kwartaal;508.0;37.0
1478;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2009 4e kwartaal;454.0;37.0
1479;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2009;1982.0;36.0
1480;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2010 1e kwartaal;514.0;39.0
1481;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2010 2e kwartaal;439.0;37.0
1482;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2010 3e kwartaal;470.0;39.0
1483;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2010 4e kwartaal;420.0;39.0
1484;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2010;1843.0;39.0
1485;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2011 1e kwartaal;517.0;41.0
1486;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2011 2e kwartaal;366.0;38.0
1487;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2011 3e kwartaal;387.0;38.0
1488;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2011 4e kwartaal;305.0;37.0
1489;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2011;1575.0;39.0
1490;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2012 1e kwartaal;397.0;36.0
1491;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2012 2e kwartaal;321.0;36.0
1492;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2012 3e kwartaal;352.0;38.0
1493;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2012 4e kwartaal;392.0;38.0
1494;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2012;1462.0;37.0
1495;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2013 1e kwartaal;426.0;39.0
1496;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2013 2e kwartaal;372.0;35.0
1497;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2013 3e kwartaal;388.0;35.0
1498;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2013 4e kwartaal;407.0;36.0
1499;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2013;1593.0;36.0
1500;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2014 1e kwartaal;468.0;37.0
1501;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2014 2e kwartaal;491.0;36.0
1502;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2014 3e kwartaal;299.0;37.0
1503;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2014 4e kwartaal;424.0;37.0
1504;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2014;1682.0;36.0
1505;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2015 1e kwartaal;387.0;38.0
1506;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2015 2e kwartaal;336.0;38.0
1507;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2015 3e kwartaal;343.0;39.0
1508;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2015 4e kwartaal;475.0;39.0
1509;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2015;1541.0;38.0
1510;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2016 1e kwartaal;478.0;40.0
1511;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2016 2e kwartaal;328.0;39.0
1512;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2016 3e kwartaal;363.0;39.0
1513;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2016 4e kwartaal;332.0;38.0
1514;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2016;1501.0;39.0
1515;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2017 1e kwartaal;481.0;40.0
1516;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2017 2e kwartaal;351.0;40.0
1517;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2017 3e kwartaal;316.0;40.0
1518;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2017 4e kwartaal;276.0;38.0
1519;Totaal alle beëindigingen;Natuurlijke personen totaal;Noord-Brabant (PV);2017;1424.0;39.0
1520;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);1999 1e kwartaal;10.0;0.0
1521;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);1999 2e kwartaal;15.0;1.0
1522;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);1999 3e kwartaal;18.0;0.0
1523;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);1999 4e kwartaal;21.0;2.0
1524;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);1999;64.0;1.0
1525;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2000 1e kwartaal;13.0;3.0
1526;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2000 2e kwartaal;21.0;5.0
1527;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2000 3e kwartaal;27.0;5.0
1528;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2000 4e kwartaal;25.0;11.0
1529;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2000;86.0;6.0
1530;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2001 1e kwartaal;42.0;11.0
1531;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2001 2e kwartaal;58.0;12.0
1532;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2001 3e kwartaal;42.0;15.0
1533;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2001 4e kwartaal;72.0;19.0
1534;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2001;214.0;15.0
1535;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2002 1e kwartaal;80.0;25.0
1536;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2002 2e kwartaal;106.0;30.0
1537;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2002 3e kwartaal;105.0;30.0
1538;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2002 4e kwartaal;149.0;30.0
1539;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2002;440.0;29.0
1540;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2003 1e kwartaal;173.0;32.0
1541;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2003 2e kwartaal;142.0;31.0
1542;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2003 3e kwartaal;172.0;30.0
1543;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2003 4e kwartaal;191.0;31.0
1544;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2003;678.0;31.0
1545;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2004 1e kwartaal;183.0;30.0
1546;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2004 2e kwartaal;248.0;31.0
1547;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2004 3e kwartaal;158.0;31.0
1548;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2004 4e kwartaal;186.0;30.0
1549;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2004;775.0;31.0
1550;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2005 1e kwartaal;180.0;30.0
1551;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2005 2e kwartaal;167.0;28.0
1552;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2005 3e kwartaal;160.0;33.0
1553;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2005 4e kwartaal;203.0;35.0
1554;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2005;710.0;32.0
1555;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2006 1e kwartaal;230.0;35.0
1556;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2006 2e kwartaal;181.0;31.0
1557;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2006 3e kwartaal;161.0;31.0
1558;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2006 4e kwartaal;261.0;31.0
1559;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2006;833.0;32.0
1560;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2007 1e kwartaal;193.0;34.0
1561;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2007 2e kwartaal;250.0;37.0
1562;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2007 3e kwartaal;202.0;33.0
1563;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2007 4e kwartaal;264.0;34.0
1564;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2007;909.0;34.0
1565;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2008 1e kwartaal;201.0;34.0
1566;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2008 2e kwartaal;286.0;33.0
1567;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2008 3e kwartaal;182.0;31.0
1568;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2008 4e kwartaal;293.0;35.0
1569;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2008;962.0;34.0
1570;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2009 1e kwartaal;258.0;34.0
1571;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2009 2e kwartaal;283.0;38.0
1572;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2009 3e kwartaal;251.0;36.0
1573;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2009 4e kwartaal;254.0;33.0
1574;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2009;1046.0;35.0
1575;Totaal alle beëindigingen;Natuurlijke personen totaal;Limburg (PV);2010 1e kwartaal;297.0;37.0
