ID;BedrijfstakkenWoningen;RegioS;Perioden;AantalInstallaties_1;OpgesteldVermogenVanZonnepanelen_2
55;Alle economische activiteit en woningen;Groningen (PV);2019;47925.0;491687.0
56;Alle economische activiteit en woningen;Fryslân (PV);2012;5011.0;20159.0
57;Alle economische activiteit en woningen;Fryslân (PV);2013;10034.0;42883.0
58;Alle economische activiteit en woningen;Fryslân (PV);2014;14228.0;63653.0
59;Alle economische activiteit en woningen;Fryslân (PV);2015;18718.0;95167.0
60;Alle economische activiteit en woningen;Fryslân (PV);2016;22852.0;129912.0
61;Alle economische activiteit en woningen;Fryslân (PV);2017;30427.0;171018.0
62;Alle economische activiteit en woningen;Fryslân (PV);2018;43348.0;324530.0
63;Alle economische activiteit en woningen;Fryslân (PV);2019;57120.0;440734.0
64;Alle economische activiteit en woningen;Drenthe (PV);2012;3244.0;15453.0
65;Alle economische activiteit en woningen;Drenthe (PV);2013;6809.0;34543.0
66;Alle economische activiteit en woningen;Drenthe (PV);2014;10147.0;52234.0
67;Alle economische activiteit en woningen;Drenthe (PV);2015;15072.0;75689.0
68;Alle economische activiteit en woningen;Drenthe (PV);2016;22236.0;107929.0
69;Alle economische activiteit en woningen;Drenthe (PV);2017;32330.0;161046.0
70;Alle economische activiteit en woningen;Drenthe (PV);2018;41335.0;249157.0
71;Alle economische activiteit en woningen;Drenthe (PV);2019;53352.0;372062.0
72;Alle economische activiteit en woningen;Overijssel (PV);2012;6444.0;32422.0
73;Alle economische activiteit en woningen;Overijssel (PV);2013;12918.0;67822.0
74;Alle economische activiteit en woningen;Overijssel (PV);2014;20416.0;105657.0
75;Alle economische activiteit en woningen;Overijssel (PV);2015;31079.0;165317.0
76;Alle economische activiteit en woningen;Overijssel (PV);2016;38605.0;217520.0
77;Alle economische activiteit en woningen;Overijssel (PV);2017;48068.0;275308.0
78;Alle economische activiteit en woningen;Overijssel (PV);2018;61896.0;399165.0
79;Alle economische activiteit en woningen;Overijssel (PV);2019;80283.0;605941.0
80;Alle economische activiteit en woningen;Flevoland (PV);2012;2336.0;10731.0
81;Alle economische activiteit en woningen;Flevoland (PV);2013;4574.0;23950.0
82;Alle economische activiteit en woningen;Flevoland (PV);2014;6907.0;39506.0
83;Alle economische activiteit en woningen;Flevoland (PV);2015;9591.0;66085.0
84;Alle economische activiteit en woningen;Flevoland (PV);2016;12101.0;89994.0
85;Alle economische activiteit en woningen;Flevoland (PV);2017;17671.0;133498.0
86;Alle economische activiteit en woningen;Flevoland (PV);2018;23111.0;189361.0
87;Alle economische activiteit en woningen;Flevoland (PV);2019;29900.0;329471.0
88;Alle economische activiteit en woningen;Gelderland (PV);2012;9329.0;32174.0
89;Alle economische activiteit en woningen;Gelderland (PV);2013;20825.0;84594.0
90;Alle economische activiteit en woningen;Gelderland (PV);2014;31608.0;133886.0
91;Alle economische activiteit en woningen;Gelderland (PV);2015;44862.0;192066.0
92;Alle economische activiteit en woningen;Gelderland (PV);2016;58950.0;270076.0
93;Alle economische activiteit en woningen;Gelderland (PV);2017;77614.0;367842.0
94;Alle economische activiteit en woningen;Gelderland (PV);2018;108950.0;565152.0
95;Alle economische activiteit en woningen;Gelderland (PV);2019;144592.0;887853.0
96;Alle economische activiteit en woningen;Utrecht (PV);2012;6650.0;19850.0
97;Alle economische activiteit en woningen;Utrecht (PV);2013;12984.0;41739.0
98;Alle economische activiteit en woningen;Utrecht (PV);2014;18418.0;61630.0
99;Alle economische activiteit en woningen;Utrecht (PV);2015;24588.0;89281.0
100;Alle economische activiteit en woningen;Utrecht (PV);2016;30737.0;117467.0
101;Alle economische activiteit en woningen;Utrecht (PV);2017;40793.0;169476.0
102;Alle economische activiteit en woningen;Utrecht (PV);2018;55779.0;264677.0
103;Alle economische activiteit en woningen;Utrecht (PV);2019;78653.0;405418.0
104;Alle economische activiteit en woningen;Noord-Holland (PV);2012;10940.0;32813.0
105;Alle economische activiteit en woningen;Noord-Holland (PV);2013;23146.0;72506.0
106;Alle economische activiteit en woningen;Noord-Holland (PV);2014;33249.0;112117.0
107;Alle economische activiteit en woningen;Noord-Holland (PV);2015;44679.0;162535.0
108;Alle economische activiteit en woningen;Noord-Holland (PV);2016;56049.0;232291.0
109;Alle economische activiteit en woningen;Noord-Holland (PV);2017;72362.0;312986.0
110;Alle economische activiteit en woningen;Noord-Holland (PV);2018;99372.0;500136.0
111;Alle economische activiteit en woningen;Noord-Holland (PV);2019;132597.0;785626.0
112;Alle economische activiteit en woningen;Zuid-Holland (PV);2012;13587.0;30331.0
113;Alle economische activiteit en woningen;Zuid-Holland (PV);2013;24216.0;69371.0
114;Alle economische activiteit en woningen;Zuid-Holland (PV);2014;35966.0;115515.0
115;Alle economische activiteit en woningen;Zuid-Holland (PV);2015;47105.0;166976.0
116;Alle economische activiteit en woningen;Zuid-Holland (PV);2016;58237.0;224926.0
117;Alle economische activiteit en woningen;Zuid-Holland (PV);2017;76119.0;312301.0
118;Alle economische activiteit en woningen;Zuid-Holland (PV);2018;103359.0;506681.0
119;Alle economische activiteit en woningen;Zuid-Holland (PV);2019;143018.0;793551.0
120;Alle economische activiteit en woningen;Zeeland (PV);2012;2121.0;7782.0
121;Alle economische activiteit en woningen;Zeeland (PV);2013;5158.0;21612.0
122;Alle economische activiteit en woningen;Zeeland (PV);2014;9666.0;39254.0
123;Alle economische activiteit en woningen;Zeeland (PV);2015;13713.0;57384.0
124;Alle economische activiteit en woningen;Zeeland (PV);2016;19884.0;79030.0
125;Alle economische activiteit en woningen;Zeeland (PV);2017;25884.0;103430.0
126;Alle economische activiteit en woningen;Zeeland (PV);2018;33695.0;227411.0
127;Alle economische activiteit en woningen;Zeeland (PV);2019;41807.0;324537.0
128;Alle economische activiteit en woningen;Noord-Brabant (PV);2012;9994.0;43475.0
129;Alle economische activiteit en woningen;Noord-Brabant (PV);2013;22618.0;104080.0
130;Alle economische activiteit en woningen;Noord-Brabant (PV);2014;32824.0;158877.0
131;Alle economische activiteit en woningen;Noord-Brabant (PV);2015;43861.0;232078.0
132;Alle economische activiteit en woningen;Noord-Brabant (PV);2016;55549.0;312848.0
133;Alle economische activiteit en woningen;Noord-Brabant (PV);2017;75043.0;434368.0
134;Alle economische activiteit en woningen;Noord-Brabant (PV);2018;106549.0;729291.0
135;Alle economische activiteit en woningen;Noord-Brabant (PV);2019;157848.0;1214795.0
136;Alle economische activiteit en woningen;Limburg (PV);2012;8041.0;30592.0
137;Alle economische activiteit en woningen;Limburg (PV);2013;14798.0;58317.0
138;Alle economische activiteit en woningen;Limburg (PV);2014;19543.0;81649.0
139;Alle economische activiteit en woningen;Limburg (PV);2015;29216.0;140734.0
140;Alle economische activiteit en woningen;Limburg (PV);2016;38853.0;195922.0
141;Alle economische activiteit en woningen;Limburg (PV);2017;53450.0;264761.0
142;Alle economische activiteit en woningen;Limburg (PV);2018;71534.0;380489.0
143;Alle economische activiteit en woningen;Limburg (PV);2019;94811.0;572886.0
144;Alle economische activiteit en woningen;Extra-Regio (PV);2012;;
145;Alle economische activiteit en woningen;Extra-Regio (PV);2013;;
146;Alle economische activiteit en woningen;Extra-Regio (PV);2014;;
147;Alle economische activiteit en woningen;Extra-Regio (PV);2015;;
148;Alle economische activiteit en woningen;Extra-Regio (PV);2016;;
149;Alle economische activiteit en woningen;Extra-Regio (PV);2017;;
150;Alle economische activiteit en woningen;Extra-Regio (PV);2018;;
151;Alle economische activiteit en woningen;Extra-Regio (PV);2019;;
152;Alle economische activiteit en woningen;Buitenland (PV);2012;;
153;Alle economische activiteit en woningen;Buitenland (PV);2013;;
154;Alle economische activiteit en woningen;Buitenland (PV);2014;;
155;Alle economische activiteit en woningen;Buitenland (PV);2015;;
156;Alle economische activiteit en woningen;Buitenland (PV);2016;;
157;Alle economische activiteit en woningen;Buitenland (PV);2017;;
158;Alle economische activiteit en woningen;Buitenland (PV);2018;;
159;Alle economische activiteit en woningen;Buitenland (PV);2019;;
160;Alle economische activiteit en woningen;Niet in te delen (PV);2012;10.0;54.0
161;Alle economische activiteit en woningen;Niet in te delen (PV);2013;13.0;58.0
162;Alle economische activiteit en woningen;Niet in te delen (PV);2014;93.0;233.0
163;Alle economische activiteit en woningen;Niet in te delen (PV);2015;174.0;445.0
164;Alle economische activiteit en woningen;Niet in te delen (PV);2016;213.0;490.0
165;Alle economische activiteit en woningen;Niet in te delen (PV);2017;254.0;682.0
166;Alle economische activiteit en woningen;Niet in te delen (PV);2018;288.0;748.0
167;Alle economische activiteit en woningen;Niet in te delen (PV);2019;359.0;1303.0
168;Alle economische activiteit en woningen;Aa en Hunze;2012;318.0;1966.0
169;Alle economische activiteit en woningen;Aa en Hunze;2013;636.0;3644.0
170;Alle economische activiteit en woningen;Aa en Hunze;2014;943.0;5170.0
171;Alle economische activiteit en woningen;Aa en Hunze;2015;1245.0;6657.0
172;Alle economische activiteit en woningen;Aa en Hunze;2016;1458.0;8689.0
173;Alle economische activiteit en woningen;Aa en Hunze;2017;1789.0;10595.0
174;Alle economische activiteit en woningen;Aa en Hunze;2018;2301.0;15723.0
175;Alle economische activiteit en woningen;Aa en Hunze;2019;2922.0;20968.0
176;Alle economische activiteit en woningen;Aalsmeer;2012;121.0;341.0
177;Alle economische activiteit en woningen;Aalsmeer;2013;369.0;1267.0
178;Alle economische activiteit en woningen;Aalsmeer;2014;502.0;1769.0
179;Alle economische activiteit en woningen;Aalsmeer;2015;644.0;2682.0
180;Alle economische activiteit en woningen;Aalsmeer;2016;810.0;3835.0
181;Alle economische activiteit en woningen;Aalsmeer;2017;939.0;4973.0
182;Alle economische activiteit en woningen;Aalsmeer;2018;1322.0;8408.0
183;Alle economische activiteit en woningen;Aalsmeer;2019;1800.0;11686.0
184;Alle economische activiteit en woningen;Aalten;2012;198.0;713.0
185;Alle economische activiteit en woningen;Aalten;2013;477.0;2108.0
186;Alle economische activiteit en woningen;Aalten;2014;636.0;2854.0
187;Alle economische activiteit en woningen;Aalten;2015;854.0;4042.0
188;Alle economische activiteit en woningen;Aalten;2016;1148.0;5495.0
189;Alle economische activiteit en woningen;Aalten;2017;1421.0;7001.0
190;Alle economische activiteit en woningen;Aalten;2018;1859.0;9527.0
191;Alle economische activiteit en woningen;Aalten;2019;2259.0;16346.0
192;Alle economische activiteit en woningen;Achtkarspelen;2012;202.0;737.0
193;Alle economische activiteit en woningen;Achtkarspelen;2013;406.0;1566.0
194;Alle economische activiteit en woningen;Achtkarspelen;2014;558.0;2145.0
195;Alle economische activiteit en woningen;Achtkarspelen;2015;691.0;2804.0
196;Alle economische activiteit en woningen;Achtkarspelen;2016;850.0;4387.0
197;Alle economische activiteit en woningen;Achtkarspelen;2017;1046.0;5998.0
198;Alle economische activiteit en woningen;Achtkarspelen;2018;1533.0;21144.0
199;Alle economische activiteit en woningen;Achtkarspelen;2019;1953.0;25697.0
200;Alle economische activiteit en woningen;Alblasserdam;2012;;
201;Alle economische activiteit en woningen;Alblasserdam;2013;203.0;743.0
202;Alle economische activiteit en woningen;Alblasserdam;2014;240.0;948.0
203;Alle economische activiteit en woningen;Alblasserdam;2015;286.0;1104.0
204;Alle economische activiteit en woningen;Alblasserdam;2016;322.0;1303.0
205;Alle economische activiteit en woningen;Alblasserdam;2017;381.0;1657.0
206;Alle economische activiteit en woningen;Alblasserdam;2018;515.0;2500.0
207;Alle economische activiteit en woningen;Alblasserdam;2019;670.0;3422.0
208;Alle economische activiteit en woningen;Albrandswaard;2012;96.0;191.0
209;Alle economische activiteit en woningen;Albrandswaard;2013;165.0;443.0
210;Alle economische activiteit en woningen;Albrandswaard;2014;260.0;808.0
211;Alle economische activiteit en woningen;Albrandswaard;2015;341.0;1078.0
212;Alle economische activiteit en woningen;Albrandswaard;2016;396.0;1643.0
213;Alle economische activiteit en woningen;Albrandswaard;2017;532.0;2368.0
214;Alle economische activiteit en woningen;Albrandswaard;2018;681.0;3013.0
215;Alle economische activiteit en woningen;Albrandswaard;2019;1091.0;8965.0
216;Alle economische activiteit en woningen;Alkmaar;2012;760.0;1942.0
217;Alle economische activiteit en woningen;Alkmaar;2013;1423.0;4002.0
218;Alle economische activiteit en woningen;Alkmaar;2014;1847.0;5414.0
219;Alle economische activiteit en woningen;Alkmaar;2015;2238.0;6971.0
220;Alle economische activiteit en woningen;Alkmaar;2016;2641.0;10424.0
221;Alle economische activiteit en woningen;Alkmaar;2017;3309.0;13070.0
222;Alle economische activiteit en woningen;Alkmaar;2018;5089.0;23940.0
223;Alle economische activiteit en woningen;Alkmaar;2019;6751.0;33951.0
224;Alle economische activiteit en woningen;Almelo;2012;168.0;525.0
225;Alle economische activiteit en woningen;Almelo;2013;420.0;1574.0
226;Alle economische activiteit en woningen;Almelo;2014;717.0;2851.0
227;Alle economische activiteit en woningen;Almelo;2015;1254.0;5110.0
228;Alle economische activiteit en woningen;Almelo;2016;1533.0;6637.0
229;Alle economische activiteit en woningen;Almelo;2017;1929.0;8938.0
230;Alle economische activiteit en woningen;Almelo;2018;2577.0;12742.0
231;Alle economische activiteit en woningen;Almelo;2019;3375.0;60836.0
232;Alle economische activiteit en woningen;Almere;2012;1016.0;2146.0
233;Alle economische activiteit en woningen;Almere;2013;1799.0;5033.0
234;Alle economische activiteit en woningen;Almere;2014;2691.0;8408.0
235;Alle economische activiteit en woningen;Almere;2015;3879.0;13258.0
236;Alle economische activiteit en woningen;Almere;2016;4737.0;17587.0
237;Alle economische activiteit en woningen;Almere;2017;8000.0;27572.0
238;Alle economische activiteit en woningen;Almere;2018;9858.0;37375.0
239;Alle economische activiteit en woningen;Almere;2019;12116.0;86134.0
240;Alle economische activiteit en woningen;Alphen aan den Rijn;2012;360.0;1059.0
241;Alle economische activiteit en woningen;Alphen aan den Rijn;2013;765.0;2679.0
242;Alle economische activiteit en woningen;Alphen aan den Rijn;2014;1260.0;4577.0
243;Alle economische activiteit en woningen;Alphen aan den Rijn;2015;1779.0;7020.0
244;Alle economische activiteit en woningen;Alphen aan den Rijn;2016;2225.0;9497.0
245;Alle economische activiteit en woningen;Alphen aan den Rijn;2017;3062.0;14089.0
246;Alle economische activiteit en woningen;Alphen aan den Rijn;2018;4730.0;21278.0
247;Alle economische activiteit en woningen;Alphen aan den Rijn;2019;7049.0;36611.0
248;Alle economische activiteit en woningen;Alphen-Chaam;2012;38.0;194.0
249;Alle economische activiteit en woningen;Alphen-Chaam;2013;77.0;394.0
250;Alle economische activiteit en woningen;Alphen-Chaam;2014;123.0;888.0
251;Alle economische activiteit en woningen;Alphen-Chaam;2015;191.0;1296.0
252;Alle economische activiteit en woningen;Alphen-Chaam;2016;251.0;2006.0
253;Alle economische activiteit en woningen;Alphen-Chaam;2017;322.0;2500.0
254;Alle economische activiteit en woningen;Alphen-Chaam;2018;413.0;3533.0
255;Alle economische activiteit en woningen;Alphen-Chaam;2019;606.0;5644.0
256;Alle economische activiteit en woningen;Altena;2012;146.0;761.0
257;Alle economische activiteit en woningen;Altena;2013;435.0;2056.0
258;Alle economische activiteit en woningen;Altena;2014;655.0;3206.0
259;Alle economische activiteit en woningen;Altena;2015;870.0;4173.0
260;Alle economische activiteit en woningen;Altena;2016;1218.0;5493.0
261;Alle economische activiteit en woningen;Altena;2017;1710.0;7377.0
262;Alle economische activiteit en woningen;Altena;2018;2478.0;13088.0
263;Alle economische activiteit en woningen;Altena;2019;3422.0;22744.0
264;Alle economische activiteit en woningen;Ameland;2012;41.0;88.0
265;Alle economische activiteit en woningen;Ameland;2013;81.0;238.0
266;Alle economische activiteit en woningen;Ameland;2014;122.0;481.0
267;Alle economische activiteit en woningen;Ameland;2015;150.0;6581.0
268;Alle economische activiteit en woningen;Ameland;2016;170.0;6656.0
269;Alle economische activiteit en woningen;Ameland;2017;199.0;6797.0
270;Alle economische activiteit en woningen;Ameland;2018;241.0;7234.0
271;Alle economische activiteit en woningen;Ameland;2019;301.0;7661.0
272;Alle economische activiteit en woningen;Amersfoort;2012;1199.0;2901.0
273;Alle economische activiteit en woningen;Amersfoort;2013;1785.0;4702.0
274;Alle economische activiteit en woningen;Amersfoort;2014;2403.0;6897.0
275;Alle economische activiteit en woningen;Amersfoort;2015;3038.0;9145.0
276;Alle economische activiteit en woningen;Amersfoort;2016;3769.0;11887.0
277;Alle economische activiteit en woningen;Amersfoort;2017;4885.0;15972.0
278;Alle economische activiteit en woningen;Amersfoort;2018;7500.0;25668.0
279;Alle economische activiteit en woningen;Amersfoort;2019;11232.0;39176.0
280;Alle economische activiteit en woningen;Amstelveen;2012;175.0;640.0
281;Alle economische activiteit en woningen;Amstelveen;2013;531.0;1614.0
282;Alle economische activiteit en woningen;Amstelveen;2014;839.0;2784.0
283;Alle economische activiteit en woningen;Amstelveen;2015;1139.0;4111.0
284;Alle economische activiteit en woningen;Amstelveen;2016;1411.0;4967.0
285;Alle economische activiteit en woningen;Amstelveen;2017;1592.0;5891.0
286;Alle economische activiteit en woningen;Amstelveen;2018;2055.0;7768.0
287;Alle economische activiteit en woningen;Amstelveen;2019;3409.0;15892.0
288;Alle economische activiteit en woningen;Amsterdam;2012;1223.0;4019.0
289;Alle economische activiteit en woningen;Amsterdam;2013;1885.0;6163.0
290;Alle economische activiteit en woningen;Amsterdam;2014;2888.0;12265.0
291;Alle economische activiteit en woningen;Amsterdam;2015;4129.0;17556.0
292;Alle economische activiteit en woningen;Amsterdam;2016;5493.0;24475.0
293;Alle economische activiteit en woningen;Amsterdam;2017;7812.0;33991.0
294;Alle economische activiteit en woningen;Amsterdam;2018;10668.0;52922.0
295;Alle economische activiteit en woningen;Amsterdam;2019;14872.0;89583.0
296;Alle economische activiteit en woningen;Apeldoorn;2012;948.0;2015.0
297;Alle economische activiteit en woningen;Apeldoorn;2013;1657.0;4551.0
298;Alle economische activiteit en woningen;Apeldoorn;2014;2313.0;7066.0
299;Alle economische activiteit en woningen;Apeldoorn;2015;4061.0;11488.0
300;Alle economische activiteit en woningen;Apeldoorn;2016;5056.0;14929.0
301;Alle economische activiteit en woningen;Apeldoorn;2017;6336.0;20971.0
302;Alle economische activiteit en woningen;Apeldoorn;2018;8280.0;35905.0
303;Alle economische activiteit en woningen;Apeldoorn;2019;11813.0;55472.0
304;Alle economische activiteit en woningen;Appingedam;2012;;
305;Alle economische activiteit en woningen;Appingedam;2013;;
306;Alle economische activiteit en woningen;Appingedam;2014;151.0;499.0
307;Alle economische activiteit en woningen;Appingedam;2015;735.0;2162.0
308;Alle economische activiteit en woningen;Appingedam;2016;928.0;2919.0
309;Alle economische activiteit en woningen;Appingedam;2017;1049.0;3490.0
310;Alle economische activiteit en woningen;Appingedam;2018;1175.0;4061.0
311;Alle economische activiteit en woningen;Appingedam;2019;1330.0;4873.0
312;Alle economische activiteit en woningen;Arnhem;2012;359.0;808.0
313;Alle economische activiteit en woningen;Arnhem;2013;825.0;2543.0
314;Alle economische activiteit en woningen;Arnhem;2014;1202.0;4007.0
315;Alle economische activiteit en woningen;Arnhem;2015;1858.0;5695.0
316;Alle economische activiteit en woningen;Arnhem;2016;2669.0;10603.0
317;Alle economische activiteit en woningen;Arnhem;2017;3365.0;13946.0
318;Alle economische activiteit en woningen;Arnhem;2018;5219.0;22054.0
319;Alle economische activiteit en woningen;Arnhem;2019;6831.0;33541.0
320;Alle economische activiteit en woningen;Assen;2012;350.0;1178.0
321;Alle economische activiteit en woningen;Assen;2013;752.0;2893.0
322;Alle economische activiteit en woningen;Assen;2014;1123.0;4642.0
323;Alle economische activiteit en woningen;Assen;2015;1657.0;6605.0
324;Alle economische activiteit en woningen;Assen;2016;2828.0;12069.0
325;Alle economische activiteit en woningen;Assen;2017;4082.0;16352.0
326;Alle economische activiteit en woningen;Assen;2018;4977.0;27489.0
327;Alle economische activiteit en woningen;Assen;2019;6834.0;35306.0
328;Alle economische activiteit en woningen;Asten;2012;65.0;326.0
329;Alle economische activiteit en woningen;Asten;2013;160.0;937.0
330;Alle economische activiteit en woningen;Asten;2014;240.0;1566.0
331;Alle economische activiteit en woningen;Asten;2015;341.0;3584.0
332;Alle economische activiteit en woningen;Asten;2016;439.0;4598.0
333;Alle economische activiteit en woningen;Asten;2017;559.0;6792.0
334;Alle economische activiteit en woningen;Asten;2018;822.0;9815.0
335;Alle economische activiteit en woningen;Asten;2019;1133.0;18702.0
336;Alle economische activiteit en woningen;Baarle-Nassau;2012;19.0;158.0
337;Alle economische activiteit en woningen;Baarle-Nassau;2013;50.0;333.0
338;Alle economische activiteit en woningen;Baarle-Nassau;2014;64.0;506.0
339;Alle economische activiteit en woningen;Baarle-Nassau;2015;86.0;716.0
340;Alle economische activiteit en woningen;Baarle-Nassau;2016;127.0;1193.0
341;Alle economische activiteit en woningen;Baarle-Nassau;2017;191.0;1510.0
342;Alle economische activiteit en woningen;Baarle-Nassau;2018;255.0;2579.0
343;Alle economische activiteit en woningen;Baarle-Nassau;2019;367.0;5875.0
344;Alle economische activiteit en woningen;Baarn;2012;73.0;216.0
345;Alle economische activiteit en woningen;Baarn;2013;157.0;529.0
346;Alle economische activiteit en woningen;Baarn;2014;336.0;1061.0
347;Alle economische activiteit en woningen;Baarn;2015;535.0;1502.0
348;Alle economische activiteit en woningen;Baarn;2016;796.0;2183.0
349;Alle economische activiteit en woningen;Baarn;2017;1099.0;3114.0
350;Alle economische activiteit en woningen;Baarn;2018;1311.0;3895.0
351;Alle economische activiteit en woningen;Baarn;2019;1603.0;6493.0
352;Alle economische activiteit en woningen;Barendrecht;2012;155.0;359.0
353;Alle economische activiteit en woningen;Barendrecht;2013;280.0;727.0
354;Alle economische activiteit en woningen;Barendrecht;2014;518.0;1493.0
355;Alle economische activiteit en woningen;Barendrecht;2015;717.0;2209.0
356;Alle economische activiteit en woningen;Barendrecht;2016;921.0;2931.0
357;Alle economische activiteit en woningen;Barendrecht;2017;1072.0;4845.0
358;Alle economische activiteit en woningen;Barendrecht;2018;1374.0;8247.0
359;Alle economische activiteit en woningen;Barendrecht;2019;2025.0;13011.0
360;Alle economische activiteit en woningen;Barneveld;2012;153.0;788.0
361;Alle economische activiteit en woningen;Barneveld;2013;439.0;2793.0
362;Alle economische activiteit en woningen;Barneveld;2014;661.0;4074.0
363;Alle economische activiteit en woningen;Barneveld;2015;928.0;6277.0
364;Alle economische activiteit en woningen;Barneveld;2016;1240.0;8022.0
365;Alle economische activiteit en woningen;Barneveld;2017;1804.0;11437.0
366;Alle economische activiteit en woningen;Barneveld;2018;2816.0;20034.0
367;Alle economische activiteit en woningen;Barneveld;2019;3976.0;42271.0
368;Alle economische activiteit en woningen;Beek (L.);2012;158.0;495.0
369;Alle economische activiteit en woningen;Beek (L.);2013;254.0;875.0
370;Alle economische activiteit en woningen;Beek (L.);2014;342.0;1201.0
371;Alle economische activiteit en woningen;Beek (L.);2015;572.0;2261.0
372;Alle economische activiteit en woningen;Beek (L.);2016;709.0;3156.0
373;Alle economische activiteit en woningen;Beek (L.);2017;925.0;3938.0
374;Alle economische activiteit en woningen;Beek (L.);2018;1350.0;5485.0
375;Alle economische activiteit en woningen;Beek (L.);2019;1870.0;8303.0
376;Alle economische activiteit en woningen;Beekdaelen;2012;390.0;1332.0
377;Alle economische activiteit en woningen;Beekdaelen;2013;720.0;2632.0
378;Alle economische activiteit en woningen;Beekdaelen;2014;906.0;3679.0
379;Alle economische activiteit en woningen;Beekdaelen;2015;1174.0;5062.0
380;Alle economische activiteit en woningen;Beekdaelen;2016;1430.0;6276.0
