ID;SoortBromfiets;RegioS;Perioden;VoertuigenMetBromfietskenteken_1;VoertuigenPer1000Inwoners_2
48;Voertuigen met bromfietskenteken;Drenthe (PV);2019;29485.0;60.0
49;Voertuigen met bromfietskenteken;Drenthe (PV);2020;30593.0;62.0
50;Voertuigen met bromfietskenteken;Drenthe (PV);2021;32330.0;65.0
51;Voertuigen met bromfietskenteken;Drenthe (PV);2022;33931.0;68.0
52;Voertuigen met bromfietskenteken;Drenthe (PV);2023;34677.0;69.0
53;Voertuigen met bromfietskenteken;Drenthe (PV);2024;33740.0;67.0
54;Voertuigen met bromfietskenteken;Overijssel (PV);2019;71517.0;62.0
55;Voertuigen met bromfietskenteken;Overijssel (PV);2020;73084.0;63.0
56;Voertuigen met bromfietskenteken;Overijssel (PV);2021;75911.0;65.0
57;Voertuigen met bromfietskenteken;Overijssel (PV);2022;77972.0;67.0
58;Voertuigen met bromfietskenteken;Overijssel (PV);2023;79309.0;67.0
59;Voertuigen met bromfietskenteken;Overijssel (PV);2024;77312.0;65.0
60;Voertuigen met bromfietskenteken;Flevoland (PV);2019;25517.0;61.0
61;Voertuigen met bromfietskenteken;Flevoland (PV);2020;26286.0;62.0
62;Voertuigen met bromfietskenteken;Flevoland (PV);2021;27450.0;64.0
63;Voertuigen met bromfietskenteken;Flevoland (PV);2022;28512.0;66.0
64;Voertuigen met bromfietskenteken;Flevoland (PV);2023;29208.0;66.0
65;Voertuigen met bromfietskenteken;Flevoland (PV);2024;28101.0;62.0
66;Voertuigen met bromfietskenteken;Gelderland (PV);2019;132929.0;64.0
67;Voertuigen met bromfietskenteken;Gelderland (PV);2020;135766.0;65.0
68;Voertuigen met bromfietskenteken;Gelderland (PV);2021;143622.0;69.0
69;Voertuigen met bromfietskenteken;Gelderland (PV);2022;150065.0;71.0
70;Voertuigen met bromfietskenteken;Gelderland (PV);2023;153243.0;72.0
71;Voertuigen met bromfietskenteken;Gelderland (PV);2024;139437.0;65.0
72;Voertuigen met bromfietskenteken;Utrecht (PV);2019;73278.0;55.0
73;Voertuigen met bromfietskenteken;Utrecht (PV);2020;74383.0;55.0
74;Voertuigen met bromfietskenteken;Utrecht (PV);2021;77132.0;57.0
75;Voertuigen met bromfietskenteken;Utrecht (PV);2022;78020.0;57.0
76;Voertuigen met bromfietskenteken;Utrecht (PV);2023;76867.0;55.0
77;Voertuigen met bromfietskenteken;Utrecht (PV);2024;74254.0;53.0
78;Voertuigen met bromfietskenteken;Noord-Holland (PV);2019;195240.0;68.0
79;Voertuigen met bromfietskenteken;Noord-Holland (PV);2020;190050.0;66.0
80;Voertuigen met bromfietskenteken;Noord-Holland (PV);2021;192072.0;66.0
81;Voertuigen met bromfietskenteken;Noord-Holland (PV);2022;194696.0;67.0
82;Voertuigen met bromfietskenteken;Noord-Holland (PV);2023;196408.0;67.0
83;Voertuigen met bromfietskenteken;Noord-Holland (PV);2024;191231.0;64.0
84;Voertuigen met bromfietskenteken;Zuid-Holland (PV);2019;251562.0;68.0
85;Voertuigen met bromfietskenteken;Zuid-Holland (PV);2020;255884.0;69.0
86;Voertuigen met bromfietskenteken;Zuid-Holland (PV);2021;262460.0;70.0
87;Voertuigen met bromfietskenteken;Zuid-Holland (PV);2022;265380.0;71.0
88;Voertuigen met bromfietskenteken;Zuid-Holland (PV);2023;267539.0;70.0
89;Voertuigen met bromfietskenteken;Zuid-Holland (PV);2024;261005.0;68.0
90;Voertuigen met bromfietskenteken;Zeeland (PV);2019;25525.0;67.0
91;Voertuigen met bromfietskenteken;Zeeland (PV);2020;26700.0;70.0
92;Voertuigen met bromfietskenteken;Zeeland (PV);2021;28754.0;75.0
93;Voertuigen met bromfietskenteken;Zeeland (PV);2022;30673.0;79.0
94;Voertuigen met bromfietskenteken;Zeeland (PV);2023;32160.0;82.0
95;Voertuigen met bromfietskenteken;Zeeland (PV);2024;31980.0;82.0
96;Voertuigen met bromfietskenteken;Noord-Brabant (PV);2019;165721.0;65.0
97;Voertuigen met bromfietskenteken;Noord-Brabant (PV);2020;168059.0;66.0
98;Voertuigen met bromfietskenteken;Noord-Brabant (PV);2021;175427.0;68.0
99;Voertuigen met bromfietskenteken;Noord-Brabant (PV);2022;179839.0;69.0
100;Voertuigen met bromfietskenteken;Noord-Brabant (PV);2023;180611.0;69.0
101;Voertuigen met bromfietskenteken;Noord-Brabant (PV);2024;182357.0;69.0
102;Voertuigen met bromfietskenteken;Limburg (PV);2019;81129.0;73.0
103;Voertuigen met bromfietskenteken;Limburg (PV);2020;81975.0;73.0
104;Voertuigen met bromfietskenteken;Limburg (PV);2021;84540.0;76.0
105;Voertuigen met bromfietskenteken;Limburg (PV);2022;85632.0;77.0
106;Voertuigen met bromfietskenteken;Limburg (PV);2023;85456.0;76.0
107;Voertuigen met bromfietskenteken;Limburg (PV);2024;81787.0;72.0
108;Voertuigen met bromfietskenteken;Aa en Hunze;2019;1323.0;52.0
109;Voertuigen met bromfietskenteken;Aa en Hunze;2020;1349.0;53.0
110;Voertuigen met bromfietskenteken;Aa en Hunze;2021;1467.0;58.0
111;Voertuigen met bromfietskenteken;Aa en Hunze;2022;1501.0;59.0
112;Voertuigen met bromfietskenteken;Aa en Hunze;2023;1548.0;60.0
113;Voertuigen met bromfietskenteken;Aa en Hunze;2024;1573.0;61.0
114;Voertuigen met bromfietskenteken;Aalsmeer;2019;3231.0;102.0
115;Voertuigen met bromfietskenteken;Aalsmeer;2020;3253.0;102.0
116;Voertuigen met bromfietskenteken;Aalsmeer;2021;3218.0;101.0
117;Voertuigen met bromfietskenteken;Aalsmeer;2022;3210.0;99.0
118;Voertuigen met bromfietskenteken;Aalsmeer;2023;3140.0;95.0
119;Voertuigen met bromfietskenteken;Aalsmeer;2024;3033.0;91.0
120;Voertuigen met bromfietskenteken;Aalten;2019;1254.0;46.0
121;Voertuigen met bromfietskenteken;Aalten;2020;1280.0;47.0
122;Voertuigen met bromfietskenteken;Aalten;2021;1466.0;54.0
123;Voertuigen met bromfietskenteken;Aalten;2022;1588.0;59.0
124;Voertuigen met bromfietskenteken;Aalten;2023;1656.0;61.0
125;Voertuigen met bromfietskenteken;Aalten;2024;1640.0;60.0
126;Voertuigen met bromfietskenteken;Achtkarspelen;2019;2470.0;89.0
127;Voertuigen met bromfietskenteken;Achtkarspelen;2020;2616.0;94.0
128;Voertuigen met bromfietskenteken;Achtkarspelen;2021;2743.0;98.0
129;Voertuigen met bromfietskenteken;Achtkarspelen;2022;2938.0;105.0
130;Voertuigen met bromfietskenteken;Achtkarspelen;2023;3036.0;108.0
131;Voertuigen met bromfietskenteken;Achtkarspelen;2024;3009.0;107.0
132;Voertuigen met bromfietskenteken;Alblasserdam;2019;1012.0;50.0
133;Voertuigen met bromfietskenteken;Alblasserdam;2020;1076.0;53.0
134;Voertuigen met bromfietskenteken;Alblasserdam;2021;1146.0;57.0
135;Voertuigen met bromfietskenteken;Alblasserdam;2022;1184.0;59.0
136;Voertuigen met bromfietskenteken;Alblasserdam;2023;1172.0;58.0
137;Voertuigen met bromfietskenteken;Alblasserdam;2024;1141.0;56.0
138;Voertuigen met bromfietskenteken;Albrandswaard;2019;1664.0;66.0
139;Voertuigen met bromfietskenteken;Albrandswaard;2020;1753.0;69.0
140;Voertuigen met bromfietskenteken;Albrandswaard;2021;1822.0;71.0
141;Voertuigen met bromfietskenteken;Albrandswaard;2022;1851.0;71.0
142;Voertuigen met bromfietskenteken;Albrandswaard;2023;1888.0;72.0
143;Voertuigen met bromfietskenteken;Albrandswaard;2024;1896.0;72.0
144;Voertuigen met bromfietskenteken;Alkmaar;2019;8514.0;78.0
145;Voertuigen met bromfietskenteken;Alkmaar;2020;8473.0;77.0
146;Voertuigen met bromfietskenteken;Alkmaar;2021;8319.0;76.0
147;Voertuigen met bromfietskenteken;Alkmaar;2022;8293.0;75.0
148;Voertuigen met bromfietskenteken;Alkmaar;2023;8143.0;73.0
149;Voertuigen met bromfietskenteken;Alkmaar;2024;7737.0;69.0
150;Voertuigen met bromfietskenteken;Almelo;2019;4855.0;67.0
151;Voertuigen met bromfietskenteken;Almelo;2020;4935.0;68.0
152;Voertuigen met bromfietskenteken;Almelo;2021;5159.0;71.0
153;Voertuigen met bromfietskenteken;Almelo;2022;5246.0;72.0
154;Voertuigen met bromfietskenteken;Almelo;2023;5241.0;71.0
155;Voertuigen met bromfietskenteken;Almelo;2024;4867.0;65.0
156;Voertuigen met bromfietskenteken;Almere;2019;13419.0;65.0
157;Voertuigen met bromfietskenteken;Almere;2020;13677.0;65.0
158;Voertuigen met bromfietskenteken;Almere;2021;14118.0;66.0
159;Voertuigen met bromfietskenteken;Almere;2022;14421.0;66.0
160;Voertuigen met bromfietskenteken;Almere;2023;14632.0;66.0
161;Voertuigen met bromfietskenteken;Almere;2024;14055.0;62.0
162;Voertuigen met bromfietskenteken;Alphen aan den Rijn;2019;8024.0;72.0
163;Voertuigen met bromfietskenteken;Alphen aan den Rijn;2020;8226.0;74.0
164;Voertuigen met bromfietskenteken;Alphen aan den Rijn;2021;8503.0;76.0
165;Voertuigen met bromfietskenteken;Alphen aan den Rijn;2022;8474.0;75.0
166;Voertuigen met bromfietskenteken;Alphen aan den Rijn;2023;8574.0;75.0
167;Voertuigen met bromfietskenteken;Alphen aan den Rijn;2024;8191.0;71.0
168;Voertuigen met bromfietskenteken;Alphen-Chaam;2019;605.0;60.0
169;Voertuigen met bromfietskenteken;Alphen-Chaam;2020;642.0;63.0
170;Voertuigen met bromfietskenteken;Alphen-Chaam;2021;728.0;70.0
171;Voertuigen met bromfietskenteken;Alphen-Chaam;2022;789.0;76.0
172;Voertuigen met bromfietskenteken;Alphen-Chaam;2023;848.0;81.0
173;Voertuigen met bromfietskenteken;Alphen-Chaam;2024;851.0;81.0
174;Voertuigen met bromfietskenteken;Altena;2019;3745.0;68.0
175;Voertuigen met bromfietskenteken;Altena;2020;3880.0;69.0
176;Voertuigen met bromfietskenteken;Altena;2021;4217.0;75.0
177;Voertuigen met bromfietskenteken;Altena;2022;4483.0;79.0
178;Voertuigen met bromfietskenteken;Altena;2023;4752.0;82.0
179;Voertuigen met bromfietskenteken;Altena;2024;4737.0;81.0
180;Voertuigen met bromfietskenteken;Ameland;2019;513.0;140.0
181;Voertuigen met bromfietskenteken;Ameland;2020;512.0;138.0
182;Voertuigen met bromfietskenteken;Ameland;2021;465.0;124.0
183;Voertuigen met bromfietskenteken;Ameland;2022;547.0;146.0
184;Voertuigen met bromfietskenteken;Ameland;2023;564.0;147.0
185;Voertuigen met bromfietskenteken;Ameland;2024;549.0;143.0
186;Voertuigen met bromfietskenteken;Amersfoort;2019;10754.0;69.0
187;Voertuigen met bromfietskenteken;Amersfoort;2020;10889.0;69.0
188;Voertuigen met bromfietskenteken;Amersfoort;2021;11519.0;73.0
189;Voertuigen met bromfietskenteken;Amersfoort;2022;10686.0;67.0
190;Voertuigen met bromfietskenteken;Amersfoort;2023;10477.0;65.0
191;Voertuigen met bromfietskenteken;Amersfoort;2024;9852.0;61.0
192;Voertuigen met bromfietskenteken;Amstelveen;2019;5532.0;61.0
193;Voertuigen met bromfietskenteken;Amstelveen;2020;5374.0;59.0
194;Voertuigen met bromfietskenteken;Amstelveen;2021;5211.0;57.0
195;Voertuigen met bromfietskenteken;Amstelveen;2022;5079.0;55.0
196;Voertuigen met bromfietskenteken;Amstelveen;2023;4963.0;53.0
197;Voertuigen met bromfietskenteken;Amstelveen;2024;4779.0;50.0
198;Voertuigen met bromfietskenteken;Amsterdam;2019;48166.0;56.0
199;Voertuigen met bromfietskenteken;Amsterdam;2020;44020.0;50.0
200;Voertuigen met bromfietskenteken;Amsterdam;2021;45485.0;52.0
201;Voertuigen met bromfietskenteken;Amsterdam;2022;48328.0;55.0
202;Voertuigen met bromfietskenteken;Amsterdam;2023;52498.0;57.0
203;Voertuigen met bromfietskenteken;Amsterdam;2024;52238.0;56.0
204;Voertuigen met bromfietskenteken;Apeldoorn;2019;12158.0;75.0
205;Voertuigen met bromfietskenteken;Apeldoorn;2020;12209.0;75.0
206;Voertuigen met bromfietskenteken;Apeldoorn;2021;12520.0;76.0
207;Voertuigen met bromfietskenteken;Apeldoorn;2022;12677.0;77.0
208;Voertuigen met bromfietskenteken;Apeldoorn;2023;12574.0;75.0
209;Voertuigen met bromfietskenteken;Apeldoorn;2024;11576.0;69.0
210;Voertuigen met bromfietskenteken;Appingedam;2019;577.0;49.0
211;Voertuigen met bromfietskenteken;Appingedam;2020;607.0;52.0
212;Voertuigen met bromfietskenteken;Appingedam;2021;;
213;Voertuigen met bromfietskenteken;Appingedam;2022;;
214;Voertuigen met bromfietskenteken;Appingedam;2023;;
215;Voertuigen met bromfietskenteken;Appingedam;2024;;
216;Voertuigen met bromfietskenteken;Arnhem;2019;11325.0;71.0
217;Voertuigen met bromfietskenteken;Arnhem;2020;11568.0;72.0
218;Voertuigen met bromfietskenteken;Arnhem;2021;11908.0;73.0
219;Voertuigen met bromfietskenteken;Arnhem;2022;12125.0;74.0
220;Voertuigen met bromfietskenteken;Arnhem;2023;11934.0;72.0
221;Voertuigen met bromfietskenteken;Arnhem;2024;11358.0;68.0
222;Voertuigen met bromfietskenteken;Assen;2019;3881.0;57.0
223;Voertuigen met bromfietskenteken;Assen;2020;3977.0;58.0
224;Voertuigen met bromfietskenteken;Assen;2021;4156.0;60.0
225;Voertuigen met bromfietskenteken;Assen;2022;4174.0;61.0
226;Voertuigen met bromfietskenteken;Assen;2023;4222.0;61.0
227;Voertuigen met bromfietskenteken;Assen;2024;3985.0;57.0
228;Voertuigen met bromfietskenteken;Asten;2019;938.0;56.0
229;Voertuigen met bromfietskenteken;Asten;2020;940.0;56.0
230;Voertuigen met bromfietskenteken;Asten;2021;1002.0;60.0
231;Voertuigen met bromfietskenteken;Asten;2022;1030.0;60.0
232;Voertuigen met bromfietskenteken;Asten;2023;1016.0;59.0
233;Voertuigen met bromfietskenteken;Asten;2024;1013.0;59.0
234;Voertuigen met bromfietskenteken;Baarle-Nassau;2019;489.0;71.0
235;Voertuigen met bromfietskenteken;Baarle-Nassau;2020;515.0;75.0
236;Voertuigen met bromfietskenteken;Baarle-Nassau;2021;533.0;77.0
237;Voertuigen met bromfietskenteken;Baarle-Nassau;2022;557.0;80.0
238;Voertuigen met bromfietskenteken;Baarle-Nassau;2023;493.0;70.0
239;Voertuigen met bromfietskenteken;Baarle-Nassau;2024;503.0;71.0
240;Voertuigen met bromfietskenteken;Baarn;2019;1479.0;60.0
241;Voertuigen met bromfietskenteken;Baarn;2020;1451.0;58.0
242;Voertuigen met bromfietskenteken;Baarn;2021;1435.0;58.0
243;Voertuigen met bromfietskenteken;Baarn;2022;1423.0;57.0
244;Voertuigen met bromfietskenteken;Baarn;2023;1413.0;57.0
245;Voertuigen met bromfietskenteken;Baarn;2024;1342.0;54.0
246;Voertuigen met bromfietskenteken;Barendrecht;2019;3682.0;76.0
247;Voertuigen met bromfietskenteken;Barendrecht;2020;3534.0;73.0
248;Voertuigen met bromfietskenteken;Barendrecht;2021;3689.0;76.0
249;Voertuigen met bromfietskenteken;Barendrecht;2022;3838.0;79.0
250;Voertuigen met bromfietskenteken;Barendrecht;2023;3917.0;80.0
251;Voertuigen met bromfietskenteken;Barendrecht;2024;3793.0;78.0
252;Voertuigen met bromfietskenteken;Barneveld;2019;3319.0;57.0
253;Voertuigen met bromfietskenteken;Barneveld;2020;3475.0;59.0
254;Voertuigen met bromfietskenteken;Barneveld;2021;3847.0;64.0
255;Voertuigen met bromfietskenteken;Barneveld;2022;4078.0;67.0
256;Voertuigen met bromfietskenteken;Barneveld;2023;4372.0;71.0
257;Voertuigen met bromfietskenteken;Barneveld;2024;4456.0;71.0
258;Voertuigen met bromfietskenteken;Beek (L.);2019;1060.0;67.0
259;Voertuigen met bromfietskenteken;Beek (L.);2020;1097.0;69.0
260;Voertuigen met bromfietskenteken;Beek (L.);2021;1162.0;73.0
261;Voertuigen met bromfietskenteken;Beek (L.);2022;1162.0;73.0
262;Voertuigen met bromfietskenteken;Beek (L.);2023;1177.0;73.0
263;Voertuigen met bromfietskenteken;Beek (L.);2024;1104.0;68.0
264;Voertuigen met bromfietskenteken;Beekdaelen;2019;2613.0;73.0
265;Voertuigen met bromfietskenteken;Beekdaelen;2020;2601.0;72.0
266;Voertuigen met bromfietskenteken;Beekdaelen;2021;2630.0;73.0
267;Voertuigen met bromfietskenteken;Beekdaelen;2022;2615.0;73.0
268;Voertuigen met bromfietskenteken;Beekdaelen;2023;2643.0;73.0
269;Voertuigen met bromfietskenteken;Beekdaelen;2024;2601.0;72.0
270;Voertuigen met bromfietskenteken;Beemster;2019;772.0;79.0
271;Voertuigen met bromfietskenteken;Beemster;2020;799.0;80.0
272;Voertuigen met bromfietskenteken;Beemster;2021;800.0;79.0
273;Voertuigen met bromfietskenteken;Beemster;2022;;
274;Voertuigen met bromfietskenteken;Beemster;2023;;
275;Voertuigen met bromfietskenteken;Beemster;2024;;
276;Voertuigen met bromfietskenteken;Beesel;2019;659.0;49.0
277;Voertuigen met bromfietskenteken;Beesel;2020;707.0;52.0
278;Voertuigen met bromfietskenteken;Beesel;2021;730.0;54.0
279;Voertuigen met bromfietskenteken;Beesel;2022;826.0;62.0
280;Voertuigen met bromfietskenteken;Beesel;2023;877.0;65.0
281;Voertuigen met bromfietskenteken;Beesel;2024;860.0;64.0
282;Voertuigen met bromfietskenteken;Berg en Dal;2019;3320.0;95.0
283;Voertuigen met bromfietskenteken;Berg en Dal;2020;3261.0;93.0
284;Voertuigen met bromfietskenteken;Berg en Dal;2021;3324.0;95.0
285;Voertuigen met bromfietskenteken;Berg en Dal;2022;3284.0;94.0
286;Voertuigen met bromfietskenteken;Berg en Dal;2023;3159.0;89.0
287;Voertuigen met bromfietskenteken;Berg en Dal;2024;3005.0;85.0
288;Voertuigen met bromfietskenteken;Bergeijk;2019;1711.0;93.0
289;Voertuigen met bromfietskenteken;Bergeijk;2020;1748.0;94.0
290;Voertuigen met bromfietskenteken;Bergeijk;2021;1829.0;98.0
291;Voertuigen met bromfietskenteken;Bergeijk;2022;1874.0;99.0
292;Voertuigen met bromfietskenteken;Bergeijk;2023;1845.0;97.0
293;Voertuigen met bromfietskenteken;Bergeijk;2024;1840.0;96.0
294;Voertuigen met bromfietskenteken;Bergen (L.);2019;896.0;68.0
295;Voertuigen met bromfietskenteken;Bergen (L.);2020;931.0;71.0
296;Voertuigen met bromfietskenteken;Bergen (L.);2021;1012.0;77.0
297;Voertuigen met bromfietskenteken;Bergen (L.);2022;1060.0;81.0
298;Voertuigen met bromfietskenteken;Bergen (L.);2023;1099.0;84.0
299;Voertuigen met bromfietskenteken;Bergen (L.);2024;1080.0;82.0
300;Voertuigen met bromfietskenteken;Bergen (NH.);2019;2468.0;82.0
301;Voertuigen met bromfietskenteken;Bergen (NH.);2020;2446.0;82.0
302;Voertuigen met bromfietskenteken;Bergen (NH.);2021;2353.0;79.0
303;Voertuigen met bromfietskenteken;Bergen (NH.);2022;2342.0;79.0
304;Voertuigen met bromfietskenteken;Bergen (NH.);2023;2383.0;79.0
305;Voertuigen met bromfietskenteken;Bergen (NH.);2024;2219.0;74.0
306;Voertuigen met bromfietskenteken;Bergen op Zoom;2019;4132.0;62.0
307;Voertuigen met bromfietskenteken;Bergen op Zoom;2020;4198.0;62.0
308;Voertuigen met bromfietskenteken;Bergen op Zoom;2021;4312.0;64.0
309;Voertuigen met bromfietskenteken;Bergen op Zoom;2022;4478.0;66.0
310;Voertuigen met bromfietskenteken;Bergen op Zoom;2023;4644.0;67.0
311;Voertuigen met bromfietskenteken;Bergen op Zoom;2024;4451.0;64.0
312;Voertuigen met bromfietskenteken;Berkelland;2019;1960.0;45.0
313;Voertuigen met bromfietskenteken;Berkelland;2020;1989.0;45.0
314;Voertuigen met bromfietskenteken;Berkelland;2021;2127.0;49.0
315;Voertuigen met bromfietskenteken;Berkelland;2022;2274.0;52.0
316;Voertuigen met bromfietskenteken;Berkelland;2023;2381.0;54.0
317;Voertuigen met bromfietskenteken;Berkelland;2024;2401.0;55.0
318;Voertuigen met bromfietskenteken;Bernheze;2019;2092.0;68.0
319;Voertuigen met bromfietskenteken;Bernheze;2020;2182.0;70.0
320;Voertuigen met bromfietskenteken;Bernheze;2021;2378.0;76.0
321;Voertuigen met bromfietskenteken;Bernheze;2022;2461.0;78.0
322;Voertuigen met bromfietskenteken;Bernheze;2023;2487.0;77.0
323;Voertuigen met bromfietskenteken;Bernheze;2024;2390.0;73.0
324;Voertuigen met bromfietskenteken;Best;2019;2106.0;71.0
325;Voertuigen met bromfietskenteken;Best;2020;2139.0;71.0
326;Voertuigen met bromfietskenteken;Best;2021;2255.0;75.0
327;Voertuigen met bromfietskenteken;Best;2022;2317.0;76.0
328;Voertuigen met bromfietskenteken;Best;2023;2239.0;72.0
329;Voertuigen met bromfietskenteken;Best;2024;2169.0;69.0
330;Voertuigen met bromfietskenteken;Beuningen;2019;1848.0;71.0
331;Voertuigen met bromfietskenteken;Beuningen;2020;1846.0;71.0
332;Voertuigen met bromfietskenteken;Beuningen;2021;1825.0;70.0
333;Voertuigen met bromfietskenteken;Beuningen;2022;1841.0;70.0
334;Voertuigen met bromfietskenteken;Beuningen;2023;1857.0;70.0
335;Voertuigen met bromfietskenteken;Beuningen;2024;1666.0;62.0
336;Voertuigen met bromfietskenteken;Beverwijk;2019;3510.0;85.0
337;Voertuigen met bromfietskenteken;Beverwijk;2020;3462.0;83.0
338;Voertuigen met bromfietskenteken;Beverwijk;2021;3389.0;81.0
339;Voertuigen met bromfietskenteken;Beverwijk;2022;3423.0;81.0
340;Voertuigen met bromfietskenteken;Beverwijk;2023;3408.0;80.0
341;Voertuigen met bromfietskenteken;Beverwijk;2024;3269.0;76.0
342;Voertuigen met bromfietskenteken;De Bilt;2019;2295.0;54.0
343;Voertuigen met bromfietskenteken;De Bilt;2020;2254.0;52.0
344;Voertuigen met bromfietskenteken;De Bilt;2021;2362.0;54.0
345;Voertuigen met bromfietskenteken;De Bilt;2022;2340.0;54.0
346;Voertuigen met bromfietskenteken;De Bilt;2023;2295.0;52.0
347;Voertuigen met bromfietskenteken;De Bilt;2024;2259.0;52.0
348;Voertuigen met bromfietskenteken;Bladel;2019;1623.0;80.0
349;Voertuigen met bromfietskenteken;Bladel;2020;1676.0;82.0
350;Voertuigen met bromfietskenteken;Bladel;2021;1802.0;88.0
351;Voertuigen met bromfietskenteken;Bladel;2022;1855.0;90.0
352;Voertuigen met bromfietskenteken;Bladel;2023;1860.0;89.0
353;Voertuigen met bromfietskenteken;Bladel;2024;1820.0;87.0
354;Voertuigen met bromfietskenteken;Blaricum;2019;824.0;74.0
355;Voertuigen met bromfietskenteken;Blaricum;2020;816.0;71.0
356;Voertuigen met bromfietskenteken;Blaricum;2021;947.0;79.0
357;Voertuigen met bromfietskenteken;Blaricum;2022;865.0;70.0
358;Voertuigen met bromfietskenteken;Blaricum;2023;848.0;68.0
359;Voertuigen met bromfietskenteken;Blaricum;2024;842.0;66.0
360;Voertuigen met bromfietskenteken;Bloemendaal;2019;1333.0;57.0
361;Voertuigen met bromfietskenteken;Bloemendaal;2020;1364.0;58.0
362;Voertuigen met bromfietskenteken;Bloemendaal;2021;1376.0;59.0
363;Voertuigen met bromfietskenteken;Bloemendaal;2022;1365.0;58.0
364;Voertuigen met bromfietskenteken;Bloemendaal;2023;1290.0;54.0
365;Voertuigen met bromfietskenteken;Bloemendaal;2024;1205.0;51.0
366;Voertuigen met bromfietskenteken;Bodegraven-Reeuwijk;2019;2254.0;65.0
367;Voertuigen met bromfietskenteken;Bodegraven-Reeuwijk;2020;2542.0;73.0
368;Voertuigen met bromfietskenteken;Bodegraven-Reeuwijk;2021;2769.0;78.0
