ID;Leeftijd;Perioden;TotaalBevolking_1;Mannen_2;Vrouwen_3
0;Totaal over alle leeftijden;2003;16201839;8022412;8179427
1;Totaal over alle leeftijden;2004;16283902;8065598;8218304
2;Totaal over alle leeftijden;2005;16356552;8103889;8252663
3;Totaal over alle leeftijden;2006;16422783;8138767;8284016
4;Totaal over alle leeftijden;2007;16485208;8171586;8313622
5;Totaal over alle leeftijden;2008;16546018;8203598;8342420
6;Totaal over alle leeftijden;2009;16606603;8235558;8371045
7;Totaal over alle leeftijden;2010;16667122;8267474;8399648
8;Totaal over alle leeftijden;2011;16727456;8299247;8428209
9;Totaal over alle leeftijden;2012;16786969;8330514;8456455
10;Totaal over alle leeftijden;2013;16844912;8360831;8484081
11;Totaal over alle leeftijden;2014;16901111;8390065;8511046
12;Totaal over alle leeftijden;2015;16955698;8418255;8537443
13;Totaal over alle leeftijden;2016;17008998;8445548;8563450
14;Totaal over alle leeftijden;2017;17061173;8471997;8589176
15;Totaal over alle leeftijden;2018;17112380;8497668;8614712
16;Totaal over alle leeftijden;2019;17162629;8522560;8640069
17;Totaal over alle leeftijden;2020;17211923;8546680;8665243
18;Totaal over alle leeftijden;2021;17259948;8569887;8690061
19;Totaal over alle leeftijden;2022;17306574;8592111;8714463
20;Totaal over alle leeftijden;2023;17351617;8613278;8738339
21;Totaal over alle leeftijden;2024;17394855;8633289;8761566
22;Totaal over alle leeftijden;2025;17436141;8652102;8784039
23;Totaal over alle leeftijden;2026;17475258;8669629;8805629
24;Totaal over alle leeftijden;2027;17512037;8685820;8826217
25;Totaal over alle leeftijden;2028;17546307;8700617;8845690
26;Totaal over alle leeftijden;2029;17577859;8713966;8863893
27;Totaal over alle leeftijden;2030;17606563;8725838;8880725
28;Totaal over alle leeftijden;2031;17632175;8736150;8896025
29;Totaal over alle leeftijden;2032;17654594;8744890;8909704
30;Totaal over alle leeftijden;2033;17673669;8752019;8921650
31;Totaal over alle leeftijden;2034;17689276;8757532;8931744
32;Totaal over alle leeftijden;2035;17701403;8761425;8939978
33;Totaal over alle leeftijden;2036;17710150;8763793;8946357
34;Totaal over alle leeftijden;2037;17715565;8764668;8950897
35;Totaal over alle leeftijden;2038;17717934;8764203;8953731
36;Totaal over alle leeftijden;2039;17717495;8762495;8955000
37;Totaal over alle leeftijden;2040;17714591;8759731;8954860
38;Totaal over alle leeftijden;2041;17709488;8756035;8953453
39;Totaal over alle leeftijden;2042;17702503;8751557;8950946
40;Totaal over alle leeftijden;2043;17693956;8746482;8947474
41;Totaal over alle leeftijden;2044;17684149;8740931;8943218
42;Totaal over alle leeftijden;2045;17673359;8735065;8938294
43;Totaal over alle leeftijden;2046;17661924;8729036;8932888
44;Totaal over alle leeftijden;2047;17650106;8722980;8927126
45;Totaal over alle leeftijden;2048;17638236;8717035;8921201
46;Totaal over alle leeftijden;2049;17626529;8711318;8915211
47;Totaal over alle leeftijden;2050;17615232;8705950;8909282
48;0;2003;201682;103318;98364
49;0;2004;200253;102585;97668
50;0;2005;196820;100825;95995
51;0;2006;193335;99039;94296
52;0;2007;190022;97342;92680
53;0;2008;187016;95804;91212
54;0;2009;184646;94592;90054
55;0;2010;182741;93618;89123
56;0;2011;181536;93002;88534
57;0;2012;180906;92681;88225
58;0;2013;180780;92617;88163
59;0;2014;181141;92803;88338
60;0;2015;181768;93125;88643
61;0;2016;182674;93590;89084
62;0;2017;183771;94152;89619
63;0;2018;185023;94794;90229
64;0;2019;186398;95499;90899
65;0;2020;187834;96234;91600
66;0;2021;189097;96881;92216
67;0;2022;190333;97515;92818
68;0;2023;191432;98078;93354
69;0;2024;192389;98569;93820
70;0;2025;193255;99013;94242
71;0;2026;193975;99382;94593
72;0;2027;194556;99680;94876
73;0;2028;195034;99925;95109
74;0;2029;195344;100084;95260
75;0;2030;195592;100211;95381
76;0;2031;195616;100224;95392
77;0;2032;195520;100175;95345
78;0;2033;195225;100024;95201
79;0;2034;194716;99763;94953
80;0;2035;194051;99423;94628
81;0;2036;193266;99021;94245
82;0;2037;192331;98542;93789
83;0;2038;191404;98067;93337
84;0;2039;190443;97575;92868
85;0;2040;189571;97128;92443
86;0;2041;188786;96726;92060
87;0;2042;188126;96388;91738
88;0;2043;187669;96154;91515
89;0;2044;187390;96011;91379
90;0;2045;187276;95953;91323
91;0;2046;187386;96009;91377
92;0;2047;187591;96115;91476
93;0;2048;187978;96313;91665
94;0;2049;188453;96557;91896
95;0;2050;189028;96851;92177
96;1;2003;204353;104662;99691
97;1;2004;201899;103423;98476
98;1;2005;200438;102673;97765
99;1;2006;197015;100916;96099
100;1;2007;193567;99146;94421
101;1;2008;190312;97480;92832
102;1;2009;187372;95977;91395
103;1;2010;185069;94800;90269
104;1;2011;183216;93855;89361
105;1;2012;182044;93257;88787
106;1;2013;181433;92946;88487
107;1;2014;181314;92887;88427
108;1;2015;181678;93075;88603
109;1;2016;182305;93396;88909
110;1;2017;183209;93860;89349
111;1;2018;184304;94421;89883
112;1;2019;185549;95060;90489
113;1;2020;186919;95763;91156
114;1;2021;188347;96494;91853
115;1;2022;189602;97138;92464
116;1;2023;190833;97769;93064
117;1;2024;191925;98329;93596
118;1;2025;192875;98816;94059
119;1;2026;193736;99257;94479
120;1;2027;194453;99626;94827
121;1;2028;195030;99922;95108
122;1;2029;195504;100165;95339
123;1;2030;195812;100323;95489
124;1;2031;196060;100451;95609
125;1;2032;196082;100462;95620
126;1;2033;195986;100413;95573
127;1;2034;195693;100263;95430
128;1;2035;195186;100004;95182
129;1;2036;194523;99665;94858
130;1;2037;193744;99267;94477
131;1;2038;192813;98790;94023
