ID;Geslacht;Leeftijd;OpleidingsrichtingEnSector;MaandinkomstenUitWerk;KenmerkenVanHetWerk;Perioden;TotaalMboGediplomeerdeSchoolverlaters_1;BolVoltijd_2;Bbl_3;Niveau1_4;Niveau2_5;Niveau3_6;Niveau4_7;BolVoltijdNiveau1_8;BolVoltijdNiveau2_9;BolVoltijdNiveau3_10;BolVoltijdNiveau4_11;BblNiveau1_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
0;Mannen en vrouwen;Totaal leeftijd;0;0;0;2007/'08;74740.0;38060.0;36680.0;5000.0;20620.0;21040.0;28080.0;1720.0;7300.0;8670.0;20370.0;3280.0;13320.0;12370.0;7710.0
1;Mannen en vrouwen;Totaal leeftijd;0;0;0;2008/'09;76980.0;36160.0;40820.0;4700.0;21640.0;22230.0;28410.0;1300.0;7150.0;8010.0;19710.0;3410.0;14490.0;14220.0;8710.0
2;Mannen en vrouwen;Totaal leeftijd;0;0;1;2007/'08;66330.0;31470.0;34850.0;3850.0;17940.0;19330.0;25220.0;900.0;5440.0;7430.0;17710.0;2940.0;12510.0;11900.0;7510.0
3;Mannen en vrouwen;Totaal leeftijd;0;0;1;2008/'09;66390.0;28470.0;37920.0;3500.0;17940.0;20110.0;24840.0;570.0;4890.0;6580.0;16430.0;2930.0;13060.0;13530.0;8410.0
4;Mannen en vrouwen;Totaal leeftijd;0;0;8;2007/'08;1770.0;1540.0;220.0;200.0;540.0;370.0;660.0;150.0;450.0;310.0;630.0;50.0;90.0;50.0;30.0
5;Mannen en vrouwen;Totaal leeftijd;0;0;8;2008/'09;2430.0;2190.0;240.0;170.0;780.0;470.0;1020.0;120.0;670.0;410.0;990.0;40.0;100.0;60.0;30.0
6;Mannen en vrouwen;Totaal leeftijd;0;0;9;2007/'08;64560.0;29930.0;34630.0;3640.0;17400.0;18960.0;24560.0;760.0;4980.0;7120.0;17080.0;2890.0;12420.0;11840.0;7480.0
7;Mannen en vrouwen;Totaal leeftijd;0;0;9;2008/'09;63960.0;26280.0;37680.0;3330.0;17170.0;19640.0;23820.0;450.0;4210.0;6170.0;15450.0;2880.0;12950.0;13470.0;8370.0
8;Mannen en vrouwen;Totaal leeftijd;0;0;Eén baan;2007/'08;59450.0;26560.0;32890.0;3600.0;16380.0;17630.0;21840.0;780.0;4680.0;6320.0;14780.0;2820.0;11700.0;11310.0;7060.0
9;Mannen en vrouwen;Totaal leeftijd;0;0;Eén baan;2008/'09;59590.0;23730.0;35860.0;3350.0;16480.0;18320.0;21450.0;510.0;4240.0;5480.0;13510.0;2840.0;12240.0;12840.0;7940.0
10;Mannen en vrouwen;Totaal leeftijd;0;0;Twee of meer banen;2007/'08;6880.0;4910.0;1970.0;250.0;1560.0;1700.0;3370.0;130.0;750.0;1110.0;2930.0;120.0;810.0;590.0;450.0
11;Mannen en vrouwen;Totaal leeftijd;0;0;Twee of meer banen;2008/'09;6800.0;4740.0;2060.0;150.0;1470.0;1790.0;3390.0;60.0;650.0;1100.0;2920.0;90.0;820.0;690.0;470.0
12;Mannen en vrouwen;Totaal leeftijd;0;0;4;2007/'08;65700.0;31190.0;34510.0;3840.0;17770.0;19100.0;24990.0;900.0;5400.0;7360.0;17540.0;2940.0;12380.0;11750.0;7450.0
13;Mannen en vrouwen;Totaal leeftijd;0;0;4;2008/'09;65680.0;28100.0;37580.0;3480.0;17800.0;19880.0;24520.0;570.0;4860.0;6490.0;16190.0;2910.0;12950.0;13390.0;8330.0
14;Mannen en vrouwen;Totaal leeftijd;0;0;5;2007/'08;19540.0;4230.0;15310.0;1500.0;5910.0;5810.0;6320.0;60.0;440.0;940.0;2790.0;1440.0;5470.0;4870.0;3530.0
15;Mannen en vrouwen;Totaal leeftijd;0;0;5;2008/'09;19630.0;2920.0;16720.0;1550.0;5880.0;6230.0;5980.0;40.0;340.0;620.0;1920.0;1510.0;5540.0;5600.0;4060.0
16;Mannen en vrouwen;Totaal leeftijd;0;0;6;2007/'08;46160.0;26960.0;19200.0;2330.0;11870.0;13290.0;18670.0;840.0;4960.0;6420.0;14750.0;1490.0;6910.0;6880.0;3920.0
17;Mannen en vrouwen;Totaal leeftijd;0;0;6;2008/'09;46050.0;25180.0;20870.0;1930.0;11920.0;13660.0;18540.0;530.0;4520.0;5870.0;14270.0;1410.0;7400.0;7780.0;4270.0
18;Mannen en vrouwen;Totaal leeftijd;0;0;7;2007/'08;1120.0;480.0;640.0;20.0;290.0;380.0;430.0;0.0;50.0;130.0;290.0;20.0;240.0;250.0;140.0
19;Mannen en vrouwen;Totaal leeftijd;0;0;7;2008/'09;1240.0;590.0;650.0;30.0;250.0;400.0;570.0;10.0;40.0;140.0;400.0;20.0;200.0;260.0;170.0
20;Mannen en vrouwen;Totaal leeftijd;0;0;2;2007/'08;8410.0;6580.0;1830.0;1160.0;2680.0;1710.0;2860.0;820.0;1860.0;1240.0;2660.0;340.0;820.0;470.0;200.0
21;Mannen en vrouwen;Totaal leeftijd;0;0;2;2008/'09;10590.0;7690.0;2910.0;1200.0;3700.0;2120.0;3570.0;720.0;2260.0;1430.0;3270.0;480.0;1440.0;690.0;300.0
22;Mannen en vrouwen;Totaal leeftijd;0;1;0;2007/'08;66330.0;31470.0;34850.0;3850.0;17940.0;19330.0;25220.0;900.0;5440.0;7430.0;17710.0;2940.0;12510.0;11900.0;7510.0
23;Mannen en vrouwen;Totaal leeftijd;0;1;0;2008/'09;66390.0;28470.0;37920.0;3500.0;17940.0;20110.0;24840.0;570.0;4890.0;6580.0;16430.0;2930.0;13060.0;13530.0;8410.0
24;Mannen en vrouwen;Totaal leeftijd;0;1;1;2007/'08;66330.0;31470.0;34850.0;3850.0;17940.0;19330.0;25220.0;900.0;5440.0;7430.0;17710.0;2940.0;12510.0;11900.0;7510.0
25;Mannen en vrouwen;Totaal leeftijd;0;1;1;2008/'09;66390.0;28470.0;37920.0;3500.0;17940.0;20110.0;24840.0;570.0;4890.0;6580.0;16430.0;2930.0;13060.0;13530.0;8410.0
26;Mannen en vrouwen;Totaal leeftijd;0;1;8;2007/'08;1770.0;1540.0;220.0;200.0;540.0;370.0;660.0;150.0;450.0;310.0;630.0;50.0;90.0;50.0;30.0
27;Mannen en vrouwen;Totaal leeftijd;0;1;8;2008/'09;2430.0;2190.0;240.0;170.0;780.0;470.0;1020.0;120.0;670.0;410.0;990.0;40.0;100.0;60.0;30.0
28;Mannen en vrouwen;Totaal leeftijd;0;1;9;2007/'08;64560.0;29930.0;34630.0;3640.0;17400.0;18960.0;24560.0;760.0;4980.0;7120.0;17080.0;2890.0;12420.0;11840.0;7480.0
29;Mannen en vrouwen;Totaal leeftijd;0;1;9;2008/'09;63960.0;26280.0;37680.0;3330.0;17170.0;19640.0;23820.0;450.0;4210.0;6170.0;15450.0;2880.0;12950.0;13470.0;8370.0
30;Mannen en vrouwen;Totaal leeftijd;0;1;Eén baan;2007/'08;59450.0;26560.0;32890.0;3600.0;16380.0;17630.0;21840.0;780.0;4680.0;6320.0;14780.0;2820.0;11700.0;11310.0;7060.0
31;Mannen en vrouwen;Totaal leeftijd;0;1;Eén baan;2008/'09;59590.0;23730.0;35860.0;3350.0;16480.0;18320.0;21450.0;510.0;4240.0;5480.0;13510.0;2840.0;12240.0;12840.0;7940.0
32;Mannen en vrouwen;Totaal leeftijd;0;1;Twee of meer banen;2007/'08;6880.0;4910.0;1970.0;250.0;1560.0;1700.0;3370.0;130.0;750.0;1110.0;2930.0;120.0;810.0;590.0;450.0
33;Mannen en vrouwen;Totaal leeftijd;0;1;Twee of meer banen;2008/'09;6800.0;4740.0;2060.0;150.0;1470.0;1790.0;3390.0;60.0;650.0;1100.0;2920.0;90.0;820.0;690.0;470.0
34;Mannen en vrouwen;Totaal leeftijd;0;1;4;2007/'08;65700.0;31190.0;34510.0;3840.0;17770.0;19100.0;24990.0;900.0;5400.0;7360.0;17540.0;2940.0;12380.0;11750.0;7450.0
35;Mannen en vrouwen;Totaal leeftijd;0;1;4;2008/'09;65680.0;28100.0;37580.0;3480.0;17800.0;19880.0;24520.0;570.0;4860.0;6490.0;16190.0;2910.0;12950.0;13390.0;8330.0
36;Mannen en vrouwen;Totaal leeftijd;0;1;5;2007/'08;19540.0;4230.0;15310.0;1500.0;5910.0;5810.0;6320.0;60.0;440.0;940.0;2790.0;1440.0;5470.0;4870.0;3530.0
37;Mannen en vrouwen;Totaal leeftijd;0;1;5;2008/'09;19630.0;2920.0;16720.0;1550.0;5880.0;6230.0;5980.0;40.0;340.0;620.0;1920.0;1510.0;5540.0;5600.0;4060.0
38;Mannen en vrouwen;Totaal leeftijd;0;1;6;2007/'08;46160.0;26960.0;19200.0;2330.0;11870.0;13290.0;18670.0;840.0;4960.0;6420.0;14750.0;1490.0;6910.0;6880.0;3920.0
39;Mannen en vrouwen;Totaal leeftijd;0;1;6;2008/'09;46050.0;25180.0;20870.0;1930.0;11920.0;13660.0;18540.0;530.0;4520.0;5870.0;14270.0;1410.0;7400.0;7780.0;4270.0
40;Mannen en vrouwen;Totaal leeftijd;0;1;7;2007/'08;1120.0;480.0;640.0;20.0;290.0;380.0;430.0;0.0;50.0;130.0;290.0;20.0;240.0;250.0;140.0
41;Mannen en vrouwen;Totaal leeftijd;0;1;7;2008/'09;1240.0;590.0;650.0;30.0;250.0;400.0;570.0;10.0;40.0;140.0;400.0;20.0;200.0;260.0;170.0
42;Mannen en vrouwen;Totaal leeftijd;0;1;2;2007/'08;;;;;;;;;;;;;;;
43;Mannen en vrouwen;Totaal leeftijd;0;1;2;2008/'09;;;;;;;;;;;;;;;
44;Mannen en vrouwen;Totaal leeftijd;0;4;0;2007/'08;3240.0;2880.0;370.0;310.0;880.0;710.0;1340.0;230.0;740.0;610.0;1300.0;80.0;140.0;100.0;50.0
45;Mannen en vrouwen;Totaal leeftijd;0;4;0;2008/'09;4220.0;3750.0;480.0;300.0;1160.0;880.0;1880.0;190.0;990.0;750.0;1820.0;110.0;180.0;130.0;60.0
46;Mannen en vrouwen;Totaal leeftijd;0;4;1;2007/'08;3240.0;2880.0;370.0;310.0;880.0;710.0;1340.0;230.0;740.0;610.0;1300.0;80.0;140.0;100.0;50.0
47;Mannen en vrouwen;Totaal leeftijd;0;4;1;2008/'09;4220.0;3750.0;480.0;300.0;1160.0;880.0;1880.0;190.0;990.0;750.0;1820.0;110.0;180.0;130.0;60.0
48;Mannen en vrouwen;Totaal leeftijd;0;4;8;2007/'08;1290.0;1170.0;120.0;170.0;400.0;240.0;490.0;120.0;360.0;210.0;480.0;40.0;40.0;30.0;10.0
49;Mannen en vrouwen;Totaal leeftijd;0;4;8;2008/'09;1860.0;1720.0;140.0;140.0;590.0;350.0;780.0;110.0;540.0;320.0;750.0;40.0;50.0;30.0;20.0
50;Mannen en vrouwen;Totaal leeftijd;0;4;9;2007/'08;1960.0;1710.0;250.0;140.0;490.0;470.0;850.0;100.0;380.0;400.0;820.0;40.0;100.0;70.0;30.0
51;Mannen en vrouwen;Totaal leeftijd;0;4;9;2008/'09;2360.0;2030.0;340.0;160.0;570.0;530.0;1110.0;80.0;450.0;440.0;1060.0;80.0;130.0;90.0;40.0
52;Mannen en vrouwen;Totaal leeftijd;0;4;Eén baan;2007/'08;2900.0;2560.0;340.0;290.0;800.0;630.0;1190.0;210.0;660.0;540.0;1150.0;80.0;140.0;90.0;40.0
53;Mannen en vrouwen;Totaal leeftijd;0;4;Eén baan;2008/'09;3750.0;3300.0;450.0;280.0;1050.0;780.0;1650.0;170.0;880.0;660.0;1590.0;110.0;170.0;120.0;60.0
54;Mannen en vrouwen;Totaal leeftijd;0;4;Twee of meer banen;2007/'08;340.0;320.0;20.0;20.0;90.0;80.0;150.0;20.0;80.0;70.0;150.0;0.0;10.0;10.0;10.0
55;Mannen en vrouwen;Totaal leeftijd;0;4;Twee of meer banen;2008/'09;470.0;450.0;30.0;20.0;120.0;100.0;240.0;20.0;110.0;90.0;230.0;0.0;10.0;10.0;10.0
56;Mannen en vrouwen;Totaal leeftijd;0;4;4;2007/'08;3050.0;2760.0;290.0;310.0;840.0;640.0;1260.0;230.0;730.0;580.0;1230.0;80.0;120.0;60.0;40.0
57;Mannen en vrouwen;Totaal leeftijd;0;4;4;2008/'09;3960.0;3570.0;390.0;300.0;1120.0;800.0;1750.0;190.0;970.0;710.0;1700.0;110.0;150.0;90.0;50.0
58;Mannen en vrouwen;Totaal leeftijd;0;4;5;2007/'08;40.0;30.0;10.0;0.0;10.0;10.0;30.0;0.0;0.0;10.0;20.0;0.0;10.0;0.0;0.0
59;Mannen en vrouwen;Totaal leeftijd;0;4;5;2008/'09;40.0;30.0;10.0;10.0;10.0;10.0;20.0;0.0;10.0;10.0;20.0;0.0;10.0;0.0;0.0
60;Mannen en vrouwen;Totaal leeftijd;0;4;6;2007/'08;3000.0;2730.0;280.0;310.0;830.0;630.0;1240.0;230.0;720.0;570.0;1200.0;80.0;110.0;60.0;30.0
61;Mannen en vrouwen;Totaal leeftijd;0;4;6;2008/'09;3920.0;3540.0;380.0;290.0;1100.0;800.0;1730.0;190.0;960.0;710.0;1680.0;110.0;140.0;90.0;50.0
62;Mannen en vrouwen;Totaal leeftijd;0;4;7;2007/'08;230.0;140.0;90.0;0.0;40.0;80.0;100.0;0.0;20.0;40.0;90.0;0.0;30.0;40.0;10.0
63;Mannen en vrouwen;Totaal leeftijd;0;4;7;2008/'09;320.0;220.0;100.0;10.0;60.0;90.0;170.0;0.0;20.0;50.0;150.0;0.0;40.0;40.0;20.0
64;Mannen en vrouwen;Totaal leeftijd;0;4;2;2007/'08;;;;;;;;;;;;;;;
65;Mannen en vrouwen;Totaal leeftijd;0;4;2;2008/'09;;;;;;;;;;;;;;;
66;Mannen en vrouwen;Totaal leeftijd;0;5;0;2007/'08;10740.0;8740.0;2000.0;670.0;2780.0;2600.0;4680.0;330.0;1820.0;2170.0;4420.0;340.0;970.0;430.0;270.0
67;Mannen en vrouwen;Totaal leeftijd;0;5;0;2008/'09;11680.0;9160.0;2520.0;610.0;3030.0;2740.0;5300.0;210.0;1860.0;2070.0;5020.0;400.0;1170.0;670.0;280.0
68;Mannen en vrouwen;Totaal leeftijd;0;5;1;2007/'08;10740.0;8740.0;2000.0;670.0;2780.0;2600.0;4680.0;330.0;1820.0;2170.0;4420.0;340.0;970.0;430.0;270.0
69;Mannen en vrouwen;Totaal leeftijd;0;5;1;2008/'09;11680.0;9160.0;2520.0;610.0;3030.0;2740.0;5300.0;210.0;1860.0;2070.0;5020.0;400.0;1170.0;670.0;280.0
70;Mannen en vrouwen;Totaal leeftijd;0;5;8;2007/'08;330.0;300.0;30.0;30.0;100.0;80.0;120.0;20.0;80.0;70.0;120.0;10.0;20.0;0.0;0.0
71;Mannen en vrouwen;Totaal leeftijd;0;5;8;2008/'09;440.0;400.0;50.0;20.0;150.0;90.0;200.0;10.0;120.0;80.0;190.0;0.0;30.0;10.0;0.0
72;Mannen en vrouwen;Totaal leeftijd;0;5;9;2007/'08;10410.0;8440.0;1970.0;640.0;2690.0;2520.0;4560.0;310.0;1740.0;2100.0;4300.0;330.0;950.0;420.0;260.0
73;Mannen en vrouwen;Totaal leeftijd;0;5;9;2008/'09;11240.0;8770.0;2470.0;600.0;2890.0;2650.0;5100.0;200.0;1740.0;2000.0;4830.0;400.0;1150.0;660.0;270.0
74;Mannen en vrouwen;Totaal leeftijd;0;5;Eén baan;2007/'08;9050.0;7160.0;1890.0;590.0;2450.0;2230.0;3780.0;270.0;1530.0;1830.0;3540.0;320.0;920.0;400.0;240.0
75;Mannen en vrouwen;Totaal leeftijd;0;5;Eén baan;2008/'09;9800.0;7420.0;2380.0;580.0;2690.0;2320.0;4220.0;190.0;1580.0;1680.0;3970.0;380.0;1110.0;630.0;260.0
76;Mannen en vrouwen;Totaal leeftijd;0;5;Twee of meer banen;2007/'08;1690.0;1580.0;110.0;80.0;330.0;370.0;900.0;60.0;290.0;350.0;880.0;20.0;50.0;20.0;20.0
77;Mannen en vrouwen;Totaal leeftijd;0;5;Twee of meer banen;2008/'09;1880.0;1750.0;140.0;40.0;350.0;430.0;1070.0;20.0;280.0;390.0;1060.0;20.0;70.0;40.0;20.0
78;Mannen en vrouwen;Totaal leeftijd;0;5;4;2007/'08;10640.0;8700.0;1940.0;670.0;2750.0;2570.0;4650.0;330.0;1810.0;2160.0;4390.0;340.0;940.0;410.0;250.0
79;Mannen en vrouwen;Totaal leeftijd;0;5;4;2008/'09;11570.0;9100.0;2480.0;610.0;3010.0;2710.0;5250.0;210.0;1850.0;2060.0;4980.0;400.0;1160.0;650.0;270.0
80;Mannen en vrouwen;Totaal leeftijd;0;5;5;2007/'08;290.0;240.0;60.0;20.0;60.0;70.0;140.0;10.0;40.0;50.0;140.0;10.0;30.0;20.0;10.0
81;Mannen en vrouwen;Totaal leeftijd;0;5;5;2008/'09;220.0;170.0;50.0;10.0;50.0;40.0;130.0;0.0;20.0;30.0;120.0;10.0;30.0;10.0;10.0
82;Mannen en vrouwen;Totaal leeftijd;0;5;6;2007/'08;10350.0;8460.0;1880.0;660.0;2690.0;2490.0;4500.0;330.0;1780.0;2110.0;4250.0;330.0;910.0;390.0;250.0
83;Mannen en vrouwen;Totaal leeftijd;0;5;6;2008/'09;11350.0;8930.0;2420.0;600.0;2960.0;2670.0;5120.0;210.0;1830.0;2030.0;4860.0;390.0;1130.0;640.0;260.0
84;Mannen en vrouwen;Totaal leeftijd;0;5;7;2007/'08;170.0;90.0;70.0;0.0;40.0;60.0;70.0;0.0;10.0;30.0;50.0;0.0;30.0;30.0;20.0
85;Mannen en vrouwen;Totaal leeftijd;0;5;7;2008/'09;200.0;130.0;70.0;10.0;40.0;50.0;100.0;0.0;10.0;30.0;90.0;10.0;20.0;30.0;10.0
86;Mannen en vrouwen;Totaal leeftijd;0;5;2;2007/'08;;;;;;;;;;;;;;;
87;Mannen en vrouwen;Totaal leeftijd;0;5;2;2008/'09;;;;;;;;;;;;;;;
88;Mannen en vrouwen;Totaal leeftijd;0;6;0;2007/'08;12880.0;7880.0;5000.0;910.0;3200.0;3460.0;5320.0;170.0;1300.0;1900.0;4510.0;740.0;1900.0;1560.0;800.0
89;Mannen en vrouwen;Totaal leeftijd;0;6;0;2008/'09;12810.0;6760.0;6060.0;850.0;3200.0;3740.0;5020.0;90.0;970.0;1540.0;4160.0;760.0;2230.0;2200.0;870.0
90;Mannen en vrouwen;Totaal leeftijd;0;6;1;2007/'08;12880.0;7880.0;5000.0;910.0;3200.0;3460.0;5320.0;170.0;1300.0;1900.0;4510.0;740.0;1900.0;1560.0;800.0
91;Mannen en vrouwen;Totaal leeftijd;0;6;1;2008/'09;12810.0;6760.0;6060.0;850.0;3200.0;3740.0;5020.0;90.0;970.0;1540.0;4160.0;760.0;2230.0;2200.0;870.0
92;Mannen en vrouwen;Totaal leeftijd;0;6;8;2007/'08;80.0;40.0;30.0;10.0;30.0;20.0;20.0;0.0;10.0;10.0;20.0;0.0;20.0;10.0;0.0
93;Mannen en vrouwen;Totaal leeftijd;0;6;8;2008/'09;70.0;50.0;20.0;0.0;20.0;20.0;30.0;0.0;10.0;10.0;30.0;0.0;10.0;10.0;0.0
94;Mannen en vrouwen;Totaal leeftijd;0;6;9;2007/'08;12810.0;7840.0;4970.0;900.0;3170.0;3440.0;5300.0;170.0;1290.0;1880.0;4500.0;730.0;1880.0;1560.0;800.0
95;Mannen en vrouwen;Totaal leeftijd;0;6;9;2008/'09;12740.0;6710.0;6030.0;850.0;3190.0;3720.0;4990.0;90.0;970.0;1530.0;4130.0;760.0;2220.0;2190.0;870.0
96;Mannen en vrouwen;Totaal leeftijd;0;6;Eén baan;2007/'08;11330.0;6570.0;4760.0;870.0;2870.0;3080.0;4510.0;150.0;1090.0;1580.0;3750.0;720.0;1780.0;1500.0;760.0
97;Mannen en vrouwen;Totaal leeftijd;0;6;Eén baan;2008/'09;11250.0;5510.0;5750.0;820.0;2940.0;3340.0;4160.0;80.0;830.0;1250.0;3350.0;740.0;2110.0;2090.0;810.0
98;Mannen en vrouwen;Totaal leeftijd;0;6;Twee of meer banen;2007/'08;1550.0;1310.0;240.0;40.0;330.0;380.0;810.0;20.0;210.0;310.0;770.0;20.0;120.0;60.0;40.0
99;Mannen en vrouwen;Totaal leeftijd;0;6;Twee of meer banen;2008/'09;1560.0;1250.0;310.0;30.0;270.0;400.0;860.0;20.0;140.0;290.0;810.0;20.0;130.0;110.0;60.0
100;Mannen en vrouwen;Totaal leeftijd;0;6;4;2007/'08;12820.0;7850.0;4970.0;910.0;3180.0;3440.0;5300.0;170.0;1300.0;1890.0;4500.0;740.0;1880.0;1550.0;800.0
101;Mannen en vrouwen;Totaal leeftijd;0;6;4;2008/'09;12750.0;6730.0;6020.0;850.0;3190.0;3710.0;5010.0;90.0;970.0;1530.0;4140.0;760.0;2220.0;2180.0;870.0
102;Mannen en vrouwen;Totaal leeftijd;0;6;5;2007/'08;1440.0;710.0;730.0;250.0;330.0;330.0;530.0;20.0;70.0;170.0;460.0;240.0;250.0;160.0;80.0
103;Mannen en vrouwen;Totaal leeftijd;0;6;5;2008/'09;1400.0;530.0;870.0;250.0;340.0;330.0;480.0;20.0;50.0;100.0;370.0;230.0;290.0;240.0;110.0
104;Mannen en vrouwen;Totaal leeftijd;0;6;6;2007/'08;11390.0;7140.0;4240.0;650.0;2860.0;3110.0;4760.0;150.0;1230.0;1720.0;4040.0;500.0;1630.0;1390.0;720.0
105;Mannen en vrouwen;Totaal leeftijd;0;6;6;2008/'09;11350.0;6200.0;5150.0;600.0;2850.0;3380.0;4520.0;80.0;930.0;1430.0;3770.0;520.0;1930.0;1940.0;760.0
106;Mannen en vrouwen;Totaal leeftijd;0;6;7;2007/'08;130.0;70.0;60.0;0.0;40.0;40.0;50.0;0.0;10.0;20.0;40.0;0.0;30.0;20.0;10.0
107;Mannen en vrouwen;Totaal leeftijd;0;6;7;2008/'09;120.0;60.0;60.0;0.0;20.0;40.0;50.0;0.0;0.0;10.0;40.0;0.0;20.0;30.0;10.0
108;Mannen en vrouwen;Totaal leeftijd;0;6;2;2007/'08;;;;;;;;;;;;;;;
109;Mannen en vrouwen;Totaal leeftijd;0;6;2;2008/'09;;;;;;;;;;;;;;;
110;Mannen en vrouwen;Totaal leeftijd;0;7;0;2007/'08;13680.0;5620.0;8060.0;940.0;3260.0;4260.0;5220.0;90.0;740.0;1280.0;3500.0;850.0;2530.0;2980.0;1710.0
111;Mannen en vrouwen;Totaal leeftijd;0;7;0;2008/'09;13310.0;4380.0;8930.0;920.0;3300.0;4440.0;4650.0;50.0;490.0;1080.0;2760.0;870.0;2820.0;3350.0;1890.0
112;Mannen en vrouwen;Totaal leeftijd;0;7;1;2007/'08;13680.0;5620.0;8060.0;940.0;3260.0;4260.0;5220.0;90.0;740.0;1280.0;3500.0;850.0;2530.0;2980.0;1710.0
113;Mannen en vrouwen;Totaal leeftijd;0;7;1;2008/'09;13310.0;4380.0;8930.0;920.0;3300.0;4440.0;4650.0;50.0;490.0;1080.0;2760.0;870.0;2820.0;3350.0;1890.0
114;Mannen en vrouwen;Totaal leeftijd;0;7;8;2007/'08;40.0;10.0;30.0;0.0;10.0;20.0;10.0;0.0;0.0;10.0;0.0;0.0;10.0;10.0;10.0
115;Mannen en vrouwen;Totaal leeftijd;0;7;8;2008/'09;30.0;20.0;10.0;0.0;10.0;10.0;10.0;0.0;10.0;0.0;10.0;0.0;0.0;10.0;10.0
116;Mannen en vrouwen;Totaal leeftijd;0;7;9;2007/'08;13640.0;5610.0;8030.0;940.0;3250.0;4240.0;5210.0;90.0;740.0;1280.0;3500.0;850.0;2520.0;2970.0;1710.0
117;Mannen en vrouwen;Totaal leeftijd;0;7;9;2008/'09;13280.0;4360.0;8920.0;920.0;3300.0;4430.0;4640.0;50.0;480.0;1080.0;2750.0;870.0;2810.0;3350.0;1890.0
118;Mannen en vrouwen;Totaal leeftijd;0;7;Eén baan;2007/'08;12440.0;4750.0;7690.0;900.0;3030.0;3970.0;4540.0;80.0;650.0;1110.0;2920.0;820.0;2380.0;2870.0;1620.0
119;Mannen en vrouwen;Totaal leeftijd;0;7;Eén baan;2008/'09;12190.0;3640.0;8540.0;900.0;3090.0;4100.0;4100.0;40.0;420.0;890.0;2280.0;850.0;2670.0;3210.0;1820.0
120;Mannen en vrouwen;Totaal leeftijd;0;7;Twee of meer banen;2007/'08;1240.0;870.0;370.0;40.0;240.0;290.0;680.0;20.0;90.0;180.0;590.0;20.0;150.0;110.0;90.0
121;Mannen en vrouwen;Totaal leeftijd;0;7;Twee of meer banen;2008/'09;1120.0;730.0;390.0;20.0;220.0;330.0;550.0;0.0;70.0;190.0;480.0;20.0;150.0;140.0;80.0
122;Mannen en vrouwen;Totaal leeftijd;0;7;4;2007/'08;13610.0;5590.0;8020.0;940.0;3240.0;4240.0;5190.0;90.0;740.0;1280.0;3490.0;850.0;2510.0;2960.0;1710.0
123;Mannen en vrouwen;Totaal leeftijd;0;7;4;2008/'09;13250.0;4350.0;8890.0;920.0;3290.0;4420.0;4620.0;50.0;490.0;1080.0;2740.0;870.0;2810.0;3340.0;1880.0
124;Mannen en vrouwen;Totaal leeftijd;0;7;5;2007/'08;4160.0;1030.0;3130.0;590.0;1100.0;1220.0;1250.0;10.0;100.0;240.0;680.0;580.0;1000.0;990.0;570.0
125;Mannen en vrouwen;Totaal leeftijd;0;7;5;2008/'09;4470.0;710.0;3770.0;730.0;1200.0;1370.0;1180.0;10.0;70.0;170.0;460.0;720.0;1130.0;1210.0;720.0
126;Mannen en vrouwen;Totaal leeftijd;0;7;6;2007/'08;9450.0;4560.0;4890.0;350.0;2140.0;3020.0;3940.0;80.0;630.0;1050.0;2800.0;270.0;1510.0;1970.0;1140.0
127;Mannen en vrouwen;Totaal leeftijd;0;7;6;2008/'09;8770.0;3650.0;5130.0;190.0;2090.0;3050.0;3440.0;40.0;420.0;920.0;2280.0;150.0;1680.0;2130.0;1170.0
128;Mannen en vrouwen;Totaal leeftijd;0;7;7;2007/'08;130.0;50.0;80.0;0.0;40.0;40.0;50.0;0.0;0.0;10.0;40.0;0.0;30.0;30.0;10.0
129;Mannen en vrouwen;Totaal leeftijd;0;7;7;2008/'09;130.0;50.0;70.0;0.0;20.0;50.0;60.0;0.0;0.0;10.0;40.0;0.0;20.0;40.0;20.0
130;Mannen en vrouwen;Totaal leeftijd;0;7;2;2007/'08;;;;;;;;;;;;;;;
131;Mannen en vrouwen;Totaal leeftijd;0;7;2;2008/'09;;;;;;;;;;;;;;;
132;Mannen en vrouwen;Totaal leeftijd;0;8;0;2007/'08;25790.0;6360.0;19430.0;1020.0;7810.0;8300.0;8660.0;80.0;840.0;1470.0;3970.0;940.0;6980.0;6830.0;4690.0
133;Mannen en vrouwen;Totaal leeftijd;0;8;0;2008/'09;24360.0;4430.0;19940.0;820.0;7240.0;8320.0;7990.0;30.0;590.0;1130.0;2680.0;790.0;6660.0;7190.0;5310.0
134;Mannen en vrouwen;Totaal leeftijd;0;8;1;2007/'08;25790.0;6360.0;19430.0;1020.0;7810.0;8300.0;8660.0;80.0;840.0;1470.0;3970.0;940.0;6980.0;6830.0;4690.0
135;Mannen en vrouwen;Totaal leeftijd;0;8;1;2008/'09;24360.0;4430.0;19940.0;820.0;7240.0;8320.0;7990.0;30.0;590.0;1130.0;2680.0;790.0;6660.0;7190.0;5310.0
136;Mannen en vrouwen;Totaal leeftijd;0;8;8;2007/'08;40.0;20.0;20.0;0.0;10.0;20.0;20.0;0.0;0.0;10.0;10.0;0.0;10.0;10.0;0.0
137;Mannen en vrouwen;Totaal leeftijd;0;8;8;2008/'09;30.0;10.0;20.0;0.0;10.0;10.0;10.0;0.0;0.0;0.0;10.0;0.0;10.0;10.0;0.0
