ID;LeeftijdReferentiepersoon;HerkomstgroeperingenReferentiepersoon;Generatie;Perioden;TotaalHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishouden_4;OverigeHuishoudens_5
0;4;Bevolking totaal;Totaal van de bevolkingsgroep;2009;7302481.0;2607426.0;4171140.0;473626.0;50290.0
1;4;Bevolking totaal;Totaal van de bevolkingsgroep;2010;7354715.0;2639631.0;4183979.0;480793.0;50312.0
2;4;Bevolking totaal;Totaal van de bevolkingsgroep;2011;7406575.0;2673525.0;4195542.0;486959.0;50550.0
3;4;Bevolking totaal;Totaal van de bevolkingsgroep;2012;7459596.0;2709668.0;4206595.0;492408.0;50925.0
4;4;Bevolking totaal;Totaal van de bevolkingsgroep;2013;7513505.0;2747495.0;4217413.0;497220.0;51377.0
5;4;Bevolking totaal;Totaal van de bevolkingsgroep;2014;7566822.0;2784943.0;4228168.0;501903.0;51809.0
6;4;Bevolking totaal;Totaal van de bevolkingsgroep;2015;7618869.0;2822316.0;4238464.0;505859.0;52231.0
7;4;Bevolking totaal;Totaal van de bevolkingsgroep;2016;7669568.0;2859706.0;4248175.0;509051.0;52636.0
8;4;Bevolking totaal;Totaal van de bevolkingsgroep;2017;7719154.0;2896958.0;4257277.0;511866.0;53053.0
9;4;Bevolking totaal;Totaal van de bevolkingsgroep;2018;7767373.0;2934322.0;4265555.0;514013.0;53484.0
10;4;Bevolking totaal;Totaal van de bevolkingsgroep;2019;7814462.0;2971802.0;4273038.0;515684.0;53938.0
11;4;Bevolking totaal;Totaal van de bevolkingsgroep;2020;7860151.0;3009204.0;4279712.0;516863.0;54372.0
12;4;Bevolking totaal;Totaal van de bevolkingsgroep;2021;7904303.0;3046285.0;4285560.0;517658.0;54800.0
13;4;Bevolking totaal;Totaal van de bevolkingsgroep;2022;7946797.0;3082718.0;4290567.0;518300.0;55212.0
14;4;Bevolking totaal;Totaal van de bevolkingsgroep;2023;7987158.0;3118534.0;4294522.0;518509.0;55593.0
15;4;Bevolking totaal;Totaal van de bevolkingsgroep;2024;8025183.0;3153269.0;4297276.0;518715.0;55924.0
16;4;Bevolking totaal;Totaal van de bevolkingsgroep;2025;8060518.0;3187236.0;4298620.0;518455.0;56208.0
17;4;Bevolking totaal;Totaal van de bevolkingsgroep;2026;8093110.0;3220102.0;4298390.0;518170.0;56448.0
18;4;Bevolking totaal;Totaal van de bevolkingsgroep;2027;8123175.0;3252134.0;4296530.0;517825.0;56687.0
19;4;Bevolking totaal;Totaal van de bevolkingsgroep;2028;8150415.0;3283034.0;4292933.0;517531.0;56917.0
20;4;Bevolking totaal;Totaal van de bevolkingsgroep;2029;8174580.0;3312431.0;4287646.0;517371.0;57133.0
21;4;Bevolking totaal;Totaal van de bevolkingsgroep;2030;8195692.0;3340254.0;4280711.0;517395.0;57332.0
22;4;Bevolking totaal;Totaal van de bevolkingsgroep;2031;8213734.0;3366674.0;4272211.0;517305.0;57545.0
23;4;Bevolking totaal;Totaal van de bevolkingsgroep;2032;8229037.0;3391339.0;4262319.0;517638.0;57741.0
24;4;Bevolking totaal;Totaal van de bevolkingsgroep;2033;8241626.0;3414686.0;4251127.0;517853.0;57960.0
25;4;Bevolking totaal;Totaal van de bevolkingsgroep;2034;8251760.0;3436505.0;4238870.0;518202.0;58184.0
26;4;Bevolking totaal;Totaal van de bevolkingsgroep;2035;8259577.0;3456765.0;4225734.0;518658.0;58420.0
27;4;Bevolking totaal;Totaal van de bevolkingsgroep;2036;8265355.0;3475512.0;4211914.0;519263.0;58666.0
28;4;Bevolking totaal;Totaal van de bevolkingsgroep;2037;8269221.0;3492699.0;4197626.0;519996.0;58900.0
29;4;Bevolking totaal;Totaal van de bevolkingsgroep;2038;8271491.0;3508488.0;4183079.0;520782.0;59142.0
30;4;Bevolking totaal;Totaal van de bevolkingsgroep;2039;8272341.0;3522924.0;4168432.0;521590.0;59395.0
31;4;Bevolking totaal;Totaal van de bevolkingsgroep;2040;8271998.0;3536076.0;4153846.0;522422.0;59654.0
32;4;Bevolking totaal;Totaal van de bevolkingsgroep;2041;8270648.0;3548058.0;4139464.0;523213.0;59913.0
33;4;Bevolking totaal;Totaal van de bevolkingsgroep;2042;8268423.0;3558909.0;4125418.0;523939.0;60157.0
34;4;Bevolking totaal;Totaal van de bevolkingsgroep;2043;8265493.0;3568684.0;4111815.0;524593.0;60401.0
35;4;Bevolking totaal;Totaal van de bevolkingsgroep;2044;8261934.0;3577429.0;4098727.0;525143.0;60635.0
36;4;Bevolking totaal;Totaal van de bevolkingsgroep;2045;8257800.0;3585086.0;4086271.0;525583.0;60860.0
37;4;Bevolking totaal;Totaal van de bevolkingsgroep;2046;8253075.0;3591668.0;4074486.0;525858.0;61063.0
38;4;Bevolking totaal;Totaal van de bevolkingsgroep;2047;8247825.0;3597191.0;4063412.0;525969.0;61253.0
39;4;Bevolking totaal;Totaal van de bevolkingsgroep;2048;8242056.0;3601621.0;4053111.0;525904.0;61421.0
40;4;Bevolking totaal;Totaal van de bevolkingsgroep;2049;8235834.0;3604954.0;4043640.0;525669.0;61571.0
41;4;Bevolking totaal;Totaal van de bevolkingsgroep;2050;8229150.0;3607141.0;4035041.0;525274.0;61694.0
42;4;Bevolking totaal;Eerste generatie allochtonen;2009;943241.0;381899.0;423530.0;120039.0;17772.0
43;4;Bevolking totaal;Eerste generatie allochtonen;2010;959359.0;390133.0;428872.0;122575.0;17778.0
44;4;Bevolking totaal;Eerste generatie allochtonen;2011;972610.0;397093.0;433099.0;124674.0;17745.0
45;4;Bevolking totaal;Eerste generatie allochtonen;2012;985118.0;403671.0;437073.0;126668.0;17707.0
46;4;Bevolking totaal;Eerste generatie allochtonen;2013;997816.0;410351.0;441253.0;128534.0;17678.0
47;4;Bevolking totaal;Eerste generatie allochtonen;2014;1010539.0;416818.0;445711.0;130375.0;17635.0
48;4;Bevolking totaal;Eerste generatie allochtonen;2015;1023464.0;423515.0;450275.0;132066.0;17608.0
49;4;Bevolking totaal;Eerste generatie allochtonen;2016;1036603.0;430817.0;454664.0;133503.0;17619.0
50;4;Bevolking totaal;Eerste generatie allochtonen;2017;1049907.0;438270.0;459055.0;134923.0;17658.0
51;4;Bevolking totaal;Eerste generatie allochtonen;2018;1063474.0;445949.0;463558.0;136261.0;17706.0
52;4;Bevolking totaal;Eerste generatie allochtonen;2019;1076782.0;453446.0;468101.0;137480.0;17754.0
53;4;Bevolking totaal;Eerste generatie allochtonen;2020;1089970.0;461007.0;472588.0;138571.0;17804.0
54;4;Bevolking totaal;Eerste generatie allochtonen;2021;1103026.0;468919.0;476827.0;139413.0;17867.0
55;4;Bevolking totaal;Eerste generatie allochtonen;2022;1115607.0;476430.0;481044.0;140216.0;17916.0
56;4;Bevolking totaal;Eerste generatie allochtonen;2023;1128125.0;484096.0;485134.0;140935.0;17960.0
57;4;Bevolking totaal;Eerste generatie allochtonen;2024;1140238.0;491618.0;489052.0;141557.0;18011.0
