ID;Interval;Leeftijd;Perioden;TotaalMannenEnVrouwen_1;Mannen_2;Vrouwen_3
33;1;Totaal over alle leeftijden;2040;16963085;8372511;8590578
34;1;Totaal over alle leeftijden;2041;16948169;8363809;8584359
35;1;Totaal over alle leeftijden;2042;16931974;8354645;8577323
36;1;Totaal over alle leeftijden;2043;16914899;8345237;8569670
37;1;Totaal over alle leeftijden;2044;16897318;8335767;8561544
38;1;Totaal over alle leeftijden;2045;16879517;8326386;8553128
39;1;Totaal over alle leeftijden;2046;16861851;8317259;8544583
40;1;Totaal over alle leeftijden;2047;16844551;8308505;8536062
41;1;Totaal over alle leeftijden;2048;16827907;8300240;8527661
42;1;Totaal over alle leeftijden;2049;16812035;8292556;8519474
43;1;Totaal over alle leeftijden;2050;16797100;8285554;8511552
44;1;0 tot 5 jaar;2007;966210;494299;471910
45;1;0 tot 5 jaar;2008;944631;483016;461617
46;1;0 tot 5 jaar;2009;923611;472082;451527
47;1;0 tot 5 jaar;2010;908956;464755;444202
48;1;0 tot 5 jaar;2011;900064;460165;439897
49;1;0 tot 5 jaar;2012;892683;456423;436261
50;1;0 tot 5 jaar;2013;887222;453652;433570
51;1;0 tot 5 jaar;2014;883371;451696;431675
52;1;0 tot 5 jaar;2015;880994;450483;430511
53;1;0 tot 5 jaar;2016;880214;450086;430128
54;1;0 tot 5 jaar;2017;881103;450544;430559
55;1;0 tot 5 jaar;2018;883392;451723;431669
56;1;0 tot 5 jaar;2019;886926;453544;433381
57;1;0 tot 5 jaar;2020;891319;455806;435513
58;1;0 tot 5 jaar;2021;896260;458348;437911
59;1;0 tot 5 jaar;2022;901434;461011;440422
60;1;0 tot 5 jaar;2023;906568;463649;442919
61;1;0 tot 5 jaar;2024;911310;466087;445223
62;1;0 tot 5 jaar;2025;915565;468276;447290
63;1;0 tot 5 jaar;2026;919217;470154;449063
64;1;0 tot 5 jaar;2027;922219;471698;450520
65;1;0 tot 5 jaar;2028;924615;472934;451682
66;1;0 tot 5 jaar;2029;926378;473842;452534
67;1;0 tot 5 jaar;2030;927537;474443;453093
68;1;0 tot 5 jaar;2031;928006;474687;453318
69;1;0 tot 5 jaar;2032;927807;474591;453217
70;1;0 tot 5 jaar;2033;926836;474100;452735
71;1;0 tot 5 jaar;2034;925066;473197;451870
72;1;0 tot 5 jaar;2035;922435;471852;450583
73;1;0 tot 5 jaar;2036;919082;470139;448942
74;1;0 tot 5 jaar;2037;915032;468067;446964
75;1;0 tot 5 jaar;2038;910516;465759;444758
76;1;0 tot 5 jaar;2039;905750;463322;442429
77;1;0 tot 5 jaar;2040;900994;460886;440109
78;1;0 tot 5 jaar;2041;896477;458575;437900
79;1;0 tot 5 jaar;2042;892441;456514;435928
80;1;0 tot 5 jaar;2043;889060;454785;434276
81;1;0 tot 5 jaar;2044;886481;453469;433013
82;1;0 tot 5 jaar;2045;884737;452580;432159
83;1;0 tot 5 jaar;2046;883899;452156;431744
84;1;0 tot 5 jaar;2047;883906;452165;431741
85;1;0 tot 5 jaar;2048;884708;452582;432126
86;1;0 tot 5 jaar;2049;886205;453357;432847
87;1;0 tot 5 jaar;2050;888322;454452;433872
88;1;5 tot 10 jaar;2007;1005676;513955;491722
89;1;5 tot 10 jaar;2008;1009769;516589;493181
90;1;5 tot 10 jaar;2009;1006675;515104;491570
91;1;5 tot 10 jaar;2010;995769;509121;486649
92;1;5 tot 10 jaar;2011;974430;498529;475901
93;1;5 tot 10 jaar;2012;954863;488546;466317
94;1;5 tot 10 jaar;2013;935445;478455;456992
95;1;5 tot 10 jaar;2014;916346;468566;447780
96;1;5 tot 10 jaar;2015;903199;462009;441191
97;1;5 tot 10 jaar;2016;895344;457952;437392
98;1;5 tot 10 jaar;2017;888727;454580;434147
99;1;5 tot 10 jaar;2018;883839;452086;431752
100;1;5 tot 10 jaar;2019;880419;450344;430075
101;1;5 tot 10 jaar;2020;878372;449304;429067
102;1;5 tot 10 jaar;2021;877833;449041;428793
103;1;5 tot 10 jaar;2022;878895;449595;429300
104;1;5 tot 10 jaar;2023;881322;450851;430471
105;1;5 tot 10 jaar;2024;884965;452733;432232
106;1;5 tot 10 jaar;2025;889447;455043;434404
107;1;5 tot 10 jaar;2026;894468;457627;436841
108;1;5 tot 10 jaar;2027;899722;460326;439394
109;1;5 tot 10 jaar;2028;904937;463007;441929
110;1;5 tot 10 jaar;2029;909785;465498;444286
111;1;5 tot 10 jaar;2030;914159;467743;446415
112;1;5 tot 10 jaar;2031;917958;469692;448267
113;1;5 tot 10 jaar;2032;921123;471313;449808
114;1;5 tot 10 jaar;2033;923701;472637;451064
115;1;5 tot 10 jaar;2034;925655;473635;452021
116;1;5 tot 10 jaar;2035;927035;474341;452694
117;1;5 tot 10 jaar;2036;927733;474694;453040
118;1;5 tot 10 jaar;2037;927778;474714;453064
119;1;5 tot 10 jaar;2038;927073;474350;452722
120;1;5 tot 10 jaar;2039;925588;473586;452003
121;1;5 tot 10 jaar;2040;923255;472389;450866
122;1;5 tot 10 jaar;2041;920211;470829;449382
123;1;5 tot 10 jaar;2042;916482;468914;447568
124;1;5 tot 10 jaar;2043;912287;466767;445522
125;1;5 tot 10 jaar;2044;907840;464488;443351
126;1;5 tot 10 jaar;2045;903393;462208;441184
127;1;5 tot 10 jaar;2046;899161;460045;439115
128;1;5 tot 10 jaar;2047;895390;458117;437274
129;1;5 tot 10 jaar;2048;892241;456506;435735
130;1;5 tot 10 jaar;2049;889860;455291;434570
131;1;5 tot 10 jaar;2050;888277;454488;433790
132;1;10 tot 15 jaar;2007;985644;504642;481002
133;1;10 tot 15 jaar;2008;977718;500094;477623
134;1;10 tot 15 jaar;2009;978154;500533;477621
135;1;10 tot 15 jaar;2010;979713;501645;478068
136;1;10 tot 15 jaar;2011;991492;507515;483978
137;1;10 tot 15 jaar;2012;1000414;511575;488840
138;1;10 tot 15 jaar;2013;1006083;515053;491032
139;1;10 tot 15 jaar;2014;1004214;514246;489970
140;1;10 tot 15 jaar;2015;994266;508807;485461
141;1;10 tot 15 jaar;2016;973865;498719;475144
142;1;10 tot 15 jaar;2017;954982;489110;465871
143;1;10 tot 15 jaar;2018;936112;479316;456794
144;1;10 tot 15 jaar;2019;917508;469697;447811
145;1;10 tot 15 jaar;2020;904762;463339;441425
146;1;10 tot 15 jaar;2021;897185;459423;437761
147;1;10 tot 15 jaar;2022;890802;456171;434630
148;1;10 tot 15 jaar;2023;886124;453788;432337
149;1;10 tot 15 jaar;2024;882905;452150;430756
150;1;10 tot 15 jaar;2025;881036;451202;429834
151;1;10 tot 15 jaar;2026;880647;451017;429629
152;1;10 tot 15 jaar;2027;881833;451639;430195
153;1;10 tot 15 jaar;2028;884364;452952;431413
154;1;10 tot 15 jaar;2029;888094;454876;433219
155;1;10 tot 15 jaar;2030;892654;457224;435430
156;1;10 tot 15 jaar;2031;897744;459842;437901
157;1;10 tot 15 jaar;2032;903064;462577;440489
158;1;10 tot 15 jaar;2033;908357;465293;443063
159;1;10 tot 15 jaar;2034;913289;467826;445463
160;1;10 tot 15 jaar;2035;917754;470113;447642
161;1;10 tot 15 jaar;2036;921657;472110;449548
162;1;10 tot 15 jaar;2037;924935;473786;451150
163;1;10 tot 15 jaar;2038;927635;475164;452471
164;1;10 tot 15 jaar;2039;929719;476226;453494
165;1;10 tot 15 jaar;2040;931225;476995;454231
166;1;10 tot 15 jaar;2041;932070;477421;454650
167;1;10 tot 15 jaar;2042;932269;477516;454754
168;1;10 tot 15 jaar;2043;931727;477232;454495
169;1;10 tot 15 jaar;2044;930407;476550;453854
170;1;10 tot 15 jaar;2045;928243;475442;452800
171;1;10 tot 15 jaar;2046;925377;473974;451404
172;1;10 tot 15 jaar;2047;921823;472153;449671
173;1;10 tot 15 jaar;2048;917806;470095;447709
174;1;10 tot 15 jaar;2049;913540;467912;445626
175;1;10 tot 15 jaar;2050;909259;465725;443531
176;1;15 tot 20 jaar;2007;998564;510327;488238
177;1;15 tot 20 jaar;2008;1003466;512511;490954
178;1;15 tot 20 jaar;2009;1007652;514467;493184
179;1;15 tot 20 jaar;2010;1010432;516124;494311
180;1;15 tot 20 jaar;2011;1000055;510560;489494
181;1;15 tot 20 jaar;2012;989642;505920;483723
182;1;15 tot 20 jaar;2013;983315;502285;481030
183;1;15 tot 20 jaar;2014;984937;503356;481581
184;1;15 tot 20 jaar;2015;987405;504961;482445
185;1;15 tot 20 jaar;2016;999669;511079;488590
186;1;15 tot 20 jaar;2017;1008998;515359;493638
187;1;15 tot 20 jaar;2018;1014915;518951;495963
188;1;15 tot 20 jaar;2019;1013203;518248;494956
189;1;15 tot 20 jaar;2020;1003385;512909;490477
190;1;15 tot 20 jaar;2021;983244;502985;480260
191;1;15 tot 20 jaar;2022;964578;493510;471068
192;1;15 tot 20 jaar;2023;945926;483853;462073
193;1;15 tot 20 jaar;2024;927590;474390;453201
194;1;15 tot 20 jaar;2025;915085;468152;446933
195;1;15 tot 20 jaar;2026;907683;464330;443352
196;1;15 tot 20 jaar;2027;901454;461155;440298
197;1;15 tot 20 jaar;2028;896916;458841;438075
198;1;15 tot 20 jaar;2029;893820;457265;436557
199;1;15 tot 20 jaar;2030;892061;456375;435686
200;1;15 tot 20 jaar;2031;891770;456238;435532
201;1;15 tot 20 jaar;2032;893036;456901;436136
202;1;15 tot 20 jaar;2033;895640;458247;437391
203;1;15 tot 20 jaar;2034;899423;460195;439228
204;1;15 tot 20 jaar;2035;904031;462566;441465
205;1;15 tot 20 jaar;2036;909161;465200;443960
206;1;15 tot 20 jaar;2037;914519;467950;446570
207;1;15 tot 20 jaar;2038;919853;470686;449168
208;1;15 tot 20 jaar;2039;924834;473241;451592
209;1;15 tot 20 jaar;2040;929351;475553;453798
210;1;15 tot 20 jaar;2041;933300;477573;455728
211;1;15 tot 20 jaar;2042;936628;479272;457355
212;1;15 tot 20 jaar;2043;939386;480679;458708
213;1;15 tot 20 jaar;2044;941537;481773;459762
214;1;15 tot 20 jaar;2045;943113;482577;460536
215;1;15 tot 20 jaar;2046;944019;483036;460984
216;1;15 tot 20 jaar;2047;944294;483172;461122
217;1;15 tot 20 jaar;2048;943824;482933;460891
218;1;15 tot 20 jaar;2049;942578;482293;460284
219;1;15 tot 20 jaar;2050;940488;481227;459262
220;1;20 tot 25 jaar;2007;966666;488431;478234
221;1;20 tot 25 jaar;2008;975830;493236;482593
222;1;20 tot 25 jaar;2009;987096;498896;488200
223;1;20 tot 25 jaar;2010;997032;503435;493596
224;1;20 tot 25 jaar;2011;1012723;511823;500901
225;1;20 tot 25 jaar;2012;1024001;517880;506122
226;1;20 tot 25 jaar;2013;1031683;521589;510094
227;1;20 tot 25 jaar;2014;1038030;524710;513321
228;1;20 tot 25 jaar;2015;1042482;527224;515259
229;1;20 tot 25 jaar;2016;1033754;522532;511222
230;1;20 tot 25 jaar;2017;1024610;518497;506116
231;1;20 tot 25 jaar;2018;1019288;515362;503923
232;1;20 tot 25 jaar;2019;1021599;516742;504858
233;1;20 tot 25 jaar;2020;1024686;518631;506055
234;1;20 tot 25 jaar;2021;1037173;524829;512344
235;1;20 tot 25 jaar;2022;1046766;529233;517534
236;1;20 tot 25 jaar;2023;1052915;532895;520021
237;1;20 tot 25 jaar;2024;1051511;532335;519175
238;1;20 tot 25 jaar;2025;1042065;527190;514879
239;1;20 tot 25 jaar;2026;1022574;517581;504994
240;1;20 tot 25 jaar;2027;1004523;508415;496108
241;1;20 tot 25 jaar;2028;986533;499095;487439
242;1;20 tot 25 jaar;2029;968942;490003;478938
243;1;20 tot 25 jaar;2030;957076;484059;473017
244;1;20 tot 25 jaar;2031;950159;480454;469705
245;1;20 tot 25 jaar;2032;944373;477467;466906
246;1;20 tot 25 jaar;2033;940241;475320;464921
247;1;20 tot 25 jaar;2034;937523;473900;463624
248;1;20 tot 25 jaar;2035;936109;473144;462965
249;1;20 tot 25 jaar;2036;936125;473123;463002
250;1;20 tot 25 jaar;2037;937662;473879;463783
251;1;20 tot 25 jaar;2038;940503;475303;465201
252;1;20 tot 25 jaar;2039;944498;477313;467185
253;1;20 tot 25 jaar;2040;949287;479733;469554
254;1;20 tot 25 jaar;2041;954585;482415;472171
255;1;20 tot 25 jaar;2042;960095;485201;474893
256;1;20 tot 25 jaar;2043;965560;487963;477598
257;1;20 tot 25 jaar;2044;970677;490545;480131
258;1;20 tot 25 jaar;2045;975328;492886;482442
259;1;20 tot 25 jaar;2046;979416;494941;484475
260;1;20 tot 25 jaar;2047;982878;496681;486198
261;1;20 tot 25 jaar;2048;985774;498127;487647
262;1;20 tot 25 jaar;2049;988053;499264;488790
263;1;20 tot 25 jaar;2050;989759;500117;489641
264;1;25 tot 30 jaar;2007;989667;494908;494759
265;1;25 tot 30 jaar;2008;985916;492959;492957
266;1;25 tot 30 jaar;2009;979603;489852;489752
267;1;25 tot 30 jaar;2010;980117;490614;489503
268;1;25 tot 30 jaar;2011;978417;489839;488577
269;1;25 tot 30 jaar;2012;984620;493394;491226
270;1;25 tot 30 jaar;2013;997576;500629;496946
271;1;25 tot 30 jaar;2014;1011722;508166;503556
272;1;25 tot 30 jaar;2015;1023841;514127;509715
273;1;25 tot 30 jaar;2016;1040770;523253;517517
274;1;25 tot 30 jaar;2017;1052880;529800;523080
275;1;25 tot 30 jaar;2018;1061147;533830;527317
276;1;25 tot 30 jaar;2019;1068175;537319;530856
277;1;25 tot 30 jaar;2020;1073435;540251;533186
278;1;25 tot 30 jaar;2021;1066064;536302;529762
279;1;25 tot 30 jaar;2022;1058178;532900;525277
280;1;25 tot 30 jaar;2023;1053997;530372;523624
281;1;25 tot 30 jaar;2024;1057150;532142;525009
282;1;25 tot 30 jaar;2025;1061039;534399;526640
283;1;25 tot 30 jaar;2026;1073891;540733;533157
284;1;25 tot 30 jaar;2027;1083970;545354;538614
285;1;25 tot 30 jaar;2028;1090622;549195;541427
286;1;25 tot 30 jaar;2029;1089868;548929;540941
287;1;25 tot 30 jaar;2030;1081265;544200;537067
288;1;25 tot 30 jaar;2031;1062994;535196;527797
289;1;25 tot 30 jaar;2032;1046118;526616;519501
290;1;25 tot 30 jaar;2033;1029334;517908;511426
291;1;25 tot 30 jaar;2034;1012963;509427;503537
292;1;25 tot 30 jaar;2035;1002135;503970;498164
293;1;25 tot 30 jaar;2036;996065;500755;495312
294;1;25 tot 30 jaar;2037;991065;498112;492953
295;1;25 tot 30 jaar;2038;987661;496285;491378
296;1;25 tot 30 jaar;2039;985617;495149;490469
297;1;25 tot 30 jaar;2040;984825;494655;490170
298;1;25 tot 30 jaar;2041;985397;494858;490539
299;1;25 tot 30 jaar;2042;987427;495806;491621
300;1;25 tot 30 jaar;2043;990694;497385;493311
301;1;25 tot 30 jaar;2044;995054;499524;495530
302;1;25 tot 30 jaar;2045;1000168;502049;498118
303;1;25 tot 30 jaar;2046;1005739;504812;500927
304;1;25 tot 30 jaar;2047;1011489;507669;503821
305;1;25 tot 30 jaar;2048;1017177;510498;506679
306;1;25 tot 30 jaar;2049;1022499;513145;509354
307;1;25 tot 30 jaar;2050;1027334;515547;511787
308;1;30 tot 35 jaar;2007;1068453;533928;534527
309;1;30 tot 35 jaar;2008;1023389;511055;512335
310;1;30 tot 35 jaar;2009;1000414;499256;501158
311;1;30 tot 35 jaar;2010;985632;491538;494094
312;1;30 tot 35 jaar;2011;987026;492431;494597
313;1;30 tot 35 jaar;2012;988191;492277;495914
314;1;30 tot 35 jaar;2013;986924;491869;495055
315;1;30 tot 35 jaar;2014;982512;489902;492609
316;1;30 tot 35 jaar;2015;983836;491152;492683
317;1;30 tot 35 jaar;2016;982809;490809;492000
318;1;30 tot 35 jaar;2017;989378;494588;494789
319;1;30 tot 35 jaar;2018;1002603;502014;500591
320;1;30 tot 35 jaar;2019;1016924;509705;507220
321;1;30 tot 35 jaar;2020;1029296;515876;513420
322;1;30 tot 35 jaar;2021;1046201;525000;521202
323;1;30 tot 35 jaar;2022;1058430;531637;526793
324;1;30 tot 35 jaar;2023;1066953;535832;531119
325;1;30 tot 35 jaar;2024;1074430;539591;534840
326;1;30 tot 35 jaar;2025;1080261;542844;537416
327;1;30 tot 35 jaar;2026;1073973;539523;534449
328;1;30 tot 35 jaar;2027;1067107;536664;530443
329;1;30 tot 35 jaar;2028;1063837;534658;529179
330;1;30 tot 35 jaar;2029;1067609;536737;530872
331;1;30 tot 35 jaar;2030;1072069;539277;532792
332;1;30 tot 35 jaar;2031;1085142;545706;539437
333;1;30 tot 35 jaar;2032;1095575;550509;545066
334;1;30 tot 35 jaar;2033;1102653;554533;548120
335;1;30 tot 35 jaar;2034;1102511;554580;547931
336;1;30 tot 35 jaar;2035;1094760;550324;544436
337;1;30 tot 35 jaar;2036;1077652;541949;535704
338;1;30 tot 35 jaar;2037;1061883;533977;527905
339;1;30 tot 35 jaar;2038;1046192;525871;520322
340;1;30 tot 35 jaar;2039;1030892;517975;512915
341;1;30 tot 35 jaar;2040;1020951;512989;507963
342;1;30 tot 35 jaar;2041;1015598;510149;505450
343;1;30 tot 35 jaar;2042;1011258;507849;503407
344;1;30 tot 35 jaar;2043;1008449;506329;502120
345;1;30 tot 35 jaar;2044;1006933;505466;501467
346;1;30 tot 35 jaar;2045;1006606;505213;501393
347;1;30 tot 35 jaar;2046;1007581;505622;501959
348;1;30 tot 35 jaar;2047;1009938;506738;503202
349;1;30 tot 35 jaar;2048;1013458;508448;505009
350;1;30 tot 35 jaar;2049;1017999;510684;507314
351;1;30 tot 35 jaar;2050;1023248;513288;509960
352;1;35 tot 40 jaar;2007;1294783;653335;641448
353;1;35 tot 40 jaar;2008;1271634;638860;632775
354;1;35 tot 40 jaar;2009;1229301;615541;613761
355;1;35 tot 40 jaar;2010;1169225;583633;585591
356;1;35 tot 40 jaar;2011;1107761;551592;556168
357;1;35 tot 40 jaar;2012;1056858;525805;531054
358;1;35 tot 40 jaar;2013;1016398;505851;510548
359;1;35 tot 40 jaar;2014;996369;495958;500411
360;1;35 tot 40 jaar;2015;983656;489553;494102
361;1;35 tot 40 jaar;2016;985860;490953;494908
362;1;35 tot 40 jaar;2017;987316;491005;496312
363;1;35 tot 40 jaar;2018;986078;490582;495496
364;1;35 tot 40 jaar;2019;981728;488604;493121
365;1;35 tot 40 jaar;2020;982842;489702;493140
366;1;35 tot 40 jaar;2021;981804;489361;492443
367;1;35 tot 40 jaar;2022;988315;493109;495207
368;1;35 tot 40 jaar;2023;1001505;500509;500997
369;1;35 tot 40 jaar;2024;1015817;508193;507624
370;1;35 tot 40 jaar;2025;1028263;514407;513857
371;1;35 tot 40 jaar;2026;1045071;523440;521630
372;1;35 tot 40 jaar;2027;1057342;530079;527263
373;1;35 tot 40 jaar;2028;1066019;534347;531672
374;1;35 tot 40 jaar;2029;1073750;538230;535519
375;1;35 tot 40 jaar;2030;1079915;541653;538263
376;1;35 tot 40 jaar;2031;1074337;538729;535610
377;1;35 tot 40 jaar;2032;1068141;536211;531930
378;1;35 tot 40 jaar;2033;1065449;534523;530926
379;1;35 tot 40 jaar;2034;1069573;536766;532806
380;1;35 tot 40 jaar;2035;1074364;539456;534907
381;1;35 tot 40 jaar;2036;1087512;545893;541618
382;1;35 tot 40 jaar;2037;1098130;550773;547357
383;1;35 tot 40 jaar;2038;1105451;554890;550560
384;1;35 tot 40 jaar;2039;1105699;555128;550569
385;1;35 tot 40 jaar;2040;1098529;551200;547331
386;1;35 tot 40 jaar;2041;1082236;543278;538958
387;1;35 tot 40 jaar;2042;1067230;535741;531489
388;1;35 tot 40 jaar;2043;1052283;528063;524220
389;1;35 tot 40 jaar;2044;1037701;520586;517114
390;1;35 tot 40 jaar;2045;1028326;515915;512412
391;1;35 tot 40 jaar;2046;1023406;513318;510088
392;1;35 tot 40 jaar;2047;1019450;511240;508212
393;1;35 tot 40 jaar;2048;1016970;509910;507062
394;1;35 tot 40 jaar;2049;1015726;509207;506518
395;1;35 tot 40 jaar;2050;1015617;509092;506525
396;1;40 tot 45 jaar;2007;1309426;663325;646101
397;1;40 tot 45 jaar;2008;1300787;658537;642252
398;1;40 tot 45 jaar;2009;1290017;651698;638317
399;1;40 tot 45 jaar;2010;1286991;649040;637952
400;1;40 tot 45 jaar;2011;1282698;645136;637562
401;1;40 tot 45 jaar;2012;1272453;638510;633943
402;1;40 tot 45 jaar;2013;1252528;626337;626192
403;1;40 tot 45 jaar;2014;1213734;605435;608299
404;1;40 tot 45 jaar;2015;1157066;575829;581236
405;1;40 tot 45 jaar;2016;1098628;545766;552860
406;1;40 tot 45 jaar;2017;1049899;521328;528571
407;1;40 tot 45 jaar;2018;1011048;502344;508704
408;1;40 tot 45 jaar;2019;991823;492956;498867
409;1;40 tot 45 jaar;2020;979679;486899;492780
410;1;40 tot 45 jaar;2021;981933;488320;493613
411;1;40 tot 45 jaar;2022;983394;488399;494995
412;1;40 tot 45 jaar;2023;982182;487974;494207
413;1;40 tot 45 jaar;2024;977951;486040;491911
414;1;40 tot 45 jaar;2025;979012;487075;491936
415;1;40 tot 45 jaar;2026;978042;486753;491288
416;1;40 tot 45 jaar;2027;984528;490455;494074
417;1;40 tot 45 jaar;2028;997649;497768;499880
418;1;40 tot 45 jaar;2029;1011895;505382;506512
419;1;40 tot 45 jaar;2030;1024334;511562;512773
420;1;40 tot 45 jaar;2031;1041007;520468;520540
421;1;40 tot 45 jaar;2032;1053247;527048;526200
422;1;40 tot 45 jaar;2033;1061983;531323;530660
423;1;40 tot 45 jaar;2034;1069832;535248;534586
424;1;40 tot 45 jaar;2035;1076170;538731;537439
425;1;40 tot 45 jaar;2036;1071043;536044;534998
426;1;40 tot 45 jaar;2037;1065278;533737;531540
427;1;40 tot 45 jaar;2038;1062946;532243;530703
428;1;40 tot 45 jaar;2039;1067260;534560;532700
429;1;40 tot 45 jaar;2040;1072211;537300;534911
430;1;40 tot 45 jaar;2041;1085323;543692;541631
431;1;40 tot 45 jaar;2042;1095984;548575;547410
432;1;40 tot 45 jaar;2043;1103398;552709;550690
433;1;40 tot 45 jaar;2044;1103871;553059;550810
434;1;40 tot 45 jaar;2045;1097065;549342;547725
435;1;40 tot 45 jaar;2046;1081311;541735;539575
436;1;40 tot 45 jaar;2047;1066798;534493;532305
437;1;40 tot 45 jaar;2048;1052326;527105;525221
438;1;40 tot 45 jaar;2049;1038191;519904;518287
439;1;40 tot 45 jaar;2050;1029142;515432;513710
440;1;45 tot 50 jaar;2007;1235149;622093;613056
441;1;45 tot 50 jaar;2008;1250737;629679;621057
442;1;45 tot 50 jaar;2009;1266444;637780;628664
443;1;45 tot 50 jaar;2010;1279726;644652;635074
444;1;45 tot 50 jaar;2011;1287022;648442;638581
445;1;45 tot 50 jaar;2012;1283531;646687;636845
446;1;45 tot 50 jaar;2013;1276802;643217;633584
447;1;45 tot 50 jaar;2014;1267714;637582;630134
448;1;45 tot 50 jaar;2015;1266030;635883;630147
449;1;45 tot 50 jaar;2016;1262741;632772;629971
450;1;45 tot 50 jaar;2017;1253475;626938;626538
451;1;45 tot 50 jaar;2018;1234556;615547;619008
452;1;45 tot 50 jaar;2019;1197246;595673;601572
453;1;45 tot 50 jaar;2020;1142390;567279;575113
454;1;45 tot 50 jaar;2021;1085823;538409;547414
455;1;45 tot 50 jaar;2022;1038600;514878;523720
456;1;45 tot 50 jaar;2023;1000970;496604;504366
457;1;45 tot 50 jaar;2024;982420;487609;494810
458;1;45 tot 50 jaar;2025;970785;481834;488951
459;1;45 tot 50 jaar;2026;973146;483288;489858
460;1;45 tot 50 jaar;2027;974686;483408;491276
461;1;45 tot 50 jaar;2028;973574;483016;490559
462;1;45 tot 50 jaar;2029;969516;481142;488373
463;1;45 tot 50 jaar;2030;970599;482148;488451
464;1;45 tot 50 jaar;2031;969726;481847;487879
465;1;45 tot 50 jaar;2032;976195;485492;490705
466;1;45 tot 50 jaar;2033;989213;492691;496523
467;1;45 tot 50 jaar;2034;1003352;500197;503157
468;1;45 tot 50 jaar;2035;1015735;506306;509429
469;1;45 tot 50 jaar;2036;1032266;515081;517185
470;1;45 tot 50 jaar;2037;1044449;521582;522867
471;1;45 tot 50 jaar;2038;1053206;525837;527368
472;1;45 tot 50 jaar;2039;1061113;529765;531348
473;1;45 tot 50 jaar;2040;1067547;533270;534276
474;1;45 tot 50 jaar;2041;1062754;530754;532000
475;1;45 tot 50 jaar;2042;1057313;528596;528716
476;1;45 tot 50 jaar;2043;1055234;527229;528004
477;1;45 tot 50 jaar;2044;1059651;529574;530076
478;1;45 tot 50 jaar;2045;1064694;532339;532356
479;1;45 tot 50 jaar;2046;1077734;538659;539074
480;1;45 tot 50 jaar;2047;1088366;543509;544857
481;1;45 tot 50 jaar;2048;1095788;547624;548162
482;1;45 tot 50 jaar;2049;1096374;548033;548341
483;1;45 tot 50 jaar;2050;1089810;544466;545345
484;1;50 tot 55 jaar;2007;1131702;569502;562202
485;1;50 tot 55 jaar;2008;1140241;572827;567415
486;1;50 tot 55 jaar;2009;1154171;579299;574872
487;1;50 tot 55 jaar;2010;1171559;587467;584094
488;1;50 tot 55 jaar;2011;1187753;595973;591781
489;1;50 tot 55 jaar;2012;1205459;604436;601023
490;1;50 tot 55 jaar;2013;1221539;612401;609136
491;1;50 tot 55 jaar;2014;1237644;620832;616812
492;1;50 tot 55 jaar;2015;1251105;627898;623209
493;1;50 tot 55 jaar;2016;1258791;632004;626786
494;1;50 tot 55 jaar;2017;1255768;630581;625186
495;1;50 tot 55 jaar;2018;1249625;627556;622070
496;1;50 tot 55 jaar;2019;1241087;622359;618727
497;1;50 tot 55 jaar;2020;1239856;621025;618833
