ID;KenmerkenLeasevoertuigen;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Weegfactoren_4;Prijsindex_5;Kwartaalmutatie_6;Jaarmutatie_7;Weegfactoren_8
1599;Elektrische auto's: D inclusief MPV/SUV;2011;;;;;;;;
1600;Elektrische auto's: D inclusief MPV/SUV;2012 1e kwartaal;;;;;;;;
1601;Elektrische auto's: D inclusief MPV/SUV;2012 2e kwartaal;;;;;;;;
1602;Elektrische auto's: D inclusief MPV/SUV;2012 3e kwartaal;;;;;;;;
1603;Elektrische auto's: D inclusief MPV/SUV;2012 4e kwartaal;;;;;;;;
1604;Elektrische auto's: D inclusief MPV/SUV;2012;;;;;;;;
1605;Elektrische auto's: D inclusief MPV/SUV;2013 1e kwartaal;;;;;;;;
1606;Elektrische auto's: D inclusief MPV/SUV;2013 2e kwartaal;;;;;;;;
1607;Elektrische auto's: D inclusief MPV/SUV;2013 3e kwartaal;;;;;;;;
1608;Elektrische auto's: D inclusief MPV/SUV;2013 4e kwartaal;;;;;;;;
1609;Elektrische auto's: D inclusief MPV/SUV;2013;;;;;;;;
1610;Elektrische auto's: D inclusief MPV/SUV;2014 1e kwartaal;;;;;;;;
1611;Elektrische auto's: D inclusief MPV/SUV;2014 2e kwartaal;;;;;;;;
1612;Elektrische auto's: D inclusief MPV/SUV;2014 3e kwartaal;;;;;;;;
1613;Elektrische auto's: D inclusief MPV/SUV;2014 4e kwartaal;;;;;;;;
1614;Elektrische auto's: D inclusief MPV/SUV;2014;;;;;;;;
1615;Elektrische auto's: D inclusief MPV/SUV;2015 1e kwartaal;;;;;;;;
1616;Elektrische auto's: D inclusief MPV/SUV;2015 2e kwartaal;;;;;;;;
1617;Elektrische auto's: D inclusief MPV/SUV;2015 3e kwartaal;;;;;;;;
1618;Elektrische auto's: D inclusief MPV/SUV;2015 4e kwartaal;;;;;;;;
1619;Elektrische auto's: D inclusief MPV/SUV;2015;;;;;;;;
1620;Elektrische auto's: D inclusief MPV/SUV;2016 1e kwartaal;;;;;;;;
1621;Elektrische auto's: D inclusief MPV/SUV;2016 2e kwartaal;;;;;;;;
1622;Elektrische auto's: D inclusief MPV/SUV;2016 3e kwartaal;;;;;;;;
1623;Elektrische auto's: D inclusief MPV/SUV;2016 4e kwartaal;;;;;;;;
1624;Elektrische auto's: D inclusief MPV/SUV;2016;;;;;;;;
1625;Elektrische auto's: D inclusief MPV/SUV;2017 1e kwartaal;;;;;;;;
1626;Elektrische auto's: D inclusief MPV/SUV;2017 2e kwartaal;;;;;;;;
1627;Elektrische auto's: D inclusief MPV/SUV;2017 3e kwartaal;;;;;;;;
1628;Elektrische auto's: D inclusief MPV/SUV;2017 4e kwartaal;;;;;;;;
1629;Elektrische auto's: D inclusief MPV/SUV;2017;;;;;;;;
1630;Elektrische auto's: D inclusief MPV/SUV;2018 1e kwartaal;;;;;;;;
1631;Elektrische auto's: D inclusief MPV/SUV;2018 2e kwartaal;;;;;;;;
1632;Elektrische auto's: D inclusief MPV/SUV;2018 3e kwartaal;;;;;;;;
1633;Elektrische auto's: D inclusief MPV/SUV;2018 4e kwartaal;;;;;;;;
1634;Elektrische auto's: D inclusief MPV/SUV;2018;;;;;;;;
1635;Elektrische auto's: D inclusief MPV/SUV;2019 1e kwartaal;;;;;;;;
1636;Elektrische auto's: D inclusief MPV/SUV;2019 2e kwartaal;;;;;;;;
1637;Elektrische auto's: D inclusief MPV/SUV;2019 3e kwartaal;;;;;;;;
1638;Elektrische auto's: D inclusief MPV/SUV;2019 4e kwartaal;;;;;;;;
1639;Elektrische auto's: D inclusief MPV/SUV;2019;;;;;;;;
1640;Elektrische auto's: D inclusief MPV/SUV;2020 1e kwartaal;;;;;;;;
1641;Elektrische auto's: D inclusief MPV/SUV;2020 2e kwartaal;;;;;;;;
1642;Elektrische auto's: D inclusief MPV/SUV;2020 3e kwartaal;;;;;;;;
1643;Elektrische auto's: D inclusief MPV/SUV;2020 4e kwartaal;101.3;;;;100.5;;;
1644;Elektrische auto's: D inclusief MPV/SUV;2020;;;;;;;;
1645;Elektrische auto's: D inclusief MPV/SUV;2021 1e kwartaal;101.7;0.4;;6.8;101.2;0.7;;8.9
1646;Elektrische auto's: D inclusief MPV/SUV;2021 2e kwartaal;100.4;-1.3;;6.8;100.2;-1.0;;8.9
1647;Elektrische auto's: D inclusief MPV/SUV;2021 3e kwartaal;99.0;-1.5;;6.8;99.3;-0.8;;8.9
1648;Elektrische auto's: D inclusief MPV/SUV;2021 4e kwartaal;98.9;-0.1;-2.3;6.8;99.3;-0.1;-1.2;8.9
1649;Elektrische auto's: D inclusief MPV/SUV;2021;100.0;;;6.8;100.0;;;8.9
1650;Elektrische auto's: D inclusief MPV/SUV;2022 1e kwartaal;101.4;2.5;-0.3;6.8;102.4;3.2;1.2;8.9
1651;Elektrische auto's: D inclusief MPV/SUV;2022 2e kwartaal;104.7;3.2;4.2;6.8;105.7;3.2;5.5;8.9
1652;Elektrische auto's: D inclusief MPV/SUV;2022 3e kwartaal;106.5;1.7;7.6;6.8;108.1;2.3;8.8;8.9
1653;Elektrische auto's: D inclusief MPV/SUV;2022 4e kwartaal;110.5;3.8;11.8;6.8;113.9;5.3;14.7;8.9
1654;Elektrische auto's: D inclusief MPV/SUV;2022;105.8;;5.8;6.8;107.5;;7.5;8.9
1655;Elektrische auto's: D inclusief MPV/SUV;2023 1e kwartaal;111.1;0.5;9.6;6.8;117.0;2.8;14.3;8.9
1656;Elektrische auto's: D inclusief MPV/SUV;2023 2e kwartaal;110.8;-0.3;5.9;6.8;117.3;0.2;11.0;8.9
1657;Elektrische auto's: D inclusief MPV/SUV;2023 3e kwartaal;110.3;-0.4;3.6;6.8;116.2;-1.0;7.5;8.9
1658;Elektrische auto's: D inclusief MPV/SUV;2023 4e kwartaal;111.7;1.2;1.0;6.8;117.0;0.8;2.8;8.9
1659;Elektrische auto's: D inclusief MPV/SUV;2023;111.0;;4.9;6.8;116.9;;8.7;8.9
1660;Elektrische auto's: D inclusief MPV/SUV;2024 1e kwartaal;110.0;-1.5;-1.0;6.8;115.3;-1.5;-1.5;8.9
1661;Elektrische auto's: D inclusief MPV/SUV;2024 2e kwartaal;111.1;1.0;0.3;6.8;116.0;0.6;-1.1;8.9
1662;Elektrische auto's: D inclusief MPV/SUV;2024 3e kwartaal;110.7;-0.4;0.3;6.8;115.1;-0.8;-1.0;8.9
1663;Elektrische auto's: D inclusief MPV/SUV;2024 4e kwartaal;109.6;-0.9;-1.8;6.8;114.0;-1.0;-2.6;8.9
1664;Elektrische auto's: D inclusief MPV/SUV;2024;110.3;;-0.6;6.8;115.1;;-1.6;8.9
1665;Elektrische auto's: D inclusief MPV/SUV;2025 1e kwartaal;115.4;5.3;5.0;6.8;119.2;4.6;3.4;8.9
1666;Zakelijke lease van bestelauto's;2001 3e kwartaal;73.2;;;;69.9;;;
1667;Zakelijke lease van bestelauto's;2001 4e kwartaal;72.8;-0.5;;;69.1;-1.1;;
1668;Zakelijke lease van bestelauto's;2001;;;;;;;;
1669;Zakelijke lease van bestelauto's;2002 1e kwartaal;74.9;2.8;;;70.5;2.0;;
1670;Zakelijke lease van bestelauto's;2002 2e kwartaal;74.9;0.0;;;70.9;0.6;;
1671;Zakelijke lease van bestelauto's;2002 3e kwartaal;74.6;-0.4;1.9;;70.5;-0.7;0.9;
1672;Zakelijke lease van bestelauto's;2002 4e kwartaal;74.8;0.2;2.6;;70.7;0.4;2.3;
1673;Zakelijke lease van bestelauto's;2002;74.8;;;;70.6;;;
1674;Zakelijke lease van bestelauto's;2003 1e kwartaal;74.9;0.3;0.1;;71.4;1.0;1.3;
1675;Zakelijke lease van bestelauto's;2003 2e kwartaal;75.3;0.5;0.6;;71.0;-0.6;0.1;
1676;Zakelijke lease van bestelauto's;2003 3e kwartaal;75.8;0.7;1.7;;71.5;0.7;1.5;
1677;Zakelijke lease van bestelauto's;2003 4e kwartaal;77.0;1.6;3.0;;72.5;1.4;2.5;
1678;Zakelijke lease van bestelauto's;2003 ;75.8;;1.3;;71.6;;1.3;
1679;Zakelijke lease van bestelauto's;2004 1e kwartaal;77.3;0.4;3.2;;72.8;0.5;1.9;
1680;Zakelijke lease van bestelauto's;2004 2e kwartaal;77.7;0.5;3.2;;73.9;1.5;4.1;
1681;Zakelijke lease van bestelauto's;2004 3e kwartaal;77.6;-0.1;2.4;;74.5;0.8;4.2;
1682;Zakelijke lease van bestelauto's;2004 4e kwartaal;78.1;0.6;1.4;;75.6;1.5;4.4;
1683;Zakelijke lease van bestelauto's;2004;77.7;;2.6;;74.2;;3.7;
1684;Zakelijke lease van bestelauto's;2005 1e kwartaal;81.3;4.0;5.1;;77.7;2.7;6.7;
1685;Zakelijke lease van bestelauto's;2005 2e kwartaal;82.2;1.1;5.7;;79.5;2.3;7.6;
1686;Zakelijke lease van bestelauto's;2005 3e kwartaal;83.1;1.2;7.1;;81.4;2.4;9.3;
1687;Zakelijke lease van bestelauto's;2005 4e kwartaal;83.8;0.7;7.2;;82.0;0.7;8.4;
1688;Zakelijke lease van bestelauto's;2005;82.6;;6.3;;80.1;;8.0;
1689;Zakelijke lease van bestelauto's;2006 1e kwartaal;83.3;-0.5;2.5;;81.7;-0.4;5.2;
1690;Zakelijke lease van bestelauto's;2006 2e kwartaal;84.3;1.1;2.6;;83.0;1.6;4.4;
1691;Zakelijke lease van bestelauto's;2006 3e kwartaal;83.9;-0.4;0.9;;82.8;-0.2;1.7;
1692;Zakelijke lease van bestelauto's;2006 4e kwartaal;84.5;0.6;0.8;;82.1;-0.8;0.2;
1693;Zakelijke lease van bestelauto's;2006;84.0;;1.7;;82.4;;2.8;
1694;Zakelijke lease van bestelauto's;2007 1e kwartaal;84.4;-0.1;1.3;;82.0;-0.1;0.4;
1695;Zakelijke lease van bestelauto's;2007 2e kwartaal;84.7;0.3;0.5;;82.8;1.0;-0.2;
1696;Zakelijke lease van bestelauto's;2007 3e kwartaal;84.2;-0.5;0.4;;82.8;0.0;0.0;
1697;Zakelijke lease van bestelauto's;2007 4e kwartaal;84.1;-0.2;-0.4;;83.9;1.3;2.2;
1698;Zakelijke lease van bestelauto's;2007;84.3;;0.4;;82.9;;0.6;
1699;Zakelijke lease van bestelauto's;2008 1e kwartaal;83.9;-0.2;-0.6;;84.2;0.4;2.6;
1700;Zakelijke lease van bestelauto's;2008 2e kwartaal;85.0;1.3;0.4;;87.0;3.3;5.0;
1701;Zakelijke lease van bestelauto's;2008 3e kwartaal;85.6;0.7;1.6;;88.1;1.3;6.4;
1702;Zakelijke lease van bestelauto's;2008 4e kwartaal;85.7;0.2;1.9;;86.3;-2.1;2.9;
1703;Zakelijke lease van bestelauto's;2008;85.0;;0.8;;86.4;;4.2;
1704;Zakelijke lease van bestelauto's;2009 1e kwartaal;86.2;0.6;2.8;;85.3;-1.1;1.3;
1705;Zakelijke lease van bestelauto's;2009 2e kwartaal;88.5;2.6;4.1;;86.9;1.9;-0.1;
1706;Zakelijke lease van bestelauto's;2009 3e kwartaal;90.3;2.0;5.5;;88.8;2.2;0.8;
1707;Zakelijke lease van bestelauto's;2009 4e kwartaal;90.5;0.3;5.6;;89.4;0.7;3.6;
1708;Zakelijke lease van bestelauto's;2009;88.9;;4.5;;87.6;;1.4;
1709;Zakelijke lease van bestelauto's;2010 1e kwartaal;91.9;1.5;6.6;;90.8;1.5;6.4;
1710;Zakelijke lease van bestelauto's;2010 2e kwartaal;90.7;-1.3;2.6;;90.6;-0.2;4.3;
1711;Zakelijke lease van bestelauto's;2010 3e kwartaal;90.7;-0.1;0.5;;90.3;-0.3;1.7;
1712;Zakelijke lease van bestelauto's;2010 4e kwartaal;91.2;0.5;0.8;;91.3;1.1;2.1;
1713;Zakelijke lease van bestelauto's;2010;91.1;;2.6;;90.7;;3.6;
1714;Zakelijke lease van bestelauto's;2011 1e kwartaal;92.7;1.6;0.8;;94.5;3.6;4.2;
1715;Zakelijke lease van bestelauto's;2011 2e kwartaal;93.1;0.4;2.6;;95.8;1.3;5.7;
1716;Zakelijke lease van bestelauto's;2011 3e kwartaal;93.3;0.2;2.9;;95.8;0.0;6.1;
1717;Zakelijke lease van bestelauto's;2011 4e kwartaal;93.4;0.1;2.4;;96.4;0.6;5.6;
1718;Zakelijke lease van bestelauto's;2011;93.1;;2.2;;95.7;;5.4;
1719;Zakelijke lease van bestelauto's;2012 1e kwartaal;93.3;-0.1;0.7;;97.0;0.6;2.6;
1720;Zakelijke lease van bestelauto's;2012 2e kwartaal;93.7;0.5;0.7;;97.1;0.1;1.4;
1721;Zakelijke lease van bestelauto's;2012 3e kwartaal;93.3;-0.4;0.0;;97.3;0.1;1.5;
1722;Zakelijke lease van bestelauto's;2012 4e kwartaal;93.3;-0.1;-0.1;;97.4;0.1;1.0;
1723;Zakelijke lease van bestelauto's;2012;93.4;;0.3;;97.2;;1.6;
1724;Zakelijke lease van bestelauto's;2013 1e kwartaal;94.3;1.1;1.1;;97.9;0.5;0.9;
1725;Zakelijke lease van bestelauto's;2013 2e kwartaal;94.1;-0.3;0.4;;96.6;-1.3;-0.6;
1726;Zakelijke lease van bestelauto's;2013 3e kwartaal;94.4;0.4;1.2;;97.1;0.5;-0.2;
1727;Zakelijke lease van bestelauto's;2013 4e kwartaal;93.7;-0.8;0.4;;95.7;-1.4;-1.7;
1728;Zakelijke lease van bestelauto's;2013;94.1;;0.7;;96.8;;-0.4;
1729;Zakelijke lease van bestelauto's;2014 1e kwartaal;94.2;0.6;-0.1;;96.4;0.7;-1.5;
1730;Zakelijke lease van bestelauto's;2014 2e kwartaal;93.5;-0.8;-0.6;;95.9;-0.5;-0.7;
1731;Zakelijke lease van bestelauto's;2014 3e kwartaal;93.7;0.2;-0.8;;95.8;-0.1;-1.3;
1732;Zakelijke lease van bestelauto's;2014 4e kwartaal;94.3;0.6;0.7;;94.5;-1.4;-1.3;
1733;Zakelijke lease van bestelauto's;2014;93.9;;-0.2;;95.6;;-1.2;
1734;Zakelijke lease van bestelauto's;2015 1e kwartaal;92.6;-1.8;-1.7;;91.7;-3.0;-4.8;
1735;Zakelijke lease van bestelauto's;2015 2e kwartaal;92.3;-0.3;-1.3;;92.3;0.7;-3.7;
1736;Zakelijke lease van bestelauto's;2015 3e kwartaal;91.7;-0.6;-2.1;;90.2;-2.3;-5.8;
1737;Zakelijke lease van bestelauto's;2015 4e kwartaal;90.9;-0.9;-3.6;;89.2;-1.1;-5.6;
1738;Zakelijke lease van bestelauto's;2015;91.9;;-2.2;;90.9;;-5.0;
1739;Zakelijke lease van bestelauto's;2016 1e kwartaal;92.3;1.6;-0.3;;88.0;-1.3;-4.0;
1740;Zakelijke lease van bestelauto's;2016 2e kwartaal;92.8;0.5;0.5;;88.8;0.8;-3.9;
1741;Zakelijke lease van bestelauto's;2016 3e kwartaal;92.5;-0.3;0.8;;88.4;-0.4;-2.0;
1742;Zakelijke lease van bestelauto's;2016 4e kwartaal;92.6;0.1;1.9;;89.6;1.4;0.5;
1743;Zakelijke lease van bestelauto's;2016;92.5;;0.7;;88.7;;-2.4;
1744;Zakelijke lease van bestelauto's;2017 1e kwartaal;92.8;0.3;0.5;;90.5;1.0;2.8;
1745;Zakelijke lease van bestelauto's;2017 2e kwartaal;92.6;-0.3;-0.2;;89.8;-0.8;1.2;
1746;Zakelijke lease van bestelauto's;2017 3e kwartaal;92.0;-0.7;-0.6;;89.2;-0.7;0.9;
1747;Zakelijke lease van bestelauto's;2017 4e kwartaal;93.1;1.3;0.6;;90.7;1.7;1.2;
1748;Zakelijke lease van bestelauto's;2017;92.6;;0.1;;90.0;;1.5;
1749;Zakelijke lease van bestelauto's;2018 1e kwartaal;92.5;-0.7;-0.4;;90.7;0.0;0.2;
1750;Zakelijke lease van bestelauto's;2018 2e kwartaal;92.1;-0.5;-0.6;;92.1;1.5;2.5;
1751;Zakelijke lease van bestelauto's;2018 3e kwartaal;91.3;-0.8;-0.7;;91.5;-0.6;2.6;
1752;Zakelijke lease van bestelauto's;2018 4e kwartaal;92.3;1.1;-0.9;;92.9;1.5;2.5;
1753;Zakelijke lease van bestelauto's;2018;92.0;;-0.6;;91.8;;1.9;
1754;Zakelijke lease van bestelauto's;2019 1e kwartaal;94.3;2.2;2.0;;93.1;0.2;2.7;
1755;Zakelijke lease van bestelauto's;2019 2e kwartaal;94.1;-0.1;2.3;;93.1;0.1;1.2;
1756;Zakelijke lease van bestelauto's;2019 3e kwartaal;93.5;-0.7;2.4;;92.1;-1.1;0.6;
1757;Zakelijke lease van bestelauto's;2019 4e kwartaal;96.4;3.1;4.4;;95.0;3.2;2.2;
1758;Zakelijke lease van bestelauto's;2019;94.6;;2.7;;93.3;;1.7;
1759;Zakelijke lease van bestelauto's;2020 1e kwartaal;97.6;1.3;3.5;;96.0;1.1;3.1;
1760;Zakelijke lease van bestelauto's;2020 2e kwartaal;98.4;0.8;4.5;;93.9;-2.2;0.8;
1761;Zakelijke lease van bestelauto's;2020 3e kwartaal;97.8;-0.6;4.7;;93.4;-0.5;1.5;
1762;Zakelijke lease van bestelauto's;2020 4e kwartaal;97.0;-0.9;0.6;;92.1;-1.4;-3.0;
1763;Zakelijke lease van bestelauto's;2020;97.7;;3.3;;93.9;;0.6;
1764;Zakelijke lease van bestelauto's;2021 1e kwartaal;99.4;2.5;1.8;10.5;95.9;4.1;-0.1;13.7
1765;Zakelijke lease van bestelauto's;2021 2e kwartaal;99.4;0.1;1.0;10.5;98.4;2.7;4.8;13.7
1766;Zakelijke lease van bestelauto's;2021 3e kwartaal;99.6;0.2;1.8;10.5;99.9;1.5;6.9;13.7
1767;Zakelijke lease van bestelauto's;2021 4e kwartaal;101.7;2.1;4.8;10.5;105.8;6.0;14.9;13.7
1768;Zakelijke lease van bestelauto's;2021;100.0;;2.4;10.5;100.0;;6.5;13.7
1769;Zakelijke lease van bestelauto's;2022 1e kwartaal;104.5;2.8;5.1;10.5;109.8;3.7;14.5;13.7
1770;Zakelijke lease van bestelauto's;2022 2e kwartaal;109.2;4.6;9.9;10.5;118.0;7.5;19.9;13.7
1771;Zakelijke lease van bestelauto's;2022 3e kwartaal;113.0;3.4;13.5;10.5;121.1;2.6;21.3;13.7
1772;Zakelijke lease van bestelauto's;2022 4e kwartaal;117.6;4.0;15.6;10.5;125.9;3.9;19.0;13.7
1773;Zakelijke lease van bestelauto's;2022;111.1;;11.1;10.5;118.7;;18.7;13.7
1774;Zakelijke lease van bestelauto's;2023 1e kwartaal;122.3;4.0;17.1;10.5;123.7;-1.7;12.7;13.7
1775;Zakelijke lease van bestelauto's;2023 2e kwartaal;121.3;-0.8;11.0;10.5;119.0;-3.8;0.9;13.7
1776;Zakelijke lease van bestelauto's;2023 3e kwartaal;121.6;0.2;7.6;10.5;123.0;3.3;1.5;13.7
1777;Zakelijke lease van bestelauto's;2023 4e kwartaal;121.0;-0.5;3.0;10.5;124.7;1.4;-1.0;13.7
1778;Zakelijke lease van bestelauto's;2023;121.5;;9.4;10.5;122.6;;3.3;13.7
1779;Zakelijke lease van bestelauto's;2024 1e kwartaal;124.9;3.2;2.1;10.5;128.4;3.0;3.8;13.7
1780;Zakelijke lease van bestelauto's;2024 2e kwartaal;126.1;1.0;4.0;10.5;129.1;0.5;8.4;13.7
1781;Zakelijke lease van bestelauto's;2024 3e kwartaal;126.3;0.1;3.9;10.5;127.7;-1.0;3.9;13.7
1782;Zakelijke lease van bestelauto's;2024 4e kwartaal;124.8;-1.2;3.1;10.5;127.0;-0.5;1.9;13.7
1783;Zakelijke lease van bestelauto's;2024;125.5;;3.3;10.5;128.1;;4.5;13.7
1784;Zakelijke lease van bestelauto's;2025 1e kwartaal;155.2;24.4;24.3;10.5;149.2;17.4;16.2;13.7
1785;Bestelauto's: Diesel;2001 3e kwartaal;;;;;;;;
1786;Bestelauto's: Diesel;2001 4e kwartaal;;;;;;;;
1787;Bestelauto's: Diesel;2001;;;;;;;;
1788;Bestelauto's: Diesel;2002 1e kwartaal;;;;;;;;
1789;Bestelauto's: Diesel;2002 2e kwartaal;;;;;;;;
1790;Bestelauto's: Diesel;2002 3e kwartaal;;;;;;;;
1791;Bestelauto's: Diesel;2002 4e kwartaal;;;;;;;;
1792;Bestelauto's: Diesel;2002;;;;;;;;
1793;Bestelauto's: Diesel;2003 1e kwartaal;;;;;;;;
1794;Bestelauto's: Diesel;2003 2e kwartaal;;;;;;;;
1795;Bestelauto's: Diesel;2003 3e kwartaal;;;;;;;;
1796;Bestelauto's: Diesel;2003 4e kwartaal;;;;;;;;
1797;Bestelauto's: Diesel;2003 ;;;;;;;;
1798;Bestelauto's: Diesel;2004 1e kwartaal;;;;;;;;
1799;Bestelauto's: Diesel;2004 2e kwartaal;;;;;;;;
1800;Bestelauto's: Diesel;2004 3e kwartaal;;;;;;;;
1801;Bestelauto's: Diesel;2004 4e kwartaal;;;;;;;;
1802;Bestelauto's: Diesel;2004;;;;;;;;
1803;Bestelauto's: Diesel;2005 1e kwartaal;;;;;;;;
1804;Bestelauto's: Diesel;2005 2e kwartaal;;;;;;;;
1805;Bestelauto's: Diesel;2005 3e kwartaal;;;;;;;;
1806;Bestelauto's: Diesel;2005 4e kwartaal;;;;;;;;
1807;Bestelauto's: Diesel;2005;;;;;;;;
1808;Bestelauto's: Diesel;2006 1e kwartaal;;;;;;;;
1809;Bestelauto's: Diesel;2006 2e kwartaal;;;;;;;;
1810;Bestelauto's: Diesel;2006 3e kwartaal;;;;;;;;
1811;Bestelauto's: Diesel;2006 4e kwartaal;;;;;;;;
1812;Bestelauto's: Diesel;2006;;;;;;;;
1813;Bestelauto's: Diesel;2007 1e kwartaal;;;;;;;;
1814;Bestelauto's: Diesel;2007 2e kwartaal;;;;;;;;
1815;Bestelauto's: Diesel;2007 3e kwartaal;;;;;;;;
1816;Bestelauto's: Diesel;2007 4e kwartaal;;;;;;;;
1817;Bestelauto's: Diesel;2007;;;;;;;;
1818;Bestelauto's: Diesel;2008 1e kwartaal;;;;;;;;
1819;Bestelauto's: Diesel;2008 2e kwartaal;;;;;;;;
1820;Bestelauto's: Diesel;2008 3e kwartaal;;;;;;;;
1821;Bestelauto's: Diesel;2008 4e kwartaal;;;;;;;;
1822;Bestelauto's: Diesel;2008;;;;;;;;
1823;Bestelauto's: Diesel;2009 1e kwartaal;;;;;;;;
1824;Bestelauto's: Diesel;2009 2e kwartaal;;;;;;;;
1825;Bestelauto's: Diesel;2009 3e kwartaal;;;;;;;;
1826;Bestelauto's: Diesel;2009 4e kwartaal;;;;;;;;
1827;Bestelauto's: Diesel;2009;;;;;;;;
1828;Bestelauto's: Diesel;2010 1e kwartaal;;;;;;;;
1829;Bestelauto's: Diesel;2010 2e kwartaal;;;;;;;;
1830;Bestelauto's: Diesel;2010 3e kwartaal;90.7;;;;90.3;;;
1831;Bestelauto's: Diesel;2010 4e kwartaal;91.2;0.5;;;91.3;1.1;;
1832;Bestelauto's: Diesel;2010;;;;;;;;
1833;Bestelauto's: Diesel;2011 1e kwartaal;92.7;1.6;;;94.5;3.6;;
1834;Bestelauto's: Diesel;2011 2e kwartaal;93.1;0.4;;;95.8;1.3;;
1835;Bestelauto's: Diesel;2011 3e kwartaal;93.3;0.2;2.9;;95.8;0.0;6.1;
1836;Bestelauto's: Diesel;2011 4e kwartaal;93.4;0.1;2.4;;96.4;0.6;5.6;
1837;Bestelauto's: Diesel;2011;93.1;;2.2;;95.7;;5.4;
1838;Bestelauto's: Diesel;2012 1e kwartaal;93.3;-0.1;0.7;;97.0;0.6;2.6;
1839;Bestelauto's: Diesel;2012 2e kwartaal;93.7;0.5;0.7;;97.1;0.1;1.4;
1840;Bestelauto's: Diesel;2012 3e kwartaal;93.3;-0.4;0.0;;97.3;0.1;1.5;
1841;Bestelauto's: Diesel;2012 4e kwartaal;93.3;-0.1;-0.1;;97.4;0.1;1.0;
1842;Bestelauto's: Diesel;2012;93.4;;0.3;;97.2;;1.6;
1843;Bestelauto's: Diesel;2013 1e kwartaal;94.3;1.1;1.1;;97.9;0.5;0.9;
1844;Bestelauto's: Diesel;2013 2e kwartaal;94.1;-0.3;0.4;;96.6;-1.3;-0.6;
1845;Bestelauto's: Diesel;2013 3e kwartaal;94.4;0.4;1.2;;97.1;0.5;-0.2;
1846;Bestelauto's: Diesel;2013 4e kwartaal;93.7;-0.8;0.4;;95.7;-1.4;-1.7;
1847;Bestelauto's: Diesel;2013;94.1;;0.7;;96.8;;-0.4;
1848;Bestelauto's: Diesel;2014 1e kwartaal;94.2;0.6;-0.1;;96.4;0.7;-1.5;
1849;Bestelauto's: Diesel;2014 2e kwartaal;93.5;-0.8;-0.6;;95.9;-0.5;-0.7;
1850;Bestelauto's: Diesel;2014 3e kwartaal;93.7;0.2;-0.8;;95.8;-0.1;-1.3;
1851;Bestelauto's: Diesel;2014 4e kwartaal;94.3;0.6;0.7;;94.5;-1.4;-1.3;
1852;Bestelauto's: Diesel;2014;93.9;;-0.2;;95.6;;-1.2;
1853;Bestelauto's: Diesel;2015 1e kwartaal;92.6;-1.8;-1.7;;91.7;-3.0;-4.8;
1854;Bestelauto's: Diesel;2015 2e kwartaal;92.3;-0.3;-1.3;;92.3;0.7;-3.7;
1855;Bestelauto's: Diesel;2015 3e kwartaal;91.7;-0.6;-2.1;;90.2;-2.3;-5.8;
1856;Bestelauto's: Diesel;2015 4e kwartaal;90.9;-0.9;-3.6;;89.2;-1.1;-5.6;
1857;Bestelauto's: Diesel;2015;91.9;;-2.2;;90.9;;-5.0;
1858;Bestelauto's: Diesel;2016 1e kwartaal;92.3;1.6;-0.3;;88.0;-1.3;-4.0;
1859;Bestelauto's: Diesel;2016 2e kwartaal;92.8;0.5;0.5;;88.8;0.8;-3.9;
1860;Bestelauto's: Diesel;2016 3e kwartaal;92.5;-0.3;0.8;;88.4;-0.4;-2.0;
1861;Bestelauto's: Diesel;2016 4e kwartaal;92.6;0.1;1.9;;89.6;1.4;0.5;
1862;Bestelauto's: Diesel;2016;92.5;;0.7;;88.7;;-2.4;
1863;Bestelauto's: Diesel;2017 1e kwartaal;92.8;0.3;0.5;;90.5;1.0;2.8;
1864;Bestelauto's: Diesel;2017 2e kwartaal;92.6;-0.3;-0.2;;89.8;-0.8;1.2;
1865;Bestelauto's: Diesel;2017 3e kwartaal;92.0;-0.7;-0.6;;89.2;-0.7;0.9;
1866;Bestelauto's: Diesel;2017 4e kwartaal;93.1;1.3;0.6;;90.7;1.7;1.2;
1867;Bestelauto's: Diesel;2017;92.6;;0.1;;90.0;;1.5;
1868;Bestelauto's: Diesel;2018 1e kwartaal;92.5;-0.7;-0.4;;90.7;0.0;0.2;
1869;Bestelauto's: Diesel;2018 2e kwartaal;92.1;-0.5;-0.6;;92.1;1.5;2.5;
1870;Bestelauto's: Diesel;2018 3e kwartaal;91.3;-0.8;-0.7;;91.5;-0.6;2.6;
1871;Bestelauto's: Diesel;2018 4e kwartaal;92.3;1.1;-0.9;;92.9;1.5;2.5;
1872;Bestelauto's: Diesel;2018;92.0;;-0.6;;91.8;;1.9;
1873;Bestelauto's: Diesel;2019 1e kwartaal;94.3;2.2;2.0;;93.1;0.2;2.7;
1874;Bestelauto's: Diesel;2019 2e kwartaal;94.1;-0.1;2.3;;93.1;0.1;1.2;
1875;Bestelauto's: Diesel;2019 3e kwartaal;93.5;-0.7;2.4;;92.1;-1.1;0.6;
1876;Bestelauto's: Diesel;2019 4e kwartaal;96.4;3.1;4.4;;95.0;3.2;2.2;
1877;Bestelauto's: Diesel;2019;94.6;;2.7;;93.3;;1.7;
1878;Bestelauto's: Diesel;2020 1e kwartaal;97.6;1.3;3.5;;96.0;1.1;3.1;
1879;Bestelauto's: Diesel;2020 2e kwartaal;98.4;0.8;4.5;;93.9;-2.2;0.8;
