ID;TypeMaatwerkvoorziening;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
39;Totaal;Aa en Hunze;2022;1925.0;75.0
40;Totaal;Aa en Hunze;1e halfjaar 2023;1775.0;69.0
41;Totaal;Aa en Hunze;2e halfjaar 2023;1745.0;68.0
42;Totaal;Aa en Hunze;2023;1875.0;73.0
43;Totaal;Aa en Hunze;1e halfjaar 2024;1700.0;66.0
44;Totaal;Aalburg;1e halfjaar 2017;660.0;50.0
45;Totaal;Aalburg;2e halfjaar 2017;670.0;51.0
46;Totaal;Aalburg;2017;720.0;55.0
47;Totaal;Aalburg;1e halfjaar 2018;535.0;41.0
48;Totaal;Aalburg;2e halfjaar 2018;590.0;45.0
49;Totaal;Aalburg;2018;615.0;47.0
50;Totaal;Aalburg;1e halfjaar 2019;;
51;Totaal;Aalburg;2e halfjaar 2019;;
52;Totaal;Aalburg;2019;;
53;Totaal;Aalburg;1e halfjaar 2020;;
54;Totaal;Aalburg;2e halfjaar 2020;;
55;Totaal;Aalburg;2020;;
56;Totaal;Aalburg;1e halfjaar 2021;;
57;Totaal;Aalburg;2e halfjaar 2021;;
58;Totaal;Aalburg;2021;;
59;Totaal;Aalburg;1e halfjaar 2022;;
60;Totaal;Aalburg;2e halfjaar 2022;;
61;Totaal;Aalburg;2022;;
62;Totaal;Aalburg;1e halfjaar 2023;;
63;Totaal;Aalburg;2e halfjaar 2023;;
64;Totaal;Aalburg;2023;;
65;Totaal;Aalburg;1e halfjaar 2024;;
66;Totaal;Aalsmeer;1e halfjaar 2017;1825.0;58.0
67;Totaal;Aalsmeer;2e halfjaar 2017;1810.0;58.0
68;Totaal;Aalsmeer;2017;1955.0;62.0
69;Totaal;Aalsmeer;1e halfjaar 2018;;
70;Totaal;Aalsmeer;2e halfjaar 2018;;
71;Totaal;Aalsmeer;2018;;
72;Totaal;Aalsmeer;1e halfjaar 2019;;
73;Totaal;Aalsmeer;2e halfjaar 2019;;
74;Totaal;Aalsmeer;2019;;
75;Totaal;Aalsmeer;1e halfjaar 2020;;
76;Totaal;Aalsmeer;2e halfjaar 2020;;
77;Totaal;Aalsmeer;2020;;
78;Totaal;Aalsmeer;1e halfjaar 2021;;
79;Totaal;Aalsmeer;2e halfjaar 2021;;
80;Totaal;Aalsmeer;2021;;
81;Totaal;Aalsmeer;1e halfjaar 2022;;
82;Totaal;Aalsmeer;2e halfjaar 2022;;
83;Totaal;Aalsmeer;2022;;
84;Totaal;Aalsmeer;1e halfjaar 2023;1695.0;51.0
85;Totaal;Aalsmeer;2e halfjaar 2023;1800.0;54.0
86;Totaal;Aalsmeer;2023;1855.0;56.0
87;Totaal;Aalsmeer;1e halfjaar 2024;1795.0;54.0
88;Totaal;Aalten;1e halfjaar 2017;1460.0;54.0
89;Totaal;Aalten;2e halfjaar 2017;1460.0;54.0
90;Totaal;Aalten;2017;1580.0;58.0
91;Totaal;Aalten;1e halfjaar 2018;1445.0;54.0
92;Totaal;Aalten;2e halfjaar 2018;1440.0;53.0
93;Totaal;Aalten;2018;1565.0;58.0
94;Totaal;Aalten;1e halfjaar 2019;1525.0;56.0
95;Totaal;Aalten;2e halfjaar 2019;1630.0;60.0
96;Totaal;Aalten;2019;1735.0;64.0
97;Totaal;Aalten;1e halfjaar 2020;2005.0;74.0
98;Totaal;Aalten;2e halfjaar 2020;2005.0;74.0
99;Totaal;Aalten;2020;2135.0;79.0
100;Totaal;Aalten;1e halfjaar 2021;1990.0;73.0
101;Totaal;Aalten;2e halfjaar 2021;1925.0;71.0
102;Totaal;Aalten;2021;2165.0;80.0
103;Totaal;Aalten;1e halfjaar 2022;1910.0;70.0
104;Totaal;Aalten;2e halfjaar 2022;1920.0;71.0
105;Totaal;Aalten;2022;2060.0;76.0
106;Totaal;Aalten;1e halfjaar 2023;1930.0;71.0
107;Totaal;Aalten;2e halfjaar 2023;1915.0;70.0
108;Totaal;Aalten;2023;2075.0;76.0
109;Totaal;Aalten;1e halfjaar 2024;1950.0;71.0
110;Totaal;Achtkarspelen;1e halfjaar 2017;1500.0;54.0
111;Totaal;Achtkarspelen;2e halfjaar 2017;1550.0;56.0
112;Totaal;Achtkarspelen;2017;1680.0;60.0
113;Totaal;Achtkarspelen;1e halfjaar 2018;1565.0;56.0
114;Totaal;Achtkarspelen;2e halfjaar 2018;1630.0;58.0
115;Totaal;Achtkarspelen;2018;1735.0;62.0
116;Totaal;Achtkarspelen;1e halfjaar 2019;1725.0;62.0
117;Totaal;Achtkarspelen;2e halfjaar 2019;1785.0;64.0
118;Totaal;Achtkarspelen;2019;1925.0;69.0
119;Totaal;Achtkarspelen;1e halfjaar 2020;1765.0;63.0
120;Totaal;Achtkarspelen;2e halfjaar 2020;1765.0;63.0
121;Totaal;Achtkarspelen;2020;1925.0;69.0
122;Totaal;Achtkarspelen;1e halfjaar 2021;1765.0;63.0
123;Totaal;Achtkarspelen;2e halfjaar 2021;1795.0;64.0
124;Totaal;Achtkarspelen;2021;1950.0;70.0
125;Totaal;Achtkarspelen;1e halfjaar 2022;1680.0;60.0
126;Totaal;Achtkarspelen;2e halfjaar 2022;1770.0;63.0
127;Totaal;Achtkarspelen;2022;1905.0;68.0
128;Totaal;Achtkarspelen;1e halfjaar 2023;1680.0;60.0
129;Totaal;Achtkarspelen;2e halfjaar 2023;1695.0;60.0
130;Totaal;Achtkarspelen;2023;1850.0;66.0
131;Totaal;Achtkarspelen;1e halfjaar 2024;1575.0;56.0
132;Totaal;Alblasserdam;1e halfjaar 2017;;
133;Totaal;Alblasserdam;2e halfjaar 2017;765.0;38.0
134;Totaal;Alblasserdam;2017;;
135;Totaal;Alblasserdam;1e halfjaar 2018;1105.0;55.0
136;Totaal;Alblasserdam;2e halfjaar 2018;1150.0;57.0
137;Totaal;Alblasserdam;2018;1190.0;59.0
138;Totaal;Alblasserdam;1e halfjaar 2019;1195.0;59.0
139;Totaal;Alblasserdam;2e halfjaar 2019;1195.0;59.0
140;Totaal;Alblasserdam;2019;1290.0;64.0
141;Totaal;Alblasserdam;1e halfjaar 2020;1225.0;61.0
142;Totaal;Alblasserdam;2e halfjaar 2020;1260.0;62.0
143;Totaal;Alblasserdam;2020;1340.0;66.0
144;Totaal;Alblasserdam;1e halfjaar 2021;1250.0;62.0
145;Totaal;Alblasserdam;2e halfjaar 2021;1255.0;62.0
146;Totaal;Alblasserdam;2021;1365.0;68.0
147;Totaal;Alblasserdam;1e halfjaar 2022;1240.0;62.0
148;Totaal;Alblasserdam;2e halfjaar 2022;1250.0;62.0
149;Totaal;Alblasserdam;2022;1345.0;67.0
150;Totaal;Alblasserdam;1e halfjaar 2023;1260.0;62.0
151;Totaal;Alblasserdam;2e halfjaar 2023;1270.0;62.0
152;Totaal;Alblasserdam;2023;1350.0;66.0
153;Totaal;Alblasserdam;1e halfjaar 2024;1330.0;66.0
154;Totaal;Albrandswaard;1e halfjaar 2017;1180.0;47.0
155;Totaal;Albrandswaard;2e halfjaar 2017;1175.0;47.0
156;Totaal;Albrandswaard;2017;1255.0;50.0
157;Totaal;Albrandswaard;1e halfjaar 2018;1180.0;47.0
158;Totaal;Albrandswaard;2e halfjaar 2018;1180.0;47.0
159;Totaal;Albrandswaard;2018;1265.0;50.0
160;Totaal;Albrandswaard;1e halfjaar 2019;1265.0;50.0
161;Totaal;Albrandswaard;2e halfjaar 2019;1300.0;51.0
162;Totaal;Albrandswaard;2019;1375.0;54.0
163;Totaal;Albrandswaard;1e halfjaar 2020;1330.0;52.0
164;Totaal;Albrandswaard;2e halfjaar 2020;1335.0;52.0
165;Totaal;Albrandswaard;2020;1440.0;56.0
166;Totaal;Albrandswaard;1e halfjaar 2021;1295.0;50.0
167;Totaal;Albrandswaard;2e halfjaar 2021;1305.0;51.0
168;Totaal;Albrandswaard;2021;1400.0;54.0
169;Totaal;Albrandswaard;1e halfjaar 2022;1325.0;51.0
170;Totaal;Albrandswaard;2e halfjaar 2022;1325.0;51.0
171;Totaal;Albrandswaard;2022;1430.0;55.0
172;Totaal;Albrandswaard;1e halfjaar 2023;1330.0;50.0
173;Totaal;Albrandswaard;2e halfjaar 2023;1365.0;52.0
174;Totaal;Albrandswaard;2023;1450.0;55.0
175;Totaal;Albrandswaard;1e halfjaar 2024;1380.0;52.0
176;Totaal;Alkmaar;1e halfjaar 2017;5955.0;55.0
177;Totaal;Alkmaar;2e halfjaar 2017;6140.0;57.0
178;Totaal;Alkmaar;2017;6540.0;60.0
179;Totaal;Alkmaar;1e halfjaar 2018;6055.0;56.0
180;Totaal;Alkmaar;2e halfjaar 2018;6445.0;59.0
181;Totaal;Alkmaar;2018;6730.0;62.0
182;Totaal;Alkmaar;1e halfjaar 2019;6605.0;61.0
183;Totaal;Alkmaar;2e halfjaar 2019;6930.0;64.0
184;Totaal;Alkmaar;2019;7330.0;68.0
185;Totaal;Alkmaar;1e halfjaar 2020;7010.0;64.0
186;Totaal;Alkmaar;2e halfjaar 2020;7025.0;64.0
187;Totaal;Alkmaar;2020;7535.0;69.0
188;Totaal;Alkmaar;1e halfjaar 2021;6895.0;63.0
189;Totaal;Alkmaar;2e halfjaar 2021;6750.0;61.0
190;Totaal;Alkmaar;2021;7355.0;67.0
191;Totaal;Alkmaar;1e halfjaar 2022;6685.0;60.0
192;Totaal;Alkmaar;2e halfjaar 2022;6750.0;61.0
193;Totaal;Alkmaar;2022;7230.0;65.0
194;Totaal;Alkmaar;1e halfjaar 2023;6790.0;61.0
195;Totaal;Alkmaar;2e halfjaar 2023;6845.0;61.0
196;Totaal;Alkmaar;2023;7375.0;66.0
197;Totaal;Alkmaar;1e halfjaar 2024;7070.0;63.0
198;Totaal;Almelo;1e halfjaar 2017;4310.0;59.0
199;Totaal;Almelo;2e halfjaar 2017;4145.0;57.0
200;Totaal;Almelo;2017;4650.0;64.0
201;Totaal;Almelo;1e halfjaar 2018;4100.0;56.0
202;Totaal;Almelo;2e halfjaar 2018;4320.0;59.0
203;Totaal;Almelo;2018;4560.0;63.0
204;Totaal;Almelo;1e halfjaar 2019;4485.0;62.0
205;Totaal;Almelo;2e halfjaar 2019;4530.0;62.0
206;Totaal;Almelo;2019;4965.0;68.0
207;Totaal;Almelo;1e halfjaar 2020;5105.0;70.0
208;Totaal;Almelo;2e halfjaar 2020;5245.0;72.0
209;Totaal;Almelo;2020;5655.0;77.0
210;Totaal;Almelo;1e halfjaar 2021;5145.0;70.0
211;Totaal;Almelo;2e halfjaar 2021;5165.0;71.0
212;Totaal;Almelo;2021;5685.0;78.0
213;Totaal;Almelo;1e halfjaar 2022;5110.0;70.0
214;Totaal;Almelo;2e halfjaar 2022;5110.0;70.0
215;Totaal;Almelo;2022;5605.0;77.0
216;Totaal;Almelo;1e halfjaar 2023;5185.0;70.0
217;Totaal;Almelo;2e halfjaar 2023;5215.0;71.0
218;Totaal;Almelo;2023;5695.0;77.0
219;Totaal;Almelo;1e halfjaar 2024;5280.0;71.0
220;Totaal;Almere;1e halfjaar 2017;9305.0;46.0
221;Totaal;Almere;2e halfjaar 2017;9475.0;47.0
222;Totaal;Almere;2017;10040.0;50.0
223;Totaal;Almere;1e halfjaar 2018;9435.0;46.0
224;Totaal;Almere;2e halfjaar 2018;9970.0;49.0
225;Totaal;Almere;2018;10300.0;50.0
226;Totaal;Almere;1e halfjaar 2019;10125.0;49.0
227;Totaal;Almere;2e halfjaar 2019;10590.0;51.0
228;Totaal;Almere;2019;11100.0;53.0
229;Totaal;Almere;1e halfjaar 2020;10750.0;51.0
230;Totaal;Almere;2e halfjaar 2020;11005.0;52.0
231;Totaal;Almere;2020;11630.0;55.0
232;Totaal;Almere;1e halfjaar 2021;10855.0;51.0
233;Totaal;Almere;2e halfjaar 2021;10975.0;51.0
234;Totaal;Almere;2021;11800.0;55.0
235;Totaal;Almere;1e halfjaar 2022;11040.0;51.0
236;Totaal;Almere;2e halfjaar 2022;11150.0;51.0
237;Totaal;Almere;2022;11940.0;55.0
238;Totaal;Almere;1e halfjaar 2023;8650.0;39.0
239;Totaal;Almere;2e halfjaar 2023;8665.0;39.0
240;Totaal;Almere;2023;9375.0;42.0
241;Totaal;Almere;1e halfjaar 2024;8805.0;39.0
242;Totaal;Alphen aan den Rijn;1e halfjaar 2017;3445.0;32.0
243;Totaal;Alphen aan den Rijn;2e halfjaar 2017;3430.0;32.0
244;Totaal;Alphen aan den Rijn;2017;3700.0;34.0
245;Totaal;Alphen aan den Rijn;1e halfjaar 2018;3245.0;30.0
246;Totaal;Alphen aan den Rijn;2e halfjaar 2018;3440.0;31.0
247;Totaal;Alphen aan den Rijn;2018;3555.0;32.0
248;Totaal;Alphen aan den Rijn;1e halfjaar 2019;3535.0;32.0
249;Totaal;Alphen aan den Rijn;2e halfjaar 2019;3685.0;33.0
250;Totaal;Alphen aan den Rijn;2019;3965.0;36.0
251;Totaal;Alphen aan den Rijn;1e halfjaar 2020;3695.0;33.0
252;Totaal;Alphen aan den Rijn;2e halfjaar 2020;3775.0;34.0
253;Totaal;Alphen aan den Rijn;2020;4080.0;36.0
254;Totaal;Alphen aan den Rijn;1e halfjaar 2021;3890.0;35.0
255;Totaal;Alphen aan den Rijn;2e halfjaar 2021;4055.0;36.0
256;Totaal;Alphen aan den Rijn;2021;4385.0;39.0
257;Totaal;Alphen aan den Rijn;1e halfjaar 2022;4115.0;36.0
258;Totaal;Alphen aan den Rijn;2e halfjaar 2022;4080.0;36.0
259;Totaal;Alphen aan den Rijn;2022;4495.0;40.0
260;Totaal;Alphen aan den Rijn;1e halfjaar 2023;4000.0;35.0
261;Totaal;Alphen aan den Rijn;2e halfjaar 2023;3945.0;35.0
262;Totaal;Alphen aan den Rijn;2023;4340.0;38.0
263;Totaal;Alphen aan den Rijn;1e halfjaar 2024;3950.0;34.0
264;Totaal;Alphen-Chaam;1e halfjaar 2017;275.0;27.0
265;Totaal;Alphen-Chaam;2e halfjaar 2017;295.0;30.0
266;Totaal;Alphen-Chaam;2017;330.0;33.0
267;Totaal;Alphen-Chaam;1e halfjaar 2018;285.0;28.0
268;Totaal;Alphen-Chaam;2e halfjaar 2018;340.0;34.0
269;Totaal;Alphen-Chaam;2018;355.0;35.0
270;Totaal;Alphen-Chaam;1e halfjaar 2019;410.0;41.0
271;Totaal;Alphen-Chaam;2e halfjaar 2019;440.0;43.0
272;Totaal;Alphen-Chaam;2019;475.0;47.0
273;Totaal;Alphen-Chaam;1e halfjaar 2020;475.0;47.0
274;Totaal;Alphen-Chaam;2e halfjaar 2020;490.0;48.0
275;Totaal;Alphen-Chaam;2020;540.0;53.0
276;Totaal;Alphen-Chaam;1e halfjaar 2021;500.0;48.0
277;Totaal;Alphen-Chaam;2e halfjaar 2021;510.0;49.0
278;Totaal;Alphen-Chaam;2021;555.0;54.0
279;Totaal;Alphen-Chaam;1e halfjaar 2022;535.0;51.0
280;Totaal;Alphen-Chaam;2e halfjaar 2022;550.0;53.0
281;Totaal;Alphen-Chaam;2022;590.0;57.0
282;Totaal;Alphen-Chaam;1e halfjaar 2023;555.0;53.0
283;Totaal;Alphen-Chaam;2e halfjaar 2023;555.0;53.0
284;Totaal;Alphen-Chaam;2023;610.0;58.0
285;Totaal;Alphen-Chaam;1e halfjaar 2024;580.0;55.0
286;Totaal;Altena;1e halfjaar 2017;;
287;Totaal;Altena;2e halfjaar 2017;;
288;Totaal;Altena;2017;;
289;Totaal;Altena;1e halfjaar 2018;;
290;Totaal;Altena;2e halfjaar 2018;;
291;Totaal;Altena;2018;;
292;Totaal;Altena;1e halfjaar 2019;2655.0;48.0
293;Totaal;Altena;2e halfjaar 2019;2845.0;51.0
294;Totaal;Altena;2019;2995.0;54.0
295;Totaal;Altena;1e halfjaar 2020;2995.0;53.0
296;Totaal;Altena;2e halfjaar 2020;3085.0;55.0
297;Totaal;Altena;2020;3290.0;59.0
298;Totaal;Altena;1e halfjaar 2021;3065.0;54.0
299;Totaal;Altena;2e halfjaar 2021;3130.0;56.0
300;Totaal;Altena;2021;3355.0;60.0
301;Totaal;Altena;1e halfjaar 2022;3195.0;56.0
302;Totaal;Altena;2e halfjaar 2022;3215.0;56.0
303;Totaal;Altena;2022;3435.0;60.0
304;Totaal;Altena;1e halfjaar 2023;3250.0;56.0
305;Totaal;Altena;2e halfjaar 2023;3230.0;56.0
306;Totaal;Altena;2023;3490.0;60.0
307;Totaal;Altena;1e halfjaar 2024;3365.0;58.0
308;Totaal;Ameland;1e halfjaar 2017;190.0;52.0
309;Totaal;Ameland;2e halfjaar 2017;195.0;54.0
310;Totaal;Ameland;2017;200.0;56.0
311;Totaal;Ameland;1e halfjaar 2018;180.0;50.0
312;Totaal;Ameland;2e halfjaar 2018;190.0;52.0
313;Totaal;Ameland;2018;200.0;55.0
314;Totaal;Ameland;1e halfjaar 2019;180.0;49.0
315;Totaal;Ameland;2e halfjaar 2019;195.0;53.0
316;Totaal;Ameland;2019;200.0;55.0
317;Totaal;Ameland;1e halfjaar 2020;215.0;58.0
318;Totaal;Ameland;2e halfjaar 2020;220.0;59.0
319;Totaal;Ameland;2020;230.0;62.0
320;Totaal;Ameland;1e halfjaar 2021;225.0;60.0
321;Totaal;Ameland;2e halfjaar 2021;225.0;60.0
322;Totaal;Ameland;2021;240.0;64.0
323;Totaal;Ameland;1e halfjaar 2022;230.0;62.0
324;Totaal;Ameland;2e halfjaar 2022;250.0;66.0
325;Totaal;Ameland;2022;255.0;68.0
326;Totaal;Ameland;1e halfjaar 2023;225.0;59.0
327;Totaal;Ameland;2e halfjaar 2023;240.0;62.0
328;Totaal;Ameland;2023;250.0;65.0
329;Totaal;Ameland;1e halfjaar 2024;245.0;64.0
330;Totaal;Amersfoort;1e halfjaar 2017;9020.0;58.0
331;Totaal;Amersfoort;2e halfjaar 2017;8745.0;57.0
332;Totaal;Amersfoort;2017;9610.0;62.0
333;Totaal;Amersfoort;1e halfjaar 2018;9405.0;61.0
334;Totaal;Amersfoort;2e halfjaar 2018;9490.0;61.0
335;Totaal;Amersfoort;2018;10315.0;66.0
336;Totaal;Amersfoort;1e halfjaar 2019;9145.0;59.0
337;Totaal;Amersfoort;2e halfjaar 2019;9330.0;60.0
338;Totaal;Amersfoort;2019;10185.0;65.0
339;Totaal;Amersfoort;1e halfjaar 2020;9400.0;60.0
340;Totaal;Amersfoort;2e halfjaar 2020;9505.0;60.0
341;Totaal;Amersfoort;2020;10390.0;66.0
342;Totaal;Amersfoort;1e halfjaar 2021;9225.0;59.0
343;Totaal;Amersfoort;2e halfjaar 2021;9220.0;59.0
344;Totaal;Amersfoort;2021;10200.0;65.0
345;Totaal;Amersfoort;1e halfjaar 2022;9200.0;58.0
346;Totaal;Amersfoort;2e halfjaar 2022;9205.0;58.0
347;Totaal;Amersfoort;2022;10175.0;64.0
348;Totaal;Amersfoort;1e halfjaar 2023;9085.0;57.0
349;Totaal;Amersfoort;2e halfjaar 2023;9200.0;57.0
350;Totaal;Amersfoort;2023;10060.0;63.0
351;Totaal;Amersfoort;1e halfjaar 2024;10020.0;62.0
352;Totaal;Amstelveen;1e halfjaar 2017;3460.0;39.0
353;Totaal;Amstelveen;2e halfjaar 2017;3645.0;41.0
354;Totaal;Amstelveen;2017;3975.0;45.0
355;Totaal;Amstelveen;1e halfjaar 2018;;
356;Totaal;Amstelveen;2e halfjaar 2018;;
357;Totaal;Amstelveen;2018;;
358;Totaal;Amstelveen;1e halfjaar 2019;;
359;Totaal;Amstelveen;2e halfjaar 2019;;
360;Totaal;Amstelveen;2019;;
361;Totaal;Amstelveen;1e halfjaar 2020;;
362;Totaal;Amstelveen;2e halfjaar 2020;;
363;Totaal;Amstelveen;2020;;
364;Totaal;Amstelveen;1e halfjaar 2021;;
365;Totaal;Amstelveen;2e halfjaar 2021;;
366;Totaal;Amstelveen;2021;;
367;Totaal;Amstelveen;1e halfjaar 2022;;
368;Totaal;Amstelveen;2e halfjaar 2022;;
369;Totaal;Amstelveen;2022;;
370;Totaal;Amstelveen;1e halfjaar 2023;5005.0;53.0
371;Totaal;Amstelveen;2e halfjaar 2023;4545.0;48.0
372;Totaal;Amstelveen;2023;5010.0;53.0
373;Totaal;Amstelveen;1e halfjaar 2024;1060.0;11.0
374;Totaal;Amsterdam;1e halfjaar 2017;57975.0;69.0
375;Totaal;Amsterdam;2e halfjaar 2017;58130.0;69.0
376;Totaal;Amsterdam;2017;61825.0;73.0
377;Totaal;Amsterdam;1e halfjaar 2018;61075.0;72.0
378;Totaal;Amsterdam;2e halfjaar 2018;64425.0;75.0
379;Totaal;Amsterdam;2018;65985.0;77.0
380;Totaal;Amsterdam;1e halfjaar 2019;66010.0;76.0
381;Totaal;Amsterdam;2e halfjaar 2019;66640.0;77.0
382;Totaal;Amsterdam;2019;70245.0;81.0
383;Totaal;Amsterdam;1e halfjaar 2020;66605.0;76.0
384;Totaal;Amsterdam;2e halfjaar 2020;66865.0;77.0
385;Totaal;Amsterdam;2020;70395.0;81.0
386;Totaal;Amsterdam;1e halfjaar 2021;66365.0;76.0
387;Totaal;Amsterdam;2e halfjaar 2021;;
388;Totaal;Amsterdam;2021;;
389;Totaal;Amsterdam;1e halfjaar 2022;64670.0;73.0
390;Totaal;Amsterdam;2e halfjaar 2022;64445.0;73.0
391;Totaal;Amsterdam;2022;68315.0;77.0
392;Totaal;Amsterdam;1e halfjaar 2023;63655.0;69.0
393;Totaal;Amsterdam;2e halfjaar 2023;63620.0;69.0
394;Totaal;Amsterdam;2023;67055.0;73.0
395;Totaal;Amsterdam;1e halfjaar 2024;64355.0;69.0
396;Totaal;Apeldoorn;1e halfjaar 2017;10075.0;63.0
397;Totaal;Apeldoorn;2e halfjaar 2017;10230.0;64.0
398;Totaal;Apeldoorn;2017;10985.0;69.0
399;Totaal;Apeldoorn;1e halfjaar 2018;10215.0;63.0
400;Totaal;Apeldoorn;2e halfjaar 2018;10765.0;67.0
401;Totaal;Apeldoorn;2018;11225.0;70.0
402;Totaal;Apeldoorn;1e halfjaar 2019;11465.0;71.0
403;Totaal;Apeldoorn;2e halfjaar 2019;11875.0;73.0
404;Totaal;Apeldoorn;2019;12635.0;78.0
405;Totaal;Apeldoorn;1e halfjaar 2020;11925.0;73.0
406;Totaal;Apeldoorn;2e halfjaar 2020;11935.0;73.0
407;Totaal;Apeldoorn;2020;12855.0;78.0
408;Totaal;Apeldoorn;1e halfjaar 2021;11875.0;72.0
409;Totaal;Apeldoorn;2e halfjaar 2021;12085.0;73.0
410;Totaal;Apeldoorn;2021;12995.0;79.0
411;Totaal;Apeldoorn;1e halfjaar 2022;12305.0;74.0
412;Totaal;Apeldoorn;2e halfjaar 2022;12570.0;76.0
413;Totaal;Apeldoorn;2022;13500.0;82.0
414;Totaal;Apeldoorn;1e halfjaar 2023;12465.0;75.0
415;Totaal;Apeldoorn;2e halfjaar 2023;12865.0;77.0
416;Totaal;Apeldoorn;2023;13820.0;83.0
417;Totaal;Apeldoorn;1e halfjaar 2024;13365.0;79.0
418;Totaal;Appingedam;1e halfjaar 2017;;
419;Totaal;Appingedam;2e halfjaar 2017;;
420;Totaal;Appingedam;2017;;
421;Totaal;Appingedam;1e halfjaar 2018;;
422;Totaal;Appingedam;2e halfjaar 2018;;
423;Totaal;Appingedam;2018;;
424;Totaal;Appingedam;1e halfjaar 2019;650.0;56.0
425;Totaal;Appingedam;2e halfjaar 2019;;
426;Totaal;Appingedam;2019;;
427;Totaal;Appingedam;1e halfjaar 2020;845.0;72.0
428;Totaal;Appingedam;2e halfjaar 2020;850.0;73.0
429;Totaal;Appingedam;2020;935.0;80.0
430;Totaal;Appingedam;1e halfjaar 2021;;
431;Totaal;Appingedam;2e halfjaar 2021;;
432;Totaal;Appingedam;2021;;
433;Totaal;Appingedam;1e halfjaar 2022;;
434;Totaal;Appingedam;2e halfjaar 2022;;
435;Totaal;Appingedam;2022;;
436;Totaal;Appingedam;1e halfjaar 2023;;
437;Totaal;Appingedam;2e halfjaar 2023;;
438;Totaal;Appingedam;2023;;
439;Totaal;Appingedam;1e halfjaar 2024;;
440;Totaal;Arnhem;1e halfjaar 2017;11025.0;71.0
441;Totaal;Arnhem;2e halfjaar 2017;11495.0;74.0
442;Totaal;Arnhem;2017;11925.0;77.0
443;Totaal;Arnhem;1e halfjaar 2018;11490.0;73.0
444;Totaal;Arnhem;2e halfjaar 2018;12430.0;79.0
445;Totaal;Arnhem;2018;12805.0;81.0
446;Totaal;Arnhem;1e halfjaar 2019;10340.0;65.0
447;Totaal;Arnhem;2e halfjaar 2019;11255.0;71.0
448;Totaal;Arnhem;2019;12080.0;76.0
449;Totaal;Arnhem;1e halfjaar 2020;11565.0;72.0
450;Totaal;Arnhem;2e halfjaar 2020;11910.0;74.0
451;Totaal;Arnhem;2020;12985.0;80.0
452;Totaal;Arnhem;1e halfjaar 2021;11895.0;73.0
453;Totaal;Arnhem;2e halfjaar 2021;12240.0;75.0
454;Totaal;Arnhem;2021;13235.0;81.0
455;Totaal;Arnhem;1e halfjaar 2022;12120.0;74.0
456;Totaal;Arnhem;2e halfjaar 2022;12475.0;76.0
457;Totaal;Arnhem;2022;13435.0;82.0
458;Totaal;Arnhem;1e halfjaar 2023;12310.0;74.0
459;Totaal;Arnhem;2e halfjaar 2023;12425.0;75.0
