ID;Bestedingscategorieen;Perioden;CPI_1;CPIAfgeleid_2;MaandmutatieCPI_3;MaandmutatieCPIAfgeleid_4;JaarmutatieCPI_5;JaarmutatieCPIAfgeleid_6;Wegingscoefficient_7
0;000000 Alle bestedingen;1996 januari;68.03;72.28;;;;;100000.0
1;000000 Alle bestedingen;1996 februari;68.29;72.55;0.4;0.4;;;100000.0
2;000000 Alle bestedingen;1996 maart;68.92;73.22;0.9;0.9;;;100000.0
3;000000 Alle bestedingen;1996 april;69.13;73.44;0.3;0.3;;;100000.0
4;000000 Alle bestedingen;1996 mei;68.96;73.26;-0.2;-0.2;;;100000.0
5;000000 Alle bestedingen;1996 juni;68.67;72.95;-0.4;-0.4;;;100000.0
6;000000 Alle bestedingen;1996 juli;68.84;73.14;0.2;0.3;;;100000.0
7;000000 Alle bestedingen;1996 augustus;68.75;73.04;-0.1;-0.1;;;100000.0
8;000000 Alle bestedingen;1996 september;69.37;73.72;0.9;0.9;;;100000.0
9;000000 Alle bestedingen;1996 oktober;69.53;73.89;0.2;0.2;;;100000.0
10;000000 Alle bestedingen;1996 november;69.45;73.8;-0.1;-0.1;;;100000.0
11;000000 Alle bestedingen;1996 december;69.37;73.72;-0.1;-0.1;;;100000.0
12;000000 Alle bestedingen;1996;68.94;73.25;;;;;100000.0
13;000000 Alle bestedingen;1997 januari;69.45;73.63;0.1;-0.1;2.1;1.9;100000.0
14;000000 Alle bestedingen;1997 februari;69.59;73.78;0.2;0.2;1.9;1.7;100000.0
15;000000 Alle bestedingen;1997 maart;70.12;74.32;0.8;0.7;1.7;1.5;100000.0
16;000000 Alle bestedingen;1997 april;70.2;74.39;0.1;0.1;1.5;1.3;100000.0
17;000000 Alle bestedingen;1997 mei;70.36;74.56;0.2;0.2;2.0;1.8;100000.0
18;000000 Alle bestedingen;1997 juni;70.02;74.21;-0.5;-0.5;2.0;1.7;100000.0
19;000000 Alle bestedingen;1997 juli;70.25;74.48;0.3;0.4;2.0;1.8;100000.0
20;000000 Alle bestedingen;1997 augustus;70.44;74.68;0.3;0.3;2.5;2.2;100000.0
21;000000 Alle bestedingen;1997 september;71.07;75.37;0.9;0.9;2.5;2.2;100000.0
22;000000 Alle bestedingen;1997 oktober;71.14;75.44;0.1;0.1;2.3;2.1;100000.0
23;000000 Alle bestedingen;1997 november;71.17;75.47;0.0;0.0;2.5;2.3;100000.0
24;000000 Alle bestedingen;1997 december;70.95;75.24;-0.3;-0.3;2.3;2.1;100000.0
25;000000 Alle bestedingen;1997;70.4;74.63;;;2.1;1.9;100000.0
26;000000 Alle bestedingen;1998 januari;70.71;74.81;-0.3;-0.6;1.8;1.6;100000.0
27;000000 Alle bestedingen;1998 februari;71.11;75.22;0.6;0.5;2.2;2.0;100000.0
28;000000 Alle bestedingen;1998 maart;71.7;75.85;0.8;0.8;2.3;2.1;100000.0
29;000000 Alle bestedingen;1998 april;71.88;76.04;0.3;0.3;2.4;2.2;100000.0
30;000000 Alle bestedingen;1998 mei;71.81;75.96;-0.1;-0.1;2.1;1.9;100000.0
31;000000 Alle bestedingen;1998 juni;71.51;75.65;-0.4;-0.4;2.1;1.9;100000.0
32;000000 Alle bestedingen;1998 juli;71.65;75.8;0.2;0.2;2.0;1.8;100000.0
33;000000 Alle bestedingen;1998 augustus;71.66;75.8;0.0;0.0;1.7;1.5;100000.0
34;000000 Alle bestedingen;1998 september;72.25;76.45;0.8;0.9;1.7;1.4;100000.0
35;000000 Alle bestedingen;1998 oktober;72.41;76.63;0.2;0.2;1.8;1.6;100000.0
36;000000 Alle bestedingen;1998 november;72.41;76.61;0.0;0.0;1.7;1.5;100000.0
37;000000 Alle bestedingen;1998 december;72.21;76.39;-0.3;-0.3;1.8;1.5;100000.0
38;000000 Alle bestedingen;1998;71.78;75.93;;;2.0;1.7;100000.0
39;000000 Alle bestedingen;1999 januari;72.25;76.06;0.1;-0.4;2.2;1.7;100000.0
40;000000 Alle bestedingen;1999 februari;72.61;76.44;0.5;0.5;2.1;1.6;100000.0
41;000000 Alle bestedingen;1999 maart;73.24;77.11;0.9;0.9;2.1;1.7;100000.0
42;000000 Alle bestedingen;1999 april;73.4;77.28;0.2;0.2;2.1;1.6;100000.0
43;000000 Alle bestedingen;1999 mei;73.42;77.31;0.0;0.0;2.2;1.8;100000.0
44;000000 Alle bestedingen;1999 juni;73.14;77.0;-0.4;-0.4;2.3;1.8;100000.0
45;000000 Alle bestedingen;1999 juli;73.06;76.92;-0.1;-0.1;2.0;1.5;100000.0
46;000000 Alle bestedingen;1999 augustus;73.46;77.34;0.5;0.5;2.5;2.0;100000.0
47;000000 Alle bestedingen;1999 september;73.8;77.68;0.5;0.4;2.1;1.6;100000.0
48;000000 Alle bestedingen;1999 oktober;73.86;77.74;0.1;0.1;2.0;1.4;100000.0
49;000000 Alle bestedingen;1999 november;73.95;77.84;0.1;0.1;2.1;1.6;100000.0
50;000000 Alle bestedingen;1999 december;73.7;77.58;-0.3;-0.3;2.1;1.6;100000.0
51;000000 Alle bestedingen;1999;73.32;77.19;;;2.1;1.7;100000.0
52;000000 Alle bestedingen;2000 januari;73.55;77.17;-0.2;-0.5;1.8;1.5;100000.0
53;000000 Alle bestedingen;2000 februari;74.0;77.64;0.6;0.6;1.9;1.6;100000.0
54;000000 Alle bestedingen;2000 maart;74.66;78.33;0.9;0.9;1.9;1.6;100000.0
55;000000 Alle bestedingen;2000 april;74.78;78.46;0.2;0.2;1.9;1.5;100000.0
56;000000 Alle bestedingen;2000 mei;75.02;78.69;0.3;0.3;2.2;1.8;100000.0
57;000000 Alle bestedingen;2000 juni;74.94;78.62;-0.1;-0.1;2.5;2.1;100000.0
58;000000 Alle bestedingen;2000 juli;74.75;78.41;-0.3;-0.3;2.3;1.9;100000.0
59;000000 Alle bestedingen;2000 augustus;75.08;78.75;0.4;0.4;2.2;1.8;100000.0
60;000000 Alle bestedingen;2000 september;75.99;79.7;1.2;1.2;3.0;2.6;100000.0
61;000000 Alle bestedingen;2000 oktober;76.12;79.84;0.2;0.2;3.1;2.7;100000.0
62;000000 Alle bestedingen;2000 november;76.11;79.83;0.0;0.0;2.9;2.6;100000.0
63;000000 Alle bestedingen;2000 december;75.66;79.36;-0.6;-0.6;2.7;2.3;100000.0
64;000000 Alle bestedingen;2000;75.06;78.73;;;2.4;2.0;100000.0
65;000000 Alle bestedingen;2001 januari;76.31;79.25;0.9;-0.1;3.8;2.7;100000.0
66;000000 Alle bestedingen;2001 februari;76.98;79.91;0.9;0.8;4.0;2.9;100000.0
67;000000 Alle bestedingen;2001 maart;77.7;80.67;0.9;1.0;4.1;3.0;100000.0
68;000000 Alle bestedingen;2001 april;78.13;81.12;0.6;0.6;4.5;3.4;100000.0
69;000000 Alle bestedingen;2001 mei;78.39;81.39;0.3;0.3;4.5;3.4;100000.0
70;000000 Alle bestedingen;2001 juni;78.09;81.07;-0.4;-0.4;4.2;3.1;100000.0
71;000000 Alle bestedingen;2001 juli;77.98;80.99;-0.1;-0.1;4.3;3.3;100000.0
72;000000 Alle bestedingen;2001 augustus;78.27;81.28;0.4;0.4;4.2;3.2;100000.0
73;000000 Alle bestedingen;2001 september;79.23;82.27;1.2;1.2;4.3;3.2;100000.0
74;000000 Alle bestedingen;2001 oktober;79.15;82.18;-0.1;-0.1;4.0;2.9;100000.0
75;000000 Alle bestedingen;2001 november;79.05;82.08;-0.1;-0.1;3.9;2.8;100000.0
76;000000 Alle bestedingen;2001 december;78.81;81.84;-0.3;-0.3;4.2;3.1;100000.0
77;000000 Alle bestedingen;2001;78.17;81.17;;;4.1;3.1;100000.0
78;000000 Alle bestedingen;2002 januari;79.38;82.37;0.7;0.6;4.0;3.9;100000.0
79;000000 Alle bestedingen;2002 februari;79.81;82.82;0.5;0.5;3.7;3.6;100000.0
80;000000 Alle bestedingen;2002 maart;80.52;83.55;0.9;0.9;3.6;3.6;100000.0
81;000000 Alle bestedingen;2002 april;80.9;83.94;0.5;0.5;3.5;3.5;100000.0
82;000000 Alle bestedingen;2002 mei;80.92;83.96;0.0;0.0;3.2;3.2;100000.0
83;000000 Alle bestedingen;2002 juni;80.65;83.66;-0.3;-0.4;3.3;3.2;100000.0
84;000000 Alle bestedingen;2002 juli;80.54;83.55;-0.1;-0.1;3.3;3.2;100000.0
85;000000 Alle bestedingen;2002 augustus;80.81;83.84;0.3;0.3;3.2;3.1;100000.0
86;000000 Alle bestedingen;2002 september;81.69;84.74;1.1;1.1;3.1;3.0;100000.0
87;000000 Alle bestedingen;2002 oktober;81.49;84.59;-0.2;-0.2;3.0;2.9;100000.0
88;000000 Alle bestedingen;2002 november;81.25;84.34;-0.3;-0.3;2.8;2.8;100000.0
89;000000 Alle bestedingen;2002 december;80.97;84.05;-0.3;-0.3;2.7;2.7;100000.0
90;000000 Alle bestedingen;2002;80.74;83.78;;;3.3;3.2;100000.0
91;000000 Alle bestedingen;2003 januari;81.25;84.06;0.3;0.0;2.4;2.1;100000.0
92;000000 Alle bestedingen;2003 februari;81.75;84.58;0.6;0.6;2.4;2.1;100000.0
93;000000 Alle bestedingen;2003 maart;82.53;85.39;1.0;1.0;2.5;2.2;100000.0
94;000000 Alle bestedingen;2003 april;82.61;85.47;0.1;0.1;2.1;1.8;100000.0
95;000000 Alle bestedingen;2003 mei;82.55;85.42;-0.1;-0.1;2.0;1.7;100000.0
96;000000 Alle bestedingen;2003 juni;82.17;85.02;-0.5;-0.5;1.9;1.6;100000.0
97;000000 Alle bestedingen;2003 juli;82.24;85.19;0.1;0.2;2.1;2.0;100000.0
98;000000 Alle bestedingen;2003 augustus;82.5;85.45;0.3;0.3;2.1;1.9;100000.0
99;000000 Alle bestedingen;2003 september;83.31;86.29;1.0;1.0;2.0;1.8;100000.0
100;000000 Alle bestedingen;2003 oktober;83.08;86.06;-0.3;-0.3;2.0;1.7;100000.0
101;000000 Alle bestedingen;2003 november;82.87;85.84;-0.3;-0.3;2.0;1.8;100000.0
102;000000 Alle bestedingen;2003 december;82.34;85.29;-0.6;-0.6;1.7;1.5;100000.0
103;000000 Alle bestedingen;2003;82.43;85.34;;;2.1;1.9;100000.0
104;000000 Alle bestedingen;2004 januari;82.35;85.09;0.0;-0.2;1.4;1.2;100000.0
105;000000 Alle bestedingen;2004 februari;82.72;85.47;0.4;0.4;1.2;1.1;100000.0
106;000000 Alle bestedingen;2004 maart;83.44;86.14;0.9;0.8;1.1;0.9;100000.0
107;000000 Alle bestedingen;2004 april;83.71;86.31;0.3;0.2;1.3;1.0;100000.0
108;000000 Alle bestedingen;2004 mei;83.85;86.45;0.2;0.2;1.6;1.2;100000.0
109;000000 Alle bestedingen;2004 juni;83.31;85.89;-0.6;-0.6;1.4;1.0;100000.0
110;000000 Alle bestedingen;2004 juli;83.19;85.72;-0.1;-0.2;1.2;0.6;100000.0
111;000000 Alle bestedingen;2004 augustus;83.47;86.01;0.3;0.3;1.2;0.7;100000.0
112;000000 Alle bestedingen;2004 september;84.2;86.76;0.9;0.9;1.1;0.5;100000.0
113;000000 Alle bestedingen;2004 oktober;84.23;86.8;0.0;0.0;1.4;0.9;100000.0
114;000000 Alle bestedingen;2004 november;83.98;86.54;-0.3;-0.3;1.3;0.8;100000.0
115;000000 Alle bestedingen;2004 december;83.25;85.79;-0.9;-0.9;1.1;0.6;100000.0
116;000000 Alle bestedingen;2004;83.48;86.08;;;1.3;0.9;100000.0
117;000000 Alle bestedingen;2005 januari;83.58;85.92;0.4;0.2;1.5;1.0;100000.0
118;000000 Alle bestedingen;2005 februari;84.1;86.46;0.6;0.6;1.7;1.2;100000.0
119;000000 Alle bestedingen;2005 maart;84.88;87.28;0.9;0.9;1.7;1.3;100000.0
120;000000 Alle bestedingen;2005 april;85.03;87.42;0.2;0.2;1.6;1.3;100000.0
121;000000 Alle bestedingen;2005 mei;84.98;87.37;-0.1;-0.1;1.3;1.1;100000.0
122;000000 Alle bestedingen;2005 juni;84.7;87.08;-0.3;-0.3;1.7;1.4;100000.0
123;000000 Alle bestedingen;2005 juli;84.57;86.95;-0.2;-0.1;1.7;1.4;100000.0
124;000000 Alle bestedingen;2005 augustus;84.96;87.36;0.5;0.5;1.8;1.6;100000.0
125;000000 Alle bestedingen;2005 september;85.73;88.15;0.9;0.9;1.8;1.6;100000.0
126;000000 Alle bestedingen;2005 oktober;85.66;88.08;-0.1;-0.1;1.7;1.5;100000.0
127;000000 Alle bestedingen;2005 november;85.44;87.85;-0.3;-0.3;1.7;1.5;100000.0
128;000000 Alle bestedingen;2005 december;84.98;87.38;-0.5;-0.5;2.1;1.9;100000.0
129;000000 Alle bestedingen;2005;84.88;87.28;;;1.7;1.4;100000.0
130;000000 Alle bestedingen;2006 januari;84.68;87.44;-0.4;0.1;1.3;1.8;100000.0
131;000000 Alle bestedingen;2006 februari;85.01;87.79;0.4;0.4;1.1;1.5;100000.0
132;000000 Alle bestedingen;2006 maart;85.68;88.49;0.8;0.8;0.9;1.4;100000.0
133;000000 Alle bestedingen;2006 april;86.07;88.88;0.5;0.4;1.2;1.7;100000.0
134;000000 Alle bestedingen;2006 mei;86.15;88.95;0.1;0.1;1.4;1.8;100000.0
135;000000 Alle bestedingen;2006 juni;85.84;88.62;-0.4;-0.4;1.3;1.8;100000.0
136;000000 Alle bestedingen;2006 juli;85.68;88.46;-0.2;-0.2;1.3;1.7;100000.0
137;000000 Alle bestedingen;2006 augustus;86.13;88.89;0.5;0.5;1.4;1.8;100000.0
138;000000 Alle bestedingen;2006 september;86.46;89.24;0.4;0.4;0.9;1.2;100000.0
139;000000 Alle bestedingen;2006 oktober;86.24;89.01;-0.3;-0.3;0.7;1.1;100000.0
140;000000 Alle bestedingen;2006 november;86.1;88.87;-0.2;-0.2;0.8;1.2;100000.0
141;000000 Alle bestedingen;2006 december;85.79;88.54;-0.4;-0.4;1.0;1.3;100000.0
142;000000 Alle bestedingen;2006;85.82;88.6;;;1.1;1.5;100000.0
143;000000 Alle bestedingen;2007 januari;85.89;88.55;0.1;0.0;1.4;1.3;100000.0
144;000000 Alle bestedingen;2007 februari;86.28;88.96;0.5;0.5;1.5;1.3;100000.0
145;000000 Alle bestedingen;2007 maart;87.22;89.92;1.1;1.1;1.8;1.6;100000.0
146;000000 Alle bestedingen;2007 april;87.64;90.34;0.5;0.5;1.8;1.6;100000.0
147;000000 Alle bestedingen;2007 mei;87.7;90.41;0.1;0.1;1.8;1.6;100000.0
148;000000 Alle bestedingen;2007 juni;87.34;90.04;-0.4;-0.4;1.7;1.6;100000.0
149;000000 Alle bestedingen;2007 juli;86.93;89.61;-0.5;-0.5;1.5;1.3;100000.0
150;000000 Alle bestedingen;2007 augustus;87.08;89.77;0.2;0.2;1.1;1.0;100000.0
151;000000 Alle bestedingen;2007 september;87.59;90.3;0.6;0.6;1.3;1.2;100000.0
152;000000 Alle bestedingen;2007 oktober;87.63;90.33;0.0;0.0;1.6;1.5;100000.0
153;000000 Alle bestedingen;2007 november;87.76;90.47;0.1;0.2;1.9;1.8;100000.0
154;000000 Alle bestedingen;2007 december;87.39;90.08;-0.4;-0.4;1.9;1.7;100000.0
155;000000 Alle bestedingen;2007;87.2;89.9;;;1.6;1.5;100000.0
156;000000 Alle bestedingen;2008 januari;87.63;90.24;0.3;0.2;2.0;1.9;100000.0
157;000000 Alle bestedingen;2008 februari;88.22;90.82;0.7;0.6;2.2;2.1;100000.0
158;000000 Alle bestedingen;2008 maart;89.09;91.71;1.0;1.0;2.1;2.0;100000.0
159;000000 Alle bestedingen;2008 april;89.42;92.02;0.4;0.3;2.0;1.9;100000.0
160;000000 Alle bestedingen;2008 mei;89.74;92.34;0.4;0.3;2.3;2.1;100000.0
161;000000 Alle bestedingen;2008 juni;89.58;92.17;-0.2;-0.2;2.6;2.4;100000.0
162;000000 Alle bestedingen;2008 juli;89.72;92.26;0.2;0.1;3.2;3.0;100000.0
163;000000 Alle bestedingen;2008 augustus;89.89;92.44;0.2;0.2;3.2;3.0;100000.0
164;000000 Alle bestedingen;2008 september;90.28;92.84;0.4;0.4;3.1;2.8;100000.0
165;000000 Alle bestedingen;2008 oktober;90.07;92.62;-0.2;-0.2;2.8;2.5;100000.0
166;000000 Alle bestedingen;2008 november;89.74;92.14;-0.4;-0.5;2.3;1.8;100000.0
167;000000 Alle bestedingen;2008 december;89.09;91.44;-0.7;-0.8;1.9;1.5;100000.0
168;000000 Alle bestedingen;2008;89.37;91.92;;;2.5;2.2;100000.0
169;000000 Alle bestedingen;2009 januari;89.32;91.54;0.3;0.1;1.9;1.4;100000.0
170;000000 Alle bestedingen;2009 februari;89.95;92.19;0.7;0.7;2.0;1.5;100000.0
171;000000 Alle bestedingen;2009 maart;90.85;93.11;1.0;1.0;2.0;1.5;100000.0
172;000000 Alle bestedingen;2009 april;91.05;93.31;0.2;0.2;1.8;1.4;100000.0
173;000000 Alle bestedingen;2009 mei;91.17;93.45;0.1;0.2;1.6;1.2;100000.0
174;000000 Alle bestedingen;2009 juni;90.85;93.14;-0.4;-0.3;1.4;1.1;100000.0
175;000000 Alle bestedingen;2009 juli;89.89;92.16;-1.1;-1.1;0.2;-0.1;100000.0
176;000000 Alle bestedingen;2009 augustus;90.14;92.41;0.3;0.3;0.3;0.0;100000.0
177;000000 Alle bestedingen;2009 september;90.62;92.91;0.5;0.5;0.4;0.1;100000.0
178;000000 Alle bestedingen;2009 oktober;90.7;93.0;0.1;0.1;0.7;0.4;100000.0
179;000000 Alle bestedingen;2009 november;90.61;92.9;-0.1;-0.1;1.0;0.8;100000.0
180;000000 Alle bestedingen;2009 december;90.08;92.37;-0.6;-0.6;1.1;1.0;100000.0
181;000000 Alle bestedingen;2009;90.44;92.71;;;1.2;0.9;100000.0
182;000000 Alle bestedingen;2010 januari;90.05;92.15;0.0;-0.2;0.8;0.7;100000.0
183;000000 Alle bestedingen;2010 februari;90.69;92.8;0.7;0.7;0.8;0.7;100000.0
184;000000 Alle bestedingen;2010 maart;91.77;93.9;1.2;1.2;1.0;0.8;100000.0
185;000000 Alle bestedingen;2010 april;92.08;94.2;0.3;0.3;1.1;1.0;100000.0
186;000000 Alle bestedingen;2010 mei;92.04;94.15;0.0;-0.1;1.0;0.7;100000.0
187;000000 Alle bestedingen;2010 juni;91.6;93.7;-0.5;-0.5;0.8;0.6;100000.0
188;000000 Alle bestedingen;2010 juli;91.34;93.44;-0.3;-0.3;1.6;1.4;100000.0
189;000000 Alle bestedingen;2010 augustus;91.48;93.58;0.2;0.1;1.5;1.3;100000.0
190;000000 Alle bestedingen;2010 september;92.05;94.17;0.6;0.6;1.6;1.4;100000.0
191;000000 Alle bestedingen;2010 oktober;92.13;94.27;0.1;0.1;1.6;1.4;100000.0
192;000000 Alle bestedingen;2010 november;92.02;94.16;-0.1;-0.1;1.6;1.4;100000.0
193;000000 Alle bestedingen;2010 december;91.82;93.96;-0.2;-0.2;1.9;1.7;100000.0
194;000000 Alle bestedingen;2010;91.59;93.71;;;1.3;1.1;100000.0
195;000000 Alle bestedingen;2011 januari;91.72;93.8;-0.1;-0.2;1.9;1.8;100000.0
196;000000 Alle bestedingen;2011 februari;92.41;94.5;0.8;0.7;1.9;1.8;100000.0
197;000000 Alle bestedingen;2011 maart;93.46;95.54;1.1;1.1;1.8;1.7;100000.0
198;000000 Alle bestedingen;2011 april;93.96;96.01;0.5;0.5;2.0;1.9;100000.0
199;000000 Alle bestedingen;2011 mei;94.03;96.05;0.1;0.0;2.2;2.0;100000.0
200;000000 Alle bestedingen;2011 juni;93.57;95.58;-0.5;-0.5;2.2;2.0;100000.0
201;000000 Alle bestedingen;2011 juli;94.04;96.0;0.5;0.4;3.0;2.7;100000.0
202;000000 Alle bestedingen;2011 augustus;94.19;96.15;0.2;0.2;3.0;2.7;100000.0
203;000000 Alle bestedingen;2011 september;94.53;96.48;0.4;0.3;2.7;2.5;100000.0
204;000000 Alle bestedingen;2011 oktober;94.57;96.52;0.0;0.0;2.6;2.4;100000.0
205;000000 Alle bestedingen;2011 november;94.28;96.23;-0.3;-0.3;2.5;2.2;100000.0
206;000000 Alle bestedingen;2011 december;94.04;95.98;-0.3;-0.3;2.4;2.1;100000.0
207;000000 Alle bestedingen;2011;93.73;95.74;;;2.3;2.2;100000.0
208;000000 Alle bestedingen;2012 januari;93.99;95.83;-0.1;-0.2;2.5;2.2;100000.0
209;000000 Alle bestedingen;2012 februari;94.7;96.55;0.8;0.8;2.5;2.2;100000.0
210;000000 Alle bestedingen;2012 maart;95.78;97.66;1.1;1.1;2.5;2.2;100000.0
211;000000 Alle bestedingen;2012 april;96.17;98.06;0.4;0.4;2.4;2.1;100000.0
212;000000 Alle bestedingen;2012 mei;96.03;97.91;-0.1;-0.2;2.1;1.9;100000.0
213;000000 Alle bestedingen;2012 juni;95.57;97.44;-0.5;-0.5;2.1;1.9;100000.0
214;000000 Alle bestedingen;2012 juli;96.2;98.02;0.7;0.6;2.3;2.1;100000.0
215;000000 Alle bestedingen;2012 augustus;96.32;98.15;0.1;0.1;2.3;2.1;100000.0
216;000000 Alle bestedingen;2012 september;96.72;98.55;0.4;0.4;2.3;2.1;100000.0
217;000000 Alle bestedingen;2012 oktober;97.29;98.43;0.6;-0.1;2.9;2.0;100000.0
218;000000 Alle bestedingen;2012 november;96.89;98.03;-0.4;-0.4;2.8;1.9;100000.0
219;000000 Alle bestedingen;2012 december;96.76;97.9;-0.1;-0.1;2.9;2.0;100000.0
220;000000 Alle bestedingen;2012;96.04;97.71;;;2.5;2.1;100000.0
221;000000 Alle bestedingen;2013 januari;96.78;97.35;0.0;-0.6;3.0;1.6;100000.0
222;000000 Alle bestedingen;2013 februari;97.54;98.09;0.8;0.8;3.0;1.6;100000.0
223;000000 Alle bestedingen;2013 maart;98.58;99.13;1.1;1.1;2.9;1.5;100000.0
224;000000 Alle bestedingen;2013 april;98.67;99.18;0.1;0.1;2.6;1.1;100000.0
225;000000 Alle bestedingen;2013 mei;98.69;99.21;0.0;0.0;2.8;1.3;100000.0
226;000000 Alle bestedingen;2013 juni;98.32;98.84;-0.4;-0.4;2.9;1.4;100000.0
227;000000 Alle bestedingen;2013 juli;99.15;99.68;0.8;0.8;3.1;1.7;100000.0
228;000000 Alle bestedingen;2013 augustus;99.03;99.55;-0.1;-0.1;2.8;1.4;100000.0
229;000000 Alle bestedingen;2013 september;99.08;99.61;0.1;0.1;2.4;1.1;100000.0
230;000000 Alle bestedingen;2013 oktober;98.8;99.32;-0.3;-0.3;1.6;0.9;100000.0
231;000000 Alle bestedingen;2013 november;98.31;98.84;-0.5;-0.5;1.5;0.8;100000.0
232;000000 Alle bestedingen;2013 december;98.36;98.89;0.1;0.1;1.7;1.0;100000.0
233;000000 Alle bestedingen;2013;98.44;98.97;;;2.5;1.3;100000.0
234;000000 Alle bestedingen;2014 januari;98.15;98.32;-0.2;-0.6;1.4;1.0;100000.0
235;000000 Alle bestedingen;2014 februari;98.57;98.74;0.4;0.4;1.1;0.7;100000.0
236;000000 Alle bestedingen;2014 maart;99.39;99.57;0.8;0.8;0.8;0.4;100000.0
237;000000 Alle bestedingen;2014 april;99.85;100.03;0.5;0.5;1.2;0.9;100000.0
238;000000 Alle bestedingen;2014 mei;99.51;99.68;-0.3;-0.3;0.8;0.5;100000.0
239;000000 Alle bestedingen;2014 juni;99.24;99.44;-0.3;-0.2;0.9;0.6;100000.0
240;000000 Alle bestedingen;2014 juli;100.05;100.26;0.8;0.8;0.9;0.6;100000.0
241;000000 Alle bestedingen;2014 augustus;99.98;100.2;-0.1;-0.1;1.0;0.7;100000.0
242;000000 Alle bestedingen;2014 september;99.96;100.18;0.0;0.0;0.9;0.6;100000.0
243;000000 Alle bestedingen;2014 oktober;99.84;100.06;-0.1;-0.1;1.1;0.7;100000.0
244;000000 Alle bestedingen;2014 november;99.25;99.47;-0.6;-0.6;1.0;0.6;100000.0
245;000000 Alle bestedingen;2014 december;99.05;99.27;-0.2;-0.2;0.7;0.4;100000.0
246;000000 Alle bestedingen;2014;99.4;99.6;;;1.0;0.6;100000.0
247;000000 Alle bestedingen;2015 januari;98.15;98.16;-0.9;-1.1;0.0;-0.2;100000.0
248;000000 Alle bestedingen;2015 februari;98.69;98.7;0.6;0.6;0.1;0.0;100000.0
249;000000 Alle bestedingen;2015 maart;99.75;99.75;1.1;1.1;0.4;0.2;100000.0
250;000000 Alle bestedingen;2015 april;100.39;100.39;0.6;0.6;0.5;0.4;100000.0
251;000000 Alle bestedingen;2015 mei;100.61;100.62;0.2;0.2;1.1;0.9;100000.0
252;000000 Alle bestedingen;2015 juni;100.23;100.23;-0.4;-0.4;1.0;0.8;100000.0
253;000000 Alle bestedingen;2015 juli;101.0;101.0;0.8;0.8;0.9;0.7;100000.0
254;000000 Alle bestedingen;2015 augustus;100.69;100.68;-0.3;-0.3;0.7;0.5;100000.0
255;000000 Alle bestedingen;2015 september;100.5;100.5;-0.2;-0.2;0.5;0.3;100000.0
256;000000 Alle bestedingen;2015 oktober;100.41;100.4;-0.1;-0.1;0.6;0.3;100000.0
257;000000 Alle bestedingen;2015 november;99.85;99.84;-0.6;-0.6;0.6;0.4;100000.0
258;000000 Alle bestedingen;2015 december;99.73;99.72;-0.1;-0.1;0.7;0.5;100000.0
259;000000 Alle bestedingen;2015;100.0;100.0;;;0.6;0.4;100000.0
260;000000 Alle bestedingen;2016 januari;98.71;98.67;-1.0;-1.1;0.6;0.5;100000.0
261;000000 Alle bestedingen;2016 februari;99.3;99.25;0.6;0.6;0.6;0.6;100000.0
262;000000 Alle bestedingen;2016 maart;100.31;100.26;1.0;1.0;0.6;0.5;100000.0
263;000000 Alle bestedingen;2016 april;100.4;100.32;0.1;0.1;0.0;-0.1;100000.0
264;000000 Alle bestedingen;2016 mei;100.58;100.5;0.2;0.2;0.0;-0.1;100000.0
265;000000 Alle bestedingen;2016 juni;100.26;100.19;-0.3;-0.3;0.0;0.0;100000.0
266;000000 Alle bestedingen;2016 juli;100.76;100.68;0.5;0.5;-0.2;-0.3;100000.0
267;000000 Alle bestedingen;2016 augustus;100.88;100.8;0.1;0.1;0.2;0.1;100000.0
268;000000 Alle bestedingen;2016 september;100.57;100.49;-0.3;-0.3;0.1;0.0;100000.0
269;000000 Alle bestedingen;2016 oktober;100.83;100.76;0.3;0.3;0.4;0.4;100000.0
270;000000 Alle bestedingen;2016 november;100.49;100.43;-0.3;-0.3;0.6;0.6;100000.0
271;000000 Alle bestedingen;2016 december;100.71;100.65;0.2;0.2;1.0;0.9;100000.0
272;000000 Alle bestedingen;2016;100.32;100.25;;;0.3;0.3;100000.0
273;000000 Alle bestedingen;2017 januari;100.35;100.24;-0.4;-0.4;1.7;1.6;100000.0
274;000000 Alle bestedingen;2017 februari;101.09;100.98;0.7;0.7;1.8;1.7;100000.0
275;000000 Alle bestedingen;2017 maart;101.44;101.34;0.3;0.4;1.1;1.1;100000.0
276;000000 Alle bestedingen;2017 april;101.98;101.88;0.5;0.5;1.6;1.6;100000.0
277;000000 Alle bestedingen;2017 mei;101.65;101.54;-0.3;-0.3;1.1;1.0;100000.0
278;000000 Alle bestedingen;2017 juni;101.37;101.31;-0.3;-0.2;1.1;1.1;100000.0
279;000000 Alle bestedingen;2017 juli;102.11;102.05;0.7;0.7;1.3;1.4;100000.0
280;000000 Alle bestedingen;2017 augustus;102.27;102.21;0.2;0.2;1.4;1.4;100000.0
281;000000 Alle bestedingen;2017 september;102.03;101.97;-0.2;-0.2;1.5;1.5;100000.0
282;000000 Alle bestedingen;2017 oktober;102.17;102.11;0.1;0.1;1.3;1.3;100000.0
283;000000 Alle bestedingen;2017 november;102.0;101.94;-0.2;-0.2;1.5;1.5;100000.0
284;000000 Alle bestedingen;2017 december;101.97;101.9;0.0;0.0;1.3;1.2;100000.0
