ID;Bestedingscategorieen;Perioden;CPI_1;CPIAfgeleid_2;MaandmutatieCPI_3;MaandmutatieCPIAfgeleid_4;JaarmutatieCPI_5;JaarmutatieCPIAfgeleid_6;Wegingscoefficient_7
2311;011130 Brood;1998 juni;68.3;68.3;0.3;0.3;0.9;0.9;938.0
2312;011130 Brood;1998 juli;68.31;68.31;0.0;0.0;0.9;0.9;938.0
2313;011130 Brood;1998 augustus;68.35;68.35;0.1;0.1;0.9;0.9;938.0
2314;011130 Brood;1998 september;68.51;68.51;0.2;0.2;1.2;1.2;938.0
2315;011130 Brood;1998 oktober;68.78;68.78;0.4;0.4;1.6;1.6;938.0
2316;011130 Brood;1998 november;69.18;69.18;0.6;0.6;1.7;1.7;938.0
2317;011130 Brood;1998 december;69.05;69.05;-0.2;-0.2;1.6;1.6;938.0
2318;011130 Brood;1998;68.42;68.42;;;1.0;1.0;938.0
2319;011130 Brood;1999 januari;68.92;68.92;-0.2;-0.2;1.4;1.4;938.0
2320;011130 Brood;1999 februari;69.5;69.5;0.8;0.8;2.2;2.2;938.0
2321;011130 Brood;1999 maart;69.64;69.64;0.2;0.2;2.1;2.1;938.0
2322;011130 Brood;1999 april;69.68;69.68;0.1;0.1;2.1;2.1;938.0
2323;011130 Brood;1999 mei;69.74;69.74;0.1;0.1;2.4;2.4;938.0
2324;011130 Brood;1999 juni;70.01;70.01;0.4;0.4;2.5;2.5;938.0
2325;011130 Brood;1999 juli;69.97;69.97;-0.1;-0.1;2.4;2.4;938.0
2326;011130 Brood;1999 augustus;70.21;70.21;0.3;0.3;2.7;2.7;938.0
2327;011130 Brood;1999 september;70.24;70.24;0.0;0.0;2.5;2.5;938.0
2328;011130 Brood;1999 oktober;70.36;70.36;0.2;0.2;2.3;2.3;938.0
2329;011130 Brood;1999 november;70.18;70.18;-0.3;-0.3;1.4;1.4;938.0
2330;011130 Brood;1999 december;70.3;70.3;0.2;0.2;1.8;1.8;938.0
2331;011130 Brood;1999;69.9;69.9;;;2.2;2.2;938.0
2332;011130 Brood;2000 januari;70.27;70.27;0.0;0.0;2.0;2.0;637.0
2333;011130 Brood;2000 februari;70.5;70.5;0.3;0.3;1.4;1.4;637.0
2334;011130 Brood;2000 maart;71.2;71.2;1.0;1.0;2.2;2.2;637.0
2335;011130 Brood;2000 april;70.24;70.24;-1.3;-1.3;0.8;0.8;637.0
2336;011130 Brood;2000 mei;70.53;70.53;0.4;0.4;1.1;1.1;637.0
2337;011130 Brood;2000 juni;70.83;70.83;0.4;0.4;1.2;1.2;637.0
2338;011130 Brood;2000 juli;70.54;70.54;-0.4;-0.4;0.8;0.8;637.0
2339;011130 Brood;2000 augustus;70.84;70.84;0.4;0.4;0.9;0.9;637.0
2340;011130 Brood;2000 september;71.56;71.56;1.0;1.0;1.9;1.9;637.0
2341;011130 Brood;2000 oktober;72.33;72.33;1.1;1.1;2.8;2.8;637.0
2342;011130 Brood;2000 november;72.45;72.45;0.2;0.2;3.2;3.2;637.0
2343;011130 Brood;2000 december;72.6;72.6;0.2;0.2;3.3;3.3;637.0
2344;011130 Brood;2000;71.16;71.16;;;1.8;1.8;637.0
2345;011130 Brood;2001 januari;73.07;73.07;0.6;0.6;4.0;4.0;637.0
2346;011130 Brood;2001 februari;73.15;73.15;0.1;0.1;3.8;3.8;637.0
2347;011130 Brood;2001 maart;73.32;73.32;0.2;0.2;3.0;3.0;637.0
2348;011130 Brood;2001 april;73.8;73.8;0.7;0.7;5.1;5.1;637.0
2349;011130 Brood;2001 mei;73.78;73.78;0.0;0.0;4.6;4.6;637.0
2350;011130 Brood;2001 juni;73.62;73.62;-0.2;-0.2;3.9;3.9;637.0
2351;011130 Brood;2001 juli;74.03;74.03;0.6;0.6;4.9;4.9;637.0
2352;011130 Brood;2001 augustus;74.26;74.26;0.3;0.3;4.8;4.8;637.0
2353;011130 Brood;2001 september;74.4;74.4;0.2;0.2;4.0;4.0;637.0
2354;011130 Brood;2001 oktober;74.55;74.55;0.2;0.2;3.1;3.1;637.0
2355;011130 Brood;2001 november;74.56;74.56;0.0;0.0;2.9;2.9;637.0
2356;011130 Brood;2001 december;74.87;74.87;0.4;0.4;3.1;3.1;637.0
2357;011130 Brood;2001;73.95;73.95;;;3.9;3.9;637.0
2358;011130 Brood;2002 januari;75.26;75.26;0.5;0.5;3.0;3.0;637.0
2359;011130 Brood;2002 februari;75.52;75.52;0.3;0.3;3.2;3.2;637.0
2360;011130 Brood;2002 maart;75.49;75.49;0.0;0.0;3.0;3.0;637.0
2361;011130 Brood;2002 april;76.03;76.03;0.7;0.7;3.0;3.0;637.0
2362;011130 Brood;2002 mei;76.34;76.34;0.4;0.4;3.5;3.5;637.0
2363;011130 Brood;2002 juni;76.34;76.34;0.0;0.0;3.7;3.7;637.0
2364;011130 Brood;2002 juli;76.66;76.66;0.4;0.4;3.6;3.6;637.0
2365;011130 Brood;2002 augustus;76.92;76.92;0.3;0.3;3.6;3.6;637.0
2366;011130 Brood;2002 september;76.77;76.77;-0.2;-0.2;3.2;3.2;637.0
2367;011130 Brood;2002 oktober;76.82;76.82;0.1;0.1;3.0;3.0;637.0
2368;011130 Brood;2002 november;77.06;77.06;0.3;0.3;3.4;3.4;637.0
2369;011130 Brood;2002 december;77.31;77.31;0.3;0.3;3.3;3.3;637.0
2370;011130 Brood;2002;76.38;76.38;;;3.3;3.3;637.0
2371;011130 Brood;2003 januari;77.75;77.75;0.6;0.6;3.3;3.3;637.0
2372;011130 Brood;2003 februari;77.75;77.75;0.0;0.0;3.0;3.0;637.0
2373;011130 Brood;2003 maart;77.96;77.96;0.3;0.3;3.3;3.3;637.0
2374;011130 Brood;2003 april;78.31;78.31;0.4;0.4;3.0;3.0;637.0
2375;011130 Brood;2003 mei;78.48;78.48;0.2;0.2;2.8;2.8;637.0
2376;011130 Brood;2003 juni;79.16;79.16;0.9;0.9;3.7;3.7;637.0
2377;011130 Brood;2003 juli;79.08;79.08;-0.1;-0.1;3.2;3.2;637.0
2378;011130 Brood;2003 augustus;79.02;79.02;-0.1;-0.1;2.7;2.7;637.0
2379;011130 Brood;2003 september;79.19;79.19;0.2;0.2;3.2;3.2;637.0
2380;011130 Brood;2003 oktober;79.4;79.4;0.3;0.3;3.4;3.4;637.0
2381;011130 Brood;2003 november;78.99;78.99;-0.5;-0.5;2.5;2.5;637.0
2382;011130 Brood;2003 december;79.36;79.36;0.5;0.5;2.7;2.7;637.0
2383;011130 Brood;2003;78.7;78.7;;;3.0;3.0;637.0
2384;011130 Brood;2004 januari;79.08;79.08;-0.4;-0.4;1.7;1.7;637.0
2385;011130 Brood;2004 februari;79.41;79.41;0.4;0.4;2.1;2.1;637.0
2386;011130 Brood;2004 maart;79.46;79.46;0.1;0.1;1.9;1.9;637.0
2387;011130 Brood;2004 april;79.56;79.56;0.1;0.1;1.6;1.6;637.0
2388;011130 Brood;2004 mei;79.34;79.34;-0.3;-0.3;1.1;1.1;637.0
2389;011130 Brood;2004 juni;79.58;79.58;0.3;0.3;0.5;0.5;637.0
2390;011130 Brood;2004 juli;79.01;79.01;-0.7;-0.7;-0.1;-0.1;637.0
2391;011130 Brood;2004 augustus;78.82;78.82;-0.2;-0.2;-0.3;-0.3;637.0
2392;011130 Brood;2004 september;79.12;79.12;0.4;0.4;-0.1;-0.1;637.0
2393;011130 Brood;2004 oktober;78.94;78.94;-0.2;-0.2;-0.6;-0.6;637.0
2394;011130 Brood;2004 november;78.94;78.94;0.0;0.0;-0.1;-0.1;637.0
2395;011130 Brood;2004 december;79.56;79.56;0.8;0.8;0.3;0.3;637.0
2396;011130 Brood;2004;79.24;79.24;;;0.7;0.7;637.0
2397;011130 Brood;2005 januari;79.62;79.62;0.1;0.1;0.7;0.7;637.0
2398;011130 Brood;2005 februari;79.35;79.35;-0.3;-0.3;-0.1;-0.1;637.0
2399;011130 Brood;2005 maart;79.47;79.47;0.2;0.2;0.0;0.0;637.0
2400;011130 Brood;2005 april;79.27;79.27;-0.3;-0.3;-0.4;-0.4;637.0
2401;011130 Brood;2005 mei;79.62;79.62;0.4;0.4;0.4;0.4;637.0
2402;011130 Brood;2005 juni;79.47;79.47;-0.2;-0.2;-0.1;-0.1;637.0
2403;011130 Brood;2005 juli;79.45;79.45;0.0;0.0;0.6;0.6;637.0
2404;011130 Brood;2005 augustus;79.42;79.42;0.0;0.0;0.8;0.8;637.0
2405;011130 Brood;2005 september;79.58;79.58;0.2;0.2;0.6;0.6;637.0
2406;011130 Brood;2005 oktober;80.05;80.05;0.6;0.6;1.4;1.4;637.0
2407;011130 Brood;2005 november;79.99;79.99;-0.1;-0.1;1.3;1.3;637.0
2408;011130 Brood;2005 december;80.7;80.7;0.9;0.9;1.4;1.4;637.0
2409;011130 Brood;2005;79.67;79.67;;;0.5;0.5;637.0
2410;011130 Brood;2006 januari;80.7;80.7;0.0;0.0;1.4;1.4;779.0
2411;011130 Brood;2006 februari;80.53;80.53;-0.2;-0.2;1.5;1.5;779.0
2412;011130 Brood;2006 maart;80.76;80.76;0.3;0.3;1.6;1.6;779.0
2413;011130 Brood;2006 april;79.86;79.86;-1.1;-1.1;0.7;0.7;779.0
2414;011130 Brood;2006 mei;80.42;80.42;0.7;0.7;1.0;1.0;779.0
2415;011130 Brood;2006 juni;80.76;80.76;0.4;0.4;1.6;1.6;779.0
2416;011130 Brood;2006 juli;79.76;79.76;-1.2;-1.2;0.4;0.4;779.0
2417;011130 Brood;2006 augustus;79.53;79.53;-0.3;-0.3;0.1;0.1;779.0
2418;011130 Brood;2006 september;79.65;79.65;0.2;0.2;0.1;0.1;779.0
2419;011130 Brood;2006 oktober;79.6;79.6;-0.1;-0.1;-0.6;-0.6;779.0
2420;011130 Brood;2006 november;80.43;80.43;1.0;1.0;0.6;0.6;779.0
2421;011130 Brood;2006 december;80.12;80.12;-0.4;-0.4;-0.7;-0.7;779.0
2422;011130 Brood;2006;80.18;80.18;;;0.6;0.6;779.0
2423;011130 Brood;2007 januari;80.17;80.17;0.1;0.1;-0.7;-0.7;768.0
2424;011130 Brood;2007 februari;80.77;80.77;0.7;0.7;0.3;0.3;768.0
2425;011130 Brood;2007 maart;81.28;81.28;0.6;0.6;0.6;0.6;768.0
2426;011130 Brood;2007 april;81.52;81.52;0.3;0.3;2.1;2.1;768.0
2427;011130 Brood;2007 mei;81.44;81.44;-0.1;-0.1;1.3;1.3;768.0
2428;011130 Brood;2007 juni;81.07;81.07;-0.5;-0.5;0.4;0.4;768.0
2429;011130 Brood;2007 juli;80.81;80.81;-0.3;-0.3;1.3;1.3;768.0
2430;011130 Brood;2007 augustus;81.52;81.52;0.9;0.9;2.5;2.5;768.0
2431;011130 Brood;2007 september;81.94;81.94;0.5;0.5;2.9;2.9;768.0
2432;011130 Brood;2007 oktober;85.12;85.12;3.9;3.9;6.9;6.9;768.0
2433;011130 Brood;2007 november;86.91;86.91;2.1;2.1;8.1;8.1;768.0
2434;011130 Brood;2007 december;87.29;87.29;0.4;0.4;8.9;8.9;768.0
2435;011130 Brood;2007;82.49;82.49;;;2.9;2.9;768.0
2436;011130 Brood;2008 januari;87.64;87.64;0.4;0.4;9.3;9.3;818.0
2437;011130 Brood;2008 februari;87.58;87.58;-0.1;-0.1;8.4;8.4;818.0
2438;011130 Brood;2008 maart;88.13;88.13;0.6;0.6;8.4;8.4;818.0
2439;011130 Brood;2008 april;88.43;88.43;0.3;0.3;8.5;8.5;818.0
2440;011130 Brood;2008 mei;89.08;89.08;0.7;0.7;9.4;9.4;818.0
2441;011130 Brood;2008 juni;89.47;89.47;0.4;0.4;10.4;10.4;818.0
2442;011130 Brood;2008 juli;89.6;89.6;0.1;0.1;10.9;10.9;818.0
2443;011130 Brood;2008 augustus;89.73;89.73;0.1;0.1;10.1;10.1;818.0
2444;011130 Brood;2008 september;89.98;89.98;0.3;0.3;9.8;9.8;818.0
2445;011130 Brood;2008 oktober;90.51;90.51;0.6;0.6;6.3;6.3;818.0
2446;011130 Brood;2008 november;90.52;90.52;0.0;0.0;4.2;4.2;818.0
2447;011130 Brood;2008 december;90.37;90.37;-0.2;-0.2;3.5;3.5;818.0
2448;011130 Brood;2008;89.25;89.25;;;8.2;8.2;818.0
2449;011130 Brood;2009 januari;90.7;90.7;0.4;0.4;3.5;3.5;772.0
2450;011130 Brood;2009 februari;90.65;90.65;-0.1;-0.1;3.5;3.5;772.0
2451;011130 Brood;2009 maart;90.78;90.78;0.1;0.1;3.0;3.0;772.0
2452;011130 Brood;2009 april;90.9;90.9;0.1;0.1;2.8;2.8;772.0
2453;011130 Brood;2009 mei;90.75;90.75;-0.2;-0.2;1.9;1.9;772.0
2454;011130 Brood;2009 juni;90.71;90.71;0.0;0.0;1.4;1.4;772.0
2455;011130 Brood;2009 juli;90.43;90.43;-0.3;-0.3;0.9;0.9;772.0
2456;011130 Brood;2009 augustus;90.2;90.2;-0.3;-0.3;0.5;0.5;772.0
2457;011130 Brood;2009 september;90.65;90.65;0.5;0.5;0.7;0.7;772.0
2458;011130 Brood;2009 oktober;90.7;90.7;0.1;0.1;0.2;0.2;772.0
2459;011130 Brood;2009 november;90.37;90.37;-0.4;-0.4;-0.2;-0.2;772.0
2460;011130 Brood;2009 december;91.17;91.17;0.9;0.9;0.9;0.9;772.0
2461;011130 Brood;2009;90.67;90.67;;;1.6;1.6;772.0
2462;011130 Brood;2010 januari;90.93;90.93;-0.3;-0.3;0.3;0.3;837.0
2463;011130 Brood;2010 februari;90.97;90.97;0.0;0.0;0.4;0.4;837.0
2464;011130 Brood;2010 maart;90.61;90.61;-0.4;-0.4;-0.2;-0.2;837.0
2465;011130 Brood;2010 april;90.82;90.82;0.2;0.2;-0.1;-0.1;837.0
2466;011130 Brood;2010 mei;90.88;90.88;0.1;0.1;0.1;0.1;837.0
2467;011130 Brood;2010 juni;91.5;91.5;0.7;0.7;0.9;0.9;837.0
2468;011130 Brood;2010 juli;91.61;91.61;0.1;0.1;1.3;1.3;837.0
2469;011130 Brood;2010 augustus;91.64;91.64;0.0;0.0;1.6;1.6;837.0
2470;011130 Brood;2010 september;91.79;91.79;0.2;0.2;1.3;1.3;837.0
2471;011130 Brood;2010 oktober;91.46;91.46;-0.4;-0.4;0.8;0.8;837.0
2472;011130 Brood;2010 november;91.84;91.84;0.4;0.4;1.6;1.6;837.0
2473;011130 Brood;2010 december;91.88;91.88;0.0;0.0;0.8;0.8;837.0
2474;011130 Brood;2010;91.33;91.33;;;0.7;0.7;837.0
2475;011130 Brood;2011 januari;92.48;92.48;0.7;0.7;1.7;1.7;814.0
2476;011130 Brood;2011 februari;93.34;93.34;0.9;0.9;2.6;2.6;814.0
2477;011130 Brood;2011 maart;94.06;94.06;0.8;0.8;3.8;3.8;814.0
2478;011130 Brood;2011 april;94.39;94.39;0.4;0.4;3.9;3.9;814.0
2479;011130 Brood;2011 mei;94.3;94.3;-0.1;-0.1;3.8;3.8;814.0
2480;011130 Brood;2011 juni;94.34;94.34;0.0;0.0;3.1;3.1;814.0
2481;011130 Brood;2011 juli;94.86;94.86;0.6;0.6;3.5;3.5;814.0
2482;011130 Brood;2011 augustus;94.71;94.71;-0.2;-0.2;3.4;3.4;814.0
2483;011130 Brood;2011 september;95.25;95.25;0.6;0.6;3.8;3.8;814.0
2484;011130 Brood;2011 oktober;95.11;95.11;-0.1;-0.1;4.0;4.0;814.0
2485;011130 Brood;2011 november;95.44;95.44;0.3;0.3;3.9;3.9;814.0
2486;011130 Brood;2011 december;95.6;95.6;0.2;0.2;4.0;4.0;814.0
2487;011130 Brood;2011;94.49;94.49;;;3.5;3.5;814.0
2488;011130 Brood;2012 januari;96.32;96.32;0.8;0.8;4.2;4.2;856.0
2489;011130 Brood;2012 februari;96.31;96.31;0.0;0.0;3.2;3.2;856.0
2490;011130 Brood;2012 maart;96.9;96.9;0.6;0.6;3.0;3.0;856.0
2491;011130 Brood;2012 april;96.25;96.25;-0.7;-0.7;2.0;2.0;856.0
2492;011130 Brood;2012 mei;97.09;97.09;0.9;0.9;3.0;3.0;856.0
2493;011130 Brood;2012 juni;97.19;97.19;0.1;0.1;3.0;3.0;856.0
2494;011130 Brood;2012 juli;96.88;96.88;-0.3;-0.3;2.1;2.1;856.0
2495;011130 Brood;2012 augustus;97.04;97.04;0.2;0.2;2.5;2.5;856.0
2496;011130 Brood;2012 september;97.79;97.79;0.8;0.8;2.7;2.7;856.0
2497;011130 Brood;2012 oktober;98.43;98.43;0.7;0.7;3.5;3.5;856.0
2498;011130 Brood;2012 november;97.49;97.49;-1.0;-1.0;2.1;2.1;856.0
2499;011130 Brood;2012 december;98.87;98.87;1.4;1.4;3.4;3.4;856.0
2500;011130 Brood;2012;97.21;97.21;;;2.9;2.9;856.0
2501;011130 Brood;2013 januari;98.36;98.36;-0.5;-0.5;2.1;2.1;829.0
2502;011130 Brood;2013 februari;99.94;99.94;1.6;1.6;3.8;3.8;829.0
2503;011130 Brood;2013 maart;100.06;100.06;0.1;0.1;3.3;3.3;829.0
2504;011130 Brood;2013 april;99.37;99.37;-0.7;-0.7;3.2;3.2;829.0
2505;011130 Brood;2013 mei;99.75;99.75;0.4;0.4;2.7;2.7;829.0
2506;011130 Brood;2013 juni;100.29;100.29;0.5;0.5;3.2;3.2;829.0
2507;011130 Brood;2013 juli;100.32;100.32;0.0;0.0;3.6;3.6;829.0
2508;011130 Brood;2013 augustus;100.53;100.53;0.2;0.2;3.6;3.6;829.0
2509;011130 Brood;2013 september;100.61;100.61;0.1;0.1;2.9;2.9;829.0
2510;011130 Brood;2013 oktober;100.42;100.42;-0.2;-0.2;2.0;2.0;829.0
2511;011130 Brood;2013 november;99.94;99.94;-0.5;-0.5;2.5;2.5;829.0
2512;011130 Brood;2013 december;100.74;100.74;0.8;0.8;1.9;1.9;829.0
2513;011130 Brood;2013;100.03;100.03;;;2.9;2.9;829.0
2514;011130 Brood;2014 januari;99.85;99.85;-0.9;-0.9;1.5;1.5;938.0
2515;011130 Brood;2014 februari;100.66;100.66;0.8;0.8;0.7;0.7;938.0
2516;011130 Brood;2014 maart;100.02;100.02;-0.6;-0.6;0.0;0.0;938.0
2517;011130 Brood;2014 april;99.68;99.68;-0.3;-0.3;0.3;0.3;938.0
2518;011130 Brood;2014 mei;99.19;99.19;-0.5;-0.5;-0.6;-0.6;938.0
2519;011130 Brood;2014 juni;99.45;99.45;0.3;0.3;-0.8;-0.8;938.0
2520;011130 Brood;2014 juli;100.29;100.29;0.8;0.8;0.0;0.0;938.0
2521;011130 Brood;2014 augustus;100.27;100.27;0.0;0.0;-0.3;-0.3;938.0
2522;011130 Brood;2014 september;99.76;99.76;-0.5;-0.5;-0.8;-0.8;938.0
2523;011130 Brood;2014 oktober;100.3;100.3;0.5;0.5;-0.1;-0.1;938.0
2524;011130 Brood;2014 november;99.87;99.87;-0.4;-0.4;-0.1;-0.1;938.0
2525;011130 Brood;2014 december;100.62;100.62;0.8;0.8;-0.1;-0.1;938.0
2526;011130 Brood;2014;100.0;100.0;;;0.0;0.0;938.0
2527;011130 Brood;2015 januari;100.73;100.73;0.1;0.1;0.9;0.9;1004.0
2528;011130 Brood;2015 februari;101.1;101.1;0.4;0.4;0.4;0.4;1004.0
2529;011130 Brood;2015 maart;100.61;100.61;-0.5;-0.5;0.6;0.6;1004.0
2530;011130 Brood;2015 april;100.23;100.23;-0.4;-0.4;0.6;0.6;1004.0
2531;011130 Brood;2015 mei;100.58;100.58;0.3;0.3;1.4;1.4;1004.0
2532;011130 Brood;2015 juni;100.69;100.69;0.1;0.1;1.2;1.2;1004.0
2533;011130 Brood;2015 juli;100.24;100.24;-0.4;-0.4;0.0;0.0;1004.0
2534;011130 Brood;2015 augustus;100.32;100.32;0.1;0.1;0.0;0.0;1004.0
2535;011130 Brood;2015 september;99.48;99.48;-0.8;-0.8;-0.3;-0.3;1004.0
2536;011130 Brood;2015 oktober;98.84;98.84;-0.6;-0.6;-1.5;-1.5;1004.0
2537;011130 Brood;2015 november;98.8;98.8;0.0;0.0;-1.1;-1.1;1004.0
2538;011130 Brood;2015 december;98.37;98.37;-0.4;-0.4;-2.2;-2.2;1004.0
2539;011130 Brood;2015;100.0;100.0;;;0.0;0.0;1004.0
2540;011130 Brood;2016 januari;98.54;98.54;0.2;0.2;-2.2;-2.2;808.0
2541;011130 Brood;2016 februari;99.02;99.02;0.5;0.5;-2.1;-2.1;808.0
2542;011130 Brood;2016 maart;98.68;98.68;-0.3;-0.3;-1.9;-1.9;808.0
2543;011130 Brood;2016 april;99.21;99.21;0.5;0.5;-1.0;-1.0;808.0
2544;011130 Brood;2016 mei;99.24;99.24;0.0;0.0;-1.3;-1.3;808.0
2545;011130 Brood;2016 juni;99.24;99.24;0.0;0.0;-1.4;-1.4;808.0
2546;011130 Brood;2016 juli;99.22;99.22;0.0;0.0;-1.0;-1.0;808.0
2547;011130 Brood;2016 augustus;99.01;99.01;-0.2;-0.2;-1.3;-1.3;808.0
2548;011130 Brood;2016 september;98.9;98.9;-0.1;-0.1;-0.6;-0.6;808.0
2549;011130 Brood;2016 oktober;98.95;98.95;0.1;0.1;0.1;0.1;808.0
2550;011130 Brood;2016 november;98.19;98.19;-0.8;-0.8;-0.6;-0.6;808.0
2551;011130 Brood;2016 december;98.95;98.95;0.8;0.8;0.6;0.6;808.0
2552;011130 Brood;2016;98.93;98.93;;;-1.1;-1.1;808.0
2553;011130 Brood;2017 januari;98.78;98.78;-0.2;-0.2;0.2;0.2;826.0
2554;011130 Brood;2017 februari;98.71;98.71;-0.1;-0.1;-0.3;-0.3;826.0
2555;011130 Brood;2017 maart;98.73;98.73;0.0;0.0;0.1;0.1;826.0
2556;011130 Brood;2017 april;98.41;98.41;-0.3;-0.3;-0.8;-0.8;826.0
2557;011130 Brood;2017 mei;99.31;99.31;0.9;0.9;0.1;0.1;826.0
2558;011130 Brood;2017 juni;99.52;99.52;0.2;0.2;0.3;0.3;826.0
2559;011130 Brood;2017 juli;99.69;99.69;0.2;0.2;0.5;0.5;826.0
2560;011130 Brood;2017 augustus;99.41;99.41;-0.3;-0.3;0.4;0.4;826.0
2561;011130 Brood;2017 september;99.96;99.96;0.6;0.6;1.1;1.1;826.0
2562;011130 Brood;2017 oktober;99.57;99.57;-0.4;-0.4;0.6;0.6;826.0
2563;011130 Brood;2017 november;99.98;99.98;0.4;0.4;1.8;1.8;826.0
2564;011130 Brood;2017 december;99.95;99.95;0.0;0.0;1.0;1.0;826.0
2565;011130 Brood;2017;99.34;99.34;;;0.4;0.4;826.0
2566;011130 Brood;2018 januari;99.29;99.29;-0.7;-0.7;0.5;0.5;828.0
2567;011130 Brood;2018 februari;99.14;99.14;-0.2;-0.2;0.4;0.4;828.0
2568;011130 Brood;2018 maart;99.64;99.64;0.5;0.5;0.9;0.9;828.0
2569;011130 Brood;2018 april;99.48;99.48;-0.2;-0.2;1.1;1.1;828.0
2570;011130 Brood;2018 mei;99.51;99.51;0.0;0.0;0.2;0.2;828.0
2571;011130 Brood;2018 juni;98.91;98.91;-0.6;-0.6;-0.6;-0.6;828.0
2572;011130 Brood;2018 juli;99.82;99.82;0.9;0.9;0.1;0.1;828.0
2573;011130 Brood;2018 augustus;99.37;99.37;-0.5;-0.5;0.0;0.0;828.0
2574;011130 Brood;2018 september;99.19;99.19;-0.2;-0.2;-0.8;-0.8;828.0
2575;011130 Brood;2018 oktober;97.81;97.81;-1.4;-1.4;-1.8;-1.8;828.0
2576;011130 Brood;2018 november;100.76;100.76;3.0;3.0;0.8;0.8;828.0
2577;011130 Brood;2018 december;100.83;100.83;0.1;0.1;0.9;0.9;828.0
2578;011130 Brood;2018;99.48;99.48;;;0.1;0.1;828.0
2579;011130 Brood;2019 januari;102.65;99.82;1.8;-1.0;3.4;0.5;774.0
2580;011130 Brood;2019 februari;104.21;101.34;1.5;1.5;5.1;2.2;774.0
2581;011130 Brood;2019 maart;103.66;100.81;-0.5;-0.5;4.0;1.2;774.0
2582;011130 Brood;2019 april;103.26;100.42;-0.4;-0.4;3.8;0.9;774.0
2583;011130 Brood;2019 mei;104.28;101.41;1.0;1.0;4.8;1.9;774.0
2584;011130 Brood;2019 juni;104.38;101.51;0.1;0.1;5.5;2.6;774.0
2585;011130 Brood;2019 juli;104.53;101.65;0.1;0.1;4.7;1.8;774.0
2586;011130 Brood;2019 augustus;104.09;101.23;-0.4;-0.4;4.7;1.9;774.0
2587;011130 Brood;2019 september;104.5;101.63;0.4;0.4;5.4;2.5;774.0
2588;011130 Brood;2019 oktober;104.5;101.62;0.0;0.0;6.8;3.9;774.0
2589;011130 Brood;2019 november;104.88;101.99;0.4;0.4;4.1;1.2;774.0
2590;011130 Brood;2019 december;103.51;100.66;-1.3;-1.3;2.7;-0.2;774.0
2591;011130 Brood;2019;104.04;101.17;;;4.6;1.7;774.0
2592;011130 Brood;2020 januari;103.72;100.86;0.2;0.2;1.0;1.0;765.0
2593;011130 Brood;2020 februari;103.97;101.1;0.2;0.2;-0.2;-0.2;765.0
2594;011130 Brood;2020 maart;104.95;102.06;0.9;0.9;1.2;1.2;765.0
2595;011130 Brood;2020 april;105.54;102.63;0.6;0.6;2.2;2.2;765.0
2596;011130 Brood;2020 mei;104.74;101.86;-0.8;-0.8;0.4;0.4;765.0
2597;011130 Brood;2020 juni;104.71;101.83;0.0;0.0;0.3;0.3;765.0
2598;011130 Brood;2020 juli;104.13;101.26;-0.6;-0.6;-0.4;-0.4;765.0
2599;011130 Brood;2020 augustus;104.73;101.85;0.6;0.6;0.6;0.6;765.0
2600;011130 Brood;2020 september;104.75;101.87;0.0;0.0;0.2;0.2;765.0
2601;011130 Brood;2020 oktober;104.7;101.82;0.0;0.0;0.2;0.2;765.0
2602;011130 Brood;2020 november;104.97;102.08;0.3;0.3;0.1;0.1;765.0
2603;011130 Brood;2020 december;104.46;101.58;-0.5;-0.5;0.9;0.9;765.0
2604;011130 Brood;2020;104.61;101.73;;;0.5;0.6;765.0
2605;011130 Brood;2021 januari;103.63;100.77;-0.8;-0.8;-0.1;-0.1;828.0
2606;011130 Brood;2021 februari;104.73;101.84;1.1;1.1;0.7;0.7;828.0
2607;011130 Brood;2021 maart;104.45;101.57;-0.3;-0.3;-0.5;-0.5;828.0
2608;011130 Brood;2021 april;104.13;101.26;-0.3;-0.3;-1.3;-1.3;828.0
2609;011130 Brood;2021 mei;104.71;101.83;0.6;0.6;0.0;0.0;828.0
2610;011130 Brood;2021 juni;104.55;101.67;-0.2;-0.2;-0.2;-0.2;828.0
2611;011130 Brood;2021 juli;104.79;101.91;0.2;0.2;0.6;0.6;828.0
2612;011130 Brood;2021 augustus;104.61;101.74;-0.2;-0.2;-0.1;-0.1;828.0
2613;011130 Brood;2021 september;105.2;102.3;0.6;0.6;0.4;0.4;828.0
2614;011130 Brood;2021 oktober;105.14;102.25;-0.1;0.0;0.4;0.4;828.0
2615;011130 Brood;2021 november;104.65;101.77;-0.5;-0.5;-0.3;-0.3;828.0
2616;011130 Brood;2021 december;105.34;102.44;0.7;0.7;0.8;0.8;828.0
2617;011130 Brood;2021;104.66;101.78;;;0.0;0.0;828.0
2618;011130 Brood;2022 januari;107.73;104.77;2.3;2.3;4.0;4.0;797.0
2619;011130 Brood;2022 februari;109.33;106.32;1.5;1.5;4.4;4.4;797.0
2620;011130 Brood;2022 maart;110.0;106.97;0.6;0.6;5.3;5.3;797.0
2621;011130 Brood;2022 april;111.24;108.18;1.1;1.1;6.8;6.8;797.0
2622;011130 Brood;2022 mei;111.49;108.42;0.2;0.2;6.5;6.5;797.0
2623;011130 Brood;2022 juni;113.05;109.94;1.4;1.4;8.1;8.1;797.0
2624;011130 Brood;2022 juli;114.05;110.91;0.9;0.9;8.8;8.8;797.0
