ID;Geslacht;Leeftijden;TypeZorg;RegioS;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
908;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Limburg (PV);2009;26020;2.84;2643;102;2.88
909;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;9;Limburg (PV);2010;27635;3.01;2883;104;3.13
910;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2004;279410;2.19;12310;44;0.97
911;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2005;280030;2.19;10931;39;0.86
912;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2006;284725;2.22;11333;40;0.88
913;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2007;265615;2.07;10475;39;0.82
914;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2008;231525;1.79;7846;34;0.61
915;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2009;198475;1.52;6423;32;0.49
916;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Nederland;2010;184745;1.41;5960;32;0.45
917;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2004;12830;2.78;460;36;1.0
918;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2005;13190;2.86;461;35;1.0
919;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2006;13810;2.99;540;39;1.17
920;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2007;12805;2.78;532;42;1.15
921;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2008;9695;2.09;403;42;0.87
922;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2009;8300;1.78;337;41;0.72
923;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Groningen (PV);2010;7790;1.66;311;40;0.66
924;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2004;13460;2.68;567;42;1.13
925;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2005;13015;2.59;572;44;1.14
926;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2006;13825;2.75;657;48;1.31
927;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2007;12385;2.46;600;48;1.19
928;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2008;10010;1.98;423;42;0.84
929;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2009;8555;1.68;342;40;0.67
930;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Friesland (PV);2010;8280;1.62;297;36;0.58
931;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2004;10025;2.64;328;33;0.86
932;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2005;10915;2.87;333;31;0.88
933;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2006;10170;2.66;349;34;0.91
934;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2007;7945;2.07;334;42;0.87
935;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2008;6790;1.76;255;38;0.66
936;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2009;6610;1.7;219;33;0.56
937;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Drenthe (PV);2010;6855;1.76;231;34;0.59
938;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2004;21495;2.51;888;41;1.04
939;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2005;21170;2.46;858;41;1.0
940;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2006;22125;2.56;870;39;1.01
941;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2007;20695;2.39;810;39;0.94
942;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2008;18535;2.13;600;32;0.69
943;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2009;16525;1.88;500;30;0.57
944;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Overijssel (PV);2010;15085;1.71;487;32;0.55
945;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2004;5035;1.91;216;43;0.82
946;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2005;5260;1.96;155;30;0.58
947;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2006;5190;1.91;169;33;0.62
948;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2007;4745;1.72;159;33;0.57
949;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2008;4210;1.5;124;30;0.44
950;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2009;4360;1.52;109;25;0.38
951;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Flevoland (PV);2010;4015;1.38;102;25;0.35
952;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2004;34120;2.22;1599;47;1.04
953;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2005;34285;2.23;1285;37;0.83
954;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2006;34220;2.22;1441;42;0.93
955;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2007;31990;2.07;1338;42;0.87
956;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2008;28720;1.84;1050;37;0.67
957;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2009;25855;1.65;915;35;0.58
958;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Gelderland (PV);2010;24405;1.55;824;34;0.52
959;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2004;15690;1.73;855;54;0.94
960;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2005;16265;1.78;721;44;0.79
961;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2006;16300;1.77;663;41;0.72
962;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2007;15060;1.63;640;43;0.69
963;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2008;13680;1.46;508;37;0.54
964;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2009;12375;1.31;446;36;0.47
965;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Utrecht (PV);2010;12445;1.3;442;36;0.46
966;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2004;42060;2.06;1923;46;0.94
967;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2005;42225;2.06;1752;41;0.86
968;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2006;42365;2.07;1844;44;0.9
969;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2007;39570;1.93;1615;41;0.79
970;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2008;34925;1.68;1202;34;0.58
971;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2009;28055;1.34;950;34;0.45
972;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Holland (PV);2010;25855;1.22;871;34;0.41
973;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2004;56475;2.09;2568;45;0.95
974;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2005;55015;2.03;2413;44;0.89
975;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2006;56955;2.11;2381;42;0.88
976;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2007;53800;1.99;2204;41;0.82
977;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2008;46725;1.71;1578;34;0.58
978;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2009;38460;1.4;1227;32;0.45
979;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zuid-Holland (PV);2010;34795;1.25;1106;32;0.4
980;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2004;9370;3.14;328;35;1.1
981;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2005;9690;3.24;290;30;0.97
982;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2006;9190;3.06;270;29;0.9
983;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2007;8955;2.98;297;33;0.99
984;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2008;7605;2.52;219;29;0.72
985;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2009;6645;2.19;191;29;0.63
986;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Zeeland (PV);2010;6110;2.0;180;29;0.59
987;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2004;36630;1.94;1542;42;0.82
988;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2005;37910;2.0;1277;34;0.67
989;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2006;38870;2.04;1327;34;0.7
990;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2007;37135;1.95;1202;32;0.63
991;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2008;31795;1.65;897;28;0.47
992;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2009;26505;1.37;717;27;0.37
993;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Noord-Brabant (PV);2010;23830;1.22;660;28;0.34
994;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2004;22215;2.43;1038;47;1.14
995;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2005;21095;2.31;814;39;0.89
996;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2006;21700;2.38;822;38;0.9
997;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2007;20525;2.26;744;36;0.82
998;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2008;18825;2.06;585;31;0.64
999;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2009;16235;1.77;470;29;0.51
1000;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Totaal verpleging;Limburg (PV);2010;15280;1.66;449;29;0.49
1001;Totaal mannen en vrouwen;18  tot 65 jaar;0;Nederland;2004;126765;1.23;13161;104;1.27
1002;Totaal mannen en vrouwen;18  tot 65 jaar;0;Nederland;2005;115750;1.12;12365;107;1.2
1003;Totaal mannen en vrouwen;18  tot 65 jaar;0;Nederland;2006;115450;1.12;12533;109;1.21
1004;Totaal mannen en vrouwen;18  tot 65 jaar;0;Nederland;2007;113625;1.1;12364;109;1.2
1005;Totaal mannen en vrouwen;18  tot 65 jaar;0;Nederland;2008;115645;1.11;12721;110;1.23
1006;Totaal mannen en vrouwen;18  tot 65 jaar;0;Nederland;2009;113045;1.09;13142;116;1.26
1007;Totaal mannen en vrouwen;18  tot 65 jaar;0;Nederland;2010;116400;1.12;14000;120;1.34
1008;Totaal mannen en vrouwen;18  tot 65 jaar;0;Groningen (PV);2004;5045;1.35;458;91;1.23
1009;Totaal mannen en vrouwen;18  tot 65 jaar;0;Groningen (PV);2005;4720;1.27;443;94;1.19
1010;Totaal mannen en vrouwen;18  tot 65 jaar;0;Groningen (PV);2006;4910;1.32;476;97;1.28
1011;Totaal mannen en vrouwen;18  tot 65 jaar;0;Groningen (PV);2007;4830;1.3;471;97;1.27
1012;Totaal mannen en vrouwen;18  tot 65 jaar;0;Groningen (PV);2008;4755;1.28;499;105;1.34
1013;Totaal mannen en vrouwen;18  tot 65 jaar;0;Groningen (PV);2009;4540;1.22;523;115;1.41
1014;Totaal mannen en vrouwen;18  tot 65 jaar;0;Groningen (PV);2010;4735;1.27;541;114;1.46
1015;Totaal mannen en vrouwen;18  tot 65 jaar;0;Friesland (PV);2004;5240;1.31;592;113;1.47
1016;Totaal mannen en vrouwen;18  tot 65 jaar;0;Friesland (PV);2005;4800;1.2;576;120;1.44
1017;Totaal mannen en vrouwen;18  tot 65 jaar;0;Friesland (PV);2006;5260;1.32;650;124;1.63
1018;Totaal mannen en vrouwen;18  tot 65 jaar;0;Friesland (PV);2007;5365;1.35;669;125;1.68
1019;Totaal mannen en vrouwen;18  tot 65 jaar;0;Friesland (PV);2008;5365;1.35;683;127;1.72
1020;Totaal mannen en vrouwen;18  tot 65 jaar;0;Friesland (PV);2009;5110;1.29;658;129;1.66
1021;Totaal mannen en vrouwen;18  tot 65 jaar;0;Friesland (PV);2010;5200;1.31;657;126;1.66
1022;Totaal mannen en vrouwen;18  tot 65 jaar;0;Drenthe (PV);2004;4830;1.62;579;120;1.94
1023;Totaal mannen en vrouwen;18  tot 65 jaar;0;Drenthe (PV);2005;4315;1.45;543;126;1.83
1024;Totaal mannen en vrouwen;18  tot 65 jaar;0;Drenthe (PV);2006;3995;1.34;496;124;1.67
1025;Totaal mannen en vrouwen;18  tot 65 jaar;0;Drenthe (PV);2007;3860;1.3;512;133;1.72
1026;Totaal mannen en vrouwen;18  tot 65 jaar;0;Drenthe (PV);2008;4025;1.35;517;128;1.74
1027;Totaal mannen en vrouwen;18  tot 65 jaar;0;Drenthe (PV);2009;4140;1.39;518;125;1.74
1028;Totaal mannen en vrouwen;18  tot 65 jaar;0;Drenthe (PV);2010;4430;1.49;563;127;1.9
1029;Totaal mannen en vrouwen;18  tot 65 jaar;0;Overijssel (PV);2004;10505;1.52;1123;107;1.62
1030;Totaal mannen en vrouwen;18  tot 65 jaar;0;Overijssel (PV);2005;9320;1.34;1016;109;1.47
1031;Totaal mannen en vrouwen;18  tot 65 jaar;0;Overijssel (PV);2006;9190;1.32;1009;110;1.45
1032;Totaal mannen en vrouwen;18  tot 65 jaar;0;Overijssel (PV);2007;8905;1.28;983;110;1.42
1033;Totaal mannen en vrouwen;18  tot 65 jaar;0;Overijssel (PV);2008;9480;1.36;1053;111;1.51
1034;Totaal mannen en vrouwen;18  tot 65 jaar;0;Overijssel (PV);2009;9305;1.33;1149;123;1.65
1035;Totaal mannen en vrouwen;18  tot 65 jaar;0;Overijssel (PV);2010;9265;1.33;1167;126;1.67
1036;Totaal mannen en vrouwen;18  tot 65 jaar;0;Flevoland (PV);2004;2945;1.28;274;93;1.19
1037;Totaal mannen en vrouwen;18  tot 65 jaar;0;Flevoland (PV);2005;2730;1.17;246;90;1.05
1038;Totaal mannen en vrouwen;18  tot 65 jaar;0;Flevoland (PV);2006;2650;1.12;241;91;1.02
1039;Totaal mannen en vrouwen;18  tot 65 jaar;0;Flevoland (PV);2007;2530;1.05;234;93;0.98
1040;Totaal mannen en vrouwen;18  tot 65 jaar;0;Flevoland (PV);2008;2590;1.06;243;94;1.0
1041;Totaal mannen en vrouwen;18  tot 65 jaar;0;Flevoland (PV);2009;2720;1.1;263;97;1.06
1042;Totaal mannen en vrouwen;18  tot 65 jaar;0;Flevoland (PV);2010;2715;1.08;263;97;1.05
1043;Totaal mannen en vrouwen;18  tot 65 jaar;0;Gelderland (PV);2004;16250;1.31;1710;105;1.38
1044;Totaal mannen en vrouwen;18  tot 65 jaar;0;Gelderland (PV);2005;14375;1.16;1549;108;1.25
1045;Totaal mannen en vrouwen;18  tot 65 jaar;0;Gelderland (PV);2006;14215;1.15;1582;111;1.28
1046;Totaal mannen en vrouwen;18  tot 65 jaar;0;Gelderland (PV);2007;13965;1.13;1583;113;1.28
1047;Totaal mannen en vrouwen;18  tot 65 jaar;0;Gelderland (PV);2008;14100;1.14;1606;114;1.29
1048;Totaal mannen en vrouwen;18  tot 65 jaar;0;Gelderland (PV);2009;13865;1.12;1674;121;1.35
1049;Totaal mannen en vrouwen;18  tot 65 jaar;0;Gelderland (PV);2010;14175;1.14;1798;127;1.45
1050;Totaal mannen en vrouwen;18  tot 65 jaar;0;Utrecht (PV);2004;7920;1.06;856;108;1.14
1051;Totaal mannen en vrouwen;18  tot 65 jaar;0;Utrecht (PV);2005;7290;0.97;812;111;1.08
1052;Totaal mannen en vrouwen;18  tot 65 jaar;0;Utrecht (PV);2006;7430;0.98;797;107;1.05
1053;Totaal mannen en vrouwen;18  tot 65 jaar;0;Utrecht (PV);2007;7055;0.92;754;107;0.99
1054;Totaal mannen en vrouwen;18  tot 65 jaar;0;Utrecht (PV);2008;7140;0.93;740;104;0.96
1055;Totaal mannen en vrouwen;18  tot 65 jaar;0;Utrecht (PV);2009;6880;0.89;768;112;0.99
1056;Totaal mannen en vrouwen;18  tot 65 jaar;0;Utrecht (PV);2010;7370;0.94;848;115;1.09
1057;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Holland (PV);2004;18485;1.11;1817;98;1.09
1058;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Holland (PV);2005;17260;1.03;1736;101;1.04
1059;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Holland (PV);2006;16980;1.02;1760;104;1.05
1060;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Holland (PV);2007;16725;1.0;1742;104;1.05
1061;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Holland (PV);2008;16865;1.0;1855;110;1.1
1062;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Holland (PV);2009;16730;0.99;1921;115;1.13
1063;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Holland (PV);2010;17475;1.03;2063;118;1.21
1064;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zuid-Holland (PV);2004;25425;1.16;2805;110;1.28
1065;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zuid-Holland (PV);2005;22920;1.04;2643;115;1.2
1066;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zuid-Holland (PV);2006;23100;1.06;2707;117;1.24
1067;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zuid-Holland (PV);2007;22685;1.04;2634;116;1.21
1068;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zuid-Holland (PV);2008;22710;1.03;2611;115;1.19
1069;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zuid-Holland (PV);2009;21770;0.99;2619;120;1.19
1070;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zuid-Holland (PV);2010;22875;1.03;2893;126;1.3
1071;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zeeland (PV);2004;3665;1.58;356;97;1.54
1072;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zeeland (PV);2005;3390;1.47;317;93;1.37
1073;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zeeland (PV);2006;3315;1.43;321;97;1.39
1074;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zeeland (PV);2007;3530;1.53;341;97;1.48
1075;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zeeland (PV);2008;3425;1.49;343;100;1.49
1076;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zeeland (PV);2009;3405;1.48;369;108;1.61
1077;Totaal mannen en vrouwen;18  tot 65 jaar;0;Zeeland (PV);2010;3405;1.49;400;118;1.75
1078;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Brabant (PV);2004;16675;1.08;1592;96;1.03
1079;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Brabant (PV);2005;15575;1.01;1554;100;1.01
1080;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Brabant (PV);2006;15295;1.0;1566;102;1.02
1081;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Brabant (PV);2007;15515;1.01;1573;101;1.03
1082;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Brabant (PV);2008;15955;1.04;1665;104;1.08
1083;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Brabant (PV);2009;15705;1.02;1744;111;1.13
1084;Totaal mannen en vrouwen;18  tot 65 jaar;0;Noord-Brabant (PV);2010;15700;1.02;1819;116;1.18
1085;Totaal mannen en vrouwen;18  tot 65 jaar;0;Limburg (PV);2004;9770;1.35;1000;102;1.38
1086;Totaal mannen en vrouwen;18  tot 65 jaar;0;Limburg (PV);2005;9050;1.26;931;103;1.29
1087;Totaal mannen en vrouwen;18  tot 65 jaar;0;Limburg (PV);2006;9100;1.27;927;102;1.3
1088;Totaal mannen en vrouwen;18  tot 65 jaar;0;Limburg (PV);2007;8655;1.22;869;100;1.23
1089;Totaal mannen en vrouwen;18  tot 65 jaar;0;Limburg (PV);2008;9240;1.31;907;98;1.28
1090;Totaal mannen en vrouwen;18  tot 65 jaar;0;Limburg (PV);2009;8885;1.26;935;105;1.32
1091;Totaal mannen en vrouwen;18  tot 65 jaar;0;Limburg (PV);2010;9055;1.29;989;109;1.41
1092;Totaal mannen en vrouwen;18  tot 65 jaar;1;Nederland;2004;35795;0.35;3020;84;0.29
1093;Totaal mannen en vrouwen;18  tot 65 jaar;1;Nederland;2005;46900;0.45;4746;101;0.46
1094;Totaal mannen en vrouwen;18  tot 65 jaar;1;Nederland;2006;50020;0.48;5164;103;0.5
1095;Totaal mannen en vrouwen;18  tot 65 jaar;1;Nederland;2007;49930;0.48;5235;105;0.51
1096;Totaal mannen en vrouwen;18  tot 65 jaar;1;Nederland;2008;51180;0.49;5469;107;0.53
1097;Totaal mannen en vrouwen;18  tot 65 jaar;1;Nederland;2009;53320;0.51;5968;112;0.57
1098;Totaal mannen en vrouwen;18  tot 65 jaar;1;Nederland;2010;57000;0.55;6540;115;0.63
1099;Totaal mannen en vrouwen;18  tot 65 jaar;1;Groningen (PV);2004;1475;0.4;123;84;0.33
1100;Totaal mannen en vrouwen;18  tot 65 jaar;1;Groningen (PV);2005;1745;0.47;169;97;0.45
1101;Totaal mannen en vrouwen;18  tot 65 jaar;1;Groningen (PV);2006;1710;0.46;169;99;0.45
1102;Totaal mannen en vrouwen;18  tot 65 jaar;1;Groningen (PV);2007;1805;0.49;180;100;0.49
1103;Totaal mannen en vrouwen;18  tot 65 jaar;1;Groningen (PV);2008;1860;0.5;199;107;0.53
1104;Totaal mannen en vrouwen;18  tot 65 jaar;1;Groningen (PV);2009;2010;0.54;232;116;0.63
1105;Totaal mannen en vrouwen;18  tot 65 jaar;1;Groningen (PV);2010;2090;0.56;242;116;0.65
1106;Totaal mannen en vrouwen;18  tot 65 jaar;1;Friesland (PV);2004;1425;0.36;118;83;0.29
1107;Totaal mannen en vrouwen;18  tot 65 jaar;1;Friesland (PV);2005;1595;0.4;159;100;0.4
1108;Totaal mannen en vrouwen;18  tot 65 jaar;1;Friesland (PV);2006;2090;0.52;226;108;0.57
1109;Totaal mannen en vrouwen;18  tot 65 jaar;1;Friesland (PV);2007;2260;0.57;252;112;0.63
1110;Totaal mannen en vrouwen;18  tot 65 jaar;1;Friesland (PV);2008;2395;0.6;268;112;0.68
1111;Totaal mannen en vrouwen;18  tot 65 jaar;1;Friesland (PV);2009;2450;0.62;277;113;0.7
1112;Totaal mannen en vrouwen;18  tot 65 jaar;1;Friesland (PV);2010;2570;0.65;297;115;0.75
1113;Totaal mannen en vrouwen;18  tot 65 jaar;1;Drenthe (PV);2004;1805;0.61;182;101;0.61
1114;Totaal mannen en vrouwen;18  tot 65 jaar;1;Drenthe (PV);2005;1865;0.63;214;115;0.72
1115;Totaal mannen en vrouwen;18  tot 65 jaar;1;Drenthe (PV);2006;1745;0.59;204;117;0.68
1116;Totaal mannen en vrouwen;18  tot 65 jaar;1;Drenthe (PV);2007;1795;0.6;208;116;0.7
1117;Totaal mannen en vrouwen;18  tot 65 jaar;1;Drenthe (PV);2008;1820;0.61;213;117;0.72
1118;Totaal mannen en vrouwen;18  tot 65 jaar;1;Drenthe (PV);2009;1815;0.61;223;123;0.75
1119;Totaal mannen en vrouwen;18  tot 65 jaar;1;Drenthe (PV);2010;2060;0.69;263;128;0.89
1120;Totaal mannen en vrouwen;18  tot 65 jaar;1;Overijssel (PV);2004;3315;0.48;307;93;0.44
1121;Totaal mannen en vrouwen;18  tot 65 jaar;1;Overijssel (PV);2005;4250;0.61;444;104;0.64
1122;Totaal mannen en vrouwen;18  tot 65 jaar;1;Overijssel (PV);2006;4250;0.61;454;107;0.65
1123;Totaal mannen en vrouwen;18  tot 65 jaar;1;Overijssel (PV);2007;4065;0.59;436;107;0.63
1124;Totaal mannen en vrouwen;18  tot 65 jaar;1;Overijssel (PV);2008;4230;0.61;463;109;0.66
1125;Totaal mannen en vrouwen;18  tot 65 jaar;1;Overijssel (PV);2009;4320;0.62;521;121;0.75
1126;Totaal mannen en vrouwen;18  tot 65 jaar;1;Overijssel (PV);2010;4160;0.6;510;122;0.73
1127;Totaal mannen en vrouwen;18  tot 65 jaar;1;Flevoland (PV);2004;850;0.37;66;77;0.29
1128;Totaal mannen en vrouwen;18  tot 65 jaar;1;Flevoland (PV);2005;1170;0.5;115;98;0.49
1129;Totaal mannen en vrouwen;18  tot 65 jaar;1;Flevoland (PV);2006;1180;0.5;113;96;0.48
1130;Totaal mannen en vrouwen;18  tot 65 jaar;1;Flevoland (PV);2007;1200;0.5;119;99;0.49
1131;Totaal mannen en vrouwen;18  tot 65 jaar;1;Flevoland (PV);2008;1210;0.49;121;100;0.5
