ID;EconomischeActiviteitEnOverigePosten;Perioden;OutputBasisprijzen_1;IntermediairVerbruik_2;BrutoToegevoegdeWaardeBasisprijzen_3;OutputBasisprijzen_4;IntermediairVerbruik_5;BrutoToegevoegdeWaardeBasisprijzen_6;OutputBasisprijzen_7;IntermediairVerbruik_8;BrutoToegevoegdeWaardeBasisprijzen_9;OutputBasisprijzen_10;IntermediairVerbruik_11;BrutoToegevoegdeWaardeBasisprijzen_12;Totaal_13;Lonen_14;SocialePremiesTLVWerkgevers_15;Bruto_16;VerbruikVanVasteActiva_17;Netto_18;Saldo_19;NietProductgebondenBelastingen_20;NietProductgebondenSubsidies_21;BrutoToegevoegdeWaardeBasisprijzen_22
0;A-U Alle economische activiteiten;1969;100408.0;50951.0;49457.0;386566.0;186640.0;200109.0;;;;26.0;27.3;24.7;28901.0;22564.0;6337.0;20349.0;6303.0;14046.0;207.0;412.0;205.0;49457.0
1;A-U Alle economische activiteiten;1970;114420.0;58772.0;55648.0;414247.0;201938.0;212304.0;7.2;8.2;6.1;27.6;29.1;26.2;33111.0;25826.0;7285.0;22347.0;7336.0;15011.0;190.0;438.0;248.0;55648.0
2;A-U Alle economische activiteiten;1971;128110.0;65307.0;62803.0;434818.0;212627.0;222113.0;5.0;5.3;4.6;29.5;30.7;28.3;38097.0;29460.0;8637.0;24514.0;8708.0;15806.0;192.0;477.0;285.0;62803.0
3;A-U Alle economische activiteiten;1972;139553.0;68681.0;70872.0;444902.0;214567.0;230513.0;2.3;0.9;3.8;31.4;32.0;30.7;42737.0;32848.0;9889.0;27878.0;10010.0;17868.0;257.0;580.0;323.0;70872.0
4;A-U Alle economische activiteiten;1973;160025.0;79055.0;80970.0;469431.0;226339.0;243282.0;5.5;5.5;5.5;34.1;34.9;33.3;49558.0;37369.0;12189.0;31084.0;11351.0;19733.0;328.0;681.0;353.0;80970.0
5;A-U Alle economische activiteiten;1974;189639.0;97142.0;92497.0;486257.0;234149.0;252320.0;3.6;3.5;3.7;39.0;41.5;36.7;57562.0;43185.0;14377.0;34567.0;13280.0;21287.0;368.0;780.0;412.0;92497.0
6;A-U Alle economische activiteiten;1975;203824.0;101597.0;102227.0;481575.0;229346.0;252775.0;-1.0;-2.1;0.2;42.3;44.3;40.4;65226.0;48942.0;16284.0;36709.0;15377.0;21332.0;292.0;796.0;504.0;102227.0
7;A-U Alle economische activiteiten;1976;232201.0;116013.0;116188.0;504559.0;241152.0;263898.0;4.8;5.1;4.4;46.0;48.1;44.0;72630.0;54215.0;18415.0;43225.0;17427.0;25798.0;333.0;1016.0;683.0;116188.0
8;A-U Alle economische activiteiten;1977;250206.0;125149.0;125057.0;514770.0;246159.0;269099.0;2.0;2.1;2.0;48.6;50.8;46.5;79385.0;59601.0;19784.0;45069.0;19160.0;25909.0;603.0;1208.0;605.0;125057.0
9;A-U Alle economische activiteiten;1978;267260.0;131999.0;135261.0;530865.0;254771.0;276512.0;3.1;3.5;2.8;50.3;51.8;48.9;86211.0;64741.0;21470.0;48491.0;21129.0;27362.0;559.0;1272.0;713.0;135261.0
10;A-U Alle economische activiteiten;1979;292980.0;147594.0;145386.0;551616.0;269107.0;282684.0;3.9;5.6;2.2;53.1;54.8;51.4;92614.0;69328.0;23286.0;52123.0;23209.0;28914.0;649.0;1431.0;782.0;145386.0
11;A-U Alle economische activiteiten;1980;319979.0;162937.0;157042.0;560435.0;274285.0;286269.0;1.6;1.9;1.3;57.1;59.4;54.9;98486.0;73433.0;25053.0;57863.0;25626.0;32237.0;693.0;1540.0;847.0;157042.0
12;A-U Alle economische activiteiten;1981;341101.0;174890.0;166211.0;555152.0;270791.0;284556.0;-0.9;-1.3;-0.6;61.4;64.6;58.4;100550.0;75243.0;25307.0;64852.0;28039.0;36813.0;809.0;1691.0;882.0;166211.0
13;A-U Alle economische activiteiten;1982;352995.0;180918.0;172077.0;549856.0;269105.0;280849.0;-1.0;-0.6;-1.3;64.2;67.2;61.3;103520.0;77971.0;25549.0;67772.0;29703.0;38069.0;785.0;1813.0;1028.0;172077.0
14;A-U Alle economische activiteiten;1983;365477.0;187244.0;178233.0;560896.0;274077.0;286960.0;2.0;1.8;2.2;65.2;68.3;62.1;105243.0;78236.0;27007.0;72210.0;30817.0;41393.0;780.0;1919.0;1139.0;178233.0
15;A-U Alle economische activiteiten;1984;390217.0;202560.0;187657.0;581459.0;285417.0;296059.0;3.7;4.1;3.2;67.1;71.0;63.4;105601.0;79024.0;26577.0;81272.0;31992.0;49280.0;784.0;1972.0;1188.0;187657.0
16;A-U Alle economische activiteiten;1985;405955.0;211593.0;194362.0;595947.0;291894.0;304147.0;2.5;2.3;2.7;68.1;72.5;63.9;109292.0;82572.0;26720.0;84231.0;33115.0;51116.0;839.0;2031.0;1192.0;194362.0
17;A-U Alle economische activiteiten;1986;400155.0;199652.0;200503.0;616776.0;303816.0;312825.0;3.5;4.1;2.9;64.9;65.7;64.1;114360.0;86747.0;27613.0;85310.0;34284.0;51026.0;833.0;2085.0;1252.0;200503.0
18;A-U Alle economische activiteiten;1987;403664.0;200437.0;203227.0;631272.0;310829.0;320308.0;2.4;2.3;2.4;63.9;64.5;63.4;118184.0;89808.0;28376.0;84156.0;36078.0;48078.0;887.0;2228.0;1341.0;203227.0
19;A-U Alle economische activiteiten;1988;424124.0;211686.0;212438.0;655641.0;325070.0;330395.0;3.9;4.6;3.1;64.7;65.1;64.3;121482.0;93086.0;28396.0;90028.0;38017.0;52011.0;928.0;2288.0;1360.0;212438.0
20;A-U Alle economische activiteiten;1989;455747.0;230725.0;225022.0;687813.0;342759.0;344846.0;4.9;5.4;4.4;66.3;67.3;65.3;125121.0;97575.0;27546.0;99005.0;39998.0;59007.0;896.0;2356.0;1460.0;225022.0
21;A-U Alle economische activiteiten;1990;478029.0;240905.0;237124.0;715239.0;357127.0;357874.0;4.0;4.2;3.8;66.8;67.5;66.3;133293.0;112465.0;20828.0;102889.0;42319.0;60570.0;942.0;2466.0;1524.0;237124.0
22;A-U Alle economische activiteiten;1991;506088.0;254735.0;251353.0;738658.0;371436.0;366930.0;3.3;4.0;2.5;68.5;68.6;68.5;141859.0;119644.0;22215.0;108183.0;44828.0;63355.0;1311.0;2578.0;1267.0;251353.0
23;A-U Alle economische activiteiten;1992;522978.0;261053.0;261925.0;751911.0;378289.0;373324.0;1.8;1.8;1.7;69.6;69.0;70.2;150581.0;126520.0;24061.0;109730.0;47269.0;62461.0;1614.0;2870.0;1256.0;261925.0
24;A-U Alle economische activiteiten;1993;531368.0;261950.0;269418.0;758381.0;379956.0;378098.0;0.9;0.4;1.3;70.1;68.9;71.3;154434.0;130643.0;23791.0;113144.0;49295.0;63849.0;1840.0;3054.0;1214.0;269418.0
25;A-U Alle economische activiteiten;1994;558872.0;276455.0;282417.0;782552.0;393357.0;388900.0;3.2;3.5;2.9;71.4;70.3;72.6;158649.0;134542.0;24107.0;121832.0;50824.0;71008.0;1936.0;3206.0;1270.0;282417.0
26;A-U Alle economische activiteiten;1995;587866.0;292992.0;294874.0;809171.0;408547.0;400377.0;3.4;3.9;3.0;72.7;71.7;73.6;164700.0;138455.0;26245.0;128463.0;52469.0;75994.0;1711.0;3220.0;1509.0;294874.0
27;A-U Alle economische activiteiten;1996;624009.0;316394.0;307615.0;846978.0;433451.0;413421.0;4.7;6.1;3.3;73.7;73.0;74.4;171076.0;143731.0;27345.0;135450.0;54545.0;80905.0;1089.0;3297.0;2208.0;307615.0
28;A-U Alle economische activiteiten;1997;671992.0;343515.0;328477.0;893563.0;462293.0;431254.0;5.5;6.7;4.3;75.2;74.3;76.2;180613.0;152989.0;27624.0;147299.0;56842.0;90457.0;565.0;3295.0;2730.0;328477.0
29;A-U Alle economische activiteiten;1998;714756.0;364847.0;349909.0;943600.0;493277.0;450430.0;5.6;6.7;4.4;75.7;74.0;77.7;193708.0;154596.0;39112.0;156230.0;60092.0;96138.0;-29.0;3443.0;3472.0;349909.0
30;A-U Alle economische activiteiten;1999;762732.0;390927.0;371805.0;993791.0;521193.0;472791.0;5.3;5.7;5.0;76.7;75.0;78.6;208602.0;166229.0;42373.0;163425.0;64307.0;99118.0;-222.0;3865.0;4087.0;371805.0
31;A-U Alle economische activiteiten;2000;838703.0;436711.0;401992.0;1041403.0;548413.0;493296.0;4.8;5.2;4.3;80.5;79.6;81.5;225800.0;178225.0;47575.0;176139.0;70031.0;106108.0;53.0;4152.0;4099.0;401992.0
32;A-U Alle economische activiteiten;2001;887894.0;463290.0;424604.0;1064301.0;561025.0;503601.0;2.2;2.3;2.1;83.4;82.6;84.3;238391.0;190976.0;47415.0;186223.0;75517.0;110706.0;-10.0;4586.0;4596.0;424604.0
33;A-U Alle economische activiteiten;2002;908329.0;466741.0;441588.0;1061325.0;557556.0;504054.0;-0.3;-0.6;0.1;85.6;83.7;87.6;250067.0;198430.0;51637.0;191384.0;80232.0;111152.0;137.0;4789.0;4652.0;441588.0
34;A-U Alle economische activiteiten;2003;921468.0;468568.0;452900.0;1058386.0;552816.0;505713.0;-0.3;-0.9;0.3;87.1;84.8;89.6;256910.0;202614.0;54296.0;195653.0;83414.0;112239.0;337.0;4823.0;4486.0;452900.0
35;A-U Alle economische activiteiten;2004;955090.0;487551.0;467539.0;1079835.0;563606.0;516352.0;2.0;2.0;2.1;88.4;86.5;90.5;260672.0;204707.0;55965.0;206876.0;85731.0;121145.0;-9.0;5025.0;5034.0;467539.0
36;A-U Alle economische activiteiten;2005;1003573.0;517170.0;486403.0;1105796.0;578323.0;527651.0;2.4;2.6;2.2;90.8;89.4;92.2;264776.0;208631.0;56145.0;220715.0;88769.0;131946.0;912.0;5405.0;4493.0;486403.0
37;A-U Alle economische activiteiten;2006;1064260.0;548274.0;515986.0;1145948.0;599938.0;546213.0;3.6;3.7;3.5;92.9;91.4;94.5;274119.0;218250.0;55869.0;241167.0;92292.0;148875.0;700.0;5458.0;4758.0;515986.0
38;A-U Alle economische activiteiten;2007;1130668.0;583150.0;547518.0;1190797.0;624060.0;566969.0;3.9;4.0;3.8;95.0;93.4;96.6;290933.0;231327.0;59606.0;256648.0;96440.0;160208.0;-63.0;5589.0;5652.0;547518.0
39;A-U Alle economische activiteiten;2008;1190059.0;619172.0;570887.0;1213154.0;635389.0;577990.0;1.9;1.8;1.9;98.1;97.4;98.8;307355.0;242160.0;65195.0;263703.0;101072.0;162631.0;-171.0;6053.0;6224.0;570887.0
40;A-U Alle economische activiteiten;2009;1140435.0;586746.0;553689.0;1169733.0;611780.0;558157.0;-3.6;-3.7;-3.4;97.5;95.9;99.2;311679.0;245616.0;66063.0;243090.0;104435.0;138655.0;-1080.0;6548.0;7628.0;553689.0
41;A-U Alle economische activiteiten;2010;1177286.0;609529.0;567757.0;1177286.0;609529.0;567757.0;0.6;-0.4;1.7;100.0;100.0;100.0;310471.0;246542.0;63929.0;258266.0;106982.0;151284.0;-980.0;6762.0;7742.0;567757.0
42;A-U Alle economische activiteiten;2011;1236753.0;657163.0;579590.0;1208123.0;628971.0;579152.0;2.6;3.2;2.0;102.4;104.5;100.1;318040.0;251715.0;66325.0;261813.0;107068.0;154745.0;-263.0;6985.0;7248.0;579590.0
43;A-U Alle economische activiteiten;2012;1254164.0;670332.0;583832.0;1199046.0;624347.0;574694.0;-0.8;-0.7;-0.8;104.6;107.4;101.6;322825.0;253193.0;69632.0;260301.0;107897.0;152404.0;706.0;7218.0;6512.0;583832.0
44;A-U Alle economische activiteiten;2013;1252249.0;663714.0;588535.0;1195050.0;619677.0;575515.0;-0.3;-0.7;0.1;104.8;107.1;102.3;324595.0;254034.0;70561.0;262029.0;109362.0;152667.0;1911.0;8024.0;6113.0;588535.0
45;A-U Alle economische activiteiten;2014;1265728.0;668314.0;597414.0;1214501.0;630454.0;584159.0;1.6;1.7;1.5;104.2;106.0;102.3;327963.0;253880.0;74083.0;264780.0;110194.0;154586.0;4671.0;10472.0;5801.0;597414.0
46;A-U Alle economische activiteiten;2015;1296044.0;681058.0;614986.0;1253367.0;657487.0;595746.0;3.2;4.3;2.0;103.4;103.6;103.2;330060.0;259619.0;70441.0;281500.0;111755.0;169745.0;3426.0;9111.0;5685.0;614986.0
47;A-U Alle economische activiteiten;2016;1318197.0;687165.0;631032.0;1283434.0;674774.0;608516.0;2.4;2.6;2.1;102.7;101.8;103.7;339804.0;267717.0;72087.0;287309.0;114389.0;172920.0;3919.0;9785.0;5866.0;631032.0
48;A Landbouw, bosbouw en visserij;1969;6395.0;3513.0;2882.0;7987.0;7476.0;1768.0;;;;80.1;47.0;163.0;371.0;283.0;88.0;2458.0;313.0;2145.0;53.0;61.0;8.0;2882.0
49;A Landbouw, bosbouw en visserij;1970;6948.0;3974.0;2974.0;8625.0;7900.0;1960.0;8.0;5.7;10.8;80.6;50.3;151.8;389.0;298.0;91.0;2540.0;353.0;2187.0;45.0;61.0;16.0;2974.0
50;A Landbouw, bosbouw en visserij;1971;7384.0;4248.0;3136.0;9332.0;8290.0;2206.0;8.2;4.9;12.6;79.1;51.2;142.2;409.0;310.0;99.0;2681.0;409.0;2272.0;46.0;63.0;17.0;3136.0
51;A Landbouw, bosbouw en visserij;1972;8006.0;4577.0;3429.0;9739.0;8783.0;2255.0;4.4;6.0;2.2;82.2;52.1;152.1;446.0;337.0;109.0;2923.0;453.0;2470.0;60.0;82.0;22.0;3429.0
52;A Landbouw, bosbouw en visserij;1973;9325.0;5464.0;3861.0;10509.0;9566.0;2403.0;7.9;8.9;6.6;88.7;57.1;160.7;513.0;384.0;129.0;3277.0;497.0;2780.0;71.0;97.0;26.0;3861.0
53;A Landbouw, bosbouw en visserij;1974;9583.0;5673.0;3910.0;11259.0;10027.0;2653.0;7.1;4.8;10.4;85.1;56.6;147.4;555.0;417.0;138.0;3291.0;590.0;2701.0;64.0;101.0;37.0;3910.0
54;A Landbouw, bosbouw en visserij;1975;10712.0;6219.0;4493.0;12186.0;10462.0;3021.0;8.2;4.3;13.9;87.9;59.4;148.7;633.0;468.0;165.0;3796.0;687.0;3109.0;64.0;105.0;41.0;4493.0
55;A Landbouw, bosbouw en visserij;1976;12225.0;7055.0;5170.0;12965.0;10662.0;3402.0;6.4;1.9;12.6;94.3;66.2;152.0;688.0;505.0;183.0;4415.0;782.0;3633.0;67.0;139.0;72.0;5170.0
56;A Landbouw, bosbouw en visserij;1977;12589.0;7883.0;4706.0;13319.0;11043.0;3456.0;2.7;3.6;1.6;94.5;71.4;136.2;734.0;549.0;185.0;3882.0;869.0;3013.0;90.0;149.0;59.0;4706.0
57;A Landbouw, bosbouw en visserij;1978;13012.0;8008.0;5004.0;14311.0;11701.0;3799.0;7.4;6.0;9.9;90.9;68.4;131.7;794.0;605.0;189.0;4136.0;952.0;3184.0;74.0;152.0;78.0;5004.0
58;A Landbouw, bosbouw en visserij;1979;13777.0;8406.0;5371.0;15199.0;11878.0;4320.0;6.2;1.5;13.7;90.6;70.8;124.3;828.0;632.0;196.0;4473.0;1061.0;3412.0;70.0;162.0;92.0;5371.0
59;A Landbouw, bosbouw en visserij;1980;14655.0;9023.0;5632.0;15592.0;12071.0;4496.0;2.6;1.6;4.1;94.0;74.7;125.3;866.0;658.0;208.0;4686.0;1197.0;3489.0;80.0;177.0;97.0;5632.0
60;A Landbouw, bosbouw en visserij;1981;16656.0;9857.0;6799.0;16259.0;12081.0;4991.0;4.3;0.1;11.0;102.4;81.6;136.2;929.0;699.0;230.0;5761.0;1316.0;4445.0;109.0;203.0;94.0;6799.0
61;A Landbouw, bosbouw en visserij;1982;17553.0;10333.0;7220.0;16729.0;12381.0;5164.0;2.9;2.5;3.5;104.9;83.5;139.8;969.0;733.0;236.0;6143.0;1384.0;4759.0;108.0;217.0;109.0;7220.0
62;A Landbouw, bosbouw en visserij;1983;18072.0;10831.0;7241.0;16741.0;12544.0;5076.0;0.1;1.3;-1.7;107.9;86.3;142.6;990.0;753.0;237.0;6161.0;1426.0;4735.0;90.0;225.0;135.0;7241.0
63;A Landbouw, bosbouw en visserij;1984;18659.0;11128.0;7531.0;17277.0;12390.0;5575.0;3.2;-1.2;9.8;108.0;89.8;135.1;999.0;771.0;228.0;6439.0;1491.0;4948.0;93.0;231.0;138.0;7531.0
64;A Landbouw, bosbouw en visserij;1985;19189.0;11314.0;7875.0;18067.0;12950.0;5835.0;4.6;4.5;4.7;106.2;87.4;135.0;1055.0;829.0;226.0;6723.0;1543.0;5180.0;97.0;232.0;135.0;7875.0
65;A Landbouw, bosbouw en visserij;1986;19066.0;10778.0;8288.0;19258.0;13638.0;6327.0;6.6;5.3;8.4;99.0;79.0;131.0;1106.0;879.0;227.0;7070.0;1590.0;5480.0;112.0;244.0;132.0;8288.0
66;A Landbouw, bosbouw en visserij;1987;18345.0;10212.0;8133.0;19126.0;13577.0;6263.0;-0.7;-0.4;-1.0;95.9;75.2;129.8;1246.0;1026.0;220.0;6759.0;1676.0;5083.0;128.0;268.0;140.0;8133.0
67;A Landbouw, bosbouw en visserij;1988;18823.0;10480.0;8343.0;19860.0;13677.0;6748.0;3.8;0.7;7.7;94.8;76.6;123.6;1316.0;1079.0;237.0;6887.0;1750.0;5137.0;140.0;275.0;135.0;8343.0
68;A Landbouw, bosbouw en visserij;1989;20523.0;11085.0;9438.0;20432.0;13845.0;7082.0;2.9;1.2;5.0;100.4;80.1;133.3;1330.0;1097.0;233.0;7991.0;1820.0;6171.0;117.0;293.0;176.0;9438.0
69;A Landbouw, bosbouw en visserij;1990;20388.0;10632.0;9756.0;21325.0;13868.0;7741.0;4.4;0.2;9.3;95.6;76.7;126.0;1479.0;1292.0;187.0;8112.0;1910.0;6202.0;165.0;295.0;130.0;9756.0
70;A Landbouw, bosbouw en visserij;1991;21269.0;11120.0;10149.0;21909.0;14140.0;8018.0;2.7;2.0;3.6;97.1;78.6;126.6;1556.0;1363.0;193.0;8467.0;1995.0;6472.0;126.0;303.0;177.0;10149.0
71;A Landbouw, bosbouw en visserij;1992;21073.0;11105.0;9968.0;22498.0;14294.0;8375.0;2.7;1.1;4.4;93.7;77.7;119.0;1628.0;1409.0;219.0;8206.0;2083.0;6123.0;134.0;315.0;181.0;9968.0
72;A Landbouw, bosbouw en visserij;1993;19880.0;10752.0;9128.0;22859.0;14276.0;8670.0;1.6;-0.1;3.5;87.0;75.3;105.3;1670.0;1440.0;230.0;7376.0;2144.0;5232.0;82.0;340.0;258.0;9128.0
73;A Landbouw, bosbouw en visserij;1994;20518.0;10806.0;9712.0;23103.0;14207.0;8922.0;1.1;-0.5;2.9;88.8;76.1;108.9;1664.0;1431.0;233.0;7928.0;2178.0;5750.0;120.0;351.0;231.0;9712.0
74;A Landbouw, bosbouw en visserij;1995;20776.0;10797.0;9979.0;23352.0;14122.0;9185.0;1.1;-0.6;2.9;89.0;76.5;108.6;1676.0;1439.0;237.0;8223.0;2217.0;6006.0;80.0;298.0;218.0;9979.0
75;A Landbouw, bosbouw en visserij;1996;21156.0;11505.0;9651.0;23234.0;14606.0;8748.0;-0.5;3.4;-4.8;91.1;78.8;110.3;1734.0;1489.0;245.0;8004.0;2262.0;5742.0;-87.0;273.0;360.0;9651.0
76;A Landbouw, bosbouw en visserij;1997;22308.0;11636.0;10672.0;23883.0;14465.0;9384.0;2.8;-1.0;7.3;93.4;80.4;113.7;1786.0;1548.0;238.0;8880.0;2313.0;6567.0;6.0;281.0;275.0;10672.0
77;A Landbouw, bosbouw en visserij;1998;21398.0;11620.0;9778.0;23604.0;14785.0;8928.0;-1.2;2.2;-4.9;90.7;78.6;109.5;1859.0;1534.0;325.0;7922.0;2385.0;5537.0;-3.0;275.0;278.0;9778.0
78;A Landbouw, bosbouw en visserij;1999;21134.0;11691.0;9443.0;24639.0;15144.0;9527.0;4.4;2.4;6.7;85.8;77.2;99.1;1991.0;1620.0;371.0;7629.0;2476.0;5153.0;-177.0;275.0;452.0;9443.0
79;A Landbouw, bosbouw en visserij;2000;22349.0;12312.0;10037.0;24847.0;15249.0;9625.0;0.8;0.7;1.0;89.9;80.7;104.3;2102.0;1680.0;422.0;7933.0;2644.0;5289.0;2.0;289.0;287.0;10037.0
80;A Landbouw, bosbouw en visserij;2001;23153.0;12811.0;10342.0;24199.0;15207.0;9099.0;-2.6;-0.3;-5.5;95.7;84.2;113.7;2209.0;1797.0;412.0;8161.0;2796.0;5365.0;-28.0;339.0;367.0;10342.0
81;A Landbouw, bosbouw en visserij;2002;22880.0;12880.0;10000.0;24338.0;15279.0;9162.0;0.6;0.5;0.7;94.0;84.3;109.1;2350.0;1910.0;440.0;7555.0;2922.0;4633.0;95.0;339.0;244.0;10000.0
82;A Landbouw, bosbouw en visserij;2003;22825.0;12685.0;10140.0;24257.0;14877.0;9403.0;-0.3;-2.6;2.6;94.1;85.3;107.8;2374.0;1900.0;474.0;7849.0;2983.0;4866.0;-83.0;309.0;392.0;10140.0
83;A Landbouw, bosbouw en visserij;2004;22600.0;13175.0;9425.0;25096.0;15161.0;9910.0;3.5;1.9;5.4;90.1;86.9;95.1;2326.0;1877.0;449.0;7208.0;3056.0;4152.0;-109.0;311.0;420.0;9425.0
84;A Landbouw, bosbouw en visserij;2005;23241.0;13475.0;9766.0;25170.0;15224.0;9923.0;0.3;0.4;0.1;92.3;88.5;98.4;2313.0;1875.0;438.0;7505.0;3113.0;4392.0;-52.0;343.0;395.0;9766.0
85;A Landbouw, bosbouw en visserij;2006;25243.0;14341.0;10902.0;25464.0;15519.0;9933.0;1.2;1.9;0.1;99.1;92.4;109.8;2351.0;1924.0;427.0;8888.0;3174.0;5714.0;-337.0;342.0;679.0;10902.0
86;A Landbouw, bosbouw en visserij;2007;26489.0;15729.0;10760.0;26295.0;16101.0;10194.0;3.3;3.8;2.6;100.7;97.7;105.6;2480.0;2022.0;458.0;8796.0;3277.0;5519.0;-516.0;331.0;847.0;10760.0
87;A Landbouw, bosbouw en visserij;2008;27445.0;17346.0;10099.0;27167.0;16697.0;10474.0;3.3;3.7;2.8;101.0;103.9;96.4;2543.0;2075.0;468.0;8160.0;3427.0;4733.0;-604.0;354.0;958.0;10099.0
88;A Landbouw, bosbouw en visserij;2009;25716.0;16524.0;9192.0;27587.0;16787.0;10819.0;1.5;0.5;3.3;93.2;98.4;85.0;2563.0;2087.0;476.0;7183.0;3570.0;3613.0;-554.0;401.0;955.0;9192.0
89;A Landbouw, bosbouw en visserij;2010;27953.0;17125.0;10828.0;27953.0;17125.0;10828.0;1.3;2.0;0.1;100.0;100.0;100.0;2603.0;2114.0;489.0;8762.0;3660.0;5102.0;-537.0;402.0;939.0;10828.0
90;A Landbouw, bosbouw en visserij;2011;28449.0;18752.0;9697.0;27832.0;17158.0;10674.0;-0.4;0.2;-1.4;102.2;109.3;90.8;2677.0;2149.0;528.0;7742.0;3683.0;4059.0;-722.0;404.0;1126.0;9697.0
91;A Landbouw, bosbouw en visserij;2012;29406.0;19181.0;10225.0;27584.0;17037.0;10541.0;-0.9;-0.7;-1.2;106.6;112.6;97.0;2739.0;2178.0;561.0;8214.0;3777.0;4437.0;-728.0;389.0;1117.0;10225.0
92;A Landbouw, bosbouw en visserij;2013;30835.0;19637.0;11198.0;27818.0;17211.0;10595.0;0.8;1.0;0.5;110.8;114.1;105.7;2792.0;2225.0;567.0;9203.0;3901.0;5302.0;-797.0;360.0;1157.0;11198.0
93;A Landbouw, bosbouw en visserij;2014;29648.0;18652.0;10996.0;28064.0;17028.0;11052.0;0.9;-1.1;4.3;105.6;109.5;99.5;2799.0;2216.0;583.0;8887.0;3967.0;4920.0;-690.0;352.0;1042.0;10996.0
94;A Landbouw, bosbouw en visserij;2015;29429.0;18327.0;11102.0;28422.0;17218.0;11222.0;1.3;1.1;1.5;103.5;106.4;98.9;2789.0;2225.0;564.0;9006.0;4046.0;4960.0;-693.0;375.0;1068.0;11102.0
95;A Landbouw, bosbouw en visserij;2016;29791.0;18248.0;11543.0;28889.0;17474.0;11436.0;1.6;1.5;1.9;103.1;104.4;100.9;2903.0;2308.0;595.0;9166.0;4129.0;5037.0;-526.0;374.0;900.0;11543.0
96;01 Landbouw;1969;;;;;;;;;;;;;;;;;;;;;;
97;01 Landbouw;1970;;;;;;;;;;;;;;;;;;;;;;
98;01 Landbouw;1971;;;;;;;;;;;;;;;;;;;;;;
99;01 Landbouw;1972;;;;;;;;;;;;;;;;;;;;;;
100;01 Landbouw;1973;;;;;;;;;;;;;;;;;;;;;;
101;01 Landbouw;1974;;;;;;;;;;;;;;;;;;;;;;
102;01 Landbouw;1975;;;;;;;;;;;;;;;;;;;;;;
103;01 Landbouw;1976;;;;;;;;;;;;;;;;;;;;;;
104;01 Landbouw;1977;;;;;;;;;;;;;;;;;;;;;;
105;01 Landbouw;1978;;;;;;;;;;;;;;;;;;;;;;
106;01 Landbouw;1979;;;;;;;;;;;;;;;;;;;;;;
107;01 Landbouw;1980;;;;;;;;;;;;;;;;;;;;;;
108;01 Landbouw;1981;;;;;;;;;;;;;;;;;;;;;;
109;01 Landbouw;1982;;;;;;;;;;;;;;;;;;;;;;
110;01 Landbouw;1983;;;;;;;;;;;;;;;;;;;;;;
111;01 Landbouw;1984;;;;;;;;;;;;;;;;;;;;;;
112;01 Landbouw;1985;;;;;;;;;;;;;;;;;;;;;;
113;01 Landbouw;1986;;;;;;;;;;;;;;;;;;;;;;
114;01 Landbouw;1987;;;;;;;;;;;;;;;;;;;;;;
115;01 Landbouw;1988;;;;;;;;;;;;;;;;;;;;;;
116;01 Landbouw;1989;;;;;;;;;;;;;;;;;;;;;;
117;01 Landbouw;1990;;;;;;;;;;;;;;;;;;;;;;
118;01 Landbouw;1991;;;;;;;;;;;;;;;;;;;;;;
119;01 Landbouw;1992;;;;;;;;;;;;;;;;;;;;;;
120;01 Landbouw;1993;;;;;;;;;;;;;;;;;;;;;;
121;01 Landbouw;1994;;;;;;;;;;;;;;;;;;;;;;
122;01 Landbouw;1995;20128.0;10570.0;9558.0;22553.0;13816.0;8713.0;;;;89.2;76.5;109.7;1516.0;1303.0;213.0;7962.0;2126.0;5836.0;80.0;293.0;213.0;9558.0
123;01 Landbouw;1996;20527.0;11279.0;9248.0;22470.0;14305.0;8305.0;-0.4;3.5;-4.7;91.4;78.8;111.4;1581.0;1363.0;218.0;7753.0;2173.0;5580.0;-86.0;268.0;354.0;9248.0
124;01 Landbouw;1997;21678.0;11405.0;10273.0;23156.0;14163.0;8968.0;3.1;-1.0;8.0;93.6;80.5;114.5;1639.0;1422.0;217.0;8627.0;2226.0;6401.0;7.0;276.0;269.0;10273.0
125;01 Landbouw;1998;20719.0;11379.0;9340.0;22838.0;14469.0;8492.0;-1.4;2.2;-5.3;90.7;78.6;110.0;1712.0;1412.0;300.0;7630.0;2293.0;5337.0;-2.0;268.0;270.0;9340.0
126;01 Landbouw;1999;20410.0;11434.0;8976.0;23846.0;14816.0;9076.0;4.4;2.4;6.9;85.6;77.2;98.9;1833.0;1490.0;343.0;7321.0;2381.0;4940.0;-178.0;267.0;445.0;8976.0
127;01 Landbouw;2000;21636.0;12039.0;9597.0;24129.0;14927.0;9235.0;1.2;0.7;1.7;89.7;80.7;103.9;1948.0;1556.0;392.0;7645.0;2546.0;5099.0;4.0;280.0;276.0;9597.0
128;01 Landbouw;2001;22393.0;12530.0;9863.0;23456.0;14876.0;8693.0;-2.8;-0.3;-5.9;95.5;84.2;113.5;2057.0;1673.0;384.0;7835.0;2698.0;5137.0;-29.0;328.0;357.0;9863.0
129;01 Landbouw;2002;22171.0;12603.0;9568.0;23664.0;14958.0;8808.0;0.9;0.6;1.3;93.7;84.3;108.6;2202.0;1789.0;413.0;7268.0;2820.0;4448.0;98.0;329.0;231.0;9568.0
