ID;Leeftijd;Migratieachtergrond;VerblijfsduurInNederland;Perioden;k_1eGeneratieMigratieachtergrondTotaal_1;k_1eGeneratieMigratieachtergrondMan_2;k_1eGeneratieMigratieachtergrondVrouw_3
195;Totaal;Totaal;11 jaar;2006;38347;19180;19167
196;Totaal;Totaal;11 jaar;2007;39138;19432;19706
197;Totaal;Totaal;11 jaar;2008;44096;20898;23198
198;Totaal;Totaal;11 jaar;2009;43218;20509;22709
199;Totaal;Totaal;11 jaar;2010;46026;21449;24577
200;Totaal;Totaal;11 jaar;2011;44334;20805;23529
201;Totaal;Totaal;11 jaar;2012;51127;24016;27111
202;Totaal;Totaal;11 jaar;2013;48819;22734;26085
203;Totaal;Totaal;11 jaar;2014;42376;18800;23576
204;Totaal;Totaal;11 jaar;2015;37404;16416;20988
205;Totaal;Totaal;11 jaar;2016;32780;14232;18548
206;Totaal;Totaal;11 jaar;2017;30168;13429;16739
207;Totaal;Totaal;11 jaar;2018;31317;14540;16777
208;Totaal;Totaal;12 jaar;2003;43672;21719;21953
209;Totaal;Totaal;12 jaar;2004;43660;21496;22164
210;Totaal;Totaal;12 jaar;2005;43746;21245;22501
211;Totaal;Totaal;12 jaar;2006;46919;22811;24108
212;Totaal;Totaal;12 jaar;2007;36785;18242;18543
213;Totaal;Totaal;12 jaar;2008;37904;18709;19195
214;Totaal;Totaal;12 jaar;2009;42625;20050;22575
215;Totaal;Totaal;12 jaar;2010;41920;19746;22174
216;Totaal;Totaal;12 jaar;2011;44601;20636;23965
217;Totaal;Totaal;12 jaar;2012;42945;20032;22913
218;Totaal;Totaal;12 jaar;2013;49477;23072;26405
219;Totaal;Totaal;12 jaar;2014;47225;21839;25386
220;Totaal;Totaal;12 jaar;2015;41108;18121;22987
221;Totaal;Totaal;12 jaar;2016;36340;15866;20474
222;Totaal;Totaal;12 jaar;2017;31876;13756;18120
223;Totaal;Totaal;12 jaar;2018;29387;13005;16382
224;Totaal;Totaal;13 jaar;2003;36652;17970;18682
225;Totaal;Totaal;13 jaar;2004;42736;21125;21611
226;Totaal;Totaal;13 jaar;2005;42570;20815;21755
227;Totaal;Totaal;13 jaar;2006;42480;20490;21990
228;Totaal;Totaal;13 jaar;2007;45266;21832;23434
229;Totaal;Totaal;13 jaar;2008;35581;17503;18078
230;Totaal;Totaal;13 jaar;2009;36856;18060;18796
231;Totaal;Totaal;13 jaar;2010;41502;19393;22109
232;Totaal;Totaal;13 jaar;2011;40682;19034;21648
233;Totaal;Totaal;13 jaar;2012;43381;19971;23410
234;Totaal;Totaal;13 jaar;2013;41644;19279;22365
235;Totaal;Totaal;13 jaar;2014;47998;22263;25735
236;Totaal;Totaal;13 jaar;2015;45888;21086;24802
237;Totaal;Totaal;13 jaar;2016;39946;17449;22497
238;Totaal;Totaal;13 jaar;2017;35486;15418;20068
239;Totaal;Totaal;13 jaar;2018;31176;13352;17824
240;Totaal;Totaal;14 jaar;2003;33439;15828;17611
241;Totaal;Totaal;14 jaar;2004;35895;17501;18394
242;Totaal;Totaal;14 jaar;2005;41740;20504;21236
243;Totaal;Totaal;14 jaar;2006;41388;20097;21291
244;Totaal;Totaal;14 jaar;2007;41296;19792;21504
245;Totaal;Totaal;14 jaar;2008;43915;21044;22871
246;Totaal;Totaal;14 jaar;2009;34542;16876;17666
247;Totaal;Totaal;14 jaar;2010;35955;17516;18439
248;Totaal;Totaal;14 jaar;2011;40479;18795;21684
249;Totaal;Totaal;14 jaar;2012;39664;18471;21193
250;Totaal;Totaal;14 jaar;2013;42191;19282;22909
251;Totaal;Totaal;14 jaar;2014;40416;18564;21852
252;Totaal;Totaal;14 jaar;2015;46701;21518;25183
253;Totaal;Totaal;14 jaar;2016;44709;20447;24262
254;Totaal;Totaal;14 jaar;2017;38927;16927;22000
255;Totaal;Totaal;14 jaar;2018;34785;15052;19733
256;Totaal;Totaal;15 jaar;2003;31934;15058;16876
257;Totaal;Totaal;15 jaar;2004;32802;15455;17347
258;Totaal;Totaal;15 jaar;2005;35080;16990;18090
259;Totaal;Totaal;15 jaar;2006;40710;19907;20803
260;Totaal;Totaal;15 jaar;2007;40215;19394;20821
261;Totaal;Totaal;15 jaar;2008;40281;19178;21103
262;Totaal;Totaal;15 jaar;2009;42894;20421;22473
263;Totaal;Totaal;15 jaar;2010;33874;16510;17364
264;Totaal;Totaal;15 jaar;2011;35117;17000;18117
265;Totaal;Totaal;15 jaar;2012;39506;18225;21281
266;Totaal;Totaal;15 jaar;2013;38549;17842;20707
267;Totaal;Totaal;15 jaar;2014;41020;18620;22400
268;Totaal;Totaal;15 jaar;2015;39370;17983;21387
269;Totaal;Totaal;15 jaar;2016;45521;20860;24661
270;Totaal;Totaal;15 jaar;2017;43702;19846;23856
271;Totaal;Totaal;15 jaar;2018;38058;16446;21612
272;Totaal;Totaal;16 jaar;2003;28756;13202;15554
273;Totaal;Totaal;16 jaar;2004;31348;14708;16640
274;Totaal;Totaal;16 jaar;2005;32204;15103;17101
275;Totaal;Totaal;16 jaar;2006;34276;16506;17770
276;Totaal;Totaal;16 jaar;2007;39634;19249;20385
277;Totaal;Totaal;16 jaar;2008;39234;18805;20429
278;Totaal;Totaal;16 jaar;2009;39396;18663;20733
279;Totaal;Totaal;16 jaar;2010;42111;19955;22156
280;Totaal;Totaal;16 jaar;2011;33178;16119;17059
281;Totaal;Totaal;16 jaar;2012;34296;16510;17786
282;Totaal;Totaal;16 jaar;2013;38597;17707;20890
283;Totaal;Totaal;16 jaar;2014;37613;17320;20293
284;Totaal;Totaal;16 jaar;2015;40008;18080;21928
285;Totaal;Totaal;16 jaar;2016;38446;17467;20979
286;Totaal;Totaal;16 jaar;2017;44566;20325;24241
287;Totaal;Totaal;16 jaar;2018;42870;19364;23506
288;Totaal;Totaal;17 jaar;2003;23736;10741;12995
289;Totaal;Totaal;17 jaar;2004;28256;12900;15356
290;Totaal;Totaal;17 jaar;2005;30765;14356;16409
291;Totaal;Totaal;17 jaar;2006;31533;14714;16819
292;Totaal;Totaal;17 jaar;2007;33394;15975;17419
293;Totaal;Totaal;17 jaar;2008;38676;18662;20014
294;Totaal;Totaal;17 jaar;2009;38404;18326;20078
295;Totaal;Totaal;17 jaar;2010;38767;18280;20487
296;Totaal;Totaal;17 jaar;2011;41276;19467;21809
297;Totaal;Totaal;17 jaar;2012;32456;15709;16747
298;Totaal;Totaal;17 jaar;2013;33526;16048;17478
299;Totaal;Totaal;17 jaar;2014;37761;17234;20527
300;Totaal;Totaal;17 jaar;2015;36736;16842;19894
301;Totaal;Totaal;17 jaar;2016;39110;17599;21511
302;Totaal;Totaal;17 jaar;2017;37677;17072;20605
303;Totaal;Totaal;17 jaar;2018;43745;19870;23875
304;Totaal;Totaal;18 jaar;2003;18775;7798;10977
305;Totaal;Totaal;18 jaar;2004;23318;10502;12816
306;Totaal;Totaal;18 jaar;2005;27735;12592;15143
307;Totaal;Totaal;18 jaar;2006;30090;13945;16145
308;Totaal;Totaal;18 jaar;2007;30765;14268;16497
309;Totaal;Totaal;18 jaar;2008;32647;15519;17128
310;Totaal;Totaal;18 jaar;2009;37884;18186;19698
311;Totaal;Totaal;18 jaar;2010;37773;17924;19849
312;Totaal;Totaal;18 jaar;2011;38042;17890;20152
313;Totaal;Totaal;18 jaar;2012;40444;18974;21470
314;Totaal;Totaal;18 jaar;2013;31800;15350;16450
315;Totaal;Totaal;18 jaar;2014;32812;15625;17187
316;Totaal;Totaal;18 jaar;2015;36948;16785;20163
317;Totaal;Totaal;18 jaar;2016;35986;16420;19566
318;Totaal;Totaal;18 jaar;2017;38350;17153;21197
319;Totaal;Totaal;18 jaar;2018;36973;16686;20287
320;Totaal;Totaal;19 jaar;2003;18304;7411;10893
321;Totaal;Totaal;19 jaar;2004;18483;7626;10857
322;Totaal;Totaal;19 jaar;2005;22881;10244;12637
323;Totaal;Totaal;19 jaar;2006;27174;12240;14934
324;Totaal;Totaal;19 jaar;2007;29394;13565;15829
325;Totaal;Totaal;19 jaar;2008;30144;13899;16245
326;Totaal;Totaal;19 jaar;2009;31979;15128;16851
327;Totaal;Totaal;19 jaar;2010;37351;17819;19532
328;Totaal;Totaal;19 jaar;2011;37050;17502;19548
329;Totaal;Totaal;19 jaar;2012;37330;17474;19856
330;Totaal;Totaal;19 jaar;2013;39639;18509;21130
331;Totaal;Totaal;19 jaar;2014;31095;14935;16160
332;Totaal;Totaal;19 jaar;2015;32131;15236;16895
333;Totaal;Totaal;19 jaar;2016;36234;16375;19859
334;Totaal;Totaal;19 jaar;2017;35353;16079;19274
335;Totaal;Totaal;19 jaar;2018;37688;16797;20891
336;Totaal;Totaal;20 jaar;2003;20194;8519;11675
337;Totaal;Totaal;20 jaar;2004;18005;7238;10767
338;Totaal;Totaal;20 jaar;2005;18144;7448;10696
339;Totaal;Totaal;20 jaar;2006;22397;9952;12445
340;Totaal;Totaal;20 jaar;2007;26567;11896;14671
341;Totaal;Totaal;20 jaar;2008;28733;13187;15546
342;Totaal;Totaal;20 jaar;2009;29553;13522;16031
343;Totaal;Totaal;20 jaar;2010;31485;14831;16654
344;Totaal;Totaal;20 jaar;2011;36730;17448;19282
345;Totaal;Totaal;20 jaar;2012;36424;17161;19263
346;Totaal;Totaal;20 jaar;2013;36616;17031;19585
347;Totaal;Totaal;20 jaar;2014;38965;18118;20847
348;Totaal;Totaal;20 jaar;2015;30514;14579;15935
349;Totaal;Totaal;20 jaar;2016;31530;14897;16633
350;Totaal;Totaal;20 jaar;2017;35591;15996;19595
351;Totaal;Totaal;20 jaar;2018;34758;15762;18996
352;Totaal;Totaal;21 jaar;2003;24830;11325;13505
353;Totaal;Totaal;21 jaar;2004;19912;8354;11558
354;Totaal;Totaal;21 jaar;2005;17708;7073;10635
355;Totaal;Totaal;21 jaar;2006;17791;7249;10542
356;Totaal;Totaal;21 jaar;2007;21893;9663;12230
357;Totaal;Totaal;21 jaar;2008;26031;11580;14451
358;Totaal;Totaal;21 jaar;2009;28179;12882;15297
359;Totaal;Totaal;21 jaar;2010;29185;13304;15881
360;Totaal;Totaal;21 jaar;2011;30964;14512;16452
361;Totaal;Totaal;21 jaar;2012;36088;17095;18993
362;Totaal;Totaal;21 jaar;2013;35784;16798;18986
363;Totaal;Totaal;21 jaar;2014;35982;16672;19310
364;Totaal;Totaal;21 jaar;2015;38246;17690;20556
365;Totaal;Totaal;21 jaar;2016;29968;14268;15700
366;Totaal;Totaal;21 jaar;2017;30984;14591;16393
367;Totaal;Totaal;21 jaar;2018;35071;15708;19363
368;Totaal;Totaal;22 jaar;2003;43378;20792;22586
369;Totaal;Totaal;22 jaar;2004;24478;11107;13371
370;Totaal;Totaal;22 jaar;2005;19618;8180;11438
371;Totaal;Totaal;22 jaar;2006;17396;6920;10476
372;Totaal;Totaal;22 jaar;2007;17403;7032;10371
373;Totaal;Totaal;22 jaar;2008;21481;9430;12051
374;Totaal;Totaal;22 jaar;2009;25574;11314;14260
375;Totaal;Totaal;22 jaar;2010;27799;12634;15165
376;Totaal;Totaal;22 jaar;2011;28714;13026;15688
377;Totaal;Totaal;22 jaar;2012;30410;14174;16236
378;Totaal;Totaal;22 jaar;2013;35464;16722;18742
379;Totaal;Totaal;22 jaar;2014;35187;16445;18742
380;Totaal;Totaal;22 jaar;2015;35367;16320;19047
381;Totaal;Totaal;22 jaar;2016;37575;17309;20266
382;Totaal;Totaal;22 jaar;2017;29479;13984;15495
383;Totaal;Totaal;22 jaar;2018;30542;14342;16200
384;Totaal;Totaal;23 jaar;2003;39289;18971;20318
385;Totaal;Totaal;23 jaar;2004;42798;20403;22395
386;Totaal;Totaal;23 jaar;2005;24117;10894;13223
387;Totaal;Totaal;23 jaar;2006;19271;7978;11293
388;Totaal;Totaal;23 jaar;2007;17047;6738;10309
389;Totaal;Totaal;23 jaar;2008;17050;6850;10200
390;Totaal;Totaal;23 jaar;2009;21118;9211;11907
391;Totaal;Totaal;23 jaar;2010;25284;11149;14135
392;Totaal;Totaal;23 jaar;2011;27404;12392;15012
393;Totaal;Totaal;23 jaar;2012;28242;12784;15458
394;Totaal;Totaal;23 jaar;2013;29897;13880;16017
395;Totaal;Totaal;23 jaar;2014;34865;16366;18499
396;Totaal;Totaal;23 jaar;2015;34555;16097;18458
397;Totaal;Totaal;23 jaar;2016;34841;16053;18788
398;Totaal;Totaal;23 jaar;2017;37037;16987;20050
399;Totaal;Totaal;23 jaar;2018;29050;13738;15312
400;Totaal;Totaal;24 jaar;2003;27811;12883;14928
401;Totaal;Totaal;24 jaar;2004;38806;18663;20143
402;Totaal;Totaal;24 jaar;2005;42247;20073;22174
403;Totaal;Totaal;24 jaar;2006;23752;10677;13075
404;Totaal;Totaal;24 jaar;2007;18958;7790;11168
405;Totaal;Totaal;24 jaar;2008;16711;6557;10154
406;Totaal;Totaal;24 jaar;2009;16797;6716;10081
407;Totaal;Totaal;24 jaar;2010;20880;9065;11815
408;Totaal;Totaal;24 jaar;2011;24928;10947;13981
409;Totaal;Totaal;24 jaar;2012;26956;12161;14795
410;Totaal;Totaal;24 jaar;2013;27771;12511;15260
411;Totaal;Totaal;24 jaar;2014;29389;13607;15782
412;Totaal;Totaal;24 jaar;2015;34246;15993;18253
413;Totaal;Totaal;24 jaar;2016;34012;15801;18211
414;Totaal;Totaal;24 jaar;2017;34349;15796;18553
415;Totaal;Totaal;24 jaar;2018;36529;16692;19837
416;Totaal;Totaal;25 jaar;2003;23558;10384;13174
417;Totaal;Totaal;25 jaar;2004;27438;12651;14787
418;Totaal;Totaal;25 jaar;2005;38308;18347;19961
419;Totaal;Totaal;25 jaar;2006;41649;19704;21945
420;Totaal;Totaal;25 jaar;2007;23348;10453;12895
421;Totaal;Totaal;25 jaar;2008;18635;7608;11027
422;Totaal;Totaal;25 jaar;2009;16454;6409;10045
423;Totaal;Totaal;25 jaar;2010;16625;6618;10007
424;Totaal;Totaal;25 jaar;2011;20590;8898;11692
425;Totaal;Totaal;25 jaar;2012;24539;10732;13807
426;Totaal;Totaal;25 jaar;2013;26500;11909;14591
427;Totaal;Totaal;25 jaar;2014;27323;12259;15064
428;Totaal;Totaal;25 jaar;2015;28894;13320;15574
429;Totaal;Totaal;25 jaar;2016;33741;15710;18031
430;Totaal;Totaal;25 jaar;2017;33553;15549;18004
431;Totaal;Totaal;25 jaar;2018;33873;15534;18339
432;Totaal;Totaal;26 jaar;2003;24050;11106;12944
433;Totaal;Totaal;26 jaar;2004;23241;10199;13042
434;Totaal;Totaal;26 jaar;2005;27082;12441;14641
435;Totaal;Totaal;26 jaar;2006;37777;18006;19771
436;Totaal;Totaal;26 jaar;2007;41045;19327;21718
437;Totaal;Totaal;26 jaar;2008;22988;10248;12740
438;Totaal;Totaal;26 jaar;2009;18379;7479;10900
439;Totaal;Totaal;26 jaar;2010;16274;6309;9965
440;Totaal;Totaal;26 jaar;2011;16396;6488;9908
441;Totaal;Totaal;26 jaar;2012;20278;8746;11532
442;Totaal;Totaal;26 jaar;2013;24211;10547;13664
443;Totaal;Totaal;26 jaar;2014;26092;11696;14396
444;Totaal;Totaal;26 jaar;2015;26874;12026;14848
445;Totaal;Totaal;26 jaar;2016;28456;13084;15372
446;Totaal;Totaal;26 jaar;2017;33292;15473;17819
447;Totaal;Totaal;26 jaar;2018;33111;15306;17805
448;Totaal;Totaal;27 jaar;2003;48040;25114;22926
449;Totaal;Totaal;27 jaar;2004;23748;10921;12827
450;Totaal;Totaal;27 jaar;2005;22939;10028;12911
451;Totaal;Totaal;27 jaar;2006;26679;12185;14494
