ID;Leeftijd;Migratieachtergrond;VerblijfsduurInNederland;Perioden;k_1eGeneratieMigratieachtergrondTotaal_1;k_1eGeneratieMigratieachtergrondMan_2;k_1eGeneratieMigratieachtergrondVrouw_3
1201;Totaal;Westerse migratieachtergrond;11 jaar;2004;14012;6426;7586
1202;Totaal;Westerse migratieachtergrond;11 jaar;2005;16042;7233;8809
1203;Totaal;Westerse migratieachtergrond;11 jaar;2006;14838;6849;7989
1204;Totaal;Westerse migratieachtergrond;11 jaar;2007;14759;6789;7970
1205;Totaal;Westerse migratieachtergrond;11 jaar;2008;12798;5481;7317
1206;Totaal;Westerse migratieachtergrond;11 jaar;2009;11491;4831;6660
1207;Totaal;Westerse migratieachtergrond;11 jaar;2010;11976;4920;7056
1208;Totaal;Westerse migratieachtergrond;11 jaar;2011;13324;5835;7489
1209;Totaal;Westerse migratieachtergrond;11 jaar;2012;16579;7259;9320
1210;Totaal;Westerse migratieachtergrond;11 jaar;2013;15169;6447;8722
1211;Totaal;Westerse migratieachtergrond;11 jaar;2014;13156;5222;7934
1212;Totaal;Westerse migratieachtergrond;11 jaar;2015;11795;4553;7242
1213;Totaal;Westerse migratieachtergrond;11 jaar;2016;12352;4790;7562
1214;Totaal;Westerse migratieachtergrond;11 jaar;2017;11750;4808;6942
1215;Totaal;Westerse migratieachtergrond;11 jaar;2018;13050;5615;7435
1216;Totaal;Westerse migratieachtergrond;12 jaar;2003;9581;4237;5344
1217;Totaal;Westerse migratieachtergrond;12 jaar;2004;10896;4878;6018
1218;Totaal;Westerse migratieachtergrond;12 jaar;2005;13555;6197;7358
1219;Totaal;Westerse migratieachtergrond;12 jaar;2006;15523;6983;8540
1220;Totaal;Westerse migratieachtergrond;12 jaar;2007;14327;6574;7753
1221;Totaal;Westerse migratieachtergrond;12 jaar;2008;14349;6563;7786
1222;Totaal;Westerse migratieachtergrond;12 jaar;2009;12321;5229;7092
1223;Totaal;Westerse migratieachtergrond;12 jaar;2010;11106;4635;6471
1224;Totaal;Westerse migratieachtergrond;12 jaar;2011;11572;4725;6847
1225;Totaal;Westerse migratieachtergrond;12 jaar;2012;12869;5614;7255
1226;Totaal;Westerse migratieachtergrond;12 jaar;2013;16045;6955;9090
1227;Totaal;Westerse migratieachtergrond;12 jaar;2014;14724;6203;8521
1228;Totaal;Westerse migratieachtergrond;12 jaar;2015;12788;5022;7766
1229;Totaal;Westerse migratieachtergrond;12 jaar;2016;11447;4387;7060
1230;Totaal;Westerse migratieachtergrond;12 jaar;2017;12014;4631;7383
1231;Totaal;Westerse migratieachtergrond;12 jaar;2018;11399;4632;6767
1232;Totaal;Westerse migratieachtergrond;13 jaar;2003;7928;3462;4466
1233;Totaal;Westerse migratieachtergrond;13 jaar;2004;9301;4088;5213
1234;Totaal;Westerse migratieachtergrond;13 jaar;2005;10519;4660;5859
1235;Totaal;Westerse migratieachtergrond;13 jaar;2006;13096;5960;7136
1236;Totaal;Westerse migratieachtergrond;13 jaar;2007;15034;6718;8316
1237;Totaal;Westerse migratieachtergrond;13 jaar;2008;13894;6333;7561
1238;Totaal;Westerse migratieachtergrond;13 jaar;2009;13995;6361;7634
1239;Totaal;Westerse migratieachtergrond;13 jaar;2010;11972;5059;6913
1240;Totaal;Westerse migratieachtergrond;13 jaar;2011;10764;4470;6294
1241;Totaal;Westerse migratieachtergrond;13 jaar;2012;11179;4546;6633
1242;Totaal;Westerse migratieachtergrond;13 jaar;2013;12441;5376;7065
1243;Totaal;Westerse migratieachtergrond;13 jaar;2014;15576;6713;8863
1244;Totaal;Westerse migratieachtergrond;13 jaar;2015;14339;6005;8334
1245;Totaal;Westerse migratieachtergrond;13 jaar;2016;12491;4858;7633
1246;Totaal;Westerse migratieachtergrond;13 jaar;2017;11166;4253;6913
1247;Totaal;Westerse migratieachtergrond;13 jaar;2018;11714;4475;7239
1248;Totaal;Westerse migratieachtergrond;14 jaar;2003;7380;3185;4195
1249;Totaal;Westerse migratieachtergrond;14 jaar;2004;7690;3340;4350
1250;Totaal;Westerse migratieachtergrond;14 jaar;2005;9034;3938;5096
1251;Totaal;Westerse migratieachtergrond;14 jaar;2006;10159;4466;5693
1252;Totaal;Westerse migratieachtergrond;14 jaar;2007;12725;5776;6949
1253;Totaal;Westerse migratieachtergrond;14 jaar;2008;14587;6502;8085
1254;Totaal;Westerse migratieachtergrond;14 jaar;2009;13522;6145;7377
1255;Totaal;Westerse migratieachtergrond;14 jaar;2010;13660;6195;7465
1256;Totaal;Westerse migratieachtergrond;14 jaar;2011;11674;4901;6773
1257;Totaal;Westerse migratieachtergrond;14 jaar;2012;10431;4306;6125
1258;Totaal;Westerse migratieachtergrond;14 jaar;2013;10816;4368;6448
1259;Totaal;Westerse migratieachtergrond;14 jaar;2014;12064;5167;6897
1260;Totaal;Westerse migratieachtergrond;14 jaar;2015;15203;6500;8703
1261;Totaal;Westerse migratieachtergrond;14 jaar;2016;14012;5847;8165
1262;Totaal;Westerse migratieachtergrond;14 jaar;2017;12186;4704;7482
1263;Totaal;Westerse migratieachtergrond;14 jaar;2018;10910;4124;6786
1264;Totaal;Westerse migratieachtergrond;15 jaar;2003;6851;2937;3914
1265;Totaal;Westerse migratieachtergrond;15 jaar;2004;7157;3073;4084
1266;Totaal;Westerse migratieachtergrond;15 jaar;2005;7483;3228;4255
1267;Totaal;Westerse migratieachtergrond;15 jaar;2006;8764;3819;4945
1268;Totaal;Westerse migratieachtergrond;15 jaar;2007;9815;4265;5550
1269;Totaal;Westerse migratieachtergrond;15 jaar;2008;12384;5599;6785
1270;Totaal;Westerse migratieachtergrond;15 jaar;2009;14245;6326;7919
1271;Totaal;Westerse migratieachtergrond;15 jaar;2010;13287;6045;7242
1272;Totaal;Westerse migratieachtergrond;15 jaar;2011;13379;6039;7340
1273;Totaal;Westerse migratieachtergrond;15 jaar;2012;11374;4750;6624
1274;Totaal;Westerse migratieachtergrond;15 jaar;2013;10118;4143;5975
1275;Totaal;Westerse migratieachtergrond;15 jaar;2014;10519;4213;6306
1276;Totaal;Westerse migratieachtergrond;15 jaar;2015;11733;5001;6732
1277;Totaal;Westerse migratieachtergrond;15 jaar;2016;14843;6306;8537
1278;Totaal;Westerse migratieachtergrond;15 jaar;2017;13707;5672;8035
1279;Totaal;Westerse migratieachtergrond;15 jaar;2018;11889;4563;7326
1280;Totaal;Westerse migratieachtergrond;16 jaar;2003;6684;2911;3773
1281;Totaal;Westerse migratieachtergrond;16 jaar;2004;6668;2838;3830
1282;Totaal;Westerse migratieachtergrond;16 jaar;2005;6977;2980;3997
1283;Totaal;Westerse migratieachtergrond;16 jaar;2006;7255;3116;4139
1284;Totaal;Westerse migratieachtergrond;16 jaar;2007;8509;3676;4833
1285;Totaal;Westerse migratieachtergrond;16 jaar;2008;9503;4100;5403
1286;Totaal;Westerse migratieachtergrond;16 jaar;2009;12063;5423;6640
1287;Totaal;Westerse migratieachtergrond;16 jaar;2010;14034;6214;7820
1288;Totaal;Westerse migratieachtergrond;16 jaar;2011;13035;5918;7117
1289;Totaal;Westerse migratieachtergrond;16 jaar;2012;13074;5873;7201
1290;Totaal;Westerse migratieachtergrond;16 jaar;2013;11093;4607;6486
1291;Totaal;Westerse migratieachtergrond;16 jaar;2014;9849;4004;5845
1292;Totaal;Westerse migratieachtergrond;16 jaar;2015;10264;4087;6177
1293;Totaal;Westerse migratieachtergrond;16 jaar;2016;11460;4866;6594
1294;Totaal;Westerse migratieachtergrond;16 jaar;2017;14546;6155;8391
1295;Totaal;Westerse migratieachtergrond;16 jaar;2018;13430;5528;7902
1296;Totaal;Westerse migratieachtergrond;17 jaar;2003;5832;2535;3297
1297;Totaal;Westerse migratieachtergrond;17 jaar;2004;6535;2831;3704
1298;Totaal;Westerse migratieachtergrond;17 jaar;2005;6502;2754;3748
1299;Totaal;Westerse migratieachtergrond;17 jaar;2006;6786;2890;3896
1300;Totaal;Westerse migratieachtergrond;17 jaar;2007;7039;3011;4028
1301;Totaal;Westerse migratieachtergrond;17 jaar;2008;8268;3541;4727
1302;Totaal;Westerse migratieachtergrond;17 jaar;2009;9280;3982;5298
1303;Totaal;Westerse migratieachtergrond;17 jaar;2010;11872;5304;6568
1304;Totaal;Westerse migratieachtergrond;17 jaar;2011;13759;6073;7686
1305;Totaal;Westerse migratieachtergrond;17 jaar;2012;12740;5769;6971
1306;Totaal;Westerse migratieachtergrond;17 jaar;2013;12767;5706;7061
1307;Totaal;Westerse migratieachtergrond;17 jaar;2014;10845;4476;6369
1308;Totaal;Westerse migratieachtergrond;17 jaar;2015;9618;3889;5729
1309;Totaal;Westerse migratieachtergrond;17 jaar;2016;10022;3972;6050
1310;Totaal;Westerse migratieachtergrond;17 jaar;2017;11221;4756;6465
1311;Totaal;Westerse migratieachtergrond;17 jaar;2018;14287;6020;8267
1312;Totaal;Westerse migratieachtergrond;18 jaar;2003;5241;2170;3071
1313;Totaal;Westerse migratieachtergrond;18 jaar;2004;5678;2450;3228
1314;Totaal;Westerse migratieachtergrond;18 jaar;2005;6377;2757;3620
1315;Totaal;Westerse migratieachtergrond;18 jaar;2006;6307;2651;3656
1316;Totaal;Westerse migratieachtergrond;18 jaar;2007;6592;2786;3806
1317;Totaal;Westerse migratieachtergrond;18 jaar;2008;6865;2932;3933
1318;Totaal;Westerse migratieachtergrond;18 jaar;2009;8081;3434;4647
1319;Totaal;Westerse migratieachtergrond;18 jaar;2010;9166;3897;5269
1320;Totaal;Westerse migratieachtergrond;18 jaar;2011;11616;5187;6429
1321;Totaal;Westerse migratieachtergrond;18 jaar;2012;13431;5875;7556
1322;Totaal;Westerse migratieachtergrond;18 jaar;2013;12490;5648;6842
1323;Totaal;Westerse migratieachtergrond;18 jaar;2014;12513;5570;6943
1324;Totaal;Westerse migratieachtergrond;18 jaar;2015;10589;4342;6247
1325;Totaal;Westerse migratieachtergrond;18 jaar;2016;9406;3786;5620
1326;Totaal;Westerse migratieachtergrond;18 jaar;2017;9781;3851;5930
1327;Totaal;Westerse migratieachtergrond;18 jaar;2018;10989;4637;6352
1328;Totaal;Westerse migratieachtergrond;19 jaar;2003;5293;2132;3161
1329;Totaal;Westerse migratieachtergrond;19 jaar;2004;5152;2125;3027
1330;Totaal;Westerse migratieachtergrond;19 jaar;2005;5531;2374;3157
1331;Totaal;Westerse migratieachtergrond;19 jaar;2006;6213;2658;3555
1332;Totaal;Westerse migratieachtergrond;19 jaar;2007;6141;2574;3567
1333;Totaal;Westerse migratieachtergrond;19 jaar;2008;6433;2696;3737
1334;Totaal;Westerse migratieachtergrond;19 jaar;2009;6712;2860;3852
1335;Totaal;Westerse migratieachtergrond;19 jaar;2010;8009;3383;4626
1336;Totaal;Westerse migratieachtergrond;19 jaar;2011;8924;3778;5146
1337;Totaal;Westerse migratieachtergrond;19 jaar;2012;11358;5041;6317
1338;Totaal;Westerse migratieachtergrond;19 jaar;2013;13147;5738;7409
1339;Totaal;Westerse migratieachtergrond;19 jaar;2014;12215;5500;6715
1340;Totaal;Westerse migratieachtergrond;19 jaar;2015;12248;5434;6814
1341;Totaal;Westerse migratieachtergrond;19 jaar;2016;10396;4240;6156
1342;Totaal;Westerse migratieachtergrond;19 jaar;2017;9206;3688;5518
1343;Totaal;Westerse migratieachtergrond;19 jaar;2018;9564;3754;5810
1344;Totaal;Westerse migratieachtergrond;20 jaar;2003;5645;2310;3335
1345;Totaal;Westerse migratieachtergrond;20 jaar;2004;5179;2074;3105
1346;Totaal;Westerse migratieachtergrond;20 jaar;2005;5021;2064;2957
1347;Totaal;Westerse migratieachtergrond;20 jaar;2006;5387;2300;3087
1348;Totaal;Westerse migratieachtergrond;20 jaar;2007;6041;2577;3464
1349;Totaal;Westerse migratieachtergrond;20 jaar;2008;5992;2510;3482
1350;Totaal;Westerse migratieachtergrond;20 jaar;2009;6281;2609;3672
1351;Totaal;Westerse migratieachtergrond;20 jaar;2010;6611;2808;3803
1352;Totaal;Westerse migratieachtergrond;20 jaar;2011;7832;3297;4535
1353;Totaal;Westerse migratieachtergrond;20 jaar;2012;8726;3691;5035
1354;Totaal;Westerse migratieachtergrond;20 jaar;2013;11123;4914;6209
1355;Totaal;Westerse migratieachtergrond;20 jaar;2014;12921;5605;7316
1356;Totaal;Westerse migratieachtergrond;20 jaar;2015;11998;5384;6614
1357;Totaal;Westerse migratieachtergrond;20 jaar;2016;12027;5317;6710
1358;Totaal;Westerse migratieachtergrond;20 jaar;2017;10199;4135;6064
1359;Totaal;Westerse migratieachtergrond;20 jaar;2018;9027;3592;5435
1360;Totaal;Westerse migratieachtergrond;21 jaar;2003;5822;2408;3414
1361;Totaal;Westerse migratieachtergrond;21 jaar;2004;5546;2261;3285
1362;Totaal;Westerse migratieachtergrond;21 jaar;2005;5054;2014;3040
1363;Totaal;Westerse migratieachtergrond;21 jaar;2006;4880;1994;2886
1364;Totaal;Westerse migratieachtergrond;21 jaar;2007;5232;2219;3013
1365;Totaal;Westerse migratieachtergrond;21 jaar;2008;5900;2499;3401
1366;Totaal;Westerse migratieachtergrond;21 jaar;2009;5849;2434;3415
1367;Totaal;Westerse migratieachtergrond;21 jaar;2010;6221;2570;3651
1368;Totaal;Westerse migratieachtergrond;21 jaar;2011;6482;2737;3745
1369;Totaal;Westerse migratieachtergrond;21 jaar;2012;7641;3209;4432
1370;Totaal;Westerse migratieachtergrond;21 jaar;2013;8537;3595;4942
1371;Totaal;Westerse migratieachtergrond;21 jaar;2014;10901;4793;6108
1372;Totaal;Westerse migratieachtergrond;21 jaar;2015;12674;5464;7210
1373;Totaal;Westerse migratieachtergrond;21 jaar;2016;11772;5268;6504
1374;Totaal;Westerse migratieachtergrond;21 jaar;2017;11821;5219;6602
1375;Totaal;Westerse migratieachtergrond;21 jaar;2018;10028;4042;5986
1376;Totaal;Westerse migratieachtergrond;22 jaar;2003;6182;2676;3506
1377;Totaal;Westerse migratieachtergrond;22 jaar;2004;5700;2354;3346
1378;Totaal;Westerse migratieachtergrond;22 jaar;2005;5429;2203;3226
1379;Totaal;Westerse migratieachtergrond;22 jaar;2006;4937;1963;2974
1380;Totaal;Westerse migratieachtergrond;22 jaar;2007;4729;1915;2814
1381;Totaal;Westerse migratieachtergrond;22 jaar;2008;5102;2151;2951
1382;Totaal;Westerse migratieachtergrond;22 jaar;2009;5779;2436;3343
1383;Totaal;Westerse migratieachtergrond;22 jaar;2010;5787;2388;3399
1384;Totaal;Westerse migratieachtergrond;22 jaar;2011;6075;2493;3582
1385;Totaal;Westerse migratieachtergrond;22 jaar;2012;6339;2672;3667
1386;Totaal;Westerse migratieachtergrond;22 jaar;2013;7491;3126;4365
1387;Totaal;Westerse migratieachtergrond;22 jaar;2014;8375;3505;4870
1388;Totaal;Westerse migratieachtergrond;22 jaar;2015;10675;4674;6001
1389;Totaal;Westerse migratieachtergrond;22 jaar;2016;12438;5336;7102
1390;Totaal;Westerse migratieachtergrond;22 jaar;2017;11554;5154;6400
1391;Totaal;Westerse migratieachtergrond;22 jaar;2018;11662;5135;6527
1392;Totaal;Westerse migratieachtergrond;23 jaar;2003;6172;2660;3512
1393;Totaal;Westerse migratieachtergrond;23 jaar;2004;6057;2608;3449
1394;Totaal;Westerse migratieachtergrond;23 jaar;2005;5575;2285;3290
1395;Totaal;Westerse migratieachtergrond;23 jaar;2006;5314;2141;3173
1396;Totaal;Westerse migratieachtergrond;23 jaar;2007;4830;1909;2921
1397;Totaal;Westerse migratieachtergrond;23 jaar;2008;4600;1856;2744
1398;Totaal;Westerse migratieachtergrond;23 jaar;2009;4985;2089;2896
1399;Totaal;Westerse migratieachtergrond;23 jaar;2010;5729;2416;3313
1400;Totaal;Westerse migratieachtergrond;23 jaar;2011;5687;2331;3356
1401;Totaal;Westerse migratieachtergrond;23 jaar;2012;5932;2419;3513
1402;Totaal;Westerse migratieachtergrond;23 jaar;2013;6203;2600;3603
1403;Totaal;Westerse migratieachtergrond;23 jaar;2014;7321;3031;4290
1404;Totaal;Westerse migratieachtergrond;23 jaar;2015;8207;3424;4783
1405;Totaal;Westerse migratieachtergrond;23 jaar;2016;10484;4585;5899
1406;Totaal;Westerse migratieachtergrond;23 jaar;2017;12240;5232;7008
1407;Totaal;Westerse migratieachtergrond;23 jaar;2018;11372;5062;6310
1408;Totaal;Westerse migratieachtergrond;24 jaar;2003;6165;2739;3426
1409;Totaal;Westerse migratieachtergrond;24 jaar;2004;6066;2603;3463
1410;Totaal;Westerse migratieachtergrond;24 jaar;2005;5917;2538;3379
1411;Totaal;Westerse migratieachtergrond;24 jaar;2006;5451;2217;3234
1412;Totaal;Westerse migratieachtergrond;24 jaar;2007;5200;2080;3120
1413;Totaal;Westerse migratieachtergrond;24 jaar;2008;4704;1849;2855
1414;Totaal;Westerse migratieachtergrond;24 jaar;2009;4522;1818;2704
1415;Totaal;Westerse migratieachtergrond;24 jaar;2010;4965;2070;2895
1416;Totaal;Westerse migratieachtergrond;24 jaar;2011;5624;2367;3257
1417;Totaal;Westerse migratieachtergrond;24 jaar;2012;5543;2266;3277
1418;Totaal;Westerse migratieachtergrond;24 jaar;2013;5813;2350;3463
1419;Totaal;Westerse migratieachtergrond;24 jaar;2014;6072;2541;3531
1420;Totaal;Westerse migratieachtergrond;24 jaar;2015;7171;2944;4227
1421;Totaal;Westerse migratieachtergrond;24 jaar;2016;8071;3358;4713
1422;Totaal;Westerse migratieachtergrond;24 jaar;2017;10285;4491;5794
1423;Totaal;Westerse migratieachtergrond;24 jaar;2018;12045;5126;6919
1424;Totaal;Westerse migratieachtergrond;25 jaar;2003;6177;2599;3578
1425;Totaal;Westerse migratieachtergrond;25 jaar;2004;6067;2689;3378
1426;Totaal;Westerse migratieachtergrond;25 jaar;2005;5967;2553;3414
1427;Totaal;Westerse migratieachtergrond;25 jaar;2006;5797;2474;3323
1428;Totaal;Westerse migratieachtergrond;25 jaar;2007;5333;2158;3175
1429;Totaal;Westerse migratieachtergrond;25 jaar;2008;5095;2032;3063
1430;Totaal;Westerse migratieachtergrond;25 jaar;2009;4613;1802;2811
1431;Totaal;Westerse migratieachtergrond;25 jaar;2010;4497;1799;2698
1432;Totaal;Westerse migratieachtergrond;25 jaar;2011;4890;2028;2862
1433;Totaal;Westerse migratieachtergrond;25 jaar;2012;5519;2316;3203
1434;Totaal;Westerse migratieachtergrond;25 jaar;2013;5431;2213;3218
1435;Totaal;Westerse migratieachtergrond;25 jaar;2014;5696;2287;3409
1436;Totaal;Westerse migratieachtergrond;25 jaar;2015;5943;2466;3477
1437;Totaal;Westerse migratieachtergrond;25 jaar;2016;7032;2877;4155
1438;Totaal;Westerse migratieachtergrond;25 jaar;2017;7943;3303;4640
1439;Totaal;Westerse migratieachtergrond;25 jaar;2018;10100;4400;5700
1440;Totaal;Westerse migratieachtergrond;26 jaar;2003;6383;2726;3657
1441;Totaal;Westerse migratieachtergrond;26 jaar;2004;6068;2546;3522
1442;Totaal;Westerse migratieachtergrond;26 jaar;2005;5964;2638;3326
1443;Totaal;Westerse migratieachtergrond;26 jaar;2006;5860;2499;3361
1444;Totaal;Westerse migratieachtergrond;26 jaar;2007;5668;2403;3265
1445;Totaal;Westerse migratieachtergrond;26 jaar;2008;5228;2110;3118
1446;Totaal;Westerse migratieachtergrond;26 jaar;2009;5011;1990;3021
1447;Totaal;Westerse migratieachtergrond;26 jaar;2010;4575;1776;2799
1448;Totaal;Westerse migratieachtergrond;26 jaar;2011;4416;1756;2660
1449;Totaal;Westerse migratieachtergrond;26 jaar;2012;4774;1968;2806
1450;Totaal;Westerse migratieachtergrond;26 jaar;2013;5415;2258;3157
1451;Totaal;Westerse migratieachtergrond;26 jaar;2014;5322;2161;3161
1452;Totaal;Westerse migratieachtergrond;26 jaar;2015;5592;2245;3347
1453;Totaal;Westerse migratieachtergrond;26 jaar;2016;5807;2400;3407
1454;Totaal;Westerse migratieachtergrond;26 jaar;2017;6907;2824;4083
1455;Totaal;Westerse migratieachtergrond;26 jaar;2018;7812;3241;4571
1456;Totaal;Westerse migratieachtergrond;27 jaar;2003;6869;3040;3829
1457;Totaal;Westerse migratieachtergrond;27 jaar;2004;6279;2675;3604
1458;Totaal;Westerse migratieachtergrond;27 jaar;2005;5954;2487;3467
1459;Totaal;Westerse migratieachtergrond;27 jaar;2006;5836;2568;3268
1460;Totaal;Westerse migratieachtergrond;27 jaar;2007;5729;2425;3304
1461;Totaal;Westerse migratieachtergrond;27 jaar;2008;5562;2344;3218
1462;Totaal;Westerse migratieachtergrond;27 jaar;2009;5125;2058;3067
1463;Totaal;Westerse migratieachtergrond;27 jaar;2010;5018;1988;3030
1464;Totaal;Westerse migratieachtergrond;27 jaar;2011;4477;1730;2747
1465;Totaal;Westerse migratieachtergrond;27 jaar;2012;4320;1711;2609
1466;Totaal;Westerse migratieachtergrond;27 jaar;2013;4681;1926;2755
1467;Totaal;Westerse migratieachtergrond;27 jaar;2014;5311;2197;3114
1468;Totaal;Westerse migratieachtergrond;27 jaar;2015;5215;2106;3109
1469;Totaal;Westerse migratieachtergrond;27 jaar;2016;5478;2192;3286
1470;Totaal;Westerse migratieachtergrond;27 jaar;2017;5725;2359;3366
1471;Totaal;Westerse migratieachtergrond;27 jaar;2018;6783;2758;4025
1472;Totaal;Westerse migratieachtergrond;28 jaar;2003;6678;3006;3672
1473;Totaal;Westerse migratieachtergrond;28 jaar;2004;6731;2973;3758
1474;Totaal;Westerse migratieachtergrond;28 jaar;2005;6173;2624;3549
1475;Totaal;Westerse migratieachtergrond;28 jaar;2006;5841;2433;3408
1476;Totaal;Westerse migratieachtergrond;28 jaar;2007;5722;2510;3212
1477;Totaal;Westerse migratieachtergrond;28 jaar;2008;5613;2361;3252
1478;Totaal;Westerse migratieachtergrond;28 jaar;2009;5461;2296;3165
1479;Totaal;Westerse migratieachtergrond;28 jaar;2010;5081;2038;3043
1480;Totaal;Westerse migratieachtergrond;28 jaar;2011;4941;1958;2983
1481;Totaal;Westerse migratieachtergrond;28 jaar;2012;4383;1686;2697
1482;Totaal;Westerse migratieachtergrond;28 jaar;2013;4257;1683;2574
1483;Totaal;Westerse migratieachtergrond;28 jaar;2014;4588;1886;2702
1484;Totaal;Westerse migratieachtergrond;28 jaar;2015;5226;2148;3078
1485;Totaal;Westerse migratieachtergrond;28 jaar;2016;5125;2060;3065
1486;Totaal;Westerse migratieachtergrond;28 jaar;2017;5379;2142;3237
1487;Totaal;Westerse migratieachtergrond;28 jaar;2018;5612;2298;3314
1488;Totaal;Westerse migratieachtergrond;29 jaar;2003;6681;3044;3637
1489;Totaal;Westerse migratieachtergrond;29 jaar;2004;6573;2946;3627
1490;Totaal;Westerse migratieachtergrond;29 jaar;2005;6613;2909;3704
1491;Totaal;Westerse migratieachtergrond;29 jaar;2006;6050;2566;3484
1492;Totaal;Westerse migratieachtergrond;29 jaar;2007;5715;2374;3341
1493;Totaal;Westerse migratieachtergrond;29 jaar;2008;5621;2460;3161
1494;Totaal;Westerse migratieachtergrond;29 jaar;2009;5505;2305;3200
1495;Totaal;Westerse migratieachtergrond;29 jaar;2010;5421;2264;3157
1496;Totaal;Westerse migratieachtergrond;29 jaar;2011;5001;1997;3004
1497;Totaal;Westerse migratieachtergrond;29 jaar;2012;4846;1917;2929
1498;Totaal;Westerse migratieachtergrond;29 jaar;2013;4305;1644;2661
1499;Totaal;Westerse migratieachtergrond;29 jaar;2014;4182;1638;2544
1500;Totaal;Westerse migratieachtergrond;29 jaar;2015;4507;1839;2668
1501;Totaal;Westerse migratieachtergrond;29 jaar;2016;5126;2097;3029
1502;Totaal;Westerse migratieachtergrond;29 jaar;2017;5048;2017;3031
1503;Totaal;Westerse migratieachtergrond;29 jaar;2018;5286;2096;3190
1504;Totaal;Westerse migratieachtergrond;30 jaar;2003;6658;2831;3827
1505;Totaal;Westerse migratieachtergrond;30 jaar;2004;6560;2973;3587
1506;Totaal;Westerse migratieachtergrond;30 jaar;2005;6437;2866;3571
1507;Totaal;Westerse migratieachtergrond;30 jaar;2006;6479;2833;3646
1508;Totaal;Westerse migratieachtergrond;30 jaar;2007;5947;2516;3431
1509;Totaal;Westerse migratieachtergrond;30 jaar;2008;5619;2333;3286
1510;Totaal;Westerse migratieachtergrond;30 jaar;2009;5523;2405;3118
1511;Totaal;Westerse migratieachtergrond;30 jaar;2010;5473;2295;3178
1512;Totaal;Westerse migratieachtergrond;30 jaar;2011;5331;2212;3119
1513;Totaal;Westerse migratieachtergrond;30 jaar;2012;4902;1946;2956
1514;Totaal;Westerse migratieachtergrond;30 jaar;2013;4776;1878;2898
1515;Totaal;Westerse migratieachtergrond;30 jaar;2014;4240;1618;2622
1516;Totaal;Westerse migratieachtergrond;30 jaar;2015;4126;1608;2518
1517;Totaal;Westerse migratieachtergrond;30 jaar;2016;4407;1783;2624
1518;Totaal;Westerse migratieachtergrond;30 jaar;2017;5018;2039;2979
1519;Totaal;Westerse migratieachtergrond;30 jaar;2018;4963;1972;2991
1520;Totaal;Westerse migratieachtergrond;31 jaar;2003;7707;3699;4008
1521;Totaal;Westerse migratieachtergrond;31 jaar;2004;6568;2786;3782
1522;Totaal;Westerse migratieachtergrond;31 jaar;2005;6452;2912;3540
1523;Totaal;Westerse migratieachtergrond;31 jaar;2006;6311;2797;3514
1524;Totaal;Westerse migratieachtergrond;31 jaar;2007;6371;2780;3591
1525;Totaal;Westerse migratieachtergrond;31 jaar;2008;5838;2463;3375
1526;Totaal;Westerse migratieachtergrond;31 jaar;2009;5510;2287;3223
1527;Totaal;Westerse migratieachtergrond;31 jaar;2010;5485;2395;3090
1528;Totaal;Westerse migratieachtergrond;31 jaar;2011;5383;2246;3137
1529;Totaal;Westerse migratieachtergrond;31 jaar;2012;5237;2164;3073
1530;Totaal;Westerse migratieachtergrond;31 jaar;2013;4836;1913;2923
1531;Totaal;Westerse migratieachtergrond;31 jaar;2014;4685;1845;2840
1532;Totaal;Westerse migratieachtergrond;31 jaar;2015;4172;1586;2586
1533;Totaal;Westerse migratieachtergrond;31 jaar;2016;4036;1566;2470
1534;Totaal;Westerse migratieachtergrond;31 jaar;2017;4325;1743;2582
1535;Totaal;Westerse migratieachtergrond;31 jaar;2018;4934;1998;2936
1536;Totaal;Westerse migratieachtergrond;32 jaar;2003;7166;3403;3763
1537;Totaal;Westerse migratieachtergrond;32 jaar;2004;7571;3622;3949
1538;Totaal;Westerse migratieachtergrond;32 jaar;2005;6440;2723;3717
1539;Totaal;Westerse migratieachtergrond;32 jaar;2006;6332;2845;3487
1540;Totaal;Westerse migratieachtergrond;32 jaar;2007;6190;2734;3456
1541;Totaal;Westerse migratieachtergrond;32 jaar;2008;6252;2723;3529
1542;Totaal;Westerse migratieachtergrond;32 jaar;2009;5739;2419;3320
1543;Totaal;Westerse migratieachtergrond;32 jaar;2010;5481;2270;3211
1544;Totaal;Westerse migratieachtergrond;32 jaar;2011;5406;2355;3051
1545;Totaal;Westerse migratieachtergrond;32 jaar;2012;5252;2190;3062
1546;Totaal;Westerse migratieachtergrond;32 jaar;2013;5162;2127;3035
1547;Totaal;Westerse migratieachtergrond;32 jaar;2014;4768;1884;2884
1548;Totaal;Westerse migratieachtergrond;32 jaar;2015;4597;1799;2798
1549;Totaal;Westerse migratieachtergrond;32 jaar;2016;4100;1552;2548
1550;Totaal;Westerse migratieachtergrond;32 jaar;2017;3958;1526;2432
1551;Totaal;Westerse migratieachtergrond;32 jaar;2018;4243;1701;2542
1552;Totaal;Westerse migratieachtergrond;33 jaar;2003;6383;3057;3326
1553;Totaal;Westerse migratieachtergrond;33 jaar;2004;7036;3329;3707
1554;Totaal;Westerse migratieachtergrond;33 jaar;2005;7428;3545;3883
1555;Totaal;Westerse migratieachtergrond;33 jaar;2006;6326;2666;3660
1556;Totaal;Westerse migratieachtergrond;33 jaar;2007;6184;2775;3409
