ID;EnergySourcesTechniques;Periods;NumberOfSystemsNewlyInstalled_1;NumberOfSystemsDecommissioned_2;NumberOfSystemsAtTheEndOfYear_3;ElectricalPowerNewlyInstalled_4;ElectricalPowerDecommissioned_5;ElectricalPowerAtTheEndOfTheYear_6;ThermalPowerNewlyInstalled_7;ThermalPowerDecommissioned_8;ThermalPowerAtTheEndOfTheYear_9;SolarPanelsNewlyInstalled_10;SolarPanelsDecommissioned_11;SolarPanelsAtTheEndOfTheYear_12;ElectricalInKWh_13;ElectricalInTotElectricityCons_14;Thermal_15;BiogasForUsefulFinalUse_16;ProductionOfBiogas_17;FlaredBiogas_18;EnergeticUseOfBiomass_19
796;Wood stoves, houses, free standing;1994;;;159557.0;;;;;;;;;;;;2386.0;;;;4452.0
797;Wood stoves, houses, free standing;1995;;;155987.0;;;;;;;;;;;;2345.0;;;;4352.0
798;Wood stoves, houses, free standing;1996;;;171418.0;;;;;;;;;;;;2063.0;;;;3635.0
799;Wood stoves, houses, free standing;1997;;;187676.0;;;;;;;;;;;;2355.0;;;;3980.0
800;Wood stoves, houses, free standing;1998;;;204671.0;;;;;;;;;;;;2657.0;;;;4341.0
801;Wood stoves, houses, free standing;1999;;;222439.0;;;;;;;;;;;;2443.0;;;;3881.0
802;Wood stoves, houses, free standing;2000;;;241005.0;;;;;;;;;;;;2709.0;;;;4205.0
803;Wood stoves, houses, free standing;2001;;;254773.0;;;;;;;;;;;;2917.0;;;;4446.0
804;Wood stoves, houses, free standing;2002;;;268927.0;;;;;;;;;;;;3130.0;;;;4694.0
805;Wood stoves, houses, free standing;2003;;;283408.0;;;;;;;;;;;;3346.0;;;;4947.0
806;Wood stoves, houses, free standing;2004;;;298130.0;;;;;;;;;;;;3734.0;;;;5454.0
807;Wood stoves, houses, free standing;2005;;;312997.0;;;;;;;;;;;;4174.0;;;;6032.0
808;Wood stoves, houses, free standing;2006;;;326097.0;;;;;;;;;;;;4585.0;;;;6558.0
809;Wood stoves, houses, free standing;2007;;;339091.0;;;;;;;;;;;;5013.0;;;;7105.0
810;Wood stoves, houses, free standing;2008;;;352067.0;;;;;;;;;;;;5248.0;;;;7378.0
811;Wood stoves, houses, free standing;2009;;;360964.0;;;;;;;;;;;;5413.0;;;;7565.0
812;Wood stoves, houses, free standing;2010;;;373617.0;;;;;;;;;;;;5641.0;;;;7831.0
813;Wood stoves, houses, free standing;2011;;;386136.0;;;;;;;;;;;;5870.0;;;;8095.0
814;Wood stoves, houses, free standing;2012;;;398491.0;;;;;;;;;;;;6093.0;;;;8355.0
815;Wood stoves, houses, free standing;2013;;;;;;;;;;;;;;;;;;;
816;Other biomass combustion, total;1990;;;;;;;;;;;;;33.0;0.04;233.0;;;;440.0
817;Other biomass combustion, total;1991;;;;;;;;;;;;;32.0;0.04;225.0;;;;440.0
818;Other biomass combustion, total;1992;;;;;;;;;;;;;29.0;0.03;195.0;;;;400.0
819;Other biomass combustion, total;1993;;;;;;;;;;;;;24.0;0.03;147.0;;;;330.0
820;Other biomass combustion, total;1994;;;;;;;;;;;;;29.0;0.03;177.0;;;;410.0
821;Other biomass combustion, total;1995;;;;;;;;;;;;;35.0;0.04;337.0;;;;577.0
822;Other biomass combustion, total;1996;;;;;;;;;;;;;29.0;0.03;320.0;;;;513.0
823;Other biomass combustion, total;1997;;;;;;;;;;;;;29.0;0.03;369.0;;;;564.0
824;Other biomass combustion, total;1998;;;;;;;;;;;;;25.0;0.03;383.0;;;;601.0
825;Other biomass combustion, total;1999;;;;;;;;;;;;;62.0;0.06;471.0;;;;1239.0
826;Other biomass combustion, total;2000;;;;;;;;;;;;;216.0;0.21;513.0;;;;3695.0
827;Other biomass combustion, total;2001;;;;;;;;;;;;;221.0;0.21;674.0;;;;3944.0
828;Other biomass combustion, total;2002;;;;;;;;;;;;;216.0;0.2;943.0;;;;3825.0
829;Other biomass combustion, total;2003;;;;;;;;;;;;;205.0;0.19;1184.0;;;;4059.0
830;Other biomass combustion, total;2004;;;12.0;;;;;;;;;;217.0;0.19;1984.0;;;;4992.0
831;Other biomass combustion, total;2005;;;12.0;;;;;;;;;;235.0;0.21;2249.0;;;;5628.0
832;Other biomass combustion, total;2006;;;14.0;;;;;;;;;;236.0;0.2;3078.0;;;;6623.0
833;Other biomass combustion, total;2007;;;20.0;;;;;;;;;;254.0;0.21;3262.0;;;;7077.0
834;Other biomass combustion, total;2008;;;24.0;;;;;;;;;;664.0;0.55;3340.0;;;;13069.0
835;Other biomass combustion, total;2009;;;25.0;;;;;;;;;;895.0;0.79;3238.0;;;;16177.0
836;Other biomass combustion, total;2010;;;26.0;;;;;;;;;;894.0;0.76;2378.0;;;;14703.0
837;Other biomass combustion, total;2011;;;27.0;;;;;;;;;;705.0;0.6;2264.0;;;;11723.0
838;Other biomass combustion, total;2012;;;26.0;;;;;;;;;;885.0;0.76;2424.0;;;;14033.0
839;Other biomass combustion, total;2013;;;;;;;;;;;;;;;;;;;
840;Other biomass comb., with electr. prod.;1990;;;;;;;;;;;;;;;;;;;
841;Other biomass comb., with electr. prod.;1991;;;;;;;;;;;;;;;;;;;
842;Other biomass comb., with electr. prod.;1992;;;;;;;;;;;;;;;;;;;
843;Other biomass comb., with electr. prod.;1993;;;;;;;;;;;;;;;;;;;
844;Other biomass comb., with electr. prod.;1994;;;;;;;;;;;;;;;;;;;
845;Other biomass comb., with electr. prod.;1995;;;;;;;;;;;;;;;;;;;
846;Other biomass comb., with electr. prod.;1996;;;;;;;;;;;;;;;;;;;
847;Other biomass comb., with electr. prod.;1997;;;;;;;;;;;;;;;;;;;
848;Other biomass comb., with electr. prod.;1998;;;;;;;;;;;;;;;;;;;
849;Other biomass comb., with electr. prod.;1999;;;;;;;;;;;;;;;;;;;
850;Other biomass comb., with electr. prod.;2000;;;;;;;;;;;;;;;;;;;
851;Other biomass comb., with electr. prod.;2001;;;;;;;;;;;;;;;;;;;
852;Other biomass comb., with electr. prod.;2002;;;;;;;;;;;;;;;;;;;
853;Other biomass comb., with electr. prod.;2003;;;;;;;;;;;;;;;;;;;
854;Other biomass comb., with electr. prod.;2004;;;5.0;;;;;;;;;;217.0;0.19;336.0;;;;3094.0
855;Other biomass comb., with electr. prod.;2005;;;5.0;;;;;;;;;;235.0;0.21;468.0;;;;3524.0
856;Other biomass comb., with electr. prod.;2006;;;6.0;;;;;;;;;;236.0;0.2;576.0;;;;3677.0
857;Other biomass comb., with electr. prod.;2007;;;13.0;;;;;;;;;;254.0;0.21;626.0;;;;3981.0
858;Other biomass comb., with electr. prod.;2008;;;17.0;;;;;;;;;;664.0;0.55;695.0;;;;9929.0
859;Other biomass comb., with electr. prod.;2009;;;17.0;;;;;;;;;;895.0;0.79;700.0;;;;13152.0
860;Other biomass comb., with electr. prod.;2010;;;18.0;;;;;;;;;;894.0;0.76;784.0;;;;12725.0
861;Other biomass comb., with electr. prod.;2011;;;19.0;;;;;;;;;;705.0;0.6;994.0;;;;10138.0
862;Other biomass comb., with electr. prod.;2012;;;21.0;;;;;;;;;;885.0;0.76;1150.0;;;;12482.0
863;Other biomass comb., with electr. prod.;2013;;;;;;;;;;;;;;;;;;;
864;Other biomass comb., without elec. prod.;1990;;;;;;;;;;;;;;;;;;;
865;Other biomass comb., without elec. prod.;1991;;;;;;;;;;;;;;;;;;;
866;Other biomass comb., without elec. prod.;1992;;;;;;;;;;;;;;;;;;;
867;Other biomass comb., without elec. prod.;1993;;;;;;;;;;;;;;;;;;;
868;Other biomass comb., without elec. prod.;1994;;;;;;;;;;;;;;;;;;;
869;Other biomass comb., without elec. prod.;1995;;;;;;;;;;;;;;;;;;;
870;Other biomass comb., without elec. prod.;1996;;;;;;;;;;;;;;;;;;;
871;Other biomass comb., without elec. prod.;1997;;;;;;;;;;;;;;;;;;;
872;Other biomass comb., without elec. prod.;1998;;;;;;;;;;;;;;;;;;;
873;Other biomass comb., without elec. prod.;1999;;;;;;;;;;;;;;;;;;;
874;Other biomass comb., without elec. prod.;2000;;;;;;;;;;;;;;;;;;;
875;Other biomass comb., without elec. prod.;2001;;;;;;;;;;;;;;;;;;;
876;Other biomass comb., without elec. prod.;2002;;;;;;;;;;;;;;;;;;;
877;Other biomass comb., without elec. prod.;2003;;;;;;;;;;;;;;;;;;;
878;Other biomass comb., without elec. prod.;2004;;;7.0;;;;;;;;;;;;1648.0;;;;1899.0
879;Other biomass comb., without elec. prod.;2005;;;7.0;;;;;;;;;;;;1781.0;;;;2104.0
880;Other biomass comb., without elec. prod.;2006;;;8.0;;;;;;;;;;;;2502.0;;;;2946.0
881;Other biomass comb., without elec. prod.;2007;;;7.0;;;;;;;;;;;;2636.0;;;;3097.0
882;Other biomass comb., without elec. prod.;2008;;;7.0;;;;;;;;;;;;2645.0;;;;3140.0
883;Other biomass comb., without elec. prod.;2009;;;8.0;;;;;;;;;;;;2538.0;;;;3024.0
884;Other biomass comb., without elec. prod.;2010;;;8.0;;;;;;;;;;;;1594.0;;;;1979.0
885;Other biomass comb., without elec. prod.;2011;;;8.0;;;;;;;;;;;;1270.0;;;;1585.0
886;Other biomass comb., without elec. prod.;2012;;;5.0;;;;;;;;;;;;1274.0;;;;1551.0
887;Other biomass comb., without elec. prod.;2013;;;;;;;;;;;;;;;;;;;
888;Biogas total;1990;;;;;;19.0;;;;;;;84.0;0.11;101.0;857.0;2916.0;;2376.0
889;Biogas total;1991;;;;;;21.0;;;;;;;112.0;0.14;178.0;1172.0;3482.0;;2944.0
890;Biogas total;1992;;;;;;22.0;;;;;;;120.0;0.14;244.0;1526.0;3997.0;;3558.0
891;Biogas total;1993;;;;;;35.0;;;;;;;170.0;0.2;232.0;1693.0;4954.0;;4143.0
892;Biogas total;1994;;;;;;45.0;;;;;;;213.0;0.24;276.0;1565.0;5247.0;;4609.0
893;Biogas total;1995;;;;;;51.0;;;;;;;241.0;0.27;311.0;1428.0;5596.0;;4897.0
894;Biogas total;1996;;;;;;55.0;;;;;;;257.0;0.28;334.0;1439.0;5875.0;;5165.0
895;Biogas total;1997;;;;;;52.0;;;;;;;252.0;0.26;273.0;1532.0;5789.0;;4997.0
896;Biogas total;1998;;;;;;54.0;;;;;;;243.0;0.24;242.0;1547.0;5784.0;;4917.0
897;Biogas total;1999;;;;;;56.0;;;;;;;262.0;0.26;265.0;1613.0;6074.0;;5132.0
898;Biogas total;2000;;;;;;59.0;;;;;;;270.0;0.26;284.0;1630.0;6140.0;;5211.0
899;Biogas total;2001;;;;;;61.0;;;;;;;294.0;0.27;294.0;1474.0;6339.0;;5360.0
900;Biogas total;2002;;;;;;66.0;;;;;;;316.0;0.29;355.0;1336.0;6518.0;;5562.0
901;Biogas total;2003;;;;;;65.0;;;;;;;310.0;0.28;289.0;1336.0;6608.0;;5392.0
902;Biogas total;2004;;;;;;59.0;;;;;;;276.0;0.24;370.0;1547.0;6275.0;;5285.0
903;Biogas total;2005;;;;;;68.0;;;;;;;278.0;0.24;314.0;1358.0;5867.0;;5095.0
904;Biogas total;2006;;;;;;89.0;;;;;;;339.0;0.29;240.0;1331.0;6675.0;;5909.0
905;Biogas total;2007;;;;;;124.0;;;;;;;477.0;0.4;382.0;1091.0;8040.0;;7254.0
906;Biogas total;2008;;;;;;167.0;;;;;;;681.0;0.57;486.0;1006.0;10211.0;;9450.0
907;Biogas total;2009;;;;;;186.0;;;;;;;848.0;0.74;674.0;1081.0;11921.0;;11215.0
908;Biogas total;2010;;;;;;200.0;;;;;;;950.0;0.81;929.0;989.0;12886.0;;12286.0
909;Biogas total;2011;;;;;;217.0;;;;;;;958.0;0.81;1173.0;1017.0;12829.0;;12264.0
910;Biogas total;2012;;;;;;219.0;;;;;;;931.0;0.8;1262.0;1549.0;12932.0;;12454.0
911;Biogas total;2013;;;;;;;;;;;;;;;;;;;
912;Biogas from landfills;1990;;;;;;4.0;;;;;;;16.0;0.02;20.0;171.0;724.0;332.0;392.0
913;Biogas from landfills;1991;;;;;;6.0;;;;;;;28.0;0.03;77.0;289.0;971.0;290.0;681.0
914;Biogas from landfills;1992;;;;;;7.0;;;;;;;31.0;0.04;123.0;822.0;1581.0;247.0;1334.0
915;Biogas from landfills;1993;;;;;;17.0;;;;;;;76.0;0.09;103.0;781.0;2345.0;669.0;1676.0
916;Biogas from landfills;1994;;;;;;27.0;;;;;;;120.0;0.14;143.0;688.0;2543.0;507.0;2036.0
917;Biogas from landfills;1995;;;;;;31.0;;;;;;;138.0;0.15;151.0;675.0;2786.0;549.0;2238.0
918;Biogas from landfills;1996;;;;;;35.0;;;;;;;155.0;0.17;159.0;662.0;3029.0;590.0;2439.0
919;Biogas from landfills;1997;;;;;;32.0;;;;;;;141.0;0.15;105.0;508.0;2800.0;664.0;2136.0
920;Biogas from landfills;1998;;;;;;33.0;;;;;;;145.0;0.15;74.0;572.0;2961.0;741.0;2221.0
921;Biogas from landfills;1999;;;;;;34.0;;;;;;;149.0;0.15;42.0;636.0;3123.0;818.0;2305.0
922;Biogas from landfills;2000;;;;;;35.0;;;;;;;153.0;0.15;44.0;616.0;3098.0;786.0;2313.0
923;Biogas from landfills;2001;;;;;;37.0;;;;;;;160.0;0.15;41.0;528.0;3138.0;835.0;2303.0
924;Biogas from landfills;2002;;;;;;40.0;;;;;;;176.0;0.16;86.0;458.0;3252.0;758.0;2494.0
925;Biogas from landfills;2003;;;;;;38.0;;;;;;;166.0;0.15;55.0;342.0;3291.0;1034.0;2257.0
926;Biogas from landfills;2004;;;;;;32.0;;;;;;;134.0;0.12;66.0;436.0;2811.0;770.0;2041.0
927;Biogas from landfills;2005;;;;;;31.0;;;;;;;127.0;0.11;68.0;446.0;2503.0;594.0;1909.0
928;Biogas from landfills;2006;;;;;;32.0;;;;;;;123.0;0.11;41.0;445.0;2486.0;560.0;1926.0
929;Biogas from landfills;2007;;;;;;30.0;;;;;;;111.0;0.09;72.0;417.0;2475.0;566.0;1909.0
930;Biogas from landfills;2008;;;;;;31.0;;;;;;;106.0;0.09;106.0;396.0;2452.0;595.0;1858.0
931;Biogas from landfills;2009;;;;;;29.0;;;;;;;97.0;0.09;66.0;387.0;2120.0;479.0;1641.0
932;Biogas from landfills;2010;;;;;;28.0;;;;;;;90.0;0.08;55.0;345.0;1941.0;403.0;1538.0
933;Biogas from landfills;2011;;;;;;27.0;;;;;;;79.0;0.07;67.0;316.0;1771.0;406.0;1364.0
934;Biogas from landfills;2012;;;;;;23.0;;;;;;;66.0;0.06;0.0;335.0;1563.0;311.0;1251.0
935;Biogas from landfills;2013;;;;;;;;;;;;;;;;;;;
936;Biogas from sewage water purification;1990;;;;;;14.0;;;;;;;66.0;0.08;69.0;312.0;1724.0;209.0;1516.0
937;Biogas from sewage water purification;1991;;;;;;13.0;;;;;;;82.0;0.1;85.0;435.0;1948.0;249.0;1700.0
938;Biogas from sewage water purification;1992;;;;;;13.0;;;;;;;87.0;0.1;89.0;227.0;1800.0;192.0;1608.0
939;Biogas from sewage water purification;1993;;;;;;16.0;;;;;;;89.0;0.11;92.0;436.0;1969.0;141.0;1827.0
940;Biogas from sewage water purification;1994;;;;;;17.0;;;;;;;93.0;0.11;96.0;287.0;1958.0;131.0;1827.0
941;Biogas from sewage water purification;1995;;;;;;17.0;;;;;;;100.0;0.11;103.0;134.0;1984.0;151.0;1834.0
942;Biogas from sewage water purification;1996;;;;;;17.0;;;;;;;97.0;0.1;99.0;137.0;1947.0;121.0;1827.0
943;Biogas from sewage water purification;1997;;;;;;17.0;;;;;;;107.0;0.11;110.0;294.0;2033.0;129.0;1904.0
944;Biogas from sewage water purification;1998;;;;;;18.0;;;;;;;92.0;0.09;95.0;312.0;1923.0;126.0;1797.0
945;Biogas from sewage water purification;1999;;;;;;19.0;;;;;;;103.0;0.1;106.0;351.0;2013.0;124.0;1890.0
946;Biogas from sewage water purification;2000;;;;;;19.0;;;;;;;105.0;0.1;108.0;397.0;2068.0;143.0;1925.0
947;Biogas from sewage water purification;2001;;;;;;20.0;;;;;;;122.0;0.11;126.0;311.0;2212.0;144.0;2068.0
948;Biogas from sewage water purification;2002;;;;;;20.0;;;;;;;123.0;0.11;126.0;289.0;2272.0;199.0;2073.0
949;Biogas from sewage water purification;2003;;;;;;20.0;;;;;;;122.0;0.11;125.0;330.0;2188.0;182.0;2006.0
950;Biogas from sewage water purification;2004;;;;;;22.0;;;;;;;126.0;0.11;216.0;323.0;2253.0;220.0;2033.0
951;Biogas from sewage water purification;2005;;;;;;23.0;;;;;;;117.0;0.1;135.0;256.0;2124.0;178.0;1946.0
952;Biogas from sewage water purification;2006;;;;;;28.0;;;;;;;125.0;0.11;42.0;179.0;2216.0;206.0;2010.0
953;Biogas from sewage water purification;2007;;;;;;34.0;;;;;;;136.0;0.12;157.0;81.0;2218.0;220.0;1998.0
954;Biogas from sewage water purification;2008;;;;;;34.0;;;;;;;142.0;0.12;140.0;84.0;2212.0;166.0;2045.0
955;Biogas from sewage water purification;2009;;;;;;34.0;;;;;;;143.0;0.13;120.0;100.0;2273.0;226.0;2046.0
956;Biogas from sewage water purification;2010;;;;;;36.0;;;;;;;154.0;0.13;99.0;84.0;2297.0;196.0;2101.0
957;Biogas from sewage water purification;2011;;;;;;37.0;;;;;;;164.0;0.14;214.0;77.0;2315.0;159.0;2156.0
958;Biogas from sewage water purification;2012;;;;;;40.0;;;;;;;176.0;0.15;138.0;85.0;2388.0;167.0;2222.0
959;Biogas from sewage water purification;2013;;;;;;;;;;;;;;;;;;;
960;Biogas, co-digestion of manure;1990;;;;;;;;;;;;;;0.0;;;;;
961;Biogas, co-digestion of manure;1991;;;;;;;;;;;;;;0.0;;;;;
962;Biogas, co-digestion of manure;1992;;;;;;;;;;;;;;0.0;;;;;
963;Biogas, co-digestion of manure;1993;;;;;;;;;;;;;;0.0;;;;;
964;Biogas, co-digestion of manure;1994;;;;;;;;;;;;;;0.0;;;;;
965;Biogas, co-digestion of manure;1995;;;;;;;;;;;;;;0.0;;;;;
966;Biogas, co-digestion of manure;1996;;;;;;;;;;;;;;0.0;;;;;
967;Biogas, co-digestion of manure;1997;;;;;;;;;;;;;;0.0;;;;;
968;Biogas, co-digestion of manure;1998;;;;;;;;;;;;;;0.0;;;;;
969;Biogas, co-digestion of manure;1999;;;;;;;;;;;;;;0.0;;;;;
970;Biogas, co-digestion of manure;2000;;;;;;;;;;;;;;0.0;;;;;
971;Biogas, co-digestion of manure;2001;;;;;;;;;;;;;;0.0;;;;;
972;Biogas, co-digestion of manure;2002;;;;;;;;;;;;;;0.0;;;;;
973;Biogas, co-digestion of manure;2003;;;;;;;;;;;;;;0.0;;;;;
974;Biogas, co-digestion of manure;2004;;;;;;;;;;;;;;0.0;;;;;
975;Biogas, co-digestion of manure;2005;;;17.0;;;5.0;;;;;;;8.0;0.01;5.0;0.0;82.0;;82.0
976;Biogas, co-digestion of manure;2006;;;37.0;;;18.0;;;;;;;54.0;0.05;4.0;0.0;591.0;;591.0
977;Biogas, co-digestion of manure;2007;;;53.0;;;43.0;;;;;;;171.0;0.14;20.0;0.0;1872.0;;1872.0
978;Biogas, co-digestion of manure;2008;;;78.0;;;76.0;;;;;;;339.0;0.28;106.0;0.0;3697.0;;3697.0
979;Biogas, co-digestion of manure;2009;;;87.0;;;94.0;;;;;;;484.0;0.43;257.0;0.0;5279.0;;5279.0
980;Biogas, co-digestion of manure;2010;;;91.0;;;98.0;;;;;;;527.0;0.45;453.0;0.0;5747.0;;5747.0
981;Biogas, co-digestion of manure;2011;;;97.0;;;113.0;;;;;;;515.0;0.44;447.0;0.0;5622.0;;5622.0
982;Biogas, co-digestion of manure;2012;;;95.0;;;117.0;;;;;;;504.0;0.44;735.0;0.0;5503.0;;5503.0
983;Biogas, co-digestion of manure;2013;;;;;;;;;;;;;;;;;;;
984;Biogas, other;1990;;;;;;1.0;;;;;;;2.0;0.0;12.0;374.0;468.0;;468.0
985;Biogas, other;1991;;;;;;1.0;;;;;;;2.0;0.0;17.0;448.0;563.0;;563.0
986;Biogas, other;1992;;;;;;1.0;;;;;;;2.0;0.0;32.0;477.0;616.0;;616.0
987;Biogas, other;1993;;;;;;2.0;;;;;;;4.0;0.01;37.0;476.0;640.0;;640.0
988;Biogas, other;1994;;;;;;1.0;;;;;;;0.0;0.0;37.0;590.0;746.0;;746.0
989;Biogas, other;1995;;;;;;2.0;;;;;;;3.0;0.0;57.0;618.0;826.0;;826.0
990;Biogas, other;1996;;;;;;2.0;;;;;;;6.0;0.01;75.0;639.0;899.0;;899.0
991;Biogas, other;1997;;;;;;2.0;;;;;;;4.0;0.0;58.0;730.0;957.0;;957.0
992;Biogas, other;1998;;;;;;2.0;;;;;;;6.0;0.01;74.0;662.0;900.0;;900.0
993;Biogas, other;1999;;;;;;3.0;;;;;;;9.0;0.01;116.0;626.0;937.0;;937.0
994;Biogas, other;2000;;;;;;4.0;;;;;;;12.0;0.01;133.0;617.0;974.0;;974.0
995;Biogas, other;2001;;;;;;4.0;;;;;;;12.0;0.01;127.0;634.0;989.0;;989.0
996;Biogas, other;2002;;;;;;5.0;;;;;;;17.0;0.02;142.0;589.0;994.0;;994.0
997;Biogas, other;2003;;;;;;7.0;;;;;;;22.0;0.02;109.0;664.0;1129.0;;1129.0
998;Biogas, other;2004;;;;;;6.0;;;;;;;16.0;0.01;88.0;788.0;1211.0;;1211.0
999;Biogas, other;2005;;;;;;8.0;;;;;;;26.0;0.02;106.0;656.0;1158.0;;1158.0
1000;Biogas, other;2006;;;;;;11.0;;;;;;;37.0;0.03;154.0;707.0;1382.0;;1382.0
1001;Biogas, other;2007;;;;;;17.0;;;;;;;59.0;0.05;133.0;594.0;1475.0;;1475.0
1002;Biogas, other;2008;;;;;;26.0;;;;;;;93.0;0.08;135.0;526.0;1850.0;;1850.0
1003;Biogas, other;2009;;;;;;29.0;;;;;;;124.0;0.11;231.0;594.0;2249.0;;2249.0
1004;Biogas, other;2010;;;;;;38.0;;;;;;;178.0;0.15;322.0;561.0;2900.0;;2900.0
1005;Biogas, other;2011;;;;;;40.0;;;;;;;199.0;0.17;445.0;623.0;3121.0;;3121.0
1006;Biogas, other;2012;;;;;;40.0;;;;;;;185.0;0.16;390.0;1129.0;3478.0;;3478.0
1007;Biogas, other;2013;;;;;;;;;;;;;;;;;;;
1008;Biofuels for road transport, total;1990;;;;;;;;;;;;;;;;;;;0.0
1009;Biofuels for road transport, total;1991;;;;;;;;;;;;;;;;;;;0.0
1010;Biofuels for road transport, total;1992;;;;;;;;;;;;;;;;;;;0.0
1011;Biofuels for road transport, total;1993;;;;;;;;;;;;;;;;;;;0.0
1012;Biofuels for road transport, total;1994;;;;;;;;;;;;;;;;;;;0.0
1013;Biofuels for road transport, total;1995;;;;;;;;;;;;;;;;;;;0.0
1014;Biofuels for road transport, total;1996;;;;;;;;;;;;;;;;;;;0.0
1015;Biofuels for road transport, total;1997;;;;;;;;;;;;;;;;;;;0.0
1016;Biofuels for road transport, total;1998;;;;;;;;;;;;;;;;;;;0.0
1017;Biofuels for road transport, total;1999;;;;;;;;;;;;;;;;;;;0.0
1018;Biofuels for road transport, total;2000;;;;;;;;;;;;;;;;;;;0.0
1019;Biofuels for road transport, total;2001;;;;;;;;;;;;;;;;;;;0.0
1020;Biofuels for road transport, total;2002;;;;;;;;;;;;;;;;;;;0.0
1021;Biofuels for road transport, total;2003;;;;;;;;;;;;;;;;;;;134.0
1022;Biofuels for road transport, total;2004;;;;;;;;;;;;;;;;;;;134.0
1023;Biofuels for road transport, total;2005;;;;;;;;;;;;;;;;;;;101.0
1024;Biofuels for road transport, total;2006;;;;;;;;;;;;;;;;;;;1766.0
1025;Biofuels for road transport, total;2007;;;;;;;;;;;;;;;;;;;13031.0
1026;Biofuels for road transport, total;2008;;;;;;;;;;;;;;;;;;;12048.0
1027;Biofuels for road transport, total;2009;;;;;;;;;;;;;;;;;;;15606.0
1028;Biofuels for road transport, total;2010;;;;;;;;;;;;;;;;;;;9577.0
1029;Biofuels for road transport, total;2011;;;;;;;;;;;;;;;;;;;13438.0
1030;Biofuels for road transport, total;2012;;;;;;;;;;;;;;;;;;;14017.0
1031;Biofuels for road transport, total;2013;;;;;;;;;;;;;;;;;;;
1032;Biogasoline;1990;;;;;;;;;;;;;;;;;;;0.0
1033;Biogasoline;1991;;;;;;;;;;;;;;;;;;;0.0
1034;Biogasoline;1992;;;;;;;;;;;;;;;;;;;0.0
1035;Biogasoline;1993;;;;;;;;;;;;;;;;;;;0.0
1036;Biogasoline;1994;;;;;;;;;;;;;;;;;;;0.0
1037;Biogasoline;1995;;;;;;;;;;;;;;;;;;;0.0
1038;Biogasoline;1996;;;;;;;;;;;;;;;;;;;0.0
1039;Biogasoline;1997;;;;;;;;;;;;;;;;;;;0.0
1040;Biogasoline;1998;;;;;;;;;;;;;;;;;;;0.0
1041;Biogasoline;1999;;;;;;;;;;;;;;;;;;;0.0
1042;Biogasoline;2000;;;;;;;;;;;;;;;;;;;0.0
1043;Biogasoline;2001;;;;;;;;;;;;;;;;;;;0.0
1044;Biogasoline;2002;;;;;;;;;;;;;;;;;;;0.0
1045;Biogasoline;2003;;;;;;;;;;;;;;;;;;;0.0
1046;Biogasoline;2004;;;;;;;;;;;;;;;;;;;0.0
1047;Biogasoline;2005;;;;;;;;;;;;;;;;;;;0.0
1048;Biogasoline;2006;;;;;;;;;;;;;;;;;;;798.0
1049;Biogasoline;2007;;;;;;;;;;;;;;;;;;;3687.0
1050;Biogasoline;2008;;;;;;;;;;;;;;;;;;;4524.0
1051;Biogasoline;2009;;;;;;;;;;;;;;;;;;;5771.0
1052;Biogasoline;2010;;;;;;;;;;;;;;;;;;;5614.0
1053;Biogasoline;2011;;;;;;;;;;;;;;;;;;;6231.0
1054;Biogasoline;2012;;;;;;;;;;;;;;;;;;;5211.0
1055;Biogasoline;2013;;;;;;;;;;;;;;;;;;;
1056;Biodiesel;1990;;;;;;;;;;;;;;;;;;;0.0
1057;Biodiesel;1991;;;;;;;;;;;;;;;;;;;0.0
1058;Biodiesel;1992;;;;;;;;;;;;;;;;;;;0.0
1059;Biodiesel;1993;;;;;;;;;;;;;;;;;;;0.0
1060;Biodiesel;1994;;;;;;;;;;;;;;;;;;;0.0
1061;Biodiesel;1995;;;;;;;;;;;;;;;;;;;0.0
1062;Biodiesel;1996;;;;;;;;;;;;;;;;;;;0.0
1063;Biodiesel;1997;;;;;;;;;;;;;;;;;;;0.0
1064;Biodiesel;1998;;;;;;;;;;;;;;;;;;;0.0
1065;Biodiesel;1999;;;;;;;;;;;;;;;;;;;0.0
1066;Biodiesel;2000;;;;;;;;;;;;;;;;;;;0.0
1067;Biodiesel;2001;;;;;;;;;;;;;;;;;;;0.0
1068;Biodiesel;2002;;;;;;;;;;;;;;;;;;;0.0
1069;Biodiesel;2003;;;;;;;;;;;;;;;;;;;134.0
1070;Biodiesel;2004;;;;;;;;;;;;;;;;;;;134.0
1071;Biodiesel;2005;;;;;;;;;;;;;;;;;;;101.0
1072;Biodiesel;2006;;;;;;;;;;;;;;;;;;;968.0
1073;Biodiesel;2007;;;;;;;;;;;;;;;;;;;9344.0
1074;Biodiesel;2008;;;;;;;;;;;;;;;;;;;7524.0
1075;Biodiesel;2009;;;;;;;;;;;;;;;;;;;9835.0
1076;Biodiesel;2010;;;;;;;;;;;;;;;;;;;3963.0
1077;Biodiesel;2011;;;;;;;;;;;;;;;;;;;7207.0
1078;Biodiesel;2012;;;;;;;;;;;;;;;;;;;8806.0
1079;Biodiesel;2013;;;;;;;;;;;;;;;;;;;
