ID;WijkenEnBuurten;Woningkenmerken;Gemeentenaam_1;SoortRegio_2;Codering_3;GemiddeldAardgasverbruik_4;GemiddeldElektriciteitsverbruik_5;Stadsverwarming_6;IndelingswijzigingWijkenEnBuurten_7
2368;Markenbinnen;Totaal woningen;Alkmaar                                 ;Buurt     ;BU03611006;1640.0;3760.0;;1.0
2369;Markenbinnen;Appartement;Alkmaar                                 ;Buurt     ;BU03611006;1410.0;4320.0;;1.0
2370;Markenbinnen;Tussenwoning;Alkmaar                                 ;Buurt     ;BU03611006;1070.0;2630.0;;1.0
2371;Markenbinnen;Hoekwoning;Alkmaar                                 ;Buurt     ;BU03611006;1270.0;2320.0;;1.0
2372;Markenbinnen;Twee-onder-één-kap woning;Alkmaar                                 ;Buurt     ;BU03611006;1560.0;3470.0;;1.0
2373;Markenbinnen;Vrijstaande woning;Alkmaar                                 ;Buurt     ;BU03611006;1920.0;4370.0;;1.0
2374;Markenbinnen;Eigen woning;Alkmaar                                 ;Buurt     ;BU03611006;1720.0;3970.0;;1.0
2375;Markenbinnen;Huurwoning;Alkmaar                                 ;Buurt     ;BU03611006;1130.0;2490.0;;1.0
2376;Vroonermeer;Totaal woningen;Alkmaar                                 ;Wijk      ;WK036111  ;750.0;3040.0;8.2;1.0
2377;Vroonermeer;Appartement;Alkmaar                                 ;Wijk      ;WK036111  ;640.0;2020.0;;1.0
2378;Vroonermeer;Tussenwoning;Alkmaar                                 ;Wijk      ;WK036111  ;770.0;3220.0;;1.0
2379;Vroonermeer;Hoekwoning;Alkmaar                                 ;Wijk      ;WK036111  ;830.0;3270.0;;1.0
2380;Vroonermeer;Twee-onder-één-kap woning;Alkmaar                                 ;Wijk      ;WK036111  ;560.0;3890.0;;1.0
2381;Vroonermeer;Vrijstaande woning;Alkmaar                                 ;Wijk      ;WK036111  ;1410.0;4650.0;;1.0
2382;Vroonermeer;Eigen woning;Alkmaar                                 ;Wijk      ;WK036111  ;800.0;3360.0;;1.0
2383;Vroonermeer;Huurwoning;Alkmaar                                 ;Wijk      ;WK036111  ;620.0;2090.0;;1.0
2384;Vroonermeer-Zuid;Totaal woningen;Alkmaar                                 ;Buurt     ;BU03611100;820.0;3050.0;;1.0
2385;Vroonermeer-Zuid;Appartement;Alkmaar                                 ;Buurt     ;BU03611100;640.0;2020.0;;1.0
2386;Vroonermeer-Zuid;Tussenwoning;Alkmaar                                 ;Buurt     ;BU03611100;820.0;3270.0;;1.0
2387;Vroonermeer-Zuid;Hoekwoning;Alkmaar                                 ;Buurt     ;BU03611100;950.0;3350.0;;1.0
2388;Vroonermeer-Zuid;Twee-onder-één-kap woning;Alkmaar                                 ;Buurt     ;BU03611100;1020.0;4100.0;;1.0
2389;Vroonermeer-Zuid;Vrijstaande woning;Alkmaar                                 ;Buurt     ;BU03611100;1410.0;4650.0;;1.0
2390;Vroonermeer-Zuid;Eigen woning;Alkmaar                                 ;Buurt     ;BU03611100;870.0;3360.0;;1.0
2391;Vroonermeer-Zuid;Huurwoning;Alkmaar                                 ;Buurt     ;BU03611100;690.0;2110.0;;1.0
2392;Vroonermeer-Noord;Totaal woningen;Alkmaar                                 ;Buurt     ;BU03611101;;2960.0;100.0;1.0
2393;Vroonermeer-Noord;Appartement;Alkmaar                                 ;Buurt     ;BU03611101;;;;1.0
2394;Vroonermeer-Noord;Tussenwoning;Alkmaar                                 ;Buurt     ;BU03611101;;2300.0;;1.0
2395;Vroonermeer-Noord;Hoekwoning;Alkmaar                                 ;Buurt     ;BU03611101;;2700.0;;1.0
2396;Vroonermeer-Noord;Twee-onder-één-kap woning;Alkmaar                                 ;Buurt     ;BU03611101;;3650.0;;1.0
2397;Vroonermeer-Noord;Vrijstaande woning;Alkmaar                                 ;Buurt     ;BU03611101;;;;1.0
2398;Vroonermeer-Noord;Eigen woning;Alkmaar                                 ;Buurt     ;BU03611101;;3420.0;;1.0
2399;Vroonermeer-Noord;Huurwoning;Alkmaar                                 ;Buurt     ;BU03611101;;1970.0;;1.0
2400;Almelo;Totaal woningen;Almelo                                  ;Gemeente  ;GM0141    ;1150.0;2700.0;;
2401;Almelo;Appartement;Almelo                                  ;Gemeente  ;GM0141    ;760.0;1790.0;;
2402;Almelo;Tussenwoning;Almelo                                  ;Gemeente  ;GM0141    ;1080.0;2760.0;;
2403;Almelo;Hoekwoning;Almelo                                  ;Gemeente  ;GM0141    ;1250.0;2900.0;;
2404;Almelo;Twee-onder-één-kap woning;Almelo                                  ;Gemeente  ;GM0141    ;1380.0;3150.0;;
2405;Almelo;Vrijstaande woning;Almelo                                  ;Gemeente  ;GM0141    ;1860.0;3980.0;;
2406;Almelo;Eigen woning;Almelo                                  ;Gemeente  ;GM0141    ;1330.0;3180.0;;
2407;Almelo;Huurwoning;Almelo                                  ;Gemeente  ;GM0141    ;930.0;2110.0;;
2408;Wijk 10 Binnenstad;Totaal woningen;Almelo                                  ;Wijk      ;WK014110  ;900.0;2060.0;;1.0
2409;Wijk 10 Binnenstad;Appartement;Almelo                                  ;Wijk      ;WK014110  ;760.0;1820.0;;1.0
2410;Wijk 10 Binnenstad;Tussenwoning;Almelo                                  ;Wijk      ;WK014110  ;1090.0;2620.0;;1.0
2411;Wijk 10 Binnenstad;Hoekwoning;Almelo                                  ;Wijk      ;WK014110  ;1260.0;2530.0;;1.0
2412;Wijk 10 Binnenstad;Twee-onder-één-kap woning;Almelo                                  ;Wijk      ;WK014110  ;1470.0;2760.0;;1.0
2413;Wijk 10 Binnenstad;Vrijstaande woning;Almelo                                  ;Wijk      ;WK014110  ;1940.0;2900.0;;1.0
2414;Wijk 10 Binnenstad;Eigen woning;Almelo                                  ;Wijk      ;WK014110  ;1080.0;2580.0;;1.0
2415;Wijk 10 Binnenstad;Huurwoning;Almelo                                  ;Wijk      ;WK014110  ;830.0;1860.0;;1.0
2416;Binnenstad-Noord;Totaal woningen;Almelo                                  ;Buurt     ;BU01411000;920.0;2000.0;;1.0
2417;Binnenstad-Noord;Appartement;Almelo                                  ;Buurt     ;BU01411000;780.0;1740.0;;1.0
2418;Binnenstad-Noord;Tussenwoning;Almelo                                  ;Buurt     ;BU01411000;1090.0;2680.0;;1.0
2419;Binnenstad-Noord;Hoekwoning;Almelo                                  ;Buurt     ;BU01411000;1430.0;2770.0;;1.0
2420;Binnenstad-Noord;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411000;1410.0;2740.0;;1.0
2421;Binnenstad-Noord;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411000;1880.0;2720.0;;1.0
2422;Binnenstad-Noord;Eigen woning;Almelo                                  ;Buurt     ;BU01411000;1130.0;2650.0;;1.0
2423;Binnenstad-Noord;Huurwoning;Almelo                                  ;Buurt     ;BU01411000;840.0;1770.0;;1.0
2424;Binnenstad-Zuid;Totaal woningen;Almelo                                  ;Buurt     ;BU01411001;870.0;2030.0;;1.0
2425;Binnenstad-Zuid;Appartement;Almelo                                  ;Buurt     ;BU01411001;750.0;1900.0;;1.0
2426;Binnenstad-Zuid;Tussenwoning;Almelo                                  ;Buurt     ;BU01411001;1500.0;2780.0;;1.0
2427;Binnenstad-Zuid;Hoekwoning;Almelo                                  ;Buurt     ;BU01411001;1530.0;2410.0;;1.0
2428;Binnenstad-Zuid;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411001;2000.0;3340.0;;1.0
2429;Binnenstad-Zuid;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411001;2260.0;3220.0;;1.0
2430;Binnenstad-Zuid;Eigen woning;Almelo                                  ;Buurt     ;BU01411001;1030.0;2460.0;;1.0
2431;Binnenstad-Zuid;Huurwoning;Almelo                                  ;Buurt     ;BU01411001;780.0;1780.0;;1.0
2432;Ulk en omgeving;Totaal woningen;Almelo                                  ;Buurt     ;BU01411002;820.0;2110.0;;1.0
2433;Ulk en omgeving;Appartement;Almelo                                  ;Buurt     ;BU01411002;740.0;1890.0;;1.0
2434;Ulk en omgeving;Tussenwoning;Almelo                                  ;Buurt     ;BU01411002;940.0;2800.0;;1.0
2435;Ulk en omgeving;Hoekwoning;Almelo                                  ;Buurt     ;BU01411002;1010.0;2280.0;;1.0
2436;Ulk en omgeving;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411002;1220.0;2250.0;;1.0
2437;Ulk en omgeving;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411002;1770.0;3580.0;;1.0
2438;Ulk en omgeving;Eigen woning;Almelo                                  ;Buurt     ;BU01411002;1020.0;2650.0;;1.0
2439;Ulk en omgeving;Huurwoning;Almelo                                  ;Buurt     ;BU01411002;780.0;2000.0;;1.0
2440;Java en omgeving;Totaal woningen;Almelo                                  ;Buurt     ;BU01411003;1060.0;2350.0;;1.0
2441;Java en omgeving;Appartement;Almelo                                  ;Buurt     ;BU01411003;930.0;1830.0;;1.0
2442;Java en omgeving;Tussenwoning;Almelo                                  ;Buurt     ;BU01411003;990.0;2370.0;;1.0
2443;Java en omgeving;Hoekwoning;Almelo                                  ;Buurt     ;BU01411003;1150.0;2500.0;;1.0
2444;Java en omgeving;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411003;1220.0;2490.0;;1.0
2445;Java en omgeving;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411003;;;;1.0
2446;Java en omgeving;Eigen woning;Almelo                                  ;Buurt     ;BU01411003;1130.0;2770.0;;1.0
2447;Java en omgeving;Huurwoning;Almelo                                  ;Buurt     ;BU01411003;1030.0;2200.0;;1.0
2448;Wijk 11 De Riet;Totaal woningen;Almelo                                  ;Wijk      ;WK014111  ;1070.0;2460.0;;1.0
2449;Wijk 11 De Riet;Appartement;Almelo                                  ;Wijk      ;WK014111  ;700.0;1650.0;;1.0
2450;Wijk 11 De Riet;Tussenwoning;Almelo                                  ;Wijk      ;WK014111  ;990.0;2540.0;;1.0
2451;Wijk 11 De Riet;Hoekwoning;Almelo                                  ;Wijk      ;WK014111  ;1170.0;2640.0;;1.0
2452;Wijk 11 De Riet;Twee-onder-één-kap woning;Almelo                                  ;Wijk      ;WK014111  ;1350.0;2950.0;;1.0
2453;Wijk 11 De Riet;Vrijstaande woning;Almelo                                  ;Wijk      ;WK014111  ;1820.0;3300.0;;1.0
2454;Wijk 11 De Riet;Eigen woning;Almelo                                  ;Wijk      ;WK014111  ;1300.0;2920.0;;1.0
2455;Wijk 11 De Riet;Huurwoning;Almelo                                  ;Wijk      ;WK014111  ;900.0;2110.0;;1.0
2456;Bornsestraat en omgeving Midden;Totaal woningen;Almelo                                  ;Buurt     ;BU01411100;1310.0;2660.0;;1.0
2457;Bornsestraat en omgeving Midden;Appartement;Almelo                                  ;Buurt     ;BU01411100;830.0;1450.0;;1.0
2458;Bornsestraat en omgeving Midden;Tussenwoning;Almelo                                  ;Buurt     ;BU01411100;1010.0;2480.0;;1.0
2459;Bornsestraat en omgeving Midden;Hoekwoning;Almelo                                  ;Buurt     ;BU01411100;1430.0;2830.0;;1.0
2460;Bornsestraat en omgeving Midden;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411100;1540.0;3040.0;;1.0
2461;Bornsestraat en omgeving Midden;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411100;1930.0;3580.0;;1.0
2462;Bornsestraat en omgeving Midden;Eigen woning;Almelo                                  ;Buurt     ;BU01411100;1460.0;2920.0;;1.0
2463;Bornsestraat en omgeving Midden;Huurwoning;Almelo                                  ;Buurt     ;BU01411100;1000.0;2140.0;;1.0
2464;Riet Noord;Totaal woningen;Almelo                                  ;Buurt     ;BU01411101;940.0;2420.0;;1.0
2465;Riet Noord;Appartement;Almelo                                  ;Buurt     ;BU01411101;630.0;1740.0;;1.0
2466;Riet Noord;Tussenwoning;Almelo                                  ;Buurt     ;BU01411101;940.0;2580.0;;1.0
2467;Riet Noord;Hoekwoning;Almelo                                  ;Buurt     ;BU01411101;1140.0;2630.0;;1.0
2468;Riet Noord;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411101;1280.0;3170.0;;1.0
2469;Riet Noord;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411101;;;;1.0
2470;Riet Noord;Eigen woning;Almelo                                  ;Buurt     ;BU01411101;1010.0;2680.0;;1.0
2471;Riet Noord;Huurwoning;Almelo                                  ;Buurt     ;BU01411101;910.0;2310.0;;1.0
2472;Arendsboer en omgeving Noord;Totaal woningen;Almelo                                  ;Buurt     ;BU01411102;1240.0;2460.0;;1.0
2473;Arendsboer en omgeving Noord;Appartement;Almelo                                  ;Buurt     ;BU01411102;720.0;1470.0;;1.0
2474;Arendsboer en omgeving Noord;Tussenwoning;Almelo                                  ;Buurt     ;BU01411102;1160.0;2450.0;;1.0
2475;Arendsboer en omgeving Noord;Hoekwoning;Almelo                                  ;Buurt     ;BU01411102;1300.0;2670.0;;1.0
2476;Arendsboer en omgeving Noord;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411102;1440.0;2900.0;;1.0
2477;Arendsboer en omgeving Noord;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411102;1830.0;3130.0;;1.0
2478;Arendsboer en omgeving Noord;Eigen woning;Almelo                                  ;Buurt     ;BU01411102;1490.0;2930.0;;1.0
2479;Arendsboer en omgeving Noord;Huurwoning;Almelo                                  ;Buurt     ;BU01411102;890.0;1770.0;;1.0
2480;Nieuwland;Totaal woningen;Almelo                                  ;Buurt     ;BU01411103;920.0;2290.0;;1.0
2481;Nieuwland;Appartement;Almelo                                  ;Buurt     ;BU01411103;730.0;1710.0;;1.0
2482;Nieuwland;Tussenwoning;Almelo                                  ;Buurt     ;BU01411103;980.0;2540.0;;1.0
2483;Nieuwland;Hoekwoning;Almelo                                  ;Buurt     ;BU01411103;1060.0;2670.0;;1.0
2484;Nieuwland;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411103;1110.0;3000.0;;1.0
2485;Nieuwland;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411103;1760.0;3310.0;;1.0
2486;Nieuwland;Eigen woning;Almelo                                  ;Buurt     ;BU01411103;1020.0;2760.0;;1.0
2487;Nieuwland;Huurwoning;Almelo                                  ;Buurt     ;BU01411103;880.0;2080.0;;1.0
2488;Arendsboer en omgeving Zuid;Totaal woningen;Almelo                                  ;Buurt     ;BU01411104;1250.0;2980.0;;1.0
2489;Arendsboer en omgeving Zuid;Appartement;Almelo                                  ;Buurt     ;BU01411104;;;;1.0
2490;Arendsboer en omgeving Zuid;Tussenwoning;Almelo                                  ;Buurt     ;BU01411104;860.0;2870.0;;1.0
2491;Arendsboer en omgeving Zuid;Hoekwoning;Almelo                                  ;Buurt     ;BU01411104;1320.0;2900.0;;1.0
2492;Arendsboer en omgeving Zuid;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411104;1320.0;3060.0;;1.0
2493;Arendsboer en omgeving Zuid;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411104;1880.0;3430.0;;1.0
2494;Arendsboer en omgeving Zuid;Eigen woning;Almelo                                  ;Buurt     ;BU01411104;1310.0;3210.0;;1.0
2495;Arendsboer en omgeving Zuid;Huurwoning;Almelo                                  ;Buurt     ;BU01411104;1140.0;2520.0;;1.0
2496;Riet Zuid;Totaal woningen;Almelo                                  ;Buurt     ;BU01411105;930.0;2230.0;;1.0
2497;Riet Zuid;Appartement;Almelo                                  ;Buurt     ;BU01411105;670.0;1600.0;;1.0
2498;Riet Zuid;Tussenwoning;Almelo                                  ;Buurt     ;BU01411105;970.0;2510.0;;1.0
2499;Riet Zuid;Hoekwoning;Almelo                                  ;Buurt     ;BU01411105;1090.0;2430.0;;1.0
2500;Riet Zuid;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411105;1120.0;2520.0;;1.0
2501;Riet Zuid;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411105;1150.0;2710.0;;1.0
2502;Riet Zuid;Eigen woning;Almelo                                  ;Buurt     ;BU01411105;1120.0;2740.0;;1.0
2503;Riet Zuid;Huurwoning;Almelo                                  ;Buurt     ;BU01411105;890.0;2110.0;;1.0
2504;Bornsestraat en omgeving Zuid;Totaal woningen;Almelo                                  ;Buurt     ;BU01411106;1140.0;2610.0;;1.0
2505;Bornsestraat en omgeving Zuid;Appartement;Almelo                                  ;Buurt     ;BU01411106;650.0;1830.0;;1.0
2506;Bornsestraat en omgeving Zuid;Tussenwoning;Almelo                                  ;Buurt     ;BU01411106;990.0;2560.0;;1.0
2507;Bornsestraat en omgeving Zuid;Hoekwoning;Almelo                                  ;Buurt     ;BU01411106;1160.0;2600.0;;1.0
2508;Bornsestraat en omgeving Zuid;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411106;1300.0;2870.0;;1.0
2509;Bornsestraat en omgeving Zuid;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411106;1800.0;3210.0;;1.0
2510;Bornsestraat en omgeving Zuid;Eigen woning;Almelo                                  ;Buurt     ;BU01411106;1390.0;3020.0;;1.0
2511;Bornsestraat en omgeving Zuid;Huurwoning;Almelo                                  ;Buurt     ;BU01411106;860.0;2160.0;;1.0
2512;Verspreide huizen wijk 11;Totaal woningen;Almelo                                  ;Buurt     ;BU01411109;1220.0;2910.0;;1.0
2513;Verspreide huizen wijk 11;Appartement;Almelo                                  ;Buurt     ;BU01411109;620.0;1740.0;;1.0
2514;Verspreide huizen wijk 11;Tussenwoning;Almelo                                  ;Buurt     ;BU01411109;990.0;2330.0;;1.0
2515;Verspreide huizen wijk 11;Hoekwoning;Almelo                                  ;Buurt     ;BU01411109;1080.0;2710.0;;1.0
2516;Verspreide huizen wijk 11;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411109;1150.0;3270.0;;1.0
2517;Verspreide huizen wijk 11;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411109;1910.0;3750.0;;1.0
2518;Verspreide huizen wijk 11;Eigen woning;Almelo                                  ;Buurt     ;BU01411109;1470.0;3350.0;;1.0
2519;Verspreide huizen wijk 11;Huurwoning;Almelo                                  ;Buurt     ;BU01411109;850.0;2240.0;;1.0
2520;Wijk 12 Noorderkwartier;Totaal woningen;Almelo                                  ;Wijk      ;WK014112  ;1320.0;2750.0;;1.0
2521;Wijk 12 Noorderkwartier;Appartement;Almelo                                  ;Wijk      ;WK014112  ;780.0;1740.0;;1.0
2522;Wijk 12 Noorderkwartier;Tussenwoning;Almelo                                  ;Wijk      ;WK014112  ;1160.0;2660.0;;1.0
2523;Wijk 12 Noorderkwartier;Hoekwoning;Almelo                                  ;Wijk      ;WK014112  ;1380.0;3020.0;;1.0
2524;Wijk 12 Noorderkwartier;Twee-onder-één-kap woning;Almelo                                  ;Wijk      ;WK014112  ;1580.0;3100.0;;1.0
2525;Wijk 12 Noorderkwartier;Vrijstaande woning;Almelo                                  ;Wijk      ;WK014112  ;2100.0;3850.0;;1.0
2526;Wijk 12 Noorderkwartier;Eigen woning;Almelo                                  ;Wijk      ;WK014112  ;1510.0;3070.0;;1.0
2527;Wijk 12 Noorderkwartier;Huurwoning;Almelo                                  ;Wijk      ;WK014112  ;900.0;2050.0;;1.0
2528;Vriezenveenseweg e.o. Haghoek Oost;Totaal woningen;Almelo                                  ;Buurt     ;BU01411200;1320.0;2710.0;;1.0
2529;Vriezenveenseweg e.o. Haghoek Oost;Appartement;Almelo                                  ;Buurt     ;BU01411200;1000.0;1980.0;;1.0
2530;Vriezenveenseweg e.o. Haghoek Oost;Tussenwoning;Almelo                                  ;Buurt     ;BU01411200;1050.0;2240.0;;1.0
2531;Vriezenveenseweg e.o. Haghoek Oost;Hoekwoning;Almelo                                  ;Buurt     ;BU01411200;1300.0;2800.0;;1.0
2532;Vriezenveenseweg e.o. Haghoek Oost;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411200;1480.0;2970.0;;1.0
2533;Vriezenveenseweg e.o. Haghoek Oost;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411200;1740.0;3270.0;;1.0
2534;Vriezenveenseweg e.o. Haghoek Oost;Eigen woning;Almelo                                  ;Buurt     ;BU01411200;1390.0;2920.0;;1.0
2535;Vriezenveenseweg e.o. Haghoek Oost;Huurwoning;Almelo                                  ;Buurt     ;BU01411200;1060.0;1930.0;;1.0
2536;Parkweg en omgeving;Totaal woningen;Almelo                                  ;Buurt     ;BU01411201;1560.0;3020.0;;1.0
2537;Parkweg en omgeving;Appartement;Almelo                                  ;Buurt     ;BU01411201;720.0;1870.0;;1.0
2538;Parkweg en omgeving;Tussenwoning;Almelo                                  ;Buurt     ;BU01411201;1410.0;3070.0;;1.0
2539;Parkweg en omgeving;Hoekwoning;Almelo                                  ;Buurt     ;BU01411201;1650.0;3300.0;;1.0
2540;Parkweg en omgeving;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411201;1770.0;3190.0;;1.0
2541;Parkweg en omgeving;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411201;2190.0;3750.0;;1.0
2542;Parkweg en omgeving;Eigen woning;Almelo                                  ;Buurt     ;BU01411201;1800.0;3350.0;;1.0
2543;Parkweg en omgeving;Huurwoning;Almelo                                  ;Buurt     ;BU01411201;850.0;2090.0;;1.0
2544;Vriezenveenseweg e.o. Haghoek West;Totaal woningen;Almelo                                  ;Buurt     ;BU01411202;1140.0;2390.0;;1.0
2545;Vriezenveenseweg e.o. Haghoek West;Appartement;Almelo                                  ;Buurt     ;BU01411202;840.0;1610.0;;1.0
2546;Vriezenveenseweg e.o. Haghoek West;Tussenwoning;Almelo                                  ;Buurt     ;BU01411202;1190.0;2700.0;;1.0
2547;Vriezenveenseweg e.o. Haghoek West;Hoekwoning;Almelo                                  ;Buurt     ;BU01411202;1340.0;3050.0;;1.0
2548;Vriezenveenseweg e.o. Haghoek West;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411202;1530.0;3140.0;;1.0
2549;Vriezenveenseweg e.o. Haghoek West;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411202;2110.0;3760.0;;1.0
2550;Vriezenveenseweg e.o. Haghoek West;Eigen woning;Almelo                                  ;Buurt     ;BU01411202;1270.0;2760.0;;1.0
2551;Vriezenveenseweg e.o. Haghoek West;Huurwoning;Almelo                                  ;Buurt     ;BU01411202;920.0;1710.0;;1.0
2552;Verspreide huizen wijk 12;Totaal woningen;Almelo                                  ;Buurt     ;BU01411209;1130.0;2910.0;;1.0
2553;Verspreide huizen wijk 12;Appartement;Almelo                                  ;Buurt     ;BU01411209;680.0;1860.0;;1.0
2554;Verspreide huizen wijk 12;Tussenwoning;Almelo                                  ;Buurt     ;BU01411209;680.0;2640.0;;1.0
2555;Verspreide huizen wijk 12;Hoekwoning;Almelo                                  ;Buurt     ;BU01411209;840.0;2810.0;;1.0
2556;Verspreide huizen wijk 12;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411209;1290.0;3090.0;;1.0
2557;Verspreide huizen wijk 12;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411209;2120.0;4580.0;;1.0
2558;Verspreide huizen wijk 12;Eigen woning;Almelo                                  ;Buurt     ;BU01411209;1350.0;3230.0;;1.0
2559;Verspreide huizen wijk 12;Huurwoning;Almelo                                  ;Buurt     ;BU01411209;860.0;2540.0;;1.0
2560;Wijk 13 Sluitersveld;Totaal woningen;Almelo                                  ;Wijk      ;WK014113  ;1170.0;2820.0;;1.0
2561;Wijk 13 Sluitersveld;Appartement;Almelo                                  ;Wijk      ;WK014113  ;820.0;1830.0;;1.0
2562;Wijk 13 Sluitersveld;Tussenwoning;Almelo                                  ;Wijk      ;WK014113  ;990.0;2690.0;;1.0
2563;Wijk 13 Sluitersveld;Hoekwoning;Almelo                                  ;Wijk      ;WK014113  ;1170.0;2800.0;;1.0
2564;Wijk 13 Sluitersveld;Twee-onder-één-kap woning;Almelo                                  ;Wijk      ;WK014113  ;1370.0;3110.0;;1.0
2565;Wijk 13 Sluitersveld;Vrijstaande woning;Almelo                                  ;Wijk      ;WK014113  ;1740.0;4260.0;;1.0
2566;Wijk 13 Sluitersveld;Eigen woning;Almelo                                  ;Wijk      ;WK014113  ;1430.0;3580.0;;1.0
2567;Wijk 13 Sluitersveld;Huurwoning;Almelo                                  ;Wijk      ;WK014113  ;930.0;2100.0;;1.0
2568;Ootmarsumsestraat en omgeving;Totaal woningen;Almelo                                  ;Buurt     ;BU01411300;990.0;2640.0;;1.0
2569;Ootmarsumsestraat en omgeving;Appartement;Almelo                                  ;Buurt     ;BU01411300;740.0;1980.0;;1.0
2570;Ootmarsumsestraat en omgeving;Tussenwoning;Almelo                                  ;Buurt     ;BU01411300;910.0;2880.0;;1.0
2571;Ootmarsumsestraat en omgeving;Hoekwoning;Almelo                                  ;Buurt     ;BU01411300;1080.0;2950.0;;1.0
2572;Ootmarsumsestraat en omgeving;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411300;1270.0;2860.0;;1.0
2573;Ootmarsumsestraat en omgeving;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411300;1790.0;4050.0;;1.0
2574;Ootmarsumsestraat en omgeving;Eigen woning;Almelo                                  ;Buurt     ;BU01411300;1150.0;3080.0;;1.0
2575;Ootmarsumsestraat en omgeving;Huurwoning;Almelo                                  ;Buurt     ;BU01411300;830.0;2230.0;;1.0
2576;Markgraven;Totaal woningen;Almelo                                  ;Buurt     ;BU01411301;1710.0;3820.0;;1.0
2577;Markgraven;Appartement;Almelo                                  ;Buurt     ;BU01411301;;;;1.0
2578;Markgraven;Tussenwoning;Almelo                                  ;Buurt     ;BU01411301;1250.0;3530.0;;1.0
2579;Markgraven;Hoekwoning;Almelo                                  ;Buurt     ;BU01411301;1520.0;3700.0;;1.0
2580;Markgraven;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411301;1650.0;3400.0;;1.0
2581;Markgraven;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411301;1790.0;3970.0;;1.0
2582;Markgraven;Eigen woning;Almelo                                  ;Buurt     ;BU01411301;1700.0;3800.0;;1.0
2583;Markgraven;Huurwoning;Almelo                                  ;Buurt     ;BU01411301;2120.0;4870.0;;1.0
2584;Rumerslanden;Totaal woningen;Almelo                                  ;Buurt     ;BU01411302;980.0;2380.0;;1.0
2585;Rumerslanden;Appartement;Almelo                                  ;Buurt     ;BU01411302;840.0;2030.0;;1.0
2586;Rumerslanden;Tussenwoning;Almelo                                  ;Buurt     ;BU01411302;940.0;2230.0;;1.0
2587;Rumerslanden;Hoekwoning;Almelo                                  ;Buurt     ;BU01411302;1040.0;2570.0;;1.0
2588;Rumerslanden;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411302;1150.0;2550.0;;1.0
2589;Rumerslanden;Vrijstaande woning;Almelo                                  ;Buurt     ;BU01411302;1430.0;3870.0;;1.0
2590;Rumerslanden;Eigen woning;Almelo                                  ;Buurt     ;BU01411302;1040.0;2580.0;;1.0
2591;Rumerslanden;Huurwoning;Almelo                                  ;Buurt     ;BU01411302;960.0;2310.0;;1.0
2592;Wester-Sluitersveldlanden;Totaal woningen;Almelo                                  ;Buurt     ;BU01411303;1000.0;2020.0;;1.0
2593;Wester-Sluitersveldlanden;Appartement;Almelo                                  ;Buurt     ;BU01411303;860.0;1700.0;;1.0
2594;Wester-Sluitersveldlanden;Tussenwoning;Almelo                                  ;Buurt     ;BU01411303;1210.0;2770.0;;1.0
2595;Wester-Sluitersveldlanden;Hoekwoning;Almelo                                  ;Buurt     ;BU01411303;1390.0;2520.0;;1.0
2596;Wester-Sluitersveldlanden;Twee-onder-één-kap woning;Almelo                                  ;Buurt     ;BU01411303;1400.0;2840.0;;1.0
