ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
1693;407;203;Barneveld                    ;31;                        Gelderse Vallei ;25;Gld;Nee;Nee;Garderbroek                  
1694;408;203;Barneveld                    ;31;                        Gelderse Vallei ;25;Gld;Ja ;Nee;Garderen                     
1695;Garmerwolde;9;Ten Boer                     ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr.;Ja ;Nee;Garmerwolde                  
1696;Garminge;1731;Midden-Drenthe               ;17;                    Drentse zandgronden ;22;D. ;Ja ;Nee;Garminge                     
1697;Garnwerd;53;Winsum                       ;6;         Groninger centrale Weidestreek ;20;Gr.;Ja ;Nee;Garnwerd                     
1698;Garrelsweer;24;Loppersum                    ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr.;Ja ;Nee;Garrelsweer                  
1699;299;3;Appingedam                   ;2;                   Appingedam, Delfzijl ;20;Gr.;Nee;Nee;Garreweer                    
1700;Garsthuizen;24;Loppersum                    ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr.;Ja ;Nee;Garsthuizen                  
1701;Garvelinkhoek;278;Ruurlo                       ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Nee;Nee;Garvelinkhoek                
1702;Garyp;737;Tytsjerksteradiel            ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Garyp                        
1703;Gassel;786;Grave                        ;119;                         Land van Cuijk ;30;NB.;Ja ;Nee;Gassel                       
1704;21;1680;Aa en Hunze                  ;16; Overige gemeenten Drentse Veenkoloniën ;22;D. ;Ja ;Nee;Gasselte                     
1705;22;1680;Aa en Hunze                  ;16; Overige gemeenten Drentse Veenkoloniën ;22;D. ;Nee;Nee;Gasselterboerveen            
1706;23;1680;Aa en Hunze                  ;16; Overige gemeenten Drentse Veenkoloniën ;22;D. ;Nee;Nee;Gasselterboerveenschemond    
1707;24;1680;Aa en Hunze                  ;16; Overige gemeenten Drentse Veenkoloniën ;22;D. ;Ja ;Nee;Gasselternijveen             
1708;25;1680;Aa en Hunze                  ;16; Overige gemeenten Drentse Veenkoloniën ;22;D. ;Ja ;Nee;Gasselternijveenschemond     
1709;Gastel;1706;Cranendonck                  ;117;Valkenswaard en oostelijke randgemeenten;30;NB.;Ja ;Nee;Gastel                       
1710;Gastelsveer;1655;Halderberge                  ;102; Bergen op Zoom, Roosendaal en omgeving ;30;NB.;Nee;Nee;Gastelsveer                  
1711;26;1680;Aa en Hunze                  ;16; Overige gemeenten Drentse Veenkoloniën ;22;D. ;Ja ;Nee;Gasteren                     
1712;Gasthuis;936;Margraten                    ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Nee;Nee;Gasthuis                     
1713;Gaternisse;1714;Sluis                        ;98;               West-Zeeuwsch-Vlaanderen ;29;Z. ;Nee;Nee;Gaternisse                   
1714;Gauw;683;Wymbritseradiel              ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Gauw                         
1715;Gawege;703;Reimerswaal                  ;97;                Noord- en Zuid-Beveland ;29;Z. ;Nee;Nee;Gawege                       
1716;Gebergte;847;Someren                      ;118;                         Brabantse Peel ;30;NB.;Nee;Nee;Gebergte                     
1717;Gebroek;1711;Echt-Susteren                ;122;Overig Midden-Limburg ten oosten v. Maas;31;L. ;Nee;Nee;Gebroek                      
1718;Geefsweer;10;Delfzijl                     ;2;                   Appingedam, Delfzijl ;20;Gr.;Nee;Nee;Geefsweer                    
1719;27;1680;Aa en Hunze                  ;16; Overige gemeenten Drentse Veenkoloniën ;22;D. ;Ja ;Nee;Geelbroek                    
1720;Geenhoven;858;Valkenswaard                 ;117;Valkenswaard en oostelijke randgemeenten;30;NB.;Nee;Nee;Geenhoven                    
1721;Geer;736;De Ronde Venen               ;48;Vechtstreek en Plassengebied in Utrecht ;26;U. ;Nee;Nee;Geer                         
1722;Geer;707;Zederik                      ;78;                       Vijfheerenlanden ;28;ZH.;Nee;Nee;Geer                         
1723;Geerdijk;1700;Twenterand                   ;24;            Overige gemeenten in Twente ;23;O. ;Nee;Nee;Geerdijk                     
1724;160;1723;Alphen-Chaam                 ;108;                      Gebied om Tilburg ;30;NB.;Ja ;Nee;Geersbroek                   
1725;Geersdijk;1695;Noord-Beveland               ;97;                Noord- en Zuid-Beveland ;29;Z. ;Ja ;Nee;Geersdijk                    
1726;Geertruidenberg;779;Geertruidenberg              ;104;                        Gebied om Breda ;30;NB.;Ja ;Ja ;Geertruidenberg              
1727;630;568;Bernisse                     ;91;             Voorne-Putten en Rozenburg ;28;ZH.;Ja ;Nee;Geervliet                    
1728;989;109;Coevorden                    ;18;                  Zuiddrents randgebied ;22;D. ;Ja ;Nee;Gees                         
1729;990;109;Coevorden                    ;18;                  Zuiddrents randgebied ;22;D. ;Ja ;Nee;Geesbrug                     
1730;Geestdorp;632;Woerden                      ;49;                   Utrechts weidegebied ;26;U. ;Nee;Nee;Geestdorp                    
1731;Geesteren;183;Tubbergen                    ;24;            Overige gemeenten in Twente ;23;O. ;Ja ;Nee;Geesteren                    
1732;760;211;Borculo                      ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Ja ;Nee;Geesteren                    
1733;Geeuwenbrug;1701;Westerveld                   ;17;                    Drentse zandgronden ;22;D. ;Ja ;Nee;Geeuwenbrug                  
1734;Geffen;1671;Maasdonk                     ;111;                               Maaskant ;30;NB.;Ja ;Nee;Geffen                       
1735;Gein;457;Weesp                        ;65;           Vechtstreek in Noord-Holland ;27;NH.;Nee;Nee;Gein                         
1736;77;305;Abcoude                      ;48;Vechtstreek en Plassengebied in Utrecht ;26;U. ;Nee;Nee;Gein                         
1737;Gein, Het;356;Nieuwegein                   ;46;                Nieuwegein, IJsselstein ;26;U. ;Nee;Nee;Gein, Het                    
1738;327;202;Arnhem                       ;35;                                 Arnhem ;25;Gld;Nee;Nee;Geitenkamp                   
1739;Geitenwaard;196;Rijnwaarden                  ;26;                             De Lijmers ;25;Gld;Nee;Nee;Geitenwaard                  
1740;Gelderingen;1708;Steenwijkerland              ;19;                   Noordwest-Overijssel ;23;O. ;Nee;Nee;Gelderingen                  
1741;Geldermalsen;236;Geldermalsen                 ;38;                      Westelijke Betuwe ;25;Gld;Ja ;Ja ;Geldermalsen                 
1742;Gelders-Veenendaal;228;Ede                          ;31;                        Gelderse Vallei ;25;Gld;Nee;Nee;Gelders-Veenendaal           
1743;262;366;Anna Paulowna                ;52;Overige gemeenten Kop van Noord-Holland ;27;NH.;Nee;Nee;Gelderse Buurt               
1744;Gelderse Dijk;269;Oldebroek                    ;32;                         IJsselmeerkust ;25;Gld;Nee;Nee;Gelderse Dijk                
1745;Gelderswoude;638;Zoeterwoude                  ;71;                      Randgebied Leiden ;28;ZH.;Ja ;Nee;Gelderswoude                 
1746;Geldrop;1771;Geldrop-Mierlo               ;114;                   Randgebied Eindhoven ;30;NB.;Ja ;Nee;Geldrop                      
1747;Geldrop-Mierlo;1771;Geldrop-Mierlo               ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Ja ;Geldrop-Mierlo               
1748;Geleen;1883;Sittard-Geleen               ;124;                  Westelijke Mijnstreek ;31;L. ;Ja ;Nee;Geleen                       
1749;Gelkenes;694;Liesveld                     ;77;       Overige gemeenten Alblasserwaard ;28;ZH.;Nee;Nee;Gelkenes                     
1750;Gellicum;236;Geldermalsen                 ;38;                      Westelijke Betuwe ;25;Gld;Ja ;Nee;Gellicum                     
1751;Geloo;983;Venlo                        ;121;           Industriegebied Venlo-Beesel ;31;L. ;Nee;Nee;Geloo                        
1752;761;211;Borculo                      ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Ja ;Nee;Gelselaar                    
1753;Gement;828;Oss                          ;111;                               Maaskant ;30;NB.;Nee;Nee;Gement                       
1754;Gement;865;Vught                        ;109;              's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Gement                       
1755;Gemert;1652;Gemert-Bakel                 ;118;                         Brabantse Peel ;30;NB.;Ja ;Nee;Gemert                       
1756;Gemert-Bakel;1652;Gemert-Bakel                 ;118;                         Brabantse Peel ;30;NB.;Nee;Ja ;Gemert-Bakel                 
1757;Gemonde;845;Sint-Michielsgestel          ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Ja ;Nee;Gemonde                      
1758;Gemullehoeken;824;Oisterwijk                   ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Gemullehoeken                
1759;54;738;Aalburg                      ;105;                        Land van Altena ;30;NB.;Ja ;Nee;Genderen                     
1760;Gendringen;237;Gendringen                   ;29;     Oude-IJsselgebied (oostelijk deel) ;25;Gld;Ja ;Ja ;Gendringen                   
1761;Gendt;1705;Lingewaard                   ;37;                      Oostelijke Betuwe ;25;Gld;Ja ;Nee;Gendt                        
1762;Genemuiden;1896;Zwartewaterland              ;20;                    IJssel-, Vechtdelta ;23;O. ;Ja ;Nee;Genemuiden                   
1763;Genenberg;1507;Horst aan de Maas            ;120;                          Noord-Limburg ;31;L. ;Nee;Nee;Genenberg                    
1764;Geneneind;1652;Gemert-Bakel                 ;118;                         Brabantse Peel ;30;NB.;Nee;Nee;Geneneind                    
1765;537;893;Bergen                       ;120;                          Noord-Limburg ;31;L. ;Nee;Nee;Gening                       
1766;Genne;193;Zwolle                       ;20;                    IJssel-, Vechtdelta ;23;O. ;Nee;Nee;Genne                        
1767;Gennep;772;Eindhoven                    ;113;                              Eindhoven ;30;NB.;Nee;Nee;Gennep                       
1768;Gennep;907;Gennep                       ;120;                          Noord-Limburg ;31;L. ;Ja ;Ja ;Gennep                       
1769;Genoenhuis;1771;Geldrop-Mierlo               ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Nee;Genoenhuis                   
1770;Genooi;983;Venlo                        ;121;           Industriegebied Venlo-Beesel ;31;L. ;Nee;Nee;Genooi                       
1771;Genooierbergen;983;Venlo                        ;121;           Industriegebied Venlo-Beesel ;31;L. ;Nee;Nee;Genooierbergen               
1772;Gerendal;994;Valkenburg aan de Geul       ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Nee;Nee;Gerendal                     
1773;Gerheggen;1670;Roggel en Neer               ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Nee;Nee;Gerheggen                    
1774;86;59;Achtkarspelen                ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Gerkesklooster               
1775;Gerner;148;Dalfsen                      ;20;                    IJssel-, Vechtdelta ;23;O. ;Nee;Nee;Gerner                       
1776;Gerns;710;Wûnseradiel                  ;10;                      Fries weidegebied ;21;F. ;Nee;Nee;Gerns                        
1777;Gersloot;74;Heerenveen                   ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Gersloot                     
1778;Gerven;273;Putten                       ;32;                         IJsselmeerkust ;25;Gld;Nee;Nee;Gerven                       
1779;Gerverscop;632;Woerden                      ;49;                   Utrechts weidegebied ;26;U. ;Nee;Nee;Gerverscop                   
1780;Gerwen;820;Nuenen c.a.                  ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Nee;Gerwen                       
1781;Gest, De;462;Wieringen                    ;51;               Wieringen, Wieringermeer ;27;NH.;Nee;Nee;Gest, De                     
1782;Gestel;772;Eindhoven                    ;113;                              Eindhoven ;30;NB.;Nee;Nee;Gestel                       
1783;Getfert;153;Enschede                     ;23;                               Enschede ;23;O. ;Nee;Nee;Getfert                      
1784;Geulhem;994;Valkenburg aan de Geul       ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Nee;Nee;Geulhem                      
1785;Geulle;938;Meerssen                     ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Ja ;Nee;Geulle                       
1786;435;888;Beek                         ;124;                  Westelijke Mijnstreek ;31;L. ;Nee;Nee;Geverik                      
1787;Gewande;796;'s-Hertogenbosch             ;109;              's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Gewande                      
1788;Geysteren;993;Meerlo-Wanssum               ;120;                          Noord-Limburg ;31;L. ;Ja ;Nee;Geysteren                    
1789;881;311;Breukelen                    ;48;Vechtstreek en Plassengebied in Utrecht ;26;U. ;Nee;Nee;Gieltjesdorp                 
1790;Giersbergen;809;Loon op Zand                 ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Giersbergen                  
1791;256;199;Angerlo                      ;26;                             De Lijmers ;25;Gld;Ja ;Nee;Giesbeek                     
1792;Giessen;874;Woudrichem                   ;105;                        Land van Altena ;30;NB.;Ja ;Nee;Giessen                      
1793;Giessen-Oudekerk;689;Giessenlanden                ;77;       Overige gemeenten Alblasserwaard ;28;ZH.;Nee;Nee;Giessen-Oudekerk             
1794;Giessenburg;689;Giessenlanden                ;77;       Overige gemeenten Alblasserwaard ;28;ZH.;Ja ;Nee;Giessenburg                  
1795;Giessendam;523;Hardinxveld-Giessendam       ;76;         Industriegebied Alblasserwaard ;28;ZH.;Nee;Nee;Giessendam                   
1796;Giessenlanden;689;Giessenlanden                ;77;       Overige gemeenten Alblasserwaard ;28;ZH.;Nee;Ja ;Giessenlanden                
1797;Gietelo;285;Voorst                       ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld;Nee;Nee;Gietelo                      
1798;28;1680;Aa en Hunze                  ;16; Overige gemeenten Drentse Veenkoloniën ;22;D. ;Ja ;Nee;Gieten                       
1799;29;1680;Aa en Hunze                  ;16; Overige gemeenten Drentse Veenkoloniën ;22;D. ;Ja ;Nee;Gieterveen                   
1800;Giethmen;175;Ommen                        ;21;                   Noordoost-Overijssel ;23;O. ;Ja ;Nee;Giethmen                     
1801;Giethoorn;1708;Steenwijkerland              ;19;                   Noordwest-Overijssel ;23;O. ;Ja ;Nee;Giethoorn                    
1802;Gijbeland;693;Graafstroom                  ;77;       Overige gemeenten Alblasserwaard ;28;ZH.;Nee;Nee;Gijbeland                    
1803;Gijzel;788;Haaren                       ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Gijzel                       
1804;Gijzenrooi;1771;Geldrop-Mierlo               ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Nee;Gijzenrooi                   
1805;Gilden;453;Velsen                       ;59;                                 IJmond ;27;NH.;Nee;Nee;Gilden                       
1806;Gilze;784;Gilze en Rijen               ;108;                      Gebied om Tilburg ;30;NB.;Ja ;Nee;Gilze                        
1807;Gilze en Rijen;784;Gilze en Rijen               ;108;                      Gebied om Tilburg ;30;NB.;Nee;Ja ;Gilze en Rijen               
1808;Ginderdoor;1659;Laarbeek                     ;115;                Industriegebied Helmond ;30;NB.;Nee;Nee;Ginderdoor                   
1809;161;1723;Alphen-Chaam                 ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Ginderdoor                   
1810;Ginderover;1658;Heeze-Leende                 ;117;Valkenswaard en oostelijke randgemeenten;30;NB.;Nee;Nee;Ginderover                   
1811;Ginkel, De;228;Ede                          ;31;                        Gelderse Vallei ;25;Gld;Nee;Nee;Ginkel, De                   
1812;862;758;Breda                        ;103;                                  Breda ;30;NB.;Nee;Nee;Ginneken                     
1813;Ginnum;1722;Ferwerderadiel               ;12;                      Friese bouwstreek ;21;F. ;Ja ;Nee;Ginnum                       
1814;Glane;168;Losser                       ;24;            Overige gemeenten in Twente ;23;O. ;Ja ;Nee;Glane                        
1815;Glanerbrug;153;Enschede                     ;23;                               Enschede ;23;O. ;Nee;Nee;Glanerbrug                   
1816;Glanerveld;153;Enschede                     ;23;                               Enschede ;23;O. ;Nee;Nee;Glanerveld                   
1817;Glimmen;17;Haren                        ;8;              Randgebied stad Groningen ;20;Gr.;Ja ;Nee;Glimmen                      
1818;409;203;Barneveld                    ;31;                        Gelderse Vallei ;25;Gld;Ja ;Nee;Glind, De                    
1819;410;203;Barneveld                    ;31;                        Gelderse Vallei ;25;Gld;Nee;Nee;Glindhorst                   
1820;Glip, De;397;Heemstede                    ;61;    Overige gemeenten Zuid-Kennemerland ;27;NH.;Nee;Nee;Glip, De                     
1821;139;484;Alphen aan den Rijn          ;73;                Rijnstreek Zuid-Holland ;28;ZH.;Nee;Nee;Gnephoek                     
1822;Godlinze;10;Delfzijl                     ;2;                   Appingedam, Delfzijl ;20;Gr.;Ja ;Nee;Godlinze                     
1823;Goedereede;511;Goedereede                   ;92;                  Goeree en Overflakkee ;28;ZH.;Ja ;Ja ;Goedereede                   
1824;Goes;664;Goes                         ;97;                Noord- en Zuid-Beveland ;29;Z. ;Ja ;Ja ;Goes                         
1825;Goffert;268;Nijmegen                     ;39;                               Nijmegen ;25;Gld;Nee;Nee;Goffert                      
1826;658;585;Binnenmaas                   ;90;                         Hoeksche Waard ;28;ZH.;Nee;Nee;Goidschalxoord               
1827;Goilberdingen;216;Culemborg                    ;38;                      Westelijke Betuwe ;25;Gld;Nee;Nee;Goilberdingen                
1828;Goingarijp;51;Skarsterlân                  ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Goingarijp                   
1829;Goirke, Het;855;Tilburg                      ;107;                                Tilburg ;30;NB.;Nee;Nee;Goirke, Het                  
1830;Goirle;785;Goirle                       ;108;                      Gebied om Tilburg ;30;NB.;Ja ;Ja ;Goirle                       
1831;Goldhoorn;1661;Reiderland                   ;3;                      Groninger Oldambt ;20;Gr.;Nee;Nee;Goldhoorn                    
1832;Gooi;248;Hengelo                      ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Nee;Nee;Gooi                         
1833;Gooium;710;Wûnseradiel                  ;10;                      Fries weidegebied ;21;F. ;Nee;Nee;Gooium                       
1834;Goor;1735;Hof van Twente               ;24;            Overige gemeenten in Twente ;23;O. ;Ja ;Nee;Goor                         
1835;Goor;1735;Hof van Twente               ;24;            Overige gemeenten in Twente ;23;O. ;Nee;Nee;Goor                         
1836;Goor, Het;1771;Geldrop-Mierlo               ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Nee;Goor, Het                    
1837;Goorn, De;558;Wester-Koggenland            ;54;    Midden- en Oostelijk West-Friesland ;27;NH.;Ja ;Nee;Goorn, De                    
1838;Gorinchem;512;Gorinchem                    ;76;         Industriegebied Alblasserwaard ;28;ZH.;Ja ;Ja ;Gorinchem                    
1839;Gorp;798;Hilvarenbeek                 ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Gorp                         
1840;Gorredijk;86;Opsterland                   ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Gorredijk                    
1841;Gorssel;239;Gorssel                      ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Ja ;Ja ;Gorssel                      
1842;Gortel;232;Epe                          ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld;Nee;Nee;Gortel                       
1843;Gouda;513;Gouda                        ;74;                     Gouda en omstreken ;28;ZH.;Ja ;Ja ;Gouda                        
1844;Gouderak;644;Ouderkerk                    ;75;                         Krimpenerwaard ;28;ZH.;Ja ;Nee;Gouderak                     
1845;Goudriaan;693;Graafstroom                  ;77;       Overige gemeenten Alblasserwaard ;28;ZH.;Ja ;Nee;Goudriaan                    
1846;Goudseweg;623;Vlist                        ;75;                         Krimpenerwaard ;28;ZH.;Nee;Nee;Goudseweg                    
1847;Goudswaard;588;Korendijk                    ;90;                         Hoeksche Waard ;28;ZH.;Ja ;Nee;Goudswaard                   
1848;Goutum;80;Leeuwarden                   ;11;                             Leeuwarden ;21;F. ;Ja ;Nee;Goutum                       
1849;Gouwe;432;Opmeer                       ;54;    Midden- en Oostelijk West-Friesland ;27;NH.;Nee;Nee;Gouwe                        
1850;Goy, 't;321;Houten                       ;45;             Utrechts Kromme Rijngebied ;26;U. ;Ja ;Nee;Goy, 't                      
1851;Goënga;683;Wymbritseradiel              ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Goënga                       
1852;Goëngahuizen;90;Smallingerland               ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Goëngahuizen                 
1853;Graaf;331;Lopik                        ;49;                   Utrechts weidegebied ;26;U. ;Nee;Nee;Graaf                        
1854;Graafland;694;Liesveld                     ;77;       Overige gemeenten Alblasserwaard ;28;ZH.;Nee;Nee;Graafland                    
1855;Graafstroom;693;Graafstroom                  ;77;       Overige gemeenten Alblasserwaard ;28;ZH.;Nee;Ja ;Graafstroom                  
1856;Graauw;677;Hulst                        ;100; Overige gem.  Oost-Zeeuwsch-Vlaanderen ;29;Z. ;Ja ;Nee;Graauw                       
1857;Gracht (ged.);928;Kerkrade                     ;125;                  Oostelijke Mijnstreek ;31;L. ;Nee;Nee;Gracht (ged.)                
1858;Gracht (ged.);882;Landgraaf                    ;125;                  Oostelijke Mijnstreek ;31;L. ;Nee;Nee;Gracht (ged.)                
1859;Graetheide;1883;Sittard-Geleen               ;124;                  Westelijke Mijnstreek ;31;L. ;Nee;Nee;Graetheide                   
1860;Grafhorst;166;Kampen                       ;20;                    IJssel-, Vechtdelta ;23;O. ;Ja ;Nee;Grafhorst                    
1861;Graft;365;Graft-De Rijp                ;56;             Noordhollands Middengewest ;27;NH.;Ja ;Nee;Graft                        
1862;Graft-De Rijp;365;Graft-De Rijp                ;56;             Noordhollands Middengewest ;27;NH.;Nee;Ja ;Graft-De Rijp                
1863;Graftdijk;365;Graft-De Rijp                ;56;             Noordhollands Middengewest ;27;NH.;Nee;Nee;Graftdijk                    
1864;Gramsbergen;160;Hardenberg                   ;21;                   Noordoost-Overijssel ;23;O. ;Ja ;Nee;Gramsbergen                  
1865;Grashoek;918;Helden                       ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Ja ;Nee;Grashoek                     
1866;Graspeel;1685;Landerd                      ;111;                               Maaskant ;30;NB.;Nee;Nee;Graspeel                     
1867;Grathem;920;Heythuysen                   ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Ja ;Nee;Grathem                      
1868;Grauwe Kat;710;Wûnseradiel                  ;10;                      Fries weidegebied ;21;F. ;Nee;Nee;Grauwe Kat                   
1869;Grauwe Polder;777;Etten-Leur                   ;104;                        Gebied om Breda ;30;NB.;Nee;Nee;Grauwe Polder                
1870;Grave;786;Grave                        ;119;                         Land van Cuijk ;30;NB.;Ja ;Ja ;Grave                        
1871;Gravekoop;595;Reeuwijk                     ;74;                     Gouda en omstreken ;28;ZH.;Nee;Nee;Gravekoop                    
1872;Graveland, 's-;599;Rotterdam                    ;84;                              Rotterdam ;28;ZH.;Nee;Nee;Graveland, 's-               
1873;Graveland, 's-;1696;Wijdemeren                   ;65;           Vechtstreek in Noord-Holland ;27;NH.;Ja ;Nee;Graveland, 's-               
1874;Gravendeel, 's-;517;'s-Gravendeel                ;90;                         Hoeksche Waard ;28;ZH.;Ja ;Ja ;Gravendeel, 's-              
1875;Gravenhage, 's-;518;'s-Gravenhage                ;79;                          's-Gravenhage ;28;ZH.;Ja ;Ja ;Gravenhage, 's-              
1876;Gravenmoer, 's-;766;Dongen                       ;108;                      Gebied om Tilburg ;30;NB.;Ja ;Nee;Gravenmoer, 's-              
1877;Gravenmoerse Vaart, 's-;766;Dongen                       ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Gravenmoerse Vaart, 's-      
1878;813;654;Borsele                      ;97;                Noord- en Zuid-Beveland ;29;Z. ;Ja ;Nee;Gravenpolder, 's-            
1879;Gravenschans, 's-;40;Slochteren                   ;4;                 Groninger Veenkoloniën ;20;Gr.;Nee;Nee;Gravenschans, 's-            
1880;Gravensloot 's-;632;Woerden                      ;49;                   Utrechts weidegebied ;26;U. ;Nee;Nee;Gravensloot 's-              
1881;Gravenwaard, 's-;196;Rijnwaarden                  ;26;                             De Lijmers ;25;Gld;Nee;Nee;Gravenwaard, 's-             
1882;Gravenweg, 's- (ged.);567;Nieuwerkerk aan den IJssel   ;88;         Oostelijk randgebied Rotterdam ;28;ZH.;Nee;Nee;Gravenweg, 's- (ged.)        
1883;960;502;Capelle aan den IJssel       ;88;         Oostelijk randgebied Rotterdam ;28;ZH.;Nee;Nee;Gravenweg, 's- (ged.)        
1884;Gravenzande, 's-;1783;Westland                     ;81;                               Westland ;28;ZH.;Ja ;Nee;Gravenzande, 's-             
1885;162;1723;Alphen-Chaam                 ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Grazen                       
1886;Grebbe;340;Rhenen                       ;44;                    Utrechtse Heuvelrug ;26;U. ;Nee;Nee;Grebbe                       
1887;Greffeling;668;West Maas en Waal            ;41;                  Land van Maas en Waal ;25;Gld;Nee;Nee;Greffeling                   
1888;Greffelkamp;218;Didam                        ;26;                             De Lijmers ;25;Gld;Nee;Nee;Greffelkamp                  
1889;Greidhoek;83;Menaldumadeel                ;12;                      Friese bouwstreek ;21;F. ;Nee;Nee;Greidhoek                    
1890;Greonterp;683;Wymbritseradiel              ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Greonterp                    
1891;659;585;Binnenmaas                   ;90;                         Hoeksche Waard ;28;ZH.;Nee;Nee;Greup                        
1892;Grevenbicht;1883;Sittard-Geleen               ;124;                  Westelijke Mijnstreek ;31;L. ;Ja ;Nee;Grevenbicht                  
1893;Griendtsveen;1507;Horst aan de Maas            ;120;                          Noord-Limburg ;31;L. ;Ja ;Nee;Griendtsveen                 
1894;Grientsveen;114;Emmen                        ;15;                                  Emmen ;22;D. ;Nee;Nee;Grientsveen                  
1895;Griete;715;Terneuzen                    ;99;    Kanaalzone Oost-Zeeuwsch-Vlaanderen ;29;Z. ;Nee;Nee;Griete                       
1896;Grieth;299;Zevenaar                     ;26;                             De Lijmers ;25;Gld;Nee;Nee;Grieth                       
1897;Griffenstein;355;Zeist                        ;44;                    Utrechtse Heuvelrug ;26;U. ;Nee;Nee;Griffenstein                 
1898;Grijpskerk;56;Zuidhorn                     ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr.;Ja ;Nee;Grijpskerk                   
1899;Grijpskerke;717;Veere                        ;96;            Overige gemeenten Walcheren ;29;Z. ;Ja ;Nee;Grijpskerke                  
1900;Grijssloot;1663;De Marne                     ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr.;Nee;Nee;Grijssloot                   
1901;Grijzegrubben;951;Nuth                         ;125;                  Oostelijke Mijnstreek ;31;L. ;Nee;Nee;Grijzegrubben                
1902;Grobbendonck;785;Goirle                       ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Grobbendonck                 
1903;Groede;1714;Sluis                        ;98;               West-Zeeuwsch-Vlaanderen ;29;Z. ;Ja ;Nee;Groede                       
1904;Groenekan;310;De Bilt                      ;44;                    Utrechtse Heuvelrug ;26;U. ;Ja ;Nee;Groenekan                    
1905;Groeneweg;1666;Zevenhuizen-Moerkapelle      ;83;                    Midden Zuid-Holland ;28;ZH.;Nee;Nee;Groeneweg                    
1906;Groenewoud;855;Tilburg                      ;107;                                Tilburg ;30;NB.;Nee;Nee;Groenewoud                   
1907;830;756;Boxmeer                      ;119;                         Land van Cuijk ;30;NB.;Ja ;Nee;Groeningen                   
1908;Groenlanden;282;Ubbergen                     ;40;                     Gebied om Nijmegen ;25;Gld;Nee;Nee;Groenlanden                  
1909;Groenlo;240;Groenlo                      ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld;Ja ;Ja ;Groenlo                      
1910;Groenstraat;798;Hilvarenbeek                 ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Groenstraat                  
1911;Groenveld;395;Harenkarspel                 ;53;               Westelijk West-Friesland ;27;NH.;Nee;Nee;Groenveld                    
1912;610;1721;Bernheze                     ;111;                               Maaskant ;30;NB.;Nee;Nee;Groes                        
1913;Groesbeek;241;Groesbeek                    ;40;                     Gebied om Nijmegen ;25;Gld;Ja ;Ja ;Groesbeek                    
1914;Groeskuilen;1652;Gemert-Bakel                 ;118;                         Brabantse Peel ;30;NB.;Nee;Nee;Groeskuilen                  
