ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
3190;Legert;993;Meerlo-Wanssum               ;120;                          Noord-Limburg ;31;L. ;Nee;Nee;Legert                       
3191;Leggeloo;1701;Westerveld                   ;17;                    Drentse zandgronden ;22;D. ;Nee;Nee;Leggeloo                     
3192;166;1723;Alphen-Chaam                 ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Legh                         
3193;Leiden;546;Leiden                       ;70;                                 Leiden ;28;ZH.;Ja ;Ja ;Leiden                       
3194;Leiderdorp;547;Leiderdorp                   ;71;                      Randgebied Leiden ;28;ZH.;Ja ;Ja ;Leiderdorp                   
3195;Leidschendam;1916;Leidschendam-Voorburg        ;80;               Randgebied 's-Gravenhage ;28;ZH.;Ja ;Nee;Leidschendam                 
3196;Leidschendam-Voorburg;1916;Leidschendam-Voorburg        ;80;               Randgebied 's-Gravenhage ;28;ZH.;Nee;Ja ;Leidschendam-Voorburg        
3197;Leidschenveen;518;'s-Gravenhage                ;79;                          's-Gravenhage ;28;ZH.;Nee;Nee;Leidschenveen                
3198;Leijen;180;Staphorst                    ;20;                    IJssel-, Vechtdelta ;23;O. ;Nee;Nee;Leijen                       
3199;Leijenbroek;1883;Sittard-Geleen               ;124;                  Westelijke Mijnstreek ;31;L. ;Nee;Nee;Leijenbroek                  
3200;Leijenburg;518;'s-Gravenhage                ;79;                          's-Gravenhage ;28;ZH.;Nee;Nee;Leijenburg                   
3201;Leimuiden;645;Jacobswoude                  ;72; Noordelijke veenstreek in Zuid-Holland ;28;ZH.;Ja ;Nee;Leimuiden                    
3202;Leimuiderbrug;394;Haarlemmermeer               ;62;              Noordhollandse Meerlanden ;27;NH.;Ja ;Nee;Leimuiderbrug                
3203;194;306;Amerongen                    ;44;                    Utrechtse Heuvelrug ;26;U. ;Nee;Nee;Lekdijk                      
3204;Lekkerkerk;643;Nederlek                     ;75;                         Krimpenerwaard ;28;ZH.;Ja ;Nee;Lekkerkerk                   
3205;712;55;Boarnsterhim                 ;10;                      Fries weidegebied ;21;F. ;Nee;Nee;Lekkerterp                   
3206;Lekkum;80;Leeuwarden                   ;11;                             Leeuwarden ;21;F. ;Ja ;Nee;Lekkum                       
3207;Lellens;9;Ten Boer                     ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr.;Ja ;Nee;Lellens                      
3208;Lelystad;995;Lelystad                     ;129;           Zuidelijke IJsselmeerpolders ;24;Fle;Ja ;Ja ;Lelystad                     
3209;683;1728;Bladel                       ;116;                             Kempenland ;30;NB.;Nee;Nee;Lemel                        
3210;Lemele;175;Ommen                        ;21;                   Noordoost-Overijssel ;23;O. ;Ja ;Nee;Lemele                       
3211;Lemelerveld;148;Dalfsen                      ;20;                    IJssel-, Vechtdelta ;23;O. ;Ja ;Nee;Lemelerveld                  
3212;Lemiers;981;Vaals                        ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Ja ;Nee;Lemiers                      
3213;Lemmer;82;Lemsterland                  ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Lemmer                       
3214;Lemmerveld;177;Raalte                       ;22;                    Zuidwest-Overijssel ;23;O. ;Ja ;Nee;Lemmerveld                   
3215;Lemselo;173;Oldenzaal                    ;24;            Overige gemeenten in Twente ;23;O. ;Nee;Nee;Lemselo                      
3216;Lemsterland;82;Lemsterland                  ;10;                      Fries weidegebied ;21;F. ;Nee;Ja ;Lemsterland                  
3217;585;207;Bergh                        ;27;     Oude-IJsselgebied (westelijk deel) ;25;Gld;Ja ;Nee;Lengel                       
3218;845;757;Boxtel                       ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Lennisheuvel                 
3219;Lent;268;Nijmegen                     ;39;                               Nijmegen ;25;Gld;Ja ;Nee;Lent                         
3220;Lenthe;148;Dalfsen                      ;20;                    IJssel-, Vechtdelta ;23;O. ;Nee;Nee;Lenthe                       
3221;Leons;140;Littenseradiel               ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Leons                        
3222;570;748;Bergen op Zoom               ;102; Bergen op Zoom, Roosendaal en omgeving ;30;NB.;Ja ;Nee;Lepelstraat                  
3223;177;1679;Ambt Montfort                ;122;Overig Midden-Limburg ten oosten v. Maas;31;L. ;Nee;Nee;Lerop                        
3224;468;7;Bellingwedde                 ;3;                      Groninger Oldambt ;20;Gr.;Nee;Nee;Lethe, De                    
3225;Lettelbert;22;Leek                         ;5;     Groninger zuidelijk Westerkwartier ;20;Gr.;Ja ;Nee;Lettelbert                   
3226;Lettele;150;Deventer                     ;22;                    Zuidwest-Overijssel ;23;O. ;Ja ;Nee;Lettele                      
3227;546;893;Bergen                       ;120;                          Noord-Limburg ;31;L. ;Nee;Nee;Leuken                       
3228;Leuken;988;Weert                        ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Nee;Nee;Leuken                       
3229;Leunen;984;Venray                       ;120;                          Noord-Limburg ;31;L. ;Ja ;Nee;Leunen                       
3230;Leur;777;Etten-Leur                   ;104;                        Gebied om Breda ;30;NB.;Nee;Nee;Leur                         
3231;Leur;296;Wijchen                      ;40;                     Gebied om Nijmegen ;25;Gld;Ja ;Nee;Leur                         
3232;749;755;Boekel                       ;112;                        Midden-Meijerij ;30;NB.;Nee;Nee;Leurke                       
3233;Leusbroek;327;Leusden                      ;43;          Utrechtse Vallei en Eemgebied ;26;U. ;Nee;Nee;Leusbroek                    
3234;Leusden;327;Leusden                      ;43;          Utrechtse Vallei en Eemgebied ;26;U. ;Ja ;Ja ;Leusden                      
3235;938;214;Buren                        ;37;                      Oostelijke Betuwe ;25;Gld;Nee;Nee;Leutes                       
3236;Leuth;282;Ubbergen                     ;40;                     Gebied om Nijmegen ;25;Gld;Ja ;Nee;Leuth                        
3237;Leutingewolde;1699;Noordenveld                  ;14;                 Noorddrents randgebied ;22;D. ;Ja ;Nee;Leutingewolde                
3238;902;213;Brummen                      ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld;Ja ;Nee;Leuvenheim                   
3239;Leuvenum;233;Ermelo                       ;32;                         IJsselmeerkust ;25;Gld;Nee;Nee;Leuvenum                     
3240;Leveroij;946;Nederweert                   ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Ja ;Nee;Leveroij                     
3241;820;654;Borsele                      ;97;                Noord- en Zuid-Beveland ;29;Z. ;Ja ;Nee;Lewedorp                     
3242;Lexmond;707;Zederik                      ;78;                       Vijfheerenlanden ;28;ZH.;Ja ;Nee;Lexmond                      
3243;Leye, De;1722;Ferwerderadiel               ;12;                      Friese bouwstreek ;21;F. ;Nee;Nee;Leye, De                     
3244;Leyen, De;412;Niedorp                      ;53;               Westelijk West-Friesland ;27;NH.;Nee;Nee;Leyen, De                    
3245;Lhee;1701;Westerveld                   ;17;                    Drentse zandgronden ;22;D. ;Nee;Nee;Lhee                         
3246;Lheebroek;1701;Westerveld                   ;17;                    Drentse zandgronden ;22;D. ;Nee;Nee;Lheebroek                    
3247;Libeek;936;Margraten                    ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Nee;Nee;Libeek                       
3248;Lichtaard;1722;Ferwerderadiel               ;12;                      Friese bouwstreek ;21;F. ;Ja ;Nee;Lichtaard                    
3249;208;307;Amersfoort                   ;43;          Utrechtse Vallei en Eemgebied ;26;U. ;Nee;Nee;Lichtenberg                  
3250;Lichtenberg;295;Wisch                        ;29;     Oude-IJsselgebied (oostelijk deel) ;25;Gld;Nee;Nee;Lichtenberg                  
3251;Lichtenvoorde;260;Lichtenvoorde                ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld;Ja ;Ja ;Lichtenvoorde                
3252;Liemeer;1673;Liemeer                      ;72; Noordelijke veenstreek in Zuid-Holland ;28;ZH.;Nee;Ja ;Liemeer                      
3253;846;757;Boxtel                       ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Ja ;Nee;Liempde                      
3254;939;214;Buren                        ;37;                      Oostelijke Betuwe ;25;Gld;Ja ;Nee;Lienden                      
3255;Lier, De;1783;Westland                     ;81;                               Westland ;28;ZH.;Ja ;Nee;Lier, De                     
3256;Lierderholthuis;177;Raalte                       ;22;                    Zuidwest-Overijssel ;23;O. ;Ja ;Nee;Lierderholthuis              
3257;283;200;Apeldoorn                    ;33;                              Apeldoorn ;25;Gld;Ja ;Nee;Lieren                       
3258;Lierop;847;Someren                      ;118;                         Brabantse Peel ;30;NB.;Ja ;Nee;Lierop                       
3259;Lies;93;Terschelling                 ;13;                  Friese Waddeneilanden ;21;F. ;Ja ;Nee;Lies                         
3260;868;758;Breda                        ;103;                                  Breda ;30;NB.;Nee;Nee;Lies                         
3261;Lieseind;844;Schijndel                    ;112;                        Midden-Meijerij ;30;NB.;Nee;Nee;Lieseind                     
3262;Lieshout;1659;Laarbeek                     ;115;                Industriegebied Helmond ;30;NB.;Ja ;Nee;Lieshout                     
3263;Liessel;762;Deurne                       ;118;                         Brabantse Peel ;30;NB.;Ja ;Nee;Liessel                      
3264;Liesveld;694;Liesveld                     ;77;       Overige gemeenten Alblasserwaard ;28;ZH.;Nee;Ja ;Liesveld                     
3265;Lievelde;260;Lichtenvoorde                ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld;Ja ;Nee;Lievelde                     
3266;Lievendaal;772;Eindhoven                    ;113;                              Eindhoven ;30;NB.;Nee;Nee;Lievendaal                   
3267;Lieveren;1699;Noordenveld                  ;14;                 Noorddrents randgebied ;22;D. ;Ja ;Nee;Lieveren                     
3268;Lieving;1731;Midden-Drenthe               ;17;                    Drentse zandgronden ;22;D. ;Nee;Nee;Lieving                      
3269;Lijnden;1734;Overbetuwe                   ;37;                      Oostelijke Betuwe ;25;Gld;Nee;Nee;Lijnden                      
3270;Lijnden;394;Haarlemmermeer               ;62;              Noordhollandse Meerlanden ;27;NH.;Ja ;Nee;Lijnden                      
3271;869;758;Breda                        ;103;                                  Breda ;30;NB.;Nee;Nee;Lijndonk                     
3272;Limbricht;1883;Sittard-Geleen               ;124;                  Westelijke Mijnstreek ;31;L. ;Ja ;Nee;Limbricht                    
3273;Limmel;935;Maastricht                   ;126;                             Maastricht ;31;L. ;Nee;Nee;Limmel                       
3274;969;383;Castricum                    ;55;                     Noord-Kennemerland ;27;NH.;Ja ;Nee;Limmen                       
3275;Linde;1700;Twenterand                   ;24;            Overige gemeenten in Twente ;23;O. ;Nee;Nee;Linde                        
3276;Linde;1690;De Wolden                    ;18;                  Zuiddrents randgebied ;22;D. ;Ja ;Nee;Linde                        
3277;Linde;286;Vorden                       ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Nee;Nee;Linde                        
3278;Linde;150;Deventer                     ;22;                    Zuidwest-Overijssel ;23;O. ;Nee;Nee;Linde                        
3279;Linde;98;Weststellingwerf             ;9;                       Fries zandgebied ;21;F. ;Nee;Nee;Linde                        
3280;Linden;1684;Cuijk                        ;119;                         Land van Cuijk ;30;NB.;Ja ;Nee;Linden                       
3281;Lindenheuvel;1883;Sittard-Geleen               ;124;                  Westelijke Mijnstreek ;31;L. ;Nee;Nee;Lindenheuvel                 
3282;Lingewaal;733;Lingewaal                    ;38;                      Westelijke Betuwe ;25;Gld;Nee;Ja ;Lingewaal                    
3283;Lingewaard;1705;Lingewaard                   ;37;                      Oostelijke Betuwe ;25;Gld;Nee;Ja ;Lingewaard                   
3284;Lingewijk;512;Gorinchem                    ;76;         Industriegebied Alblasserwaard ;28;ZH.;Nee;Nee;Lingewijk                    
3285;313;885;Arcen en Velden              ;120;                          Noord-Limburg ;31;L. ;Nee;Nee;Lingsfort                    
3286;Linne;933;Maasbracht                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L. ;Ja ;Nee;Linne                        
3287;Linschoten;335;Montfoort                    ;49;                   Utrechts weidegebied ;26;U. ;Ja ;Nee;Linschoten                   
3288;72;197;Aalten                       ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld;Nee;Nee;Lintelo                      
3289;Lintvelde;229;Eibergen                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld;Nee;Nee;Lintvelde                    
3290;Lioessens;58;Dongeradeel                  ;12;                      Friese bouwstreek ;21;F. ;Ja ;Nee;Lioessens                    
3291;Lippenhuizen;86;Opsterland                   ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Lippenhuizen                 
3292;Lisse;553;Lisse                        ;68;             Zuidhollandse Bollenstreek ;28;ZH.;Ja ;Ja ;Lisse                        
3293;Lisserbroek;394;Haarlemmermeer               ;62;              Noordhollandse Meerlanden ;27;NH.;Ja ;Nee;Lisserbroek                  
3294;Lith;808;Lith                         ;111;                               Maaskant ;30;NB.;Ja ;Ja ;Lith                         
3295;Lithoijen;808;Lith                         ;111;                               Maaskant ;30;NB.;Ja ;Nee;Lithoijen                    
3296;Littenseradiel;140;Littenseradiel               ;10;                      Fries weidegebied ;21;F. ;Nee;Ja ;Littenseradiel               
3297;Lobben, De;321;Houten                       ;45;             Utrechts Kromme Rijngebied ;26;U. ;Nee;Nee;Lobben, De                   
3298;Lobith;196;Rijnwaarden                  ;26;                             De Lijmers ;25;Gld;Ja ;Nee;Lobith                       
3299;Lobrink;232;Epe                          ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld;Nee;Nee;Lobrink                      
3300;Lochem;262;Lochem                       ;28;Overige gemeenten westelijke Achterhoek ;25;Gld;Ja ;Ja ;Lochem                       
3301;Locht (ged.);928;Kerkrade                     ;125;                  Oostelijke Mijnstreek ;31;L. ;Nee;Nee;Locht (ged.)                 
3302;Locht (ged.);917;Heerlen                      ;125;                  Oostelijke Mijnstreek ;31;L. ;Nee;Nee;Locht (ged.)                 
3303;Locht, De;1652;Gemert-Bakel                 ;118;                         Brabantse Peel ;30;NB.;Nee;Nee;Locht, De                    
3304;Lochtenburg;1709;Moerdijk                     ;101;         Zeekleigebied in Noord-Brabant ;30;NB.;Nee;Nee;Lochtenburg                  
3305;Lochuizen;266;Neede                        ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld;Nee;Nee;Lochuizen                    
3306;284;200;Apeldoorn                    ;33;                              Apeldoorn ;25;Gld;Ja ;Nee;Loenen                       
3307;Loenen;329;Loenen                       ;48;Vechtstreek en Plassengebied in Utrecht ;26;U. ;Nee;Ja ;Loenen                       
3308;Loenen aan de Vecht;329;Loenen                       ;48;Vechtstreek en Plassengebied in Utrecht ;26;U. ;Ja ;Nee;Loenen aan de Vecht          
3309;Loenersloot;329;Loenen                       ;48;Vechtstreek en Plassengebied in Utrecht ;26;U. ;Ja ;Nee;Loenersloot                  
3310;586;207;Bergh                        ;27;     Oude-IJsselgebied (westelijk deel) ;25;Gld;Ja ;Nee;Loerbeek                     
3311;Loeswijk;1771;Geldrop-Mierlo               ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Nee;Loeswijk                     
3312;Loete;1672;Rijnwoude                    ;73;                Rijnstreek Zuid-Holland ;28;ZH.;Nee;Nee;Loete                        
3313;750;755;Boekel                       ;112;                        Midden-Meijerij ;30;NB.;Nee;Nee;Logt                         
3314;Logt, De;824;Oisterwijk                   ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Logt, De                     
3315;Loil;218;Didam                        ;26;                             De Lijmers ;25;Gld;Nee;Nee;Loil                         
3316;Lollum;710;Wûnseradiel                  ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Lollum                       
3317;334;202;Arnhem                       ;35;                                 Arnhem ;25;Gld;Nee;Nee;Lombok                       
3318;314;885;Arcen en Velden              ;120;                          Noord-Limburg ;31;L. ;Ja ;Nee;Lomm                         
3319;Longerhouw;710;Wûnseradiel                  ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Longerhouw                   
3320;Lonneker;153;Enschede                     ;23;                               Enschede ;23;O. ;Nee;Nee;Lonneker                     
3321;Loo;918;Helden                       ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Nee;Nee;Loo                          
3322;503;1724;Bergeijk                     ;116;                             Kempenland ;30;NB.;Nee;Nee;Loo                          
3323;Loo;226;Duiven                       ;26;                             De Lijmers ;25;Gld;Ja ;Nee;Loo                          
3324;998;109;Coevorden                    ;18;                  Zuiddrents randgebied ;22;D. ;Nee;Nee;Loo                          
3325;421;144;Bathmen                      ;22;                    Zuidwest-Overijssel ;23;O. ;Nee;Nee;Loo                          
3326;Loo;856;Uden                         ;112;                        Midden-Meijerij ;30;NB.;Nee;Nee;Loo                          
3327;Loo;229;Eibergen                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld;Nee;Nee;Loo                          
3328;Loo, 't;269;Oldebroek                    ;32;                         IJsselmeerkust ;25;Gld;Ja ;Nee;Loo, 't                      
3329;285;200;Apeldoorn                    ;33;                              Apeldoorn ;25;Gld;Nee;Nee;Loo, Het                     
3330;Loofaert, De;845;Sint-Michielsgestel          ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Loofaert, De                 
3331;Looieind;860;Veghel                       ;112;                        Midden-Meijerij ;30;NB.;Nee;Nee;Looieind                     
3332;Looierheide;907;Gennep                       ;120;                          Noord-Limburg ;31;L. ;Nee;Nee;Looierheide                  
3333;Look;1742;Rijssen-Holten               ;24;            Overige gemeenten in Twente ;23;O. ;Nee;Nee;Look                         
3334;Look, 't;861;Veldhoven                    ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Nee;Look, 't                     
3335;Loon;866;Waalre                       ;114;                   Randgebied Eindhoven ;30;NB.;Nee;Nee;Loon                         
3336;355;106;Assen                        ;17;                    Drentse zandgronden ;22;D. ;Ja ;Nee;Loon                         
3337;Loon op Zand;809;Loon op Zand                 ;108;                      Gebied om Tilburg ;30;NB.;Ja ;Ja ;Loon op Zand                 
3338;Loons Hoekje;809;Loon op Zand                 ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Loons Hoekje                 
3339;Loopers Kapelle;1676;Schouwen-Duiveland           ;93;                     Schouwen-Duiveland ;29;Z. ;Nee;Nee;Loopers Kapelle              
3340;619;1721;Bernheze                     ;111;                               Maaskant ;30;NB.;Ja ;Nee;Loosbroek                    
3341;Loosdorp;545;Leerdam                      ;78;                       Vijfheerenlanden ;28;ZH.;Nee;Nee;Loosdorp                     
3342;Loosdrecht;1696;Wijdemeren                   ;65;           Vechtstreek in Noord-Holland ;27;NH.;Ja ;Nee;Loosdrecht                   
3343;Loosdrechtse Bos;402;Hilversum                    ;66;                              Hilversum ;27;NH.;Nee;Nee;Loosdrechtse Bos             
3344;Loosduinen;518;'s-Gravenhage                ;79;                          's-Gravenhage ;28;ZH.;Nee;Nee;Loosduinen                   
3345;Looveer;1705;Lingewaard                   ;37;                      Oostelijke Betuwe ;25;Gld;Nee;Nee;Looveer                      
3346;Loozen;160;Hardenberg                   ;21;                   Noordoost-Overijssel ;23;O. ;Ja ;Nee;Loozen                       
3347;Lopik;331;Lopik                        ;49;                   Utrechts weidegebied ;26;U. ;Ja ;Ja ;Lopik                        
3348;Lopikerkapel;331;Lopik                        ;49;                   Utrechts weidegebied ;26;U. ;Ja ;Nee;Lopikerkapel                 
3349;Loppersum;24;Loppersum                    ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr.;Ja ;Ja ;Loppersum                    
3350;Losdorp;10;Delfzijl                     ;2;                   Appingedam, Delfzijl ;20;Gr.;Ja ;Nee;Losdorp                      
3351;Losser;168;Losser                       ;24;            Overige gemeenten in Twente ;23;O. ;Ja ;Ja ;Losser                       
3352;Lottum;1507;Horst aan de Maas            ;120;                          Noord-Limburg ;31;L. ;Ja ;Nee;Lottum                       
3353;Loven;855;Tilburg                      ;107;                                Tilburg ;30;NB.;Nee;Nee;Loven                        
3354;Lovendaal;1507;Horst aan de Maas            ;120;                          Noord-Limburg ;31;L. ;Nee;Nee;Lovendaal                    
3355;383;744;Baarle-Nassau                ;108;                      Gebied om Tilburg ;30;NB.;Nee;Nee;Loveren                      
3356;504;1724;Bergeijk                     ;116;                             Kempenland ;30;NB.;Nee;Nee;Loveren                      
3357;Loënga;91;Sneek                        ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Loënga                       
3358;Lubbinge;1690;De Wolden                    ;18;                  Zuiddrents randgebied ;22;D. ;Nee;Nee;Lubbinge                     
3359;Lucaswolde;25;Marum                        ;5;     Groninger zuidelijk Westerkwartier ;20;Gr.;Ja ;Nee;Lucaswolde                   
3360;Lucht, Ter;1842;Midden-Delfland              ;81;                               Westland ;28;ZH.;Nee;Nee;Lucht, Ter                   
3361;Luchthaven Schiphol;394;Haarlemmermeer               ;62;              Noordhollandse Meerlanden ;27;NH.;Ja ;Nee;Luchthaven Schiphol          
3362;440;888;Beek                         ;124;                  Westelijke Mijnstreek ;31;L. ;Nee;Nee;Luchthaven Zuid-Limburg      
3363;Luddeweer;40;Slochteren                   ;4;                 Groninger Veenkoloniën ;20;Gr.;Ja ;Nee;Luddeweer                    
3364;Luinjeberd;74;Heerenveen                   ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Luinjeberd                   
3365;847;757;Boxtel                       ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Luissel                      
3366;Lula;18;Hoogezand-Sappemeer          ;4;                 Groninger Veenkoloniën ;20;Gr.;Nee;Nee;Lula                         
3367;Lunen;296;Wijchen                      ;40;                     Gebied om Nijmegen ;25;Gld;Nee;Nee;Lunen                        
3368;Lunetten;865;Vught                        ;109;              's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Lunetten                     
3369;Lunteren;228;Ede                          ;31;                        Gelderse Vallei ;25;Gld;Ja ;Nee;Lunteren                     
3370;Luntershoek;677;Hulst                        ;100; Overige gem.  Oost-Zeeuwsch-Vlaanderen ;29;Z. ;Nee;Nee;Luntershoek                  
3371;Lutjebroek;532;Stede Broec                  ;54;    Midden- en Oostelijk West-Friesland ;27;NH.;Ja ;Nee;Lutjebroek                   
3372;Lutjegast;15;Grootegast                   ;5;     Groninger zuidelijk Westerkwartier ;20;Gr.;Ja ;Nee;Lutjegast                    
3373;Lutjelollum;70;Franekeradeel                ;12;                      Friese bouwstreek ;21;F. ;Nee;Nee;Lutjelollum                  
3374;469;7;Bellingwedde                 ;3;                      Groninger Oldambt ;20;Gr.;Nee;Nee;Lutjeloo                     
3375;Lutjewijtwerd;24;Loppersum                    ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr.;Nee;Nee;Lutjewijtwerd                
3376;Lutjewinkel;412;Niedorp                      ;53;               Westelijk West-Friesland ;27;NH.;Ja ;Nee;Lutjewinkel                  
3377;94;59;Achtkarspelen                ;9;                       Fries zandgebied ;21;F. ;Nee;Nee;Lutkepost                    
3378;Lutkewierum;140;Littenseradiel               ;10;                      Fries weidegebied ;21;F. ;Ja ;Nee;Lutkewierum                  
3379;Lutsborg;17;Haren                        ;8;              Randgebied stad Groningen ;20;Gr.;Nee;Nee;Lutsborg                     
3380;Lutte, De;168;Losser                       ;24;            Overige gemeenten in Twente ;23;O. ;Ja ;Nee;Lutte, De                    
3381;Luttelgeest;171;Noordoostpolder              ;128;                        Noordoostpolder ;24;Fle;Ja ;Nee;Luttelgeest                  
3382;Lutten;160;Hardenberg                   ;21;                   Noordoost-Overijssel ;23;O. ;Ja ;Nee;Lutten                       
3383;Luttenberg;177;Raalte                       ;22;                    Zuidwest-Overijssel ;23;O. ;Ja ;Nee;Luttenberg                   
3384;Lutterade;1883;Sittard-Geleen               ;124;                  Westelijke Mijnstreek ;31;L. ;Nee;Nee;Lutterade                    
3385;940;214;Buren                        ;37;                      Oostelijke Betuwe ;25;Gld;Nee;Nee;Lutterveld                   
3386;Luxwoude;86;Opsterland                   ;9;                       Fries zandgebied ;21;F. ;Ja ;Nee;Luxwoude                     
3387;505;1724;Bergeijk                     ;116;                             Kempenland ;30;NB.;Ja ;Nee;Luyksgestel                  
3388;Lytshuzen;683;Wymbritseradiel              ;10;                      Fries weidegebied ;21;F. ;Nee;Nee;Lytshuzen                    
3389;Maalbroek;957;Roermond                     ;122;Overig Midden-Limburg ten oosten v. Maas;31;L. ;Nee;Nee;Maalbroek                    
3390;Maaldrift;629;Wassenaar                    ;80;               Randgebied 's-Gravenhage ;28;ZH.;Nee;Nee;Maaldrift                    
3391;Maarheeze;1706;Cranendonck                  ;117;Valkenswaard en oostelijke randgemeenten;30;NB.;Ja ;Nee;Maarheeze                    
3392;Maarhuizen;53;Winsum                       ;6;         Groninger centrale Weidestreek ;20;Gr.;Nee;Nee;Maarhuizen                   
3393;Maarland;905;Eijsden                      ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Nee;Nee;Maarland                     
3394;Maarn;332;Maarn                        ;44;                    Utrechtse Heuvelrug ;26;U. ;Ja ;Ja ;Maarn                        
3395;Maarsbergen;332;Maarn                        ;44;                    Utrechtse Heuvelrug ;26;U. ;Ja ;Nee;Maarsbergen                  
3396;Maarsch, Ter;37;Stadskanaal                  ;4;                 Groninger Veenkoloniën ;20;Gr.;Nee;Nee;Maarsch, Ter                 
3397;Maarssen;333;Maarssen                     ;48;Vechtstreek en Plassengebied in Utrecht ;26;U. ;Ja ;Ja ;Maarssen                     
3398;Maarssenbroek;333;Maarssen                     ;48;Vechtstreek en Plassengebied in Utrecht ;26;U. ;Nee;Nee;Maarssenbroek                
3399;Maartensdijk;344;Utrecht                      ;47;                           Stad Utrecht ;26;U. ;Nee;Nee;Maartensdijk                 
3400;Maartensdijk;310;De Bilt                      ;44;                    Utrechtse Heuvelrug ;26;U. ;Ja ;Nee;Maartensdijk                 
3401;Maas, Aan de;938;Meerssen                     ;127;         Overige gemeenten Zuid-Limburg ;31;L. ;Nee;Nee;Maas, Aan de                 
3402;Maasband;971;Stein                        ;124;                  Westelijke Mijnstreek ;31;L. ;Nee;Nee;Maasband                     
3403;Maasbommel;668;West Maas en Waal            ;41;                  Land van Maas en Waal ;25;Gld;Ja ;Nee;Maasbommel                   
3404;Maasbracht;933;Maasbracht                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L. ;Ja ;Ja ;Maasbracht                   
3405;Maasbree;934;Maasbree                     ;123;  Midden-Limburg ten westen van de Maas ;31;L. ;Ja ;Ja ;Maasbree                     
3406;661;585;Binnenmaas                   ;90;                         Hoeksche Waard ;28;ZH.;Ja ;Nee;Maasdam                      
3407;Maasdijk;1783;Westland                     ;81;                               Westland ;28;ZH.;Ja ;Nee;Maasdijk                     
3408;Maasdijk;1842;Midden-Delfland              ;81;                               Westland ;28;ZH.;Nee;Nee;Maasdijk                     
3409;Maasdijk;668;West Maas en Waal            ;41;                  Land van Maas en Waal ;25;Gld;Nee;Nee;Maasdijk                     
3410;Maasdonk;1671;Maasdonk                     ;111;                               Maaskant ;30;NB.;Nee;Ja ;Maasdonk                     
3411;Maasdriel;263;Maasdriel                    ;42;                          Bommelerwaard ;25;Gld;Nee;Ja ;Maasdriel                    
3412;832;756;Boxmeer                      ;119;                         Land van Cuijk ;30;NB.;Ja ;Nee;Maashees                     
3413;Maaskantje;845;Sint-Michielsgestel          ;110;    Gebied om 's-Hertogenbosch en Vught ;30;NB.;Nee;Nee;Maaskantje                   
3414;Maasland;1842;Midden-Delfland              ;81;                               Westland ;28;ZH.;Ja ;Nee;Maasland                     
3415;Maasniel;957;Roermond                     ;122;Overig Midden-Limburg ten oosten v. Maas;31;L. ;Nee;Nee;Maasniel                     
3416;Maassluis;556;Maassluis                    ;85; Ind. geb. ten N .v. de Nieuwe Waterweg ;28;ZH.;Ja ;Ja ;Maassluis                    
3417;Maastricht;935;Maastricht                   ;126;                             Maastricht ;31;L. ;Ja ;Ja ;Maastricht                   
