ID;LeeftijdReferentiepersoon;Perioden;ReferentiepersonenMetKinderen_1;k_0Tot3Jaar_2;k_3Tot6Jaar_3;k_6Tot12Jaar_4;k_12Tot18Jaar_5;k_18JaarOfOuder_6
0;Totaal over alle leeftijden;2009;2526374;489581;338104;575453;531241;591995
1;Totaal over alle leeftijden;2010;2527636;482496;327975;587217;529135;600813
2;Totaal over alle leeftijden;2011;2526242;478975;316247;593722;529867;607431
3;Totaal over alle leeftijden;2012;2523313;472786;309863;593021;534065;613578
4;Totaal over alle leeftijden;2013;2519324;469885;303953;586708;538030;620748
5;Totaal over alle leeftijden;2014;2516570;469371;301443;573460;547930;624366
6;Totaal over alle leeftijden;2015;2512747;469066;297722;562331;558437;625191
7;Totaal over alle leeftijden;2016;2508291;469256;295817;547685;571512;624021
8;Totaal over alle leeftijden;2017;2504417;470205;295086;534318;579629;625179
9;Totaal over alle leeftijden;2018;2500353;471808;294109;524398;579343;630695
10;Totaal over alle leeftijden;2019;2496587;473864;293381;517088;573433;638821
11;Totaal over alle leeftijden;2020;2492864;476163;293059;513727;560065;649850
12;Totaal over alle leeftijden;2021;2489386;478953;293574;509701;548989;658169
13;Totaal over alle leeftijden;2022;2487237;481986;294614;507474;534741;668422
14;Totaal over alle leeftijden;2023;2484675;485207;296219;506662;521720;674867
15;Totaal over alle leeftijden;2024;2482702;488581;298428;506841;512991;675861
16;Totaal over alle leeftijden;2025;2480285;491857;300940;507809;507303;672376
17;Totaal over alle leeftijden;2026;2478474;494889;303494;509642;505593;664856
18;Totaal over alle leeftijden;2027;2477257;497669;305925;512466;503038;658159
19;Totaal over alle leeftijden;2028;2476805;500035;308165;515755;501728;651122
20;Totaal over alle leeftijden;2029;2477271;502157;310258;519534;501404;643918
21;Totaal over alle leeftijden;2030;2478739;503940;312134;523557;501490;637618
22;Totaal over alle leeftijden;2031;2480220;504956;313560;527360;501781;632563
23;Totaal over alle leeftijden;2032;2482908;505660;314790;531163;502971;628324
24;Totaal over alle leeftijden;2033;2485303;505754;315731;534640;505078;624100
25;Totaal over alle leeftijden;2034;2487822;505300;316352;537735;507725;620710
26;Totaal over alle leeftijden;2035;2490496;504328;316778;540405;510840;618145
27;Totaal over alle leeftijden;2036;2493326;502926;316987;542676;514259;616478
28;Totaal over alle leeftijden;2037;2496322;501183;317046;544490;517871;615732
29;Totaal over alle leeftijden;2038;2499120;499201;316842;545849;521349;615879
30;Totaal over alle leeftijden;2039;2501686;497164;316361;546800;524534;616827
31;Totaal over alle leeftijden;2040;2504011;495253;315582;547392;527372;618412
32;Totaal over alle leeftijden;2041;2506023;493527;314577;547654;529794;620471
33;Totaal over alle leeftijden;2042;2507720;492098;313398;547557;531777;622890
34;Totaal over alle leeftijden;2043;2509034;490997;312155;547098;533281;625503
35;Totaal over alle leeftijden;2044;2509964;490278;310884;546208;534403;628191
36;Totaal over alle leeftijden;2045;2510558;489955;309700;544895;535178;630830
37;Totaal over alle leeftijden;2046;2510799;489997;308640;543197;535660;633305
38;Totaal over alle leeftijden;2047;2510700;490371;307771;541165;535875;635518
39;Totaal over alle leeftijden;2048;2510293;491070;307098;538920;535757;637448
40;Totaal over alle leeftijden;2049;2509623;491996;306645;536621;535311;639050
41;Totaal over alle leeftijden;2050;2508768;493112;306436;534384;534459;640377
42;100;2009;23408;19874;3052;482;0;0
43;100;2010;24260;20691;3109;460;0;0
44;100;2011;25078;21425;3271;382;0;0
45;100;2012;25678;21907;3467;304;0;0
46;100;2013;26182;22355;3456;371;0;0
47;100;2014;26644;22921;3332;391;0;0
48;100;2015;26920;23304;3224;392;0;0
49;100;2016;26952;23442;3147;363;0;0
50;100;2017;26887;23458;3144;285;0;0
51;100;2018;26868;23482;3140;246;0;0
52;100;2019;26904;23538;3137;229;0;0
53;100;2020;26954;23614;3120;220;0;0
54;100;2021;27169;23806;3146;217;0;0
55;100;2022;27452;24044;3191;217;0;0
56;100;2023;27676;24231;3230;215;0;0
57;100;2024;27704;24247;3247;210;0;0
58;100;2025;27628;24169;3250;209;0;0
59;100;2026;27313;23908;3206;199;0;0
60;100;2027;26994;23641;3160;193;0;0
61;100;2028;26637;23346;3108;183;0;0
62;100;2029;26238;23017;3048;173;0;0
63;100;2030;25966;22789;3015;162;0;0
64;100;2031;25822;22668;2996;158;0;0
65;100;2032;25725;22596;2971;158;0;0
66;100;2033;25688;22578;2947;163;0;0
67;100;2034;25531;22455;2912;164;0;0
68;100;2035;25455;22415;2886;154;0;0
69;100;2036;25455;22419;2883;153;0;0
70;100;2037;25483;22457;2877;149;0;0
71;100;2038;25540;22522;2877;141;0;0
72;100;2039;25606;22588;2881;137;0;0
73;100;2040;25705;22686;2887;132;0;0
74;100;2041;25816;22796;2898;122;0;0
75;100;2042;25937;22904;2915;118;0;0
76;100;2043;26062;23018;2929;115;0;0
77;100;2044;26181;23121;2948;112;0;0
78;100;2045;26297;23222;2966;109;0;0
79;100;2046;26400;23312;2978;110;0;0
80;100;2047;26493;23392;2989;112;0;0
81;100;2048;26569;23460;2997;112;0;0
82;100;2049;26629;23512;3004;113;0;0
83;100;2050;26686;23563;3010;113;0;0
84;101;2009;317082;212435;68301;33363;2940;43
85;101;2010;314711;212263;65698;33937;2776;37
86;101;2011;314952;214335;63515;34227;2838;37
87;101;2012;316639;215900;63632;33961;3103;43
88;101;2013;319111;218336;64462;32573;3704;36
89;101;2014;321742;221082;65910;30419;4295;36
90;101;2015;325000;223927;66761;29703;4573;36
91;101;2016;328117;226536;67514;29273;4764;30
92;101;2017;331744;229285;68779;29021;4627;32
93;101;2018;335826;232117;70062;29291;4323;33
94;101;2019;339862;234767;71299;29579;4167;50
95;101;2020;343392;236944;72395;30027;3963;63
96;101;2021;346284;238579;73327;30401;3916;61
97;101;2022;348371;239765;73980;30704;3875;47
98;101;2023;350023;240786;74445;31097;3668;27
99;101;2024;351550;241839;74859;31342;3484;26
100;101;2025;352727;242726;75194;31485;3287;35
101;101;2026;353402;243462;75329;31462;3113;36
102;101;2027;353986;244175;75375;31437;2966;33
103;101;2028;354749;244970;75445;31420;2885;29
104;101;2029;355571;245758;75544;31409;2839;21
105;101;2030;356026;246223;75613;31391;2781;18
106;101;2031;356305;246222;75743;31534;2789;17
107;101;2032;356028;245767;75760;31670;2815;16
108;101;2033;354942;244758;75622;31704;2844;14
109;101;2034;352958;243278;75243;31568;2855;14
110;101;2035;350337;241466;74691;31318;2850;12
111;101;2036;347098;239507;73934;30851;2795;11
112;101;2037;344028;237754;73169;30355;2740;10
113;101;2038;341222;236221;72465;29846;2681;9
114;101;2039;338752;234933;71845;29356;2610;8
115;101;2040;337004;234114;71371;28954;2558;7
116;101;2041;335942;233637;71064;28711;2524;6
117;101;2042;335298;233462;70852;28498;2482;4
118;101;2043;335096;233537;70761;28346;2447;5
119;101;2044;334839;233566;70637;28216;2412;8
120;101;2045;335105;233933;70637;28148;2375;12
121;101;2046;335790;234563;70737;28130;2349;11
122;101;2047;336712;235300;70900;28166;2337;9
123;101;2048;337819;236123;71101;28260;2327;8
124;101;2049;339034;237003;71333;28362;2328;8
125;101;2050;340351;237898;71610;28506;2330;7
126;102;2009;923860;241146;224480;318158;120042;20034
127;102;2010;900495;232931;215338;318916;113465;19845
128;102;2011;875637;226264;204945;315805;109667;18956
129;102;2012;851904;218284;198061;309566;107628;18365
130;102;2013;828578;212777;191587;299835;106632;17747
131;102;2014;804882;209376;187958;286415;104733;16400
132;102;2015;777778;206181;183744;271797;101569;14487
133;102;2016;754895;204010;181569;258086;98131;13099
134;102;2017;736485;202474;180039;247602;94181;12189
135;102;2018;723491;201502;178760;241804;89365;12060
136;102;2019;717136;201113;177938;240604;84778;12703
137;102;2020;714710;201463;177713;242033;80133;13368
138;102;2021;716170;202656;178147;243593;77759;14015
139;102;2022;719662;204450;179108;245449;76350;14305
140;102;2023;724577;206619;180589;247639;75708;14022
141;102;2024;729614;208912;182372;249326;76153;12851
142;102;2025;735416;211257;184363;251241;76562;11993
143;102;2026;741028;213627;186475;253104;76607;11215
144;102;2027;746971;215713;188461;255429;76646;10722
145;102;2028;753296;217344;190269;258082;77206;10395
146;102;2029;759379;218797;191833;260589;78181;9979
147;102;2030;764506;220076;193075;262670;79019;9666
148;102;2031;768490;220921;193718;264332;79956;9563
149;102;2032;771557;221874;194260;265412;80576;9435
150;102;2033;774259;222826;194809;266241;81035;9348
151;102;2034;777210;223890;195464;267062;81486;9308
152;102;2035;779554;224690;196135;267604;81851;9274
153;102;2036;780787;225226;196865;267727;81788;9181
