ID;Achtergrondkenmerken;Perioden;Fietsbezitters_1;Veiligheidsslot_2;GegraveerdePostcode_3;Registratiekaart_4;Diefstalpreventiechip_5;Autogebruikers18_6;StartonderbrekerAlarminstallatie_7
348;Leeftijd: man 15 tot 25 jr;2001;84.1;91.9;23.2;15.2;;38.9;43.8
349;Leeftijd: man 15 tot 25 jr;2002;88.1;92.5;17.3;13.7;;35.1;24.0
350;Leeftijd: man 15 tot 25 jr;2003;87.4;89.3;15.8;12.1;;41.9;31.1
351;Leeftijd: man 15 tot 25 jr;2004;87.2;89.5;17.6;;2.3;40.6;43.7
352;Leeftijd: man 25 tot 45 jr;1997;90.7;80.5;22.0;17.5;;72.6;22.1
353;Leeftijd: man 25 tot 45 jr;1998;87.9;83.1;24.9;17.7;;74.0;28.6
354;Leeftijd: man 25 tot 45 jr;1999;87.8;80.4;23.8;18.3;;75.0;35.5
355;Leeftijd: man 25 tot 45 jr;2000;89.5;86.0;22.8;15.7;;71.8;46.1
356;Leeftijd: man 25 tot 45 jr;2001;89.0;85.1;24.1;18.1;;71.2;45.4
357;Leeftijd: man 25 tot 45 jr;2002;88.0;85.5;18.3;17.4;;71.9;52.3
358;Leeftijd: man 25 tot 45 jr;2003;91.7;85.7;18.2;14.0;;75.7;53.1
359;Leeftijd: man 25 tot 45 jr;2004;89.5;86.9;15.8;;5.0;73.7;61.7
360;Leeftijd: man 45 tot 65 jr;1997;87.4;80.4;39.9;28.3;;77.0;25.1
361;Leeftijd: man 45 tot 65 jr;1998;89.9;80.2;38.2;28.1;;79.6;27.6
362;Leeftijd: man 45 tot 65 jr;1999;87.7;81.1;35.7;25.8;;78.5;40.5
363;Leeftijd: man 45 tot 65 jr;2000;91.1;83.2;34.3;31.0;;76.1;49.3
364;Leeftijd: man 45 tot 65 jr;2001;90.3;83.6;33.3;23.3;;78.3;50.3
365;Leeftijd: man 45 tot 65 jr;2002;89.3;84.9;29.7;25.2;;80.8;56.7
366;Leeftijd: man 45 tot 65 jr;2003;92.0;85.2;26.9;25.0;;77.2;56.8
367;Leeftijd: man 45 tot 65 jr;2004;90.9;83.7;28.2;;6.7;77.7;63.8
368;Leeftijd: man 65 jr of ouder;1997;84.9;83.0;41.7;28.7;;71.8;14.2
369;Leeftijd: man 65 jr of ouder;1998;77.8;80.4;38.1;30.5;;73.8;27.1
370;Leeftijd: man 65 jr of ouder;1999;77.9;83.4;32.5;27.3;;77.8;33.0
371;Leeftijd: man 65 jr of ouder;2000;85.8;81.9;38.7;24.6;;75.5;34.3
372;Leeftijd: man 65 jr of ouder;2001;80.8;82.6;43.1;24.1;;75.9;45.6
373;Leeftijd: man 65 jr of ouder;2002;80.2;81.8;35.8;26.7;;71.6;44.7
374;Leeftijd: man 65 jr of ouder;2003;84.3;82.3;37.6;19.2;;70.7;47.9
375;Leeftijd: man 65 jr of ouder;2004;82.2;82.7;31.3;;4.6;75.9;52.6
376;Leeftijd: vrouw 0 tot 15 jaar;1997;98.1;85.4;37.2;21.3;;;
377;Leeftijd: vrouw 0 tot 15 jaar;1998;96.5;88.5;28.5;22.8;;;
378;Leeftijd: vrouw 0 tot 15 jaar;1999;98.2;93.7;29.2;27.6;;;
379;Leeftijd: vrouw 0 tot 15 jaar;2000;97.1;90.0;25.9;23.8;;;
380;Leeftijd: vrouw 0 tot 15 jaar;2001;100.0;92.6;22.4;27.8;;;
381;Leeftijd: vrouw 0 tot 15 jaar;2002;98.4;90.8;20.0;18.3;;;
382;Leeftijd: vrouw 0 tot 15 jaar;2003;95.3;93.3;19.9;19.4;;;
383;Leeftijd: vrouw 0 tot 15 jaar;2004;97.8;95.2;17.2;;8.3;;
384;Leeftijd: vrouw 15 tot 25 jr;1997;91.3;87.5;37.6;16.5;;27.6;
385;Leeftijd: vrouw 15 tot 25 jr;1998;86.6;91.5;35.8;16.5;;22.2;
386;Leeftijd: vrouw 15 tot 25 jr;1999;87.4;90.3;35.2;20.3;;25.9;19.3
387;Leeftijd: vrouw 15 tot 25 jr;2000;86.1;91.4;29.6;19.5;;21.1;
388;Leeftijd: vrouw 15 tot 25 jr;2001;90.9;93.5;33.0;14.0;;32.5;19.4
389;Leeftijd: vrouw 15 tot 25 jr;2002;86.5;92.4;25.6;17.9;;28.3;25.6
390;Leeftijd: vrouw 15 tot 25 jr;2003;88.3;89.2;22.5;15.4;;32.5;24.6
391;Leeftijd: vrouw 15 tot 25 jr;2004;89.8;92.2;18.5;;2.6;29.2;32.7
392;Leeftijd: vrouw 25 tot 45 jr;1997;93.7;84.8;33.4;29.5;;53.6;13.8
393;Leeftijd: vrouw 25 tot 45 jr;1998;92.1;83.3;31.4;25.2;;55.0;15.3
394;Leeftijd: vrouw 25 tot 45 jr;1999;93.6;87.5;26.7;26.4;;56.0;28.4
395;Leeftijd: vrouw 25 tot 45 jr;2000;92.4;86.2;28.0;22.7;;60.2;31.2
396;Leeftijd: vrouw 25 tot 45 jr;2001;90.8;87.1;25.8;21.9;;59.9;35.0
397;Leeftijd: vrouw 25 tot 45 jr;2002;92.5;90.7;25.8;22.1;;64.4;35.2
398;Leeftijd: vrouw 25 tot 45 jr;2003;90.2;85.8;21.2;18.1;;66.0;37.8
399;Leeftijd: vrouw 25 tot 45 jr;2004;92.4;90.1;20.1;;7.6;64.0;41.8
400;Leeftijd: vrouw 45 tot 65 jr;1997;91.7;79.7;46.2;37.2;;41.4;10.2
401;Leeftijd: vrouw 45 tot 65 jr;1998;88.8;77.8;41.1;32.6;;45.6;18.3
402;Leeftijd: vrouw 45 tot 65 jr;1999;88.3;81.5;44.6;30.8;;44.9;28.7
403;Leeftijd: vrouw 45 tot 65 jr;2000;91.6;83.7;41.3;36.2;;48.9;34.0
404;Leeftijd: vrouw 45 tot 65 jr;2001;91.0;81.0;39.1;32.2;;50.8;33.8
405;Leeftijd: vrouw 45 tot 65 jr;2002;90.3;84.9;44.9;33.1;;50.0;38.4
406;Leeftijd: vrouw 45 tot 65 jr;2003;88.9;83.2;36.5;31.2;;51.7;41.3
407;Leeftijd: vrouw 45 tot 65 jr;2004;89.1;82.6;36.3;;7.9;54.6;44.0
408;Leeftijd: vrouw 65 jr of ouder;1997;66.7;76.3;44.6;24.6;;21.1;3.1
409;Leeftijd: vrouw 65 jr of ouder;1998;64.3;75.0;52.0;31.8;;20.8;18.5
410;Leeftijd: vrouw 65 jr of ouder;1999;64.1;79.6;44.3;34.3;;19.8;16.5
411;Leeftijd: vrouw 65 jr of ouder;2000;65.0;72.3;43.8;25.0;;20.5;31.5
412;Leeftijd: vrouw 65 jr of ouder;2001;61.6;80.6;38.4;21.2;;23.5;26.8
413;Leeftijd: vrouw 65 jr of ouder;2002;67.6;74.3;45.0;30.2;;27.8;28.9
414;Leeftijd: vrouw 65 jr of ouder;2003;65.9;78.8;42.1;31.2;;27.5;28.5
415;Leeftijd: vrouw 65 jr of ouder;2004;64.1;82.2;37.8;;5.6;28.3;35.7
416;Leeftijd: man 0 tot 15 jaar;1997;96.6;96.9;31.0;22.3;;;
417;Leeftijd: man 0 tot 15 jaar;1998;96.9;95.1;20.7;18.8;;;
418;Leeftijd: man 0 tot 15 jaar;1999;98.7;91.5;23.8;27.8;;;
419;Leeftijd: man 0 tot 15 jaar;2000;98.2;96.0;20.2;25.4;;;
420;Leeftijd: man 0 tot 15 jaar;2001;97.9;93.1;23.6;20.4;;;
421;Leeftijd: man 0 tot 15 jaar;2002;99.5;95.7;23.7;28.6;;;
422;Leeftijd: man 0 tot 15 jaar;2003;100.0;93.0;15.7;23.3;;;
423;Leeftijd: man 0 tot 15 jaar;2004;97.8;89.7;12.6;;4.7;;
424;Leeftijd: man 15 tot 20 jaar;1997;95.4;87.7;43.7;25.5;;;
425;Leeftijd: man 15 tot 20 jaar;1998;93.4;89.6;33.6;24.8;;3.8;
426;Leeftijd: man 15 tot 20 jaar;1999;88.7;89.6;31.4;14.7;;9.2;
427;Leeftijd: man 15 tot 20 jaar;2000;92.2;89.6;24.9;22.3;;14.9;
428;Leeftijd: man 15 tot 20 jaar;2001;92.8;92.4;19.9;18.8;;12.3;
429;Leeftijd: man 15 tot 20 jaar;2002;90.4;93.9;19.7;14.0;;16.0;
430;Leeftijd: man 15 tot 20 jaar;2003;92.2;90.8;17.1;18.3;;23.9;
431;Leeftijd: man 15 tot 20 jaar;2004;94.8;93.2;18.5;;2.6;18.8;
432;Leeftijd: man 20 tot 25 jaar;1997;85.9;85.0;31.1;16.0;;45.7;14.6
433;Leeftijd: man 20 tot 25 jaar;1998;87.3;85.8;21.5;14.3;;42.8;16.3
434;Leeftijd: man 20 tot 25 jaar;1999;82.5;92.6;31.1;7.6;;45.7;24.9
435;Leeftijd: man 20 tot 25 jaar;2000;78.2;87.1;19.8;9.3;;51.4;43.9
436;Leeftijd: man 20 tot 25 jaar;2001;76.2;91.4;26.9;11.2;;46.0;44.9
437;Leeftijd: man 20 tot 25 jaar;2002;85.3;90.8;14.3;13.2;;44.4;28.1
438;Leeftijd: man 20 tot 25 jaar;2003;82.7;87.7;14.4;5.4;;47.3;30.3
439;Leeftijd: man 20 tot 25 jaar;2004;79.4;85.0;16.6;;1.9;48.2;41.8
440;Leeftijd: man 25 tot 35 jaar;1997;91.2;80.7;18.0;15.3;;71.8;22.7
441;Leeftijd: man 25 tot 35 jaar;1998;84.9;82.5;18.8;13.2;;72.5;26.4
442;Leeftijd: man 25 tot 35 jaar;1999;85.0;81.9;23.1;17.3;;72.9;32.0
443;Leeftijd: man 25 tot 35 jaar;2000;89.4;86.1;19.5;11.9;;70.8;43.7
444;Leeftijd: man 25 tot 35 jaar;2001;89.0;87.2;22.7;16.9;;69.0;43.1
445;Leeftijd: man 25 tot 35 jaar;2002;84.9;86.3;19.6;14.0;;71.8;52.3
446;Leeftijd: man 25 tot 35 jaar;2003;90.3;86.0;18.6;7.8;;73.6;49.4
447;Leeftijd: man 25 tot 35 jaar;2004;87.2;88.1;14.4;;4.4;72.3;55.7
448;Leeftijd: man 35 tot 45 jaar;1997;90.3;80.3;26.3;19.7;;73.5;21.5
449;Leeftijd: man 35 tot 45 jaar;1998;91.0;83.7;30.9;22.2;;75.5;30.8
450;Leeftijd: man 35 tot 45 jaar;1999;90.7;78.9;24.4;19.3;;77.1;38.9
451;Leeftijd: man 35 tot 45 jaar;2000;89.6;85.8;26.1;19.6;;72.8;48.4
452;Leeftijd: man 35 tot 45 jaar;2001;89.0;83.1;25.4;19.2;;73.4;47.5
453;Leeftijd: man 35 tot 45 jaar;2002;90.9;84.7;17.2;20.3;;72.0;52.3
454;Leeftijd: man 35 tot 45 jaar;2003;93.0;85.4;17.9;19.7;;77.6;56.3
455;Leeftijd: man 35 tot 45 jaar;2004;91.5;86.0;17.0;;5.6;74.8;66.7
456;Leeftijd: man 45 tot 55 jaar;1997;87.9;80.5;39.8;30.3;;76.3;26.8
457;Leeftijd: man 45 tot 55 jaar;1998;90.0;82.4;35.7;26.3;;78.9;29.2
458;Leeftijd: man 45 tot 55 jaar;1999;87.1;80.9;36.0;25.9;;77.7;43.1
459;Leeftijd: man 45 tot 55 jaar;2000;92.5;82.2;33.9;30.8;;72.6;50.9
460;Leeftijd: man 45 tot 55 jaar;2001;89.5;84.2;31.4;21.8;;77.6;51.1
461;Leeftijd: man 45 tot 55 jaar;2002;89.9;83.2;29.7;23.0;;79.7;55.6
462;Leeftijd: man 45 tot 55 jaar;2003;91.3;83.8;26.4;24.7;;74.8;56.8
463;Leeftijd: man 45 tot 55 jaar;2004;91.1;83.4;24.4;;6.6;75.5;62.3
464;Leeftijd: man 55 tot 65 jaar;1997;86.6;80.2;40.0;25.4;;78.1;22.6
465;Leeftijd: man 55 tot 65 jaar;1998;89.8;76.8;42.1;31.0;;80.6;25.3
466;Leeftijd: man 55 tot 65 jaar;1999;88.6;81.4;35.3;25.6;;79.8;36.6
467;Leeftijd: man 55 tot 65 jaar;2000;89.2;84.6;34.8;31.2;;81.0;47.3
468;Leeftijd: man 55 tot 65 jaar;2001;91.5;82.6;35.8;25.5;;79.4;49.3
469;Leeftijd: man 55 tot 65 jaar;2002;88.4;87.5;29.7;28.4;;82.5;58.3
470;Leeftijd: man 55 tot 65 jaar;2003;93.0;87.2;27.7;25.5;;80.3;56.8
471;Leeftijd: man 55 tot 65 jaar;2004;90.7;84.0;33.0;;6.8;80.4;65.6
472;Leeftijd: man 65 tot 75 jaar;1997;89.9;84.4;44.4;29.4;;75.9;14.9
473;Leeftijd: man 65 tot 75 jaar;1998;82.5;80.7;37.0;30.7;;81.0;28.6
474;Leeftijd: man 65 tot 75 jaar;1999;84.8;84.1;31.8;28.9;;81.9;35.0
475;Leeftijd: man 65 tot 75 jaar;2000;87.6;81.1;37.1;23.8;;78.5;38.8
476;Leeftijd: man 65 tot 75 jaar;2001;87.5;83.6;40.2;24.9;;81.8;50.5
477;Leeftijd: man 65 tot 75 jaar;2002;87.4;81.4;31.6;27.5;;77.9;48.8
478;Leeftijd: man 65 tot 75 jaar;2003;91.0;83.4;36.9;19.6;;79.7;51.9
479;Leeftijd: man 65 tot 75 jaar;2004;88.3;81.6;27.9;;5.0;81.9;55.3
480;Leeftijd: man 75 tot 85 jaar;1997;77.5;80.7;34.5;28.1;;66.2;13.0
481;Leeftijd: man 75 tot 85 jaar;1998;69.3;79.3;40.2;30.5;;55.4;25.6
482;Leeftijd: man 75 tot 85 jaar;1999;69.5;81.3;36.5;25.2;;72.7;29.1
483;Leeftijd: man 75 tot 85 jaar;2000;83.3;82.9;42.1;26.7;;69.4;24.1
484;Leeftijd: man 75 tot 85 jaar;2001;73.1;80.3;47.0;22.8;;71.2;36.4
485;Leeftijd: man 75 tot 85 jaar;2002;76.1;83.4;47.6;26.3;;66.6;38.8
486;Leeftijd: man 75 tot 85 jaar;2003;72.7;83.6;34.6;18.9;;59.1;41.0
487;Leeftijd: man 75 tot 85 jaar;2004;75.1;87.0;38.1;;3.6;67.0;49.3
488;Leeftijd: man 85 jr of ouder;1997;;;;;;;
489;Leeftijd: man 85 jr of ouder;1998;;;;;;;
490;Leeftijd: man 85 jr of ouder;1999;;;;;;;
491;Leeftijd: man 85 jr of ouder;2000;;;;;;;
492;Leeftijd: man 85 jr of ouder;2001;;;;;;;
493;Leeftijd: man 85 jr of ouder;2002;;;;;;;
494;Leeftijd: man 85 jr of ouder;2003;;;;;;;
495;Leeftijd: man 85 jr of ouder;2004;;;;;;;
496;Leeftijd: vrouw 0 tot 15 jaar;1997;98.1;85.4;37.2;21.3;;;
497;Leeftijd: vrouw 0 tot 15 jaar;1998;96.5;88.5;28.5;22.8;;;
498;Leeftijd: vrouw 0 tot 15 jaar;1999;98.2;93.7;29.2;27.6;;;
499;Leeftijd: vrouw 0 tot 15 jaar;2000;97.1;90.0;25.9;23.8;;;
500;Leeftijd: vrouw 0 tot 15 jaar;2001;100.0;92.6;22.4;27.8;;;
501;Leeftijd: vrouw 0 tot 15 jaar;2002;98.4;90.8;20.0;18.3;;;
502;Leeftijd: vrouw 0 tot 15 jaar;2003;95.3;93.3;19.9;19.4;;;
503;Leeftijd: vrouw 0 tot 15 jaar;2004;97.8;95.2;17.2;;8.3;;
504;Leeftijd: vrouw 15 tot 20 jr;1997;91.8;89.5;48.2;20.2;;1.5;
505;Leeftijd: vrouw 15 tot 20 jr;1998;88.2;92.9;42.4;17.5;;3.1;
506;Leeftijd: vrouw 15 tot 20 jr;1999;92.1;92.6;38.2;24.6;;6.2;
507;Leeftijd: vrouw 15 tot 20 jr;2000;88.1;93.7;35.3;25.3;;4.1;
508;Leeftijd: vrouw 15 tot 20 jr;2001;86.8;94.4;31.6;16.5;;10.4;
509;Leeftijd: vrouw 15 tot 20 jr;2002;92.7;92.5;29.3;21.9;;10.2;
510;Leeftijd: vrouw 15 tot 20 jr;2003;92.9;90.3;23.0;20.0;;;
511;Leeftijd: vrouw 15 tot 20 jr;2004;90.6;91.9;21.3;;2.2;9.3;
512;Leeftijd: vrouw 20 tot 25 jr;1997;90.8;85.8;28.4;13.3;;36.4;
513;Leeftijd: vrouw 20 tot 25 jr;1998;85.0;90.2;29.1;15.5;;30.1;
514;Leeftijd: vrouw 20 tot 25 jr;1999;82.6;87.7;31.7;15.3;;33.8;
515;Leeftijd: vrouw 20 tot 25 jr;2000;84.1;89.0;23.5;13.3;;27.5;
516;Leeftijd: vrouw 20 tot 25 jr;2001;94.9;92.8;34.1;11.9;;41.4;21.3
517;Leeftijd: vrouw 20 tot 25 jr;2002;80.7;92.3;21.7;13.5;;34.4;26.4
518;Leeftijd: vrouw 20 tot 25 jr;2003;84.2;88.2;22.0;10.9;;40.0;24.1
519;Leeftijd: vrouw 20 tot 25 jr;2004;88.9;92.6;15.7;;3.0;36.6;33.4
520;Leeftijd: vrouw 25 tot 35 jr;1997;93.3;86.3;31.5;25.9;;56.7;14.8
521;Leeftijd: vrouw 25 tot 35 jr;1998;92.4;86.1;28.5;23.5;;53.6;13.8
522;Leeftijd: vrouw 25 tot 35 jr;1999;93.4;87.6;22.9;22.8;;59.5;30.3
523;Leeftijd: vrouw 25 tot 35 jr;2000;92.3;88.8;23.8;20.6;;60.1;28.2
524;Leeftijd: vrouw 25 tot 35 jr;2001;89.8;92.0;20.1;17.7;;59.3;41.0
525;Leeftijd: vrouw 25 tot 35 jr;2002;91.4;91.7;21.4;19.3;;64.3;38.8
526;Leeftijd: vrouw 25 tot 35 jr;2003;89.9;88.2;15.1;13.4;;62.6;37.1
527;Leeftijd: vrouw 25 tot 35 jr;2004;91.7;92.0;17.2;;6.7;61.4;39.0
528;Leeftijd: vrouw 35 tot 45 jr;1997;94.1;83.1;35.6;33.5;;50.1;12.5
529;Leeftijd: vrouw 35 tot 45 jr;1998;91.7;80.1;34.6;27.0;;56.6;16.9
530;Leeftijd: vrouw 35 tot 45 jr;1999;93.7;87.5;30.3;29.8;;52.5;26.4
531;Leeftijd: vrouw 35 tot 45 jr;2000;92.5;83.8;32.0;24.7;;60.3;34.1
532;Leeftijd: vrouw 35 tot 45 jr;2001;91.7;82.6;31.1;25.7;;60.5;29.3
533;Leeftijd: vrouw 35 tot 45 jr;2002;93.4;89.8;29.7;24.5;;64.5;31.9
534;Leeftijd: vrouw 35 tot 45 jr;2003;90.4;83.5;26.9;22.5;;69.3;38.4
535;Leeftijd: vrouw 35 tot 45 jr;2004;93.0;88.5;22.7;;8.3;66.3;44.2
536;Leeftijd: vrouw 45 tot 55 jr;1997;91.5;81.2;42.6;37.9;;47.3;10.3
537;Leeftijd: vrouw 45 tot 55 jr;1998;89.3;77.0;40.7;30.8;;51.7;16.5
538;Leeftijd: vrouw 45 tot 55 jr;1999;88.7;84.6;44.3;31.3;;44.8;28.9
539;Leeftijd: vrouw 45 tot 55 jr;2000;92.0;84.9;37.8;35.8;;53.7;33.0
540;Leeftijd: vrouw 45 tot 55 jr;2001;92.7;83.4;41.8;31.3;;55.9;37.3
541;Leeftijd: vrouw 45 tot 55 jr;2002;89.6;83.6;47.6;34.8;;55.9;39.0
542;Leeftijd: vrouw 45 tot 55 jr;2003;90.2;84.0;36.4;29.9;;58.1;39.1
543;Leeftijd: vrouw 45 tot 55 jr;2004;88.4;83.4;34.7;;8.0;60.1;43.1
544;Leeftijd: vrouw 55 tot 65 jr;1997;92.1;77.7;51.2;36.3;;32.9;10.1
545;Leeftijd: vrouw 55 tot 65 jr;1998;88.1;79.0;41.5;35.2;;37.1;21.7
546;Leeftijd: vrouw 55 tot 65 jr;1999;87.8;77.3;44.9;29.9;;44.9;28.4
547;Leeftijd: vrouw 55 tot 65 jr;2000;91.0;81.9;46.3;36.9;;42.0;35.8
548;Leeftijd: vrouw 55 tot 65 jr;2001;88.5;77.6;35.1;33.4;;43.6;27.4
549;Leeftijd: vrouw 55 tot 65 jr;2002;91.2;86.6;41.2;30.9;;42.1;37.2
550;Leeftijd: vrouw 55 tot 65 jr;2003;87.2;82.1;36.5;32.9;;43.3;45.1
551;Leeftijd: vrouw 55 tot 65 jr;2004;90.0;81.6;38.1;;7.8;47.8;45.5
552;Leeftijd: vrouw 65 tot 75 jr;1997;80.8;80.1;42.0;25.3;;26.1;
553;Leeftijd: vrouw 65 tot 75 jr;1998;79.5;73.6;54.4;32.4;;28.7;21.6
554;Leeftijd: vrouw 65 tot 75 jr;1999;84.0;79.7;45.6;37.5;;26.3;20.4
555;Leeftijd: vrouw 65 tot 75 jr;2000;82.4;75.1;41.8;26.2;;28.0;35.2
556;Leeftijd: vrouw 65 tot 75 jr;2001;76.5;82.3;42.7;23.8;;28.7;28.7
557;Leeftijd: vrouw 65 tot 75 jr;2002;87.5;80.4;45.1;34.3;;30.7;33.9
558;Leeftijd: vrouw 65 tot 75 jr;2003;79.6;79.0;40.0;31.2;;30.5;38.6
559;Leeftijd: vrouw 65 tot 75 jr;2004;78.4;83.0;38.8;;8.1;36.3;36.3
560;Leeftijd: vrouw 75 tot 85 jr;1997;58.6;71.2;50.2;24.0;;16.4;
561;Leeftijd: vrouw 75 tot 85 jr;1998;50.8;77.7;47.0;31.5;;11.3;
562;Leeftijd: vrouw 75 tot 85 jr;1999;42.7;79.1;35.9;27.9;;13.4;
563;Leeftijd: vrouw 75 tot 85 jr;2000;49.2;65.7;49.1;23.3;;13.3;
564;Leeftijd: vrouw 75 tot 85 jr;2001;51.6;78.5;28.4;14.8;;19.8;
565;Leeftijd: vrouw 75 tot 85 jr;2002;50.7;61.3;44.0;21.8;;27.3;
566;Leeftijd: vrouw 75 tot 85 jr;2003;56.5;80.9;47.1;32.4;;28.2;
567;Leeftijd: vrouw 75 tot 85 jr;2004;54.4;79.6;36.6;;1.1;21.4;34.7
568;Leeftijd: vrouw 85 jr of ouder;1997;;;;;;;
569;Leeftijd: vrouw 85 jr of ouder;1998;;;;;;;
570;Leeftijd: vrouw 85 jr of ouder;1999;;;;;;;
571;Leeftijd: vrouw 85 jr of ouder;2000;;;;;;;
572;Leeftijd: vrouw 85 jr of ouder;2001;;;;;;;
573;Leeftijd: vrouw 85 jr of ouder;2002;;;;;;;
574;Leeftijd: vrouw 85 jr of ouder;2003;;;;;;;
575;Leeftijd: vrouw 85 jr of ouder;2004;17.0;;;;;9.1;
576;22;1997;81.3;80.8;40.1;23.4;;38.6;16.5
577;22;1998;78.3;83.9;35.1;23.8;;39.8;18.7
578;22;1999;76.1;85.2;35.4;27.9;;41.8;27.9
579;22;2000;79.4;83.0;32.2;25.2;;40.3;35.9
580;22;2001;79.2;85.1;28.4;21.9;;41.6;37.3
581;22;2002;95.7;92.5;21.0;20.0;;;39.2
582;22;2003;79.3;86.4;25.6;22.6;;42.9;42.4
583;22;2004;77.8;85.1;24.5;;5.4;37.1;44.7
584;23;1997;87.9;83.2;42.2;29.3;;48.9;16.6
585;23;1998;86.2;79.1;41.2;30.3;;52.4;21.7
586;23;1999;84.0;82.7;36.0;24.9;;53.3;32.0
587;23;2000;89.2;81.9;36.1;29.7;;55.5;34.8
588;23;2001;87.3;80.9;37.5;24.6;;54.8;36.7
589;23;2002;85.5;84.9;32.0;25.9;;55.8;44.8
590;23;2003;86.5;85.5;32.8;24.8;;54.8;41.6
591;23;2004;85.7;85.7;32.0;;6.3;52.8;50.1
592;24;1997;91.2;80.9;40.0;26.2;;49.6;12.9
593;24;1998;89.3;82.1;37.3;24.7;;52.6;16.9
594;24;1999;89.5;84.5;35.1;25.2;;48.1;32.2
595;24;2000;86.1;87.4;31.3;25.0;;52.6;36.3
596;24;2001;87.2;83.8;29.2;20.8;;55.1;36.1
597;24;2002;90.7;84.3;30.7;21.7;;49.0;40.7
598;24;2003;88.5;84.9;32.3;20.6;;56.1;40.7
599;24;2004;87.8;86.6;25.3;;4.1;51.7;47.0
600;25;1997;92.6;81.9;33.4;25.2;;60.9;19.2
601;25;1998;89.7;82.1;32.4;24.0;;62.2;24.4
602;25;1999;90.7;83.0;31.9;24.4;;62.9;32.3
603;25;2000;90.8;84.8;32.4;23.4;;63.5;41.3
604;25;2001;88.4;86.7;33.3;23.3;;63.1;42.7
605;25;2002;90.3;87.8;30.6;24.9;;66.6;44.5
606;25;2003;90.7;85.0;26.0;19.1;;68.2;47.0
607;25;2004;90.0;86.1;24.0;;6.2;66.1;53.3
608;26;1997;92.0;86.1;27.2;26.7;;70.4;17.4
609;26;1998;91.5;85.6;28.3;22.3;;69.2;27.0
610;26;1999;92.5;86.5;25.7;20.7;;69.9;36.4
611;26;2000;93.0;88.5;24.5;20.6;;66.5;45.3
612;26;2001;93.6;89.1;24.0;19.3;;72.0;45.8
613;26;2002;91.2;87.9;21.5;20.5;;70.8;47.8
614;26;2003;93.2;86.1;18.0;20.0;;69.9;49.7
615;26;2004;92.0;88.9;21.2;;6.4;70.9;54.0
616;27;1997;93.4;86.3;25.0;26.8;;75.4;21.0
617;27;1998;92.7;85.0;30.6;22.9;;76.7;26.2
618;27;1999;92.7;83.8;28.1;21.4;;74.5;37.2
619;27;2000;92.5;86.8;25.7;23.7;;72.9;48.9
620;27;2001;93.2;87.7;25.5;21.5;;73.2;45.6
621;27;2002;92.7;87.4;23.4;20.9;;75.0;51.6
622;27;2003;;;;;;;
623;27;2004;93.7;88.4;19.1;;6.8;76.5;57.5
624;28;1997;94.4;81.8;33.2;25.3;;59.9;16.3
625;28;1998;92.0;83.3;30.8;24.4;;61.4;18.8
626;28;1999;92.2;86.9;31.7;27.4;;60.7;29.5
627;28;2000;90.2;86.7;29.4;22.1;;63.3;33.1
628;28;2001;91.3;88.0;29.4;22.2;;63.8;38.7
629;28;2002;93.2;89.3;27.3;26.4;;66.1;38.6
630;28;2003;;;;;;;
631;28;2004;92.1;88.5;23.1;;7.0;66.8;47.7
632;29;1997;84.7;66.2;27.5;14.9;;71.8;21.4
633;29;1998;85.1;68.2;27.5;17.6;;74.6;29.2
634;29;1999;84.2;69.9;26.1;14.6;;69.6;43.0
635;29;2000;83.3;80.6;29.1;18.3;;74.2;59.4
636;29;2001;87.2;71.5;34.9;16.0;;72.4;43.2
637;29;2002;88.4;78.3;33.0;22.0;;75.9;56.0
638;29;2003;;;;;;;
639;29;2004;90.3;77.7;23.3;;5.7;77.0;60.4
640;30;1997;89.1;82.4;34.7;24.8;;69.1;25.0
641;30;1998;90.7;77.9;31.3;24.7;;71.3;28.7
642;30;1999;86.1;81.3;33.3;25.5;;76.5;34.5
643;30;2000;93.2;85.0;30.0;20.7;;70.6;38.6
644;30;2001;87.7;83.4;29.7;23.4;;74.4;49.3
645;30;2002;92.7;85.3;23.9;21.4;;74.5;47.4
646;30;2003;;;;;;;
647;30;2004;90.6;85.5;19.6;;5.7;71.9;56.7
648;31;1997;90.6;80.1;33.6;19.5;;56.9;15.3
649;31;1998;84.9;83.8;31.6;17.5;;61.3;17.0
650;31;1999;80.8;81.6;30.8;19.3;;59.6;29.3
651;31;2000;87.2;81.1;28.2;19.6;;63.2;37.4
652;31;2001;84.7;85.3;29.4;20.0;;61.5;39.9
653;31;2002;84.1;85.1;27.1;18.3;;59.6;39.7
654;31;2003;;;;;;;
655;31;2004;86.1;85.7;24.8;;5.3;64.1;47.2
656;32;1997;85.3;84.3;30.6;28.8;;47.2;13.7
657;32;1998;88.2;89.1;25.1;21.2;;31.9;
658;32;1999;84.7;90.0;27.8;19.4;;38.2;
659;32;2000;79.4;86.0;23.1;32.4;;42.9;
660;32;2001;82.8;84.6;35.8;19.9;;47.8;
661;32;2002;83.4;93.3;25.2;15.5;;40.6;
662;32;2003;88.9;89.9;11.6;15.9;;51.1;31.9
663;32;2004;86.3;85.5;18.9;;1.6;52.8;43.1
664;33;1997;93.8;92.3;41.0;22.7;;19.0;
665;33;1998;91.6;88.7;32.3;20.5;;20.1;
666;33;1999;91.3;91.2;32.0;18.5;;23.9;25.1
