ID;Vissoort;Perioden;AanvoerVerseVis_1;AanvoerDiepvriesvis_2
3526;14;1995 april;.                                 ;.                                 
3527;14;1995 mei;.                                 ;.                                 
3528;14;1995 juni;.                                 ;.                                 
3529;14;1995 juli;.                                 ;.                                 
3530;14;1995 augustus;.                                 ;.                                 
3531;14;1995 september;.                                 ;.                                 
3532;14;1995 oktober;.                                 ;.                                 
3533;14;1995 november;.                                 ;.                                 
3534;14;1995 december;.                                 ;.                                 
3535;14;1995;.                                 ;.                                 
3536;14;1996 januari;.                                 ;.                                 
3537;14;1996 februari;.                                 ;.                                 
3538;14;1996 maart;.                                 ;.                                 
3539;14;1996 april;.                                 ;.                                 
3540;14;1996 mei;.                                 ;.                                 
3541;14;1996 juni;.                                 ;.                                 
3542;14;1996 juli;.                                 ;.                                 
3543;14;1996 augustus;.                                 ;.                                 
3544;14;1996 september;.                                 ;.                                 
3545;14;1996 oktober;.                                 ;.                                 
3546;14;1996 november;.                                 ;.                                 
3547;14;1996 december;.                                 ;.                                 
3548;14;1996;.                                 ;.                                 
3549;14;1997 januari;.                                 ;.                                 
3550;14;1997 februari;.                                 ;.                                 
3551;14;1997 maart;.                                 ;.                                 
3552;14;1997 april;.                                 ;.                                 
3553;14;1997 mei;.                                 ;.                                 
3554;14;1997 juni;.                                 ;.                                 
3555;14;1997 juli;.                                 ;.                                 
3556;14;1997 augustus;.                                 ;.                                 
3557;14;1997 september;.                                 ;.                                 
3558;14;1997 oktober;.                                 ;.                                 
3559;14;1997 november;.                                 ;.                                 
3560;14;1997 december;.                                 ;.                                 
3561;14;1997;.                                 ;.                                 
3562;14;1998 januari;.                                 ;.                                 
3563;14;1998 februari;.                                 ;.                                 
3564;14;1998 maart;.                                 ;.                                 
3565;14;1998 april;.                                 ;.                                 
3566;14;1998 mei;.                                 ;.                                 
3567;14;1998 juni;.                                 ;.                                 
3568;14;1998 juli;.                                 ;.                                 
3569;14;1998 augustus;.                                 ;.                                 
3570;14;1998 september;.                                 ;.                                 
3571;14;1998 oktober;.                                 ;.                                 
3572;14;1998 november;.                                 ;.                                 
3573;14;1998 december;.                                 ;.                                 
3574;14;1998;.                                 ;.                                 
3575;14;1999 januari;.                                 ;.                                 
3576;14;1999 februari;.                                 ;.                                 
3577;14;1999 maart;.                                 ;.                                 
3578;14;1999 april;.                                 ;.                                 
3579;14;1999 mei;.                                 ;.                                 
3580;14;1999 juni;.                                 ;.                                 
3581;14;1999 juli;.                                 ;.                                 
3582;14;1999 augustus;.                                 ;.                                 
3583;14;1999 september;.                                 ;.                                 
3584;14;1999 oktober;.                                 ;.                                 
3585;14;1999 november;.                                 ;.                                 
3586;14;1999 december;.                                 ;.                                 
3587;14;1999;.                                 ;.                                 
3588;14;2000 januari;.                                 ;.                                 
3589;14;2000 februari;1                                 ;.                                 
3590;14;2000 maart;1                                 ;.                                 
3591;14;2000 april;1                                 ;.                                 
3592;14;2000 mei;3                                 ;.                                 
3593;14;2000 juni;6                                 ;.                                 
3594;14;2000 juli;4                                 ;.                                 
3595;14;2000 augustus;5                                 ;.                                 
3596;14;2000 september;6                                 ;.                                 
3597;14;2000 oktober;4                                 ;.                                 
3598;14;2000 november;3                                 ;.                                 
3599;14;2000 december;1                                 ;.                                 
3600;14;2000;30                                ;.                                 
3601;14;2001 januari;.                                 ;.                                 
3602;14;2001 februari;.                                 ;.                                 
3603;14;2001 maart;.                                 ;.                                 
3604;14;2001 april;.                                 ;.                                 
3605;14;2001 mei;1                                 ;.                                 
3606;14;2001 juni;2                                 ;.                                 
3607;14;2001 juli;2                                 ;.                                 
3608;14;2001 augustus;6                                 ;.                                 
3609;14;2001 september;7                                 ;.                                 
3610;14;2001 oktober;2                                 ;.                                 
3611;14;2001 november;1                                 ;.                                 
3612;14;2001 december;2                                 ;.                                 
3613;14;2001;24                                ;.                                 
3614;14;2002 januari;.                                 ;.                                 
3615;14;2002 februari;.                                 ;.                                 
3616;14;2002 maart;.                                 ;.                                 
3617;14;2002 april;.                                 ;.                                 
3618;14;2002 mei;.                                 ;.                                 
3619;14;2002 juni;.                                 ;.                                 
3620;14;2002 juli;.                                 ;.                                 
3621;14;2002 augustus;.                                 ;.                                 
3622;14;2002 september;.                                 ;.                                 
3623;14;2002 oktober;.                                 ;.                                 
3624;14;2002 november;.                                 ;.                                 
3625;14;2002 december;.                                 ;.                                 
3626;14;2002;.                                 ;.                                 
3627;14;2003 januari;.                                 ;.                                 
3628;14;2003 februari;.                                 ;.                                 
3629;14;2003 maart;.                                 ;.                                 
3630;14;2003 april;.                                 ;.                                 
3631;14;2003 mei;.                                 ;.                                 
3632;14;2003 juni;.                                 ;.                                 
3633;14;2003 juli;.                                 ;.                                 
3634;14;2003 augustus;.                                 ;.                                 
3635;14;2003 september;.                                 ;.                                 
3636;14;2003 oktober;.                                 ;.                                 
3637;14;2003 november;.                                 ;.                                 
3638;14;2003 december;.                                 ;.                                 
3639;14;2003;.                                 ;.                                 
3640;14;2004 januari;.                                 ;.                                 
3641;14;2004 februari;.                                 ;.                                 
3642;14;2004 maart;.                                 ;.                                 
3643;14;2004 april;.                                 ;.                                 
3644;14;2004 mei;.                                 ;.                                 
3645;14;2004 juni;.                                 ;.                                 
3646;14;2004 juli;.                                 ;.                                 
3647;14;2004 augustus;.                                 ;.                                 
3648;14;2004 september;.                                 ;.                                 
3649;14;2004 oktober;.                                 ;.                                 
3650;14;2004 november;.                                 ;.                                 
3651;14;2004 december;.                                 ;.                                 
3652;14;2004;.                                 ;.                                 
3653;14;2005 januari;.                                 ;.                                 
3654;14;2005 februari;.                                 ;.                                 
3655;14;2005 maart;.                                 ;.                                 
3656;14;2005 april;.                                 ;.                                 
3657;14;2005 mei;.                                 ;.                                 
3658;14;2005 juni;.                                 ;.                                 
3659;14;2005 juli;.                                 ;.                                 
3660;14;2005 augustus;.                                 ;.                                 
3661;14;2005 september;.                                 ;.                                 
3662;14;2005 oktober;.                                 ;.                                 
3663;14;2005 november;.                                 ;.                                 
3664;14;2005 december;.                                 ;.                                 
3665;14;2005;.                                 ;.                                 
3666;14;2006 januari;.                                 ;.                                 
3667;14;2006 februari;.                                 ;.                                 
3668;14;2006 maart;.                                 ;.                                 
3669;14;2006 april;.                                 ;.                                 
3670;14;2006 mei;.                                 ;.                                 
3671;14;2006 juni;.                                 ;.                                 
3672;14;2006 juli;.                                 ;.                                 
3673;14;2006 augustus;.                                 ;.                                 
3674;14;2006 september;.                                 ;.                                 
3675;14;2006 oktober;.                                 ;.                                 
3676;14;2006 november;.                                 ;.                                 
3677;14;2006 december;.                                 ;.                                 
3678;14;2006;.                                 ;.                                 
3679;14;2007 januari;.                                 ;.                                 
3680;14;2007 februari;.                                 ;.                                 
3681;14;2007 maart;.                                 ;.                                 
3682;14;2007 april;.                                 ;.                                 
3683;14;2007 mei;.                                 ;.                                 
3684;14;2007 juni;.                                 ;.                                 
3685;14;2007 juli;.                                 ;.                                 
3686;14;2007 augustus;.                                 ;.                                 
3687;14;2007 september;.                                 ;.                                 
3688;14;2007 oktober;.                                 ;.                                 
3689;14;2007 november;.                                 ;.                                 
3690;14;2007 december;.                                 ;.                                 
3691;14;2007;.                                 ;.                                 
3692;14;2008 januari;.                                 ;.                                 
3693;14;2008 februari;.                                 ;.                                 
3694;14;2008 maart;.                                 ;.                                 
3695;14;2008 april;.                                 ;.                                 
3696;14;2008 mei;.                                 ;.                                 
3697;14;2008 juni;.                                 ;.                                 
3698;14;2008 juli;.                                 ;.                                 
3699;14;2008 augustus;.                                 ;.                                 
3700;14;2008 september;.                                 ;.                                 
3701;14;2008 oktober;.                                 ;.                                 
3702;14;2008 november;.                                 ;.                                 
3703;14;2008 december;.                                 ;.                                 
3704;14;2008;.                                 ;.                                 
3705;14;2009 januari;.                                 ;.                                 
3706;14;2009 februari;.                                 ;.                                 
3707;14;2009 maart;.                                 ;.                                 
3708;14;2009 april;.                                 ;.                                 
3709;14;2009 mei;.                                 ;.                                 
3710;14;2009 juni;.                                 ;.                                 
3711;14;2009 juli;.                                 ;.                                 
3712;14;2009 augustus;.                                 ;.                                 
3713;14;2009 september;.                                 ;.                                 
3714;14;2009 oktober;.                                 ;.                                 
3715;14;2009 november;.                                 ;.                                 
3716;14;2009 december;.                                 ;.                                 
3717;14;2009;.                                 ;.                                 
3718;14;2010 januari;.                                 ;.                                 
3719;14;2010 februari;.                                 ;.                                 
3720;14;2010 maart;0                                 ;.                                 
3721;14;2010 april;0                                 ;.                                 
3722;14;2010 mei;0                                 ;.                                 
3723;14;2010 juni;0                                 ;.                                 
3724;14;2010 juli;3                                 ;.                                 
3725;14;2010 augustus;1                                 ;.                                 
3726;14;2010 september;1                                 ;.                                 
3727;14;2010 oktober;0                                 ;.                                 
3728;14;2010 november;1                                 ;.                                 
3729;14;2010 december;0                                 ;.                                 
3730;14;2010;6                                 ;.                                 
3731;14;2011 januari;0                                 ;.                                 
3732;14;2011 februari;0                                 ;.                                 
3733;14;2011 maart;0                                 ;.                                 
3734;14;2011 april;1                                 ;.                                 
3735;14;2011 mei;0                                 ;.                                 
3736;14;2011 juni;0                                 ;.                                 
3737;14;2011 juli;1                                 ;.                                 
3738;14;2011 augustus;1                                 ;.                                 
3739;14;2011 september;1                                 ;.                                 
3740;14;2011 oktober;1                                 ;.                                 
3741;14;2011 november;1                                 ;.                                 
3742;14;2011 december;0                                 ;.                                 
3743;14;2011;7                                 ;.                                 
3744;14;2012 januari;0                                 ;.                                 
3745;14;2012 februari;0                                 ;.                                 
3746;14;2012 maart;0                                 ;.                                 
3747;14;2012 april;0                                 ;.                                 
3748;14;2012 mei;0                                 ;.                                 
3749;14;2012 juni;0                                 ;.                                 
3750;14;2012 juli;0                                 ;.                                 
3751;14;2012 augustus;0                                 ;.                                 
3752;14;2012 september;0                                 ;.                                 
3753;14;2012 oktober;1                                 ;.                                 
3754;14;2012 november;0                                 ;.                                 
3755;14;2012 december;0                                 ;.                                 
3756;14;2012;3                                 ;.                                 
3757;14;2013 januari;.                                 ;.                                 
3758;14;2013 februari;.                                 ;.                                 
3759;14;2013 maart;.                                 ;.                                 
3760;14;2013 april;.                                 ;.                                 
3761;14;2013 mei;.                                 ;.                                 
3762;14;2013 juni;.                                 ;.                                 
3763;14;2013 juli;.                                 ;.                                 
3764;14;2013 augustus;.                                 ;.                                 
3765;14;2013 september;.                                 ;.                                 
3766;14;2013 oktober;.                                 ;.                                 
3767;14;2013 november;.                                 ;.                                 
3768;14;2013 december;.                                 ;.                                 
3769;14;2013;.                                 ;.                                 
3770;14;2014 januari;.                                 ;.                                 
3771;14;2014 februari;.                                 ;.                                 
3772;14;2014 maart;.                                 ;.                                 
3773;14;2014 april;.                                 ;.                                 
3774;14;2014 mei;.                                 ;.                                 
3775;14;2014 juni;.                                 ;.                                 
3776;14;2014 juli;.                                 ;.                                 
3777;14;2014 augustus;.                                 ;.                                 
3778;14;2014 september;.                                 ;.                                 
3779;14;2014 oktober;.                                 ;.                                 
3780;16;1994 januari;.                                 ;11736                             
3781;16;1994 februari;4                                 ;16864                             
3782;16;1994 maart;2                                 ;24176                             
3783;16;1994 april;12                                ;17501                             
3784;16;1994 mei;23                                ;4595                              
3785;16;1994 juni;46                                ;2019                              
3786;16;1994 juli;109                               ;5271                              
3787;16;1994 augustus;71                                ;786                               
3788;16;1994 september;69                                ;266                               
3789;16;1994 oktober;85                                ;6434                              
3790;16;1994 november;57                                ;7066                              
3791;16;1994 december;67                                ;3594                              
3792;16;1994;703                               ;100308                            
3793;16;1995 januari;.                                 ;8163                              
3794;16;1995 februari;.                                 ;14757                             
3795;16;1995 maart;.                                 ;17988                             
3796;16;1995 april;58                                ;10039                             
3797;16;1995 mei;30                                ;5117                              
3798;16;1995 juni;50                                ;5630                              
3799;16;1995 juli;104                               ;2152                              
3800;16;1995 augustus;68                                ;503                               
3801;16;1995 september;31                                ;560                               
3802;16;1995 oktober;56                                ;2392                              
3803;16;1995 november;48                                ;1566                              
3804;16;1995 december;2                                 ;1726                              
3805;16;1995;446                               ;70592                             
3806;16;1996 januari;.                                 ;6925                              
3807;16;1996 februari;.                                 ;13796                             
3808;16;1996 maart;.                                 ;14055                             
3809;16;1996 april;102                               ;8263                              
3810;16;1996 mei;67                                ;3481                              
3811;16;1996 juni;63                                ;1369                              
3812;16;1996 juli;88                                ;69                                
3813;16;1996 augustus;106                               ;400                               
3814;16;1996 september;121                               ;430                               
3815;16;1996 oktober;76                                ;882                               
3816;16;1996 november;17                                ;2389                              
3817;16;1996 december;.                                 ;2094                              
3818;16;1996;554                               ;53839                             
3819;16;1997 januari;.                                 ;1451                              
3820;16;1997 februari;.                                 ;16520                             
3821;16;1997 maart;.                                 ;24022                             
3822;16;1997 april;2                                 ;5967                              
3823;16;1997 mei;42                                ;2173                              
3824;16;1997 juni;43                                ;1330                              
3825;16;1997 juli;64                                ;93                                
3826;16;1997 augustus;114                               ;60                                
3827;16;1997 september;61                                ;580                               
3828;16;1997 oktober;63                                ;301                               
3829;16;1997 november;22                                ;388                               
3830;16;1997 december;1                                 ;905                               
3831;16;1997;413                               ;53789                             
3832;16;1998 januari;.                                 ;1011                              
3833;16;1998 februari;.                                 ;12947                             
3834;16;1998 maart;.                                 ;26590                             
3835;16;1998 april;16                                ;13478                             
3836;16;1998 mei;90                                ;5569                              
3837;16;1998 juni;71                                ;3313                              
3838;16;1998 juli;140                               ;267                               
3839;16;1998 augustus;34                                ;85                                
3840;16;1998 september;57                                ;672                               
3841;16;1998 oktober;31                                ;1860                              
3842;16;1998 november;1                                 ;1932                              
3843;16;1998 december;.                                 ;2373                              
3844;16;1998;440                               ;70096                             
3845;16;1999 januari;.                                 ;1152                              
3846;16;1999 februari;.                                 ;15855                             
3847;16;1999 maart;.                                 ;21053                             
3848;16;1999 april;5                                 ;5753                              
3849;16;1999 mei;34                                ;5216                              
3850;16;1999 juni;96                                ;3850                              
3851;16;1999 juli;143                               ;912                               
3852;16;1999 augustus;31                                ;266                               
3853;16;1999 september;63                                ;71                                
3854;16;1999 oktober;50                                ;5451                              
3855;16;1999 november;122                               ;1941                              
3856;16;1999 december;8                                 ;2156                              
3857;16;1999;555                               ;65091                             
3858;16;2000 januari;.                                 ;17202                             
3859;16;2000 februari;804                               ;18800                             
3860;16;2000 maart;1651                              ;16979                             
3861;16;2000 april;4                                 ;4684                              
3862;16;2000 mei;63                                ;1669                              
3863;16;2000 juni;154                               ;3186                              
3864;16;2000 juli;144                               ;2880                              
3865;16;2000 augustus;49                                ;478                               
3866;16;2000 september;59                                ;181                               
3867;16;2000 oktober;14                                ;1622                              
3868;16;2000 november;1                                 ;2464                              
3869;16;2000 december;.                                 ;1189                              
3870;16;2000;2943                              ;71334                             
3871;16;2001 januari;.                                 ;13487                             
3872;16;2001 februari;.                                 ;16951                             
3873;16;2001 maart;689                               ;16962                             
3874;16;2001 april;248                               ;8540                              
3875;16;2001 mei;126                               ;4606                              
3876;16;2001 juni;133                               ;1999                              
3877;16;2001 juli;126                               ;582                               
3878;16;2001 augustus;102                               ;95                                
3879;16;2001 september;249                               ;1031                              
3880;16;2001 oktober;301                               ;205                               
3881;16;2001 november;48                                ;4015                              
3882;16;2001 december;26                                ;6234                              
3883;16;2001;2049                              ;74707                             
3884;16;2002 januari;.                                 ;.                                 
3885;16;2002 februari;.                                 ;.                                 
3886;16;2002 maart;.                                 ;.                                 
3887;16;2002 april;.                                 ;.                                 
3888;16;2002 mei;.                                 ;.                                 
3889;16;2002 juni;.                                 ;.                                 
3890;16;2002 juli;.                                 ;.                                 
3891;16;2002 augustus;.                                 ;.                                 
3892;16;2002 september;.                                 ;.                                 
3893;16;2002 oktober;.                                 ;.                                 
3894;16;2002 november;.                                 ;.                                 
3895;16;2002 december;.                                 ;.                                 
3896;16;2002;.                                 ;.                                 
3897;16;2003 januari;.                                 ;.                                 
3898;16;2003 februari;.                                 ;.                                 
3899;16;2003 maart;.                                 ;.                                 
3900;16;2003 april;.                                 ;.                                 
3901;16;2003 mei;.                                 ;.                                 
3902;16;2003 juni;.                                 ;.                                 
3903;16;2003 juli;.                                 ;.                                 
3904;16;2003 augustus;.                                 ;.                                 
3905;16;2003 september;.                                 ;.                                 
3906;16;2003 oktober;.                                 ;.                                 
3907;16;2003 november;.                                 ;.                                 
3908;16;2003 december;.                                 ;.                                 
3909;16;2003;.                                 ;.                                 
3910;16;2004 januari;.                                 ;.                                 
3911;16;2004 februari;.                                 ;.                                 
3912;16;2004 maart;.                                 ;.                                 
3913;16;2004 april;.                                 ;.                                 
3914;16;2004 mei;.                                 ;.                                 
3915;16;2004 juni;.                                 ;.                                 
3916;16;2004 juli;.                                 ;.                                 
3917;16;2004 augustus;.                                 ;.                                 
3918;16;2004 september;.                                 ;.                                 
3919;16;2004 oktober;.                                 ;.                                 
3920;16;2004 november;.                                 ;.                                 
3921;16;2004 december;.                                 ;.                                 
3922;16;2004;.                                 ;.                                 
3923;16;2005 januari;.                                 ;.                                 
3924;16;2005 februari;.                                 ;.                                 
3925;16;2005 maart;.                                 ;.                                 
3926;16;2005 april;.                                 ;.                                 
3927;16;2005 mei;.                                 ;.                                 
3928;16;2005 juni;.                                 ;.                                 
3929;16;2005 juli;.                                 ;.                                 
3930;16;2005 augustus;.                                 ;.                                 
3931;16;2005 september;.                                 ;.                                 
3932;16;2005 oktober;.                                 ;.                                 
3933;16;2005 november;.                                 ;.                                 
3934;16;2005 december;.                                 ;.                                 
3935;16;2005;.                                 ;.                                 
3936;16;2006 januari;.                                 ;.                                 
3937;16;2006 februari;.                                 ;.                                 
3938;16;2006 maart;.                                 ;.                                 
3939;16;2006 april;.                                 ;.                                 
3940;16;2006 mei;.                                 ;.                                 
3941;16;2006 juni;.                                 ;.                                 
3942;16;2006 juli;.                                 ;.                                 
3943;16;2006 augustus;.                                 ;.                                 
3944;16;2006 september;.                                 ;.                                 
3945;16;2006 oktober;.                                 ;.                                 
3946;16;2006 november;.                                 ;.                                 
3947;16;2006 december;.                                 ;.                                 
3948;16;2006;.                                 ;.                                 
3949;16;2007 januari;.                                 ;.                                 
3950;16;2007 februari;.                                 ;.                                 
3951;16;2007 maart;.                                 ;.                                 
3952;16;2007 april;.                                 ;.                                 
3953;16;2007 mei;.                                 ;.                                 
3954;16;2007 juni;.                                 ;.                                 
3955;16;2007 juli;.                                 ;.                                 
3956;16;2007 augustus;.                                 ;.                                 
3957;16;2007 september;.                                 ;.                                 
3958;16;2007 oktober;.                                 ;.                                 
3959;16;2007 november;.                                 ;.                                 
3960;16;2007 december;.                                 ;.                                 
3961;16;2007;.                                 ;.                                 
3962;16;2008 januari;.                                 ;.                                 
3963;16;2008 februari;.                                 ;.                                 
3964;16;2008 maart;.                                 ;.                                 
3965;16;2008 april;.                                 ;.                                 
3966;16;2008 mei;.                                 ;.                                 
3967;16;2008 juni;.                                 ;.                                 
3968;16;2008 juli;.                                 ;.                                 
3969;16;2008 augustus;.                                 ;.                                 
3970;16;2008 september;.                                 ;.                                 
3971;16;2008 oktober;.                                 ;.                                 
3972;16;2008 november;.                                 ;.                                 
3973;16;2008 december;.                                 ;.                                 
3974;16;2008;.                                 ;.                                 
3975;16;2009 januari;.                                 ;.                                 
3976;16;2009 februari;.                                 ;.                                 
3977;16;2009 maart;.                                 ;.                                 
3978;16;2009 april;.                                 ;.                                 
3979;16;2009 mei;.                                 ;.                                 
3980;16;2009 juni;.                                 ;.                                 
3981;16;2009 juli;.                                 ;.                                 
3982;16;2009 augustus;.                                 ;.                                 
3983;16;2009 september;.                                 ;.                                 
3984;16;2009 oktober;.                                 ;.                                 
3985;16;2009 november;.                                 ;.                                 
3986;16;2009 december;.                                 ;.                                 
3987;16;2009;.                                 ;.                                 
3988;16;2010 januari;26                                ;9847                              
3989;16;2010 februari;102                               ;23335                             
3990;16;2010 maart;34                                ;9029                              
3991;16;2010 april;7                                 ;3352                              
3992;16;2010 mei;4                                 ;429                               
3993;16;2010 juni;16                                ;248                               
3994;16;2010 juli;5                                 ;80                                
3995;16;2010 augustus;1                                 ;104                               
3996;16;2010 september;0                                 ;91                                
3997;16;2010 oktober;0                                 ;2870                              
3998;16;2010 november;28                                ;13442                             
3999;16;2010 december;46                                ;4506                              
4000;16;2010;269                               ;67333                             
4001;16;2011 januari;.                                 ;9626                              
4002;16;2011 februari;.                                 ;12879                             
4003;16;2011 maart;.                                 ;8807                              
4004;16;2011 april;2                                 ;2867                              
4005;16;2011 mei;43                                ;115                               
4006;16;2011 juni;102                               ;90                                
4007;16;2011 juli;65                                ;207                               
4008;16;2011 augustus;39                                ;355                               
4009;16;2011 september;13                                ;147                               
4010;16;2011 oktober;6                                 ;9419                              
4011;16;2011 november;1                                 ;14555                             
4012;16;2011 december;0                                 ;8924                              
4013;16;2011;271                               ;67991                             
4014;16;2012 januari;.                                 ;6215                              
4015;16;2012 februari;0                                 ;13006                             
4016;16;2012 maart;.                                 ;8041                              
4017;16;2012 april;0                                 ;3660                              
4018;16;2012 mei;95                                ;236                               
4019;16;2012 juni;201                               ;23                                
4020;16;2012 juli;64                                ;.                                 
4021;16;2012 augustus;58                                ;14                                
4022;16;2012 september;22                                ;0                                 
4023;16;2012 oktober;3                                 ;5456                              
4024;16;2012 november;1                                 ;1716                              
4025;16;2012 december;.                                 ;61                                
4026;16;2012;444                               ;38429                             
4027;16;2013 januari;.                                 ;.                                 
