ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
986;501-502 Sea water transport;2012 2nd quarter;91.6;9.3
987;501-502 Sea water transport;2012 3rd quarter;93.4;3.6
988;501-502 Sea water transport;2012 4th quarter;98.1;10.4
989;501-502 Sea water transport;2012;93.2;9.8
990;501-502 Sea water transport;2013 1st quarter;89.4;-0.5
991;501-502 Sea water transport;2013 2nd quarter;100.7;10.0
992;501-502 Sea water transport;2013 3rd quarter;104.6;12.0
993;501-502 Sea water transport;2013 4th quarter;101.0;3.0
994;501-502 Sea water transport;2013;98.9;6.1
995;501-502 Sea water transport;2014 1st quarter;95.8;7.1
996;501-502 Sea water transport;2014 2nd quarter;100.8;0.1
997;501-502 Sea water transport;2014 3rd quarter;103.9;-0.7
998;501-502 Sea water transport;2014 4th quarter;100.8;-0.3
999;501-502 Sea water transport;2014;100.3;1.4
1000;501-502 Sea water transport;2015 1st quarter;94.5;-1.3
1001;501-502 Sea water transport;2015 2nd quarter;103.6;2.8
1002;501-502 Sea water transport;2015 3rd quarter;103.4;-0.5
1003;501-502 Sea water transport;2015 4th quarter;98.5;-2.3
1004;501-502 Sea water transport;2015;100.0;-0.3
1005;501-502 Sea water transport;2016 1st quarter;88.0;-6.9
1006;501-502 Sea water transport;2016 2nd quarter;94.0;-9.3
1007;501-502 Sea water transport;2016 3rd quarter;91.8;-11.2
1008;501-502 Sea water transport;2016 4th quarter;90.6;-8.0
1009;501-502 Sea water transport;2016;91.1;-8.9
1010;501-502 Sea water transport;2017 1st quarter;92.0;4.5
1011;501-502 Sea water transport;2017 2nd quarter;97.0;3.2
1012;501-502 Sea water transport;2017 3rd quarter;96.9;5.5
1013;501-502 Sea water transport;2017 4th quarter;95.3;5.3
1014;501-502 Sea water transport;2017;95.3;4.6
1015;501-502 Sea water transport;2018 1st quarter;87.1;-5.4
1016;501-502 Sea water transport;2018 2nd quarter;96.1;-0.9
1017;501-502 Sea water transport;2018 3rd quarter;99.8;3.0
1018;501-502 Sea water transport;2018 4th quarter;101.2;6.2
1019;501-502 Sea water transport;2018;96.1;0.8
1020;501-502 Sea water transport;2019 1st quarter;91.1;4.6
1021;501-502 Sea water transport;2019 2nd quarter;95.4;-0.8
1022;501-502 Sea water transport;2019 3rd quarter;96.7;-3.2
1023;501-502 Sea water transport;2019 4th quarter;94.6;-6.5
1024;501-502 Sea water transport;2019;94.4;-1.7
1025;501-502 Sea water transport;2020 1st quarter;96.8;6.2
1026;501-502 Sea water transport;2020 2nd quarter;92.9;-2.6
1027;501-502 Sea water transport;2020 3rd quarter;88.1;-8.9
1028;501-502 Sea water transport;2020 4th quarter;93.1;-1.6
1029;501-502 Sea water transport;2020;92.7;-1.8
1030;501-502 Sea water transport;2021 1st quarter;90.2;-6.8
1031;501-502 Sea water transport;2021 2nd quarter;97.7;5.2
1032;501-502 Sea water transport;2021 3rd quarter;109.4;24.2
1033;501-502 Sea water transport;2021 4rd quarter;121.7;30.7
1034;501-502 Sea water transport;2021;104.8;13.0
1035;501-502 Sea water transport;2022 1st quarter;112.0;24.2
1036;501-502 Sea water transport;2022 2nd quarter;134.4;37.5
1037;501-502 Sea water transport;2022 3rd quarter;143.4;31.1
1038;501-502 Sea water transport;2022 4th quarter;134.3;10.4
1039;501-502 Sea water transport;2022;131.0;25.1
1040;501-502 Sea water transport;2023 1st quarter;117.7;5.1
1041;501-502 Sea water transport;2023 2nd quarter;125.7;-6.4
1042;501-502 Sea water transport;2023 3rd quarter;122.2;-14.8
1043;501-502 Sea water transport;2023 4th quarter;121.7;-9.4
1044;501-502 Sea water transport;2023;121.8;-7.0
1045;503-504 Inland water transport;2005 1st quarter;70.6;
1046;503-504 Inland water transport;2005 2nd quarter;83.2;
1047;503-504 Inland water transport;2005 3rd quarter;88.1;
1048;503-504 Inland water transport;2005 4th quarter;90.2;
1049;503-504 Inland water transport;2005;83.0;
1050;503-504 Inland water transport;2006 1st quarter;85.0;20.4
1051;503-504 Inland water transport;2006 2nd quarter;92.8;11.6
1052;503-504 Inland water transport;2006 3rd quarter;99.0;12.4
1053;503-504 Inland water transport;2006 4th quarter;94.5;4.8
1054;503-504 Inland water transport;2006;92.8;11.8
1055;503-504 Inland water transport;2007 1st quarter;86.7;2.0
1056;503-504 Inland water transport;2007 2nd quarter;101.4;9.3
1057;503-504 Inland water transport;2007 3rd quarter;106.2;7.3
1058;503-504 Inland water transport;2007 4th quarter;106.5;12.7
1059;503-504 Inland water transport;2007;100.2;8.0
1060;503-504 Inland water transport;2008 1st quarter;101.2;16.6
1061;503-504 Inland water transport;2008 2nd quarter;107.4;5.9
1062;503-504 Inland water transport;2008 3rd quarter;110.8;4.3
1063;503-504 Inland water transport;2008 4th quarter;109.0;2.3
1064;503-504 Inland water transport;2008;107.1;6.8
1065;503-504 Inland water transport;2009 1st quarter;81.1;-19.9
1066;503-504 Inland water transport;2009 2nd quarter;86.4;-19.5
1067;503-504 Inland water transport;2009 3rd quarter;91.8;-17.1
1068;503-504 Inland water transport;2009 4th quarter;93.6;-14.1
1069;503-504 Inland water transport;2009;88.2;-17.6
1070;503-504 Inland water transport;2010 1st quarter;78.4;-3.3
1071;503-504 Inland water transport;2010 2nd quarter;89.1;3.1
1072;503-504 Inland water transport;2010 3rd quarter;97.3;6.0
1073;503-504 Inland water transport;2010 4th quarter;95.9;2.5
1074;503-504 Inland water transport;2010;90.2;2.2
1075;503-504 Inland water transport;2011 1st quarter;88.3;12.7
1076;503-504 Inland water transport;2011 2nd quarter;107.8;21.0
1077;503-504 Inland water transport;2011 3rd quarter;102.1;4.9
1078;503-504 Inland water transport;2011 4th quarter;104.8;9.2
1079;503-504 Inland water transport;2011;100.7;11.7
1080;503-504 Inland water transport;2012 1st quarter;87.7;-0.7
1081;503-504 Inland water transport;2012 2nd quarter;96.8;-10.2
1082;503-504 Inland water transport;2012 3rd quarter;96.3;-5.7
1083;503-504 Inland water transport;2012 4th quarter;94.6;-9.7
1084;503-504 Inland water transport;2012;93.8;-6.9
1085;503-504 Inland water transport;2013 1st quarter;83.6;-4.7
1086;503-504 Inland water transport;2013 2nd quarter;94.6;-2.2
1087;503-504 Inland water transport;2013 3rd quarter;96.9;0.7
1088;503-504 Inland water transport;2013 4th quarter;105.4;11.4
1089;503-504 Inland water transport;2013;95.1;1.4
1090;503-504 Inland water transport;2014 1st quarter;87.4;4.6
1091;503-504 Inland water transport;2014 2nd quarter;97.3;2.8
1092;503-504 Inland water transport;2014 3rd quarter;96.1;-0.9
1093;503-504 Inland water transport;2014 4th quarter;104.1;-1.2
1094;503-504 Inland water transport;2014;96.2;1.2
1095;503-504 Inland water transport;2015 1st quarter;85.2;-2.6
1096;503-504 Inland water transport;2015 2nd quarter;97.2;-0.1
1097;503-504 Inland water transport;2015 3rd quarter;105.4;9.7
1098;503-504 Inland water transport;2015 4th quarter;112.3;7.8
1099;503-504 Inland water transport;2015;100.0;3.9
1100;503-504 Inland water transport;2016 1st quarter;86.0;1.0
1101;503-504 Inland water transport;2016 2nd quarter;92.3;-5.1
1102;503-504 Inland water transport;2016 3rd quarter;91.3;-13.4
1103;503-504 Inland water transport;2016 4th quarter;100.2;-10.8
1104;503-504 Inland water transport;2016;92.4;-7.6
1105;503-504 Inland water transport;2017 1st quarter;90.7;5.5
1106;503-504 Inland water transport;2017 2nd quarter;96.6;4.7
1107;503-504 Inland water transport;2017 3rd quarter;97.9;7.2
1108;503-504 Inland water transport;2017 4th quarter;96.3;-3.9
1109;503-504 Inland water transport;2017;95.4;3.2
1110;503-504 Inland water transport;2018 1st quarter;89.2;-1.7
1111;503-504 Inland water transport;2018 2nd quarter;101.5;5.1
1112;503-504 Inland water transport;2018 3rd quarter;116.2;18.7
1113;503-504 Inland water transport;2018 4th quarter;126.9;31.8
1114;503-504 Inland water transport;2018;108.4;13.7
1115;503-504 Inland water transport;2019 1st quarter;98.8;10.8
1116;503-504 Inland water transport;2019 2nd quarter;105.9;4.3
1117;503-504 Inland water transport;2019 3rd quarter;104.2;-10.3
1118;503-504 Inland water transport;2019 4th quarter;102.6;-19.1
1119;503-504 Inland water transport;2019;102.9;-5.1
1120;503-504 Inland water transport;2020 1st quarter;91.4;-7.6
1121;503-504 Inland water transport;2020 2nd quarter;88.3;-16.6
1122;503-504 Inland water transport;2020 3rd quarter;92.4;-11.3
1123;503-504 Inland water transport;2020 4th quarter;95.2;-7.2
1124;503-504 Inland water transport;2020;91.8;-10.8
1125;503-504 Inland water transport;2021 1st quarter;86.0;-5.9
1126;503-504 Inland water transport;2021 2nd quarter;96.1;8.8
1127;503-504 Inland water transport;2021 3rd quarter;99.9;8.2
1128;503-504 Inland water transport;2021 4rd quarter;129.5;36.0
1129;503-504 Inland water transport;2021;102.9;12.0
1130;503-504 Inland water transport;2022 1st quarter;115.3;34.1
1131;503-504 Inland water transport;2022 2nd quarter;142.2;48.1
1132;503-504 Inland water transport;2022 3rd quarter;174.5;74.6
1133;503-504 Inland water transport;2022 4th quarter;156.1;20.6
1134;503-504 Inland water transport;2022;147.0;42.9
1135;503-504 Inland water transport;2023 1st quarter;131.7;14.3
1136;503-504 Inland water transport;2023 2nd quarter;135.0;-5.1
1137;503-504 Inland water transport;2023 3rd quarter;134.7;-22.8
1138;503-504 Inland water transport;2023 4th quarter;143.3;-8.2
1139;503-504 Inland water transport;2023;136.2;-7.4
1140;51 Air transport;2005 1st quarter;66.6;
1141;51 Air transport;2005 2nd quarter;78.9;
1142;51 Air transport;2005 3rd quarter;90.5;
1143;51 Air transport;2005 4th quarter;81.5;
1144;51 Air transport;2005;79.4;
1145;51 Air transport;2006 1st quarter;76.2;14.5
1146;51 Air transport;2006 2nd quarter;88.5;12.1
1147;51 Air transport;2006 3rd quarter;99.0;9.4
1148;51 Air transport;2006 4th quarter;87.4;7.2
1149;51 Air transport;2006;87.8;10.6
1150;51 Air transport;2007 1st quarter;82.5;8.1
1151;51 Air transport;2007 2nd quarter;96.2;8.7
1152;51 Air transport;2007 3rd quarter;105.0;6.1
1153;51 Air transport;2007 4th quarter;91.2;4.4
1154;51 Air transport;2007;93.7;6.8
1155;51 Air transport;2008 1st quarter;84.4;2.3
1156;51 Air transport;2008 2nd quarter;102.8;6.9
1157;51 Air transport;2008 3rd quarter;106.9;1.8
1158;51 Air transport;2008 4th quarter;91.7;0.5
1159;51 Air transport;2008;96.5;2.9
1160;51 Air transport;2009 1st quarter;66.0;-21.8
1161;51 Air transport;2009 2nd quarter;76.2;-25.9
1162;51 Air transport;2009 3rd quarter;89.5;-16.3
1163;51 Air transport;2009 4th quarter;78.9;-13.9
1164;51 Air transport;2009;77.7;-19.5
1165;51 Air transport;2010 1st quarter;68.9;4.4
1166;51 Air transport;2010 2nd quarter;80.8;6.0
1167;51 Air transport;2010 3rd quarter;98.5;10.1
1168;51 Air transport;2010 4th quarter;83.5;5.8
1169;51 Air transport;2010;82.9;6.8
1170;51 Air transport;2011 1st quarter;75.1;9.0
1171;51 Air transport;2011 2nd quarter;89.0;10.2
1172;51 Air transport;2011 3rd quarter;101.7;3.2
1173;51 Air transport;2011 4th quarter;85.8;2.8
1174;51 Air transport;2011;87.9;6.0
1175;51 Air transport;2012 1st quarter;80.4;7.0
1176;51 Air transport;2012 2nd quarter;95.7;7.5
1177;51 Air transport;2012 3rd quarter;110.3;8.4
1178;51 Air transport;2012 4th quarter;92.6;7.9
1179;51 Air transport;2012;94.7;7.8
1180;51 Air transport;2013 1st quarter;83.8;4.2
1181;51 Air transport;2013 2nd quarter;100.1;4.6
1182;51 Air transport;2013 3rd quarter;114.7;4.0
1183;51 Air transport;2013 4th quarter;91.1;-1.6
1184;51 Air transport;2013;97.4;2.8
1185;51 Air transport;2014 1st quarter;82.0;-2.1
1186;51 Air transport;2014 2nd quarter;100.6;0.5
1187;51 Air transport;2014 3rd quarter;114.9;0.2
1188;51 Air transport;2014 4th quarter;92.3;1.3
1189;51 Air transport;2014;97.4;0.0
1190;51 Air transport;2015 1st quarter;82.6;0.7
1191;51 Air transport;2015 2nd quarter;102.6;2.0
1192;51 Air transport;2015 3rd quarter;119.4;3.9
1193;51 Air transport;2015 4th quarter;95.5;3.5
1194;51 Air transport;2015;100.0;2.6
1195;51 Air transport;2016 1st quarter;83.9;1.7
1196;51 Air transport;2016 2nd quarter;99.3;-3.2
1197;51 Air transport;2016 3rd quarter;115.5;-3.3
1198;51 Air transport;2016 4th quarter;91.9;-3.7
1199;51 Air transport;2016;97.7;-2.3
1200;51 Air transport;2017 1st quarter;87.0;3.6
1201;51 Air transport;2017 2nd quarter;104.6;5.3
1202;51 Air transport;2017 3rd quarter;116.9;1.2
1203;51 Air transport;2017 4th quarter;97.0;5.5
1204;51 Air transport;2017;101.3;3.8
1205;51 Air transport;2018 1st quarter;91.6;5.3
1206;51 Air transport;2018 2nd quarter;109.2;4.4
1207;51 Air transport;2018 3rd quarter;122.2;4.5
1208;51 Air transport;2018 4th quarter;102.9;6.1
1209;51 Air transport;2018;106.5;5.0
1210;51 Air transport;2019 1st quarter;91.8;0.3
1211;51 Air transport;2019 2nd quarter;110.9;1.6
1212;51 Air transport;2019 3rd quarter;125.4;2.6
1213;51 Air transport;2019 4th quarter;103.6;0.7
1214;51 Air transport;2019;107.9;1.4
1215;51 Air transport;2020 1st quarter;79.1;-13.8
1216;51 Air transport;2020 2nd quarter;26.5;-76.1
1217;51 Air transport;2020 3rd quarter;47.0;-62.5
1218;51 Air transport;2020 4th quarter;45.5;-56.1
1219;51 Air transport;2020;49.5;-54.1
1220;51 Air transport;2021 1st quarter;38.9;-50.8
1221;51 Air transport;2021 2nd quarter;52.7;99.1
1222;51 Air transport;2021 3rd quarter;80.6;71.5
1223;51 Air transport;2021 4rd quarter;86.0;89.1
1224;51 Air transport;2021;64.6;30.4
1225;51 Air transport;2022 1st quarter;79.4;104.0
1226;51 Air transport;2022 2nd quarter;117.8;123.4
1227;51 Air transport;2022 3rd quarter;136.0;68.7
1228;51 Air transport;2022 4th quarter;115.1;33.9
1229;51 Air transport;2022;112.1;73.6
1230;51 Air transport;2023 1st quarter;106.7;34.3
1231;51 Air transport;2023 2nd quarter;127.3;8.1
1232;51 Air transport;2023 3rd quarter;147.4;8.3
1233;51 Air transport;2023 4th quarter;119.8;4.0
1234;51 Air transport;2023;125.3;11.8
1235;52 Warehousing, services for transport;2005 1st quarter;71.7;
1236;52 Warehousing, services for transport;2005 2nd quarter;77.6;
1237;52 Warehousing, services for transport;2005 3rd quarter;77.9;
1238;52 Warehousing, services for transport;2005 4th quarter;82.3;
1239;52 Warehousing, services for transport;2005;77.4;
1240;52 Warehousing, services for transport;2006 1st quarter;79.2;10.4
1241;52 Warehousing, services for transport;2006 2nd quarter;85.0;9.6
1242;52 Warehousing, services for transport;2006 3rd quarter;81.1;4.1
1243;52 Warehousing, services for transport;2006 4th quarter;88.7;7.7
1244;52 Warehousing, services for transport;2006;83.5;7.9
1245;52 Warehousing, services for transport;2007 1st quarter;86.2;8.9
1246;52 Warehousing, services for transport;2007 2nd quarter;91.6;7.7
1247;52 Warehousing, services for transport;2007 3rd quarter;93.4;15.2
1248;52 Warehousing, services for transport;2007 4th quarter;100.2;13.1
1249;52 Warehousing, services for transport;2007;92.9;11.2
1250;52 Warehousing, services for transport;2008 1st quarter;90.9;5.4
1251;52 Warehousing, services for transport;2008 2nd quarter;96.4;5.3
1252;52 Warehousing, services for transport;2008 3rd quarter;96.7;3.5
1253;52 Warehousing, services for transport;2008 4th quarter;96.2;-4.0
1254;52 Warehousing, services for transport;2008;95.1;2.4
1255;52 Warehousing, services for transport;2009 1st quarter;81.7;-10.1
1256;52 Warehousing, services for transport;2009 2nd quarter;82.6;-14.3
1257;52 Warehousing, services for transport;2009 3rd quarter;82.4;-14.8
1258;52 Warehousing, services for transport;2009 4th quarter;84.1;-12.6
1259;52 Warehousing, services for transport;2009;82.7;-13.0
1260;52 Warehousing, services for transport;2010 1st quarter;81.3;-0.5
1261;52 Warehousing, services for transport;2010 2nd quarter;86.7;5.0
1262;52 Warehousing, services for transport;2010 3rd quarter;90.2;9.5
1263;52 Warehousing, services for transport;2010 4th quarter;91.2;8.4
1264;52 Warehousing, services for transport;2010;87.4;5.6
1265;52 Warehousing, services for transport;2011 1st quarter;87.5;7.6
1266;52 Warehousing, services for transport;2011 2nd quarter;92.7;6.9
1267;52 Warehousing, services for transport;2011 3rd quarter;92.7;2.8
1268;52 Warehousing, services for transport;2011 4th quarter;95.3;4.5
1269;52 Warehousing, services for transport;2011;92.1;5.4
1270;52 Warehousing, services for transport;2012 1st quarter;90.5;3.4
1271;52 Warehousing, services for transport;2012 2nd quarter;95.9;3.5
1272;52 Warehousing, services for transport;2012 3rd quarter;95.2;2.7
1273;52 Warehousing, services for transport;2012 4th quarter;95.6;0.4
1274;52 Warehousing, services for transport;2012;94.3;2.4
1275;52 Warehousing, services for transport;2013 1st quarter;91.4;1.0
1276;52 Warehousing, services for transport;2013 2nd quarter;95.1;-0.9
1277;52 Warehousing, services for transport;2013 3rd quarter;96.5;1.4
1278;52 Warehousing, services for transport;2013 4th quarter;97.3;1.8
1279;52 Warehousing, services for transport;2013;95.1;0.8
1280;52 Warehousing, services for transport;2014 1st quarter;91.7;0.4
1281;52 Warehousing, services for transport;2014 2nd quarter;97.6;2.7
1282;52 Warehousing, services for transport;2014 3rd quarter;99.7;3.3
1283;52 Warehousing, services for transport;2014 4th quarter;101.3;4.1
1284;52 Warehousing, services for transport;2014;97.6;2.6
1285;52 Warehousing, services for transport;2015 1st quarter;95.6;4.3
1286;52 Warehousing, services for transport;2015 2nd quarter;99.1;1.5
1287;52 Warehousing, services for transport;2015 3rd quarter;100.8;1.1
1288;52 Warehousing, services for transport;2015 4th quarter;104.5;3.2
1289;52 Warehousing, services for transport;2015;100.0;2.5
1290;52 Warehousing, services for transport;2016 1st quarter;94.8;-0.8
1291;52 Warehousing, services for transport;2016 2nd quarter;98.3;-0.8
1292;52 Warehousing, services for transport;2016 3rd quarter;98.8;-2.0
1293;52 Warehousing, services for transport;2016 4th quarter;104.9;0.4
1294;52 Warehousing, services for transport;2016;99.2;-0.8
1295;52 Warehousing, services for transport;2017 1st quarter;98.3;3.7
1296;52 Warehousing, services for transport;2017 2nd quarter;102.5;4.2
1297;52 Warehousing, services for transport;2017 3rd quarter;104.1;5.3
1298;52 Warehousing, services for transport;2017 4th quarter;110.7;5.5
1299;52 Warehousing, services for transport;2017;103.9;4.7
1300;52 Warehousing, services for transport;2018 1st quarter;102.7;4.5
1301;52 Warehousing, services for transport;2018 2nd quarter;107.0;4.5
1302;52 Warehousing, services for transport;2018 3rd quarter;109.7;5.4
1303;52 Warehousing, services for transport;2018 4th quarter;115.7;4.5
1304;52 Warehousing, services for transport;2018;108.8;4.7
1305;52 Warehousing, services for transport;2019 1st quarter;106.6;3.8
1306;52 Warehousing, services for transport;2019 2nd quarter;109.6;2.4
1307;52 Warehousing, services for transport;2019 3rd quarter;110.5;0.7
1308;52 Warehousing, services for transport;2019 4th quarter;115.2;-0.4
1309;52 Warehousing, services for transport;2019;110.5;1.6
1310;52 Warehousing, services for transport;2020 1st quarter;105.3;-1.2
1311;52 Warehousing, services for transport;2020 2nd quarter;98.5;-10.1
1312;52 Warehousing, services for transport;2020 3rd quarter;104.1;-5.8
1313;52 Warehousing, services for transport;2020 4th quarter;114.7;-0.4
1314;52 Warehousing, services for transport;2020;105.7;-4.3
1315;52 Warehousing, services for transport;2021 1st quarter;109.6;4.0
1316;52 Warehousing, services for transport;2021 2nd quarter;119.6;21.4
1317;52 Warehousing, services for transport;2021 3rd quarter;129.9;24.8
1318;52 Warehousing, services for transport;2021 4rd quarter;150.2;30.9
1319;52 Warehousing, services for transport;2021;127.3;20.5
1320;52 Warehousing, services for transport;2022 1st quarter;144.2;31.6
1321;52 Warehousing, services for transport;2022 2nd quarter;156.9;31.1
1322;52 Warehousing, services for transport;2022 3rd quarter;161.4;24.3
1323;52 Warehousing, services for transport;2022 4th quarter;159.5;6.2
1324;52 Warehousing, services for transport;2022;155.5;22.1
1325;52 Warehousing, services for transport;2023 1st quarter;135.3;-6.2
1326;52 Warehousing, services for transport;2023 2nd quarter;134.3;-14.4
1327;52 Warehousing, services for transport;2023 3rd quarter;130.6;-19.1
1328;52 Warehousing, services for transport;2023 4th quarter;138.1;-13.4
1329;52 Warehousing, services for transport;2023;134.6;-13.5
1330;521 Warehousing and storage;2005 1st quarter;70.5;
1331;521 Warehousing and storage;2005 2nd quarter;73.1;
1332;521 Warehousing and storage;2005 3rd quarter;76.2;
1333;521 Warehousing and storage;2005 4th quarter;88.1;
1334;521 Warehousing and storage;2005;77.0;
1335;521 Warehousing and storage;2006 1st quarter;80.9;14.9
1336;521 Warehousing and storage;2006 2nd quarter;84.7;15.9
1337;521 Warehousing and storage;2006 3rd quarter;84.5;10.9
1338;521 Warehousing and storage;2006 4th quarter;94.4;7.2
1339;521 Warehousing and storage;2006;86.1;11.9
1340;521 Warehousing and storage;2007 1st quarter;86.8;7.3
1341;521 Warehousing and storage;2007 2nd quarter;87.1;2.9
1342;521 Warehousing and storage;2007 3rd quarter;79.0;-6.5
1343;521 Warehousing and storage;2007 4th quarter;85.8;-9.1
1344;521 Warehousing and storage;2007;84.7;-1.7
1345;521 Warehousing and storage;2008 1st quarter;86.6;-0.3
1346;521 Warehousing and storage;2008 2nd quarter;89.1;2.3
1347;521 Warehousing and storage;2008 3rd quarter;84.4;6.8
1348;521 Warehousing and storage;2008 4th quarter;93.7;9.3
1349;521 Warehousing and storage;2008;88.5;4.5
1350;521 Warehousing and storage;2009 1st quarter;82.3;-4.9
1351;521 Warehousing and storage;2009 2nd quarter;89.4;0.4
1352;521 Warehousing and storage;2009 3rd quarter;88.2;4.5
1353;521 Warehousing and storage;2009 4th quarter;90.8;-3.1
1354;521 Warehousing and storage;2009;87.7;-0.9
1355;521 Warehousing and storage;2010 1st quarter;86.0;4.5
1356;521 Warehousing and storage;2010 2nd quarter;88.2;-1.4
1357;521 Warehousing and storage;2010 3rd quarter;91.9;4.2
1358;521 Warehousing and storage;2010 4th quarter;93.0;2.4
1359;521 Warehousing and storage;2010;89.8;2.4
1360;521 Warehousing and storage;2011 1st quarter;92.4;7.4
1361;521 Warehousing and storage;2011 2nd quarter;95.3;8.1
1362;521 Warehousing and storage;2011 3rd quarter;93.2;1.4
1363;521 Warehousing and storage;2011 4th quarter;96.2;3.5
1364;521 Warehousing and storage;2011;94.3;5.0
1365;521 Warehousing and storage;2012 1st quarter;93.8;1.5
1366;521 Warehousing and storage;2012 2nd quarter;95.6;0.3
1367;521 Warehousing and storage;2012 3rd quarter;88.1;-5.4
1368;521 Warehousing and storage;2012 4th quarter;93.1;-3.2
1369;521 Warehousing and storage;2012;92.6;-1.7
1370;521 Warehousing and storage;2013 1st quarter;91.2;-2.8
1371;521 Warehousing and storage;2013 2nd quarter;93.5;-2.1
1372;521 Warehousing and storage;2013 3rd quarter;94.5;7.2
1373;521 Warehousing and storage;2013 4th quarter;100.3;7.6
1374;521 Warehousing and storage;2013;94.9;2.4
1375;521 Warehousing and storage;2014 1st quarter;97.7;7.2
1376;521 Warehousing and storage;2014 2nd quarter;101.9;9.0
1377;521 Warehousing and storage;2014 3rd quarter;101.1;7.0
1378;521 Warehousing and storage;2014 4th quarter;103.8;3.5
1379;521 Warehousing and storage;2014;101.1;6.6
1380;521 Warehousing and storage;2015 1st quarter;99.1;1.4
1381;521 Warehousing and storage;2015 2nd quarter;99.5;-2.4
1382;521 Warehousing and storage;2015 3rd quarter;99.0;-2.1
1383;521 Warehousing and storage;2015 4th quarter;102.4;-1.3
1384;521 Warehousing and storage;2015;100.0;-1.1
1385;521 Warehousing and storage;2016 1st quarter;97.1;-2.0
1386;521 Warehousing and storage;2016 2nd quarter;99.0;-0.5
1387;521 Warehousing and storage;2016 3rd quarter;96.3;-2.7
1388;521 Warehousing and storage;2016 4th quarter;101.8;-0.6
1389;521 Warehousing and storage;2016;98.6;-1.4
1390;521 Warehousing and storage;2017 1st quarter;98.2;1.2
1391;521 Warehousing and storage;2017 2nd quarter;100.4;1.4
1392;521 Warehousing and storage;2017 3rd quarter;101.7;5.6
1393;521 Warehousing and storage;2017 4th quarter;113.5;11.4
1394;521 Warehousing and storage;2017;103.4;5.0
1395;521 Warehousing and storage;2018 1st quarter;106.5;8.5
1396;521 Warehousing and storage;2018 2nd quarter;108.3;7.9
1397;521 Warehousing and storage;2018 3rd quarter;107.9;6.1
1398;521 Warehousing and storage;2018 4th quarter;118.8;4.7
1399;521 Warehousing and storage;2018;110.4;6.7
1400;521 Warehousing and storage;2019 1st quarter;109.4;2.7
1401;521 Warehousing and storage;2019 2nd quarter;110.2;1.8
1402;521 Warehousing and storage;2019 3rd quarter;110.1;2.0
1403;521 Warehousing and storage;2019 4th quarter;117.5;-1.1
1404;521 Warehousing and storage;2019;111.8;1.3
1405;521 Warehousing and storage;2020 1st quarter;110.8;1.3
1406;521 Warehousing and storage;2020 2nd quarter;101.5;-7.9
1407;521 Warehousing and storage;2020 3rd quarter;103.3;-6.2
1408;521 Warehousing and storage;2020 4th quarter;117.9;0.3
1409;521 Warehousing and storage;2020;108.4;-3.1
1410;521 Warehousing and storage;2021 1st quarter;111.5;0.6
1411;521 Warehousing and storage;2021 2nd quarter;113.9;12.2
1412;521 Warehousing and storage;2021 3rd quarter;115.7;12.0
1413;521 Warehousing and storage;2021 4rd quarter;132.1;12.1
1414;521 Warehousing and storage;2021;118.3;9.1
1415;521 Warehousing and storage;2022 1st quarter;121.7;9.2
1416;521 Warehousing and storage;2022 2nd quarter;130.2;14.3
1417;521 Warehousing and storage;2022 3rd quarter;126.1;9.1
1418;521 Warehousing and storage;2022 4th quarter;135.0;2.2
1419;521 Warehousing and storage;2022;128.3;8.4
1420;521 Warehousing and storage;2023 1st quarter;127.4;4.7
1421;521 Warehousing and storage;2023 2nd quarter;129.1;-0.9
1422;521 Warehousing and storage;2023 3rd quarter;131.1;3.9
1423;521 Warehousing and storage;2023 4th quarter;141.9;5.1
1424;521 Warehousing and storage;2023;132.4;3.2
1425;522 Services activities for transport;2005 1st quarter;72.0;
1426;522 Services activities for transport;2005 2nd quarter;78.4;
1427;522 Services activities for transport;2005 3rd quarter;78.2;
1428;522 Services activities for transport;2005 4th quarter;81.2;
1429;522 Services activities for transport;2005;77.4;
1430;522 Services activities for transport;2006 1st quarter;78.9;9.6
1431;522 Services activities for transport;2006 2nd quarter;85.1;8.5
1432;522 Services activities for transport;2006 3rd quarter;80.4;2.9
1433;522 Services activities for transport;2006 4th quarter;87.6;7.8
1434;522 Services activities for transport;2006;83.0;7.2
1435;522 Services activities for transport;2007 1st quarter;86.1;9.2
1436;522 Services activities for transport;2007 2nd quarter;92.4;8.6
1437;522 Services activities for transport;2007 3rd quarter;96.2;19.6
1438;522 Services activities for transport;2007 4th quarter;103.0;17.6
1439;522 Services activities for transport;2007;94.4;13.8
1440;522 Services activities for transport;2008 1st quarter;91.7;6.5
1441;522 Services activities for transport;2008 2nd quarter;97.8;5.8
1442;522 Services activities for transport;2008 3rd quarter;99.0;3.0
1443;522 Services activities for transport;2008 4th quarter;96.7;-6.1
1444;522 Services activities for transport;2008;96.3;2.0
1445;522 Services activities for transport;2009 1st quarter;81.6;-11.0
1446;522 Services activities for transport;2009 2nd quarter;81.3;-16.9
1447;522 Services activities for transport;2009 3rd quarter;81.3;-17.9
1448;522 Services activities for transport;2009 4th quarter;82.9;-14.3
1449;522 Services activities for transport;2009;81.8;-15.1
1450;522 Services activities for transport;2010 1st quarter;80.4;-1.4
1451;522 Services activities for transport;2010 2nd quarter;86.4;6.3
1452;522 Services activities for transport;2010 3rd quarter;89.9;10.6
