ID;Geslacht;Leeftijd;Herkomstland;VerblijfsduurInNederland;Perioden;BevolkingGeborenBuitenNederland_1
304;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);37 jaar;2023;3721
305;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);37 jaar;2024;4233
306;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);38 jaar;2022;3487
307;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);38 jaar;2023;3365
308;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);38 jaar;2024;3653
309;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);39 jaar;2022;3753
310;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);39 jaar;2023;3440
311;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);39 jaar;2024;3303
312;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);40 jaar;2022;3788
313;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);40 jaar;2023;3687
314;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);40 jaar;2024;3393
315;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);41 jaar;2022;4022
316;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);41 jaar;2023;3723
317;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);41 jaar;2024;3610
318;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);42 jaar;2022;4033
319;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);42 jaar;2023;3949
320;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);42 jaar;2024;3657
321;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);43 jaar;2022;4178
322;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);43 jaar;2023;3942
323;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);43 jaar;2024;3876
324;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);44 jaar;2022;4251
325;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);44 jaar;2023;4104
326;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);44 jaar;2024;3855
327;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);45 jaar;2022;4281
328;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);45 jaar;2023;4167
329;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);45 jaar;2024;4020
330;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);46 jaar;2022;4790
331;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);46 jaar;2023;4207
332;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);46 jaar;2024;4084
333;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);47 jaar;2022;4487
334;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);47 jaar;2023;4694
335;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);47 jaar;2024;4116
336;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);48 jaar;2022;4396
337;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);48 jaar;2023;4386
338;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);48 jaar;2024;4620
339;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);49 jaar;2022;4174
340;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);49 jaar;2023;4292
341;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);49 jaar;2024;4278
342;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);50 jaar;2022;4792
343;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);50 jaar;2023;4058
344;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);50 jaar;2024;4199
345;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);51 jaar;2022;4299
346;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);51 jaar;2023;4658
347;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);51 jaar;2024;3967
348;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);52 jaar;2022;4051
349;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);52 jaar;2023;4154
350;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);52 jaar;2024;4538
351;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);53 jaar;2022;3371
352;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);53 jaar;2023;3926
353;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);53 jaar;2024;4020
354;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);54 jaar;2022;2618
355;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);54 jaar;2023;3263
356;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);54 jaar;2024;3820
357;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);55 jaar;2022;2721
358;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);55 jaar;2023;2540
359;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);55 jaar;2024;3169
360;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);56 jaar;2022;2397
361;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);56 jaar;2023;2627
362;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);56 jaar;2024;2457
363;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);57 jaar;2022;2164
364;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);57 jaar;2023;2307
365;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);57 jaar;2024;2539
366;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);58 jaar;2022;1702
367;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);58 jaar;2023;2063
368;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);58 jaar;2024;2191
369;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);59 jaar;2022;1495
370;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);59 jaar;2023;1613
371;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);59 jaar;2024;1968
372;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);60 jaar of meer;2022;16516
373;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);60 jaar of meer;2023;16817
374;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);60 jaar of meer;2024;17247
375;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Onbekend;2022;1782
376;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Onbekend;2023;1699
377;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Onbekend;2024;1620
378;Totaal mannen en vrouwen;Totaal;Buiten Europa;Totaal;2022;1675588
379;Totaal mannen en vrouwen;Totaal;Buiten Europa;Totaal;2023;1764422
380;Totaal mannen en vrouwen;Totaal;Buiten Europa;Totaal;2024;1846252
381;Totaal mannen en vrouwen;Totaal;Buiten Europa;Minder dan 1 jaar;2022;107494
382;Totaal mannen en vrouwen;Totaal;Buiten Europa;Minder dan 1 jaar;2023;139224
383;Totaal mannen en vrouwen;Totaal;Buiten Europa;Minder dan 1 jaar;2024;139649
384;Totaal mannen en vrouwen;Totaal;Buiten Europa;1 jaar;2022;71259
385;Totaal mannen en vrouwen;Totaal;Buiten Europa;1 jaar;2023;96314
386;Totaal mannen en vrouwen;Totaal;Buiten Europa;1 jaar;2024;122441
387;Totaal mannen en vrouwen;Totaal;Buiten Europa;2 jaar;2022;83674
388;Totaal mannen en vrouwen;Totaal;Buiten Europa;2 jaar;2023;65661
389;Totaal mannen en vrouwen;Totaal;Buiten Europa;2 jaar;2024;88513
390;Totaal mannen en vrouwen;Totaal;Buiten Europa;3 jaar;2022;68644
391;Totaal mannen en vrouwen;Totaal;Buiten Europa;3 jaar;2023;78074
392;Totaal mannen en vrouwen;Totaal;Buiten Europa;3 jaar;2024;61449
393;Totaal mannen en vrouwen;Totaal;Buiten Europa;4 jaar;2022;69052
394;Totaal mannen en vrouwen;Totaal;Buiten Europa;4 jaar;2023;65296
395;Totaal mannen en vrouwen;Totaal;Buiten Europa;4 jaar;2024;74263
396;Totaal mannen en vrouwen;Totaal;Buiten Europa;5 jaar;2022;74472
397;Totaal mannen en vrouwen;Totaal;Buiten Europa;5 jaar;2023;66637
398;Totaal mannen en vrouwen;Totaal;Buiten Europa;5 jaar;2024;62590
399;Totaal mannen en vrouwen;Totaal;Buiten Europa;6 jaar;2022;59072
400;Totaal mannen en vrouwen;Totaal;Buiten Europa;6 jaar;2023;72672
401;Totaal mannen en vrouwen;Totaal;Buiten Europa;6 jaar;2024;64762
402;Totaal mannen en vrouwen;Totaal;Buiten Europa;7 jaar;2022;41552
403;Totaal mannen en vrouwen;Totaal;Buiten Europa;7 jaar;2023;57663
404;Totaal mannen en vrouwen;Totaal;Buiten Europa;7 jaar;2024;71035
405;Totaal mannen en vrouwen;Totaal;Buiten Europa;8 jaar;2022;32624
406;Totaal mannen en vrouwen;Totaal;Buiten Europa;8 jaar;2023;40454
407;Totaal mannen en vrouwen;Totaal;Buiten Europa;8 jaar;2024;56460
408;Totaal mannen en vrouwen;Totaal;Buiten Europa;9 jaar;2022;27232
409;Totaal mannen en vrouwen;Totaal;Buiten Europa;9 jaar;2023;31817
410;Totaal mannen en vrouwen;Totaal;Buiten Europa;9 jaar;2024;39540
411;Totaal mannen en vrouwen;Totaal;Buiten Europa;10 jaar;2022;29963
412;Totaal mannen en vrouwen;Totaal;Buiten Europa;10 jaar;2023;26647
413;Totaal mannen en vrouwen;Totaal;Buiten Europa;10 jaar;2024;31084
414;Totaal mannen en vrouwen;Totaal;Buiten Europa;11 jaar;2022;29389
415;Totaal mannen en vrouwen;Totaal;Buiten Europa;11 jaar;2023;29381
416;Totaal mannen en vrouwen;Totaal;Buiten Europa;11 jaar;2024;26132
417;Totaal mannen en vrouwen;Totaal;Buiten Europa;12 jaar;2022;29221
418;Totaal mannen en vrouwen;Totaal;Buiten Europa;12 jaar;2023;28860
419;Totaal mannen en vrouwen;Totaal;Buiten Europa;12 jaar;2024;28866
420;Totaal mannen en vrouwen;Totaal;Buiten Europa;13 jaar;2022;27785
421;Totaal mannen en vrouwen;Totaal;Buiten Europa;13 jaar;2023;28691
422;Totaal mannen en vrouwen;Totaal;Buiten Europa;13 jaar;2024;28394
423;Totaal mannen en vrouwen;Totaal;Buiten Europa;14 jaar;2022;21558
424;Totaal mannen en vrouwen;Totaal;Buiten Europa;14 jaar;2023;27389
425;Totaal mannen en vrouwen;Totaal;Buiten Europa;14 jaar;2024;28249
426;Totaal mannen en vrouwen;Totaal;Buiten Europa;15 jaar;2022;19957
427;Totaal mannen en vrouwen;Totaal;Buiten Europa;15 jaar;2023;21256
428;Totaal mannen en vrouwen;Totaal;Buiten Europa;15 jaar;2024;26992
429;Totaal mannen en vrouwen;Totaal;Buiten Europa;16 jaar;2022;19999
430;Totaal mannen en vrouwen;Totaal;Buiten Europa;16 jaar;2023;19698
431;Totaal mannen en vrouwen;Totaal;Buiten Europa;16 jaar;2024;20959
432;Totaal mannen en vrouwen;Totaal;Buiten Europa;17 jaar;2022;21691
433;Totaal mannen en vrouwen;Totaal;Buiten Europa;17 jaar;2023;19747
434;Totaal mannen en vrouwen;Totaal;Buiten Europa;17 jaar;2024;19440
435;Totaal mannen en vrouwen;Totaal;Buiten Europa;18 jaar;2022;26214
436;Totaal mannen en vrouwen;Totaal;Buiten Europa;18 jaar;2023;21437
437;Totaal mannen en vrouwen;Totaal;Buiten Europa;18 jaar;2024;19526
438;Totaal mannen en vrouwen;Totaal;Buiten Europa;19 jaar;2022;28921
439;Totaal mannen en vrouwen;Totaal;Buiten Europa;19 jaar;2023;25923
440;Totaal mannen en vrouwen;Totaal;Buiten Europa;19 jaar;2024;21207
441;Totaal mannen en vrouwen;Totaal;Buiten Europa;20 jaar;2022;32775
442;Totaal mannen en vrouwen;Totaal;Buiten Europa;20 jaar;2023;28548
443;Totaal mannen en vrouwen;Totaal;Buiten Europa;20 jaar;2024;25622
444;Totaal mannen en vrouwen;Totaal;Buiten Europa;21 jaar;2022;33294
445;Totaal mannen en vrouwen;Totaal;Buiten Europa;21 jaar;2023;32398
446;Totaal mannen en vrouwen;Totaal;Buiten Europa;21 jaar;2024;28258
447;Totaal mannen en vrouwen;Totaal;Buiten Europa;22 jaar;2022;28329
448;Totaal mannen en vrouwen;Totaal;Buiten Europa;22 jaar;2023;32930
449;Totaal mannen en vrouwen;Totaal;Buiten Europa;22 jaar;2024;32025
450;Totaal mannen en vrouwen;Totaal;Buiten Europa;23 jaar;2022;30114
451;Totaal mannen en vrouwen;Totaal;Buiten Europa;23 jaar;2023;28030
452;Totaal mannen en vrouwen;Totaal;Buiten Europa;23 jaar;2024;32596
453;Totaal mannen en vrouwen;Totaal;Buiten Europa;24 jaar;2022;27201
454;Totaal mannen en vrouwen;Totaal;Buiten Europa;24 jaar;2023;29794
455;Totaal mannen en vrouwen;Totaal;Buiten Europa;24 jaar;2024;27757
456;Totaal mannen en vrouwen;Totaal;Buiten Europa;25 jaar;2022;26709
457;Totaal mannen en vrouwen;Totaal;Buiten Europa;25 jaar;2023;26939
458;Totaal mannen en vrouwen;Totaal;Buiten Europa;25 jaar;2024;29480
459;Totaal mannen en vrouwen;Totaal;Buiten Europa;26 jaar;2022;20572
460;Totaal mannen en vrouwen;Totaal;Buiten Europa;26 jaar;2023;26429
461;Totaal mannen en vrouwen;Totaal;Buiten Europa;26 jaar;2024;26675
462;Totaal mannen en vrouwen;Totaal;Buiten Europa;27 jaar;2022;19143
463;Totaal mannen en vrouwen;Totaal;Buiten Europa;27 jaar;2023;20345
464;Totaal mannen en vrouwen;Totaal;Buiten Europa;27 jaar;2024;26177
465;Totaal mannen en vrouwen;Totaal;Buiten Europa;28 jaar;2022;25729
466;Totaal mannen en vrouwen;Totaal;Buiten Europa;28 jaar;2023;18937
467;Totaal mannen en vrouwen;Totaal;Buiten Europa;28 jaar;2024;20146
468;Totaal mannen en vrouwen;Totaal;Buiten Europa;29 jaar;2022;25272
469;Totaal mannen en vrouwen;Totaal;Buiten Europa;29 jaar;2023;25468
470;Totaal mannen en vrouwen;Totaal;Buiten Europa;29 jaar;2024;18764
471;Totaal mannen en vrouwen;Totaal;Buiten Europa;30 jaar;2022;26671
472;Totaal mannen en vrouwen;Totaal;Buiten Europa;30 jaar;2023;25037
473;Totaal mannen en vrouwen;Totaal;Buiten Europa;30 jaar;2024;25250
474;Totaal mannen en vrouwen;Totaal;Buiten Europa;31 jaar;2022;27546
475;Totaal mannen en vrouwen;Totaal;Buiten Europa;31 jaar;2023;26393
476;Totaal mannen en vrouwen;Totaal;Buiten Europa;31 jaar;2024;24823
477;Totaal mannen en vrouwen;Totaal;Buiten Europa;32 jaar;2022;23265
478;Totaal mannen en vrouwen;Totaal;Buiten Europa;32 jaar;2023;27270
479;Totaal mannen en vrouwen;Totaal;Buiten Europa;32 jaar;2024;26122
480;Totaal mannen en vrouwen;Totaal;Buiten Europa;33 jaar;2022;21522
481;Totaal mannen en vrouwen;Totaal;Buiten Europa;33 jaar;2023;23031
482;Totaal mannen en vrouwen;Totaal;Buiten Europa;33 jaar;2024;27012
483;Totaal mannen en vrouwen;Totaal;Buiten Europa;34 jaar;2022;20900
484;Totaal mannen en vrouwen;Totaal;Buiten Europa;34 jaar;2023;21325
485;Totaal mannen en vrouwen;Totaal;Buiten Europa;34 jaar;2024;22831
486;Totaal mannen en vrouwen;Totaal;Buiten Europa;35 jaar;2022;19356
487;Totaal mannen en vrouwen;Totaal;Buiten Europa;35 jaar;2023;20680
488;Totaal mannen en vrouwen;Totaal;Buiten Europa;35 jaar;2024;21124
489;Totaal mannen en vrouwen;Totaal;Buiten Europa;36 jaar;2022;16155
490;Totaal mannen en vrouwen;Totaal;Buiten Europa;36 jaar;2023;19158
491;Totaal mannen en vrouwen;Totaal;Buiten Europa;36 jaar;2024;20468
492;Totaal mannen en vrouwen;Totaal;Buiten Europa;37 jaar;2022;12530
493;Totaal mannen en vrouwen;Totaal;Buiten Europa;37 jaar;2023;15982
494;Totaal mannen en vrouwen;Totaal;Buiten Europa;37 jaar;2024;18967
495;Totaal mannen en vrouwen;Totaal;Buiten Europa;38 jaar;2022;12282
496;Totaal mannen en vrouwen;Totaal;Buiten Europa;38 jaar;2023;12394
497;Totaal mannen en vrouwen;Totaal;Buiten Europa;38 jaar;2024;15785
498;Totaal mannen en vrouwen;Totaal;Buiten Europa;39 jaar;2022;13743
499;Totaal mannen en vrouwen;Totaal;Buiten Europa;39 jaar;2023;12145
500;Totaal mannen en vrouwen;Totaal;Buiten Europa;39 jaar;2024;12269
501;Totaal mannen en vrouwen;Totaal;Buiten Europa;40 jaar;2022;17495
502;Totaal mannen en vrouwen;Totaal;Buiten Europa;40 jaar;2023;13583
503;Totaal mannen en vrouwen;Totaal;Buiten Europa;40 jaar;2024;12019
504;Totaal mannen en vrouwen;Totaal;Buiten Europa;41 jaar;2022;32039
505;Totaal mannen en vrouwen;Totaal;Buiten Europa;41 jaar;2023;17286
506;Totaal mannen en vrouwen;Totaal;Buiten Europa;41 jaar;2024;13450
507;Totaal mannen en vrouwen;Totaal;Buiten Europa;42 jaar;2022;28632
508;Totaal mannen en vrouwen;Totaal;Buiten Europa;42 jaar;2023;31649
509;Totaal mannen en vrouwen;Totaal;Buiten Europa;42 jaar;2024;17112
510;Totaal mannen en vrouwen;Totaal;Buiten Europa;43 jaar;2022;19531
511;Totaal mannen en vrouwen;Totaal;Buiten Europa;43 jaar;2023;28231
512;Totaal mannen en vrouwen;Totaal;Buiten Europa;43 jaar;2024;31253
513;Totaal mannen en vrouwen;Totaal;Buiten Europa;44 jaar;2022;16030
514;Totaal mannen en vrouwen;Totaal;Buiten Europa;44 jaar;2023;19282
515;Totaal mannen en vrouwen;Totaal;Buiten Europa;44 jaar;2024;27853
516;Totaal mannen en vrouwen;Totaal;Buiten Europa;45 jaar;2022;15838
517;Totaal mannen en vrouwen;Totaal;Buiten Europa;45 jaar;2023;15814
518;Totaal mannen en vrouwen;Totaal;Buiten Europa;45 jaar;2024;19007
519;Totaal mannen en vrouwen;Totaal;Buiten Europa;46 jaar;2022;33129
520;Totaal mannen en vrouwen;Totaal;Buiten Europa;46 jaar;2023;15559
521;Totaal mannen en vrouwen;Totaal;Buiten Europa;46 jaar;2024;15581
522;Totaal mannen en vrouwen;Totaal;Buiten Europa;47 jaar;2022;17685
523;Totaal mannen en vrouwen;Totaal;Buiten Europa;47 jaar;2023;32516
524;Totaal mannen en vrouwen;Totaal;Buiten Europa;47 jaar;2024;15321
525;Totaal mannen en vrouwen;Totaal;Buiten Europa;48 jaar;2022;12836
526;Totaal mannen en vrouwen;Totaal;Buiten Europa;48 jaar;2023;17338
527;Totaal mannen en vrouwen;Totaal;Buiten Europa;48 jaar;2024;31892
528;Totaal mannen en vrouwen;Totaal;Buiten Europa;49 jaar;2022;10302
529;Totaal mannen en vrouwen;Totaal;Buiten Europa;49 jaar;2023;12562
530;Totaal mannen en vrouwen;Totaal;Buiten Europa;49 jaar;2024;17016
531;Totaal mannen en vrouwen;Totaal;Buiten Europa;50 jaar;2022;10710
532;Totaal mannen en vrouwen;Totaal;Buiten Europa;50 jaar;2023;10103
533;Totaal mannen en vrouwen;Totaal;Buiten Europa;50 jaar;2024;12311
534;Totaal mannen en vrouwen;Totaal;Buiten Europa;51 jaar;2022;9760
535;Totaal mannen en vrouwen;Totaal;Buiten Europa;51 jaar;2023;10443
536;Totaal mannen en vrouwen;Totaal;Buiten Europa;51 jaar;2024;9922
537;Totaal mannen en vrouwen;Totaal;Buiten Europa;52 jaar;2022;6708
538;Totaal mannen en vrouwen;Totaal;Buiten Europa;52 jaar;2023;9434
539;Totaal mannen en vrouwen;Totaal;Buiten Europa;52 jaar;2024;10168
540;Totaal mannen en vrouwen;Totaal;Buiten Europa;53 jaar;2022;5053
541;Totaal mannen en vrouwen;Totaal;Buiten Europa;53 jaar;2023;6455
542;Totaal mannen en vrouwen;Totaal;Buiten Europa;53 jaar;2024;9141
543;Totaal mannen en vrouwen;Totaal;Buiten Europa;54 jaar;2022;3929
544;Totaal mannen en vrouwen;Totaal;Buiten Europa;54 jaar;2023;4891
545;Totaal mannen en vrouwen;Totaal;Buiten Europa;54 jaar;2024;6221
546;Totaal mannen en vrouwen;Totaal;Buiten Europa;55 jaar;2022;6147
547;Totaal mannen en vrouwen;Totaal;Buiten Europa;55 jaar;2023;3806
548;Totaal mannen en vrouwen;Totaal;Buiten Europa;55 jaar;2024;4708
549;Totaal mannen en vrouwen;Totaal;Buiten Europa;56 jaar;2022;5643
550;Totaal mannen en vrouwen;Totaal;Buiten Europa;56 jaar;2023;5913
551;Totaal mannen en vrouwen;Totaal;Buiten Europa;56 jaar;2024;3706
552;Totaal mannen en vrouwen;Totaal;Buiten Europa;57 jaar;2022;4118
553;Totaal mannen en vrouwen;Totaal;Buiten Europa;57 jaar;2023;5435
554;Totaal mannen en vrouwen;Totaal;Buiten Europa;57 jaar;2024;5688
555;Totaal mannen en vrouwen;Totaal;Buiten Europa;58 jaar;2022;2859
556;Totaal mannen en vrouwen;Totaal;Buiten Europa;58 jaar;2023;3993
557;Totaal mannen en vrouwen;Totaal;Buiten Europa;58 jaar;2024;5238
558;Totaal mannen en vrouwen;Totaal;Buiten Europa;59 jaar;2022;7158
559;Totaal mannen en vrouwen;Totaal;Buiten Europa;59 jaar;2023;2781
560;Totaal mannen en vrouwen;Totaal;Buiten Europa;59 jaar;2024;3857
561;Totaal mannen en vrouwen;Totaal;Buiten Europa;60 jaar of meer;2022;56404
562;Totaal mannen en vrouwen;Totaal;Buiten Europa;60 jaar of meer;2023;60606
563;Totaal mannen en vrouwen;Totaal;Buiten Europa;60 jaar of meer;2024;60451
564;Totaal mannen en vrouwen;Totaal;Buiten Europa;Onbekend;2022;701
565;Totaal mannen en vrouwen;Totaal;Buiten Europa;Onbekend;2023;668
566;Totaal mannen en vrouwen;Totaal;Buiten Europa;Onbekend;2024;635
567;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2022;106128
568;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2023;103829
569;Totaal mannen en vrouwen;Totaal;Indonesië;Totaal;2024;101463
570;Totaal mannen en vrouwen;Totaal;Indonesië;Minder dan 1 jaar;2022;2082
571;Totaal mannen en vrouwen;Totaal;Indonesië;Minder dan 1 jaar;2023;2414
572;Totaal mannen en vrouwen;Totaal;Indonesië;Minder dan 1 jaar;2024;2359
573;Totaal mannen en vrouwen;Totaal;Indonesië;1 jaar;2022;1245
574;Totaal mannen en vrouwen;Totaal;Indonesië;1 jaar;2023;1687
575;Totaal mannen en vrouwen;Totaal;Indonesië;1 jaar;2024;1930
576;Totaal mannen en vrouwen;Totaal;Indonesië;2 jaar;2022;1360
577;Totaal mannen en vrouwen;Totaal;Indonesië;2 jaar;2023;1079
578;Totaal mannen en vrouwen;Totaal;Indonesië;2 jaar;2024;1424
579;Totaal mannen en vrouwen;Totaal;Indonesië;3 jaar;2022;1212
580;Totaal mannen en vrouwen;Totaal;Indonesië;3 jaar;2023;1256
581;Totaal mannen en vrouwen;Totaal;Indonesië;3 jaar;2024;985
582;Totaal mannen en vrouwen;Totaal;Indonesië;4 jaar;2022;930
583;Totaal mannen en vrouwen;Totaal;Indonesië;4 jaar;2023;1123
584;Totaal mannen en vrouwen;Totaal;Indonesië;4 jaar;2024;1158
585;Totaal mannen en vrouwen;Totaal;Indonesië;5 jaar;2022;777
