ID;Kapitaal;SBI93;Jaren;Totaal_1;GrondEnTerreinen_2;Bedrijfsruimten_3;GrondWaterEnWegenbouwkWerken_4;ExterneVervoermiddelen_5;InterneTransportmiddelen_6;Computers_7;OverigeMachinesEnInstallaties_8;OverigeKapitaalgoederen_9;GrondEnTerreinen_10;Bedrijfs_11;GrondWaterEnWegenbouwkWerken_12;ExterneVervoermiddelen_13;InterneTransportmiddelen_14;Computers_15;OverigeMachinesEnInstallaties_16;OverigeKapitaalgoederen_17
67;1234;23 Aardolie-, steenkoolverw. ind.;1996;13084;688;918;1003;29;130;34;9216;1066;5.3;7.0;7.7;0.2;1.0;0.3;70.4;8.2
68;1234;23 Aardolie-, steenkoolverw. ind.;1997;14873;709;1003;1060;29;128;48;10752;1145;4.8;6.7;7.1;0.2;0.9;0.3;72.3;7.7
69;1234;23 Aardolie-, steenkoolverw. ind.;1998;15593;728;1035;1101;29;130;53;11344;1173;4.7;6.6;7.1;0.2;0.8;0.3;72.8;7.5
70;1234;24 Chemische industrie;1992;35862;1788;6644;2018;159;483;400;23245;1126;5.0;18.5;5.6;0.4;1.3;1.1;64.8;3.1
71;1234;24 Chemische industrie;1993;36818;1836;7099;2045;167;497;390;23635;1149;5.0;19.3;5.6;0.5;1.4;1.1;64.2;3.1
72;1234;24 Chemische industrie;1994;37738;1887;7408;2101;174;502;367;24113;1188;5.0;19.6;5.6;0.5;1.3;1.0;63.9;3.1
73;1234;24 Chemische industrie;1995;37772;1888;7409;2122;179;498;348;24099;1228;5.0;19.6;5.6;0.5;1.3;0.9;63.8;3.3
74;1234;24 Chemische industrie;1996;39453;1916;7459;2185;187;525;304;25586;1293;4.9;18.9;5.5;0.5;1.3;0.8;64.9;3.3
75;1234;24 Chemische industrie;1997;38087;1441;7297;1143;165;528;285;26120;1109;3.8;19.2;3.0;0.4;1.4;0.7;68.6;2.9
76;1234;24 Chemische industrie;1998;40092;1469;7522;1207;170;542;333;27671;1177;3.7;18.8;3.0;0.4;1.4;0.8;69.0;2.9
77;1234;25 Rubber- en kunststofverw. ind.;1992;5916;324;1523;75;67;127;58;3520;223;5.5;25.7;1.3;1.1;2.1;1.0;59.5;3.8
78;1234;25 Rubber- en kunststofverw. ind.;1993;6483;353;1705;80;75;138;63;3826;244;5.4;26.3;1.2;1.2;2.1;1.0;59.0;3.8
79;1234;25 Rubber- en kunststofverw. ind.;1994;6790;358;1798;82;77;137;63;4004;271;5.3;26.5;1.2;1.1;2.0;0.9;59.0;4.0
80;1234;25 Rubber- en kunststofverw. ind.;1995;7079;364;1858;85;83;134;62;4201;291;5.1;26.2;1.2;1.2;1.9;0.9;59.3;4.1
81;1234;25 Rubber- en kunststofverw. ind.;1996;6578;315;1733;88;61;174;62;3902;244;4.8;26.4;1.3;0.9;2.6;0.9;59.3;3.7
82;1234;25 Rubber- en kunststofverw. ind.;1997;7098;339;1845;103;66;192;95;4177;281;4.8;26.0;1.5;0.9;2.7;1.3;58.8;4.0
83;1234;25 Rubber- en kunststofverw. ind.;1998;7594;347;1950;107;76;208;123;4490;292;4.6;25.7;1.4;1.0;2.7;1.6;59.1;3.8
84;1234;26 Glas-, aardew.-, cement-, kalkind.;1992;7053;1101;1648;213;102;422;53;3298;215;15.6;23.4;3.0;1.4;6.0;0.8;46.8;3.0
85;1234;26 Glas-, aardew.-, cement-, kalkind.;1993;7498;1146;1807;217;106;436;54;3506;226;15.3;24.1;2.9;1.4;5.8;0.7;46.8;3.0
86;1234;26 Glas-, aardew.-, cement-, kalkind.;1994;7736;1154;1890;221;112;438;54;3627;238;14.9;24.4;2.9;1.4;5.7;0.7;46.9;3.1
87;1234;26 Glas-, aardew.-, cement-, kalkind.;1995;8179;1192;1990;235;124;451;54;3875;258;14.6;24.3;2.9;1.5;5.5;0.7;47.4;3.2
88;1234;26 Glas-, aardew.-, cement-, kalkind.;1996;8958;1270;2341;225;143;481;55;4217;227;14.2;26.1;2.5;1.6;5.4;0.6;47.1;2.5
89;1234;26 Glas-, aardew.-, cement-, kalkind.;1997;8949;1267;2366;235;147;481;81;4133;239;14.2;26.4;2.6;1.6;5.4;0.9;46.2;2.7
90;1234;26 Glas-, aardew.-, cement-, kalkind.;1998;9619;1309;2526;253;157;486;102;4551;236;13.6;26.3;2.6;1.6;5.0;1.1;47.3;2.5
91;1234;27 Basismetaalindustrie;1992;11409;554;2618;272;40;404;135;7286;98;4.9;22.9;2.4;0.4;3.5;1.2;63.9;0.9
92;1234;27 Basismetaalindustrie;1993;11777;572;2820;277;40;412;135;7424;97;4.9;23.9;2.4;0.3;3.5;1.1;63.0;0.8
93;1234;27 Basismetaalindustrie;1994;12549;586;2896;290;40;417;134;8090;96;4.7;23.1;2.3;0.3;3.3;1.1;64.5;0.8
94;1234;27 Basismetaalindustrie;1995;12610;589;2899;294;42;413;120;8155;98;4.7;23.0;2.3;0.3;3.3;1.0;64.7;0.8
95;1234;27 Basismetaalindustrie;1996;13133;600;2993;327;43;417;102;8547;104;4.6;22.8;2.5;0.3;3.2;0.8;65.1;0.8
96;1234;27 Basismetaalindustrie;1997;12700;602;3029;324;39;383;128;8088;105;4.7;23.8;2.6;0.3;3.0;1.0;63.7;0.8
97;1234;27 Basismetaalindustrie;1998;13240;630;3111;354;40;403;135;8456;113;4.8;23.5;2.7;0.3;3.0;1.0;63.9;0.8
98;1234;28 Metaalproductenindustrie;1992;9597;627;3320;165;182;481;120;4354;349;6.5;34.6;1.7;1.9;5.0;1.3;45.4;3.6
99;1234;28 Metaalproductenindustrie;1993;9966;641;3552;168;197;469;123;4457;360;6.4;35.6;1.7;2.0;4.7;1.2;44.7;3.6
100;1234;28 Metaalproductenindustrie;1994;10180;652;3671;171;203;466;118;4522;378;6.4;36.1;1.7;2.0;4.6;1.2;44.4;3.7
101;1234;28 Metaalproductenindustrie;1995;10692;765;3887;191;225;523;154;4623;325;7.2;36.4;1.8;2.1;4.9;1.4;43.2;3.0
102;1234;28 Metaalproductenindustrie;1996;11260;784;4065;196;248;545;136;4928;356;7.0;36.1;1.7;2.2;4.8;1.2;43.8;3.2
103;1234;28 Metaalproductenindustrie;1997;11978;789;4330;191;225;544;201;5269;429;6.6;36.2;1.6;1.9;4.5;1.7;44.0;3.6
104;1234;28 Metaalproductenindustrie;1998;13765;858;4900;220;244;611;276;6158;500;6.2;35.6;1.6;1.8;4.4;2.0;44.7;3.6
105;1234;29 Machine- en apparatenindustrie;1992;6996;430;2808;79;193;223;206;2752;306;6.1;40.1;1.1;2.8;3.2;2.9;39.3;4.4
106;1234;29 Machine- en apparatenindustrie;1993;7263;439;3018;82;192;230;210;2774;319;6.0;41.5;1.1;2.6;3.2;2.9;38.2;4.4
107;1234;29 Machine- en apparatenindustrie;1994;7480;449;3142;84;189;229;206;2845;337;6.0;42.0;1.1;2.5;3.1;2.7;38.0;4.5
108;1234;29 Machine- en apparatenindustrie;1995;7651;455;3191;85;187;231;196;2960;348;5.9;41.7;1.1;2.4;3.0;2.6;38.7;4.5
109;1234;29 Machine- en apparatenindustrie;1996;7593;438;3350;72;211;225;188;2860;249;5.8;44.1;0.9;2.8;3.0;2.5;37.7;3.3
110;1234;29 Machine- en apparatenindustrie;1997;8143;442;3498;74;214;232;282;3122;279;5.4;43.0;0.9;2.6;2.9;3.5;38.3;3.4
111;1234;29 Machine- en apparatenindustrie;1998;8645;415;3617;75;247;236;434;3282;340;4.8;41.8;0.9;2.9;2.7;5.0;38.0;3.9
112;1234;30 Kantoormach.- en computerindustrie;1992;539;32;219;10;10;10;15;220;22;5.9;40.6;1.9;1.9;1.9;2.9;40.9;4.0
113;1234;30 Kantoormach.- en computerindustrie;1993;606;33;250;10;10;9;17;254;23;5.4;41.2;1.6;1.6;1.5;2.8;41.8;3.8
114;1234;30 Kantoormach.- en computerindustrie;1994;1240;28;562;33;14;25;32;481;64;2.3;45.4;2.7;1.1;2.0;2.6;38.8;5.1
115;1234;30 Kantoormach.- en computerindustrie;1995;1242;28;560;33;15;25;29;486;65;2.3;45.1;2.6;1.2;2.0;2.4;39.1;5.3
116;1234;30 Kantoormach.- en computerindustrie;1996;1307;29;589;34;16;26;25;521;67;2.2;45.0;2.6;1.2;2.0;1.9;39.8;5.1
117;1234;30 Kantoormach.- en computerindustrie;1997;1100;25;453;27;9;22;31;477;56;2.2;41.2;2.5;0.8;2.0;2.8;43.4;5.1
118;1234;30 Kantoormach.- en computerindustrie;1998;1284;28;527;30;7;24;46;561;61;2.2;41.0;2.4;0.5;1.9;3.6;43.7;4.8
119;1234;31-33 Elektr. medische en optische app;1992;10603;578;4345;241;157;131;288;4460;403;5.4;41.0;2.3;1.5;1.2;2.7;42.1;3.8
120;1234;31-33 Elektr. medische en optische app;1993;10745;554;4495;239;163;131;282;4523;360;5.2;41.8;2.2;1.5;1.2;2.6;42.1;3.4
121;1234;31-33 Elektr. medische en optische app;1994;11570;472;5036;165;131;206;269;4874;416;4.1;43.5;1.4;1.1;1.8;2.3;42.1;3.6
122;1234;31-33 Elektr. medische en optische app;1995;11348;457;4689;162;137;209;260;5013;421;4.0;41.3;1.4;1.2;1.8;2.3;44.2;3.7
123;1234;31-33 Elektr. medische en optische app;1996;12079;452;4832;164;152;213;258;5565;442;3.7;40.0;1.4;1.3;1.8;2.1;46.1;3.7
124;1234;31-33 Elektr. medische en optische app;1997;13008;476;5149;154;152;244;356;6026;451;3.7;39.6;1.2;1.2;1.9;2.7;46.3;3.5
125;1234;31-33 Elektr. medische en optische app;1998;13878;490;5410;162;157;260;435;6484;479;3.5;39.0;1.2;1.1;1.9;3.1;46.7;3.5
126;1234;34-35 Transportmiddelenindustrie;1992;8349;705;2795;1365;95;525;118;2479;266;8.4;33.5;16.4;1.1;6.3;1.4;29.7;3.2
127;1234;34-35 Transportmiddelenindustrie;1993;8713;732;3020;1389;100;535;118;2550;269;8.4;34.7;15.9;1.1;6.1;1.4;29.3;3.1
128;1234;34-35 Transportmiddelenindustrie;1994;8886;747;3144;1437;108;540;98;2518;293;8.4;35.4;16.2;1.2;6.1;1.1;28.3;3.3
129;1234;34-35 Transportmiddelenindustrie;1995;8664;594;3037;1222;74;485;97;2847;307;6.9;35.1;14.1;0.9;5.6;1.1;32.9;3.5
130;1234;34-35 Transportmiddelenindustrie;1996;8756;581;3012;1185;83;488;84;3004;318;6.6;34.4;13.5;1.0;5.6;1.0;34.3;3.6
131;1234;34-35 Transportmiddelenindustrie;1997;8760;567;2803;1434;69;533;113;2935;305;6.5;32.0;16.4;0.8;6.1;1.3;33.5;3.5
132;1234;34-35 Transportmiddelenindustrie;1998;9141;596;3011;1281;79;560;137;3145;332;6.5;32.9;14.0;0.9;6.1;1.5;34.4;3.6
133;1234;36 Meubel- en ov. industrie n.e.g.;1992;3640;343;1443;54;77;117;37;1460;110;9.4;39.6;1.5;2.1;3.2;1.0;40.1;3.0
134;1234;36 Meubel- en ov. industrie n.e.g.;1993;3863;353;1560;56;82;112;39;1541;119;9.2;40.4;1.4;2.1;2.9;1.0;39.9;3.1
135;1234;36 Meubel- en ov. industrie n.e.g.;1994;3845;180;1609;36;62;101;51;1673;133;4.7;41.9;0.9;1.6;2.6;1.3;43.5;3.4
136;1234;36 Meubel- en ov. industrie n.e.g.;1995;3946;177;1640;37;68;104;49;1740;132;4.5;41.6;0.9;1.7;2.6;1.2;44.1;3.3
137;1234;36 Meubel- en ov. industrie n.e.g.;1996;4410;194;1798;42;79;116;54;1972;156;4.4;40.8;0.9;1.8;2.6;1.2;44.7;3.5
138;1234;36 Meubel- en ov. industrie n.e.g.;1997;4904;218;1873;39;84;123;112;2247;208;4.5;38.2;0.8;1.7;2.5;2.3;45.8;4.2
139;1234;36 Meubel- en ov. industrie n.e.g.;1998;5553;232;2076;44;99;139;146;2557;259;4.2;37.4;0.8;1.8;2.5;2.6;46.0;4.7
140;1235;10-14 Delfstoffenwinning;1992;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
141;1235;10-14 Delfstoffenwinning;1993;1793;2;21;637;12;7;7;1101;5;0.1;1.2;35.5;0.7;0.4;0.4;61.4;0.3
142;1235;10-14 Delfstoffenwinning;1994;918;6;109;255;3;1;7;527;10;0.6;11.9;27.8;0.3;0.1;0.7;57.5;1.0
143;1235;10-14 Delfstoffenwinning;1995;797;0;10;328;11;3;5;432;8;0.1;1.3;41.1;1.4;0.3;0.7;54.1;1.0
144;1235;10-14 Delfstoffenwinning;1996;736;4;18;468;6;2;10;222;6;0.6;2.5;63.5;0.9;0.3;1.4;30.1;0.9
145;1235;10-14 Delfstoffenwinning;1997;1882;10;19;627;4;1;8;1204;7;0.6;1.0;33.3;0.2;0.1;0.4;64.0;0.4
146;1235;10-14 Delfstoffenwinning;1998;1138;8;26;542;13;3;11;529;6;0.7;2.3;47.7;1.1;0.2;1.0;46.5;0.5
147;1235;15-16 Voedingsmid., dranken en tabak;1992;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
148;1235;15-16 Voedingsmid., dranken en tabak;1993;1618;25;364;16;89;41;53;923;107;1.5;22.5;1.0;5.5;2.5;3.3;57.1;6.6
149;1235;15-16 Voedingsmid., dranken en tabak;1994;1450;28;236;4;85;20;43;906;128;1.9;16.3;0.3;5.9;1.4;3.0;62.5;8.8
150;1235;15-16 Voedingsmid., dranken en tabak;1995;1305;18;188;5;79;15;42;854;103;1.4;14.4;0.4;6.1;1.2;3.2;65.4;7.9
151;1235;15-16 Voedingsmid., dranken en tabak;1996;1431;8;209;7;80;24;51;946;106;0.5;14.6;0.5;5.6;1.6;3.6;66.1;7.4
152;1235;15-16 Voedingsmid., dranken en tabak;1997;1575;38;322;13;79;20;64;928;112;2.4;20.4;0.8;5.0;1.2;4.1;58.9;7.1
153;1235;15-16 Voedingsmid., dranken en tabak;1998;1426;18;230;14;98;54;56;849;108;1.2;16.1;1.0;6.9;3.8;3.9;59.5;7.6
154;1235;15-36 Industrie;1992;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
155;1235;15-36 Industrie;1993;6467;105;1070;63;317;116;351;4081;363;1.6;16.6;1.0;4.9;1.8;5.4;63.1;5.6
156;1235;15-36 Industrie;1994;6153;97;820;59;322;98;365;4013;380;1.6;13.3;1.0;5.2;1.6;5.9;65.2;6.2
157;1235;15-36 Industrie;1995;6897;92;949;68;360;112;401;4513;402;1.3;13.8;1.0;5.2;1.6;5.8;65.4;5.8
158;1235;15-36 Industrie;1996;7658;77;1065;80;366;126;453;5111;380;1.0;13.9;1.0;4.8;1.6;5.9;66.7;5.0
159;1235;15-36 Industrie;1997;8904;172;1225;97;427;108;470;5989;416;1.9;13.8;1.1;4.8;1.2;5.3;67.3;4.7
160;1235;15-36 Industrie;1998;8473;130;1239;83;442;137;562;5444;437;1.5;14.6;1.0;5.2;1.6;6.6;64.2;5.2
161;1235;17 Textielindustrie;1992;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
162;1235;17 Textielindustrie;1993;108;2;12;0;5;3;6;73;6;1.7;11.4;0.0;5.1;2.5;5.9;67.5;5.9
163;1235;17 Textielindustrie;1994;91;1;8;0;5;3;5;64;5;1.0;9.0;0.0;6.0;3.0;5.0;70.5;5.5
164;1235;17 Textielindustrie;1995;94;1;15;0;6;1;5;61;5;1.0;15.4;0.0;6.7;1.4;5.8;64.4;4.8
165;1235;17 Textielindustrie;1996;93;0;5;0;5;1;6;69;6;0.5;5.3;0.0;5.8;1.0;6.8;73.8;6.3
166;1235;17 Textielindustrie;1997;87;1;13;0;6;2;5;55;5;1.0;14.6;0.0;7.3;2.1;5.7;63.5;5.7
167;1235;17 Textielindustrie;1998;99;0;12;0;7;1;7;64;7;0.5;12.4;0.5;6.9;1.4;6.9;65.1;6.9
168;1235;18 Kleding- en bontindustrie;1992;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
169;1235;18 Kleding- en bontindustrie;1993;19;0;2;0;4;0;3;7;2;0.0;12.2;0.0;22.0;2.4;14.6;36.6;12.2
170;1235;18 Kleding- en bontindustrie;1994;13;0;2;0;3;0;1;5;1;0.0;17.2;0.0;24.1;3.4;10.3;37.9;6.9
171;1235;18 Kleding- en bontindustrie;1995;22;0;5;0;3;1;3;9;1;2.1;22.9;0.0;12.5;4.2;12.5;41.7;4.2
172;1235;18 Kleding- en bontindustrie;1996;16;0;5;0;3;0;2;5;1;0.0;30.6;0.0;16.7;0.0;11.1;33.3;8.3
173;1235;18 Kleding- en bontindustrie;1997;24;1;5;0;5;0;2;9;1;5.8;23.1;0.0;21.2;0.0;7.7;36.5;5.8
