ID;Kapitaal;SBI93;Jaren;Totaal_1;GrondEnTerreinen_2;Bedrijfsruimten_3;GrondWaterEnWegenbouwkWerken_4;ExterneVervoermiddelen_5;InterneTransportmiddelen_6;Computers_7;OverigeMachinesEnInstallaties_8;OverigeKapitaalgoederen_9;GrondEnTerreinen_10;Bedrijfs_11;GrondWaterEnWegenbouwkWerken_12;ExterneVervoermiddelen_13;InterneTransportmiddelen_14;Computers_15;OverigeMachinesEnInstallaties_16;OverigeKapitaalgoederen_17
0;1234;10-14 Delfstoffenwinning;1992;23672;229;607;12703;207;41;59;9752;73;1.0;2.6;53.7;0.9;0.2;0.2;41.2;0.3
1;1234;10-14 Delfstoffenwinning;1993;24951;213;629;13380;181;43;59;10379;69;0.9;2.5;53.6;0.7;0.2;0.2;41.6;0.3
2;1234;10-14 Delfstoffenwinning;1994;25737;211;719;13852;127;19;56;10682;71;0.8;2.8;53.8;0.5;0.1;0.2;41.5;0.3
3;1234;10-14 Delfstoffenwinning;1995;26384;226;682;14057;53;37;40;11198;91;0.9;2.6;53.3;0.2;0.1;0.2;42.4;0.3
4;1234;10-14 Delfstoffenwinning;1996;27517;232;707;14617;57;40;41;11725;97;0.8;2.6;53.1;0.2;0.1;0.2;42.6;0.4
5;1234;10-14 Delfstoffenwinning;1997;29586;245;744;15449;59;42;38;12903;106;0.8;2.5;52.2;0.2;0.1;0.1;43.6;0.4
6;1234;10-14 Delfstoffenwinning;1998;29452;248;761;15824;58;44;59;12338;120;0.8;2.6;53.7;0.2;0.1;0.2;41.9;0.4
7;1234;15-16 Voedingsmid., dranken en tabak;1992;28698;1458;9035;579;664;1302;211;12837;2613;5.1;31.5;2.0;2.3;4.5;0.7;44.7;9.1
8;1234;15-16 Voedingsmid., dranken en tabak;1993;34855;2278;10964;644;721;1325;295;16665;1964;6.5;31.5;1.8;2.1;3.8;0.8;47.8;5.6
9;1234;15-16 Voedingsmid., dranken en tabak;1994;36394;2362;11512;669;730;1344;291;17438;2049;6.5;31.6;1.8;2.0;3.7;0.8;47.9;5.6
10;1234;15-16 Voedingsmid., dranken en tabak;1995;37814;2412;11779;697;754;1368;280;18394;2129;6.4;31.2;1.8;2.0;3.6;0.7;48.6;5.6
11;1234;15-16 Voedingsmid., dranken en tabak;1996;38502;2390;11790;704;770;1392;249;19044;2164;6.2;30.6;1.8;2.0;3.6;0.6;49.5;5.6
12;1234;15-16 Voedingsmid., dranken en tabak;1997;39843;2229;12426;658;717;1316;368;20075;2053;5.6;31.2;1.7;1.8;3.3;0.9;50.4;5.2
13;1234;15-16 Voedingsmid., dranken en tabak;1998;38977;2538;12749;682;623;1286;410;18126;2561;6.5;32.7;1.7;1.6;3.3;1.1;46.5;6.6
14;1234;15-36 Industrie;1992;159156;9457;44340;6077;2072;4728;2035;83126;7322;5.9;27.9;3.8;1.3;3.0;1.3;52.2;4.6
15;1234;15-36 Industrie;1993;170210;10485;48750;6239;2180;4796;2142;88882;6737;6.2;28.6;3.7;1.3;2.8;1.3;52.2;4.0
16;1234;15-36 Industrie;1994;179402;10411;51464;6428;2159;5047;2147;94551;7196;5.8;28.7;3.6;1.2;2.8;1.2;52.7;4.0
17;1234;15-36 Industrie;1995;183207;10542;52045;6335;2210;5140;2102;97571;7262;5.8;28.4;3.5;1.2;2.8;1.1;53.3;4.0
18;1234;15-36 Industrie;1996;189529;10609;53307;6418;2342;5322;1946;102242;7344;5.6;28.1;3.4;1.2;2.8;1.0;53.9;3.9
19;1234;15-36 Industrie;1997;194168;10045;54928;5624;2231;5335;2613;106118;7273;5.2;28.3;2.9;1.1;2.7;1.3;54.7;3.7
20;1234;15-36 Industrie;1998;203193;10598;57288;5685;2255;5484;3280;110450;8153;5.2;28.2;2.8;1.1;2.7;1.6;54.4;4.0
21;1234;17 Textielindustrie;1992;3164;184;1221;40;31;46;33;1526;81;5.8;38.6;1.3;1.0;1.5;1.0;48.2;2.6
22;1234;17 Textielindustrie;1993;3286;187;1296;39;34;48;34;1562;85;5.7;39.5;1.2;1.0;1.5;1.0;47.5;2.6
23;1234;17 Textielindustrie;1994;3598;220;1312;29;31;61;36;1797;111;6.1;36.5;0.8;0.9;1.7;1.0;49.9;3.1
24;1234;17 Textielindustrie;1995;3817;231;1384;31;34;64;36;1917;119;6.1;36.3;0.8;0.9;1.7;1.0;50.2;3.1
25;1234;17 Textielindustrie;1996;3827;228;1377;31;38;65;33;1932;124;6.0;36.0;0.8;1.0;1.7;0.9;50.5;3.2
26;1234;17 Textielindustrie;1997;2969;186;1026;22;35;45;39;1525;91;6.3;34.6;0.7;1.2;1.5;1.3;51.4;3.1
27;1234;17 Textielindustrie;1998;3090;182;1035;23;36;49;49;1614;103;5.9;33.5;0.7;1.2;1.6;1.6;52.2;3.3
28;1234;18 Kleding- en bontindustrie;1992;422;21;204;4;16;10;8;133;26;5.1;48.3;0.9;3.8;2.5;1.9;31.6;6.1
29;1234;18 Kleding- en bontindustrie;1993;435;22;216;4;19;11;10;135;19;5.0;49.6;0.8;4.4;2.5;2.2;31.1;4.4
30;1234;18 Kleding- en bontindustrie;1994;440;18;266;4;17;11;14;85;25;4.1;60.5;0.8;3.9;2.5;3.1;19.3;5.8
31;1234;18 Kleding- en bontindustrie;1995;411;17;248;3;15;10;12;82;24;4.2;60.4;0.8;3.5;2.5;2.9;20.0;5.7
32;1234;18 Kleding- en bontindustrie;1996;383;15;226;3;15;10;8;81;23;4.0;59.2;0.8;3.9;2.6;2.1;21.2;6.0
33;1234;18 Kleding- en bontindustrie;1997;623;20;341;4;19;15;27;150;47;3.2;54.8;0.6;3.1;2.5;4.3;24.1;7.5
34;1234;18 Kleding- en bontindustrie;1998;570;28;318;3;17;15;35;107;49;4.9;55.7;0.6;2.9;2.5;6.1;18.8;8.5
35;1234;19 Leer-, lederw.- en schoenindustrie;1992;419;41;188;6;9;7;5;141;23;9.7;44.8;1.5;2.2;1.6;1.1;33.7;5.4
36;1234;19 Leer-, lederw.- en schoenindustrie;1993;428;41;196;6;9;7;4;142;23;9.5;45.8;1.5;2.1;1.6;1.0;33.1;5.3
37;1234;19 Leer-, lederw.- en schoenindustrie;1994;548;23;236;7;5;9;6;247;15;4.2;43.1;1.3;0.9;1.7;1.1;45.1;2.7
38;1234;19 Leer-, lederw.- en schoenindustrie;1995;493;21;211;6;5;8;5;223;13;4.2;42.8;1.3;1.1;1.7;1.0;45.3;2.7
39;1234;19 Leer-, lederw.- en schoenindustrie;1996;464;19;198;6;6;8;4;210;13;4.1;42.6;1.3;1.3;1.7;0.9;45.3;2.8
40;1234;19 Leer-, lederw.- en schoenindustrie;1997;340;13;119;3;3;4;5;182;11;3.9;35.1;0.8;0.8;1.2;1.3;53.7;3.3
41;1234;19 Leer-, lederw.- en schoenindustrie;1998;376;14;127;3;3;4;5;207;14;3.7;33.7;0.7;0.8;1.1;1.3;55.0;3.6
42;1234;20 Hout-, kurk-, riet ind. (excl. meub;1992;2397;222;1053;33;42;71;20;892;64;9.3;43.9;1.4;1.8;3.0;0.9;37.2;2.7
43;1234;20 Hout-, kurk-, riet ind. (excl. meub;1993;2441;221;1108;34;28;68;20;899;63;9.1;45.4;1.4;1.2;2.8;0.8;36.8;2.6
44;1234;20 Hout-, kurk-, riet ind. (excl. meub;1994;2243;188;971;34;44;145;22;770;70;8.4;43.3;1.5;1.9;6.5;1.0;34.3;3.1
45;1234;20 Hout-, kurk-, riet ind. (excl. meub;1995;2326;191;1001;35;46;146;21;811;74;8.2;43.0;1.5;2.0;6.3;0.9;34.9;3.2
46;1234;20 Hout-, kurk-, riet ind. (excl. meub;1996;2418;193;1021;36;52;149;19;866;82;8.0;42.2;1.5;2.1;6.2;0.8;35.8;3.4
47;1234;20 Hout-, kurk-, riet ind. (excl. meub;1997;2435;216;992;42;49;143;26;884;83;8.9;40.7;1.7;2.0;5.9;1.1;36.3;3.4
48;1234;20 Hout-, kurk-, riet ind. (excl. meub;1998;2360;249;834;32;60;106;32;966;81;10.6;35.3;1.4;2.5;4.5;1.3;40.9;3.4
49;1234;21 Papier- en karton(waren)ind.;1992;6221;198;1508;73;34;138;47;4044;178;3.2;24.2;1.2;0.6;2.2;0.8;65.0;2.9
50;1234;21 Papier- en karton(waren)ind.;1993;6445;202;1613;73;36;139;49;4154;180;3.1;25.0;1.1;0.6;2.2;0.8;64.5;2.8
51;1234;21 Papier- en karton(waren)ind.;1994;6634;211;1708;51;36;142;50;4246;191;3.2;25.7;0.8;0.5;2.1;0.8;64.0;2.9
52;1234;21 Papier- en karton(waren)ind.;1995;7125;275;1921;78;32;195;37;4489;99;3.9;27.0;1.1;0.5;2.7;0.5;63.0;1.4
53;1234;21 Papier- en karton(waren)ind.;1996;7532;285;2003;82;31;203;35;4785;108;3.8;26.6;1.1;0.4;2.7;0.5;63.5;1.4
54;1234;21 Papier- en karton(waren)ind.;1997;7525;290;2004;82;31;204;54;4742;118;3.8;26.6;1.1;0.4;2.7;0.7;63.0;1.6
55;1234;21 Papier- en karton(waren)ind.;1998;7999;285;2106;70;33;197;81;5106;121;3.6;26.3;0.9;0.4;2.5;1.0;63.8;1.5
56;1234;22 Uitgeverijen, drukkerijen, repro.;1992;8167;172;3012;32;140;144;240;4201;227;2.1;36.9;0.4;1.7;1.8;2.9;51.4;2.8
57;1234;22 Uitgeverijen, drukkerijen, repro.;1993;8481;178;3217;33;147;146;263;4258;240;2.1;37.9;0.4;1.7;1.7;3.1;50.2;2.8
58;1234;22 Uitgeverijen, drukkerijen, repro.;1994;8928;193;3411;34;149;147;285;4442;268;2.2;38.2;0.4;1.7;1.6;3.2;49.7;3.0
59;1234;22 Uitgeverijen, drukkerijen, repro.;1995;9329;204;3442;35;161;150;299;4753;285;2.2;36.9;0.4;1.7;1.6;3.2;51.0;3.0
60;1234;22 Uitgeverijen, drukkerijen, repro.;1996;9791;211;3601;35;177;157;297;5007;306;2.2;36.8;0.4;1.8;1.6;3.0;51.1;3.1
61;1234;22 Uitgeverijen, drukkerijen, repro.;1997;10917;214;4467;29;189;197;362;5197;262;2.0;40.9;0.3;1.7;1.8;3.3;47.6;2.4
62;1234;22 Uitgeverijen, drukkerijen, repro.;1998;11416;201;4435;36;181;226;449;5626;262;1.8;38.9;0.3;1.6;2.0;3.9;49.3;2.3
63;1234;23 Aardolie-, steenkoolverw. ind.;1992;9701;680;756;817;54;84;39;6278;992;7.0;7.8;8.4;0.6;0.9;0.4;64.7;10.2
64;1234;23 Aardolie-, steenkoolverw. ind.;1993;10107;698;816;843;53;83;37;6580;997;6.9;8.1;8.3;0.5;0.8;0.4;65.1;9.9
65;1234;23 Aardolie-, steenkoolverw. ind.;1994;12605;683;893;979;37;128;50;8780;1055;5.4;7.1;7.8;0.3;1.0;0.4;69.7;8.4
66;1234;23 Aardolie-, steenkoolverw. ind.;1995;12710;682;897;984;29;126;43;8902;1047;5.4;7.1;7.7;0.2;1.0;0.3;70.0;8.2
