ID;KenmerkVanExporteur;Perioden;GroeiUitvoer_1;BijdrageAanTotaleGroeiUitvoer_2
518;47 Detailhandel (niet in auto's);2013;122190.0;0.0
519;47 Detailhandel (niet in auto's);2014;-181648.0;0.0
520;47 Detailhandel (niet in auto's);2015;;
521;47 Detailhandel (niet in auto's);2016;258989.0;0.1
522;47 Detailhandel (niet in auto's);2017;1699122.0;0.4
523;47 Detailhandel (niet in auto's);2018;1206515.0;0.3
524;47 Detailhandel (niet in auto's);2019;551523.0;0.1
525;47 Detailhandel (niet in auto's);2020;246192.0;0.0
526;47 Detailhandel (niet in auto's);2021;4306313.0;0.9
527;47 Detailhandel (niet in auto's);2022;;
528;H Vervoer en opslag;2012;2958809.0;0.7
529;H Vervoer en opslag;2013;1518421.0;0.4
530;H Vervoer en opslag;2014;-2206843.0;-0.5
531;H Vervoer en opslag;2015;;
532;H Vervoer en opslag;2016;729328.0;0.2
533;H Vervoer en opslag;2017;-1176240.0;-0.3
534;H Vervoer en opslag;2018;-490616.0;-0.1
535;H Vervoer en opslag;2019;2174377.0;0.4
536;H Vervoer en opslag;2020;607066.0;0.1
537;H Vervoer en opslag;2021;12711213.0;2.6
538;H Vervoer en opslag;2022;;
539;49 Vervoer over land;2012;99889.0;0.0
540;49 Vervoer over land;2013;-79699.0;0.0
541;49 Vervoer over land;2014;39619.0;0.0
542;49 Vervoer over land;2015;;
543;49 Vervoer over land;2016;88842.0;0.0
544;49 Vervoer over land;2017;56316.0;0.0
545;49 Vervoer over land;2018;-15727.0;0.0
546;49 Vervoer over land;2019;90494.0;0.0
547;49 Vervoer over land;2020;-14824.0;0.0
548;49 Vervoer over land;2021;828581.0;0.2
549;49 Vervoer over land;2022;;
550;50 Vervoer over water;2012;81469.0;0.0
551;50 Vervoer over water;2013;59738.0;0.0
552;50 Vervoer over water;2014;-192032.0;0.0
553;50 Vervoer over water;2015;;
554;50 Vervoer over water;2016;26636.0;0.0
555;50 Vervoer over water;2017;47704.0;0.0
556;50 Vervoer over water;2018;9874.0;0.0
557;50 Vervoer over water;2019;65058.0;0.0
558;50 Vervoer over water;2020;113058.0;0.0
559;50 Vervoer over water;2021;141067.0;0.0
560;50 Vervoer over water;2022;;
561;51 Vervoer door de lucht;2012;-86586.0;0.0
562;51 Vervoer door de lucht;2013;45778.0;0.0
563;51 Vervoer door de lucht;2014;-72022.0;0.0
564;51 Vervoer door de lucht;2015;;
565;51 Vervoer door de lucht;2016;206440.0;0.0
566;51 Vervoer door de lucht;2017;736879.0;0.2
567;51 Vervoer door de lucht;2018;-2079.0;0.0
568;51 Vervoer door de lucht;2019;135890.0;0.0
569;51 Vervoer door de lucht;2020;-375096.0;-0.1
570;51 Vervoer door de lucht;2021;-130815.0;0.0
571;51 Vervoer door de lucht;2022;;
572;52 Opslag, dienstverlening voor vervoer;2012;2849426.0;0.7
573;52 Opslag, dienstverlening voor vervoer;2013;1487184.0;0.3
574;52 Opslag, dienstverlening voor vervoer;2014;-1965250.0;-0.5
575;52 Opslag, dienstverlening voor vervoer;2015;;
576;52 Opslag, dienstverlening voor vervoer;2016;401347.0;0.1
577;52 Opslag, dienstverlening voor vervoer;2017;-2049025.0;-0.5
578;52 Opslag, dienstverlening voor vervoer;2018;-460838.0;-0.1
579;52 Opslag, dienstverlening voor vervoer;2019;1880771.0;0.4
580;52 Opslag, dienstverlening voor vervoer;2020;869457.0;0.2
581;52 Opslag, dienstverlening voor vervoer;2021;11724122.0;2.4
582;52 Opslag, dienstverlening voor vervoer;2022;;
583;53 Post en koeriers;2012;14611.0;0.0
584;53 Post en koeriers;2013;5419.0;0.0
585;53 Post en koeriers;2014;-17158.0;0.0
586;53 Post en koeriers;2015;;
587;53 Post en koeriers;2016;6065.0;0.0
588;53 Post en koeriers;2017;31885.0;0.0
589;53 Post en koeriers;2018;-21846.0;0.0
590;53 Post en koeriers;2019;2164.0;0.0
591;53 Post en koeriers;2020;14471.0;0.0
592;53 Post en koeriers;2021;148258.0;0.0
593;53 Post en koeriers;2022;;
594;I Horeca;2012;1411.0;0.0
595;I Horeca;2013;7339.0;0.0
596;I Horeca;2014;66089.0;0.0
597;I Horeca;2015;;
598;I Horeca;2016;-7279.0;0.0
599;I Horeca;2017;8152.0;0.0
600;I Horeca;2018;-712.0;0.0
601;I Horeca;2019;9078.0;0.0
602;I Horeca;2020;-14478.0;0.0
603;I Horeca;2021;4252.0;0.0
604;I Horeca;2022;;
605;55 Logiesverstrekking;2012;-143.0;0.0
606;55 Logiesverstrekking;2013;-7783.0;0.0
607;55 Logiesverstrekking;2014;270.0;0.0
608;55 Logiesverstrekking;2015;;
609;55 Logiesverstrekking;2016;-367.0;0.0
610;55 Logiesverstrekking;2017;8670.0;0.0
611;55 Logiesverstrekking;2018;-886.0;0.0
612;55 Logiesverstrekking;2019;-1017.0;0.0
613;55 Logiesverstrekking;2020;-3952.0;0.0
614;55 Logiesverstrekking;2021;1517.0;0.0
615;55 Logiesverstrekking;2022;;
616;56 Eet- en drinkgelegenheden;2012;1555.0;0.0
617;56 Eet- en drinkgelegenheden;2013;15122.0;0.0
618;56 Eet- en drinkgelegenheden;2014;65818.0;0.0
619;56 Eet- en drinkgelegenheden;2015;;
620;56 Eet- en drinkgelegenheden;2016;-6912.0;0.0
621;56 Eet- en drinkgelegenheden;2017;-518.0;0.0
622;56 Eet- en drinkgelegenheden;2018;174.0;0.0
623;56 Eet- en drinkgelegenheden;2019;10094.0;0.0
624;56 Eet- en drinkgelegenheden;2020;-10526.0;0.0
625;56 Eet- en drinkgelegenheden;2021;2734.0;0.0
626;56 Eet- en drinkgelegenheden;2022;;
627;J Informatie en communicatie;2012;-3364.0;0.0
628;J Informatie en communicatie;2013;130327.0;0.0
629;J Informatie en communicatie;2014;1014825.0;0.2
630;J Informatie en communicatie;2015;;
631;J Informatie en communicatie;2016;-703153.0;-0.2
632;J Informatie en communicatie;2017;349310.0;0.1
633;J Informatie en communicatie;2018;1074436.0;0.2
634;J Informatie en communicatie;2019;-139322.0;0.0
635;J Informatie en communicatie;2020;280003.0;0.1
636;J Informatie en communicatie;2021;648160.0;0.1
637;J Informatie en communicatie;2022;;
638;58 Uitgeverijen;2012;5280.0;0.0
639;58 Uitgeverijen;2013;-561.0;0.0
640;58 Uitgeverijen;2014;-15423.0;0.0
641;58 Uitgeverijen;2015;;
642;58 Uitgeverijen;2016;15042.0;0.0
643;58 Uitgeverijen;2017;-3319.0;0.0
644;58 Uitgeverijen;2018;-1745.0;0.0
645;58 Uitgeverijen;2019;9778.0;0.0
646;58 Uitgeverijen;2020;-980.0;0.0
647;58 Uitgeverijen;2021;1281.0;0.0
648;58 Uitgeverijen;2022;;
649;"59 Film- en tv-productie; geluidsopname";2012;-8573.0;0.0
650;"59 Film- en tv-productie; geluidsopname";2013;321.0;0.0
651;"59 Film- en tv-productie; geluidsopname";2014;-4079.0;0.0
652;"59 Film- en tv-productie; geluidsopname";2015;;
653;"59 Film- en tv-productie; geluidsopname";2016;-750.0;0.0
654;"59 Film- en tv-productie; geluidsopname";2017;9291.0;0.0
655;"59 Film- en tv-productie; geluidsopname";2018;3121.0;0.0
656;"59 Film- en tv-productie; geluidsopname";2019;12822.0;0.0
657;"59 Film- en tv-productie; geluidsopname";2020;22517.0;0.0
658;"59 Film- en tv-productie; geluidsopname";2021;-8896.0;0.0
659;"59 Film- en tv-productie; geluidsopname";2022;;
660;60 Radio- en televisieomroepen;2012;-147.0;0.0
661;60 Radio- en televisieomroepen;2013;-623.0;0.0
662;60 Radio- en televisieomroepen;2014;45.0;0.0
663;60 Radio- en televisieomroepen;2015;;
664;60 Radio- en televisieomroepen;2016;-4741.0;0.0
665;60 Radio- en televisieomroepen;2017;371.0;0.0
666;60 Radio- en televisieomroepen;2018;-601.0;0.0
667;60 Radio- en televisieomroepen;2019;926.0;0.0
668;60 Radio- en televisieomroepen;2020;-555.0;0.0
669;60 Radio- en televisieomroepen;2021;13675.0;0.0
670;60 Radio- en televisieomroepen;2022;;
671;61 Telecommunicatie;2012;72533.0;0.0
672;61 Telecommunicatie;2013;-154499.0;0.0
673;61 Telecommunicatie;2014;-142980.0;0.0
674;61 Telecommunicatie;2015;;
675;61 Telecommunicatie;2016;4384.0;0.0
676;61 Telecommunicatie;2017;54160.0;0.0
677;61 Telecommunicatie;2018;18040.0;0.0
678;61 Telecommunicatie;2019;-26162.0;0.0
679;61 Telecommunicatie;2020;6799.0;0.0
680;61 Telecommunicatie;2021;94110.0;0.0
681;61 Telecommunicatie;2022;;
682;62 IT-dienstverlening;2012;-241696.0;-0.1
683;62 IT-dienstverlening;2013;203371.0;0.0
684;62 IT-dienstverlening;2014;562775.0;0.1
685;62 IT-dienstverlening;2015;;
686;62 IT-dienstverlening;2016;-781193.0;-0.2
687;62 IT-dienstverlening;2017;-240301.0;-0.1
688;62 IT-dienstverlening;2018;105129.0;0.0
689;62 IT-dienstverlening;2019;392887.0;0.1
690;62 IT-dienstverlening;2020;-27358.0;0.0
691;62 IT-dienstverlening;2021;135101.0;0.0
692;62 IT-dienstverlening;2022;;
693;63 Diensten op het gebied van informatie;2012;169239.0;0.0
694;63 Diensten op het gebied van informatie;2013;82320.0;0.0
695;63 Diensten op het gebied van informatie;2014;614486.0;0.1
696;63 Diensten op het gebied van informatie;2015;;
697;63 Diensten op het gebied van informatie;2016;64105.0;0.0
698;63 Diensten op het gebied van informatie;2017;529108.0;0.1
699;63 Diensten op het gebied van informatie;2018;950492.0;0.2
700;63 Diensten op het gebied van informatie;2019;-529573.0;-0.1
701;63 Diensten op het gebied van informatie;2020;279580.0;0.1
702;63 Diensten op het gebied van informatie;2021;412889.0;0.1
703;63 Diensten op het gebied van informatie;2022;;
704;K Financiële dienstverlening;2012;64488.0;0.0
705;K Financiële dienstverlening;2013;39139.0;0.0
706;K Financiële dienstverlening;2014;300595.0;0.1
707;K Financiële dienstverlening;2015;;
708;K Financiële dienstverlening;2016;99910.0;0.0
709;K Financiële dienstverlening;2017;604528.0;0.1
710;K Financiële dienstverlening;2018;260945.0;0.1
711;K Financiële dienstverlening;2019;-88581.0;0.0
712;K Financiële dienstverlening;2020;493966.0;0.1
713;K Financiële dienstverlening;2021;615490.0;0.1
714;K Financiële dienstverlening;2022;;
715;64 Bankwezen;2012;-204479.0;0.0
716;64 Bankwezen;2013;-109376.0;0.0
717;64 Bankwezen;2014;320059.0;0.1
718;64 Bankwezen;2015;;
719;64 Bankwezen;2016;95231.0;0.0
720;64 Bankwezen;2017;571852.0;0.1
721;64 Bankwezen;2018;252444.0;0.1
722;64 Bankwezen;2019;-36124.0;0.0
723;64 Bankwezen;2020;536584.0;0.1
724;64 Bankwezen;2021;673664.0;0.1
725;64 Bankwezen;2022;;
726;65 Verzekeraars en pensioenfondsen;2012;1601.0;0.0
727;65 Verzekeraars en pensioenfondsen;2013;-2824.0;0.0
728;65 Verzekeraars en pensioenfondsen;2014;-41.0;0.0
729;65 Verzekeraars en pensioenfondsen;2015;;
730;65 Verzekeraars en pensioenfondsen;2016;149.0;0.0
731;65 Verzekeraars en pensioenfondsen;2017;33.0;0.0
732;65 Verzekeraars en pensioenfondsen;2018;1466.0;0.0
733;65 Verzekeraars en pensioenfondsen;2019;-90.0;0.0
734;65 Verzekeraars en pensioenfondsen;2020;-33.0;0.0
735;65 Verzekeraars en pensioenfondsen;2021;37.0;0.0
736;65 Verzekeraars en pensioenfondsen;2022;;
737;66 Overige financiële dienstverlening;2012;267366.0;0.1
738;66 Overige financiële dienstverlening;2013;151340.0;0.0
739;66 Overige financiële dienstverlening;2014;-19423.0;0.0
740;66 Overige financiële dienstverlening;2015;;
741;66 Overige financiële dienstverlening;2016;4529.0;0.0
742;66 Overige financiële dienstverlening;2017;32644.0;0.0
743;66 Overige financiële dienstverlening;2018;7035.0;0.0
744;66 Overige financiële dienstverlening;2019;-52368.0;0.0
745;66 Overige financiële dienstverlening;2020;-42585.0;0.0
746;66 Overige financiële dienstverlening;2021;-58211.0;0.0
747;66 Overige financiële dienstverlening;2022;;
748;L Verhuur en handel van onroerend goed;2012;-52412.0;0.0
749;L Verhuur en handel van onroerend goed;2013;-14125.0;0.0
750;L Verhuur en handel van onroerend goed;2014;-11585.0;0.0
751;L Verhuur en handel van onroerend goed;2015;;
752;L Verhuur en handel van onroerend goed;2016;8679.0;0.0
753;L Verhuur en handel van onroerend goed;2017;-9126.0;0.0
754;L Verhuur en handel van onroerend goed;2018;-363.0;0.0
755;L Verhuur en handel van onroerend goed;2019;63024.0;0.0
756;L Verhuur en handel van onroerend goed;2020;76518.0;0.0
757;L Verhuur en handel van onroerend goed;2021;60610.0;0.0
758;L Verhuur en handel van onroerend goed;2022;;
759;68 Verhuur en handel van onroerend goed;2012;-52412.0;0.0
760;68 Verhuur en handel van onroerend goed;2013;-14125.0;0.0
761;68 Verhuur en handel van onroerend goed;2014;-11585.0;0.0
762;68 Verhuur en handel van onroerend goed;2015;;
763;68 Verhuur en handel van onroerend goed;2016;8679.0;0.0
764;68 Verhuur en handel van onroerend goed;2017;-9126.0;0.0
765;68 Verhuur en handel van onroerend goed;2018;-363.0;0.0
766;68 Verhuur en handel van onroerend goed;2019;63024.0;0.0
767;68 Verhuur en handel van onroerend goed;2020;76518.0;0.0
768;68 Verhuur en handel van onroerend goed;2021;60610.0;0.0
769;68 Verhuur en handel van onroerend goed;2022;;
770;M Specialistische zakelijke diensten;2012;7332264.0;1.8
771;M Specialistische zakelijke diensten;2013;-2762686.0;-0.6
772;M Specialistische zakelijke diensten;2014;-2814179.0;-0.6
773;M Specialistische zakelijke diensten;2015;;
774;M Specialistische zakelijke diensten;2016;2086996.0;0.5
775;M Specialistische zakelijke diensten;2017;1078127.0;0.3
776;M Specialistische zakelijke diensten;2018;2362848.0;0.5
777;M Specialistische zakelijke diensten;2019;-1061284.0;-0.2
778;M Specialistische zakelijke diensten;2020;-29602.0;0.0
779;M Specialistische zakelijke diensten;2021;-613140.0;-0.1
780;M Specialistische zakelijke diensten;2022;;
781;69 Juridische diensten en administratie;2012;848922.0;0.2
782;69 Juridische diensten en administratie;2013;-41979.0;0.0
783;69 Juridische diensten en administratie;2014;-1523565.0;-0.4
784;69 Juridische diensten en administratie;2015;;
785;69 Juridische diensten en administratie;2016;-32955.0;0.0
786;69 Juridische diensten en administratie;2017;67127.0;0.0
787;69 Juridische diensten en administratie;2018;-20728.0;0.0
788;69 Juridische diensten en administratie;2019;108509.0;0.0
789;69 Juridische diensten en administratie;2020;-44694.0;0.0
790;69 Juridische diensten en administratie;2021;126696.0;0.0
791;69 Juridische diensten en administratie;2022;;
792;70 Holdings en managementadviesbureaus;2012;6130018.0;1.5
793;70 Holdings en managementadviesbureaus;2013;-2582622.0;-0.6
794;70 Holdings en managementadviesbureaus;2014;-1406682.0;-0.3
795;70 Holdings en managementadviesbureaus;2015;;
796;70 Holdings en managementadviesbureaus;2016;2203715.0;0.5
797;70 Holdings en managementadviesbureaus;2017;855378.0;0.2
798;70 Holdings en managementadviesbureaus;2018;1803780.0;0.4
799;70 Holdings en managementadviesbureaus;2019;-1508052.0;-0.3
800;70 Holdings en managementadviesbureaus;2020;-163628.0;0.0
801;70 Holdings en managementadviesbureaus;2021;-1440745.0;-0.3
802;70 Holdings en managementadviesbureaus;2022;;
803;71 Architecten-, ingenieursbureaus e.d.;2012;451522.0;0.1
804;71 Architecten-, ingenieursbureaus e.d.;2013;-87777.0;0.0
805;71 Architecten-, ingenieursbureaus e.d.;2014;72607.0;0.0
806;71 Architecten-, ingenieursbureaus e.d.;2015;;
807;71 Architecten-, ingenieursbureaus e.d.;2016;-148725.0;0.0
808;71 Architecten-, ingenieursbureaus e.d.;2017;-47900.0;0.0
809;71 Architecten-, ingenieursbureaus e.d.;2018;126577.0;0.0
810;71 Architecten-, ingenieursbureaus e.d.;2019;184592.0;0.0
811;71 Architecten-, ingenieursbureaus e.d.;2020;3272.0;0.0
812;71 Architecten-, ingenieursbureaus e.d.;2021;288941.0;0.1
813;71 Architecten-, ingenieursbureaus e.d.;2022;;
814;72 Research;2012;-24583.0;0.0
815;72 Research;2013;-3294.0;0.0
816;72 Research;2014;72941.0;0.0
817;72 Research;2015;;
818;72 Research;2016;-12854.0;0.0
819;72 Research;2017;105508.0;0.0
820;72 Research;2018;67216.0;0.0
821;72 Research;2019;145168.0;0.0
822;72 Research;2020;62269.0;0.0
823;72 Research;2021;259664.0;0.1
824;72 Research;2022;;
825;73 Reclamewezen en marktonderzoek;2012;-34925.0;0.0
826;73 Reclamewezen en marktonderzoek;2013;-22474.0;0.0
827;73 Reclamewezen en marktonderzoek;2014;-5644.0;0.0
828;73 Reclamewezen en marktonderzoek;2015;;
829;73 Reclamewezen en marktonderzoek;2016;30604.0;0.0
830;73 Reclamewezen en marktonderzoek;2017;9671.0;0.0
831;73 Reclamewezen en marktonderzoek;2018;36118.0;0.0
832;73 Reclamewezen en marktonderzoek;2019;27089.0;0.0
833;73 Reclamewezen en marktonderzoek;2020;30239.0;0.0
834;73 Reclamewezen en marktonderzoek;2021;15720.0;0.0
835;73 Reclamewezen en marktonderzoek;2022;;
836;74 Design, fotografie, vertaalbureaus;2012;-40888.0;0.0
837;74 Design, fotografie, vertaalbureaus;2013;-29015.0;0.0
838;74 Design, fotografie, vertaalbureaus;2014;-21818.0;0.0
839;74 Design, fotografie, vertaalbureaus;2015;;
840;74 Design, fotografie, vertaalbureaus;2016;48216.0;0.0
841;74 Design, fotografie, vertaalbureaus;2017;88179.0;0.0
842;74 Design, fotografie, vertaalbureaus;2018;352098.0;0.1
843;74 Design, fotografie, vertaalbureaus;2019;-20054.0;0.0
844;74 Design, fotografie, vertaalbureaus;2020;83653.0;0.0
845;74 Design, fotografie, vertaalbureaus;2021;135459.0;0.0
846;74 Design, fotografie, vertaalbureaus;2022;;
847;75 Veterinaire dienstverlening;2012;2198.0;0.0
848;75 Veterinaire dienstverlening;2013;4477.0;0.0
849;75 Veterinaire dienstverlening;2014;-2019.0;0.0
850;75 Veterinaire dienstverlening;2015;;
851;75 Veterinaire dienstverlening;2016;-1005.0;0.0
852;75 Veterinaire dienstverlening;2017;164.0;0.0
853;75 Veterinaire dienstverlening;2018;-2213.0;0.0
854;75 Veterinaire dienstverlening;2019;1463.0;0.0
855;75 Veterinaire dienstverlening;2020;-712.0;0.0
856;75 Veterinaire dienstverlening;2021;1125.0;0.0
857;75 Veterinaire dienstverlening;2022;;
858;N Verhuur en overige zakelijke diensten;2012;151122.0;0.0
859;N Verhuur en overige zakelijke diensten;2013;26742.0;0.0
860;N Verhuur en overige zakelijke diensten;2014;60759.0;0.0
861;N Verhuur en overige zakelijke diensten;2015;;
862;N Verhuur en overige zakelijke diensten;2016;136866.0;0.0
863;N Verhuur en overige zakelijke diensten;2017;107345.0;0.0
864;N Verhuur en overige zakelijke diensten;2018;135037.0;0.0
865;N Verhuur en overige zakelijke diensten;2019;13633.0;0.0
866;N Verhuur en overige zakelijke diensten;2020;-50275.0;0.0
867;N Verhuur en overige zakelijke diensten;2021;912994.0;0.2
868;N Verhuur en overige zakelijke diensten;2022;;
869;77 Verhuur van roerende goederen;2012;117911.0;0.0
870;77 Verhuur van roerende goederen;2013;32883.0;0.0
871;77 Verhuur van roerende goederen;2014;156889.0;0.0
872;77 Verhuur van roerende goederen;2015;;
873;77 Verhuur van roerende goederen;2016;90004.0;0.0
874;77 Verhuur van roerende goederen;2017;3772.0;0.0
875;77 Verhuur van roerende goederen;2018;109402.0;0.0
876;77 Verhuur van roerende goederen;2019;-5572.0;0.0
877;77 Verhuur van roerende goederen;2020;-212685.0;0.0
878;77 Verhuur van roerende goederen;2021;539066.0;0.1
879;77 Verhuur van roerende goederen;2022;;
880;78 Uitzendbureaus en arbeidsbemiddeling;2012;-13974.0;0.0
881;78 Uitzendbureaus en arbeidsbemiddeling;2013;-3488.0;0.0
882;78 Uitzendbureaus en arbeidsbemiddeling;2014;-45026.0;0.0
883;78 Uitzendbureaus en arbeidsbemiddeling;2015;;
884;78 Uitzendbureaus en arbeidsbemiddeling;2016;8869.0;0.0
885;78 Uitzendbureaus en arbeidsbemiddeling;2017;-10294.0;0.0
886;78 Uitzendbureaus en arbeidsbemiddeling;2018;48654.0;0.0
887;78 Uitzendbureaus en arbeidsbemiddeling;2019;8904.0;0.0
888;78 Uitzendbureaus en arbeidsbemiddeling;2020;119448.0;0.0
889;78 Uitzendbureaus en arbeidsbemiddeling;2021;73850.0;0.0
890;78 Uitzendbureaus en arbeidsbemiddeling;2022;;
891;79 Reisbureaus, reisorganisatie en -info;2012;4870.0;0.0
892;79 Reisbureaus, reisorganisatie en -info;2013;-2542.0;0.0
893;79 Reisbureaus, reisorganisatie en -info;2014;-4231.0;0.0
894;79 Reisbureaus, reisorganisatie en -info;2015;;
895;79 Reisbureaus, reisorganisatie en -info;2016;3683.0;0.0
896;79 Reisbureaus, reisorganisatie en -info;2017;10727.0;0.0
897;79 Reisbureaus, reisorganisatie en -info;2018;-7624.0;0.0
898;79 Reisbureaus, reisorganisatie en -info;2019;-8107.0;0.0
899;79 Reisbureaus, reisorganisatie en -info;2020;-14608.0;0.0
900;79 Reisbureaus, reisorganisatie en -info;2021;2001.0;0.0
901;79 Reisbureaus, reisorganisatie en -info;2022;;
902;80 Beveiligings- en opsporingsdiensten;2012;-777.0;0.0
903;80 Beveiligings- en opsporingsdiensten;2013;1722.0;0.0
904;80 Beveiligings- en opsporingsdiensten;2014;1511.0;0.0
905;80 Beveiligings- en opsporingsdiensten;2015;;
906;80 Beveiligings- en opsporingsdiensten;2016;833.0;0.0
907;80 Beveiligings- en opsporingsdiensten;2017;2963.0;0.0
908;80 Beveiligings- en opsporingsdiensten;2018;4609.0;0.0
909;80 Beveiligings- en opsporingsdiensten;2019;1595.0;0.0
910;80 Beveiligings- en opsporingsdiensten;2020;4730.0;0.0
911;80 Beveiligings- en opsporingsdiensten;2021;9190.0;0.0
912;80 Beveiligings- en opsporingsdiensten;2022;;
913;81 Schoonmaakbedrijven, hoveniers e.d.;2012;35655.0;0.0
914;81 Schoonmaakbedrijven, hoveniers e.d.;2013;-20164.0;0.0
915;81 Schoonmaakbedrijven, hoveniers e.d.;2014;-15459.0;0.0
916;81 Schoonmaakbedrijven, hoveniers e.d.;2015;;
917;81 Schoonmaakbedrijven, hoveniers e.d.;2016;17489.0;0.0
918;81 Schoonmaakbedrijven, hoveniers e.d.;2017;68183.0;0.0
919;81 Schoonmaakbedrijven, hoveniers e.d.;2018;-56095.0;0.0
920;81 Schoonmaakbedrijven, hoveniers e.d.;2019;-13435.0;0.0
921;81 Schoonmaakbedrijven, hoveniers e.d.;2020;-2170.0;0.0
922;81 Schoonmaakbedrijven, hoveniers e.d.;2021;52697.0;0.0
923;81 Schoonmaakbedrijven, hoveniers e.d.;2022;;
924;82 Overige zakelijke dienstverlening;2012;7438.0;0.0
925;82 Overige zakelijke dienstverlening;2013;18330.0;0.0
926;82 Overige zakelijke dienstverlening;2014;-32925.0;0.0
927;82 Overige zakelijke dienstverlening;2015;;
928;82 Overige zakelijke dienstverlening;2016;15989.0;0.0
929;82 Overige zakelijke dienstverlening;2017;31994.0;0.0
930;82 Overige zakelijke dienstverlening;2018;36092.0;0.0
931;82 Overige zakelijke dienstverlening;2019;30249.0;0.0
932;82 Overige zakelijke dienstverlening;2020;55010.0;0.0
933;82 Overige zakelijke dienstverlening;2021;236190.0;0.0
934;82 Overige zakelijke dienstverlening;2022;;
935;O Openbaar bestuur en overheidsdiensten;2012;-74594.0;0.0
936;O Openbaar bestuur en overheidsdiensten;2013;-6210.0;0.0
937;O Openbaar bestuur en overheidsdiensten;2014;64164.0;0.0
938;O Openbaar bestuur en overheidsdiensten;2015;;
939;O Openbaar bestuur en overheidsdiensten;2016;-5981.0;0.0
940;O Openbaar bestuur en overheidsdiensten;2017;153389.0;0.0
941;O Openbaar bestuur en overheidsdiensten;2018;-36222.0;0.0
942;O Openbaar bestuur en overheidsdiensten;2019;26027.0;0.0
943;O Openbaar bestuur en overheidsdiensten;2020;46381.0;0.0
944;O Openbaar bestuur en overheidsdiensten;2021;209743.0;0.0
945;O Openbaar bestuur en overheidsdiensten;2022;;
946;84 Openbaar bestuur en overheidsdiensten;2012;-74594.0;0.0
947;84 Openbaar bestuur en overheidsdiensten;2013;-6210.0;0.0
948;84 Openbaar bestuur en overheidsdiensten;2014;64164.0;0.0
949;84 Openbaar bestuur en overheidsdiensten;2015;;
950;84 Openbaar bestuur en overheidsdiensten;2016;-5981.0;0.0
951;84 Openbaar bestuur en overheidsdiensten;2017;153389.0;0.0
952;84 Openbaar bestuur en overheidsdiensten;2018;-36222.0;0.0
953;84 Openbaar bestuur en overheidsdiensten;2019;26027.0;0.0
954;84 Openbaar bestuur en overheidsdiensten;2020;46381.0;0.0
955;84 Openbaar bestuur en overheidsdiensten;2021;209743.0;0.0
956;84 Openbaar bestuur en overheidsdiensten;2022;;
957;P Onderwijs;2012;17200.0;0.0
958;P Onderwijs;2013;-9496.0;0.0
959;P Onderwijs;2014;-6503.0;0.0
960;P Onderwijs;2015;;
961;P Onderwijs;2016;7153.0;0.0
962;P Onderwijs;2017;29230.0;0.0
963;P Onderwijs;2018;6338.0;0.0
964;P Onderwijs;2019;-19185.0;0.0
965;P Onderwijs;2020;-4973.0;0.0
966;P Onderwijs;2021;47767.0;0.0
967;P Onderwijs;2022;;
968;85 Onderwijs;2012;17200.0;0.0
969;85 Onderwijs;2013;-9496.0;0.0
970;85 Onderwijs;2014;-6503.0;0.0
971;85 Onderwijs;2015;;
972;85 Onderwijs;2016;7153.0;0.0
973;85 Onderwijs;2017;29230.0;0.0
974;85 Onderwijs;2018;6338.0;0.0
975;85 Onderwijs;2019;-19185.0;0.0
976;85 Onderwijs;2020;-4973.0;0.0
977;85 Onderwijs;2021;47767.0;0.0
978;85 Onderwijs;2022;;
979;Q Gezondheids- en welzijnszorg;2012;-13939.0;0.0
980;Q Gezondheids- en welzijnszorg;2013;13900.0;0.0
981;Q Gezondheids- en welzijnszorg;2014;61494.0;0.0
982;Q Gezondheids- en welzijnszorg;2015;;
983;Q Gezondheids- en welzijnszorg;2016;22064.0;0.0
984;Q Gezondheids- en welzijnszorg;2017;12663.0;0.0
985;Q Gezondheids- en welzijnszorg;2018;-76565.0;0.0
986;Q Gezondheids- en welzijnszorg;2019;19513.0;0.0
987;Q Gezondheids- en welzijnszorg;2020;-5240.0;0.0
988;Q Gezondheids- en welzijnszorg;2021;40025.0;0.0
989;Q Gezondheids- en welzijnszorg;2022;;
990;86 Gezondheidszorg;2012;-14362.0;0.0
991;86 Gezondheidszorg;2013;12591.0;0.0
992;86 Gezondheidszorg;2014;63063.0;0.0
993;86 Gezondheidszorg;2015;;
994;86 Gezondheidszorg;2016;-14969.0;0.0
995;86 Gezondheidszorg;2017;9925.0;0.0
996;86 Gezondheidszorg;2018;-24401.0;0.0
997;86 Gezondheidszorg;2019;24231.0;0.0
998;86 Gezondheidszorg;2020;-3059.0;0.0
999;86 Gezondheidszorg;2021;36998.0;0.0
1000;86 Gezondheidszorg;2022;;
1001;87 Verpleging en zorg met overnachting;2012;-9.0;0.0
1002;87 Verpleging en zorg met overnachting;2013;51.0;0.0
1003;87 Verpleging en zorg met overnachting;2014;4.0;0.0
1004;87 Verpleging en zorg met overnachting;2015;;
1005;87 Verpleging en zorg met overnachting;2016;-85.0;0.0
1006;87 Verpleging en zorg met overnachting;2017;4.0;0.0
1007;87 Verpleging en zorg met overnachting;2018;-58.0;0.0
1008;87 Verpleging en zorg met overnachting;2019;141.0;0.0
1009;87 Verpleging en zorg met overnachting;2020;-44.0;0.0
1010;87 Verpleging en zorg met overnachting;2021;605.0;0.0
1011;87 Verpleging en zorg met overnachting;2022;;
