ID;RegioS;Code_1;Naam_2;SorteringNaam_3;Code_4;Naam_5;Code_6;Naam_7;Code_8;Naam_9;Code_10;Naam_11;Code_12;Naam_13;Code_14;Naam_15;Code_16;Naam_17;Code_18;Naam_19;Code_20;Naam_21;Code_22;Naam_23;Code_24;Naam_25;Code_26;Naam_27;Code_28;Naam_29;Code_30;Naam_31;Code_32;Naam_33;Code_34;Naam_35;Code_36;Naam_37;Code_38;Naam_39;Code_40;Naam_41;Code_42;Naam_43;Code_44;Naam_45;Code_46;Omschrijving_47;Code_48;Omschrijving_49;Inwonertal_50;Omgevingsadressendichtheid_51
83;221;221;Doesburg                                          ;Doesburg                                          ;5;Arnhem                                            ;15;Arnhem/Nijmegen                                   ;150;Arnhem/Nijmegen                                   ;1500;Arnhem/Nijmegen                                   ;1911;Veiligh. en Gez. Gelderland-Midden                ;       09 ;Centraal-Gelderland                               ;2502;IJsselstreek                                      ;4;Oostelijk Veehouderijgebied                       ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL226    ;Arnhem/Nijmegen                                   ;7;Gelderland-Midden                                 ;25;Gelderland                                        ;2;Arnhem                                            ;11;IJssel en Rijn                                    ;    10    ;Achterhoek                                        ;7;Gelderland-Midden                                 ;14;Arnhem/Nijmegen                                   ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;11636;819
84;222;222;Doetinchem                                        ;Doetinchem                                        ;6;Zutphen                                           ;14;Achterhoek                                        ;140;Achterhoek                                        ;1400;Achterhoek                                        ;1406;GGD Gelre-IJssel                                  ;       09 ;Centraal-Gelderland                               ;2508;Achterhoek                                        ;4;Oostelijk Veehouderijgebied                       ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL225    ;Achterhoek                                        ;6;Noord- en Oost-Gelderland                         ;25;Gelderland                                        ;2;Arnhem                                            ;12;Achterhoek                                        ;    10    ;Achterhoek                                        ;6;Noord- en Oost-Gelderland                         ;13;Oost-Gelderland                                   ;0;                                                  ;0;                                                  ;5;50 000 tot 100 000 inwoners                       ;3;Matig stedelijk          ;56037;1051
85;766;766;Dongen                                            ;Dongen                                            ;2;Breda                                             ;34;Midden-Noord-Brabant                              ;340;Midden-Noord-Brabant                              ;3400;Midden-Noord-Brabant                              ;5406;GGD Hart voor Brabant                             ;       17 ;Brabant                                           ;3008;Midden-Noord-Brabant                              ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL412    ;Midden-Noord-Brabant                              ;20;Midden- en West-Brabant                           ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;26;Midden-Brabant                                    ;    13    ;West- en Midden-Brabant                           ;20;Midden- en West-Brabant                           ;35;Midden-Brabant                                    ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;25101;1122
86;58;58;Dongeradeel                                       ;Dongeradeel                                       ;17;Leeuwarden                                        ;4;Noord-Friesland                                   ;40;Noord-Friesland                                   ;400;Noord-Friesland                                   ;7206;GGD Fryslân                                       ;       01 ;Noord-Nederland                                   ;2101;Noordelijk Friesland                              ;1;Bouwhoek en Hogeland                              ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL12    ;Friesland (NL)                                    ; NL121    ;Noord-Friesland                                   ;2;Friesland                                         ;21;Friesland                                         ;5;Leeuwarden                                        ;4;Fryslân                                           ;    17    ;Overig Nederland                                  ;2;Fryslân                                           ;4;Friesland-Noord                                   ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;24292;468
87;505;505;Dordrecht                                         ;Dordrecht                                         ;11;Dordrecht                                         ;30;Zuidoost-Zuid-Holland                             ;300;Zuidoost-Zuid-Holland                             ;3001;Drechtsteden                                      ;4810;GGD Zuid-Holland-Zuid                             ;       24 ;Rotterdam                                         ;2801;Voorne-Putten en Hoeksche Waard                   ;11;Zuidwestelijk Akkerbouwgebied                     ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL33    ;Zuid-Holland                                      ; NL336    ;Zuidoost-Zuid-Holland                             ;18;Zuid-Holland-Zuid                                 ;28;Zuid-Holland                                      ;3;'s-Gravenhage                                     ;23;Rijnmond                                          ;    04    ;Deltagebied                                       ;18;Zuid-Holland-Zuid                                 ;30;Zuid-Holland-Zuid                                 ;15;Dordrecht                                         ;15;Dordrecht                                         ;6;100 000 tot 150 000 inwoners                      ;2;Sterk stedelijk          ;118810;2435
88;498;498;Drechterland                                      ;Drechterland                                      ;14;Alkmaar                                           ;18;Kop van Noord-Holland                             ;180;Kop van Noord-Holland                             ;1800;Kop van Noord-Holland                             ;2707;GGD Hollands-Noorden                              ;       37 ;Noordwest-Holland                                 ;2705;West-Friesland en omgeving                        ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL321    ;Kop van Noord-Holland                             ;10;Noord-Holland-Noord                               ;27;Noord-Holland                                     ;4;Amsterdam                                         ;19;Noord-Holland-Noord                               ;    03    ;IJsselmeerkust                                    ;10;Noord-Holland-Noord                               ;22;Westfriesland                                     ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;19335;451
89;Drimmelen;1719;Drimmelen                                         ;Drimmelen                                         ;2;Breda                                             ;33;West-Noord-Brabant                                ;330;West-Noord-Brabant                                ;3300;West-Noord-Brabant                                ;5206;GGD West-Brabant                                  ;       20 ;Zuidwest-Nederland                                ;3002;Westelijke Langstraat                             ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL411    ;West-Noord-Brabant                                ;20;Midden- en West-Brabant                           ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;25;West-Brabant                                      ;    04    ;Deltagebied                                       ;20;Midden- en West-Brabant                           ;34;West-Brabant                                      ;0;                                                  ;16;Breda                                             ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;26477;661
90;303;303;Dronten                                           ;Dronten                                           ;7;Zwolle/Lelystad                                   ;40;Flevoland                                         ;400;Flevoland                                         ;4002;Flevoland-Midden                                  ;2209;GGD Flevoland                                     ;       32 ;Gooi-, Eem- en Flevoland                          ;2402;Zuidelijke IJsselmeerpolders                      ;6;IJsselmeerpolders                                 ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL23    ;Flevoland                                         ; NL230    ;Flevoland                                         ;25;Flevoland                                         ;24;Flevoland                                         ;2;Arnhem                                            ;15;Flevoland                                         ;    03    ;IJsselmeerkust                                    ;25;Flevoland                                         ;18;Flevoland                                         ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;40164;802
91;225;225;Druten                                            ;Druten                                            ;5;Arnhem                                            ;15;Arnhem/Nijmegen                                   ;150;Arnhem/Nijmegen                                   ;1500;Arnhem/Nijmegen                                   ;2106;GGD Regio Nijmegen                                ;       30 ;Midden-Nederland                                  ;2503;Zuidelijk Gelderland                              ;4;Oostelijk Veehouderijgebied                       ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL226    ;Arnhem/Nijmegen                                   ;8;Gelderland-Zuid                                   ;25;Gelderland                                        ;2;Arnhem                                            ;13;Nijmegen                                          ;    09    ;Gelders Rivierengebied                            ;8;Gelderland-Zuid                                   ;15;Rivierenland                                      ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;18097;722
92;226;226;Duiven                                            ;Duiven                                            ;5;Arnhem                                            ;15;Arnhem/Nijmegen                                   ;150;Arnhem/Nijmegen                                   ;1500;Arnhem/Nijmegen                                   ;1911;Veiligh. en Gez. Gelderland-Midden                ;       09 ;Centraal-Gelderland                               ;2503;Zuidelijk Gelderland                              ;4;Oostelijk Veehouderijgebied                       ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL226    ;Arnhem/Nijmegen                                   ;7;Gelderland-Midden                                 ;25;Gelderland                                        ;2;Arnhem                                            ;11;IJssel en Rijn                                    ;    10    ;Achterhoek                                        ;7;Gelderland-Midden                                 ;14;Arnhem/Nijmegen                                   ;0;                                                  ;6;Arnhem                                            ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;25550;1094
93;Echt-Susteren;1711;Echt-Susteren                                     ;Echt+Susteren                                     ;4;Roermond                                          ;38;Midden-Limburg                                    ;380;Midden-Limburg                                    ;3800;Midden-Limburg                                    ;6011;GGD Limburg-Noord                                 ;       14 ;Limburg                                           ;3101;Noord-Limburg                                     ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL42    ;Limburg (NL)                                      ; NL422    ;Midden-Limburg                                    ;23;Limburg-Noord                                     ;31;Limburg                                           ;1;'s-Hertogenbosch                                  ;31;Roermond                                          ;    14    ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;23;Limburg-Noord                                     ;39;Midden-Limburg                                    ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;32264;634
94;385;385;Edam-Volendam                                     ;Edam+Volendam                                     ;15;Haarlem                                           ;23;Groot-Amsterdam                                   ;232;Overig Groot-Amsterdam                            ;2322;Edam-Volendam en omgeving                         ;7306;GGD Zaanstreek/Waterland                          ;       37 ;Noordwest-Holland                                 ;2706;Waterland en N.-Hollandse Droogmakerijen          ;8;Waterland en Droogmakerijen                       ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL326    ;Groot-Amsterdam                                   ;11;Zaanstreek-Waterland                              ;27;Noord-Holland                                     ;4;Amsterdam                                         ;20;Zuidelijk Noord-Holland                           ;    03    ;IJsselmeerkust                                    ;11;Zaanstreek-Waterland                              ;21;Agglomeratie Amsterdam                            ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;28583;1451
95;228;228;Ede                                               ;Ede                                               ;5;Arnhem                                            ;13;Veluwe                                            ;130;Veluwe                                            ;1300;Veluwe                                            ;1911;Veiligh. en Gez. Gelderland-Midden                ;       09 ;Centraal-Gelderland                               ;2507;Westelijke Veluwe                                 ;5;Centraal Veehouderijgebied                        ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL221    ;Veluwe                                            ;7;Gelderland-Midden                                 ;25;Gelderland                                        ;2;Arnhem                                            ;10;De Vallei                                         ;    08    ;Veluwe en Veluwerand                              ;7;Gelderland-Midden                                 ;16;Eem en Vallei                                     ;0;                                                  ;0;                                                  ;6;100 000 tot 150 000 inwoners                      ;3;Matig stedelijk          ;108285;1431
96;317;317;Eemnes                                            ;Eemnes                                            ;16;Utrecht                                           ;17;Utrecht                                           ;170;Utrecht                                           ;1702;Stadsgewest Amersfoort                            ;2506;GGD Midden-Nederland                              ;       32 ;Gooi-, Eem- en Flevoland                          ;2604;Eemland                                           ;9;Hollands/Utrechts Weidegebied                     ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL31    ;Utrecht                                           ; NL310    ;Utrecht                                           ;9;Utrecht                                           ;26;Utrecht                                           ;4;Amsterdam                                         ;16;Gooi en Vechtstreek                               ;    03    ;IJsselmeerkust                                    ;9;Utrecht                                           ;16;Eem en Vallei                                     ;0;                                                  ;0;                                                  ;2;5 000 tot 10 000 inwoners                         ;4;Weinig stedelijk         ;8845;822
97;Eemsmond;1651;Eemsmond                                          ;Eemsmond                                          ;18;Groningen                                         ;3;Overig Groningen                                  ;30;Overig Groningen                                  ;300;Overig Groningen                                  ;111;GGD Groningen                                     ;       01 ;Noord-Nederland                                   ;2006;Oostelijk Hogeland                                ;1;Bouwhoek en Hogeland                              ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL11    ;Groningen                                         ; NL113    ;Overig Groningen                                  ;1;Groningen                                         ;20;Groningen                                         ;5;Leeuwarden                                        ;1;Noord-Groningen                                   ;    17    ;Overig Nederland                                  ;1;Groningen                                         ;2;Noord-Groningen en Eemsmond                       ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;16357;348
98;770;770;Eersel                                            ;Eersel                                            ;1;'s-Hertogenbosch                                  ;36;Zuidoost-Noord-Brabant                            ;360;Zuidoost-Noord-Brabant                            ;3600;Zuidoost-Noord-Brabant                            ;5608;GGD Brabant-Zuidoost                              ;       17 ;Brabant                                           ;3007;De Kempen                                         ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL414    ;Zuidoost-Noord-Brabant                            ;22;Brabant-Zuidoost                                  ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;28;Zuidoost-Brabant                                  ;    13    ;West- en Midden-Brabant                           ;22;Brabant-Zuidoost                                  ;37;Zuidoost-Brabant                                  ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;18166;508
99;Eijsden-Margraten;1903;Eijsden-Margraten                                 ;Eijsden+Margraten                                 ;3;Maastricht                                        ;39;Zuid-Limburg                                      ;390;Zuid-Limburg                                      ;3900;Zuid-Limburg                                      ;6106;GGD Zuid-Limburg                                  ;       14 ;Limburg                                           ;3102;Zuid-Limburg                                      ;14;Zuid-Limburg                                      ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL42    ;Limburg (NL)                                      ; NL423    ;Zuid-Limburg                                      ;24;Limburg-Zuid                                      ;31;Limburg                                           ;1;'s-Hertogenbosch                                  ;34;Maastricht Mergelland                             ;    15    ;Zuid-Limburg                                      ;24;Limburg-Zuid                                      ;42;Maastricht en Mergelland                          ;0;                                                  ;22;Maastricht                                        ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;24940;400
100;772;772;Eindhoven                                         ;Eindhoven                                         ;1;'s-Hertogenbosch                                  ;36;Zuidoost-Noord-Brabant                            ;360;Zuidoost-Noord-Brabant                            ;3600;Zuidoost-Noord-Brabant                            ;5608;GGD Brabant-Zuidoost                              ;       17 ;Brabant                                           ;3008;Midden-Noord-Brabant                              ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL414    ;Zuidoost-Noord-Brabant                            ;22;Brabant-Zuidoost                                  ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;28;Zuidoost-Brabant                                  ;    13    ;West- en Midden-Brabant                           ;22;Brabant-Zuidoost                                  ;37;Zuidoost-Brabant                                  ;19;Eindhoven                                         ;19;Eindhoven                                         ;7;150 000 tot 250 000 inwoners                      ;2;Sterk stedelijk          ;216036;2189
101;230;230;Elburg                                            ;Elburg                                            ;6;Zutphen                                           ;13;Veluwe                                            ;130;Veluwe                                            ;1300;Veluwe                                            ;1406;GGD Gelre-IJssel                                  ;       08 ;Oost-Nederland                                    ;2501;Oostelijke Veluwe                                 ;5;Centraal Veehouderijgebied                        ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL221    ;Veluwe                                            ;6;Noord- en Oost-Gelderland                         ;25;Gelderland                                        ;2;Arnhem                                            ;8;Noordwest-Veluwe                                  ;    03    ;IJsselmeerkust                                    ;6;Noord- en Oost-Gelderland                         ;17;Noordwest-Veluwe                                  ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;22310;628
102;114;114;Emmen                                             ;Emmen                                             ;19;Assen                                             ;8;Zuidoost-Drenthe                                  ;80;Zuidoost-Drenthe                                  ;800;Zuidoost-Drenthe                                  ;706;GGD Drenthe                                       ;       01 ;Noord-Nederland                                   ;2205;Drentse Veenkoloniën en Hondsrug                  ;2;Veenkoloniën en Oldambt                           ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL13    ;Drenthe                                           ; NL132    ;Zuidoost-Drenthe                                  ;3;Drenthe                                           ;22;Drenthe                                           ;5;Leeuwarden                                        ;5;Zuid- en Midden-Drenthe                           ;    12    ;Groningse, Friese en Drentse Zandgronden          ;3;Drenthe                                           ;8;Zuidoost-Drenthe                                  ;0;                                                  ;0;                                                  ;6;100 000 tot 150 000 inwoners                      ;4;Weinig stedelijk         ;109259;735
103;388;388;Enkhuizen                                         ;Enkhuizen                                         ;14;Alkmaar                                           ;18;Kop van Noord-Holland                             ;180;Kop van Noord-Holland                             ;1800;Kop van Noord-Holland                             ;2707;GGD Hollands-Noorden                              ;       37 ;Noordwest-Holland                                 ;2705;West-Friesland en omgeving                        ;7;Westelijk Holland                                 ;3;West-Nederland                                    ;   NL3    ;West-Nederland                                    ;  NL32    ;Noord-Holland                                     ; NL321    ;Kop van Noord-Holland                             ;10;Noord-Holland-Noord                               ;27;Noord-Holland                                     ;4;Amsterdam                                         ;19;Noord-Holland-Noord                               ;    03    ;IJsselmeerkust                                    ;10;Noord-Holland-Noord                               ;22;Westfriesland                                     ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;3;Matig stedelijk          ;18173;1305
104;153;153;Enschede                                          ;Enschede                                          ;8;Almelo                                            ;12;Twente                                            ;120;Twente                                            ;1200;Twente                                            ;1106;GGD Regio Twente                                  ;       08 ;Oost-Nederland                                    ;2303;Twente                                            ;4;Oostelijk Veehouderijgebied                       ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL21    ;Overijssel                                        ; NL213    ;Twente                                            ;5;Twente                                            ;23;Overijssel                                        ;2;Arnhem                                            ;7;Twente                                            ;    11    ;Twente, Salland en Vechtstreek                    ;5;Twente                                            ;12;Twente                                            ;4;Enschede                                          ;4;Enschede                                          ;7;150 000 tot 250 000 inwoners                      ;2;Sterk stedelijk          ;157838;2001
105;232;232;Epe                                               ;Epe                                               ;6;Zutphen                                           ;13;Veluwe                                            ;130;Veluwe                                            ;1300;Veluwe                                            ;1406;GGD Gelre-IJssel                                  ;       08 ;Oost-Nederland                                    ;2501;Oostelijke Veluwe                                 ;5;Centraal Veehouderijgebied                        ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL221    ;Veluwe                                            ;6;Noord- en Oost-Gelderland                         ;25;Gelderland                                        ;2;Arnhem                                            ;9;Stedendriehoek                                    ;    08    ;Veluwe en Veluwerand                              ;6;Noord- en Oost-Gelderland                         ;11;Stedendriehoek                                    ;0;                                                  ;5;Apeldoorn                                         ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;32875;644
106;233;233;Ermelo                                            ;Ermelo                                            ;6;Zutphen                                           ;13;Veluwe                                            ;130;Veluwe                                            ;1300;Veluwe                                            ;1406;GGD Gelre-IJssel                                  ;       08 ;Oost-Nederland                                    ;2507;Westelijke Veluwe                                 ;5;Centraal Veehouderijgebied                        ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL221    ;Veluwe                                            ;6;Noord- en Oost-Gelderland                         ;25;Gelderland                                        ;2;Arnhem                                            ;8;Noordwest-Veluwe                                  ;    08    ;Veluwe en Veluwerand                              ;6;Noord- en Oost-Gelderland                         ;17;Noordwest-Veluwe                                  ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;26133;879
107;777;777;Etten-Leur                                        ;Etten+Leur                                        ;2;Breda                                             ;33;West-Noord-Brabant                                ;330;West-Noord-Brabant                                ;3300;West-Noord-Brabant                                ;5206;GGD West-Brabant                                  ;       20 ;Zuidwest-Nederland                                ;3005;Westelijke Zandgronden                            ;12;Zuidwest-Brabant                                  ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL411    ;West-Noord-Brabant                                ;20;Midden- en West-Brabant                           ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;25;West-Brabant                                      ;    13    ;West- en Midden-Brabant                           ;20;Midden- en West-Brabant                           ;34;West-Brabant                                      ;0;                                                  ;16;Breda                                             ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;41800;1536
108;Ferwerderadiel;1722;Ferwerderadiel                                    ;Ferwerderadiel                                    ;17;Leeuwarden                                        ;4;Noord-Friesland                                   ;40;Noord-Friesland                                   ;400;Noord-Friesland                                   ;7206;GGD Fryslân                                       ;       01 ;Noord-Nederland                                   ;2101;Noordelijk Friesland                              ;1;Bouwhoek en Hogeland                              ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL12    ;Friesland (NL)                                    ; NL121    ;Noord-Friesland                                   ;2;Friesland                                         ;21;Friesland                                         ;5;Leeuwarden                                        ;4;Fryslân                                           ;    17    ;Overig Nederland                                  ;2;Fryslân                                           ;4;Friesland-Noord                                   ;0;                                                  ;0;                                                  ;2;5 000 tot 10 000 inwoners                         ;5;Niet stedelijk           ;8864;196
109;70;70;Franekeradeel                                     ;Franekeradeel                                     ;17;Leeuwarden                                        ;4;Noord-Friesland                                   ;40;Noord-Friesland                                   ;400;Noord-Friesland                                   ;7206;GGD Fryslân                                       ;       01 ;Noord-Nederland                                   ;2101;Noordelijk Friesland                              ;1;Bouwhoek en Hogeland                              ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL12    ;Friesland (NL)                                    ; NL121    ;Noord-Friesland                                   ;2;Friesland                                         ;21;Friesland                                         ;5;Leeuwarden                                        ;4;Fryslân                                           ;    17    ;Overig Nederland                                  ;2;Fryslân                                           ;4;Friesland-Noord                                   ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;20755;638
110;653;653;Gaasterlân-Sleat                                  ;Gaasterlân+Sleat                                  ;17;Leeuwarden                                        ;5;Zuidwest-Friesland                                ;50;Zuidwest-Friesland                                ;500;Zuidwest-Friesland                                ;7206;GGD Fryslân                                       ;       01 ;Noord-Nederland                                   ;2102;Weidestreek in Friesland                          ;3;Noordelijk Weidegebied                            ;1;Noord-Nederland                                   ;   NL1    ;Noord-Nederland                                   ;  NL12    ;Friesland (NL)                                    ; NL122    ;Zuidwest-Friesland                                ;2;Friesland                                         ;21;Friesland                                         ;5;Leeuwarden                                        ;4;Fryslân                                           ;    05    ;Meren in Gron., Friesl., N.W.-Overijssel          ;2;Fryslân                                           ;5;Zuidwest-Friesland                                ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;10225;254
111;779;779;Geertruidenberg                                   ;Geertruidenberg                                   ;2;Breda                                             ;33;West-Noord-Brabant                                ;330;West-Noord-Brabant                                ;3300;West-Noord-Brabant                                ;5206;GGD West-Brabant                                  ;       20 ;Zuidwest-Nederland                                ;3002;Westelijke Langstraat                             ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL411    ;West-Noord-Brabant                                ;20;Midden- en West-Brabant                           ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;25;West-Brabant                                      ;    13    ;West- en Midden-Brabant                           ;20;Midden- en West-Brabant                           ;34;West-Brabant                                      ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;21307;997
112;236;236;Geldermalsen                                      ;Geldermalsen                                      ;5;Arnhem                                            ;16;Zuidwest-Gelderland                               ;160;Zuidwest-Gelderland                               ;1600;Zuidwest-Gelderland                               ;2006;GGD Rivierenland                                  ;       30 ;Midden-Nederland                                  ;2505;Veluwezoom en Betuwe                              ;10;Rivierengebied                                    ;2;Oost-Nederland                                    ;   NL2    ;Oost-Nederland                                    ;  NL22    ;Gelderland                                        ; NL224    ;Zuidwest-Gelderland                               ;8;Gelderland-Zuid                                   ;25;Gelderland                                        ;2;Arnhem                                            ;14;Rivierenland                                      ;    09    ;Gelders Rivierengebied                            ;8;Gelderland-Zuid                                   ;15;Rivierenland                                      ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;26224;559
113;Geldrop-Mierlo;1771;Geldrop-Mierlo                                    ;Geldrop+Mierlo                                    ;1;'s-Hertogenbosch                                  ;36;Zuidoost-Noord-Brabant                            ;360;Zuidoost-Noord-Brabant                            ;3600;Zuidoost-Noord-Brabant                            ;5608;GGD Brabant-Zuidoost                              ;       17 ;Brabant                                           ;3010;Westelijk Peelgebied                              ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL414    ;Zuidoost-Noord-Brabant                            ;22;Brabant-Zuidoost                                  ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;28;Zuidoost-Brabant                                  ;    13    ;West- en Midden-Brabant                           ;22;Brabant-Zuidoost                                  ;37;Zuidoost-Brabant                                  ;19;Eindhoven                                         ;19;Eindhoven                                         ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;38389;1242
114;Gemert-Bakel;1652;Gemert-Bakel                                      ;Gemert+Bakel                                      ;1;'s-Hertogenbosch                                  ;36;Zuidoost-Noord-Brabant                            ;360;Zuidoost-Noord-Brabant                            ;3600;Zuidoost-Noord-Brabant                            ;5608;GGD Brabant-Zuidoost                              ;       17 ;Brabant                                           ;3010;Westelijk Peelgebied                              ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL41    ;Noord-Brabant                                     ; NL414    ;Zuidoost-Noord-Brabant                            ;22;Brabant-Zuidoost                                  ;30;Noord-Brabant                                     ;1;'s-Hertogenbosch                                  ;28;Zuidoost-Brabant                                  ;    14    ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;22;Brabant-Zuidoost                                  ;37;Zuidoost-Brabant                                  ;0;                                                  ;0;                                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;28906;708
115;907;907;Gennep                                            ;Gennep                                            ;4;Roermond                                          ;37;Noord-Limburg                                     ;370;Noord-Limburg                                     ;3700;Noord-Limburg                                     ;6011;GGD Limburg-Noord                                 ;       14 ;Limburg                                           ;3101;Noord-Limburg                                     ;13;Zuidelijk Veehouderijgebied                       ;4;Zuid-Nederland                                    ;   NL4    ;Zuid-Nederland                                    ;  NL42    ;Limburg (NL)                                      ; NL421    ;Noord-Limburg                                     ;23;Limburg-Noord                                     ;31;Limburg                                           ;1;'s-Hertogenbosch                                  ;29;Noord-Limburg                                     ;    14    ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;23;Limburg-Noord                                     ;38;Noord-Limburg                                     ;0;                                                  ;0;                                                  ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;17383;592
