ID;Werkloosheidsduur;Persoonskenmerken;Perioden;WerklozeBeroepsbevolking_1
851;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2015 2e kwartaal;10
852;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2015 3e kwartaal;14
853;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2015 4e kwartaal;11
854;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2015;13
855;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2016 1e kwartaal;8
856;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2016 2e kwartaal;14
857;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2016 3e kwartaal;12
858;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2016 4e kwartaal;11
859;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2016;11
860;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2017 1e kwartaal;12
861;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2017 2e kwartaal;9
862;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2017 3e kwartaal;17
863;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2017 4e kwartaal;18
864;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2017;14
865;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2018 1e kwartaal;11
866;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2018 2e kwartaal;14
867;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2018 3e kwartaal;16
868;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2018 4e kwartaal;15
869;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2018;14
870;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2019 1e kwartaal;18
871;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2019 2e kwartaal;16
872;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2019 3e kwartaal;15
873;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2019 4e kwartaal;16
874;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2019;16
875;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2020 1e kwartaal;13
876;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2020 2e kwartaal;10
877;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2020 3e kwartaal;12
878;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2020 4e kwartaal;14
879;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2020;12
880;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2021 1e kwartaal;11
881;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2021 2e kwartaal;8
882;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2021 3e kwartaal;13
883;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2021 4e kwartaal;14
884;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2021;11
885;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2022 1e kwartaal;18
886;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2022 2e kwartaal;13
887;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2022 3e kwartaal;15
888;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2022 4e kwartaal;14
889;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2022;15
890;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2023 1e kwartaal;16
891;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2023 2e kwartaal;13
892;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2023 3e kwartaal;11
893;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2023 4e kwartaal;14
894;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2023;14
895;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2024 1e kwartaal;15
896;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2024 2e kwartaal;12
897;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2024 3e kwartaal;8
898;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2024 4e kwartaal;13
899;Totaal werkloosheidsduur;Leeftijd: 65 tot 75 jaar;2024;12
900;Kortdurig werkloos;Totaal personen;2013 1e kwartaal;497
901;Kortdurig werkloos;Totaal personen;2013 2e kwartaal;484
902;Kortdurig werkloos;Totaal personen;2013 3e kwartaal;491
903;Kortdurig werkloos;Totaal personen;2013 4e kwartaal;494
904;Kortdurig werkloos;Totaal personen;2013;491
905;Kortdurig werkloos;Totaal personen;2014 1e kwartaal;520
906;Kortdurig werkloos;Totaal personen;2014 2e kwartaal;476
907;Kortdurig werkloos;Totaal personen;2014 3e kwartaal;438
908;Kortdurig werkloos;Totaal personen;2014 4e kwartaal;435
909;Kortdurig werkloos;Totaal personen;2014;467
910;Kortdurig werkloos;Totaal personen;2015 1e kwartaal;451
911;Kortdurig werkloos;Totaal personen;2015 2e kwartaal;417
912;Kortdurig werkloos;Totaal personen;2015 3e kwartaal;410
913;Kortdurig werkloos;Totaal personen;2015 4e kwartaal;420
914;Kortdurig werkloos;Totaal personen;2015;424
915;Kortdurig werkloos;Totaal personen;2016 1e kwartaal;433
916;Kortdurig werkloos;Totaal personen;2016 2e kwartaal;393
917;Kortdurig werkloos;Totaal personen;2016 3e kwartaal;375
918;Kortdurig werkloos;Totaal personen;2016 4e kwartaal;363
919;Kortdurig werkloos;Totaal personen;2016;391
920;Kortdurig werkloos;Totaal personen;2017 1e kwartaal;384
921;Kortdurig werkloos;Totaal personen;2017 2e kwartaal;348
922;Kortdurig werkloos;Totaal personen;2017 3e kwartaal;332
923;Kortdurig werkloos;Totaal personen;2017 4e kwartaal;324
924;Kortdurig werkloos;Totaal personen;2017;347
925;Kortdurig werkloos;Totaal personen;2018 1e kwartaal;339
926;Kortdurig werkloos;Totaal personen;2018 2e kwartaal;302
927;Kortdurig werkloos;Totaal personen;2018 3e kwartaal;299
928;Kortdurig werkloos;Totaal personen;2018 4e kwartaal;303
929;Kortdurig werkloos;Totaal personen;2018;311
930;Kortdurig werkloos;Totaal personen;2019 1e kwartaal;322
931;Kortdurig werkloos;Totaal personen;2019 2e kwartaal;305
932;Kortdurig werkloos;Totaal personen;2019 3e kwartaal;307
933;Kortdurig werkloos;Totaal personen;2019 4e kwartaal;315
934;Kortdurig werkloos;Totaal personen;2019;312
935;Kortdurig werkloos;Totaal personen;2020 1e kwartaal;315
936;Kortdurig werkloos;Totaal personen;2020 2e kwartaal;380
937;Kortdurig werkloos;Totaal personen;2020 3e kwartaal;413
938;Kortdurig werkloos;Totaal personen;2020 4e kwartaal;380
939;Kortdurig werkloos;Totaal personen;2020;372
940;Kortdurig werkloos;Totaal personen;2021 1e kwartaal;364
941;Kortdurig werkloos;Totaal personen;2021 2e kwartaal;317
942;Kortdurig werkloos;Totaal personen;2021 3e kwartaal;301
943;Kortdurig werkloos;Totaal personen;2021 4e kwartaal;274
944;Kortdurig werkloos;Totaal personen;2021;314
945;Kortdurig werkloos;Totaal personen;2022 1e kwartaal;273
946;Kortdurig werkloos;Totaal personen;2022 2e kwartaal;249
947;Kortdurig werkloos;Totaal personen;2022 3e kwartaal;294
948;Kortdurig werkloos;Totaal personen;2022 4e kwartaal;283
949;Kortdurig werkloos;Totaal personen;2022;275
950;Kortdurig werkloos;Totaal personen;2023 1e kwartaal;300
951;Kortdurig werkloos;Totaal personen;2023 2e kwartaal;288
952;Kortdurig werkloos;Totaal personen;2023 3e kwartaal;311
953;Kortdurig werkloos;Totaal personen;2023 4e kwartaal;290
954;Kortdurig werkloos;Totaal personen;2023;298
955;Kortdurig werkloos;Totaal personen;2024 1e kwartaal;320
956;Kortdurig werkloos;Totaal personen;2024 2e kwartaal;301
957;Kortdurig werkloos;Totaal personen;2024 3e kwartaal;312
958;Kortdurig werkloos;Totaal personen;2024 4e kwartaal;306
959;Kortdurig werkloos;Totaal personen;2024;310
960;Kortdurig werkloos;Geslacht: Mannen;2013 1e kwartaal;262
961;Kortdurig werkloos;Geslacht: Mannen;2013 2e kwartaal;254
962;Kortdurig werkloos;Geslacht: Mannen;2013 3e kwartaal;251
963;Kortdurig werkloos;Geslacht: Mannen;2013 4e kwartaal;254
964;Kortdurig werkloos;Geslacht: Mannen;2013;255
965;Kortdurig werkloos;Geslacht: Mannen;2014 1e kwartaal;274
966;Kortdurig werkloos;Geslacht: Mannen;2014 2e kwartaal;249
967;Kortdurig werkloos;Geslacht: Mannen;2014 3e kwartaal;220
968;Kortdurig werkloos;Geslacht: Mannen;2014 4e kwartaal;215
969;Kortdurig werkloos;Geslacht: Mannen;2014;240
970;Kortdurig werkloos;Geslacht: Mannen;2015 1e kwartaal;223
971;Kortdurig werkloos;Geslacht: Mannen;2015 2e kwartaal;202
972;Kortdurig werkloos;Geslacht: Mannen;2015 3e kwartaal;199
973;Kortdurig werkloos;Geslacht: Mannen;2015 4e kwartaal;197
974;Kortdurig werkloos;Geslacht: Mannen;2015;205
975;Kortdurig werkloos;Geslacht: Mannen;2016 1e kwartaal;215
976;Kortdurig werkloos;Geslacht: Mannen;2016 2e kwartaal;193
977;Kortdurig werkloos;Geslacht: Mannen;2016 3e kwartaal;185
978;Kortdurig werkloos;Geslacht: Mannen;2016 4e kwartaal;176
979;Kortdurig werkloos;Geslacht: Mannen;2016;192
980;Kortdurig werkloos;Geslacht: Mannen;2017 1e kwartaal;187
981;Kortdurig werkloos;Geslacht: Mannen;2017 2e kwartaal;165
982;Kortdurig werkloos;Geslacht: Mannen;2017 3e kwartaal;165
983;Kortdurig werkloos;Geslacht: Mannen;2017 4e kwartaal;162
984;Kortdurig werkloos;Geslacht: Mannen;2017;170
985;Kortdurig werkloos;Geslacht: Mannen;2018 1e kwartaal;173
986;Kortdurig werkloos;Geslacht: Mannen;2018 2e kwartaal;154
987;Kortdurig werkloos;Geslacht: Mannen;2018 3e kwartaal;151
988;Kortdurig werkloos;Geslacht: Mannen;2018 4e kwartaal;155
989;Kortdurig werkloos;Geslacht: Mannen;2018;159
990;Kortdurig werkloos;Geslacht: Mannen;2019 1e kwartaal;166
991;Kortdurig werkloos;Geslacht: Mannen;2019 2e kwartaal;157
992;Kortdurig werkloos;Geslacht: Mannen;2019 3e kwartaal;157
993;Kortdurig werkloos;Geslacht: Mannen;2019 4e kwartaal;165
994;Kortdurig werkloos;Geslacht: Mannen;2019;162
995;Kortdurig werkloos;Geslacht: Mannen;2020 1e kwartaal;158
996;Kortdurig werkloos;Geslacht: Mannen;2020 2e kwartaal;191
997;Kortdurig werkloos;Geslacht: Mannen;2020 3e kwartaal;202
998;Kortdurig werkloos;Geslacht: Mannen;2020 4e kwartaal;193
999;Kortdurig werkloos;Geslacht: Mannen;2020;186
1000;Kortdurig werkloos;Geslacht: Mannen;2021 1e kwartaal;188
1001;Kortdurig werkloos;Geslacht: Mannen;2021 2e kwartaal;156
1002;Kortdurig werkloos;Geslacht: Mannen;2021 3e kwartaal;146
1003;Kortdurig werkloos;Geslacht: Mannen;2021 4e kwartaal;134
1004;Kortdurig werkloos;Geslacht: Mannen;2021;156
1005;Kortdurig werkloos;Geslacht: Mannen;2022 1e kwartaal;130
1006;Kortdurig werkloos;Geslacht: Mannen;2022 2e kwartaal;122
1007;Kortdurig werkloos;Geslacht: Mannen;2022 3e kwartaal;144
1008;Kortdurig werkloos;Geslacht: Mannen;2022 4e kwartaal;132
1009;Kortdurig werkloos;Geslacht: Mannen;2022;132
1010;Kortdurig werkloos;Geslacht: Mannen;2023 1e kwartaal;147
1011;Kortdurig werkloos;Geslacht: Mannen;2023 2e kwartaal;144
1012;Kortdurig werkloos;Geslacht: Mannen;2023 3e kwartaal;157
1013;Kortdurig werkloos;Geslacht: Mannen;2023 4e kwartaal;150
1014;Kortdurig werkloos;Geslacht: Mannen;2023;150
1015;Kortdurig werkloos;Geslacht: Mannen;2024 1e kwartaal;160
1016;Kortdurig werkloos;Geslacht: Mannen;2024 2e kwartaal;155
1017;Kortdurig werkloos;Geslacht: Mannen;2024 3e kwartaal;154
1018;Kortdurig werkloos;Geslacht: Mannen;2024 4e kwartaal;150
1019;Kortdurig werkloos;Geslacht: Mannen;2024;155
1020;Kortdurig werkloos;Geslacht: Vrouwen;2013 1e kwartaal;235
1021;Kortdurig werkloos;Geslacht: Vrouwen;2013 2e kwartaal;229
1022;Kortdurig werkloos;Geslacht: Vrouwen;2013 3e kwartaal;240
1023;Kortdurig werkloos;Geslacht: Vrouwen;2013 4e kwartaal;240
1024;Kortdurig werkloos;Geslacht: Vrouwen;2013;236
1025;Kortdurig werkloos;Geslacht: Vrouwen;2014 1e kwartaal;246
1026;Kortdurig werkloos;Geslacht: Vrouwen;2014 2e kwartaal;226
1027;Kortdurig werkloos;Geslacht: Vrouwen;2014 3e kwartaal;218
1028;Kortdurig werkloos;Geslacht: Vrouwen;2014 4e kwartaal;220
1029;Kortdurig werkloos;Geslacht: Vrouwen;2014;228
1030;Kortdurig werkloos;Geslacht: Vrouwen;2015 1e kwartaal;228
1031;Kortdurig werkloos;Geslacht: Vrouwen;2015 2e kwartaal;215
1032;Kortdurig werkloos;Geslacht: Vrouwen;2015 3e kwartaal;210
1033;Kortdurig werkloos;Geslacht: Vrouwen;2015 4e kwartaal;223
1034;Kortdurig werkloos;Geslacht: Vrouwen;2015;219
1035;Kortdurig werkloos;Geslacht: Vrouwen;2016 1e kwartaal;217
1036;Kortdurig werkloos;Geslacht: Vrouwen;2016 2e kwartaal;200
1037;Kortdurig werkloos;Geslacht: Vrouwen;2016 3e kwartaal;190
1038;Kortdurig werkloos;Geslacht: Vrouwen;2016 4e kwartaal;187
1039;Kortdurig werkloos;Geslacht: Vrouwen;2016;199
1040;Kortdurig werkloos;Geslacht: Vrouwen;2017 1e kwartaal;197
1041;Kortdurig werkloos;Geslacht: Vrouwen;2017 2e kwartaal;183
1042;Kortdurig werkloos;Geslacht: Vrouwen;2017 3e kwartaal;167
1043;Kortdurig werkloos;Geslacht: Vrouwen;2017 4e kwartaal;163
1044;Kortdurig werkloos;Geslacht: Vrouwen;2017;177
1045;Kortdurig werkloos;Geslacht: Vrouwen;2018 1e kwartaal;165
1046;Kortdurig werkloos;Geslacht: Vrouwen;2018 2e kwartaal;148
1047;Kortdurig werkloos;Geslacht: Vrouwen;2018 3e kwartaal;148
1048;Kortdurig werkloos;Geslacht: Vrouwen;2018 4e kwartaal;148
1049;Kortdurig werkloos;Geslacht: Vrouwen;2018;152
1050;Kortdurig werkloos;Geslacht: Vrouwen;2019 1e kwartaal;155
1051;Kortdurig werkloos;Geslacht: Vrouwen;2019 2e kwartaal;147
1052;Kortdurig werkloos;Geslacht: Vrouwen;2019 3e kwartaal;150
1053;Kortdurig werkloos;Geslacht: Vrouwen;2019 4e kwartaal;150
1054;Kortdurig werkloos;Geslacht: Vrouwen;2019;151
1055;Kortdurig werkloos;Geslacht: Vrouwen;2020 1e kwartaal;157
1056;Kortdurig werkloos;Geslacht: Vrouwen;2020 2e kwartaal;189
1057;Kortdurig werkloos;Geslacht: Vrouwen;2020 3e kwartaal;212
1058;Kortdurig werkloos;Geslacht: Vrouwen;2020 4e kwartaal;187
1059;Kortdurig werkloos;Geslacht: Vrouwen;2020;186
1060;Kortdurig werkloos;Geslacht: Vrouwen;2021 1e kwartaal;177
1061;Kortdurig werkloos;Geslacht: Vrouwen;2021 2e kwartaal;161
1062;Kortdurig werkloos;Geslacht: Vrouwen;2021 3e kwartaal;155
1063;Kortdurig werkloos;Geslacht: Vrouwen;2021 4e kwartaal;139
1064;Kortdurig werkloos;Geslacht: Vrouwen;2021;158
1065;Kortdurig werkloos;Geslacht: Vrouwen;2022 1e kwartaal;142
1066;Kortdurig werkloos;Geslacht: Vrouwen;2022 2e kwartaal;126
1067;Kortdurig werkloos;Geslacht: Vrouwen;2022 3e kwartaal;150
1068;Kortdurig werkloos;Geslacht: Vrouwen;2022 4e kwartaal;151
1069;Kortdurig werkloos;Geslacht: Vrouwen;2022;142
1070;Kortdurig werkloos;Geslacht: Vrouwen;2023 1e kwartaal;154
1071;Kortdurig werkloos;Geslacht: Vrouwen;2023 2e kwartaal;144
1072;Kortdurig werkloos;Geslacht: Vrouwen;2023 3e kwartaal;154
1073;Kortdurig werkloos;Geslacht: Vrouwen;2023 4e kwartaal;140
1074;Kortdurig werkloos;Geslacht: Vrouwen;2023;148
1075;Kortdurig werkloos;Geslacht: Vrouwen;2024 1e kwartaal;160
1076;Kortdurig werkloos;Geslacht: Vrouwen;2024 2e kwartaal;146
1077;Kortdurig werkloos;Geslacht: Vrouwen;2024 3e kwartaal;158
1078;Kortdurig werkloos;Geslacht: Vrouwen;2024 4e kwartaal;156
1079;Kortdurig werkloos;Geslacht: Vrouwen;2024;155
1080;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2013 1e kwartaal;178
1081;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2013 2e kwartaal;176
1082;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2013 3e kwartaal;170
1083;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2013 4e kwartaal;169
1084;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2013;173
1085;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2014 1e kwartaal;191
1086;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2014 2e kwartaal;175
1087;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2014 3e kwartaal;156
1088;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2014 4e kwartaal;163
1089;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2014;171
1090;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2015 1e kwartaal;170
1091;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2015 2e kwartaal;160
1092;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2015 3e kwartaal;145
1093;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2015 4e kwartaal;152
1094;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2015;156
1095;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2016 1e kwartaal;159
1096;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2016 2e kwartaal;154
1097;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2016 3e kwartaal;134
1098;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2016 4e kwartaal;126
1099;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2016;143
1100;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2017 1e kwartaal;132
1101;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2017 2e kwartaal;130
1102;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2017 3e kwartaal;106
1103;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2017 4e kwartaal;110
1104;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2017;120
1105;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2018 1e kwartaal;116
1106;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2018 2e kwartaal;110
1107;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2018 3e kwartaal;103
1108;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2018 4e kwartaal;99
1109;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2018;107
1110;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2019 1e kwartaal;106
1111;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2019 2e kwartaal;106
1112;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2019 3e kwartaal;101
1113;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2019 4e kwartaal;115
1114;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2019;107
1115;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2020 1e kwartaal;113
1116;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2020 2e kwartaal;123
1117;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2020 3e kwartaal;137
1118;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2020 4e kwartaal;120
1119;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2020;123
1120;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2021 1e kwartaal;124
1121;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2021 2e kwartaal;115
1122;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2021 3e kwartaal;96
1123;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2021 4e kwartaal;89
1124;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2021;106
1125;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2022 1e kwartaal;88
1126;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2022 2e kwartaal;79
1127;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2022 3e kwartaal;94
1128;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2022 4e kwartaal;93
1129;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2022;89
1130;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2023 1e kwartaal;96
1131;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2023 2e kwartaal;105
1132;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2023 3e kwartaal;100
1133;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2023 4e kwartaal;105
1134;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2023;102
1135;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2024 1e kwartaal;107
1136;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2024 2e kwartaal;109
1137;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2024 3e kwartaal;99
1138;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2024 4e kwartaal;99
1139;Kortdurig werkloos;1 Basisonderwijs, vmbo, mbo1;2024;103
1140;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2013 1e kwartaal;203
1141;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2013 2e kwartaal;201
1142;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2013 3e kwartaal;200
1143;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2013 4e kwartaal;202
1144;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2013;202
1145;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2014 1e kwartaal;221
1146;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2014 2e kwartaal;202
1147;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2014 3e kwartaal;179
1148;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2014 4e kwartaal;171
1149;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2014;193
1150;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2015 1e kwartaal;184
1151;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2015 2e kwartaal;168
1152;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2015 3e kwartaal;169
1153;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2015 4e kwartaal;166
1154;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2015;172
1155;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2016 1e kwartaal;176
1156;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2016 2e kwartaal;159
1157;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2016 3e kwartaal;144
1158;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2016 4e kwartaal;142
1159;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2016;155
1160;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2017 1e kwartaal;151
1161;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2017 2e kwartaal;135
1162;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2017 3e kwartaal;129
1163;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2017 4e kwartaal;128
1164;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2017;136
1165;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2018 1e kwartaal;133
1166;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2018 2e kwartaal;110
1167;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2018 3e kwartaal;104
1168;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2018 4e kwartaal;112
1169;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2018;115
1170;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2019 1e kwartaal;122
1171;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2019 2e kwartaal;115
1172;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2019 3e kwartaal;115
1173;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2019 4e kwartaal;115
1174;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2019;117
1175;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2020 1e kwartaal;107
1176;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2020 2e kwartaal;156
1177;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2020 3e kwartaal;166
1178;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2020 4e kwartaal;149
1179;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2020;144
1180;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2021 1e kwartaal;137
1181;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2021 2e kwartaal;119
1182;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2021 3e kwartaal;104
1183;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2021 4e kwartaal;95
1184;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2021;114
1185;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2022 1e kwartaal;98
1186;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2022 2e kwartaal;92
1187;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2022 3e kwartaal;101
1188;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2022 4e kwartaal;96
1189;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2022;97
1190;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2023 1e kwartaal;106
1191;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2023 2e kwartaal;97
1192;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2023 3e kwartaal;107
1193;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2023 4e kwartaal;98
1194;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2023;102
1195;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2024 1e kwartaal;110
1196;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2024 2e kwartaal;103
1197;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2024 3e kwartaal;111
1198;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2024 4e kwartaal;105
1199;Kortdurig werkloos;2 Havo, vwo, mbo2-4;2024;107
